analysis_set,initial_factors,factor,activity_threshold_percent,active_group_count,active_groups,activity_class,minimum_group_r2,maximum_group_r2,mean_group_r2,median_group_r2,r2_range,r2_DOG2,r2_TARGET_OS,r2_GSE21257,r2_GSE39055
four_cohort_detection_aware_variable_only_700,16,Factor1,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.8832623958587646,12.879687547683716,8.121250569820404,8.861026167869568,10.996425151824951,12.879687547683716,8.07422399520874,9.647828340530396,1.8832623958587646
four_cohort_detection_aware_variable_only_700,16,Factor10,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.23652911186218262,3.135019540786743,1.5541836619377136,1.4225929975509644,2.8984904289245605,3.135019540786743,1.5423119068145752,1.3028740882873535,0.23652911186218262
four_cohort_detection_aware_variable_only_700,16,Factor11,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.1137545108795166,1.9262611865997314,1.4917775988578796,1.4635473489761353,0.8125066757202148,1.8019437789916992,1.9262611865997314,1.1251509189605713,1.1137545108795166
four_cohort_detection_aware_variable_only_700,16,Factor2,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.0022928714752197,8.214151859283447,5.69462925195694,6.281036138534546,6.2118589878082275,7.326412200927734,8.214151859283447,5.235660076141357,2.0022928714752197
four_cohort_detection_aware_variable_only_700,16,Factor3,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.977806329727173,6.6132426261901855,5.302706360816956,5.809888243675232,3.6354362964630127,6.6132426261901855,6.052106618881226,2.977806329727173,5.567669868469238
four_cohort_detection_aware_variable_only_700,16,Factor4,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.331770420074463,6.242901086807251,3.4168317914009094,3.046327829360962,4.911130666732788,6.242901086807251,2.296501398086548,3.796154260635376,1.331770420074463
four_cohort_detection_aware_variable_only_700,16,Factor5,0.5,1,GSE21257,group_specific,0.08399486541748047,10.920470952987671,2.861607074737549,0.22098124027252197,10.83647608757019,0.08399486541748047,0.2815663814544678,10.920470952987671,0.16039609909057617
four_cohort_detection_aware_variable_only_700,16,Factor6,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.3740956783294678,4.916673898696899,2.7618318796157837,2.378278970718384,3.5425782203674316,4.916673898696899,3.347724676132202,1.3740956783294678,1.4088332653045654
four_cohort_detection_aware_variable_only_700,16,Factor7,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,0.5017876625061035,3.4701108932495117,2.371475100517273,2.7570009231567383,2.968323230743408,2.1329522132873535,3.4701108932495117,3.381049633026123,0.5017876625061035
four_cohort_detection_aware_variable_only_700,16,Factor8,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.2397289276123047,2.5188684463500977,2.053314447402954,2.227330207824707,1.279139518737793,2.4594008922576904,2.5188684463500977,1.9952595233917236,1.2397289276123047
