,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6
HEY2,0.011518738,-0.14609618,0.3052524,-0.0057726493,-0.118597314,-0.041681696
PMP22,0.023501635,0.21391359,-0.014887155,0.01831493,-0.108423874,0.02522279
FBLN5,0.06635647,0.16922852,0.19821948,-0.057618458,-0.16650991,-0.11963624
MFAP2,-0.052701652,0.14134483,0.103341356,0.015202716,-0.117360346,0.14795803
UBE2T,-0.16261119,-0.09944986,-0.08650746,0.3165601,0.023380054,-0.012884649
SLC16A3,-0.06294981,0.019155797,-0.07165767,0.05055835,-0.13379519,0.1456142
NOTCH3,-0.0046177157,-0.0046970793,0.3069384,0.022606602,-0.17195061,-0.07962456
B2M,0.27508885,-0.10387644,-0.020814883,0.0023755464,0.042914666,-0.105914146
PLEKHA4,0.05445286,0.1052575,0.08276094,-0.0010057408,0.019069947,-0.026966553
EPDR1,0.06734016,-0.10851687,0.17185101,-0.024989106,-0.16754352,0.025606303
DUSP10,0.17458628,0.011853385,-0.030971382,0.098961584,-0.18278484,-0.0031112737
ENC1,0.008359052,0.07667672,0.12592643,0.13076709,0.21200712,-0.025496313
STK32B,0.06849065,0.20423432,0.09586098,0.0056288033,-0.03376769,0.10194261
CCDC68,-0.064143695,0.070810035,0.097215116,0.011695436,0.079709455,0.02270603
GABRE,0.0032758154,0.17286253,0.10361535,-0.0021937718,0.16864845,0.109304085
EPHA2,-0.11749759,-0.091468185,0.1228893,0.13652523,0.031440325,0.057698973
ALDOC,-0.06234597,0.009508531,-0.11292888,0.024570435,-0.08889399,-0.09502487
JPH1,-0.0494378,0.15085639,0.04085393,0.0028278767,0.13032684,-0.055652417
FRAS1,0.01585272,0.114311606,0.047452837,0.08954707,0.062052228,0.008117005
AADAT,-0.10398703,-0.07715137,0.062479716,0.09219001,0.06353686,-0.021155797
ATP6V1A,0.11576046,-0.21970004,0.1389288,0.10053336,-0.23804282,0.29950354
ALDH1A3,-0.0027311991,0.035217643,0.16521856,0.039698124,0.15414995,0.009885829
ECHDC2,0.009915914,0.026180664,0.061306514,-0.0053222687,0.027772916,0.07554527
CSF1,0.18602799,-0.20701951,0.13443483,-0.002895344,-0.16157398,0.09012485
TIAM1,0.045453094,-0.05420074,0.16988955,0.15395847,-0.14431956,0.24974722
FZD3,-0.08977041,0.043537185,0.0311619,0.14441153,0.065806195,0.10177991
F11R,0.20721985,0.08007473,0.16353881,-0.003417228,0.06835462,0.012659747
PTGS2,-0.031223785,0.073301695,-0.03347319,0.15053011,-0.06956555,0.11867987
COL6A1,0.07685734,0.23182753,0.08406557,-0.021577064,-0.32979828,-0.04613429
CBS,-0.13941295,-0.0033269236,0.13249385,0.17966492,0.07650948,-0.010443626
MCAM,0.02953881,0.07508931,0.18729948,0.09143047,0.21981047,0.06203032
VDR,0.00909336,-0.06793103,0.18741134,0.12748125,0.040058255,0.12608472
DHRS3,0.11186002,0.05028346,-0.01562012,-0.008211528,0.21362899,0.08816807
ARHGEF19,-0.073526815,0.119080715,0.16545542,-0.17671847,-0.10492564,0.06728359
ITGAL,0.31029025,-0.06081966,-0.0055538854,0.12401706,0.17855017,-0.06325978
GHR,-0.030215535,0.067033455,0.28676274,-0.026997957,-0.04850506,-0.1311531
GNPTAB,0.14439474,-0.1935172,0.16295688,0.04359311,-0.26148117,0.23294924
ITGBL1,0.13335884,0.17604779,0.104028605,-0.11834663,-0.11917869,-0.025078682
PTPRC,0.3292609,-0.11826913,0.012785268,0.08778437,0.03828757,0.04976465
CD83,0.055895433,-0.098357536,0.09672191,0.07358218,-0.0003847406,-0.17838548
COBLL1,0.029570563,0.116476,0.11043436,0.009229528,0.0051732045,-0.19270176
ECT2,-0.11384197,0.00998404,-0.04782801,0.39575556,-0.06906868,0.00035330726
PAQR8,0.014887127,-0.07811562,0.1552201,0.10320167,-0.058454912,-0.025472937
PFKFB3,0.09200542,-0.008369984,-0.016025743,0.10919285,-0.16136937,-0.05513899
MRC2,-0.081925996,-0.13576844,0.28622642,0.0036133355,-0.027990343,0.10178394
KNTC1,-0.09063541,-0.05562778,0.023553219,0.3317488,-0.023988282,-0.0409361
ACOT7,-0.046838477,-0.03930299,-0.12375402,0.25004178,0.058560006,0.10921546
CDA,0.24691032,-0.11097978,-0.09843485,0.01388957,-0.05202135,0.08810165
NR4A2,-0.015225216,0.14556277,-0.009431034,0.0481928,0.009150591,-0.01039872
TPM2,0.06800528,0.04471937,-0.060524825,0.024790267,-0.08538701,0.010537465
PTGFRN,-0.055270914,0.06408668,0.19190054,0.08952712,-0.22487922,-0.20129333
TNFRSF11A,0.13482252,-0.22286448,0.15179795,0.0037616,-0.18997552,0.31105536
HYOU1,-0.06268958,-0.08578056,0.069015965,0.24098225,0.008658794,-0.017261403
HOXB8,-0.0757321,-0.028278144,0.12565653,0.023303214,0.07446695,-0.038408957
MTAP,0.051378,-0.026696786,0.04177469,0.09088739,-0.1145777,-0.12897155
SLC16A9,0.09919193,0.19768615,0.060481504,0.0103973765,0.029112255,0.01490311
VWF,0.14085284,0.2190406,0.08423115,0.0014906529,0.12274057,0.0116491495
TNFSF11,0.0017453413,-0.15885845,0.12643756,0.019512717,-0.16572018,0.22281215
NCALD,0.035202753,-0.0140139405,0.18258066,-0.0012350207,-0.024134062,-0.14015105
PFKM,-0.05321911,0.04405921,0.09749762,0.07303573,0.08755479,0.09886405
FGR,0.3186495,-0.007977477,0.011531808,0.034262568,0.17301878,-0.07749536
CYP51A1,-0.13947012,-0.03616498,0.009842087,0.26418358,-0.17307273,-0.08563051
IRX5,-0.119754106,-0.13164204,0.24912623,-0.020914473,0.006922378,-0.0083548
ARHGAP30,0.34811774,-0.037996795,-0.025088578,0.07714512,0.116211444,-0.0035329785
CARD11,0.28494054,-0.067739524,0.08215721,0.005758634,0.066211335,-0.14511216
COL1A1,-0.04520638,0.19496669,0.19193552,-0.074701086,-0.022577422,0.23035824
KCNMA1,-0.057442132,0.11885818,0.19026569,-0.015261338,0.13910043,0.010573778
ALPL,-0.15294893,-0.17806914,0.26918226,0.042299215,0.13046695,0.085897855
SOCS3,0.17159225,0.03290361,-0.034791026,-0.0006848126,-0.07374042,0.09456754
MCM5,-0.11981017,-0.07656264,-0.021448713,0.33054185,0.013578366,-0.0144269
GPC6,0.042729687,0.14389566,-0.030119745,0.03525313,-0.00961803,0.09424161
PCDH17,0.09495143,0.023671452,0.21653125,0.029639434,0.091059886,0.027630549
SCARA3,-0.043388188,0.046232358,0.12445867,0.056306005,0.0320124,0.10301456
GPR65,0.3161249,-0.01541942,-0.033615604,0.053916138,0.12197929,-0.06999498
PPFIBP2,-0.11585121,-0.17791907,0.32796115,0.024726728,0.1251492,-0.038570024
CILP,0.081655756,0.11945032,0.08864123,0.0020568364,-0.113388374,-0.1525333
SEMA6B,0.06987192,-0.13882945,0.19124028,-0.0046085785,-0.19087392,-0.00588293
KCNH3,-0.16877696,0.0069053625,0.113994144,0.13500553,0.14171539,0.009617481
CES2,-0.023218991,-0.027559005,0.08123826,-0.08084445,-0.06984596,-0.15355043
BOC,-0.104542606,0.091998465,0.23572373,-0.008991081,0.02662941,-0.114923224
ASPM,-0.14659041,-0.005663529,0.03987065,0.41452754,-0.056650233,-0.040474802
LOXL4,-0.14157699,-0.038626883,0.22329266,0.003263315,0.114634454,0.1302408
NTRK2,0.027549652,0.20231283,0.103988975,-0.0051681083,0.045403697,0.028652454
PANX2,-0.08868352,-0.018633172,0.061990153,0.14214171,-0.053663976,-0.06553574
MEPE,-0.007520639,-0.07678986,0.18314305,-0.0658398,0.15614,0.23947099
LY96,0.29332876,0.003979864,-0.022656312,-0.0031306844,-0.06542172,0.0337665
GREM1,0.08961649,0.108476296,0.0038600827,0.0059574093,-0.18688194,0.07640108
MYO6,-0.05541364,-0.22939378,0.21411036,-0.0017555443,-0.0068510305,-0.08827047
IRX3,-0.045159504,-0.1560203,0.15710805,0.031298533,-0.22636195,-0.088444024
IRF1,0.2491124,-0.13798437,0.014678125,0.081317306,0.023134243,-0.2027057
OLFML2B,0.10834892,0.035372566,0.1898957,-0.01289062,-0.24339211,0.025346044
FAM81A,-0.104941435,-0.012511947,0.035758015,0.19300756,-0.016501756,-0.040140413
SLC2A6,0.05030044,-0.08425665,0.004582203,0.09640437,0.03183373,-0.077663764
C1QTNF6,-0.015974773,0.033344675,0.20506117,-0.0042546866,-0.08168572,0.14734644
PAPLN,0.0870628,0.16123556,0.13471688,-0.015003997,-0.023947572,-0.06259317
FHL2,0.057584923,0.09265269,-0.1741947,0.07471887,-0.20176277,0.106132634
OLFML3,-0.0699143,-0.033203047,0.17608774,0.15313059,-0.12810554,0.047634654
KLF4,-0.08798156,0.041768756,0.1861557,-0.0068227993,0.035443373,-0.07879022
LAMB2,-0.017394852,-0.030490315,0.26622605,-0.047940347,-0.12072035,-0.14790112
FBXO32,0.024925092,-0.03928449,0.14840917,-0.028282098,-0.057411462,-0.099966735
HNMT,0.23007834,-0.04471315,0.039416034,-0.0038553048,-0.077195324,-0.041311793
PLXNA3,-0.101267636,0.0042513446,0.25556818,0.048605833,0.11721017,0.009770127
PAWR,0.028864514,0.102318496,-0.023712786,0.06823029,-0.19486831,-0.13769582
FGFR3,-0.19532156,0.05403283,0.22009587,0.008087927,0.20228446,0.049527626
PDGFRA,-0.020138735,0.03197321,0.22767505,0.03318766,-0.14630976,-0.008090531
EGLN3,-0.06271326,0.03261796,-0.093963854,0.18649527,-0.023282358,-3.233424e-05
SHANK3,0.1279313,0.12466632,0.2872642,-0.017982537,0.111120425,-0.033866145
RASSF2,0.24539363,-0.059715338,0.17955801,0.015928363,0.018258892,-0.0072527486
FZD9,-0.092207395,0.16342358,0.04134948,0.039630592,0.10884026,0.08990291
CLEC7A,0.25916913,-0.07538265,0.0066239196,0.08486933,0.026497273,0.12639055
KLHL8,0.10434994,-0.17560363,0.16474245,0.07669455,-0.19711325,0.23105648
SDSL,0.121259384,-0.100476615,0.050093748,0.0036348049,-0.007314587,0.011577779
DPYD,0.23340377,0.043147933,-0.050777208,0.15122731,-0.106218815,0.0014222072
PLK1,-0.11810437,-0.017946362,-0.022861145,0.38860503,0.047988698,0.09589548
CCND1,0.057494294,-0.041306857,0.1532497,0.022787495,-0.09385239,-0.0018115517
CSF3R,0.2420176,-0.012606109,-0.080010206,0.10480926,0.12196247,0.0023475355
TTK,-0.11484461,-0.03618249,-0.050224546,0.39939386,-0.052734178,0.0010430666
PSMB10,0.23382422,-0.057949707,-0.06157717,0.009310427,0.20545146,-0.057564918
ME3,0.15787427,0.043661553,-0.045400117,0.0018722853,-0.029273499,0.0033465484
BLVRB,0.124630064,-0.07428376,-0.13553354,0.079224035,-0.010716525,-0.04549408
SERPINF1,0.030723961,0.13940887,0.17388958,-0.0846207,0.07405268,0.32213637
CDCA3,-0.1551018,-0.014334122,-0.04189645,0.33581606,0.09392501,0.099582344
CSF1R,0.2610566,-0.18941124,0.104174234,0.02294654,-0.09519526,0.22386381
LEPR,0.07540054,-0.10745429,0.20253898,0.004123239,-0.14479315,-0.012821481
PRRX2,-0.1499874,0.05864055,0.19761881,-0.01306948,0.07085254,0.010255798
PRR11,-0.073253684,-0.010132284,-0.0643862,0.33752233,0.0126826465,0.055660922
SEMA7A,0.14113086,-0.18767591,0.028509216,0.048726086,-0.21980864,0.105160356
RUNX1,0.16915974,0.13033412,0.03367278,0.011103399,-0.23213758,-0.056103356
NEK2,-0.118241675,-0.11238164,-0.021468105,0.38489112,-0.009838684,-0.036056787
NPL,0.3052311,-0.019214192,0.023702344,0.006519345,0.049320642,-0.04511734
ITGB4,0.17217839,0.14695534,0.16587569,-0.06070321,0.071672656,0.011144731
ENPP5,0.20260137,-0.16647543,0.096052125,-0.015035756,-0.12158365,-0.08459825
ACOT11,0.05838332,-0.08366867,0.16960017,0.014741385,-0.103116184,0.2187533
LMO7,-0.048655096,0.062478192,0.13991956,-0.0072784885,-0.016002947,-0.009634155
DDIT3,-0.026972469,-0.047890894,-0.029901484,0.015022532,-0.0039053236,-0.0379213
GFRA2,-0.07686542,0.09041295,0.18556947,0.061197318,0.16425323,0.005438185
KREMEN1,-0.021791892,0.1519101,0.054597776,0.040482473,-0.12033941,0.08453428
DAB2,0.24999586,0.18521215,0.016574781,0.045928895,0.023246765,0.027182786
TPBG,-0.028905477,0.12344572,0.051314797,0.13707165,-0.107837446,0.1365904
MID1,-0.09622484,0.044348143,0.14035934,0.06527303,-0.15900792,-0.09777075
RAB3IL1,0.18310209,0.23129474,-0.06500262,0.057269715,0.030949235,0.070341215
COL1A2,-0.085449524,0.12917961,0.24708754,-0.07792863,-0.023869285,0.19089271
MATK,0.12363414,-0.22338986,0.10455553,-0.018744282,-0.16896755,0.33859205
CYP4V2,0.2740339,-0.067274936,0.04527234,-0.01812786,-0.0648765,-0.10203006
ESAM,0.14211477,0.048159286,0.21081786,-0.023648717,0.16646135,0.03793831
CTSW,0.20035055,-0.014113299,-0.028005477,0.06621241,0.21004389,-0.08577031
TGFBR3,0.14452493,0.1923643,0.14051262,-0.002245761,-0.0018744378,-0.14401455
GNAI1,-0.10848401,-0.08307401,0.28333333,0.0053750766,0.056289934,0.0015901811
TP53I11,-0.094536886,-0.13490179,0.3295675,-0.042371877,0.27549103,0.0062908125
CREB3L1,-0.12717362,0.006967408,0.18789019,0.026971057,0.07611263,0.18257196
COL16A1,-0.043588843,0.16810098,0.17554164,-0.006696575,-0.23380475,0.13507211
IRX1,-0.12999725,-0.0137075,0.08049388,0.12546088,0.15568998,-0.0141835725
ABCA1,0.22151154,-0.041841764,0.12759657,0.11007272,0.070024915,0.018944029
FCGRT,0.19491997,-0.02322461,0.08571912,0.033542704,0.24640875,0.1272244
PARP3,0.15565597,0.046707105,0.082788445,-0.058996953,-0.14795633,0.051419668
NOX4,0.17133865,0.111611344,0.07714949,0.006239187,-0.1191981,-0.05437178
HELLS,-0.12232882,-0.02299429,-0.0021536865,0.35094902,0.0041824253,0.026013765
PTPRU,0.059674453,0.16264024,0.018310567,-0.0053690253,-0.037891302,0.00023992184
TOP2A,-0.12937132,0.006723363,0.00601419,0.43753016,-0.052404672,-0.007970949
GAL3ST4,0.1760749,0.10698588,0.09201373,0.09785398,-0.008460601,0.08374661
KIF21A,-0.14724725,-0.042788666,0.14010626,0.03634372,0.027264405,-0.08737837
COL4A1,0.15508312,0.15684503,0.20298438,0.08338024,-0.037895273,-0.017415373
CLDN11,-0.022178732,-0.17462893,0.23346694,0.015532676,0.05082517,-0.05261586
TIE1,0.14835808,0.006618376,0.25736704,-0.017056657,0.02915691,0.0519653
ATP6V1C1,0.07155002,-0.2337996,0.050107338,0.058893207,-0.26827008,0.24910593
GAB2,0.24259554,-0.06327502,0.16183369,-0.025017403,-0.10510241,-0.07971261
PTPN4,-0.006087231,-0.1497732,0.30455765,0.00021105028,-0.044096395,-0.12797719
MYL3,-0.0137689905,-0.029399987,0.14750625,-0.005473098,0.17504606,0.0909299
NDRG1,0.0941868,-0.07972854,0.043016773,0.032166313,-0.32094783,-0.03613386
PRCP,0.13931517,-0.010377513,0.24100345,-0.0007971886,0.029724078,0.010604557
MFAP5,0.13474444,0.27038974,0.0045252144,-0.015701832,0.09712049,0.038162973
HOXC4,-0.1279876,-0.017813392,0.16660295,0.0017925976,-0.0037036333,-0.119973615
ANKRD6,0.042413667,-0.010332085,0.10370594,0.08657158,-0.055168513,0.0034102486
LYZ,0.31796628,0.006744131,0.009004139,0.060716946,0.16587223,0.010217212
NFE2L3,0.043040328,-0.13738586,-0.008617727,0.09402234,0.025170965,-0.16781579
EDNRA,0.023956608,0.1932218,0.09137427,0.036609914,-0.11246321,0.079109386
PTK2B,0.2865046,-0.13020338,0.0034127368,0.038336996,-0.022699364,0.13074066
RXRG,-0.027206065,0.09880356,0.045548223,-0.0012899322,0.019351335,0.078804426
MEOX2,0.033743605,0.012796158,0.18750675,-0.039271034,-0.06547423,-0.115451455
POLE,-0.15415245,-0.0014251391,0.0112553,0.37468722,0.03448295,0.0010347033
ADRA1B,-0.044083606,-0.017501228,0.07765725,0.09228982,-0.027756492,-0.021159036
NRP2,0.020822955,-0.16485788,0.20276761,0.00035203164,-0.18174267,-0.07500826
CD14,0.25897396,-0.1539304,0.041246206,-0.0024582627,-0.07452316,0.22879922
ZDHHC14,-0.041072886,-0.11915268,0.23484084,0.0008610014,0.038272277,-0.023620695
FANCA,-0.1514322,-0.050385255,-0.026588362,0.2896962,0.06860572,0.021060206
ELOVL4,-0.16647795,0.007132276,0.09844816,0.15163645,0.045339208,0.088887714
DTX3L,0.15739721,-0.10586556,0.10575893,0.060646832,-0.0728497,-0.23883626
CLK1,-0.017448012,-0.040280417,0.14661902,0.008972337,-0.0016651687,-0.05802819
RUNX1T1,-0.018429972,0.2198837,0.07550271,0.10137223,-0.020771578,0.08929149
SPARC,-0.01903023,0.09873531,0.2721819,-0.17226858,-0.03378105,0.08778399
SLC25A27,-0.06906779,-0.13008441,0.19171838,0.030229919,0.021996737,-0.071058705
ITGA8,0.11566574,0.19262679,0.18221684,-0.020910464,-0.0003809651,-0.08538174
CDH11,-0.08568778,0.0021883834,0.3147038,0.11656295,-0.1976635,-0.103066355
HTATIP2,0.1271228,-0.16357084,0.023945287,0.004332458,-0.10077784,-0.1455339
TIMP1,0.10693008,-0.11649238,0.123359226,0.035489753,-0.14180794,0.025649646
PBX1,-0.06362537,0.052105922,0.20220037,0.15963809,0.1343562,0.03297995
CIITA,0.3175274,0.017404515,-0.0021906244,0.008156482,0.1957195,-0.09402183
MDGA1,-0.015273064,0.08788555,0.121251255,0.14326084,-0.10287809,-0.0048362985
ABCC9,0.060160562,0.17739987,0.21146569,0.007725276,0.09106181,-0.021821946
SORBS1,0.0696447,0.20065126,0.12437178,-0.0071949195,0.097050145,-0.04176036
SMAD6,-0.11739759,-0.1627095,0.2864285,-0.018191565,0.13121547,0.013650756
RALGPS2,-0.006496696,-0.0073408578,0.024878228,0.109398685,-0.03144993,0.0057043983
HCLS1,0.3464916,-0.06653304,0.008259398,0.031781696,0.075598374,0.0016641374
DENND1C,0.33233523,-0.10254883,0.0040296228,0.038215354,0.12125046,0.05421243
HMCN1,0.056815557,0.26964948,0.11084217,0.09839261,-0.09921862,0.015849143
CSTB,0.15542239,-0.2015497,-0.017761866,-0.016568547,-0.18177097,0.31716996
TBC1D16,-0.060546126,0.072593056,0.1759992,0.1178964,0.03495026,-0.0015867309
ARHGAP18,0.16359004,-0.15590967,0.17400277,0.10810682,-0.18470542,0.23911968
MYO10,-0.0995938,-0.06072251,0.29043365,0.12414646,-0.09673868,-0.015499127
ABCC3,0.27675045,-0.05187076,0.04523944,0.033563145,0.005435925,0.0017901062
ANGPT2,0.012290475,0.028464226,0.069152415,0.008369597,0.07764101,-0.0415147
DMPK,-0.023306506,0.049895853,0.21995007,-0.035751812,0.07953642,-0.036282524
CRIP1,0.0920112,0.064421676,0.034028128,-0.08536252,0.06238831,-0.012612843
SUSD1,0.12236621,-0.19199002,0.18252069,0.008302298,0.015453531,-0.032068066
RCN1,-0.0062703164,0.24156176,0.028995488,-0.022998506,0.093115464,0.12993413
GPRC5B,0.10313363,0.1897347,0.1301489,0.00517734,0.09573637,0.003495181
MFAP3L,-0.0688119,-0.14299466,0.17522928,-0.002054222,0.040209237,0.03336099
SLC6A9,-0.10983575,0.08868897,0.19849572,0.042995777,0.0330773,-0.005658512
CNTFR,-0.0800956,0.21359697,0.08834905,0.081560664,0.18742172,0.0078193415
RGMA,0.073979825,0.2317427,0.017751448,0.006166976,0.020805044,-0.04691827
COL4A2,0.14450994,0.1557896,0.17753087,0.034815066,-0.053968173,-0.029790191
SYNGR1,-0.108222865,-0.02274882,0.010348057,0.083645046,0.06827278,0.010331192
HMGB2,-0.06887734,0.027355503,-0.09728233,0.32667533,0.101952195,-0.001597987
CD34,0.16495311,0.042617273,0.24403481,-0.0011688597,0.12321942,-0.027915237
CBX6,-0.025852017,0.04665669,0.2387646,0.12097164,-0.081192724,-0.21310644
IGF2R,-0.068236865,-0.045929477,0.15775317,0.2118217,-0.104285516,-0.010663488
SLC4A8,-0.053989634,-0.010593236,0.11869813,0.17581071,0.17891896,0.06709705
PHLDB2,0.09460936,0.24526788,0.013812816,0.072702326,-0.14233296,-0.0044092047
KIF14,-0.14583951,-0.033881694,0.02136071,0.40056494,-0.04869311,-0.035335325
IRF5,0.3100861,-0.13533989,0.015724754,0.03466551,0.08991995,-0.02856613
KLHL3,0.115510575,0.059514593,0.07145743,0.121542275,0.03225668,-0.029047903
CCNA2,-0.10485336,0.008093117,-0.07405766,0.4020533,0.019120196,0.037457466
KIF22,-0.12270118,-0.030830933,-0.034325946,0.38343725,0.043587677,0.0058534658
GPR162,-0.012202876,0.019334035,0.14646164,0.07967403,0.1460764,0.021376321
GJA5,0.13541342,-0.040821873,0.21483262,-0.06281708,-0.03050261,-0.12339968
RGS17,0.009599691,0.23950836,-0.034421388,0.120946415,-0.0022134166,0.046162345
CCNF,-0.07486707,-0.1483323,0.069386385,0.3105053,-0.06716292,0.24306966
TXNIP,0.19564638,-0.06794108,0.16414775,-0.010020544,-0.054687552,-0.09425203
PLD1,-0.003790786,-0.028829353,0.2123685,0.020045327,-0.26158231,-0.072053514
ACSL5,0.31653896,-0.030471733,0.092983656,0.0012939137,0.052419692,-0.01726061
MFGE8,0.01569209,0.039808232,0.09106947,-0.023125036,-0.24146812,-0.13465934
BRSK1,-0.031227695,0.09678533,0.11712636,-0.05585708,0.0015599,-0.02558011
ENOSF1,-0.12004673,0.119884074,-0.00017846424,0.18190831,0.06353972,0.022413207
CREG1,0.24511115,-0.049062643,-0.06923897,0.099469766,0.118033744,-0.038571645
LRRC1,-0.14350931,-0.0702015,0.15931791,0.12782393,0.07534408,0.056060564
MFNG,0.32878023,0.028129457,0.08212819,-0.00081313157,0.20059381,0.0010573454
GPR4,0.11326536,0.06193779,0.18284409,0.012663436,0.139337,0.06276533
DACH1,0.07604192,0.1544297,0.13850328,0.073940806,0.17432734,0.028501885
DPYSL3,0.096987575,0.18824804,0.09494238,0.008781314,-0.21361509,-0.023107802
HTRA1,0.059939325,0.17872554,0.07684009,-0.08035713,-0.24971871,0.04335286
RHOB,0.105895445,0.09251165,0.025120819,0.009310739,-0.0013057829,0.01351365
FOXP1,0.16307457,0.21735428,-0.03137316,0.0021870947,-0.14901854,-0.0010742111
ATP6AP1,0.09300675,-0.25703368,0.10176695,0.04729713,-0.20264898,0.21843699
ATP1B1,0.07194672,-0.109080136,0.01969365,0.106984444,-0.09881949,0.005177938
PER2,0.013621018,0.16481693,0.209712,-0.006165979,-0.07492682,-0.08172888
NBL1,0.06141672,0.040095363,0.11446607,-0.12489168,-0.13786979,-0.079761796
TMEM97,-0.16270517,-0.028715262,0.14084497,0.15329644,0.079608604,0.096212454
SFMBT2,0.19165182,0.0059719263,0.22912502,0.010956906,0.13131733,-0.12990119
KCNF1,-0.014926731,0.030700216,0.10648858,0.0693445,0.14669816,0.059196033
DNMT3B,-0.14583053,0.017758138,0.05731858,0.2753051,0.04180666,0.0023596417
EFEMP2,0.032642387,0.16242875,0.15014113,-0.057175,0.006904414,0.10376617
P4HA2,-0.07361258,0.0059141964,0.09038233,0.10294935,-0.033151794,0.15463243
ANK2,-0.11005944,0.07897537,0.15502372,0.044939227,-0.008401202,-0.055060405
DENND2A,0.09285934,0.13574469,0.11145918,-0.04781293,0.007991181,-0.09417823
RECK,0.040818334,0.2101806,0.19021176,0.05404956,-0.12884621,-0.19019897
SDF2L1,0.07645757,-0.1594745,-0.0064344183,0.03245384,0.06868631,0.007539094
ATF5,-0.06357129,0.054978617,0.08067651,0.07042459,0.02746209,-0.10061755
NEO1,-0.1338042,0.004794603,0.2513645,0.11320856,-0.008788199,-0.066447
ATP10A,0.07150449,0.07809127,0.019079095,-0.0572663,-0.17609522,-0.13741973
TRIM9,-0.013485799,-0.0014665355,0.077743165,0.08870691,-0.30976263,-0.15621871
GJC1,-0.004897307,0.19723035,0.09281256,0.2078473,0.023666393,0.14967549
SSBP2,0.048149426,0.07659687,0.017840775,0.106075294,0.029084237,-0.06449212
KCNN3,0.002056818,0.050655995,0.2873841,-0.039286356,-0.024131972,-0.13846567
KITLG,0.11245413,0.12795062,0.15345885,0.11073491,-0.099344686,-0.09667589
PHKA2,-0.03919421,-0.012530717,0.16475025,0.080524795,-0.1282985,-0.17701328
UHRF1,-0.11105429,0.012644455,0.00034246276,0.38739562,-0.06347096,0.0019320578
MMP16,-0.10882696,-0.086187944,0.2824099,0.08643493,-0.008364841,0.054203182
ABCA8,0.17833818,0.19985288,0.10607816,-0.056738116,0.059657488,-0.09751638
TRIP13,-0.12041581,-0.010497885,-0.053129792,0.32767978,-0.033582997,0.022018407
PDLIM5,0.030305993,-0.003996528,0.08325979,-0.03721617,-0.14694048,-0.08688079
SP100,0.20768249,-0.070506565,0.07467039,0.012602072,-0.059755825,-0.272372
BRCA1,-0.13284215,0.010131209,-0.0006319548,0.38894427,-0.11448498,-0.091047294
YIF1B,0.11733939,-0.06514291,-0.06538099,-0.029376673,-0.023179527,0.086904176
GAP43,0.05563857,0.13611493,-0.048308533,0.0331053,0.014616201,-0.006087389
PROCR,0.17629679,0.099107996,0.04782782,-0.008531997,-0.023447005,0.09391356
KIF15,-0.12525055,0.04879718,-0.012469196,0.41973522,-0.007498138,0.016396787
TMEM117,-0.0255574,0.0145572685,0.10734331,0.031887803,0.13134664,0.020657914
HSPH1,-0.048758235,-0.02383288,0.011467624,0.23540321,-0.045103,0.016019588
GAMT,0.050108172,-0.09090404,0.07253827,-0.09202214,0.100945346,-0.0056659062
ANLN,-0.08746721,0.0032482946,-0.04516779,0.38041425,-0.22529663,-0.092713684
GRK5,0.21148738,0.18234141,0.04560815,0.009280759,0.056897838,-0.06322162
CMTM4,-0.10111918,0.08120637,0.18545063,0.06729926,-0.21867393,-0.11181754
NEDD9,0.068135284,0.0440016,0.18281098,-0.020697694,-0.1335548,-0.22942793
FCER1G,0.31674752,-0.07551032,-0.077684924,0.034991767,0.0946461,0.07212489
CD36,0.012303661,-0.06812601,0.17853045,0.051869635,0.20891787,0.18185243
FRMD6,0.00577406,-0.050321877,0.26028717,0.09524608,-0.27476242,-0.062315714
TWIST1,-0.12828383,0.068243586,0.02819443,0.12827133,-0.14896195,0.027937558
NAGLU,0.098980494,-0.16820155,0.11200812,-0.021483097,-0.25810137,0.16673635
ADCY3,-0.09259153,0.12872024,0.14335187,0.13473159,-0.12636669,0.019082822
RUNX2,-0.11252561,-0.14894405,0.26534402,0.12455048,-0.07813509,-0.045693416
ARHGEF6,0.02492559,-0.09644235,0.24118577,0.011600457,-0.032129616,-0.20545048
SLC9A2,-0.13850452,-0.096944556,0.24767621,0.086991556,0.20131047,-0.020071056
SLC25A10,-0.15675929,-0.1448339,0.058444653,0.1288528,0.12599638,0.08950553
PRRX1,0.045083594,0.11303975,0.17718053,-0.010814883,-0.31221652,-0.15786025
STK38L,0.108381756,0.18130583,-0.0029313269,0.074466504,-0.12939434,-0.05153195
TLE2,-0.054863274,-0.014682284,0.16436824,-0.023951797,0.046105772,-0.029342433
RAPH1,-0.046114776,-0.10069703,0.28016385,0.041550875,-0.20067161,-0.076525055
EDN1,0.18508643,0.16111505,-0.007175074,-0.0056264126,0.08954881,0.0053761303
TBC1D9,0.2074645,-0.17068627,0.12400392,0.071433,-0.13215734,0.20811613
PDGFRB,0.12361058,0.08891071,0.20812719,0.016962217,-0.23465179,-0.08753118
YES1,-0.07449851,0.121592045,0.06292208,0.25821623,0.031914696,0.09370743
PON2,-0.0369416,-0.06487502,0.039381415,0.22026321,-0.0011798491,0.08744904
UNC13D,0.26195458,-0.1528448,0.01930673,0.08080512,-0.016058583,0.12495607
