,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
DCN,0.03412965805668544,0.05047765540233314,0.03545355130911091,-0.05912373053342062,0.04545805943040193,0.0038297945942970487,0.02391027888780208,0.0653269019062106
ATP6V0D2,0.021383211226895207,-0.07897441431772453,0.038810513607050776,-0.015200397011213795,0.07589467774003733,0.07062405642769264,-0.0036500357617635457,-0.06045147183298522
ENO2,-0.0002545444321408381,0.03243999060557726,0.00602182705785615,0.027509697395514683,0.02034776426168205,-0.050866965501210476,0.015472261992814727,0.025814916647641087
SLC29A1,-0.010153372436274077,-0.06240262742266542,0.058503066234462754,-0.025866742809595784,0.008116938742227194,-0.03333816311053859,-0.02343308364576905,-0.021266910360413754
ENPP2,-0.001444981437997803,-0.04206742201393614,0.0737008396769248,-0.0074277529028421545,0.021533984061599204,-0.012355641912665501,0.031354613332633646,-0.00654071046761521
PALM,0.015431648330013786,0.040456656043428164,0.023695442850415815,-0.005436863824877947,-0.09736470164392091,-0.009952434676486906,0.039657337929043704,0.004944742711860305
CTSK,0.03704585681537946,-0.07121340264834612,0.04354204284299903,-0.01660219865010118,0.08137752729695137,0.06102213241184817,0.002183994060170915,-0.04231306294274686
MAB21L2,0.005320962325277221,-0.023249574752823833,0.02555260172191052,-0.040914683176296776,-0.01382651571805824,0.00313360962105794,-0.021086276932022786,0.06124229921185238
MMP13,-0.0009869783812186017,-0.05080503143801819,0.041728934393575466,0.00760245809222557,0.025531235204688352,0.05003978324380126,0.01229691443172905,-0.0791393981467566
STC2,-0.007418862416212263,0.0038520525559918254,0.012793172815635967,0.0003256196646215159,0.014780210576156878,-0.015195698097332892,-0.04372224598260084,0.04637086652157511
MXRA5,0.047364814092943595,0.05758641497313488,0.04336744188806416,-0.01866130444638282,0.05787425598174761,-0.006385743154807283,0.011455113129818069,0.02605399999731719
ROR2,-0.0021596176841001138,0.08423800302896037,0.004113282253344398,0.05794408041192097,0.02095746903851529,0.010035945345074408,0.061140567716730376,0.023781238808749636
BAIAP2L2,-0.047313083403853734,-0.01326931578760014,0.034002051694368096,9.942984203579726e-05,-0.0428374384126521,0.014177999928953189,0.03967119870044751,0.008156634936282664
TNFRSF19,-0.017777879830755104,0.024573842251308355,0.044111924467644975,0.0357071585718268,0.039022339920424816,-0.014120560229236443,0.0657148920238839,-0.025188124878118952
RCOR2,-0.07301777140751062,-0.0076135437752688166,0.02662711393885244,0.029234307513947837,-0.0325155954073812,0.07189404715567851,0.06660804092323186,0.045380227428871246
LUM,0.03113690831088504,0.044993259618940164,0.04376690356376636,-0.0705100290994789,0.05945269031723995,0.015445819559522758,0.02628680933349998,0.0748035933609507
SERPINA1,0.05880928070599748,-0.017179390753902138,-0.04382906205596474,0.04392038471347569,0.0017554552309550732,0.004700307185386921,0.03150643311533202,0.04252540874097095
EFEMP1,0.03008914821820549,0.05056272491316943,0.01443747155701197,0.01762410039976086,-0.02797530298544392,0.022817430766517814,0.01779205917250596,0.03244560955096413
OMD,-0.037600283086622874,-0.0013161184935815825,0.06599369743467277,-0.048361859802130425,0.011833603739752892,0.042465944602856166,0.05397111160551211,0.03046411462367072
NCAM1,-0.05199855418783971,-0.029008474503244886,0.05672785376347264,-0.008456987760784417,-0.02354201893535599,0.0006041288782164013,-0.0059720220595414816,0.025256577792127026
SPON1,-0.009134766718049508,0.06432093846864805,0.041309784351449975,-0.008600359573938248,0.003739999024483332,0.006429949431777723,0.06381846453631387,-0.004092630664302226
CXCL12,0.06487245391661405,0.010459785060941251,0.02892718044455203,0.015057550039430729,-0.03665935335832506,-0.018160592028554357,0.018331886284760728,-0.039409047091141264
GPRC5C,-0.04371926777108584,-0.010811570594580298,0.05734497554772736,-0.015217612765312175,-0.027732438383206902,0.06325320584625034,0.07664237955577377,-0.0027094235144429855
MYOM1,0.004912771241550467,-0.010793785662833127,0.03100443007735281,0.010334905791816677,-0.07221602997790427,-0.011813734716843455,-0.03275197715013635,-0.013220756712177867
PRSS23,0.05565758439670788,0.045021462066168,0.030117656802474517,-0.01552126069563061,0.03991728956093685,0.0011546953014168874,-0.016481703539054662,-0.007712946611412676
ABI3BP,0.04903234500063277,0.06800425777805216,0.03210461422111735,0.01872384910950486,-0.04032441948944123,0.018425165843334597,0.0098393352782409,0.016720722210934763
RHPN2,-0.06064778849239987,-0.0022300223578078054,0.026060961844863822,0.03487291012845887,-0.0679083403987594,-0.018764745847747222,0.043505260810464234,0.00529085895299455
BMP4,-0.046251750401061546,-0.05860284622309472,0.0422895635027976,-0.0030665714844906227,-0.015333529639217873,-0.023890079911354674,0.02871511748282736,0.042935424217587025
OAS2,0.05328909055301255,-0.03774922345043225,0.006185319705188128,-0.00218452343088178,0.012618183520916707,-0.04241286919459724,0.02177793982977721,0.045174802008578645
GLDN,0.0039344581384424225,-0.03831486609729464,0.07523553657638563,-0.04878757607378424,0.006542078366604863,-0.04953618850910706,0.009779109615474695,-0.005310501654943979
DKK1,-0.021349100248998908,-0.019891676104971934,0.03003449246098757,0.006458364666399739,-0.06727225352209837,0.04115599882886787,0.001542361101385439,0.045159214662167525
ASPN,0.016496165262235754,0.08839501799486585,0.031445798603905416,0.0022175813875007213,0.03708350928672841,0.03958271913891308,0.05060742846424076,0.017092765024915364
TFAP2A,-0.028840187347268162,0.011863322731928427,0.011812934332886877,0.03867002428158724,-0.017269050128257336,-0.015111475050801793,0.019908858642923116,0.010602193222381992
COL3A1,0.02547192346953486,0.09631751594672122,0.03466782464556373,0.0071730274674650105,0.028798099306882763,0.05340022017022128,0.010072616597290942,-0.016283094994646224
SPP1,0.021687245572361742,-0.07768879798792051,0.02895700091129848,-0.0028564106843892633,0.024584254035097695,0.09438451768981912,0.028074868501659918,-0.0008741005014640587
ESM1,-0.01289629372323057,-0.013396770147352136,0.008904174106170181,0.03913001605629021,-0.016195984229140575,0.02058231785650487,-0.06940663806103671,0.02719833799063033
BIRC3,0.050226838471889836,-0.06606219519311164,-0.005255932785456674,0.010880678774794508,0.04345163955708163,0.021580226985868794,-0.04303642041612385,-0.024865181494415592
TCIRG1,0.03386680075178496,-0.08307241686558228,0.030043022196664916,-0.007527362305541142,0.06500030150585638,0.0668043232067255,0.007845326010847347,-0.056579728816633784
OAS1,0.040040681796156996,-0.042797564805665426,-0.0012217210991376654,-0.003817144159681144,0.01740685639991029,-0.057016935412373244,0.05334710437638085,0.05483546017464028
CD248,0.027553730034888223,0.054078928130048685,0.036785551320767676,0.026144009201026167,0.011095498338515655,0.06490088625471653,0.059311442929607966,-0.021824269772675216
TNC,-0.008411413135741475,0.015498511639984926,0.06318777725971982,-0.0016409706684942325,0.05354017209435492,-0.016398984010063032,0.04012683320775036,0.011519715026644613
COL5A3,0.030308684188490698,0.016366425369908417,0.05377034759244065,-0.0015660596137669893,-0.0123685208581534,0.01963880425065982,-0.019130778167218834,-0.09190915603446326
APOC1,0.057900986708320244,-0.04055310180888791,-0.029489092289091755,0.04906312078096124,-0.004103023783462927,0.01371841188761341,0.06203693266209775,0.052197789519819474
COL6A3,0.026992883875328767,0.07364589824767925,0.05016432545468843,0.0059354772657742964,0.06208446787852725,0.003597604043366523,0.0013244643253016099,-0.014944940422092733
ENPEP,-0.014674422652403324,0.02110628375758805,0.058029414541962324,0.03992589987278321,0.014948383649708956,-0.01491563425714088,0.007942085019939996,-0.04231291920768767
