,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
AIF1,0.05940442545941971,-0.011945837210926152,-0.02156574362581512,0.02212582731383377,-0.023188922759831903,-0.03701807492874052,0.0211427804346335,-0.02526058007166982
PRSS35,-0.007726157792352836,0.015557699174186767,0.03081804772400852,-0.023996600780203534,-0.008417571731299115,0.034988835937393194,0.002068778088771008,-0.06890318540061922
LRRC17,0.003319889601164981,0.036682302094514146,0.020313659107998004,0.00786690799826206,0.021607391209417025,0.027426013964674152,0.029240206843502856,-0.026591863886530023
GAS1,0.025931187925827305,0.03766839677322507,0.019739092854961435,-0.008674067937110534,0.027400662332691398,0.005676116090958059,-0.009918302928893518,0.008827129124770865
COL9A2,-0.02261621889289872,0.023152420643963906,0.01689311313634335,0.020525262211673844,-0.017106774619451943,0.0011825341059181027,0.06285903564085536,-0.0168194569764501
ITGA11,0.005158248415613423,0.01869419104962543,0.027229993537079042,-0.01871393246940534,0.08748632160900612,-0.016100264611020453,0.0207770110960177,-0.0009708179062544366
ALDH1A1,0.01297135314914417,-0.01284082137848619,0.0012826775275604162,0.045979996686808966,-0.009847233138154275,0.0008215085283628833,0.031658827189054356,0.023228808156688745
PRICKLE1,0.007512279023142352,0.04729654851441684,0.018318200820055232,0.03501990766942963,-0.013187789706646802,0.01085723634696132,0.02275252892851487,-0.018474214513540824
AQP1,0.016230428933782383,0.0036834779174239663,0.05320506674791072,-0.034659577423906573,0.002162326850024454,-0.02396622931917769,-0.0066818582303612515,0.010563304822115526
HAS2,0.0001655279511701517,0.048483613892641414,0.001150717156691176,0.031149234594322908,0.018072211240159983,0.01557941543520904,0.016317397514495385,-0.012781357500368047
COL14A1,0.01481788741634412,0.06511436780830156,0.024687609003302906,0.01737655502888331,-0.005264620389800666,0.001670790965739453,0.013917335530609226,0.01496123229086015
