,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
SAMD9L,0.22086951,0.0014889949,0.05340833,0.038566615,0.29209143,-0.002956815,-0.20916916,-0.2500938,-0.16606799,0.0032324344,-0.07024437,0.009196677,0.26908988
HERC5,0.14581898,-0.11868598,0.1106147,0.0725859,-0.01780813,0.038587965,-0.014168878,-0.20556255,-0.17578638,0.00077097915,0.080235474,-0.0051987353,0.2030566
RHBDL2,-0.090011075,-0.1881194,0.25063527,0.004281735,0.018157639,-0.0023563376,0.2358702,0.027613355,-0.008275014,-0.20462717,-0.23321068,-0.045092214,0.008175895
CAV1,0.10622933,0.1963816,-0.102861494,0.04755145,-0.09977285,-0.096379474,-0.30916223,0.08474556,0.18298912,0.1756399,0.0077917613,-0.22337386,-0.0064189658
AHR,0.11050774,0.24173416,0.009286398,0.005043153,0.22888456,-0.09050102,-0.18568178,0.08212603,-0.01563151,-0.0075378525,0.02294404,-0.15638283,-0.00745084
MMP2,-0.011519327,0.37450138,0.008202402,-0.042623468,-0.08799939,0.039374013,-0.021308305,0.012094194,-0.029805133,-0.02402562,-0.21760452,-0.011458427,0.069264606
DTNA,-0.023843855,0.010743156,0.10332252,-0.0016430796,0.0193038,-0.18916243,-0.08730522,0.15449138,-0.07236118,-0.21841833,0.11496586,-0.006293895,-0.021127075
BGLAP,-0.012580815,-0.06419853,0.26839238,-0.07694741,-0.13914952,0.051491503,0.105250284,0.19489387,-0.103080645,-0.031075064,-0.077523105,0.03189308,0.2219594
ECM1,0.07476948,0.19232433,0.06693076,-0.007789378,-0.17786841,0.046281494,-0.06283005,-0.22157939,0.06095944,-0.13675642,0.0032687197,-0.24557877,0.20161912
KCNG1,-0.06927306,0.013390585,0.05942028,0.05718063,0.16851121,-0.00035934657,0.17160217,-0.023784524,-0.083207265,-0.034413293,1.9736273e-05,-0.2339738,-0.2304666
HEY1,-0.024469782,-0.22198908,0.22152582,0.058296844,0.18554501,-0.023155779,0.078497395,0.1699913,0.04643439,0.13919096,-0.060630966,0.01187519,-0.04407645
COL6A2,0.005182113,0.3445727,-0.02453014,-0.07745607,-0.0016756048,0.11942169,-0.060534775,0.022661863,-0.029390326,0.2270344,-0.07250836,-0.29380924,0.13126408
GCNT1,0.057060592,0.076727696,-0.02024355,0.070071325,0.018801713,-0.021902237,-0.056022912,-0.107203,-0.0605988,-0.059237417,0.046395548,0.08423713,-0.058347266
GPR137B,0.14316764,0.0059446516,0.13979276,-0.027199805,0.03890846,0.37224212,0.094677,0.040659584,0.19230118,-0.01996738,0.15667892,0.014481812,-0.023452582
ITGB2,0.3128767,0.0042450693,-0.068984054,-0.00021544544,0.0016329631,0.00771066,0.05773239,-0.043649614,-0.11727264,-0.040377297,-0.08288347,-0.07123777,-0.004420099
DKK3,-0.009158056,0.34548268,-0.057431303,-0.011248765,0.13300061,0.00023554637,-0.074550405,-0.06571907,-0.0055349222,-0.040922046,-0.0995676,-0.10703113,0.04283006
EDIL3,-0.02956129,0.34070048,-0.09844058,0.022442922,0.1206105,0.1330036,0.0038381913,0.09490485,-0.007859336,0.06831418,-0.1714131,0.22260715,-0.0051918267
CLIC3,0.029167635,0.24075054,0.036736008,-0.004563715,0.054484032,0.16176534,0.18112682,-0.15864812,0.07968742,-0.13057579,0.0756649,-0.11140016,0.19492133
CNTNAP1,-0.017772613,0.18007858,0.15074793,0.09917172,-0.001745886,0.012553321,-0.0080091115,-0.16215247,-0.20623612,0.17300336,0.03539031,0.11521015,-0.07934713
OGN,-0.06743956,0.3636347,-0.014052262,0.005958193,0.2496671,0.093076155,0.016010325,-0.010742275,-0.11187685,0.06302187,-0.13482507,0.18771994,0.06499964
EGFR,-0.00031865074,0.35568273,-0.03395437,0.06179937,0.012522467,0.032589544,-0.16696113,-0.09119846,-0.01597076,0.10326434,0.022984255,0.101937205,-0.1323116
IGFBP3,-0.012432828,0.15230766,-0.014597155,0.021505203,0.09768827,-0.088685304,0.00470794,-0.014734652,0.044100225,0.35840333,-0.0401959,-0.31582794,0.0014443645
TBX2,-0.04514367,-0.12646452,0.30443916,-0.0024889398,0.051431276,-0.0054929564,0.113797575,-0.093528636,0.002119574,-0.09987136,-0.10380365,-0.07642854,0.093027204
PIR,0.020159112,-0.14768448,0.05849155,0.0671762,0.03875406,-0.037980463,-0.114218675,0.21385685,0.060080983,-0.08869323,0.029762201,-0.10936052,0.2974782
HK2,-0.045166403,0.108267225,-0.13165554,0.15023136,-0.003978084,0.07717199,-0.009038929,0.12810577,-0.0375402,-0.12657446,0.02213588,-0.29128736,-0.16344188
FGFR1,-0.037525058,-0.0035031484,0.27300262,-0.0013538945,-0.03485781,0.21248758,-0.094165444,-0.021270009,-0.12561318,-0.058455803,-0.10382685,-0.07107552,0.0015254355
LDLR,-0.0538411,0.067356445,0.020704212,0.1607194,-0.007566165,0.036525328,-0.06094666,-0.21043284,0.005255054,-0.0002493956,-0.048293635,-0.2096187,0.022741638
SERTAD4,-0.04447262,0.32707384,0.065276556,-0.003290907,-0.043697517,-0.0018893643,-0.11607991,-0.02875655,-0.15359583,0.021492533,0.024946364,0.013972548,-0.10527662
CCL21,0.06929864,0.094370514,0.048780255,-0.01502724,-0.01234359,-0.15687753,0.008695998,0.03782429,0.18665949,0.08982648,0.07183854,0.050902203,0.17248002
IL18,0.28501257,-0.033284802,-0.0114121875,0.0044784565,0.27802837,-0.0672482,0.0023551527,0.10428629,-0.052979995,-0.062989436,-0.14010139,0.10368722,0.03151818
THY1,0.01832651,0.35219902,-0.058416255,-0.010350825,-0.0046714204,-0.034519233,-0.013796357,-0.1667511,0.07009332,0.11070335,-0.1455489,-0.0950255,-0.018613154
RAC2,0.21383664,-0.064521566,0.054932468,-0.00033634523,-0.077041045,0.2964391,0.20538379,-0.07297131,0.123711236,0.03255048,0.14214423,0.138308,-0.020526895
FRZB,-0.05476723,0.101764224,0.083121814,-0.02408989,0.027082339,-0.20589322,0.005114224,0.10096156,-0.060547777,-0.15546434,-0.017616484,-0.11318522,-0.09691804
NFIX,-0.101810336,0.30168113,0.07224558,0.0044348347,0.029861957,-0.0145993475,-0.18343939,-0.16705325,-0.13375512,-0.03469992,-0.15460789,0.12519097,0.09932542
LTBP4,-0.025065279,0.3239556,0.099946044,-0.08908879,-0.025001513,-0.118238,0.07055588,-0.05145666,-0.1585753,0.010001803,0.1739071,-0.12375687,0.07795698
NPNT,-0.03475865,0.056620717,0.22502857,0.024994459,-0.02696386,-0.047451347,0.033229426,0.107137404,-0.08001386,0.070738524,0.012172573,0.034321453,-0.019974716
PDZRN3,-0.04776112,0.33784977,-0.08142634,0.0065931445,0.3181224,-0.065346934,0.043084517,-0.013541074,0.032472137,-0.10010858,0.0031291523,0.014249856,0.00988113
SLC7A8,0.19045049,0.12450434,-0.059338752,0.048765957,-0.06333433,0.0052607157,-0.12526082,0.20741703,-0.060275696,-0.024929607,-0.18012184,0.12192237,-0.013012197
C3AR1,0.30023056,0.039683588,-0.041849438,-0.000102859645,0.040661987,-0.04471732,-0.08821841,0.08178544,-0.12935358,-0.072729774,-0.26317188,0.051708758,-0.0068665007
LRRC15,0.001646774,0.13839503,0.100722924,-0.0287138,-0.06069937,0.23415978,-0.0064542834,0.106911786,0.034715213,-0.028314576,-0.23002476,-0.18156636,0.107571
ITGA10,-0.054342676,-0.099440515,0.24143736,0.012716603,0.06824536,0.087894194,0.03868563,-0.067365475,0.009680407,-0.050544962,-0.10354382,-0.14913534,-0.20597349
ADAMTSL2,-0.013749221,0.026423847,0.28081912,-0.06954716,0.039309476,0.0003705289,0.12582901,-0.1910998,0.05832177,-0.071946144,-0.032136004,-0.19557504,-0.037254367
GAS6,0.08849791,0.18282874,0.12592219,-0.14538004,-0.107774414,-0.023258915,-0.11980914,-0.2011958,-0.11111682,0.076454684,-0.04336153,0.022755167,0.09066671
HSPB6,-0.062734336,0.24224268,-0.024743684,0.03980405,-0.08054468,-0.08742199,-0.017372204,-0.018715257,0.006795252,0.0017864369,0.003214737,-0.029208854,0.057204954
PODN,0.01629962,0.44701982,-0.07148532,-0.0046102544,-0.08692328,-0.048543543,0.02014432,0.02884109,0.010703138,0.014854686,-0.037035022,-0.007789867,0.10110924
COL13A1,-0.07911258,-0.14493236,0.31182656,-0.00011437553,0.009168509,-0.009310817,0.17374393,-0.059669092,0.005192722,-0.06041668,-0.17028515,-0.0230848,-0.013460584
BASP1,0.0042100656,0.2661314,-0.10697004,0.08173548,0.11213867,0.058229506,0.12207611,0.03721088,-0.07634122,0.079506285,-0.11383887,0.17027824,-0.004846193
SERPINI1,0.00034787724,-0.066777386,0.10287954,0.08266004,-0.028333101,-0.0135050295,0.046719626,0.072094224,-0.11430101,0.08624191,0.09313836,0.013200167,-0.040622283
SEMA4B,0.058256608,-0.20503965,0.20273523,0.07930214,-0.024529569,0.13472873,0.08590174,-0.015877552,0.03964216,-0.052926943,-0.021149024,-0.016277693,-0.047033958
RSAD2,0.15040728,-0.095993795,0.04957909,0.05648277,0.18007028,-0.006034664,0.016579278,-0.12004528,-0.23316282,-0.007561919,-0.13383462,-0.16716222,0.22836234
INHBB,0.044050034,0.1500874,-0.04456081,-0.080973744,0.21329297,-0.03187505,-0.008845702,0.1324517,0.045258738,0.08761825,0.04705997,-0.41496,-0.14974296
SLC20A2,0.010221788,-0.029685521,0.2319056,0.006779082,-0.08620787,-0.01714171,0.06890159,-0.0067294207,0.015620666,0.0032885566,0.04285317,0.060308177,0.2580002
PAPPA,0.07573893,0.04912009,0.1310835,-0.062093392,0.1581502,0.09754704,-0.22515692,0.04806376,0.09467157,-0.034908596,-0.023163436,-0.19770554,0.007376102
FEZ1,-0.046208583,0.13252896,0.07613965,0.0009552471,-0.10197695,-0.14500463,0.124710865,0.15939662,-0.016465817,-0.052954867,0.09221241,0.006899135,-0.18315125
PLEK,0.30582428,-0.05722786,-0.046738338,0.026509838,-0.057979975,0.103950016,0.052908607,4.0771112e-05,0.011126531,-0.02166595,-0.0027288771,-0.010811946,-0.026290964
CLDN5,0.1105736,0.06230492,0.060315855,-0.07476608,-0.035051256,-0.23420717,0.20702606,-0.0096485065,0.18914041,0.30952787,0.057484236,0.015639119,0.17936842
THBS3,-0.03802735,0.38283092,-0.050705433,-0.005795689,0.197315,-0.061918456,0.08732679,-0.108509295,0.0025571361,-0.08929902,-0.013701089,-0.08457962,-0.058769
LXN,0.029310996,-0.1575628,0.17014684,-0.045783352,0.08017453,0.04239109,0.002255963,0.007992507,0.045251496,0.110606134,-0.04405951,-0.20960063,0.08734367
NDRG2,-0.0027810084,0.074641995,0.17315735,-0.077459924,-0.2344361,-0.19419819,-6.2544124e-05,0.2471422,-0.10440825,-0.17820087,0.19372573,0.02865102,0.091888554
SNCAIP,-0.027802762,-0.092288606,0.20005314,0.09172798,0.058150154,-0.022806289,0.06561027,-0.041541565,-0.032227952,-0.06933422,-0.1198471,0.08075519,0.1486075
DPP4,0.096893154,0.00018834024,0.13595892,-0.00043022152,0.21590585,0.37654993,0.13967618,0.12558787,0.17502357,0.021574814,0.16222146,0.14230093,-0.0064634006
GALNT3,-0.037340876,-0.14721508,0.26596475,-0.003932225,0.20233272,0.0126273185,0.025278123,-0.06686699,-0.04015403,-0.16833025,-0.07670607,-0.045468763,-0.0012930636
OAS3,0.15894146,-0.06426166,0.0470585,0.09454153,0.18481667,-0.010330568,-0.10362964,-0.3192025,-0.14044115,-0.035202935,-0.0794577,-0.07117415,0.27292237
PTK7,-0.010704172,0.19755064,-0.0003042721,0.10842264,0.015974417,0.103912465,0.06876312,-0.141308,-0.15609615,0.23552212,-0.07374379,-0.010334428,-0.23549315
IGFBP4,0.13168022,0.26439884,0.08479749,-0.028180493,-0.052000336,-0.036322434,0.041861907,-0.034783266,-0.008116267,0.14156319,-0.054201465,0.031906225,0.02043629
FZD7,0.008058043,-0.030133037,0.21881875,-8.064615e-05,0.19738214,0.11568735,-0.15527542,0.24787334,-0.095771186,0.032186914,0.059130322,-0.24742626,-0.022574594
ADAM22,-0.07741966,0.013214504,0.1368974,0.12459643,0.017803935,-0.1471299,0.07783004,0.16198203,-0.0071554943,-0.1806802,-0.024323067,-0.017534463,-0.09979293
KLK4,0.0147376945,-0.14499548,0.17402957,-0.0030531408,-0.01953457,0.06443957,0.1133974,0.031491112,0.16241345,-0.008030324,-0.15069175,-0.0006614121,0.22370142
LOX,-0.015589291,0.1385038,-0.023144148,0.052491385,0.078925446,-0.0007764211,0.0009572153,-0.08037807,0.23729448,-0.38763073,-0.18360525,-0.1770046,-0.0115154125
STC1,0.0031765504,0.0129797645,-0.019779596,0.059826534,0.07180804,-0.0540068,0.012622756,-0.01127713,0.14521979,0.26538897,0.023889769,-0.35471055,-0.20782499
KIAA0040,0.14751263,-0.03411573,0.17266421,-0.051610317,-0.14609034,0.29200172,0.12709296,0.021799251,0.2216064,-0.06316815,0.17790385,0.05792731,-0.0006060073
MMP11,0.057701856,0.06510154,0.04596188,-0.010723769,-0.022173788,0.12616654,-0.06446084,-0.105213106,-0.1149514,0.16815178,-0.06310609,-0.027637057,-0.034660194
PDGFRL,-0.022896945,0.25607613,0.09177562,-0.056808613,-0.14031942,0.067444205,-0.01693574,-0.23385504,-0.036931206,-0.06606999,-0.14501868,0.028604502,0.26050827
IBSP,-0.013872366,-0.10521319,0.1855305,-0.0034859106,0.072849266,0.040399797,0.36751118,0.15740725,0.17365864,-0.11776543,-0.14927895,-0.01272171,-0.14149107
GPC2,-0.0040913387,0.05541804,0.06941981,0.1343818,0.04144088,0.006679747,0.15792081,0.16531022,-0.10171782,0.052707396,0.039976384,0.023414942,-0.20447266
IRX2,-0.060017087,0.04070109,0.066464186,0.01599158,-0.0013587755,-0.02537956,0.16007274,-0.10780713,-0.21660972,0.01677842,0.013987871,0.004225867,-0.11883588
IFI35,0.17547415,-0.088373736,0.05149002,0.0021169628,-0.081710726,0.0073736846,0.018703528,-0.2569852,-0.237452,0.06600528,-0.03532442,-0.018975882,0.41358832
IL1R2,0.14892156,-0.039672334,-0.031791355,0.02098725,-0.0015541668,0.16471569,0.017017486,0.12350983,0.046128135,0.10262908,0.06548449,-0.07938627,0.16858332
EBF3,0.015219109,0.003690484,0.23636538,0.0047100163,-0.022579659,-0.17072695,0.033307068,-0.054429535,0.05072819,0.037778307,0.068659216,0.22984871,0.16452578
PTGES,-0.045555044,0.15043601,-0.08042114,0.054372553,0.03295953,-0.00050764857,0.18103671,0.03265275,-0.073932394,-0.048189986,-0.07141982,-0.13410053,0.04513339
CTSH,0.20979182,-0.04543691,0.03317719,-0.039402146,-0.074750036,0.019879386,-0.047144514,-0.07287829,-0.2450901,-0.045568254,-0.1006485,-0.12397159,0.05603542
LRRN3,-0.05993067,0.20947139,0.08810876,0.06567211,0.07282549,0.010847622,0.1700767,0.20837557,-0.057479307,0.004298412,-0.019262275,0.19024846,-0.06986165
CADPS2,0.07460705,0.124309584,0.14404261,0.0042576566,0.024504451,-0.0883652,-0.09282175,-0.07178727,0.1475468,-0.11384024,0.017570058,0.012594181,0.048179906
ADAMTS4,0.026129903,0.27440417,-0.08009539,0.118775405,0.00635639,0.008393273,-0.0002849121,0.066653214,0.17868273,0.23884504,-0.12276004,-0.19974698,0.08327667
WNT5A,-0.021752,0.072661676,0.04763731,0.06091893,0.053081535,0.14616454,-0.10631964,0.10238036,-0.06290408,0.013209905,0.013465524,-0.17262855,-0.23210551
IRF8,0.29835087,0.011644528,-0.004676469,-0.000285729,-0.045994714,-0.18241787,-0.008459518,0.06677819,-0.13883443,-0.088486865,-0.07164699,-0.006190537,-0.05672726
GIMAP4,0.2763661,-0.057696372,-0.04764172,0.0011889518,-0.10782423,-0.1717588,0.030193208,-0.05210679,-0.14455284,-0.00674795,-0.15543003,0.00827751,-0.0090115415
TM4SF1,0.1428898,0.17703731,-0.026979353,-0.061102275,-0.104650155,-0.1304139,-0.084141985,0.0067379037,0.15116318,0.16015682,0.0443077,-0.17980745,0.012330504
HSPB8,-0.06445904,0.0617479,0.06452878,0.0025526215,0.011572794,-0.036563896,-0.07629034,0.06188422,-0.0076494254,-0.11705272,0.06982316,-0.25759572,0.28641114
DLX1,-0.09359421,-0.12655787,0.094913825,0.15926223,0.039949447,-0.06201463,0.06816118,0.018996965,-0.089005634,-0.06529553,0.008102576,-0.013432536,-0.044134725
ATP6V1B2,0.14901334,-0.041491266,0.10536745,0.05310963,-0.09390751,0.37042582,0.15968007,0.09703805,0.21554849,-0.00021238606,0.15802547,0.068405345,-0.0034295032
LAYN,0.021704728,0.12823679,0.04717529,0.026980951,-0.13324802,0.00084092485,-0.1629005,-0.018246371,0.015478582,0.16302997,-0.12009579,0.009044093,0.02053139
ACTA2,0.08762265,0.21447627,0.008699085,-0.00066308933,0.016105356,-0.011095047,-0.14461143,-0.07618063,-0.0029085306,0.17592052,0.015756518,0.0049828454,0.17432061
SPI1,0.2661501,-0.06610349,0.037701044,-0.004099575,0.053435143,0.24681844,0.18914093,-0.080396734,0.09138849,0.066345826,0.059996683,0.06384425,1.9924699e-05
CDC20,-0.070666365,-0.011911648,-0.06193475,0.35517758,-0.038276,0.01281618,0.13467887,-0.07474043,-0.09450276,0.03125778,-0.00893694,-0.017864643,0.11639385
RARB,0.0028798638,-0.21090399,0.25742292,0.045087133,0.006014341,-0.0016344056,0.028728586,0.16188994,-0.027161535,-0.10048801,-0.018635686,-0.0063646496,-0.10958181
SULF2,0.06450862,0.13313487,0.00833135,0.0048739286,0.29899326,0.0013519953,-0.14002259,-0.025145628,-0.088437006,0.18323152,0.015434676,-0.09140921,-0.118795164
APOE,0.2208844,0.04654042,-0.009585357,-0.050878506,-0.044283412,0.002893725,0.17925046,-0.056856543,-0.10507211,0.0379519,-0.04745094,-0.013345745,0.049832553
PITX2,-0.07634567,0.08035724,0.07452958,0.005519305,0.019037018,-0.009146257,0.009774652,0.12598892,-0.30057225,0.04269236,0.12111777,-0.0154943885,-0.022904877
SLC29A4,-0.06980584,-0.036405064,0.22050028,-0.0012336136,-0.0025940149,0.09822327,0.17794453,0.00034333576,-0.19399217,0.068517946,-0.029519279,0.064026654,-0.058212336
MYLK,0.016149396,0.06429251,0.19864775,1.0438952e-05,0.06929294,-0.050381817,-0.245805,-0.06827985,-0.044433534,-0.0049564703,-0.15248379,0.123560265,0.11174119
S100A16,0.10139605,0.24886224,-0.012360073,-0.0012827276,-0.13781351,-0.17003176,0.048633497,-0.012013264,0.21066503,0.12368461,0.022039885,0.023228817,0.24443646
SPOCK2,0.16284604,-0.011111561,0.17420658,-0.065082796,-0.0792642,-0.105032414,0.049005985,-0.115313075,-0.11801401,0.04037953,0.13399424,0.09844076,-0.18901254
GPC1,-0.12731953,0.10903057,0.09935269,-0.0039464636,0.01648395,0.053387575,0.2079793,-0.0821325,-0.15852597,0.054751266,-0.1962031,-0.11425784,0.029610338
LRRC25,0.28789586,-0.008291183,-0.03385129,0.0050732153,-0.08399795,0.16090351,0.17701758,0.036004044,0.01292472,0.08494225,-0.03740285,0.096773215,-0.008959968
LGR4,-0.11520514,-0.004301369,0.15160853,0.10723126,0.14568365,-0.11621344,0.0038408472,0.014404544,0.06946215,-0.08999768,-0.069145456,0.063276,-0.12498301
CDC42EP5,-0.032602247,0.2245238,0.023542073,-0.11397663,0.01655567,-0.026756292,0.28537613,-0.01932483,-0.093080804,0.111724645,-0.039622236,-0.15539427,0.32385027
MATN3,0.006447305,0.17127544,0.084243394,0.011325111,-0.11570835,0.026023015,0.06169802,0.1089886,-0.17280109,0.13051096,-0.13615419,-0.093015924,-0.03915713
ISG20,0.19888856,-0.0022891331,-0.10765376,0.053384352,0.0034893975,-0.012227185,0.04822404,-0.20085438,-0.24823356,0.078377664,-0.019079467,-0.2307047,0.21435049
MS4A7,0.27824965,0.043851122,-0.06860631,-0.004213189,0.13285439,-0.09471231,-0.0042845444,0.16803859,-0.098806344,-0.07655682,-0.26709598,0.016125772,-0.005874308
FBN1,0.085818276,0.32272965,0.030437272,-0.0038274373,-0.0059603755,0.0321572,-0.24101625,-0.12834893,0.051340874,-0.014205426,-0.008567691,-0.16374195,0.08711598
SPARCL1,0.08154671,0.15478511,0.11043571,-0.017761871,-0.08680921,-0.26543617,-0.121302135,0.09168352,0.15301937,0.20157455,0.102280304,-0.0016670619,0.028965244
GABBR1,-0.07018457,0.14256902,0.16244416,-0.056895893,0.020926364,-0.057849873,0.0474382,0.011121784,-0.13031386,-0.058802977,0.05228141,-0.042401988,-0.09633627
NRXN2,-0.014883109,0.14547394,0.15889326,-0.06772965,-0.04230379,-0.029127361,-0.012360484,-0.11228867,-0.16446996,0.10564713,0.084907524,-0.013142389,-0.106558576
NINJ2,-0.004702648,0.017865377,0.17153277,-0.07621315,-0.16577569,0.11187019,0.06860289,-0.07959924,-0.04725003,-0.0192357,-0.122279495,-0.16515115,0.06370256
PROS1,0.06393426,0.15337588,0.1552872,-0.010779537,-0.036204804,-0.010921486,0.04084783,-0.02382904,0.062060475,0.0020109562,0.04794963,0.061522555,-0.066623025
TNFSF13B,0.26921287,0.0220509,-0.10233911,-0.006592524,0.008106566,-0.13666469,-0.011566718,0.020425636,-0.14381213,-0.115366444,-0.13306493,-0.090252936,0.013329629
PPFIA2,-0.01649891,-0.18412082,0.29993203,-0.038840737,-0.0005227329,0.05373253,-0.035782978,0.107832156,-0.091874175,-0.008272733,-0.08925431,0.00566867,0.022664694
F5,0.1419385,0.041106515,0.07162195,-0.09016784,-0.13458098,0.13997526,-0.0045452295,0.16907726,0.21350577,-0.14965789,-0.015247671,-0.23144113,0.03809921
TNFAIP8L3,-0.09975645,0.14909732,0.0954728,0.051631574,-0.09858618,-0.00070931163,0.00087664486,0.03625162,-0.13867144,0.032200497,-0.13285184,0.011470759,0.0019271367
TSC22D3,0.035435535,0.027028538,0.120072074,-0.120812275,-0.05851233,0.013782424,-0.11800655,0.09095249,-0.19379233,0.09528491,0.014283918,-0.067263305,0.02660954
RGS1,0.2057115,0.0036771705,-0.10609227,0.00042215796,0.07695444,-0.01665715,0.048509065,0.10200224,-0.05895886,-0.043502185,-0.0759068,-0.28750417,-0.046089493
BMP7,-0.056264106,0.027545499,0.08238968,0.06575314,0.12382025,-0.03347598,0.27204487,0.029945174,-0.089666046,-0.098430365,0.06997676,-0.06293215,-0.22403358
GUCY1A2,0.049340907,0.21803649,0.030323468,0.08566494,0.027180012,-0.17695782,0.0035707788,0.043070674,0.21367374,-0.014880965,0.016337605,0.008172344,0.036944155
FN1,0.070757054,0.19045553,0.109170265,-0.061036482,-0.056107808,0.1622072,-0.22140573,-0.08319441,0.119631626,-0.045182794,-0.110549204,-0.2731808,-0.00371665
CAV2,0.10385302,0.22979337,-0.106066175,-0.00015412216,0.0005801258,-0.0929695,-0.20831545,0.22128326,0.106208645,0.17117706,0.039803535,-0.23207778,0.027372831
STEAP3,-0.004842294,-0.1418607,0.19739611,-0.011304895,-0.18471977,0.04284154,0.13238473,0.020866888,0.05537658,-0.14920841,-0.0743097,0.0008236809,-0.1481804
LCP2,0.27748233,-0.10093065,0.05371513,0.00050227786,-0.06301811,0.016628852,0.011710967,-0.003545693,-0.10415469,0.10346345,-0.083105385,0.0048083235,-0.16134286
IL1RN,0.24190356,-0.060775712,-0.033772446,0.0058067185,0.021440512,0.0009393226,-0.027177965,0.17503507,-0.12514403,-0.005929865,0.013219501,-0.23683116,0.012060986
COL15A1,0.12536152,0.1617024,0.03486803,0.02619075,0.013666692,-0.0076193237,-0.15791966,-0.20493096,0.23231785,0.18483482,-0.07088537,-0.33104974,-0.08501365
