,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,group
TARGET_OS::TARGET-40-0A4HXS,0.3259984,0.5581622,-0.76936084,0.8159207,-1.7631916,0.7724597,0.9000235,2.0422943,TARGET_OS
TARGET_OS::TARGET-40-0A4HY5,-0.5745274,1.8551282,1.839484,-1.5794532,-0.3160973,0.4435458,0.6023953,1.1413157,TARGET_OS
TARGET_OS::TARGET-40-0A4I0Q,-0.66904867,3.32431,-0.27972248,0.52705246,-0.7503012,0.3002692,1.1306424,0.87183785,TARGET_OS
TARGET_OS::TARGET-40-0A4I0S,5.972783,1.7224351,-3.7695549,-0.7324648,4.1157494,-0.9627382,-0.40743095,0.24380545,TARGET_OS
TARGET_OS::TARGET-40-0A4I0W,-1.1189066,2.9061766,-2.2961817,-1.6588516,0.12541227,-0.1557011,-1.7126422,-0.46293825,TARGET_OS
TARGET_OS::TARGET-40-0A4I3S,0.79832566,2.3135104,1.0151556,-0.080867685,-1.0995418,-0.14647964,-1.285002,-0.3795821,TARGET_OS
TARGET_OS::TARGET-40-0A4I42,-0.44248056,-2.8869274,-0.09654729,1.0058612,0.36346215,-1.0362958,1.8285917,-1.130526,TARGET_OS
TARGET_OS::TARGET-40-0A4I48,3.8038619,0.4193601,-0.8058539,1.6566622,-0.08362303,-0.52299285,-0.41895708,0.1439562,TARGET_OS
TARGET_OS::TARGET-40-0A4I4E,-3.4714825,2.884557,0.23445158,1.5941017,-0.6608985,0.09969876,-0.7734118,0.8647107,TARGET_OS
TARGET_OS::TARGET-40-0A4I4M,2.9717312,-1.0305488,-1.6204717,0.19912243,-0.29511526,-0.8956834,-1.3163439,-0.52365166,TARGET_OS
TARGET_OS::TARGET-40-0A4I4O,1.0328791,1.4708556,2.5311766,0.5978917,-0.16765618,1.3486844,0.078175195,0.90362024,TARGET_OS
TARGET_OS::TARGET-40-0A4I5B,3.9545174,-0.19014479,2.6974068,1.4806054,-0.1577654,-1.4948639,0.5748002,-0.3379916,TARGET_OS
TARGET_OS::TARGET-40-0A4I65,-0.92506963,0.0900542,0.51665115,0.4157834,1.1889048,0.20368983,1.0077877,-0.35079697,TARGET_OS
TARGET_OS::TARGET-40-0A4I6O,-1.80043,4.038916,0.35450852,-1.0696541,-0.34048474,0.059794713,0.08495478,1.3238113,TARGET_OS
TARGET_OS::TARGET-40-0A4I8U,1.0197552,-0.5410604,-1.8089879,1.2459693,0.81171954,1.133702,-0.7314602,-0.65741515,TARGET_OS
TARGET_OS::TARGET-40-0A4I9K,1.2768588,0.19281536,-0.8618038,0.5785278,2.7287433,-1.1755853,0.58524835,2.3089166,TARGET_OS
TARGET_OS::TARGET-40-PAKFVX,-1.9779693,-4.4987736,-2.3725204,-1.90035,3.0547247,0.53110784,0.20108852,-0.96646756,TARGET_OS
TARGET_OS::TARGET-40-PAKUZU,-1.5767715,-0.8714537,-1.2776504,0.652776,-0.744278,-1.2921357,0.36346978,-0.67812175,TARGET_OS
TARGET_OS::TARGET-40-PAKXLD,-4.4613214,1.7469213,0.64896977,0.382376,-1.4983634,0.71631926,0.190929,0.5002257,TARGET_OS
TARGET_OS::TARGET-40-PAKZZK,0.64875484,-0.061534368,-1.5375017,1.1182784,-1.8115326,-0.5198486,0.35327482,-0.062937155,TARGET_OS
TARGET_OS::TARGET-40-PALECC,0.18032101,-1.7818336,-1.4406322,-1.4111015,2.6768944,0.24048606,0.21788628,-0.21545185,TARGET_OS
TARGET_OS::TARGET-40-PALFYN,2.7153387,2.272252,-1.2515126,-0.948975,-0.03300944,0.116535485,-1.36678,0.2863366,TARGET_OS
TARGET_OS::TARGET-40-PALHRL,-1.3173053,-2.2384024,-2.1056535,-1.6149285,-0.24018118,3.2653217,-1.5271025,-0.844013,TARGET_OS
TARGET_OS::TARGET-40-PALKDP,-3.3907673,-1.5270659,2.5107024,-0.5042922,-1.7639924,-1.1175369,1.6262186,0.14473188,TARGET_OS
TARGET_OS::TARGET-40-PALKGN,2.261219,0.83539015,-2.546469,0.10812496,-0.55458266,2.2699685,-3.0208828,-0.49952796,TARGET_OS
TARGET_OS::TARGET-40-PALWWX,1.0710194,3.2246592,1.6721408,-2.33424,-0.03988201,1.1151861,-0.8942619,0.835923,TARGET_OS
TARGET_OS::TARGET-40-PALZGU,1.5842152,-1.7533091,2.1261349,0.766692,-1.0213141,-0.5758367,0.46127155,0.37414914,TARGET_OS
TARGET_OS::TARGET-40-PAMEKS,-1.5890702,4.7938805,2.7321877,-1.6066602,0.88391125,-1.7911792,-0.6112572,0.7967867,TARGET_OS
TARGET_OS::TARGET-40-PAMHLF,0.07223835,2.4428773,0.8554964,1.4533089,-1.2284135,0.24505815,1.1429693,1.4385157,TARGET_OS
TARGET_OS::TARGET-40-PAMHYN,0.5731073,-0.37134704,-1.4876006,0.18740143,-1.2760248,0.84138316,-0.27617773,-0.34689388,TARGET_OS
TARGET_OS::TARGET-40-PAMJXS,0.6244097,-0.656939,2.3475783,0.3498312,3.315216,-0.8537735,1.0965825,0.28564185,TARGET_OS
TARGET_OS::TARGET-40-PAMLKS,-4.2492986,-3.75948,-1.9807769,-2.2086945,-3.1689208,3.0066535,-1.3417376,-2.2901971,TARGET_OS
TARGET_OS::TARGET-40-PAMRHD,1.2185789,-2.151835,-0.04371484,1.4334974,1.0246303,-1.443493,0.36832988,-1.3137523,TARGET_OS
TARGET_OS::TARGET-40-PAMTCM,-5.21744,1.8636037,2.255485,-0.86492306,-0.7984235,1.7022665,0.20236726,1.1271117,TARGET_OS
TARGET_OS::TARGET-40-PAMYYJ,-0.5072463,-1.1150111,-0.27615762,0.875625,0.6016296,0.6994704,1.1165,-0.1093391,TARGET_OS
TARGET_OS::TARGET-40-PANGPE,0.64257044,1.2917871,1.1279969,0.86937875,2.0124903,-0.14343949,0.8958673,0.65310526,TARGET_OS
TARGET_OS::TARGET-40-PANGRW,-0.41564628,0.46387497,-3.2816024,-0.31237084,2.5373566,1.2103313,-0.5572574,-0.9042937,TARGET_OS
TARGET_OS::TARGET-40-PANMIG,-1.4899801,3.300107,-1.8294303,0.1026671,0.5093323,1.5214804,0.38875967,0.78019303,TARGET_OS
TARGET_OS::TARGET-40-PANPUM,-1.8308948,1.8894293,1.005323,2.4066706,0.44170684,0.014917604,-0.2513047,0.89100647,TARGET_OS
TARGET_OS::TARGET-40-PANSEN,0.29861727,3.0635598,1.7271254,0.6074163,-0.9691828,0.33977434,0.06562669,0.42492855,TARGET_OS
TARGET_OS::TARGET-40-PANVJJ,0.7059852,3.9327173,0.12648955,-0.026030565,-0.35794058,-0.07187622,0.19070671,1.1076653,TARGET_OS
TARGET_OS::TARGET-40-PANXSC,3.0151484,-0.51671714,-1.3757962,-0.028966032,-0.49001276,0.82094043,-1.7506196,-1.0720978,TARGET_OS
TARGET_OS::TARGET-40-PANZHX,3.2154667,0.13795203,-0.59300226,-0.62406105,2.585853,0.10612747,-0.0079839155,0.26866925,TARGET_OS
TARGET_OS::TARGET-40-PANZZJ,0.49980897,0.90971285,-1.8386031,-0.6783577,-0.934164,2.3610284,0.23262675,-0.26692367,TARGET_OS
TARGET_OS::TARGET-40-PAPFLB,2.4050057,-0.8801902,3.9343064,-0.038231194,-0.6980884,1.5186267,0.746836,-0.34921488,TARGET_OS
TARGET_OS::TARGET-40-PAPIJR,3.690066,-0.6332886,-1.5903893,-0.63353163,2.2498167,-0.553735,-0.94191545,-0.81297547,TARGET_OS
TARGET_OS::TARGET-40-PAPKWD,-3.402397,-4.57412,0.6817663,-1.4097426,-0.6416037,-0.009072229,0.3727754,-0.64452815,TARGET_OS
TARGET_OS::TARGET-40-PAPNVD,-0.66631794,-2.0829515,1.5048914,0.7806427,-0.8886695,-2.0209663,-1.1133965,-1.2255735,TARGET_OS
TARGET_OS::TARGET-40-PAPWWC,-0.11910414,-3.189286,-0.7888373,0.65828896,0.48197424,-0.89155406,0.28463155,-0.28233656,TARGET_OS
TARGET_OS::TARGET-40-PAPXGT,2.485217,-3.0126574,-1.8875653,-0.6200715,-3.0183973,-0.40803063,0.004234969,0.36513594,TARGET_OS
TARGET_OS::TARGET-40-PARBGW,-1.1780787,-3.8568408,-4.040442,-0.9711714,-0.7761049,-0.8143342,0.6180925,-1.9093956,TARGET_OS
TARGET_OS::TARGET-40-PARDAX,-0.67528343,-3.689226,2.054551,1.0151424,-0.8694561,-1.2955055,1.5821255,-0.60971785,TARGET_OS
TARGET_OS::TARGET-40-PARFTG,1.5878805,-2.2332597,-0.01237167,1.2852997,-1.9463788,-1.1981158,1.4586911,0.07229563,TARGET_OS
TARGET_OS::TARGET-40-PARGTM,-0.80256766,-1.7197775,1.3469224,-1.4158015,3.842743,-0.91469544,0.94980687,1.2189981,TARGET_OS
TARGET_OS::TARGET-40-PARJXU,-3.271083,4.1007133,0.84089404,-0.40740228,-0.08866731,-1.1356336,0.46163434,1.7061299,TARGET_OS
TARGET_OS::TARGET-40-PARKAF,-0.7817845,-1.6055228,-0.1375586,0.76070005,2.6516626,-1.1938201,1.3898056,-0.14113772,TARGET_OS
TARGET_OS::TARGET-40-PASEBY,2.0379653,-1.7735066,0.7642907,-0.010332699,0.032068,-0.8668121,0.20084873,0.47604933,TARGET_OS
TARGET_OS::TARGET-40-PASEFS,-3.9693925,1.1675904,3.0361114,0.5164787,-2.0711153,-1.4302901,-3.6140635,-1.6063129,TARGET_OS
TARGET_OS::TARGET-40-PASFCV,5.556523,3.535612,-0.36368772,-1.1702148,0.3909079,0.032197885,-0.7667029,1.0042552,TARGET_OS
TARGET_OS::TARGET-40-PASKZZ,-0.07994925,3.466342,-0.059807397,1.0878978,1.4018563,0.059856396,0.627323,0.3582024,TARGET_OS
TARGET_OS::TARGET-40-PASNZV,3.5788398,-3.2430832,1.6890312,1.0248027,-0.36511055,-0.8463337,1.9157397,-0.41455042,TARGET_OS
TARGET_OS::TARGET-40-PASRNE,2.8174992,-1.3714029,0.49887452,0.45164725,0.6405473,-1.5296392,1.3742822,-0.4598476,TARGET_OS
TARGET_OS::TARGET-40-PASSLM,-1.767015,0.49746272,3.3405232,0.32012936,1.1927574,-0.12899634,0.814708,-0.48395932,TARGET_OS
TARGET_OS::TARGET-40-PASUUH,2.2303593,-3.3249738,-1.6302322,-1.2859164,-3.1300807,3.2223706,-0.7331226,-1.1213945,TARGET_OS
TARGET_OS::TARGET-40-PASYUK,6.622899,1.4192371,-0.7945324,-0.27192536,-0.7287541,-1.0671849,-1.084262,0.07274173,TARGET_OS
TARGET_OS::TARGET-40-PATAWV,-1.1104884,2.7660382,3.2229767,-2.732858,-0.92537796,-0.5451333,-1.1864384,0.9078394,TARGET_OS
TARGET_OS::TARGET-40-PATEEM,0.047545705,0.10717503,0.35663855,1.6947718,-0.21969801,-1.5967368,-0.30662915,0.3727239,TARGET_OS
TARGET_OS::TARGET-40-PATJVI,1.864659,0.9370327,1.1020864,-3.345493,-1.8974355,-1.5760132,-2.0230227,0.06913006,TARGET_OS
TARGET_OS::TARGET-40-PATKSS,-4.498322,0.70832354,1.7494457,1.1161212,-0.76872754,1.5045723,0.7167331,0.7768477,TARGET_OS
TARGET_OS::TARGET-40-PATMIF,4.6194954,0.20831306,0.67424315,-1.1576287,-0.090821005,-0.27753103,-0.48806173,-0.1980619,TARGET_OS
TARGET_OS::TARGET-40-PATMPU,0.263882,-3.3279717,1.9349223,0.8565069,0.18236879,-1.1643002,1.9923937,-0.8199719,TARGET_OS
TARGET_OS::TARGET-40-PATMXR,-0.21478646,-3.357072,2.2062566,1.3944108,-1.1958507,-1.0822424,2.12708,-0.8726073,TARGET_OS
TARGET_OS::TARGET-40-PATPBS,1.2759991,0.19250272,1.8483804,-0.208333,3.69518,-1.165251,1.4823219,0.49323082,TARGET_OS
TARGET_OS::TARGET-40-PATUXZ,-1.5829121,-2.7793355,0.20684892,1.1434475,-1.6359801,-1.5653466,0.87023044,-1.0790132,TARGET_OS
TARGET_OS::TARGET-40-PAUBIT,1.1988372,3.9959931,-0.44192114,0.4758272,-0.45024753,0.8282355,-0.5534735,1.3674648,TARGET_OS
TARGET_OS::TARGET-40-PAUTWB,4.210872,-0.5318296,-0.8904084,1.5273931,0.2559567,-0.7646098,-0.5633445,-0.46632743,TARGET_OS
TARGET_OS::TARGET-40-PAUTYB,0.014575751,-4.18605,-3.1937609,-0.19568823,-1.7835186,0.96156996,0.5304009,-1.457946,TARGET_OS
TARGET_OS::TARGET-40-PAUUML,-4.4194956,1.6647561,2.565361,0.55337834,-1.3458189,0.7281257,0.7699419,0.37460378,TARGET_OS
TARGET_OS::TARGET-40-PAUVUL,-2.7994123,-4.0821843,-0.6007933,-1.2268593,-0.5566776,-0.22154664,0.4630681,-0.7682461,TARGET_OS
TARGET_OS::TARGET-40-PAUXPZ,-4.515475,-1.6892662,-3.7835386,-0.091821454,0.82371616,0.86782557,-0.36209857,-0.11205593,TARGET_OS
TARGET_OS::TARGET-40-PAUYTT,-6.2440863,-0.27632955,-1.985241,-0.75205445,-1.651289,0.7504648,-0.70761126,-0.0822038,TARGET_OS
TARGET_OS::TARGET-40-PAVALD,-6.9893303,0.7175995,2.0153708,-0.20328015,-1.0958055,1.787164,0.72079,1.5661654,TARGET_OS
TARGET_OS::TARGET-40-PAVCLP,1.9356322,0.81096977,-0.5661871,-0.071179345,1.2835903,0.31721085,0.13337667,0.47632214,TARGET_OS
TARGET_OS::TARGET-40-PAVDTY,-1.2111773,-1.3164316,-3.5007682,-0.82564247,0.046991386,0.86982214,-0.47204304,-0.85278714,TARGET_OS
TARGET_OS::TARGET-40-PAVECB,-1.6804751,4.6835165,-2.6656003,0.07828239,0.9549523,0.22553915,-1.0490158,0.63642776,TARGET_OS
GSE21257::GSM530667,0.4491384,1.0665132,0.68886024,0.447037,3.500175,0.13282353,-0.4089499,0.091216944,GSE21257
GSE21257::GSM530899,-2.949763,2.4037535,0.8290196,-1.0737054,1.6992059,0.5263858,-0.020051692,-0.27085873,GSE21257
GSE21257::GSM531283,-4.288468,-2.343182,3.0002487,0.4877981,2.2789133,-1.1119831,1.2235869,0.24640033,GSE21257
GSE21257::GSM531284,-1.7559918,2.5256836,1.6439556,-0.89982,-0.064651355,0.43189532,0.13750799,0.6404993,GSE21257
GSE21257::GSM531285,-2.1433368,-3.6104267,0.48564693,-0.35758296,-0.52881885,-0.36517838,1.5549831,-0.85004944,GSE21257
GSE21257::GSM531286,-4.48969,2.8871088,0.008956627,0.89874756,-1.4111794,0.28399605,0.829934,-0.07382324,GSE21257
GSE21257::GSM531287,0.62771773,0.34539315,-1.2346084,1.736574,0.33004496,-0.134526,0.6331265,-0.58174366,GSE21257
GSE21257::GSM531288,0.31590727,3.5587656,-0.31343436,0.3972765,-0.8212307,-1.4429599,-1.0485798,0.92390025,GSE21257
GSE21257::GSM531289,-3.1119661,-0.5011949,1.7632121,1.3646654,-0.36978844,0.08666943,1.0359321,0.6731773,GSE21257
GSE21257::GSM531290,-5.280101,-4.617211,3.3616712,-0.91359097,-2.825042,-1.1369869,1.7236582,-0.69805235,GSE21257
GSE21257::GSM531291,-0.448524,-0.41601405,-0.98551136,0.29132155,-0.641795,-1.7400478,-0.18725692,-0.92416835,GSE21257
GSE21257::GSM531292,0.5395472,0.1749461,-1.5961782,0.8922988,-1.8109441,-0.025975525,0.45853448,0.55476755,GSE21257
GSE21257::GSM531293,0.24975923,-1.1589934,-0.34458542,1.789522,2.1081119,-0.7632472,0.5833691,-1.3678819,GSE21257
GSE21257::GSM531294,-2.4689054,-1.2208676,1.3344225,-0.80923945,-1.6191262,-0.75541395,-0.14735064,-1.5718076,GSE21257
GSE21257::GSM531295,-3.5018017,0.36699766,1.1627709,2.3702214,-1.3617423,-0.55292124,1.1499519,-0.088920966,GSE21257
GSE21257::GSM531296,1.1686981,-0.8388577,0.30498132,0.30002508,2.7305217,-0.28266323,1.0427396,-0.4152706,GSE21257
GSE21257::GSM531297,-0.9612855,3.7876515,-0.39921117,0.45090878,1.1965213,-1.0125798,0.6048152,0.21481372,GSE21257
GSE21257::GSM531298,-5.6892877,1.6351787,-1.5578758,1.8685043,-1.4143077,-0.38585013,-3.7595785,0.087638475,GSE21257
GSE21257::GSM531299,-3.2544909,2.2420428,1.4679307,0.34395906,-0.5987252,0.46788692,-0.50329995,0.71265495,GSE21257
GSE21257::GSM531300,-2.3443522,-1.358949,0.3366019,-0.0015345081,1.7818472,0.37558845,0.392094,0.31158778,GSE21257
GSE21257::GSM531301,-0.41138592,0.76336086,2.2646146,0.7834417,0.46405557,0.11058188,-1.4158784,0.80237263,GSE21257
GSE21257::GSM531302,3.6175308,0.9404588,-2.7664359,0.28359464,-1.5082603,-0.5626699,-3.6608205,-0.038356006,GSE21257
GSE21257::GSM531303,5.0636444,-0.10547386,-1.9977392,-3.0365312,2.2875273,0.5059412,-1.2121542,1.9047638,GSE21257
GSE21257::GSM531304,2.3747742,2.2028248,-1.7230079,-2.1090264,0.28582108,0.2177681,-1.7300665,0.36805537,GSE21257
GSE21257::GSM531305,4.5530443,2.3568366,-3.8704255,-0.48008952,-0.46354407,0.60936797,-1.8856301,1.3117157,GSE21257
GSE21257::GSM531306,-0.0497893,-4.3143682,2.2764556,-1.7643414,-1.9938812,-0.37742868,0.42376444,-0.81961304,GSE21257
GSE21257::GSM531307,2.2944546,2.1598022,-0.48039573,0.49709365,-0.111364454,-0.36331767,0.49142772,0.5920735,GSE21257
GSE21257::GSM531308,0.07455632,-2.3288991,1.141856,-1.816513,2.207453,0.99190927,-0.31572393,-0.2846149,GSE21257
GSE21257::GSM531309,4.268908,1.0922201,-3.5333095,1.3234866,-1.4235038,0.7254179,-0.77687496,1.0310638,GSE21257
GSE21257::GSM531310,2.7187183,-2.0540032,0.46520433,0.77895135,-0.094931886,0.36924404,0.5383159,-0.3919123,GSE21257
GSE21257::GSM531311,0.40256956,1.1118417,0.8568962,-2.810524,3.8975139,0.18782271,-0.8789621,-0.1208186,GSE21257
GSE21257::GSM531312,-1.8671442,-3.9214242,0.25115663,-0.682264,0.03851988,0.34262007,0.4852611,0.21085708,GSE21257
GSE21257::GSM531313,2.9489367,1.1729156,1.1428895,-1.9639164,-0.3078968,1.1692705,-2.042853,-0.03410063,GSE21257
GSE21257::GSM531314,-0.51709044,1.7997056,-0.03028351,0.18612134,-1.0229071,0.4092043,-0.1109719,0.5722472,GSE21257
GSE21257::GSM531319,-0.25712872,-3.0205286,0.4805821,-0.2921215,0.40699092,-0.7363057,1.0986158,-0.15222232,GSE21257
GSE21257::GSM531320,2.0676246,1.3379698,-1.685859,1.3895395,0.59696007,1.129749,0.7378009,0.06752747,GSE21257
GSE21257::GSM531321,6.16436,0.121613614,-3.3616843,-1.550202,0.30104277,0.033695906,-0.031508103,0.11242524,GSE21257
GSE21257::GSM531322,1.9063554,-3.225692,0.6070939,0.8760194,0.46875554,-0.11874888,1.3721626,0.5646958,GSE21257
GSE21257::GSM531323,2.5019329,2.5820312,-1.1848385,0.5112658,-0.37125653,0.8710662,0.18383257,0.13533284,GSE21257
GSE21257::GSM531324,2.5642858,-1.3906254,-1.5214,2.3467348,0.09784939,0.24120386,0.42505902,-0.5154439,GSE21257
GSE21257::GSM531325,-1.600254,1.6421347,1.3251328,0.74519813,-0.56753826,0.8815498,0.42706367,0.8718671,GSE21257
GSE21257::GSM531326,0.17083429,-3.2086067,-0.8414765,0.47716153,-0.14661844,-1.2197763,1.8809191,-1.0339192,GSE21257
GSE21257::GSM531327,-4.4168234,-4.4865847,1.7053161,-0.7788093,-2.3861651,-0.9658667,1.942704,-1.9182343,GSE21257
GSE21257::GSM531328,0.32402918,2.262755,-0.29690203,-2.4060502,-0.27661973,-0.48529527,-0.016425895,-0.23259032,GSE21257
GSE21257::GSM531329,-6.4377093,-0.9320322,1.578572,0.56199086,-1.3259088,0.8003816,-0.14073692,0.04480946,GSE21257
GSE21257::GSM531330,3.9451582,0.051228486,-0.8701585,-1.1000451,0.76886714,0.071750365,0.01677559,0.45179045,GSE21257
GSE21257::GSM531331,-0.977379,1.0367697,-1.4441894,1.861816,-0.72399086,1.2132788,-0.5499644,0.4036348,GSE21257
GSE21257::GSM531332,1.5242884,2.4198403,-0.9557495,1.1308665,-0.72547,-0.119117364,-0.4668539,0.10137416,GSE21257
GSE21257::GSM531333,2.9557924,1.73423,-0.46548632,-0.65902907,-0.5890919,0.8332887,-0.98419863,0.21402429,GSE21257
GSE21257::GSM531334,-0.56585187,0.36696205,0.4054251,0.48012736,-1.2492394,0.64976984,0.005388826,-0.10859828,GSE21257
GSE21257::GSM531335,2.7222311,1.5985589,0.42544556,-1.2220373,-0.87172735,-0.23528448,-0.80437243,-0.44029376,GSE21257
GSE21257::GSM531351,1.0193124,-1.6761019,0.57331604,-1.5969701,1.6783226,0.2037297,0.73692536,-0.5888699,GSE21257
GSE21257::GSM531352,0.2544126,-3.0180583,1.5725132,0.45167598,0.50224596,0.0202856,0.9628133,-0.6951245,GSE21257
GSE39055::GSM954790,-0.44760668,-1.8169547,0.11795318,0.4183648,0.44338956,-0.2333324,0.79560995,-0.07901905,GSE39055
GSE39055::GSM954791,0.33350787,-1.0281563,0.14490762,0.6275758,-0.054420896,-0.15018453,1.1102984,-0.19893344,GSE39055
GSE39055::GSM954792,0.63001317,1.4753615,1.0878035,-0.3621803,0.16323768,0.2358875,0.2522505,0.024806684,GSE39055
GSE39055::GSM954793,-0.5477915,-0.25752905,-0.59408015,-0.77103525,0.07139802,0.27172267,-1.706016,-0.12670428,GSE39055
GSE39055::GSM954794,1.8149129,0.4960418,-0.3673287,0.4139233,0.26778278,0.10782775,0.030628521,-0.07612041,GSE39055
GSE39055::GSM954795,0.2925306,-0.5584779,0.34280244,-0.29824728,0.6846188,0.058216713,0.19888175,-0.029793926,GSE39055
GSE39055::GSM954796,-1.3274195,-1.1364251,-0.86038256,-1.5088725,-0.5109042,0.020557547,-1.3287904,-0.16129775,GSE39055
GSE39055::GSM954797,-0.88244075,-0.12613009,-0.7123686,-0.26719823,-0.5032027,-0.19766197,-1.1766955,-0.040781304,GSE39055
GSE39055::GSM954798,-1.0856384,1.6037922,0.6520761,1.157159,-0.009132739,0.0314499,0.8925982,0.3199513,GSE39055
GSE39055::GSM954799,-0.36592326,1.227996,-0.1463854,-0.037735578,-0.48430198,0.06395318,-0.73623186,-0.09321347,GSE39055
GSE39055::GSM954800,-0.17329714,-0.31143537,-0.96464026,-0.7692478,-0.51974386,-0.102534555,-0.26183194,0.060062688,GSE39055
GSE39055::GSM954801,0.329886,0.22568426,0.46555665,0.90391225,-0.27129948,0.06425827,1.4249659,0.10860113,GSE39055
GSE39055::GSM954802,-0.31127113,-2.0174274,-0.4347568,0.25990546,0.41327924,0.10493412,1.0779697,0.08546705,GSE39055
GSE39055::GSM954803,0.0069969995,0.19032504,0.2612659,0.15923522,0.07078218,0.10885212,0.05792675,-0.32315737,GSE39055
GSE39055::GSM954804,-0.33518785,0.37619972,-0.15465324,0.8248173,-0.24722397,-0.28400713,0.53190017,-0.32684106,GSE39055
GSE39055::GSM954805,2.1231406,1.0584313,0.6080012,0.32092845,0.16091867,0.17044331,0.30266276,-0.07455478,GSE39055
GSE39055::GSM954806,1.6688728,2.6448371,-1.2182662,0.66476846,-0.29460117,-0.2724348,-0.75053376,-0.09023496,GSE39055
GSE39055::GSM954807,1.5667461,0.44768807,0.47016755,0.50242263,0.83830816,-0.11038502,0.93187845,0.28590593,GSE39055
GSE39055::GSM954808,-1.3579001,-0.47350183,-0.81665355,-0.7374916,-0.14417301,0.23692375,-0.5162856,0.12721603,GSE39055
GSE39055::GSM954809,-0.43204907,-1.575526,-0.43647164,-2.3894641,-1.0637742,0.23533164,-2.5184782,-0.06467612,GSE39055
GSE39055::GSM954810,-3.1815948,-2.016339,2.5020893,-3.9463477,-0.55872494,0.16759375,-1.0355666,0.2645068,GSE39055
GSE39055::GSM954811,0.1312727,0.17036545,-0.824216,0.48434174,-0.67377573,-0.026167642,-0.7098349,0.06262448,GSE39055
GSE39055::GSM954812,0.36571342,0.7786488,-0.7650304,0.6097377,0.28147087,-0.24970546,0.73944974,0.022232935,GSE39055
GSE39055::GSM954813,-0.11401884,1.50895,0.5159773,0.75443834,0.070978135,0.07666212,0.9177499,0.20056711,GSE39055
GSE39055::GSM954814,0.7209348,-0.8249532,-0.83578736,-0.64449424,-0.14288402,-0.013857651,-1.3177491,-0.05582617,GSE39055
GSE39055::GSM954815,-0.40406647,-1.8691599,-0.39288417,0.1683795,0.825714,-0.011386184,0.8544063,-0.08043936,GSE39055
GSE39055::GSM954816,0.6656046,0.12596832,0.6878242,1.2294589,0.055035062,0.06461628,0.43744653,-0.19660984,GSE39055
GSE39055::GSM954817,0.39736623,-0.53450817,-0.09159294,1.1602767,1.282354,-0.42072126,0.72951704,-0.096247196,GSE39055
GSE39055::GSM954818,0.11267907,2.2026916,-0.39382058,1.0497937,0.023454001,-0.1471872,-0.6021546,-0.10343251,GSE39055
GSE39055::GSM954819,0.21867648,1.728103,0.7224942,0.6070122,0.2990355,0.026416814,1.2859498,0.10898054,GSE39055
GSE39055::GSM954820,-0.76596683,1.7414362,-0.11599019,1.2631407,-0.2707537,0.17234254,0.78340876,0.44074172,GSE39055
GSE39055::GSM954821,-1.551009,-2.3343506,0.3958321,-2.3454647,-0.93059516,0.17224498,-1.2430216,0.044925485,GSE39055
GSE39055::GSM954822,-0.79719734,-0.7930295,1.3320647,0.52052355,-0.309874,-0.004425947,0.87956625,0.017892208,GSE39055
GSE39055::GSM954823,0.4923286,-0.6016295,-0.124942735,1.0188195,0.64180285,-0.10110592,0.4512012,-0.071783066,GSE39055
GSE39055::GSM954824,1.4554973,1.5660762,0.27588868,-0.13631786,0.08025823,-0.047629043,-0.1997105,0.26581007,GSE39055
GSE39055::GSM954825,1.7800789,0.595716,-0.12624998,0.7482182,0.5886272,-0.08211535,0.8451525,-0.11638317,GSE39055
GSE39055::GSM954826,-1.0263817,-1.8887767,-0.20620377,-1.6530557,-0.2730591,0.0646066,-1.4285196,-0.03424322,GSE39055
