,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11
MTMR11,-0.0019408774,0.20365712,-0.0045101377,0.10350434,-0.13528737,-0.010078534,0.0009495397,0.14174482,-0.004101596,0.18715718,-0.008157982
MTSS1,0.052357826,-0.23907208,0.0630704,0.23060365,0.16563481,0.01684493,0.24083604,-0.112166345,-0.075709246,-0.07030652,0.0468978
MXRA8,1.4110518e-05,0.108795114,-0.003528858,0.2730759,0.13979986,0.007774249,-0.10796139,0.046966147,0.16304263,-0.1514415,-0.013830945
MYH10,0.0029916337,0.1401255,0.11383775,0.16872396,-0.2613303,-0.006899418,0.019036155,-0.049973644,-0.008106443,-0.095478386,0.005197217
MYLK,0.0091434475,0.094270185,-0.006012831,0.2187341,-0.05987808,-0.12302663,0.07093404,0.19513914,-0.1541162,-0.17124061,0.04016448
MYOM1,-0.00016034629,-0.017219491,-0.010372496,0.14079224,-0.033128608,-0.0010014517,0.16221696,-0.122327276,-0.17816165,0.109484926,0.06428397
NAALAD2,0.00047809322,-0.02750454,-0.009002157,0.1923263,0.08056068,0.07319793,0.10242806,0.017905653,-0.10107343,0.021853844,0.14570805
NCAM1,-0.043003168,-0.003582275,0.0763275,0.340254,0.04071548,0.08249269,-0.080552295,-0.054007307,-0.15348978,0.01889182,0.045605805
NDN,0.0017427959,0.022505479,0.0015890115,0.07180982,0.0073728124,-0.008496856,-0.032165725,-0.040283088,-0.058471527,0.1933631,0.033622935
NDRG2,0.00048528545,0.013177229,-0.09388384,0.13662447,-0.08174821,-0.04523824,0.025236908,-0.021107975,-0.114683375,0.27019292,0.1657905
NETO2,-6.6994384e-05,-0.027375568,0.19568239,0.004302443,0.011521837,-0.003602136,-0.004674287,-0.11438428,-0.115596406,0.05193518,0.027448822
NEXN,-0.00038580608,0.17507021,-0.012872871,-0.1398121,0.13488182,-0.10819716,0.07711223,-0.11188587,-0.19766635,-0.0019493832,0.044407524
NFIX,-0.04864233,0.34584844,0.007248826,0.11725159,-0.118380815,-0.1348677,-0.07276208,0.14787409,-0.07092545,-0.06297475,0.029007722
NFKBIZ,0.06390828,0.12920777,0.0014081527,-0.13543934,0.006705992,-0.037497237,0.1306866,0.11977514,-0.10223989,0.08273191,-0.14897336
NGEF,-0.040414583,0.20733492,-0.07773659,0.1233248,0.3580014,-0.0459116,-0.109706245,0.12361578,0.0074508213,0.17822555,-0.012945553
NID2,-0.00030519537,0.23701404,0.1395828,-0.1526674,-0.06898118,0.0016949343,0.24612449,-0.0036214958,-0.0883692,-0.08717348,-0.2043426
NINJ2,0.0031108437,0.090192296,-0.082105726,0.21716729,0.12618396,0.02760693,-0.004784477,0.13985276,0.15099514,-0.00732957,-0.05596806
NKD2,-0.0017170103,0.0518305,-0.03682438,0.3185899,-0.04352946,0.0007520261,0.005382762,0.21483582,0.1635871,0.11269573,-0.07438182
NOTCH3,-0.0032133122,0.0269557,0.03430387,0.31589472,-0.11576606,0.0027901728,0.29675084,0.1910728,0.12771861,-0.13871951,-0.109995455
NPNT,-0.0009138435,0.09407423,0.07544272,0.23427236,-0.014923669,0.0005875544,0.079480395,0.009159963,-0.01811929,0.10728328,0.14020422
NQO1,0.046247784,-0.1287258,0.005722332,-0.04293235,0.15579152,-0.07591037,0.009482434,0.22389424,0.018668743,-0.0013583077,-0.147418
NR4A2,-0.034944683,0.12508243,0.012146748,-0.15253548,0.2521424,-0.039589018,0.06884832,0.1006445,-0.12546232,0.30682567,-0.107541434
NRIP3,0.0022664315,0.16712706,0.049702466,-0.09206825,0.104536675,0.3294537,0.09612371,-0.09327728,-0.024066593,0.004878369,-0.005828255
NRXN2,-0.0016037874,0.12134954,-0.008089078,0.183292,-0.15289328,-0.0083804075,0.13328359,0.068552285,0.06749224,0.20217194,-0.009433155
NT5E,-0.0014884315,0.10541208,-0.052263584,0.024858223,-0.00055768446,0.19623992,0.04772045,0.3073668,-0.07239753,0.03200313,-0.04608758
OAS3,0.17548807,-0.00258514,0.10515394,-0.02925827,0.23424245,-0.03879083,-0.042079203,0.3466538,0.040261295,0.014576903,0.34211242
OGN,-0.0037326554,0.41845524,0.024090435,0.015502075,-0.108227335,0.001390518,-0.14472744,-0.0024671329,0.04817778,-0.031280816,0.049696818
OMD,-0.0031435653,0.19519562,0.0024438824,0.32312343,0.22438903,0.01592937,-0.12308031,0.0008270395,0.09383701,-0.1651555,0.12429441
OSCAR,0.09315163,0.00029146753,-0.0012868659,0.014442381,0.08177096,0.52348715,0.0018403501,-0.07057866,0.19224231,0.008599971,0.059976578
OSMR,0.07258191,0.22379054,-0.021527411,-0.12043925,0.08460092,0.17551214,0.06745179,0.16448666,-0.10155122,-0.08982206,-0.1276681
PALM,0.00042107783,0.18867175,-0.10547305,0.050728176,0.051589336,-0.09541256,0.12350915,-0.0739789,0.03236614,0.40416372,0.1224424
PAQR8,0.074354224,-0.00074709096,0.086549416,0.22827898,-0.19226384,0.075310305,-0.02019696,0.007841661,-0.113057636,0.11543789,-0.021066735
PCDH12,0.0029005583,-0.06693726,-0.00070268486,0.19377553,0.002892073,0.00054279156,0.53918475,0.0031789863,0.07181005,-0.2098473,0.1095464
PCSK5,-0.0010527024,0.19257031,-0.055419553,0.12611057,0.0497936,0.0005958621,0.023761176,0.055901904,-0.21992481,-0.002003287,-0.0897403
PDE7B,0.00055382686,0.13315076,-0.054111987,0.11428588,-0.30031306,0.019069204,0.1873833,0.14316562,-0.078754835,0.022794679,0.10800095
PDGFRL,-0.0001699058,0.31142578,-0.08433663,0.09792034,0.03929562,0.0038802219,-0.033387255,0.18515047,0.099900045,-0.085111834,0.14532672
PDLIM1,-0.003666383,0.16386668,-0.07184773,-0.20648171,0.13785969,0.0008522107,0.153623,0.07332124,-0.07204356,0.077013895,-0.0054943906
PDZRN3,-0.032242686,0.35471478,0.00049178227,-0.10864634,0.0076539847,-0.005034587,-0.0059088115,-0.09563598,-0.121011876,0.057473138,-0.003020942
PFKFB3,0.07489378,0.00023337694,0.052253623,-0.09787299,0.09617405,0.007856419,-0.00283581,0.2565182,-0.119071215,0.15126826,-0.35142314
PHOSPHO1,-0.0015231334,0.00075322733,-0.00021230167,0.28909272,0.4353563,0.00204804,-0.07206715,-0.20952694,0.007070461,0.01760346,0.020967461
PI15,0.0014407656,0.31943664,-0.003183973,-0.103129506,0.0070606577,0.006443811,0.079025656,0.004593819,-0.13196552,0.040741894,-0.06650113
PIR,-0.0002445064,-0.17686391,0.0014606661,0.0020474289,0.09872475,-0.01872561,0.010195753,0.15199514,-0.14649227,-0.033342775,-0.07308862
PITX2,-0.0028176836,0.07818159,0.07856624,0.114954986,-0.12643445,-0.041667063,-0.065336436,0.021575728,0.07332309,0.30333856,-0.0021208487
PKIA,0.0005153414,0.10184471,0.008339714,-0.090666875,-0.0046672355,0.2784022,0.005437843,-0.10581119,-0.26182494,0.24726923,0.070892036
PLAG1,0.01076284,0.07613581,0.064682744,0.07122593,-0.054165486,0.0011487042,0.08438898,-0.18976818,-0.077464744,0.2982994,-0.12007085
PLAU,0.091827855,0.069493644,0.06400306,-0.25336704,0.012044704,0.027643522,0.21268141,0.19615349,0.10005725,-0.14126821,-0.2721573
PLCB1,-0.0030014194,0.24874274,0.06635646,-0.024368657,0.026698649,-0.120935716,0.17856883,-0.07897167,-0.22342001,0.07779419,0.012860435
PLEK,0.28639615,-0.06452029,0.015129621,-0.089477286,0.0017290076,0.14084376,0.0022005325,-6.968565e-05,0.016071724,-0.013613374,-0.070370376
PLEK2,0.0013246114,0.012702422,0.16126153,0.005067012,0.0014210654,-0.00041018214,-0.03099713,-0.08977244,0.12722316,0.07900605,-0.017624896
PLEKHA4,0.056044135,0.17340752,-0.0009361972,0.024192866,0.001973352,-0.0022699726,0.011692679,0.064387076,0.11296073,0.2498811,0.09047339
PLEKHG4,-0.07404595,0.2447236,0.06432236,-0.004995891,0.066121355,0.0032745784,-0.00126077,0.012755182,0.10359059,0.05559329,-0.028409615
PLTP,0.14345102,0.17148377,0.02931239,0.12766857,-0.062476724,-0.004568616,0.002670318,-0.20492834,0.25797227,0.001241041,-0.10888773
PLXDC1,0.055900984,-0.0012198847,-0.058162224,0.32594782,-0.23556758,0.00011102226,0.058741707,0.23646641,0.118967175,-0.12899026,-0.05547099
PMP22,0.0004385648,0.2965536,0.0029621702,-0.09213912,0.04153516,-0.006540465,-0.002782901,0.10189202,0.061813515,0.014349372,-0.19849582
PODN,0.0013228297,0.41796735,-0.05863145,-0.14576842,-0.03244105,0.00011805055,0.11805444,-0.007564485,0.040300783,-0.008425879,0.023117764
PODXL2,0.00037891523,0.038111404,0.093105786,0.09471379,0.0036378263,0.01297712,-0.0008617752,-0.2960296,0.06474919,0.21483167,0.0052295704
POSTN,-0.002762233,0.4015509,-0.00062600523,-0.07884017,-0.038490724,0.0012266795,0.025875868,-0.04857981,0.09949282,-0.13814037,0.00079302466
PPARG,0.13729364,-0.09404209,0.07032854,0.09880686,-0.029757097,-0.0612906,0.1440493,-0.015528052,0.07797509,-0.18258435,-0.00107418
PPFIA2,0.00010370789,-0.11943638,-0.004359167,0.3889229,-0.0018431481,0.000181622,-0.003604784,0.11367008,-0.019683672,-0.016435398,-0.010123982
PPFIA4,-0.053130828,0.13217196,-0.009352458,0.1028217,0.011792553,0.005729696,-0.028349122,0.060894355,-0.090216875,0.3120021,0.002509378
PRDM8,-0.00032918976,0.00042739548,0.004419642,0.19605453,-0.2096061,0.09511708,-0.017265689,0.17173536,-0.039939582,0.1440675,-0.097309776
PRICKLE1,0.0022735556,0.3048306,0.050043672,-0.09038124,-0.011910294,-0.001041849,0.09306759,-0.14755298,-0.09912811,0.14814281,-0.007213277
PRICKLE2,0.00019224628,0.38330707,-0.011436087,-0.12326973,-0.043605603,0.010113331,0.095135584,0.016312955,-0.11170411,-0.010295072,-0.0036217405
PRND,0.0027264364,0.005982476,0.00026802614,0.13167049,0.03270007,0.0073692785,0.48603347,-0.03086794,-0.016527021,-0.09196669,0.15691587
PROS1,0.0066227373,0.14788812,-0.013791453,0.09933131,0.0059788805,0.11955757,0.18883167,-0.013877255,-0.06524902,0.06200069,0.08586137
PRPH,-0.000915671,-0.06639884,0.087139435,0.16874269,-0.004392496,-0.13959035,0.0011442368,-0.006954821,0.105660714,0.26008776,-0.0707522
PRSS23,0.0020153108,0.25072563,-0.08311315,-0.108135335,0.009610692,0.0031953137,0.16815202,0.2037221,0.035928894,-0.1403994,-0.04343331
PRSS35,-0.0046474696,0.22166342,-0.01589245,0.1144562,0.32198524,-0.041724537,-0.03350967,0.020166434,-0.17211324,-0.17724243,0.011778927
PSAT1,-0.00051827123,-0.005201528,0.2606955,0.01593524,-0.08000349,-0.15804958,0.00024287567,0.020872887,0.14608523,0.0010532861,-0.0046721655
PTGDS,0.0018585825,0.13639294,0.0147372335,0.17156339,-0.11697317,-0.03839657,0.06461505,-0.09312704,0.15433957,0.23307885,0.0003630004
PTGER4,0.099860825,0.014909277,-0.065661035,-0.08434229,0.0124831125,-0.09399736,0.2315794,0.22198214,-0.08826955,0.05936407,-0.15689199
PTGES,0.00053851085,0.16796914,0.037115097,-0.03377599,0.11174768,-0.026200151,-0.064850524,-0.046554916,0.11526057,0.072058074,-0.19625635
PTGFR,0.00033002297,0.38015398,-0.031487666,-0.024505656,-0.14357893,-0.00053222745,-0.017668853,0.1553345,-0.055946667,-0.043529015,0.0016497175
PTGFRN,-0.00065446226,0.1450529,0.11306938,0.25483352,-0.29863694,-0.053818464,-0.0039842776,0.25414038,-0.043421175,-0.19554542,0.01070156
PTGS1,0.16343729,0.25462052,-0.01570498,0.04366628,-0.01572159,0.12830673,-0.0014403805,-0.123355396,0.03842069,-0.021610297,-0.059784066
PTGS2,-0.000101531106,0.121915996,0.104269385,-0.12738632,0.233637,0.047132883,0.00022396348,0.08703276,0.029739577,0.2285912,-0.3658364
PTK7,0.00763773,0.21055892,0.15888084,0.039148908,-0.13705498,0.0036789267,0.015733628,-0.007025328,0.1811123,-0.032821607,-0.13327098
PTPN22,0.08635468,-0.04172214,0.026111972,0.051581036,-0.0045607206,0.5036363,-0.001294921,-0.014758684,-0.009643736,-0.04855173,0.05030264
PTPRE,0.1887153,-0.011167012,-0.0049847164,-0.041632682,0.015212371,0.29414496,0.13835788,0.0019360771,-0.076260015,-0.0058447756,-0.032377623
PTPRG,0.0006657884,0.1279847,0.056737587,0.08988756,-0.01611647,0.0049481373,0.37728107,0.0019451884,-0.35298973,-0.012295271,-0.005244932
PTPRZ1,-0.00019548053,-0.047879204,0.063521855,0.24257469,0.26597303,0.05943632,0.037623696,-0.15410909,-0.16348423,0.16266607,-0.0069620493
QPCT,0.0010202389,-0.008578962,0.008001055,0.20040758,0.22938764,0.07154365,-0.022417694,-0.03274069,0.026410686,-0.12307836,0.021496052
RAB20,0.25355476,-0.064997286,0.0015073359,-0.038129043,-0.09554588,0.0030746318,0.04019749,-0.021915538,0.13215806,0.20824112,-0.041284565
RAC2,0.15161969,-0.076315336,9.1653725e-05,0.007657176,-0.043595795,0.43246308,0.00023252792,-0.05027921,0.078557335,-0.00443283,0.023786504
RAC3,-0.006870884,0.18510425,-0.0031227863,0.020935697,-0.020581165,-0.0004939181,-0.12660673,-0.14247163,0.100752294,0.20068279,0.051927507
RARB,0.018381804,-0.17650646,0.07747399,0.32191283,0.039868414,0.0047932104,0.012885084,-0.021519637,-0.12883523,0.0047839563,-0.019069366
RARRES2,0.066921555,0.25542665,-0.06440328,-0.15935922,0.009281516,-0.009631966,0.14188363,-0.052773304,-0.014058733,0.12442719,0.0011917481
RASD1,0.00063133874,0.19629121,0.005983129,-0.026178146,0.023146601,0.00851589,0.05765016,0.034877177,0.09838964,0.020421797,-0.13661559
RGS1,0.22151944,0.007834386,0.0010716239,-0.14247027,0.15166555,-0.03757192,-0.0017862486,0.008438882,0.029093167,0.15010916,-0.18413773
RGS2,0.07974084,0.0028004898,-0.0021018055,-0.11547419,-0.00011659567,0.0053707976,0.11448257,0.15266016,-0.104355715,0.18785147,-0.3453117
RGS4,0.03495599,0.0020525225,0.051138673,0.046384774,-0.11025202,0.4524743,0.066301934,0.1085371,0.025619311,0.1358583,-0.06941191
RGS5,0.0042580385,0.20277962,-0.07456109,0.0783847,0.027370702,-0.0071573174,0.29024443,-0.0032981648,-0.12432372,0.0296824,0.11052609
RHBDL2,-0.000102950566,-0.041979183,0.031771757,0.37953085,0.35146943,-0.0068760132,-0.1412217,-0.049607266,0.01754917,-0.034997012,0.0011537676
RHPN2,-0.0017255484,-0.0033303322,0.098929286,0.28212324,0.011755551,-0.12643313,-0.022073686,-0.21298297,0.019424401,0.23112766,-0.0874411
RNF150,0.003926101,0.21459681,0.0785298,0.1345392,-0.22336456,0.0017916985,0.1314762,-0.15909372,-0.014184687,0.13486218,0.0018228119
ROR1,-0.0006581977,0.313368,0.01824184,-0.012129266,-0.16999222,-0.010994359,0.11815863,0.02253911,-0.10266325,-0.09383184,0.021678649
ROR2,0.0009386727,0.38968933,0.122767575,-0.119743235,-0.13803615,-0.003513992,-0.09896196,-0.13743684,-0.009366602,0.07749462,0.014865443
RSAD2,0.19949292,-0.0046705343,0.10465599,0.018019488,0.23966454,-0.08612143,-0.0769498,0.2942334,0.19540761,0.10318242,0.29607046
RTN4RL1,-0.0002291177,0.11411498,0.0060950867,0.20637305,-0.094143786,-0.0018152844,-0.048639044,-0.078313276,0.061931085,0.22767751,-0.007614884
S100A16,0.0053632366,0.18546234,-0.108634874,-0.16606203,0.024170931,0.0056774444,0.34301773,-0.008644648,0.026988985,-0.116994746,0.19180745
SCARA5,0.0024303466,0.20768683,-0.015228296,0.058989212,0.10555485,0.09243081,0.19711056,0.047698993,-0.017324233,0.014903476,-0.024182778
SCD,0.00072643894,-0.034381848,0.1571044,0.14064561,-0.0009105834,-0.012435248,-0.16448219,0.081958346,-0.07646211,0.01025082,-0.11320132
SCRN1,0.000688299,-0.0011655679,0.06303588,0.13750589,-0.012566068,0.0032895901,0.0024930544,0.029568484,-0.08100409,0.007413939,0.018658716
SDK2,-0.015556329,0.004947088,0.07724019,0.38271627,0.18145263,-0.0055800835,-0.055650864,-0.052575897,-0.10891074,0.045982998,-0.013132344
SELENBP1,0.011717423,0.16300365,0.011831533,0.09541012,0.11084555,-0.13862358,0.053525332,-0.13676052,-0.0128168985,0.014910339,0.16942623
SEMA3A,0.0001598404,0.3033059,0.09320818,-0.07873587,-0.06006533,0.00035912433,0.00038098168,-0.10456462,0.026547244,0.046325035,-0.010959948
SEMA3B,-0.0042366353,0.28205234,-0.0078980895,0.10307756,0.35744756,0.0012474499,-0.04900762,-0.2214346,-0.027377577,0.1284153,0.008183396
SEMA4B,0.069027275,-0.16653423,0.10008845,0.25108474,0.043527443,0.14696644,0.0012827829,0.0045737317,-0.00853173,-0.083641775,-0.05599624
SEMA6A,9.0725305e-05,0.16541271,0.048256215,0.07134982,-0.02445046,-0.006945333,0.30846757,-0.15126967,-0.13893525,0.11158969,0.0055661844
SERPINA1,0.26641485,0.0056015216,0.0024592748,-0.14884001,0.078935176,-0.122380845,-0.016275514,-0.021951197,0.10160414,0.011541792,-0.2924437
SERPINE1,0.055909842,0.10065362,-0.013136358,-0.24533935,-0.0017244931,0.0031694244,0.124103755,0.19489932,-0.018070443,0.08675658,-0.2951559
SERPINI1,0.0032481474,-0.08213883,0.11242217,0.11723136,-0.068976484,0.0031194272,0.07286793,-0.00535038,0.083198406,0.13734311,0.044228636
SERTAD4,-0.0009055597,0.33604345,0.026984919,0.06621553,-0.21669352,-0.0040606316,-0.0059205424,0.04503385,-0.009874923,0.16912577,0.0060568205
SETBP1,-0.0014515637,0.15008654,0.03345939,0.35968202,-0.2770602,-0.059860244,-0.009442846,0.19625291,-0.18541497,0.045720816,-0.005630217
SGCA,-0.00039788702,0.032045327,-0.05705254,0.14656307,0.0016014432,-0.02601415,-0.0024789479,-0.043987833,-0.09200709,0.15200652,0.02978108
SIX4,-0.0031822482,0.33714795,0.14014028,-0.20836821,-0.00031302037,0.0018253404,0.0019737615,-0.04041683,-0.12763168,0.04956976,-0.0055062934
SKP2,-0.0015843088,0.0048095053,0.31261367,0.18287316,-0.048528638,-0.023999967,-0.03141295,0.0066525084,-0.07909599,0.027198587,0.02125175
SLAMF8,0.3125435,0.0045135156,0.04652628,-0.06048002,-0.030386627,-0.0015503691,-0.0020718495,0.020215498,-0.07287424,0.004677228,-0.0029549599
SLC11A1,0.29079536,-0.009135407,0.0346248,-0.11770448,0.015605023,-0.10583974,0.001082219,-0.0028626055,0.11213711,0.0061515193,-0.28609607
SLC16A3,-0.0005725517,0.11353663,0.0075132125,-0.08508087,0.2183334,0.09637134,-0.18666318,0.08078226,0.09786198,0.18161167,-0.4429219
SLC1A3,0.095925935,0.005070728,0.115252875,0.18716018,-0.16305405,0.0017394532,-0.004281021,0.022074524,0.1380327,-0.24664879,-0.07118254
SLC20A2,0.0020232259,-0.020737182,-0.005514967,0.22602583,0.042255085,0.033532333,0.11149576,0.09580305,0.011398082,-0.0064552887,0.12433892
SLC29A1,-0.0004759691,-0.15600666,0.0032324833,0.25624952,0.07463453,0.07990254,0.12338963,0.2305593,0.033490222,0.0016985937,-0.028790563
SLC29A4,0.0001229754,-9.481636e-05,0.03440721,0.37806046,-0.099325694,0.010878091,-0.0795067,-0.03203747,0.14732042,0.034133542,-0.1096672
SLC36A2,0.000121444755,-0.023091858,0.049149435,0.34783795,0.40747344,-0.004838182,-0.002577088,-0.19532949,0.012164476,-0.09844466,0.025558919
SLC38A5,-0.0015828074,0.15140475,0.009492763,-0.21807218,0.10850726,-0.00353977,-0.06304116,0.003783137,-0.05612773,0.013055129,-0.07999783
SLC7A5,-0.0003514669,-0.01190259,0.20495498,0.004356206,0.16756314,-0.074981175,-0.03397638,0.092930265,0.0566658,0.052443523,-0.15014595
SLC7A8,0.2222252,0.11807645,0.019264959,-0.015979482,-0.18685117,-0.09332351,3.475823e-05,-0.010570372,-0.055759702,-0.20681083,-0.13007917
SLC8A3,-0.02578884,-0.002495765,0.094241776,0.37520978,0.3052256,-0.0037372324,-0.07604276,-0.18090732,-0.048921645,-0.060169183,0.041901402
SLCO4A1,0.0016610239,-0.060592942,-0.00094986113,-0.07873086,0.04141912,0.44381332,0.12141653,0.0051969653,0.06684545,0.2539493,0.0011295219
SLIT2,0.0011864308,0.13172036,0.03349044,0.3203373,-0.079538345,0.059383992,0.1657325,-0.07659933,0.009145325,0.0061040795,0.068446554
SLIT3,-0.0026185096,0.15688851,0.01185215,0.29986638,-0.051008366,0.02611203,0.094662756,-0.012736606,0.021076107,-0.059676994,-0.03568717
SMOC2,-0.0010376738,0.4172284,-0.041047018,0.0316982,-0.08393274,0.012765907,-0.0005454138,0.045555077,0.02063145,0.009617777,-0.0023421734
SMPD3,2.2490026e-06,0.0006192376,0.06211356,0.3060197,0.41486827,0.00203087,-0.0027439955,-0.2134858,-0.052099176,-0.028354201,0.0027908587
SNCAIP,0.0015282976,-0.003899323,0.06842403,0.2734632,0.14804149,-0.012334412,-0.028525025,0.009807159,-0.052547928,-0.06671478,0.014695841
SNTB1,0.0024733003,0.1239365,0.042433165,0.13087863,-0.16367462,-0.012923789,0.13741244,0.0501203,-0.030295528,0.044797666,-0.056702636
SNX10,0.105726525,-0.067189574,0.002618629,-0.014655662,0.005617432,0.46582276,-0.017180208,0.0073357606,0.033014536,0.045128353,0.005728217
SOST,0.0010442045,-0.008666064,-0.0013994081,0.32451817,0.2744351,0.007764266,0.0013424141,-0.27849662,0.0034186358,0.17137809,0.0037183564
SOX18,0.0007673405,0.0086122155,-0.09712514,-0.019528098,0.267907,0.0014681056,0.38872737,-0.047719877,0.19839561,0.10557541,0.10236078
SOX7,0.0020851055,0.0067149666,-0.016598774,0.08692427,0.08110235,-0.0047221626,0.5527009,-0.031696755,-0.024246976,-0.09631078,0.22325589
SPARCL1,0.000119611526,0.07856915,-0.06674217,0.00027818812,-0.10691988,-0.08472857,0.45792472,0.005275529,-0.06065566,0.010311845,0.07490747
SPI1,0.2159897,-0.07032108,-0.002265461,0.0008882372,-0.0021192422,0.33677703,0.03369349,-0.009743353,0.10130871,-0.054120064,-0.0073661665
SPOCK2,0.16383374,-0.017656196,-0.0035880823,0.19585663,-0.17078246,0.0019959067,0.16998462,-0.06835635,-0.00045198016,0.20896186,0.13544157
SPON1,-0.0117305275,0.34470296,0.0055725295,0.11148668,-0.0054152403,-0.04174657,-0.01161451,-0.011614075,0.094015434,-0.0004254127,0.024906615
SPP1,0.12372192,-0.0048768404,-0.006357686,0.09769068,0.22922988,0.34914628,-0.023486886,-0.12846851,0.017920261,-0.0073603205,-0.006550057
SQLE,-0.003664689,-0.08505988,0.16959046,0.035967175,0.15443586,-0.0055246376,-0.114638574,0.10379255,0.009353791,0.04447278,0.029171662
SRPX2,0.003706081,0.13385071,-0.075941175,-0.096389756,0.16582103,0.1398685,0.00010585437,0.29973468,-0.021647716,-0.12252762,-0.17796715
ST3GAL6,0.067457154,-0.16074993,0.002688852,0.1178471,-0.0058724885,0.220542,0.20974113,-0.1334779,-0.11243506,0.014271009,-0.0029455195
ST8SIA1,0.0019206022,0.106265165,0.045573168,0.17637976,0.042651918,0.008298939,0.074742585,-0.005239257,-0.058633287,-0.011651508,0.031389985
STC2,-0.0013307846,-0.0012339526,0.00045954838,0.00948476,0.17495671,-0.055229407,-0.024158051,0.173055,-0.07223739,0.084808186,-0.2921285
STEAP2,0.020794785,0.13348995,0.05429308,-0.14388752,-0.020258153,-0.002449911,0.08098499,-0.086356595,-0.110681206,-0.03611442,-0.13302897
STEAP3,0.0019137661,-0.07784762,-4.848299e-05,0.2608036,0.043436185,0.08922837,-0.012574842,-0.076170765,0.0127660055,-0.013893169,0.0041718795
STK32B,0.0018022509,0.28034014,-0.022156125,-0.01080252,-0.029174203,0.014269076,0.10608905,-0.037096344,-0.05664216,-0.047197357,-0.0036503333
SULF1,0.003480233,0.13748154,-0.06912146,0.043494865,-0.0012993646,0.1312458,0.16701363,0.24247177,-0.08815972,-0.07378556,-0.09556008
SULF2,0.017419815,0.08657303,0.059439328,-0.024395963,-0.16009745,-0.013109954,0.12421212,0.10137821,-0.041355155,0.01621844,-0.07937898
SUPT3H,0.006428537,-0.1690503,0.010166284,0.14592439,0.0045960178,0.017881969,0.051230237,0.15137574,0.09436689,0.0016464719,0.00010122094
SV2A,-0.003935543,0.04421923,0.13940774,0.22199051,-0.13255449,0.014666721,0.004259898,0.0043057655,-0.007129721,0.12096678,-0.007904872
SYT12,0.0035920916,0.008362402,-0.016525887,0.17921343,0.26673982,0.12477818,0.027076153,-0.20065203,-0.044684507,-0.0098113865,-0.00036952278
SYTL2,-0.02280423,0.08277145,0.011446391,0.13450997,0.25234956,-0.040451966,-0.025535041,0.024862573,-0.17297374,-0.29848674,0.005873269
TBX2,-0.0005831002,-0.044220496,-0.0020889654,0.38166147,0.202173,-0.0019423588,0.003267395,0.061567057,-0.0062570204,-0.009936699,-0.022558507
TBX3,-0.033631213,0.08498026,0.012458124,0.32934228,-0.17849803,-0.05970148,0.012228355,0.13337982,0.120197274,0.15718056,-0.11518515
TCIRG1,0.09314246,-0.027741808,0.00029254644,0.039899692,0.09536365,0.50174797,0.027950227,-0.00010759445,0.10677511,-0.008396152,-0.00079724303
TFAP2A,-5.177396e-05,0.04124634,0.10045386,0.08774249,0.022586303,-0.021356903,-0.01944658,-0.018346537,0.016231006,0.2797965,-0.10045507
TFRC,-7.3711286e-05,0.01130489,0.17724381,0.0022382864,0.08671887,0.23214343,-0.086724535,0.08192787,-0.22813049,0.023542907,-0.041359555
TGFB3,-0.0039960216,0.33067194,0.08635478,-0.092804156,-0.0013910602,0.006833264,0.20344354,0.0080859065,0.03531503,-0.11813519,-0.12674588
TGFBI,0.064021245,0.36208445,0.08436983,-0.06950616,-0.020644637,0.08596047,-0.0150975725,-0.036897223,0.10397425,-0.11067018,-0.16067494
TGM2,0.17827572,-0.028618012,0.003900835,-0.065946,0.10948968,0.0011803302,0.2531948,0.0094752805,-0.010528949,0.033951294,-0.01903247
THBS2,0.00087822345,0.46855995,-0.0068606157,-0.16494213,0.0038221714,0.06373309,0.0013044451,-0.0095125865,-0.046561975,-0.07210419,0.024285948
THBS3,-0.0030179222,0.38797703,-0.0019935803,-0.07589139,0.054593146,-0.00837817,0.008773155,-0.062242065,-0.03910497,0.14228874,-0.0046290536
THY1,2.9601739e-05,0.35131356,-0.022371493,-0.111496195,0.0036963113,-0.0152452765,0.193779,0.011157889,0.08101094,-0.13228266,-0.023381978
TIAM1,0.047778465,0.13191357,0.15383996,0.10558168,-0.15956087,0.36576304,0.061372444,-0.040511534,-0.01911756,0.047236577,0.043050908
TM4SF1,0.06698139,0.13273042,-0.0888965,-0.17775801,0.0070289792,-0.0005932493,0.33885774,0.045391846,0.056199107,0.03710859,0.026202265
TMEM100,0.017442087,0.19893646,-0.055292707,0.072816394,0.07140362,0.00719568,0.1037111,0.07008285,-0.07698453,0.17520148,-0.09564518
TNC,0.0007448262,0.19639464,0.099485576,0.18859361,-0.022696534,0.013060937,0.001929999,0.15781754,0.046657633,-0.2445091,-0.019927125
TNFAIP6,0.050847918,0.35624182,-0.0033160222,-0.11574321,0.107368134,-0.0012622797,0.081051156,-0.017928084,-0.025608325,-0.023272255,-0.15852901
TNFAIP8L3,-0.0037034543,0.21740796,0.09086756,0.16512349,-0.0630818,-0.06754301,-0.048981033,0.016104179,0.10819261,0.011216651,0.0069808927
TNFRSF11A,0.10031294,-0.003319877,0.0016198494,0.11514688,-0.0041000783,0.4670592,-0.004551724,-0.034976922,-0.031193025,-0.12715319,0.003298121
