,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11
SCTR,0.13880096,0.10919374,-0.10099154,0.055086225,0.09569776,0.0006889545,-0.002985165,-0.00082872785,-0.1560275,0.09162896,-0.07807962
SERPINB8,0.075265035,-0.06639581,-0.0060372963,-0.008173382,-0.02112937,0.36299068,-0.005125815,0.036728874,-0.0010376149,-0.02193475,0.052142184
SERPINB9,0.17690532,-0.12251445,-0.021745363,0.08745523,-0.08538801,-0.1341377,0.03221723,0.14645387,-0.16601415,0.11323806,0.11475784
SERPING1,0.12057553,0.030339438,-0.11957315,0.10529305,0.019410983,0.044268604,0.07598253,0.24776705,-0.044844348,0.11654144,0.14836895
SFRP4,0.068771295,0.23616455,-0.11381035,-0.0083418405,-0.08170889,0.14877298,0.025199147,0.19390084,0.046485186,-0.04799117,0.011001622
SH3D19,-0.055622075,0.19527087,-0.08516552,-0.0040603587,0.041230045,0.0054327757,0.0062017133,0.20517966,-0.34351203,-0.079203,0.055580717
SH3TC1,0.2229186,-0.0007258903,-0.045956865,0.0040354417,-0.0089764,0.029796839,0.28439793,-0.0072738025,0.01661114,-0.07725353,0.0032126778
SIM2,-2.8563809e-05,0.17895447,0.16611607,0.04667145,-0.20002814,-0.088312015,-0.067204736,-0.07745174,0.107796974,0.24883276,-0.0043594358
SLC13A5,0.00022913773,0.14759597,0.08145189,0.16693784,0.26573405,-0.005717233,-0.0073842984,-0.3635034,0.010881291,-0.0050720745,0.0065668453
SLC43A2,0.24596058,0.009413913,-0.0024560788,-0.11119792,-0.064964585,0.13999695,0.07308507,-0.01081581,-0.04971932,-0.0130197415,-0.028125372
SLC6A6,0.115124375,0.0001873626,-8.903514e-05,-0.0058487146,-0.020852754,0.14444748,0.08543612,0.25083604,-0.14056106,0.033417065,-0.1175397
SLC8A1,0.10853512,0.00047676387,-0.0213255,0.03993453,-0.038309067,-0.007929471,0.03155555,0.11504245,-0.25876072,0.052437164,-0.044605367
SLCO2B1,0.34710893,0.07734207,0.024626773,0.05289188,-0.059863277,-0.12093663,0.047659256,-0.027402857,-0.07243348,-0.098402545,-0.00032666023
SLCO3A1,0.0431038,-0.0034686709,-0.059327003,0.042298377,-0.04045897,0.09841807,0.2499322,0.22147544,-0.13997233,0.0008779283,-0.028050518
SMO,-0.013979192,0.15312271,0.18582529,0.28931355,-0.106871605,-0.034889575,-0.011835923,-0.07438361,0.079750486,0.008169826,0.019386504
SP100,0.176201,-0.043367896,0.0020588264,0.018521052,0.028029103,-0.089799516,0.0018615825,0.3670707,0.012924929,0.086115524,0.26866785
SPAG5,-0.0005257326,-3.5547546e-05,0.38186306,-0.04143675,0.0008845735,-0.0011293658,-0.06251954,-0.005022466,-0.0019831676,-0.061496526,0.005111665
SRM,-0.0024134712,0.11229546,0.15148665,-0.106173664,0.24675676,-0.06090327,-0.005590641,-0.1671251,0.1922099,-0.10735674,0.0032601494
ST6GALNAC3,0.0016055147,0.003214628,0.16653721,0.1718588,-0.03802718,0.002911077,0.1612611,-0.1561062,0.03132638,0.074920624,-0.056216486
ST8SIA5,-0.061715316,0.077346146,0.10284499,0.110325254,-0.032126844,0.09495216,-0.0028347773,-0.1525577,0.06570994,-0.072246425,-0.124258965
STC1,-0.010427521,0.00012797001,0.089276716,-0.08966759,0.12356717,-0.0034992811,0.2852105,0.014143657,0.11145061,0.10271516,-0.29194403
SUSD1,0.10315929,-0.16139634,-0.0037300026,0.14396799,0.08967916,0.10836081,0.030207878,0.058598116,-0.19219522,0.008784065,0.102467425
SYK,0.22969636,-0.007414687,-0.0038273672,0.0009511424,-0.019602789,0.2936397,0.0012834914,-0.06695377,0.0019517757,0.008775467,0.0061389403
SYTL1,0.13917933,0.0026517734,-0.004054164,-0.038428478,-0.16382918,0.24767496,-0.047375362,-0.065672025,0.034520958,0.30348325,0.043847006
TAGAP,0.29508668,-0.0037343726,-0.006876375,-0.0186758,-0.0796557,-0.00080311287,-0.0037384478,0.012962073,-0.06454032,0.016086342,-0.013225158
TAPBPL,0.19265737,-0.0647582,-0.009131745,0.0671582,-0.010089478,0.0026963407,0.053286735,0.18294866,0.06141707,-0.01062228,0.1800829
TBC1D9,0.16541821,0.00012270764,0.051170953,0.038628247,0.044229206,0.38336912,-0.044999033,0.0013423917,-0.169836,0.0005760807,0.111702986
TK1,0.00072982203,-0.08772082,0.29178858,-0.086164065,0.102120325,0.027771246,-0.0008864028,0.0013207481,0.23748042,-0.07828285,0.0027931614
TLR1,0.30807757,0.052520223,0.015335245,-0.003234357,0.0030549078,-0.10441048,-0.00011336977,-0.012999897,-0.13267866,-0.09431076,-0.013323673
TLR3,0.16381532,-0.0036797663,0.002903362,0.10194157,0.012006187,-0.0016979787,-0.008293579,0.30793747,-0.13107161,0.009606175,0.2620208
TLR7,0.32903874,0.05933542,-0.0037273548,0.10969967,-0.07793974,-0.104613036,-0.008375038,0.05335863,-0.108375736,-0.12358736,-0.004352325
TLR8,0.33132252,0.041436885,0.0013023048,-0.063166305,-0.0073637613,-0.083097786,-0.0248139,-0.066711895,-0.038193997,-0.07058176,-0.12606739
TMEM123,0.06073874,-0.1178732,0.04570089,0.12908879,-0.017783675,0.0025672491,0.07788396,0.2135575,-0.26227903,0.06627267,0.102912836
TMEM86A,0.26150948,-0.022929996,-0.0065252385,0.027672572,-0.0062168483,0.12878308,-0.003301317,-0.002218276,-0.0019427285,-0.13656723,0.005094627
TNFAIP8,0.22760165,0.01573105,0.06864114,-0.14061749,-0.07135918,0.014765576,0.012986743,-0.0863082,-0.11723283,0.1488209,0.14443691
TNFAIP8L2,0.3031576,-0.053539507,-0.052174177,-0.0064284946,-0.017945947,-0.08653893,-0.010436099,-0.07741916,0.028655749,-0.020107651,0.043184668
TNFSF8,0.3042451,0.03935343,-0.008596364,0.008339568,-0.0818928,-0.15180945,-0.0015298545,0.018379472,-0.05012464,0.022242706,-0.004635821
TOP2A,-0.00028231877,0.00435663,0.42120558,0.0041643595,-0.10389484,0.0020926665,0.00083712523,0.011523254,-0.102936566,-0.026927289,0.0123366825
TRIB3,0.0004658246,-0.06556599,0.14379203,0.00024761536,0.012848092,-0.05192325,0.0047687744,0.093754224,0.28346658,0.0072588734,-0.15246868
TRIM14,0.21896054,-0.006289026,0.1287438,-0.052134287,-0.008307542,-0.0012072186,-0.097324796,0.2547298,-0.010824977,0.008629163,0.25411174
TRIM22,0.29718745,0.012697732,0.01356161,0.0002973618,0.13454561,-0.14244646,-0.009159212,0.15543628,0.08458587,-0.00491339,0.2652132
TRIP13,-0.0038646231,-0.0029407819,0.32576028,-0.044749543,0.024704259,0.00095541537,0.013508659,0.011276159,0.08313635,-0.10270387,-0.006517876
TSPAN33,0.13131721,-0.074735194,0.12193738,0.2331843,0.026174989,-0.10217468,0.032190423,-0.20695755,0.13017301,-0.0021490182,-0.019622076
TYMS,-0.015365942,-0.052974083,0.32205215,0.057484355,0.044603046,-0.00022111989,0.0043424442,0.018256992,-0.0026782006,0.053379957,0.007554285
UBE2S,-0.0010091848,-0.011261017,0.2754844,-0.100834414,0.1577634,0.000305432,-0.011860756,-0.060355175,0.27260596,0.1306158,0.0011403832
UBE2T,-0.04013167,-0.15362948,0.3136095,-0.03828742,0.06447177,-0.0011333026,-0.0022832504,0.0029350936,0.081944756,0.090703785,-0.021106668
UHRF1,-4.191638e-05,0.027116226,0.3690802,-0.010055254,-0.044433914,0.008638315,0.009009071,0.04026741,0.0063697724,-0.009533995,-0.006568299
VAV1,0.32392213,0.00087837264,3.0698044e-05,-0.051369682,-0.06509821,0.04748298,0.0013140611,-0.044191826,-0.0055760616,-0.056639217,-0.002254071
ZMAT1,0.13791852,-0.10384937,-0.006227074,0.1214452,-0.13362686,0.10001014,0.035375193,0.024382709,-0.21433046,0.14557475,0.008751116
A4GALT,0.08200957,0.17444861,-0.14103462,-0.06244405,0.06448176,-0.07962814,0.15132764,0.021426477,-0.030321745,0.1230418,0.020239081
AADAT,-0.008241728,-0.041013733,0.11822524,0.08285536,0.16954227,-0.005767798,-0.025606586,-0.00115971,-0.03386527,0.015704324,0.03360734
ABCA3,0.22662428,-0.02988857,0.03158634,0.097163595,0.07938487,-0.0018568443,-0.0011327298,-0.14070305,-0.16324343,0.26967695,0.017288579
ABI3BP,0.050849166,0.36386582,-0.020727117,-0.06227727,0.0010144365,-0.010923652,0.17676303,-0.04488808,-0.11865467,0.09504685,0.08625664
ABLIM2,-9.732058e-05,-0.119048364,-0.032155856,0.24142714,0.03669444,0.10655474,0.011652064,-0.020792698,-0.023090197,0.14451887,-0.0036625667
ACOT7,0.04707542,-0.01474799,0.2270092,-0.12973876,0.1476353,0.01820806,-0.030111719,-0.03369554,0.1317751,0.12619899,-0.1115828
ACTA2,0.007980849,0.15930194,-0.022663025,-0.07309897,-0.12954968,-0.0012125525,0.22547941,0.15684706,0.0063362755,-0.06480979,0.003100004
ADAM12,-0.0002162405,0.14528637,0.09102671,-0.048410382,-0.0018233794,0.13023417,0.09054,0.004971331,-0.2008983,-0.30228537,0.016923046
ADAM22,-0.0013275804,0.079610564,0.14337508,0.15878046,0.14263974,-0.06241801,-0.0064450153,-0.13695315,-0.16564256,0.14786299,0.024557713
ADAMTS2,0.001724696,0.24233504,-0.12789641,0.1360313,0.17445491,-0.0020759488,0.005807607,0.03414971,-0.16856414,-0.23244713,0.08442654
ADAMTSL2,-0.00038981368,0.09751877,-0.045378722,0.29860494,0.23950197,0.032672357,0.10008805,0.05821164,-0.0107422415,0.08594495,-0.017587494
AEBP1,0.0023976783,0.37926552,-0.08940106,-0.0005862831,-0.06817895,0.10263055,-0.0040958156,0.21203507,0.03862226,-0.03770288,-0.04817479
AGTR1,-0.00080459757,0.13902135,0.004588602,0.041076668,-0.11997761,-0.006697561,0.110004276,0.12717538,-0.08731784,-0.025417717,0.0099351425
AHR,0.08277733,0.2014555,0.0039935396,-0.085393235,-0.0050392766,-0.07432245,0.15084122,0.13362378,-0.19256939,0.15584832,-0.11148045
AIF1,0.32936347,-0.0004587216,-0.05483862,-0.055105966,0.002914836,-0.13898066,-0.0014370925,-0.08938476,0.039636865,-0.07685172,-0.05070689
ALCAM,0.11961525,-0.0028066318,0.010527671,-0.04061859,0.016625045,0.019712264,-0.03208823,0.030506983,-0.22477932,0.18302968,-0.12807259
ALDH1A1,0.12472498,-0.005463521,0.11161648,0.010490743,-0.03372087,0.011178772,0.11807878,-0.14831492,0.074187405,-0.030912628,0.021024851
ALDH1A3,0.033429116,0.08097181,0.033727005,0.18387116,-0.006831863,-0.006267552,0.05716795,-0.105383046,-0.0017080719,0.17221798,0.021915447
ALDOC,-0.00088896893,0.0052045886,0.008482855,-0.058099587,0.01847113,-0.08176727,-0.24868311,0.14064136,0.0051158336,0.0015204056,-0.2026129
AMOT,-0.00450101,0.16869862,0.18057455,0.28589904,-0.03540216,-0.0075530782,-0.07534078,-0.017842261,-0.046260152,-0.09588305,0.006484815
AMPH,-0.0008732908,0.2153657,0.05611989,-0.021790294,-0.2168968,0.005993227,0.0031270713,0.07205343,-0.01639006,0.088846065,-0.0072273714
ANGPT1,0.00058628316,-0.09164568,0.07283004,0.18091749,0.17809677,-0.014957386,0.10417238,-0.08970167,-0.2775811,-0.104495704,0.0054065096
ANGPTL2,-0.00055410026,0.46348435,0.05122151,-0.12218492,0.0073994263,-0.04523813,0.010740863,-0.01424334,0.13251096,-0.10520539,-0.005249097
ANGPTL4,-0.004010353,0.014064445,-0.00070287497,0.2564191,0.007963618,-0.025232706,0.007968028,0.10669755,0.2557676,0.0016581364,-0.18422452
ANKRD35,8.955665e-05,0.3022953,-0.05285826,-0.025022615,0.1162248,0.09386216,0.021863062,-0.10906186,0.042505816,0.05213823,0.016648931
ANPEP,0.09198491,0.014370943,0.095016815,0.1318837,0.019123884,0.30261418,0.010617359,-0.013500659,0.20811969,-0.20742007,-0.12484051
AOAH,0.29770878,-0.06552602,-0.0011551832,-0.013414769,0.008555385,-0.1006703,0.0035689815,0.0033451768,0.072514445,-0.0011388757,0.009065105
AOC2,-0.0006793028,0.0025430461,-0.0103106545,0.34609383,0.28650224,-0.000427639,-0.004843038,0.088185385,-0.027950708,0.018165853,-0.026630316
APCDD1,0.00021764105,0.01201834,0.111039154,0.25423673,0.2577071,0.008830517,0.032380976,-0.25859115,0.003859196,0.005621579,-0.0017041073
APOC1,0.28549385,-0.0015101301,0.009557487,-0.076118544,0.08523893,-0.021956693,-0.07662283,-0.0808069,0.054829698,0.018408446,0.0017893718
APOE,0.23845461,0.053007934,-0.054463055,0.0057882546,0.03541945,0.0026522947,0.017039884,-0.01620209,0.15221098,0.048892993,0.0005970743
AQP1,0.002434584,0.11875095,-0.103777744,0.231011,0.009186294,-0.019888854,0.16866614,0.24068688,0.027890073,0.031261157,-0.022789855
ARHGEF19,-0.05879204,0.28775302,-0.14062667,0.14900213,0.16239609,0.01725875,-0.089984484,0.11859291,0.16313522,-0.016273746,-0.034736663
ARMCX2,0.015145547,0.21871707,-0.0033491245,0.0037198402,-0.0048743454,-0.011457591,-0.007204656,0.030639054,-0.11193391,-0.005981776,0.01672256
ASPN,-0.0007130529,0.49054116,0.00031461075,-0.05124501,-0.0018211182,0.0020624017,-0.059645027,-0.04766438,0.059553586,-0.12978722,0.0865127
ATP6V0D2,0.04437215,-0.0205587,-0.00030410872,0.06870173,0.04706076,0.52530885,0.0006123139,0.0013439602,0.07005011,-0.060062036,0.003167866
ATP6V1A,0.077818125,-0.024588747,0.09251573,0.058316432,0.058449607,0.49899766,-0.00032972652,0.013368509,-0.09604092,-0.061133634,0.0014362059
ATP6V1B2,0.082088724,-0.038987592,0.0562936,0.026733791,0.01685929,0.514869,0.0002898636,0.0024844396,0.0029628603,-0.023455722,-0.0068682143
BAALC,-0.0011651451,0.05117741,-0.06392515,-0.0038535357,0.019140022,-0.008890165,0.15442106,0.012433293,-0.022765925,-0.047849562,-0.03774305
BACE2,-0.0019054378,0.21877109,-0.037245475,0.041816715,-0.049638275,0.040735003,0.13230707,0.12434613,0.093065985,0.10164343,-0.017468477
BAIAP2L2,-0.025230376,0.002275577,0.005270494,0.22863284,0.23450555,-0.02119573,-0.004493589,-0.08583928,0.11718637,0.19042905,-0.09831618
BAMBI,-0.0025289576,-0.11585662,0.056851715,0.3639584,0.3119085,0.07154593,-0.042096943,-0.1311166,0.0316573,0.020592125,-0.002979127
BASP1,0.04182038,0.276638,0.07015194,-0.0593661,-0.073334835,0.00084867165,-0.044683516,-0.14448655,0.08574676,-0.08178896,-0.077760085
BCAT1,0.0034397326,0.15374532,0.13689116,-0.26224658,0.18306807,-0.0007620433,-0.0010980244,-0.08533548,-0.20142533,0.06295364,-0.101375125
BCL11A,0.001428398,0.076999776,0.13184482,0.065150745,-0.24112497,-0.0030456705,-0.002359031,-0.22695372,0.020808134,0.10127964,-0.004416676
BCL6B,-0.0005027864,-0.017465062,-0.019160053,0.12360492,0.07200111,-0.00010712049,0.55524224,-0.0003836983,0.025233524,-0.13103268,0.16662218
BGLAP,0.0015350444,-0.006324689,-0.08930599,0.33813533,0.012331973,0.023606377,-0.018645277,0.06099223,0.0932937,-0.013669743,0.080881245
BIRC3,0.120652005,-0.10761844,0.045325495,-0.12053025,0.012713994,0.36035353,0.065124415,0.08282443,-0.0215623,0.16161658,0.1625195
BMP2,-0.00095659174,0.072147824,0.00816922,0.19093066,0.2733845,0.004500452,0.022765797,-0.07513964,0.023030235,0.2335151,-0.20001082
BMP4,0.004236475,-0.17370316,0.0661584,0.31654114,0.1952754,-0.06662258,-0.030450076,0.07040012,0.10645271,-0.046189383,-0.10531238
BMP5,0.0014623782,0.12822409,0.006224985,0.08425735,0.013224609,-0.0018683441,0.05114667,-0.20650324,-0.05416773,0.106631234,0.03575389
BMP6,-0.00059337023,-0.11956992,-0.00039497888,0.3335884,0.010760932,-0.07325607,-0.055246525,0.014589529,0.013457726,0.058447078,0.0457422
BMP7,-0.00047452585,0.02328236,0.115883015,0.13930152,0.10380344,0.0039591175,-0.007898084,-0.17806074,-0.011388304,0.2593436,-0.07581976
BNC2,0.0009032991,0.3192341,0.05295422,-0.23749669,-0.13016081,0.102936275,0.09040405,0.08294672,-0.16812189,-0.028055085,0.0029406548
BNIP3,-0.07682073,0.05022551,0.020825474,-0.13726582,0.16392073,-0.005967832,-0.18842655,0.1094739,-0.0734788,0.1902841,-0.29581073
C1QA,0.33657497,-0.002421295,-0.04303926,0.030867845,-0.004057138,-0.17165023,0.00057150715,-0.068137325,0.098850735,-0.028266996,0.061004072
C1QB,0.3241086,0.001491312,-0.032989927,0.02136006,-0.0060374364,-0.1709036,-0.0007476075,-0.049274124,0.0739688,-0.03063204,0.057670444
C1QTNF1,-0.00022828126,-0.055982493,-0.13188332,0.324157,0.34674618,0.044200726,0.019493677,0.16329913,-0.010439713,-0.14204933,-0.009020423
C1R,0.08487812,0.1790905,-0.097660676,0.07488332,-0.065950386,-0.0009929866,0.07045921,0.3465768,0.12801546,-0.013986461,0.10889628
C2,0.23392712,0.089692034,0.0016751656,-0.11007556,-0.016935576,0.00432571,0.0009779163,0.011557833,0.078737125,-0.15745232,-0.009498179
C5AR1,0.28334525,-0.0020287265,0.0049007195,-0.113775596,0.02299513,-0.15012805,0.05369631,0.0046647126,0.03752187,-0.036200766,-0.23720375
CA12,-0.000106755084,0.31816885,-0.007195341,-0.25975317,0.095227584,0.0018568696,0.019293059,-0.007298698,0.004281925,-0.0024537258,-0.17883994
CA3,0.00013021413,-0.017093303,0.04415316,0.17218012,0.3559576,0.0017948127,0.004356062,-0.19062401,-0.026802892,0.0023012746,0.10543929
CADPS2,0.017094012,0.1286885,-0.009441151,0.044221412,0.112058826,0.015876628,0.16634086,0.06683355,-0.2496384,0.00056871894,0.136913
CAV1,0.0005422413,0.13003264,0.007035188,-0.29881513,-0.029589523,-0.028828314,0.33010036,0.18236619,-0.09190335,-0.09081456,-0.016814128
CAV2,0.001460829,0.15239237,-0.010571416,-0.29760838,-0.026816947,-0.008329439,0.2895764,0.13906573,-0.056280646,0.026141983,-0.0045671747
CBS,3.890071e-05,0.05579111,0.1918655,0.20954753,0.0035633182,-0.052729018,-0.011640539,-0.011748372,0.1383413,0.0274898,-0.019921955
CCDC3,0.0024473637,-0.009654271,-0.1113013,0.18790565,0.1823517,-0.0017830438,0.03149593,0.07796262,-0.21288638,0.16882122,-0.031988334
CCDC68,-0.00398216,0.13842043,0.047647044,0.07157214,0.15318736,-0.011647664,-0.008218577,-0.01207303,-0.010389845,-0.015910123,0.049671464
CCL21,-0.0005130976,0.02901789,-0.09659777,-0.04952257,0.013458094,0.0024490934,0.27439266,-0.031554945,-0.05057666,-0.027694793,0.1582783
CD248,0.00893618,0.3580345,0.0018593539,-0.007818786,0.05617467,0.023162538,0.1450329,-0.10912027,0.090438254,-0.12239177,-0.028283149
CD72,0.2568673,0.00454872,-0.0033135463,-0.117815815,0.008544535,-0.047673456,0.00079540483,-0.106232725,0.05267085,0.0062920987,0.089957014
CD83,0.11927276,-0.019385604,0.0941358,0.14200291,-0.00014310272,-0.041552883,-0.02953472,0.20012482,0.09425872,0.06985508,0.12248664
CD84,0.09185736,-0.039795972,4.816169e-05,0.07073973,0.0013583435,0.50170505,0.00068487634,0.00104029,0.015871277,-0.034282144,0.051547896
CDA,0.18445775,-0.07051546,-0.0072746323,-0.15347296,-0.008789901,0.14704221,0.011344405,0.025016561,0.032462705,-0.04008755,-0.078625664
CDC42EP5,-0.0009856271,0.2447983,-0.13992755,0.01464054,0.18928736,0.0012297562,0.04185654,0.02467655,0.29537436,0.16054152,0.059076454
CDH15,0.00915149,-0.13139445,0.006447113,0.313079,0.3242928,0.006890617,0.08929144,-0.03692454,0.11056208,-0.1962577,-0.03437406
CDH23,-0.0018429058,0.22514029,0.0011256151,0.17081918,-0.05609884,0.00029873554,-0.0067045237,0.13492991,-0.010215771,0.14611621,-0.007909641
CDK5R1,0.0004923268,0.0715479,0.08532855,0.23812859,0.053983048,-0.0023675426,-0.0048765023,0.000432632,-0.023689609,-0.01693953,0.013774019
CDO1,-0.0061001047,0.177619,0.0027798705,0.085595034,0.056990296,-7.108772e-05,0.0046632127,-0.18968111,-0.066164896,0.15808688,0.07089578
CENPF,-0.009147179,-0.011633935,0.39385936,0.028356813,-0.014441513,-0.0009565631,-0.0060112355,0.091312855,-0.106794864,-0.016322467,0.004758841
CFI,0.088440455,0.04207558,-0.07677723,-0.011542474,-0.09266693,0.14402302,0.16315679,-0.040985785,-0.09998727,0.1151795,0.018024899
CGNL1,-0.003059781,0.25163785,0.0033828008,0.013777072,-0.08889872,0.0002878439,0.21984269,0.10718926,-0.11577675,0.06100285,0.05548693
CHAD,0.0011829276,0.13553111,-0.1115415,0.28026775,0.24551617,0.009496232,0.009033536,-0.04786876,-0.026187468,-0.03176925,0.10812542
CHPF,-0.0010069885,0.26750138,-0.08064119,-0.0026921781,0.11087165,-0.047964722,0.00435899,0.11791572,0.27074397,0.11320431,0.030523082
CLDN5,0.0020779895,0.0019247402,-0.13663279,-0.03774776,0.09200621,0.00092276046,0.47480425,-0.109601706,0.15664294,-0.04482554,0.20846064
CLIC3,0.0025940207,0.25329497,-0.058107242,-0.034469392,0.20531736,0.25158063,-0.04593349,0.07993125,0.013315073,0.104609825,-0.044438753
CLIC6,0.0049005854,0.066920824,0.007417766,0.03436885,0.10667068,0.23335059,0.07071924,-0.015705796,0.022650728,0.06686517,-0.042445067
CNTNAP1,0.0021856185,0.18263948,0.1534331,0.19416526,-0.2239771,0.0014099091,0.098695554,0.052637774,0.11037856,0.128916,0.012895046
COBLL1,-0.014503176,0.026101515,0.0015813694,-0.012220201,0.15170974,-0.15697815,0.18697666,0.19379394,-0.20163447,0.110237114,-0.020638458
COL11A1,0.00071642414,0.42192864,-0.0022769321,0.027938843,0.035501048,1.002098e-05,-0.12477902,-0.07543103,-0.005027052,0.060067553,-0.0070219007
COL11A2,-0.050333653,0.11783316,0.0017207504,0.20574073,0.3046639,-0.001211701,-0.05932035,-0.22111909,0.0014568854,0.26406148,0.0070800395
COL12A1,5.3064658e-05,0.42935053,-0.00049342,-0.013512016,0.041962508,0.10671116,-0.04869353,0.0025855105,-0.030609805,-0.20153499,-0.012270445
COL13A1,-0.0043806694,-0.0089966245,0.017088193,0.42860746,0.235927,-0.0028631592,0.0011531072,-0.009558446,0.05764143,-0.014669743,-0.0014396837
COL14A1,-0.0009077275,0.36547416,0.0042380835,-0.087810405,-0.0935232,-0.076712504,0.22096293,-0.018949335,-0.007656016,0.041233048,0.003776228
COL15A1,0.041576333,0.14370628,0.009257811,-0.105534784,0.10832542,0.0015091884,0.35877267,0.22227643,-0.008009736,-0.120975755,-0.092467956
COL18A1,0.00038149345,0.15539132,-0.05724285,-0.019830072,0.14414272,-0.001744498,0.48214433,0.02146418,0.219617,0.14312685,-0.033271182
COL22A1,0.0022644827,-0.018739894,-0.001815314,0.29380375,0.37309885,0.10746116,0.0034464789,-0.20156929,-0.025809033,-0.011724233,0.0201911
COL24A1,-0.0020655596,0.0554836,0.10748694,0.31872788,0.27405578,-0.0075508463,-0.08833784,-0.13265951,-0.073338084,-0.1076705,-0.07347719
COL2A1,-0.045917824,0.22528078,0.0571881,0.12474557,0.0594911,-0.00010410783,-0.006583145,-0.16974387,0.060665585,0.28252685,-0.0071285614
COL3A1,-0.04717414,0.45401633,-0.00018042269,-0.117436975,-0.00037692513,0.00088635035,0.104990214,-0.004287306,0.00014746467,-0.20938218,0.00083015714
COL5A1,-0.0153671,0.43214706,-0.0025834772,0.052835,0.112382345,0.06481837,-0.013474694,0.10031754,0.020411707,-0.23764023,-0.04434882
COL5A3,-0.0025342365,0.11437584,-0.0007492924,0.08088661,0.027663078,-0.00058454537,0.4248252,0.085073136,0.11556134,-0.17516269,-0.024240678
COL6A1,-0.0018785299,0.33303338,-0.038778808,-0.027309129,-0.044638686,0.00038172514,0.12120226,0.33384535,0.1640031,-0.07486939,-0.1661973
COL6A2,-0.0012906607,0.31747323,-0.061423488,-0.08906343,-0.040815078,0.007687339,0.1472486,0.25604936,0.20984907,-0.009269111,-0.16141121
COL6A3,-0.0030701302,0.37861475,0.0036091348,-0.02746948,-0.009168955,0.00097453455,0.09415934,0.19868827,0.047186922,-0.12641814,-0.23281659
COL8A2,-0.0002572436,0.33205083,0.0013462382,0.16227672,-0.28388396,0.03287953,-0.13347043,0.016637474,0.23285642,0.0047197994,0.010748028
COL9A2,-0.0018373338,0.24393828,0.051993906,0.09544927,0.07604126,-0.00076391146,-0.011647377,-0.26309526,0.111641236,0.15095386,0.01484072
COMP,0.00014207455,0.34652784,-0.07039837,-0.016108338,-0.0005293771,-0.07395264,0.10762934,0.0013746758,0.084531546,0.16624382,0.0015677367
CPE,-0.06294154,0.0068878783,0.013478726,0.40334594,0.29659444,-0.017587727,-0.03433443,-0.101524815,-0.075787015,-0.027402803,-0.006620126
CPNE8,0.0058649704,0.08463681,-0.0024863668,0.09040662,0.16147187,0.011547069,-0.029416572,-0.00041117732,-0.031930298,0.07377965,0.049676117
CPXM2,0.0031504673,0.14484596,-0.10769766,0.15793261,-0.103245884,-0.06505468,0.13087088,0.00134553,-0.0069051357,0.17881852,0.073716044
CRYAB,-0.04476948,0.0005119948,-0.03278378,0.032257967,0.25723886,0.21532343,0.015871475,0.12532112,-0.0015483244,0.27301514,-0.047070842
CSF1,0.18046477,-0.0506137,-0.02917148,0.15369628,-0.034412466,0.24027373,0.0010175058,0.11023189,0.11539151,-0.06062252,-0.13131948
CSPG4,-0.03369251,0.18318339,-0.0009949913,0.21916048,0.22929895,0.009234826,-0.006898269,0.18965536,0.012258869,0.03859538,-0.1124128
CTHRC1,2.9042742e-06,0.21500982,0.002722171,-0.08420162,0.26681513,0.13191253,-0.0024008253,-0.01749105,-0.07617543,-0.1106544,-0.06811058
CTSK,0.08072958,-0.00014036315,0.0002557539,0.035661068,0.031908054,0.50307566,0.0005525311,0.050591562,0.015902922,-0.08307639,-0.0011697024
CTSS,0.34315383,0.04534375,0.0019179224,-0.08986314,0.090496995,-0.14773037,-0.041208427,-0.012691179,0.0065550976,-0.06611583,-0.03915967
CXCL12,0.114951216,0.13623996,-0.03678149,0.022412112,-0.2090029,0.0036287974,0.23743537,-0.020965546,-0.06386631,0.009364831,0.1793958
CYBRD1,0.00036516087,0.15230785,-0.056053396,0.13458233,-0.016657533,-0.06796156,-0.00014214963,0.3850693,-0.14288199,-0.10408894,-0.0011321326
CYGB,-1.0068796e-05,0.009441502,-0.013689188,0.19534242,0.106728606,0.26160794,0.22410989,0.08173014,0.052805554,0.017507039,0.038739957
CYP1B1,0.0028771502,0.06284778,-0.08148708,0.17114182,0.014703992,0.10825459,0.1428406,0.24946566,-0.21560396,-0.04570742,-0.018313052
DAAM2,-0.0011996636,0.07673772,0.058539968,0.31245676,-0.036154415,-0.10272167,0.00028776168,0.10461463,-0.01962151,-0.034617223,-0.08485581
DACT1,3.82461e-05,0.32425565,0.048494294,-0.06998398,-0.14613932,-0.05203931,0.13115168,-0.0035524205,-0.17215914,0.06524575,0.006210466
DCN,0.0009397421,0.3338167,-0.0964964,-0.011829775,0.04732861,0.002087978,-0.11573673,0.23255096,-0.027024982,-0.23575778,0.102803364
DDIT4L,0.0018974934,0.22698478,-0.028029572,0.045490105,-0.17579827,-0.09922193,0.02151465,0.10688459,-0.041602746,0.104215585,0.016563626
DHRS3,0.1122063,0.067816354,-0.027340807,-0.043800324,0.022899585,-0.0021661834,-0.00037580144,-0.20521136,-0.048741743,0.187674,0.061824486
DKK1,0.0022159184,-0.005051921,-0.009424827,0.17051487,0.21703433,0.0006524454,0.0067791613,-0.18822676,-0.11982565,0.19416386,0.023112968
