,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8
ITGA11,0.0022540628,0.22163607,-0.0043929336,0.018086009,0.2024163,0.17101587,0.15274519,0.2589945
ITGA2,0.055926256,-0.117755376,0.08440327,0.015981544,0.3515932,-0.2855696,0.039466992,-0.013639767
ITGA4,0.118053146,-0.062247183,0.16461226,0.06905649,-0.1119865,0.027387535,0.034385104,-0.16277578
ITGAL,0.3117795,-0.022998087,0.044219147,0.0034643747,-0.11972602,-0.01249612,-0.001255135,-0.02089493
ITGAM,0.30047822,0.049285725,0.008914192,-0.049481947,-0.00045037823,0.08520851,0.054575052,-0.08813147
ITGB2,0.32324055,0.008156576,-1.5421474e-05,-0.045729633,-0.03368882,0.052994892,0.02561944,0.00015556405
JDP2,0.07023298,-0.0010193986,-0.0032456059,0.051551193,0.45144233,0.0057745683,0.030449342,0.12840968
JPH1,-0.061848395,0.07311155,0.0028626833,0.109047614,-0.12600352,-0.1295231,-0.022517487,-0.13424331
KAZALD1,-0.0758979,-0.11416073,0.0048979376,0.26432762,-0.11012568,0.015584441,0.16629024,-0.075017735
KCNG1,-0.052067935,-0.035398595,0.11771139,0.09873722,-0.0014374313,0.012139798,0.05700063,-0.08681247
KIF20A,0.0026353218,-0.03863754,0.37838542,-0.02383842,-0.006103092,0.003467837,0.053826362,0.06414114
KIT,0.00052778376,0.015107538,0.07530111,0.26695615,-0.03869069,-0.097160816,-0.025744192,0.06769556
KLK4,0.003691911,-0.16515021,-0.055489093,0.09609853,0.108500786,-0.08274379,0.19237463,0.0850109
KNTC1,0.004260093,-0.031835772,0.32859728,0.0069629555,0.0021831936,0.0081666615,0.0061648926,0.07558671
LAMB3,0.021622427,-0.09253788,0.015052508,0.054891028,0.10402673,-0.077475384,-0.075802535,0.12575084
LAMC3,-0.012716681,0.053122748,-0.026681237,0.31220105,-0.003948279,0.0017583012,-0.026827352,0.18966569
LAYN,0.013823385,0.15880916,0.022793986,0.03150712,0.005735831,-0.047332082,-0.0055637476,0.12221986
LCP2,0.30654103,-0.046754505,0.005845346,0.059826158,0.0039110035,0.013199011,-0.08933632,0.051485866
LDLR,-0.010580412,0.0737176,0.18910821,-0.015463567,0.0062122927,-0.0145435715,0.12807485,0.11756868
LEF1,-0.0127213085,0.0146350255,0.12487923,0.28603637,0.037330665,-0.008468811,-0.017100055,0.120349914
LIFR,0.0007144776,-0.22330268,0.10493141,0.20062053,0.07278967,-0.12232318,0.09654708,0.19922909
LOX,-0.003536748,0.042639464,0.0020188424,-0.04905269,-0.0025978335,-0.1603798,0.5473954,-0.14779049
LRIG3,-0.0033832812,0.26219288,0.091506734,0.078047775,-0.004315741,0.018627742,0.03153604,0.0017301514
LRP4,-0.00022095404,-0.18569948,0.10534051,0.2734695,0.009609218,-0.010251879,0.116857246,0.09011246
LRRC15,0.0025514844,0.10101064,-0.01774334,0.035447203,0.17522623,0.033503294,0.25645375,0.18588468
LRRC17,-0.001021348,0.19181032,0.0049796766,0.078365706,0.034619965,0.0015180508,0.24224444,-0.110206656
LRRC25,0.301005,-0.029557658,0.00068236503,-0.03187523,0.16419704,0.14117377,-0.021386776,-0.03801563
LRRC32,0.054307636,0.2226606,0.008242206,0.007881879,0.0031465273,-0.21994102,0.0025318,-0.014567897
LRRN1,0.0012945024,0.03401722,0.019050606,0.2533842,0.0009847768,-0.007691595,0.022648621,-0.031441133
LRRN3,-0.0028686807,0.104720615,0.07154306,0.23385519,0.06608035,0.15017408,0.041212708,-0.13823384
LSAMP,-0.0036037809,0.0730979,0.010488792,0.1634253,0.009086242,0.091795474,-0.06847118,0.017677939
LSP1,0.10039565,0.21653827,-0.054802574,-0.0029323292,-0.01602786,-0.13209558,0.10778277,-0.09217703
LTBP2,0.07101439,0.0641943,-0.05741001,0.20153,0.025327262,-0.046164688,-0.11502623,0.24812315
LTBP4,-0.021777611,0.21607202,-0.065968454,0.19701146,-0.011712434,-0.06188998,-0.13990296,0.0018931943
LUM,-0.000111025765,0.2184277,-0.12113763,-0.01876137,0.060212556,0.026349375,0.41338965,0.24722327
LXN,0.0025048244,-0.12641615,-0.014926293,0.079460084,0.0447121,-0.12627594,0.021833813,0.16102888
MAB21L2,0.00071658514,-0.07211575,-0.08644757,0.06935285,0.00922685,-0.105227955,0.14903389,0.086846024
MAF,0.11904786,0.2287118,0.01940514,0.09785997,-0.059887607,-0.012119216,-0.046245888,-0.067584686
MAMDC2,0.00045811443,-0.15262088,0.014506069,0.17809619,0.11171393,-0.1341859,0.33994538,0.076341
MAP2,-0.0037893506,-0.16511226,0.10218014,0.2386026,-0.005888362,-0.1016841,-0.05741453,0.20224527
MAPK13,0.13151245,-0.004160163,0.024913773,5.9905295e-05,0.2529557,0.04442069,0.0053313365,-0.2166885
MATN3,0.061345667,0.14612311,0.06353092,0.16283557,0.00165217,0.16277339,-0.0028366728,0.09406771
MET,0.02126321,0.021360002,0.07874131,-0.10503703,0.2425789,-0.27625397,-0.09475216,-0.032586996
MFAP2,-0.015402049,0.18980698,0.011664363,0.17741007,0.16169997,0.20238964,-0.03467361,-0.0052823625
MFAP4,1.4384354e-05,0.34006473,-0.002379493,0.070535086,-0.0045940247,-0.013274298,-0.11359347,-0.10817213
MGLL,0.010765631,-0.111602284,-0.051438857,0.29625127,-0.004130595,-0.13681738,-0.17107043,0.08856686
MGST1,0.14501289,0.0018698148,0.017333983,-0.053210635,-0.117710434,0.014459374,-0.06764183,-0.07745451
MMP11,0.063672245,0.09144724,0.0023478472,0.033794444,0.050692793,0.076117754,-0.02958677,0.16052642
MMP12,0.06999869,-0.05321741,0.0039185314,-0.11171611,0.17979391,-0.083248906,0.16851395,-0.031076672
MMP13,0.036329087,-0.10384348,0.011634115,0.15499067,0.2704093,0.01184603,-0.044725068,-0.07517474
MMP2,0.0011361652,0.29759976,-0.05808932,0.09836716,0.0058300793,0.07872996,0.18712361,0.046883114
MMP9,0.070690416,-0.14192337,0.012822253,0.048701536,0.45194608,-0.016083123,0.0047416794,0.028952422
MRC2,0.0013270009,-0.11731376,0.014703178,0.25343552,0.1616828,0.1294316,0.20243509,0.12306295
MSR1,0.3042483,0.06009324,0.0055985083,-0.07258979,-0.16579518,0.08969866,0.19234723,0.0018282194
MTMR11,-0.01552953,0.1683062,0.00072884694,0.14377639,-0.0073173232,-0.007978531,-0.04226809,0.14067267
MTSS1,0.070089616,-0.26143268,0.07640747,0.2036531,0.02183063,-0.21828008,-0.023964448,-0.1027081
MXRA8,-0.0027878354,-0.017969755,-0.0041540046,0.19782771,0.068150975,0.1897676,0.2270261,0.15634234
MYH10,0.0070386473,0.113086835,0.11626355,0.19341305,0.003704633,0.09501914,-0.100457825,0.023899835
MYLK,0.0047160806,0.073645696,0.0018826856,0.18234226,-0.08310031,-0.14835075,0.0825431,0.23212864
MYOM1,0.0003527792,-0.052381948,-0.005184315,0.19680853,-0.0073281936,-0.19594008,-0.120700575,-0.12832569
NAALAD2,0.0022152457,-0.10339086,-0.005490213,0.18300584,0.036845263,-0.18146813,0.008402136,0.037462838
NCAM1,-0.058123305,-0.14974192,0.06389018,0.2713605,0.061715484,-0.009793391,0.11900293,0.019689325
NDN,0.0011467853,-0.005193844,0.0006409364,0.111735284,-0.044391476,0.015791701,0.010257477,-0.021201404
NDRG2,-0.0002350708,0.00031440667,-0.09381092,0.20878519,-0.104309775,-0.10286884,-0.13071549,-0.0035084041
NETO2,-0.0007453108,-0.05768919,0.18551587,0.01896199,-0.024249725,-0.0050905775,0.0043668686,-0.11579525
NEXN,-0.0010637535,0.12162269,-0.0064885626,-0.007611162,-0.12027627,-0.1817565,0.14182994,-0.21825041
NFIX,-0.076431416,0.26439622,0.009194384,0.14389291,-0.08633854,0.036363788,0.14351429,0.18116687
NFKBIZ,0.061761737,0.15404312,0.017093679,-0.061656237,-0.0331293,-0.18596295,0.012210236,-0.005809672
NGEF,-0.07986371,0.02782829,-0.08273934,0.13681284,-0.051251866,-0.023480102,0.347723,0.062680654
NID2,0.0015867149,0.24171302,0.16983442,-0.040616363,0.06368804,-0.17189465,-0.008044215,-0.14975588
NINJ2,0.0020042218,-0.00013490848,-0.06911027,0.16732019,0.08282377,0.052010246,0.13769591,0.16936539
NKD2,-0.013434855,0.0072215637,-0.010420931,0.25434807,0.040866174,0.052539658,-0.03437229,0.285071
NOTCH3,-0.0006233177,0.05081251,0.08048608,0.27557674,0.12269147,-0.122672595,-0.14612901,0.22250636
NPNT,-0.0017760037,0.00788788,0.07338641,0.27761757,0.00057602185,-0.028225832,-0.02968974,0.05254989
NQO1,0.024496328,-0.06711859,0.015067446,-0.12186114,-0.057029355,-0.116213866,0.06854901,0.14921656
NR4A2,-0.061138928,0.08673594,0.025339104,-0.054905668,-0.07291314,-0.22703256,0.115452886,-0.08874391
NRIP3,0.050013892,0.057388477,0.055622354,-0.0011173665,0.28424913,-0.06915955,0.08656378,-0.19575946
NRXN2,-0.0033192707,0.105588965,-0.0014055341,0.24114977,-0.00055189827,-0.016471542,-0.18274036,0.08946188
NT5E,-8.6254484e-05,0.09238059,-0.008892987,-0.0059281574,0.20392202,-0.1972173,0.022979332,0.2341888
OAS3,0.16911282,-0.023118287,0.086122856,-0.0281771,-0.113420084,-0.06752958,0.1637247,0.2846187
OGN,-0.03555871,0.28789526,0.0045648734,0.09129755,0.017857432,0.21143262,0.14100741,0.0290439
OMD,-0.029180722,-0.012748462,-0.0031985266,0.27888682,0.06822769,0.14387766,0.32347578,0.09968664
OSCAR,0.13321467,-0.11414328,-0.02641804,0.010019942,0.46514708,0.09051998,-0.011645463,-0.05411329
OSMR,0.08687947,0.16487247,-0.0017458366,-0.086195685,0.18203714,-0.18525092,0.18280163,0.018429022
PALM,-0.00024788972,0.116386265,-0.10553666,0.2288218,-0.1265724,-0.054372102,-0.06982397,-0.12149116
PAQR8,0.071650535,-0.01676402,0.09295711,0.19065052,0.05670891,0.022210183,-0.088017456,0.10250726
PCDH12,0.07574755,-0.026402183,0.009295391,0.25771147,0.033124816,-0.2675944,-0.19985647,-0.005200647
PCSK5,-0.0049763587,0.097341046,-0.010932509,0.14469501,0.008485165,-0.20228806,0.17113726,0.013363845
PDE7B,0.01153295,0.17219204,-0.013274511,0.15583108,0.05572195,-0.15520392,-0.21811531,0.16610517
PDGFRL,-0.00073439156,0.19099867,-0.08838999,0.12421563,0.020071942,0.05508383,0.2029122,0.20459612
PDLIM1,-0.002051901,0.16027474,-0.049892694,-0.10509515,0.00018063645,-0.22595026,0.04012069,-0.08415962
PDZRN3,-0.04185899,0.2571835,-0.00048634142,0.012612032,-0.0053769685,-0.00077337876,0.14357914,-0.15375131
PFKFB3,0.059829786,0.025373366,0.087091796,-0.14684007,0.019351266,-0.16708915,0.10964573,0.10842422
PHOSPHO1,-0.036185626,-0.22218727,-0.019446211,0.2756409,0.0025207899,0.017605705,0.32555494,-0.1728485
PI15,0.0017610283,0.24638262,0.0012232808,0.008710533,0.016012331,-0.12259283,0.12023579,-0.09878858
PIR,-0.001538444,-0.12335131,0.010629989,-0.0772425,-0.03821133,-0.19800289,0.060338948,0.10524775
PITX2,-0.026755007,0.0621075,0.06741016,0.14953485,-0.05711596,0.13066968,-0.12368782,0.066844605
PKIA,0.0054078423,0.019192982,0.005103362,-0.0028559698,0.19105497,-0.17730494,-0.011123432,-0.19497667
PLAG1,0.0066936095,0.03369806,0.07482209,0.17409825,-0.00088129897,-0.016300203,-0.13940176,-0.21546799
PLAU,0.13464594,0.17607208,0.081252284,-0.22138548,0.10027372,-0.10506335,-0.0015120435,0.026842618
PLCB1,-0.0061734216,0.18923861,0.08271275,0.11896684,-0.107115835,-0.21048574,0.04742803,-0.17604251
PLEK,0.30126834,-0.05180057,0.017928137,-0.09517871,0.10033519,0.0023245302,-0.0006255123,-0.007136016
PLEK2,0.0014825836,0.0014208029,0.14536709,0.025529116,-0.0005378123,0.17979579,-0.009343658,-0.05464298
PLEKHA4,0.03527934,0.11619288,-0.0014892651,0.12341584,-0.011918791,0.010347487,-0.04463339,0.03857078
PLEKHG4,-0.08363729,0.1568733,0.05577472,0.05097985,0.018293688,0.07797507,0.10658331,-0.010539943
PLTP,0.13692226,0.08075362,0.009300772,0.19471587,0.006598453,0.2874819,-0.035230376,-0.119570665
PLXDC1,0.05146092,0.011160926,-0.010075498,0.21189591,0.060646478,0.0078039104,-0.12406745,0.3603309
PMP22,-0.00075029954,0.23311228,0.009789955,-0.022671135,0.0030540896,0.02848565,0.16045989,0.012225222
PODN,0.00965292,0.3438427,-0.050366633,0.018579384,0.007779619,-0.011707553,0.034132656,-0.09881328
PODXL2,-0.00015787607,-0.028965594,0.068295285,0.18811028,0.007006087,0.15647069,-0.07234315,-0.26160154
POSTN,-0.0048058536,0.30177766,-0.0007233812,0.029686416,0.051321786,0.09556569,0.085477635,-0.0911023
PPARG,0.14972134,-0.059728418,0.07592186,0.08555004,-0.016893461,-0.001361598,-0.07075837,0.015179368
PPFIA2,-0.0011089536,-0.16430841,-0.0009867402,0.27177402,0.007308449,-0.008865621,0.016420307,0.22927406
PPFIA4,-0.07556783,0.056471165,-0.012008338,0.14203922,-0.0007531216,-0.052887943,0.021854676,0.025746765
PRDM8,-0.0014581371,0.008691882,0.011436249,0.115661785,0.10996321,-0.00028508823,-0.12441074,0.22596735
PRICKLE1,0.0047308984,0.22444288,0.04751838,0.076498635,-0.0032316754,-0.027348652,0.0150361005,-0.22652622
PRICKLE2,0.0004882894,0.3151499,-0.0013901915,0.005355943,0.036994584,-0.11049398,0.08542257,-0.067898445
PRND,0.06870151,0.002657071,0.009533287,0.2497115,0.033153817,-0.3005721,-0.10932828,-0.09858531
PROS1,0.050962906,0.06919775,-0.0034801823,0.19879608,0.10306979,-0.14239202,-0.011885573,-0.0569159
PRPH,-0.025019176,-0.06587623,0.084854536,0.17532322,-0.12782592,0.07973813,-0.11712339,0.017152857
PRSS23,0.037577134,0.24884062,-0.045601364,-0.033847164,0.0519507,-0.12091827,0.084047124,0.10095254
PRSS35,-0.035245687,0.037357323,-0.019646091,0.10680324,-0.021795388,-0.12518845,0.44595724,-0.001126693
PSAT1,-0.008910095,0.024821382,0.25713646,0.02090867,-0.13192172,0.14736246,-0.0836198,0.063187234
PTGDS,0.0009902638,0.08877523,0.011449448,0.26607513,-0.026724422,0.13958558,-0.17068173,-0.02987119
PTGER4,0.10886416,0.10729612,-0.0034364285,-0.040120047,-0.063293405,-0.2992973,-0.024095682,0.08887887
PTGES,-0.002644109,0.09809682,0.032375403,-0.00014128808,-0.011138455,0.15083864,0.13300034,-0.08259924
PTGFR,0.00012304308,0.31873718,-0.01054257,0.02022193,0.008380189,0.0057763527,0.107408814,0.1381266
PTGFRN,-0.0018104041,0.14272211,0.12681676,0.17886893,0.0022639201,0.03123939,-0.01869588,0.3552705
PTGS1,0.16749945,0.12889253,-0.014258951,0.11572848,0.13228028,0.10445587,0.085873485,-0.106157504
PTGS2,-0.0038933537,0.07465657,0.12684284,-0.09178732,0.07375138,-0.015117434,0.1556701,-0.07222769
PTK7,0.009657797,0.17746055,0.15950654,0.08711191,0.07122086,0.2002656,-0.034032952,0.006773354
PTPN22,0.13219433,-0.12207932,0.007096419,-0.0011949842,0.4471381,0.0016251797,-0.00055165257,-0.0013412578
PTPRE,0.21996862,-0.04803748,-2.3004064e-05,-0.032541025,0.25049317,-0.1672786,-0.009823939,-0.056249484
PTPRG,0.033723243,0.10162278,0.10946748,0.20325333,0.030725248,-0.45434865,-0.016346844,-0.1074197
PTPRZ1,-0.003772805,-0.19690412,0.07287826,0.25638327,0.010518115,-0.1547923,0.13953592,-0.17215468
QPCT,0.0015802479,-0.14201726,0.002136841,0.14353888,0.07688139,0.022942899,0.21172662,0.0012889653
RAB20,0.24883412,-0.0067421095,0.002039414,-0.0009827279,-0.0025933303,0.07361864,-0.20674197,-0.011665903
RAC2,0.19385853,-0.116618864,-0.0006026489,-0.017458767,0.37788197,0.059441485,-0.081625685,-0.008289569
RAC3,-0.042184416,0.093719766,-0.023212863,0.09997605,-0.0039403844,0.19953254,-0.010246466,-0.09331986
RARB,0.009744174,-0.22027308,0.08451203,0.23366417,0.00669012,-0.091518946,0.010708185,0.029991332
RARRES2,0.07592113,0.21780816,-0.05160212,0.0035095972,-0.022284094,-0.09758182,-0.0030714842,-0.16433792
RASD1,-0.00045982847,0.15367575,0.015043893,0.011932951,0.05035639,0.0072624735,0.03240111,-0.0066279313
RGS1,0.20784669,0.006139442,0.0025179759,-0.10095591,-0.06898228,-0.0029486255,0.09226542,-0.06542403
RGS2,0.07685764,0.06306632,0.008616548,-0.108413406,0.029627118,-0.18939838,-0.030274663,0.0068156794
RGS4,0.07751562,-0.00093939714,0.06040176,0.0058004586,0.41880032,-0.016118614,-0.16457255,0.10274824
RGS5,0.04984856,0.13868536,-0.03255332,0.22309211,-0.011356501,-0.25016028,0.003653062,-0.07124798
RHBDL2,-0.02964831,-0.23509741,0.0034255676,0.28375116,-0.004933876,0.08311964,0.33295143,0.03508062
RHPN2,-0.049699765,-0.09362369,0.079130106,0.28958794,-0.10632665,0.1222065,-0.021434752,-0.1262796
RNF150,0.0071185026,0.15610853,0.0833954,0.25425622,0.010451431,0.029962927,-0.16663586,-0.13001059
ROR1,0.00015222005,0.27845684,0.042557783,0.08360709,0.00025075962,-0.09619594,-0.0038104584,0.0031167627
ROR2,0.0004424806,0.30243742,0.10186782,0.022880323,-0.007079284,0.2025663,0.061541136,-0.13888697
RSAD2,0.17237449,-0.061719134,0.07247548,0.009273197,-0.14131655,0.030764615,0.1265509,0.25756162
RTN4RL1,-0.003610498,0.023750834,0.0013385977,0.23797612,-0.0036231738,0.15141904,-0.059324794,-0.00034950481
S100A16,0.06730327,0.1980837,-0.07531871,0.0022796032,0.005885563,-0.20668463,-0.03914645,-0.115268946
SCARA5,0.012778565,0.11563865,-0.0018705502,0.13860875,0.11077537,-0.18022092,0.080357574,-0.021363348
SCD,-0.004410715,-0.07087149,0.16127442,0.040290453,-0.019720523,0.07435846,0.10695529,0.13781352
SCRN1,0.0008762861,-0.023782017,0.06673484,0.1166088,0.0060184854,-0.035635404,0.0055631422,0.05115039
SDK2,-0.057923924,-0.14935237,0.06140533,0.32502657,-0.0019607104,-0.01233073,0.19690773,0.0049059596
SELENBP1,0.007418383,0.05509185,0.0050749644,0.21331522,-0.14409797,-0.009632463,0.08514581,-0.13044101
SEMA3A,-0.00038690382,0.22806095,0.085061,0.040437695,0.0042064018,0.1110834,0.017017422,-0.13952918
SEMA3B,-0.05186913,0.03027722,-0.04349588,0.19875248,0.0003321941,0.012551066,0.33118466,-0.26409376
SEMA4B,0.07236665,-0.21134976,0.10468822,0.1414688,0.14858066,-0.008880883,0.02322181,0.07841855
SEMA6A,0.003214663,0.11347068,0.06863977,0.22529942,-0.002628962,-0.23178181,-0.11155789,-0.22344287
SERPINA1,0.24704103,0.034892388,0.001245788,-0.1290641,-0.10270891,0.09706793,0.07527356,-0.07466297
SERPINE1,0.06019066,0.17891559,0.0011345631,-0.1996037,0.029877894,-0.16626854,-0.01775806,0.013591015
SERPINI1,0.0051815165,-0.06337385,0.11007796,0.13339722,0.0024012157,0.019131118,-0.18885112,0.012569036
SERTAD4,-0.0067335647,0.27016023,0.03753325,0.15709007,-0.001786447,0.07648955,-0.030240092,0.06740932
SETBP1,-0.026545558,0.1105942,0.054548867,0.30535468,-0.0029832097,-0.05452045,-0.048460696,0.29453057
SGCA,-0.001991129,-0.006455339,-0.04919599,0.17992748,-0.053448517,-0.031135557,0.0014951658,-0.0128492005
SIX4,-0.004527609,0.2728921,0.13484092,-0.064646155,0.0024757122,-0.02178525,0.11164657,-0.16165005
SKP2,-0.016764514,-0.025218578,0.3058892,0.15900864,-0.019362375,0.050583724,0.014022076,0.07532265
SLAMF8,0.3118839,0.0102086095,0.04809876,-0.033170566,-0.04497402,-0.01066759,0.023300087,0.018470876
SLC11A1,0.26703888,0.010559002,0.051380087,-0.11711587,-0.093081705,0.06400075,0.015703715,-0.0333667
SLC16A3,-0.03177953,0.038579747,0.009860365,-0.13683668,0.11874033,0.12671888,0.224119,-0.0036909417
SLC1A3,0.09818867,0.004074807,0.11527399,0.11186628,0.0608086,0.19108051,-0.009972952,0.15206856
SLC20A2,0.0061550736,-0.079829134,-0.0033856044,0.202273,0.03130895,-0.10520906,-0.004829498,0.124487676
SLC29A1,4.2261367e-05,-0.1552424,0.021821683,0.14319125,0.100844614,-0.15021892,-0.009601191,0.25006795
SLC29A4,-0.00394491,-0.07486981,0.032070566,0.29838404,0.07559998,0.23201768,-0.023220407,0.11916744
SLC36A2,-0.002340314,-0.24112388,0.021162122,0.31892735,-0.004570997,0.018938728,0.32279682,-0.13831659
SLC38A5,-0.005988122,0.12547293,0.008932303,-0.16961958,-0.010017232,-0.009454025,0.16405632,-0.08733563
SLC7A5,-0.009232529,-0.03646117,0.2112543,-0.014832934,-0.06053822,0.025377972,0.12973262,0.04006706
SLC7A8,0.19207236,0.14807388,0.055398412,-0.01412327,-0.020930437,0.031117555,0.016750285,0.024078852
SLC8A3,-0.054229215,-0.2123044,0.068906486,0.3290104,-0.003298505,0.04037787,0.28594428,-0.096136175
SLCO4A1,0.06269406,-0.07692192,0.00072875945,-0.039565347,0.36308122,-0.10052663,-0.15111737,-0.072622165
SLIT2,0.007044118,0.021629628,0.03555106,0.36488312,0.10011442,-0.009801443,-0.073080555,-0.0064898315
SLIT3,-0.005991909,0.052203976,0.024296038,0.3024438,0.109805085,0.00065018365,-0.0037561306,0.01923907
SMOC2,-0.004426065,0.30477962,-0.0221878,0.13239814,0.07105052,0.052493867,0.08935747,0.027465144
SMPD3,-0.0023380832,-0.21359783,0.04593701,0.29946384,0.0028973448,-0.005905558,0.33682933,-0.18986338
SNCAIP,0.0003774241,-0.116362795,0.06485706,0.20847255,-0.014022292,0.00701495,0.20385326,0.08618079
SNTB1,0.0072176363,0.12337152,0.07260941,0.16724032,-0.00079361565,-0.05811628,-0.10114268,0.059748765
SNX10,0.14379524,-0.11695748,0.00026661533,-0.071765415,0.40152165,0.006174563,-0.016633412,0.0030016892
SOST,-0.0008301065,-0.20210445,-0.0040054587,0.35344285,0.0014862679,0.030108744,0.13280866,-0.22119036
SOX18,0.033531908,-0.008597324,-0.08366655,0.12310035,0.0042889686,-0.19161943,-0.04288286,-0.17307225
SOX7,0.07180314,0.0043991753,0.00018845283,0.23909706,-0.0031164202,-0.37251142,-0.14471875,-0.13259685
SPARCL1,0.033623837,0.14222285,-0.0069360356,0.14264992,-0.03770246,-0.34181175,-0.23691835,-0.078633785
SPI1,0.24709734,-0.10364199,-0.0015224443,-0.033000976,0.29697937,0.032504335,-0.034926873,0.00037310878
SPOCK2,0.171583,-0.021196444,-0.002217077,0.2652461,-0.0031710227,-0.03930445,-0.2698254,-0.0043641026
SPON1,-0.04084396,0.21204427,0.00029756306,0.19056806,-0.004634248,0.1285891,0.1026844,0.0039870534
SPP1,0.14122681,-0.1681981,-0.023530403,0.06672056,0.29994377,0.015406782,0.17568372,-0.12651144
SQLE,-0.0283533,-0.11044229,0.1558649,-0.014095421,-0.025935363,0.020436784,0.114314266,0.107785
SRPX2,0.021553107,0.1051254,-0.028567284,-0.1472907,0.15900163,-0.13803875,0.24438545,0.18541996
ST3GAL6,0.10235994,-0.16745494,0.0074225087,0.11465226,0.19389006,-0.18656722,-0.13670947,-0.14390123
ST8SIA1,0.0031772994,0.009748416,0.051012408,0.20171401,0.01988439,-0.06788624,0.07322362,-0.003387994
STC2,-0.02002236,-0.0061073466,0.010434397,-0.03922893,-0.021030387,-0.09079352,0.1671149,0.0803641
STEAP2,0.046624586,0.13238281,0.07925155,-0.04738323,-0.0016109054,-0.078061506,0.01692353,-0.17049764
STEAP3,0.0025101341,-0.1633961,-0.0012832991,0.20442191,0.08514062,0.025157133,0.038480595,0.0015268356
STK32B,0.006038335,0.20865196,-0.008642937,0.08111662,0.060657647,-0.05299699,0.040581517,-0.09255906
SULF1,0.04238738,0.12152358,-0.007483312,0.039979473,0.15625124,-0.23045059,0.047524657,0.16292399
SULF2,0.048910923,0.14242424,0.09232603,0.0071898317,-0.0051984694,-0.057210583,-0.10967915,0.056522295
SUPT3H,0.016196774,-0.12685774,0.019882252,0.06044138,0.031125309,-0.017013555,-0.069426335,0.18995802
SV2A,-0.017939243,0.0074279355,0.1428844,0.21299666,0.052950144,0.032927856,-0.08698706,0.05625704
SYT12,0.008160442,-0.14217855,-0.024224885,0.20199579,0.10806074,-0.050036274,0.18324262,-0.20317686
SYTL2,-0.036438342,-0.029944519,0.006037253,0.065075114,-0.010566558,-0.085070096,0.37588954,0.034725513
TBX2,-0.009420471,-0.1690828,0.00014246983,0.2990653,0.002415119,-0.04993283,0.16290857,0.12912901
TBX3,-0.067435466,0.061921757,0.030061627,0.29300967,-0.0005727654,0.073371805,-0.15268645,0.22012924
TCIRG1,0.13328196,-0.12353205,-3.2155076e-05,-0.0028081264,0.45590767,0.003189786,0.0059367693,-0.006025981
TFAP2A,-0.004048228,0.0024438668,0.0982069,0.12770092,-0.034215428,0.06923088,-0.0052122343,-0.02941899
TFRC,0.00034789764,-0.046253294,0.1824171,-0.042538565,0.18817781,-0.11591924,0.18322659,0.017854895
TGFB3,-0.0015741676,0.27925012,0.10303034,0.012395629,0.09593053,-0.06578491,0.054183625,-0.093049
TGFBI,0.06752529,0.25499293,0.07977,0.0017026382,0.13331546,0.17924647,0.1475165,-0.07817087
TGM2,0.19248731,-0.009493308,0.025520308,0.001652131,-0.00092443434,-0.22291994,-0.048620343,-0.084180236
THBS2,0.005068754,0.3462427,-0.008227885,-0.011596186,0.07189841,0.0049118423,0.19761945,-0.106495075
THBS3,-0.016157027,0.26505363,-0.0017266775,0.080929995,-0.008022346,-0.010531051,0.12090777,-0.15168226
THY1,0.002830202,0.30113086,-0.0054001925,0.01610119,0.003994473,-0.055997476,0.055687726,-0.05440447
TIAM1,0.08279372,0.04073793,0.15189391,0.14177558,0.33985606,0.008279028,-0.10432051,-0.021891072
TM4SF1,0.10408569,0.17490491,-0.06250334,-0.01072553,0.0010096849,-0.21826388,-0.12301565,-0.07797641
TMEM100,0.015139543,0.12416362,-0.013785528,0.1428453,0.014889392,-0.15795285,0.066218615,0.0029246183
TNC,0.0008634716,0.11705466,0.10907312,0.14084841,0.10018915,0.043742288,0.14030801,0.20297845
TNFAIP6,0.045374855,0.2498555,0.00045581744,0.0035682363,0.0079497015,-0.060297355,0.20305653,-0.14335744
TNFAIP8L3,-0.041263122,0.13314784,0.07832643,0.17992122,-0.013525039,0.16672315,0.026569847,0.09449849
TNFRSF11A,0.13946426,-0.11139759,0.0006879616,0.042001408,0.4307065,0.0037994748,0.042884372,0.0013463418
TNFRSF11B,-0.004217231,0.06004516,0.037820965,0.19207306,-0.12139704,0.09014795,0.19930834,-0.028832257
TNFRSF12A,0.028741421,0.16171105,0.009128106,-0.27617115,0.11364669,0.019912945,0.09036708,-0.0010378003
TNFRSF19,0.004599053,0.12638064,0.12353198,0.20561433,0.09772611,0.20991705,-0.019317724,-0.0067661665
TNFSF13B,0.2918796,0.04207362,-0.008693323,-0.042181954,-0.20984203,-0.0013982515,0.08375416,-0.008087341
TNN,-0.060522106,0.19887021,-0.0011935509,0.09921486,0.0013524946,0.160838,0.314465,-0.028935183
TNS1,0.0038433988,0.3104719,-0.00057594746,0.035719477,0.00076492294,-0.20600978,-0.045843672,-0.026068706
TP53INP1,0.12422245,-0.032198325,-0.0023238265,0.22074717,0.029309327,-0.10550909,-0.11931846,-0.0045793676
TPM2,0.0055940785,0.05674806,0.0019232449,-0.15902776,0.008915021,-0.075412184,0.10963079,0.008920894
