,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,group
TARGET_OS::TARGET-40-PAPIJR,3.7504413,-0.8428268,-1.7157598,-0.4550594,0.21857437,-2.4526355,TARGET_OS
TARGET_OS::TARGET-40-PAPKWD,-3.326896,-4.500145,0.5416983,-1.2479937,0.37145346,0.21756226,TARGET_OS
TARGET_OS::TARGET-40-PAPNVD,-0.43304357,-1.7766145,1.0700681,0.5701254,0.5910458,1.0277318,TARGET_OS
TARGET_OS::TARGET-40-PAPWWC,0.043748893,-3.0571065,-0.8024429,1.1667366,0.28555062,-0.2222938,TARGET_OS
TARGET_OS::TARGET-40-PAPXGT,2.3962376,-3.0573568,-1.9325976,-0.5830467,-0.45703524,3.5103989,TARGET_OS
TARGET_OS::TARGET-40-PARBGW,-1.0436406,-3.6961594,-4.22282,-0.8436762,1.4282187,0.51002073,TARGET_OS
TARGET_OS::TARGET-40-PARDAX,-0.41822627,-3.2333505,2.1050994,1.6702027,0.70617574,1.3138667,TARGET_OS
TARGET_OS::TARGET-40-PARFTG,1.677737,-1.8661444,0.09488771,1.7336142,0.17657794,2.7748137,TARGET_OS
TARGET_OS::TARGET-40-PARGTM,-0.5943635,-1.7626168,1.3743743,0.18910314,-1.5139658,-4.4229736,TARGET_OS
TARGET_OS::TARGET-40-PARJXU,-3.2736866,4.240882,0.7101067,-0.016781857,-1.9744234,-0.29680943,TARGET_OS
TARGET_OS::TARGET-40-PARKAF,-0.48801818,-1.3318696,-0.07782712,1.9194279,0.1213318,-2.6246564,TARGET_OS
TARGET_OS::TARGET-40-PASEBY,2.0994487,-1.7670574,0.76371026,0.49586272,-0.6179371,0.21578562,TARGET_OS
TARGET_OS::TARGET-40-PASEFS,-3.9342082,1.3484015,2.1893406,-1.2068208,0.587249,1.7219679,TARGET_OS
TARGET_OS::TARGET-40-PASFCV,5.4018826,3.17124,-0.41219023,-1.1718156,-1.3514628,-0.42570004,TARGET_OS
TARGET_OS::TARGET-40-PASKZZ,-0.046050668,3.5751302,0.080676116,1.2777016,-0.059372947,-1.3457631,TARGET_OS
TARGET_OS::TARGET-40-PASNZV,3.7815058,-2.9429789,1.8975941,1.8605283,0.70919,1.0772512,TARGET_OS
TARGET_OS::TARGET-40-PASRNE,3.05162,-1.1487347,0.5161308,1.2918425,0.24952388,-0.33992887,TARGET_OS
TARGET_OS::TARGET-40-PASSLM,-1.5879508,0.74758667,3.3723807,0.5335951,0.50422287,-1.4385422,TARGET_OS
TARGET_OS::TARGET-40-PASUUH,1.8889699,-3.7828991,-1.4107783,-2.6331675,1.7489755,3.2799318,TARGET_OS
TARGET_OS::TARGET-40-PASYUK,6.5880065,1.2759138,-0.91509676,-0.42461243,-0.6758601,1.0336351,TARGET_OS
TARGET_OS::TARGET-40-PATAWV,-1.1687268,2.564925,2.8317678,-3.0137753,-1.8728238,0.0770751,TARGET_OS
TARGET_OS::TARGET-40-PATEEM,0.20414954,0.39008546,0.24278913,1.947357,-0.40888998,0.6934522,TARGET_OS
TARGET_OS::TARGET-40-PATJVI,1.7631915,0.6981113,0.45286706,-3.857412,-1.6446611,1.1741527,TARGET_OS
TARGET_OS::TARGET-40-PATKSS,-4.587269,0.8349021,1.9651093,0.80207044,0.14723948,0.8272666,TARGET_OS
TARGET_OS::TARGET-40-PATMIF,4.5800676,0.005630379,0.59731567,-1.188298,-0.26052195,0.047017865,TARGET_OS
TARGET_OS::TARGET-40-PATMPU,0.5422426,-2.9254498,2.0533848,1.6855894,0.95789194,0.16926892,TARGET_OS
TARGET_OS::TARGET-40-PATMXR,0.015090397,-2.8398652,2.3598778,1.9750084,1.1862994,1.8224533,TARGET_OS
TARGET_OS::TARGET-40-PATPBS,1.5993835,0.31262127,1.9907688,1.2378305,-0.66872823,-3.9074998,TARGET_OS
TARGET_OS::TARGET-40-PATUXZ,-1.3539605,-2.2822587,0.018575793,1.3971888,1.0043747,2.034272,TARGET_OS
TARGET_OS::TARGET-40-PAUBIT,0.95806426,3.8537333,-0.3198897,0.17021562,-1.0288838,0.6911091,TARGET_OS
TARGET_OS::TARGET-40-PAUTWB,4.2441664,-0.5286894,-0.86841536,1.4673765,0.43681365,0.39119062,TARGET_OS
TARGET_OS::TARGET-40-PAUTYB,-0.041985266,-4.2042756,-3.072704,-0.57031715,1.7822781,1.9499106,TARGET_OS
TARGET_OS::TARGET-40-PAUUML,-4.464738,1.8977146,2.6580334,0.23757851,0.13072407,1.3188332,TARGET_OS
TARGET_OS::TARGET-40-PAUVUL,-2.6562405,-4.0035954,-0.6821848,-1.0450485,0.53974026,0.18604615,TARGET_OS
TARGET_OS::TARGET-40-PAUXPZ,-4.5392075,-1.7926811,-3.8091214,-0.15943538,0.35312903,-1.1166676,TARGET_OS
TARGET_OS::TARGET-40-PAUYTT,-6.378313,-0.35757104,-2.1714652,-1.5089828,0.037533138,1.1767633,TARGET_OS
TARGET_OS::TARGET-40-PAVALD,-7.118011,0.7203512,2.2299728,-0.3920192,-0.79755956,0.7775744,TARGET_OS
TARGET_OS::TARGET-40-PAVCLP,1.8929724,0.68330777,-0.3828511,0.18819691,-0.3833293,-1.3114008,TARGET_OS
TARGET_OS::TARGET-40-PAVDTY,-1.268164,-1.503587,-3.5523558,-1.16352,0.7767561,-0.39653966,TARGET_OS
TARGET_OS::TARGET-40-PAVECB,-1.7817687,4.532355,-2.829143,-0.30494994,-0.7553605,-1.3074367,TARGET_OS
GSE21257::GSM530667,0.5476237,0.9904198,0.75350416,0.7719038,-0.13867025,-3.7755976,GSE21257
GSE21257::GSM530899,-2.9204006,2.3314764,0.6966097,-1.1816468,0.044834953,-2.5209556,GSE21257
GSE21257::GSM531283,-4.10429,-2.0367029,2.969197,1.5296834,-0.25319162,-2.5247414,GSE21257
GSE21257::GSM531284,-1.8310672,2.448227,1.5331991,-0.9956017,-0.7351282,-0.3598196,GSE21257
GSE21257::GSM531285,-2.0912235,-3.40027,0.44348213,0.08957752,0.9259074,0.49316278,GSE21257
GSE21257::GSM531286,-4.501183,3.1488316,-0.03613122,0.4961458,0.45291907,1.3969744,GSE21257
GSE21257::GSM531287,0.7344635,0.493648,-1.1327552,1.7977154,0.95559,0.17083047,GSE21257
GSE21257::GSM531288,0.26679838,3.6951554,-0.609156,0.22385797,-1.4451933,0.87612545,GSE21257
GSE21257::GSM531289,-3.0981562,-0.2999862,1.7921432,1.590573,-0.087288104,0.6622227,GSE21257
GSE21257::GSM531290,-5.2649255,-4.200844,3.0824533,-0.6091067,0.5335974,2.6417136,GSE21257
GSE21257::GSM531291,-0.37809548,-0.08985934,-1.2911297,0.32079685,0.3234043,0.5971102,GSE21257
GSE21257::GSM531292,0.42470303,0.18381628,-1.5779086,0.788398,-0.20110242,2.3288355,GSE21257
GSE21257::GSM531293,0.44871995,-0.8443401,-0.33290637,2.0652652,1.3985049,-1.8745463,GSE21257
GSE21257::GSM531294,-2.4955091,-0.9578306,0.87671095,-1.2948073,0.99905723,1.2428114,GSE21257
GSE21257::GSM531295,-3.4302719,0.83607286,1.1842499,2.3272033,0.6537104,1.8974307,GSE21257
GSE21257::GSM531296,1.3071235,-0.7687058,0.40486357,1.0790479,0.45503032,-2.8192847,GSE21257
GSE21257::GSM531297,-0.85674554,4.011363,-0.46878275,0.78992414,-0.4133261,-1.3737601,GSE21257
GSE21257::GSM531298,-5.928261,1.6715628,-2.289056,0.3583607,-0.38498756,1.3774711,GSE21257
GSE21257::GSM531299,-3.31428,2.248338,1.5621357,-0.13150126,-0.5696788,0.41273227,GSE21257
GSE21257::GSM531300,-2.2654722,-1.3744526,0.59711033,0.41463324,-0.09259676,-2.0567024,GSE21257
GSE21257::GSM531301,-0.44476357,0.6871535,2.313105,0.43039754,-0.7870486,-0.40185332,GSE21257
GSE21257::GSM531302,3.5297203,0.7567863,-3.2167203,-0.87727964,-0.6955667,1.768675,GSE21257
GSE21257::GSM531303,5.0064473,-0.8044171,-1.9068662,-2.3183863,-2.4373434,-2.7598848,GSE21257
GSE21257::GSM531304,2.307061,1.8684043,-1.799478,-2.4379973,-1.0776608,-0.8274936,GSE21257
GSE21257::GSM531305,4.477616,1.881502,-3.771116,-0.8607282,-1.40785,0.75929177,GSE21257
GSE21257::GSM531306,-0.061359804,-4.2077875,2.1696773,-1.704724,0.4834072,1.8206098,GSE21257
GSE21257::GSM531307,2.2919722,2.163423,-0.42185578,0.7427934,-0.5118783,0.4095063,GSE21257
GSE21257::GSM531308,0.13062352,-2.6701486,1.2884079,-1.6059877,0.16737987,-2.8146656,GSE21257
GSE21257::GSM531309,4.1520457,0.85559374,-3.2564957,0.97309613,-0.533295,2.312055,GSE21257
GSE21257::GSM531310,2.7999694,-2.0428536,0.81292766,0.9120139,0.7871774,0.62101483,GSE21257
GSE21257::GSM531311,0.5122143,0.7913612,0.8356791,-2.4379504,-0.6944935,-5.1087976,GSE21257
GSE21257::GSM531312,-1.8682724,-3.9767115,0.39131045,-0.27331862,0.011504876,-0.118784405,GSE21257
GSE21257::GSM531313,2.823404,0.69655424,1.0099738,-2.8228114,-0.4167831,-0.1386051,GSE21257
GSE21257::GSM531314,-0.5696583,1.7388419,0.102804534,-0.121479884,-0.39569554,1.1122802,GSE21257
GSE21257::GSM531319,-0.1939701,-2.9299808,0.4628937,0.43757677,0.0820034,-0.36955705,GSE21257
GSE21257::GSM531320,2.0821114,1.246685,-1.2553159,1.406137,0.70470494,-0.11547176,GSE21257
GSE21257::GSM531321,6.1092496,-0.3131098,-3.3702745,-1.2050563,-0.4133865,-0.25685406,GSE21257
GSE21257::GSM531322,1.9532692,-3.178526,0.89200276,1.7579288,-0.068007804,0.12851565,GSE21257
GSE21257::GSM531323,2.4671052,2.4820797,-0.9153214,0.21337187,0.2466112,0.6666267,GSE21257
GSE21257::GSM531324,2.673378,-1.234341,-1.1428746,2.3910286,1.1901578,0.7940267,GSE21257
GSE21257::GSM531325,-1.6776845,1.6342658,1.6007689,0.55219674,-0.292024,0.71900207,GSE21257
GSE21257::GSM531326,0.27385196,-2.833659,-0.8994596,1.2475039,1.0579396,0.40852892,GSE21257
GSE21257::GSM531327,-4.3901896,-4.0261,1.3910831,-0.618424,1.7081175,2.2046487,GSE21257
GSE21257::GSM531328,0.2751456,2.155217,-0.65843046,-2.381057,-0.5550182,-0.41312528,GSE21257
GSE21257::GSM531329,-6.5143347,-0.8176916,1.3603053,0.018114725,0.3951502,1.178785,GSE21257
GSE21257::GSM531330,3.8813045,-0.13635336,-0.64953417,-0.7085036,-0.62530535,-0.8266594,GSE21257
GSE21257::GSM531331,-1.05898,0.97990626,-1.188219,1.2965788,0.35185125,1.2210356,GSE21257
GSE21257::GSM531332,1.5181102,2.5044599,-0.83383274,0.71264666,-0.0059038373,1.1053658,GSE21257
GSE21257::GSM531333,2.796073,1.44557,-0.4941201,-1.1826582,-0.29209942,0.6094448,GSE21257
GSE21257::GSM531334,-0.60474336,0.36981112,0.5102037,-0.004562546,0.4029845,1.4079227,GSE21257
GSE21257::GSM531335,2.6439629,1.4981285,0.113445394,-1.6594484,-0.12962623,0.6142273,GSE21257
GSE21257::GSM531351,1.0949192,-1.7930409,0.55348593,-1.0878791,0.3740583,-2.1538682,GSE21257
GSE21257::GSM531352,0.3348538,-2.8769436,1.8140043,0.7864467,0.95454574,-0.34795216,GSE21257
GSE39055::GSM954790,-0.30653343,-1.669589,0.124180146,0.91607326,0.1488883,-0.31043234,GSE39055
GSE39055::GSM954791,0.35216454,-0.7906228,0.24171312,0.9796258,0.31600603,0.15952502,GSE39055
GSE39055::GSM954792,0.51464075,1.440813,1.2317666,-0.45163047,-0.058612797,-0.25997788,GSE39055
GSE39055::GSM954793,-0.52738875,-0.5705698,-0.8015749,-1.3576555,0.11833721,-0.21764788,GSE39055
GSE39055::GSM954794,1.7540596,0.45214742,-0.30165565,0.37075782,0.228057,-0.103983745,GSE39055
GSE39055::GSM954795,0.30206487,-0.6129895,0.39844012,-0.0408209,-0.009366191,-0.69937634,GSE39055
GSE39055::GSM954796,-1.2520645,-1.3466288,-1.1913755,-1.9602011,-0.0052858773,0.1702232,GSE39055
GSE39055::GSM954797,-0.80131555,-0.179237,-0.92774343,-0.6375525,-0.07582196,0.41868344,GSE39055
GSE39055::GSM954798,-1.2044744,1.822643,0.93065554,1.3109429,-0.21583617,0.12826052,GSE39055
GSE39055::GSM954799,-0.391566,1.1733103,-0.29063952,-0.4764141,0.082437284,0.4095606,GSE39055
GSE39055::GSM954800,-0.14411809,-0.430112,-1.1816074,-0.7660405,-0.13722521,0.3537751,GSE39055
GSE39055::GSM954801,0.20485929,0.43667492,0.6829221,1.18612,0.107254,0.3922329,GSE39055
GSE39055::GSM954802,-0.31382963,-1.886573,-0.24586181,0.76581436,0.04332881,-0.32073233,GSE39055
GSE39055::GSM954803,0.059630755,0.21649177,0.20560901,-0.000607321,0.4606051,-0.07437969,GSE39055
GSE39055::GSM954804,-0.21724197,0.63179576,-0.17840794,0.83823055,0.43648934,0.27307525,GSE39055
GSE39055::GSM954805,1.9973891,1.0584948,0.7703819,0.28944048,0.15309134,-0.04820438,GSE39055
GSE39055::GSM954806,1.6786747,2.6492102,-1.2853773,0.34348014,-0.0071213613,0.42100868,GSE39055
GSE39055::GSM954807,1.4697566,0.5328533,0.6895835,1.03981,-0.3342604,-0.6236627,GSE39055
GSE39055::GSM954808,-1.4126043,-0.63446844,-0.92010117,-0.8994748,-0.1401414,-0.005401457,GSE39055
GSE39055::GSM954809,-0.38809702,-2.1082404,-0.80546975,-3.2286315,-0.24396239,0.61869437,GSE39055
GSE39055::GSM954810,-3.0888562,-2.3517756,2.2569013,-4.0848074,-0.88836956,-0.31107,GSE39055
GSE39055::GSM954811,0.074528515,0.12158245,-0.9180617,0.15662384,-0.03288769,0.74695444,GSE39055
GSE39055::GSM954812,0.4206234,0.8850615,-0.75575495,0.9186042,0.023697726,-0.11069488,GSE39055
GSE39055::GSM954813,-0.24484503,1.6620879,0.7370699,0.9347345,-0.12590761,-0.012320395,GSE39055
GSE39055::GSM954814,0.78748524,-1.0567464,-1.0615463,-0.93489516,-0.033267945,0.111410275,GSE39055
GSE39055::GSM954815,-0.3248062,-1.7687263,-0.3013421,0.65739006,0.17749347,-0.72610486,GSE39055
GSE39055::GSM954816,0.6586143,0.25249,0.7881131,1.1704026,0.47452477,0.20862603,GSE39055
GSE39055::GSM954817,0.54543424,-0.30939946,0.004869882,1.7617171,0.13726398,-0.9360897,GSE39055
GSE39055::GSM954818,0.17208496,2.2759445,-0.40278983,0.71747077,0.12260173,0.156198,GSE39055
GSE39055::GSM954819,0.14783794,1.8880626,0.91478056,0.9049151,-0.014945935,-0.19087163,GSE39055
GSE39055::GSM954820,-0.94730467,1.8498299,0.122400425,1.3454581,-0.25610724,0.4395946,GSE39055
GSE39055::GSM954821,-1.5234236,-2.662174,0.15758908,-2.7361815,-0.33070368,0.42931902,GSE39055
GSE39055::GSM954822,-0.7820936,-0.60101265,1.4707847,0.6915664,0.09760652,0.35671186,GSE39055
GSE39055::GSM954823,0.5704284,-0.47502643,-0.040067423,1.2649711,0.24046032,-0.38345385,GSE39055
GSE39055::GSM954824,1.3339067,1.5144147,0.34678385,-0.07675001,-0.4601432,-0.0604671,GSE39055
GSE39055::GSM954825,1.7470357,0.7320596,0.047785632,1.0552711,0.17613128,-0.38536847,GSE39055
GSE39055::GSM954826,-0.92065483,-2.1420748,-0.51295406,-1.9677576,-0.1743071,-0.013613684,GSE39055
