analysis_set,initial_factors,factor,activity_threshold_percent,active_group_count,active_groups,activity_class,minimum_group_r2,maximum_group_r2,mean_group_r2,median_group_r2,r2_range,r2_DOG2,r2_TARGET_OS,r2_GSE21257,r2_GSE39055
four_cohort_core_plus_frozen,12,Factor1,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.698625087738037,14.044606685638428,9.339313209056854,10.807010531425476,12.34598159790039,14.044606685638428,10.758090019226074,10.855931043624878,1.698625087738037
four_cohort_core_plus_frozen,12,Factor2,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.6195287704467773,9.444808959960938,7.172970473766327,8.313772082328796,6.82528018951416,8.16524624824524,9.444808959960938,8.462297916412354,2.6195287704467773
four_cohort_core_plus_frozen,12,Factor3,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,0.68550705909729,7.219523191452026,3.8720011711120605,3.791487216949463,6.534016132354736,7.219523191452026,4.403984546661377,3.178989887237549,0.68550705909729
four_cohort_core_plus_frozen,12,Factor4,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.393239736557007,5.805838108062744,3.714345395565033,3.3291518688201904,3.4125983715057373,5.805838108062744,3.232055902481079,3.4262478351593018,2.393239736557007
four_cohort_core_plus_frozen,12,Factor5,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,0.5831122398376465,4.4660210609436035,2.6149317622184753,2.7052968740463257,3.882908821105957,4.4660210609436035,2.8351962566375732,2.575397491455078,0.5831122398376465
four_cohort_core_plus_frozen,12,Factor6,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.1952826976776123,5.262666940689087,2.1941736340522766,1.6593724489212036,5.067384243011475,5.262666940689087,2.639186382293701,0.679558515548706,0.1952826976776123
four_cohort_core_plus_frozen,12,Factor7,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.7756462097167969,2.489495277404785,2.124902606010437,2.117234468460083,0.7138490676879883,1.886129379272461,2.348339557647705,2.489495277404785,1.7756462097167969
four_cohort_core_plus_frozen,12,Factor8,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.1395881175994873,5.026066303253174,1.9592627882957458,1.3356983661651611,4.8864781856536865,5.026066303253174,1.4538168907165527,1.2175798416137695,0.1395881175994873
four_cohort_core_plus_frozen,12,Factor1,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.698625087738037,14.044606685638428,9.339313209056854,10.807010531425476,12.34598159790039,14.044606685638428,10.758090019226074,10.855931043624878,1.698625087738037
four_cohort_core_plus_frozen,12,Factor2,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.6195287704467773,9.444808959960938,7.172970473766327,8.313772082328796,6.82528018951416,8.16524624824524,9.444808959960938,8.462297916412354,2.6195287704467773
four_cohort_core_plus_frozen,12,Factor3,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.68550705909729,7.219523191452026,3.8720011711120605,3.791487216949463,6.534016132354736,7.219523191452026,4.403984546661377,3.178989887237549,0.68550705909729
four_cohort_core_plus_frozen,12,Factor4,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.393239736557007,5.805838108062744,3.714345395565033,3.3291518688201904,3.4125983715057373,5.805838108062744,3.232055902481079,3.4262478351593018,2.393239736557007
four_cohort_core_plus_frozen,12,Factor5,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.5831122398376465,4.4660210609436035,2.6149317622184753,2.7052968740463257,3.882908821105957,4.4660210609436035,2.8351962566375732,2.575397491455078,0.5831122398376465
four_cohort_core_plus_frozen,12,Factor6,1.0,2,DOG2;TARGET_OS,partially_shared,0.1952826976776123,5.262666940689087,2.1941736340522766,1.6593724489212036,5.067384243011475,5.262666940689087,2.639186382293701,0.679558515548706,0.1952826976776123
four_cohort_core_plus_frozen,12,Factor7,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.7756462097167969,2.489495277404785,2.124902606010437,2.117234468460083,0.7138490676879883,1.886129379272461,2.348339557647705,2.489495277404785,1.7756462097167969
four_cohort_core_plus_frozen,12,Factor8,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.1395881175994873,5.026066303253174,1.9592627882957458,1.3356983661651611,4.8864781856536865,5.026066303253174,1.4538168907165527,1.2175798416137695,0.1395881175994873
four_cohort_core_plus_frozen,12,Factor1,2.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,1.698625087738037,14.044606685638428,9.339313209056854,10.807010531425476,12.34598159790039,14.044606685638428,10.758090019226074,10.855931043624878,1.698625087738037
four_cohort_core_plus_frozen,12,Factor2,2.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.6195287704467773,9.444808959960938,7.172970473766327,8.313772082328796,6.82528018951416,8.16524624824524,9.444808959960938,8.462297916412354,2.6195287704467773
four_cohort_core_plus_frozen,12,Factor3,2.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.68550705909729,7.219523191452026,3.8720011711120605,3.791487216949463,6.534016132354736,7.219523191452026,4.403984546661377,3.178989887237549,0.68550705909729
four_cohort_core_plus_frozen,12,Factor4,2.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.393239736557007,5.805838108062744,3.714345395565033,3.3291518688201904,3.4125983715057373,5.805838108062744,3.232055902481079,3.4262478351593018,2.393239736557007
four_cohort_core_plus_frozen,12,Factor5,2.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.5831122398376465,4.4660210609436035,2.6149317622184753,2.7052968740463257,3.882908821105957,4.4660210609436035,2.8351962566375732,2.575397491455078,0.5831122398376465
four_cohort_core_plus_frozen,12,Factor6,2.0,2,DOG2;TARGET_OS,partially_shared,0.1952826976776123,5.262666940689087,2.1941736340522766,1.6593724489212036,5.067384243011475,5.262666940689087,2.639186382293701,0.679558515548706,0.1952826976776123
four_cohort_core_plus_frozen,12,Factor7,2.0,2,TARGET_OS;GSE21257,partially_shared,1.7756462097167969,2.489495277404785,2.124902606010437,2.117234468460083,0.7138490676879883,1.886129379272461,2.348339557647705,2.489495277404785,1.7756462097167969
four_cohort_core_plus_frozen,12,Factor8,2.0,1,DOG2,group_specific,0.1395881175994873,5.026066303253174,1.9592627882957458,1.3356983661651611,4.8864781856536865,5.026066303253174,1.4538168907165527,1.2175798416137695,0.1395881175994873
