analysis_set,initial_factors,factor,activity_threshold_percent,active_group_count,active_groups,activity_class,minimum_group_r2,maximum_group_r2,mean_group_r2,median_group_r2,r2_range,r2_DOG2,r2_TARGET_OS,r2_GSE21257,r2_GSE39055
four_cohort_core_plus_frozen,16,Factor1,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.6322314739227295,13.130992650985718,8.732250332832336,10.08288860321045,11.498761177062988,13.130992650985718,10.075753927230835,10.090023279190063,1.6322314739227295
four_cohort_core_plus_frozen,16,Factor10,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.3109753131866455,1.9577741622924805,1.3692095875740051,1.6040444374084473,1.646798849105835,1.6579091548919678,1.9577741622924805,1.5501797199249268,0.3109753131866455
four_cohort_core_plus_frozen,16,Factor11,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.16416311264038086,1.747220754623413,1.1047691106796265,1.253846287727356,1.5830576419830322,1.747220754623413,1.2951552867889404,1.2125372886657715,0.16416311264038086
four_cohort_core_plus_frozen,16,Factor2,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,3.617990016937256,7.284450531005859,5.862365663051605,6.273511052131653,3.6664605140686035,7.284450531005859,6.910383701324463,5.636638402938843,3.617990016937256
four_cohort_core_plus_frozen,16,Factor3,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,0.7232785224914551,8.105283975601196,4.134897887706757,3.8555145263671875,7.382005453109741,8.105283975601196,4.16904091835022,3.5419881343841553,0.7232785224914551
four_cohort_core_plus_frozen,16,Factor4,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.383882761001587,7.794320583343506,4.030507802963257,3.4719139337539673,6.410437822341919,7.794320583343506,3.346526622772217,3.5973012447357178,1.383882761001587
four_cohort_core_plus_frozen,16,Factor5,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,0.9561479091644287,4.815936088562012,2.975243330001831,3.064444661140442,3.859788179397583,0.9561479091644287,4.815936088562012,4.670268297195435,1.4586210250854492
four_cohort_core_plus_frozen,16,Factor6,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.4984259605407715,5.0322771072387695,2.8502658009529114,2.9351800680160522,4.533851146697998,5.0322771072387695,3.0455410480499268,2.8248190879821777,0.4984259605407715
four_cohort_core_plus_frozen,16,Factor7,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,0.9273886680603027,3.964078426361084,2.462276816368103,2.4788200855255127,3.0366897583007812,3.964078426361084,3.0256271362304688,1.9320130348205566,0.9273886680603027
four_cohort_core_plus_frozen,16,Factor8,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.3668665885925293,4.5493245124816895,2.3525625467300415,2.2470295429229736,4.18245792388916,4.5493245124816895,2.7975082397460938,1.6965508460998535,0.3668665885925293
four_cohort_core_plus_frozen,16,Factor9,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.3203153610229492,2.4408042430877686,1.590833067893982,1.801106333732605,2.1204888820648193,2.4408042430877686,1.897585391998291,1.704627275466919,0.3203153610229492
four_cohort_core_plus_frozen,16,Factor1,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.6322314739227295,13.130992650985718,8.732250332832336,10.08288860321045,11.498761177062988,13.130992650985718,10.075753927230835,10.090023279190063,1.6322314739227295
four_cohort_core_plus_frozen,16,Factor10,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.3109753131866455,1.9577741622924805,1.3692095875740051,1.6040444374084473,1.646798849105835,1.6579091548919678,1.9577741622924805,1.5501797199249268,0.3109753131866455
four_cohort_core_plus_frozen,16,Factor11,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.16416311264038086,1.747220754623413,1.1047691106796265,1.253846287727356,1.5830576419830322,1.747220754623413,1.2951552867889404,1.2125372886657715,0.16416311264038086
four_cohort_core_plus_frozen,16,Factor2,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,3.617990016937256,7.284450531005859,5.862365663051605,6.273511052131653,3.6664605140686035,7.284450531005859,6.910383701324463,5.636638402938843,3.617990016937256
four_cohort_core_plus_frozen,16,Factor3,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.7232785224914551,8.105283975601196,4.134897887706757,3.8555145263671875,7.382005453109741,8.105283975601196,4.16904091835022,3.5419881343841553,0.7232785224914551
four_cohort_core_plus_frozen,16,Factor4,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.383882761001587,7.794320583343506,4.030507802963257,3.4719139337539673,6.410437822341919,7.794320583343506,3.346526622772217,3.5973012447357178,1.383882761001587
four_cohort_core_plus_frozen,16,Factor5,1.0,3,TARGET_OS;GSE21257;GSE39055,partially_shared,0.9561479091644287,4.815936088562012,2.975243330001831,3.064444661140442,3.859788179397583,0.9561479091644287,4.815936088562012,4.670268297195435,1.4586210250854492
four_cohort_core_plus_frozen,16,Factor6,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.4984259605407715,5.0322771072387695,2.8502658009529114,2.9351800680160522,4.533851146697998,5.0322771072387695,3.0455410480499268,2.8248190879821777,0.4984259605407715
four_cohort_core_plus_frozen,16,Factor7,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.9273886680603027,3.964078426361084,2.462276816368103,2.4788200855255127,3.0366897583007812,3.964078426361084,3.0256271362304688,1.9320130348205566,0.9273886680603027
four_cohort_core_plus_frozen,16,Factor8,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.3668665885925293,4.5493245124816895,2.3525625467300415,2.2470295429229736,4.18245792388916,4.5493245124816895,2.7975082397460938,1.6965508460998535,0.3668665885925293
four_cohort_core_plus_frozen,16,Factor9,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.3203153610229492,2.4408042430877686,1.590833067893982,1.801106333732605,2.1204888820648193,2.4408042430877686,1.897585391998291,1.704627275466919,0.3203153610229492
