,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
EHD3,0.02874311506792491,-0.04066926063025009,0.05595481181602271,-0.0048855260793471324,0.023489821028060236,0.015773172486835452,-0.06949286449997505,0.0009266073122677893,-0.02893060790565853,-0.028019495955805426,0.026987677117705146,0.00034499772115793295
ELOVL4,-0.04406336981153637,-0.010645857496913146,0.01965391426557142,0.05449506089720769,0.003328728938620831,-0.015844859085370647,0.025483284232193253,0.016491771563583772,-0.0057219996442266635,-0.0085928903270313,0.0007676272958128307,-0.015200764739147901
ENPP5,0.04310762370360336,-0.04058547974978984,0.030594454179334787,-0.0027145767403099694,-0.0016222144739498545,0.011444813600587139,-0.0520736292990019,-0.02150596008209827,-0.04677393542368432,0.016962157442582497,-0.03587138235347768,-0.04733600784137869
EPAS1,0.05252914416704307,-0.001216640067079397,0.06984537565755951,-0.01020710040274498,-0.003176607491463434,0.04396378026222631,-0.06859733026399474,-0.031268376791548355,0.03520086494284523,-0.014969676691114035,-0.038693632863722335,0.0013549700547926414
EPHA2,-0.029772626156618874,-0.04088209861486936,0.019359795652034845,0.041221054232962726,0.01485905938087475,0.001121782155609998,0.012253984577297723,0.057183579090147964,0.02903357077395597,0.019584270412184673,0.034991869096944635,-0.03564048048292574
EPHB3,-0.02061081193034402,0.07455859471277282,0.02152289569790353,0.044580110737085246,0.012647746005316216,0.017154651921168464,0.0623729639419916,0.01144738994461033,0.001436409137227701,-0.030348210336253203,0.08195969555311361,0.014157770054749618
ESPL1,-0.040921856329359296,-0.03890834179984229,-0.02834079671109211,0.08347688283112295,0.03409820889024772,0.05629534228720514,-0.018234622711890438,-0.01598906897045514,0.012864188104525316,0.023612088820733568,0.014983443110106444,0.04939383023166524
EVI2A,0.05223860984631075,0.01747418689625762,-0.01552476105664313,0.014771865015159006,0.022741284770343814,-0.05092420909776188,-0.04420293817341962,0.11189384757950602,-0.04010863786910735,-0.02778301950314201,-0.030642037692261256,-0.06314895246920893
EXO1,-0.03206302607587598,-0.04148761155756272,-0.019349348514971967,0.06758299786849051,0.03644164389601039,0.04469880029617517,-0.05524880893908712,0.024918374295554126,-0.005063887659200409,0.03120570637392739,-0.020814768082078383,0.007305620243573439
F5,0.05272383084146787,-0.0092809244443485,0.03619576550780403,-0.013408570140672068,0.03926960710633494,-0.03677995145080056,-0.03856696252050093,0.03216562402342786,-0.004923158113809145,0.003921561959790898,0.07996848164549973,0.05196690040386773
