,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6
CHPF,-0.035156686,0.16672201,-0.07239924,0.05425108,-0.009977826,0.018989876
CLDN5,0.10667192,0.053233217,-0.1320284,0.08789438,0.102222875,-0.00053195737
CLIC3,0.026293317,0.11444613,-0.033057753,0.079430126,0.0033416103,-0.1916325
CLIC6,0.06250599,-0.0070432294,0.016336769,0.1278854,0.08255109,-0.18032198
CNTNAP1,-0.0010620349,0.14091738,0.15964858,0.16884914,-0.024442414,0.0032214979
COBLL1,-0.0042918324,0.10399826,0.005344985,0.068876766,-0.15985706,0.12695171
COL11A1,-0.020618582,0.23918827,0.0017213402,0.10562159,0.18346457,0.0007958282
COL11A2,-0.085150994,-0.053608708,-0.00078336615,0.22263017,0.32825127,0.04974264
COL12A1,-0.0007048917,0.2526347,0.0034746602,0.084501475,0.07684544,-0.11857208
COL13A1,-0.067134164,-0.15334754,0.01839252,0.36320183,0.06632178,0.030550392
COL14A1,0.0025863664,0.3318022,0.00266955,0.027014922,0.07969288,0.015250896
COL15A1,0.11037464,0.18238454,0.032755613,0.04238662,-0.16881776,-0.034141082
COL18A1,0.07213833,0.16479492,-0.015214687,0.12593178,0.024728669,-0.008068774
COL22A1,0.0034417037,-0.19290102,-0.00092096353,0.3079206,0.2713357,-0.023799712
COL24A1,-0.06022169,-0.096300155,0.11135021,0.26125306,0.19323564,0.019498222
COL2A1,-0.08162055,0.08654407,0.03261274,0.13918671,0.26263243,0.007999667
COL3A1,-0.03139991,0.34975955,0.0011294015,0.013829239,0.08618936,-0.06741384
COL5A1,-0.045628782,0.25284806,0.0036269752,0.15399043,-0.00060989946,-0.11397298
COL5A3,0.026902862,0.13031842,0.0005365537,0.15453422,-0.05834394,-0.0399294
COL6A1,-0.0035574606,0.29655743,-0.0009641256,0.05921069,-0.2611418,-0.08588703
COL6A2,-0.0003352494,0.2832637,-0.028261762,0.004500409,-0.17748898,-0.105463564
COL6A3,-0.0033631308,0.3078133,0.03590963,0.065742806,-0.10593911,-0.09744925
COL8A2,-0.052298278,0.22215542,-0.0022158402,0.08098985,-0.0018837058,-0.037121322
COL9A2,-0.045066975,0.08429999,0.015043716,0.108643055,0.34766686,0.0034834864
COMP,-0.0011491386,0.27160782,-0.052285526,0.0834837,0.071324624,0.049736988
CPE,-0.097702175,-0.13061766,0.02713708,0.3592757,0.1630376,0.06543505
CPNE8,0.0051883855,-0.0036593582,0.0011799253,0.13454573,0.05126948,0.0033366638
CPXM2,0.0061761374,0.11782826,-0.098970704,0.1975459,0.0011439282,0.09910728
CRYAB,-0.010551251,-0.04207466,-0.017157828,0.13374507,-0.04005765,-0.12715887
CSF1,0.17771064,-0.103678614,-0.0020726686,0.13453534,-0.13596265,-0.19119717
CSPG4,-0.07666634,0.05302829,0.007969569,0.25127852,-0.079784036,-0.01747708
CTHRC1,0.011395152,0.10536562,0.0038950564,0.019361371,0.099091426,-0.13237962
CTSK,0.14247264,-0.099248566,0.00048466754,0.104990095,-0.052266106,-0.3996736
CTSS,0.30669248,0.028906768,0.0025078934,-0.09278177,0.025329517,0.14081973
CXCL12,0.1576929,0.1541445,-0.04627266,0.1030422,-0.00010533986,0.004799607
CYBRD1,-0.0033435302,0.1422811,-0.0023286045,0.18741585,-0.374699,0.063126475
CYGB,0.05360671,-0.04251107,-0.0037494241,0.27772376,-0.047450267,-0.19058497
CYP1B1,0.060113106,0.06811228,-0.027929077,0.25781435,-0.25497574,-0.066281915
DAAM2,-0.059202116,0.018427363,0.07891333,0.2452529,-0.08705435,0.079014726
DACT1,0.008520917,0.29958615,0.048135355,0.029179722,0.018700268,0.025268214
DCN,-0.0013697209,0.22243975,-0.055672426,0.084029764,-0.174854,-0.010891248
DDIT4L,-0.00073291257,0.21820429,-0.0048865825,0.08995129,-0.09189086,0.09155884
DHRS3,0.112652645,0.02326737,-0.05551763,-0.0055638105,0.2263498,0.038578644
DKK1,0.0012708459,-0.098402575,-0.0060756593,0.19604863,0.23443852,0.050518896
DKK3,-0.0036941022,0.2848693,-0.00946691,-0.0008152851,-0.003476557,0.0029073458
DLX1,-0.06458753,-0.114069454,0.18421984,0.07905033,0.043550093,0.08904988
DLX3,-0.036313668,-0.2556838,0.07001033,0.34161848,0.04623131,0.035835266
DLX5,-0.06816977,-0.12500621,0.07357752,0.2509159,-0.02722902,0.014844604
DNAJA4,0.0143611,-0.052077945,0.10991158,0.12756129,0.069924,-0.051453557
DPP4,0.08878771,-0.113958955,0.0006085753,0.14078894,0.0035867377,-0.39964336
DPT,0.0004408024,0.10394341,-0.05354455,0.14911555,-0.15073068,-0.037602626
DTNA,-0.003225679,0.0074009486,-0.0011951741,0.11982707,0.043905076,0.15620321
DUSP1,0.06889612,0.10202832,-0.012000421,-0.11585125,-0.17920955,-0.002785082
DUSP10,0.12644799,0.0944248,0.058828846,-0.07069675,-0.17381452,-0.10190424
DUSP2,0.15174928,-0.15003158,-0.00083822693,0.02181816,0.010828712,-0.31166744
EBF3,0.01921151,-0.003093534,-0.0054520485,0.25671306,-0.005892138,0.048701927
ECHDC2,0.0028426559,0.01986183,-0.0053927805,0.041506168,0.042933457,-0.015327775
ECM1,0.07297656,0.14420205,-0.011120333,0.10215699,-0.19858949,-0.050503667
ECM2,-0.0022179834,0.27677822,0.003964437,0.09728709,-0.09236708,-0.011839756
EDIL3,-0.005132772,0.24788114,0.025462655,-0.018990768,0.13858706,-0.08753775
EEF1A2,0.0452925,-0.061512973,-0.030942222,0.100685,0.08050673,-0.20784976
EFEMP1,0.04082313,0.2331354,-0.0042570406,0.017888373,0.06379801,-0.0021128594
EGFR,0.0013388523,0.29904792,0.08677376,-0.0017209571,-0.024519032,-0.052290894
EMCN,0.08591751,0.016341934,-0.09310399,0.1446438,-0.0025373634,0.08967769
EMILIN1,-0.01618311,-2.007095e-05,0.17186886,0.19052857,0.024552213,-0.08353298
ENC1,0.059683338,0.03658223,0.10378189,0.11320386,0.15385586,0.12801416
ENO2,-0.0034786293,0.109366365,0.08009768,-0.02234336,-0.03319366,-0.0027619728
ENPEP,-0.0029660724,0.10395037,0.13583133,0.18902396,0.013701546,-0.009512147
ENPP2,0.06361274,-0.05507371,0.08209219,0.29199797,-0.1119279,-0.023965148
ENTPD3,0.030692995,-0.13039546,0.048328493,0.22755517,-0.009656819,-0.024091186
EPDR1,0.061819963,-0.03627698,-0.0027973615,0.17349596,-0.16109963,-0.11497422
EPHA3,-0.06409526,0.008694219,0.103406295,0.14440656,-0.018196035,-0.008345736
EPHB6,-0.0015724475,0.003423674,0.0048099644,0.23707928,-0.0854473,0.038381107
EPHX2,-0.0044800485,-0.026438402,0.075880915,0.22878973,0.0063839913,0.04845132
ERRFI1,0.008085534,0.0060082846,0.0062947026,-0.0951839,0.003282775,-0.08314014
ESM1,-0.0036791693,-0.06534718,0.028121369,0.010502448,0.038167406,0.009459523
EYA1,0.013368063,0.067994885,0.120694175,0.12692645,0.021476513,-0.043300968
EYA2,-0.0031521479,0.17646937,-0.035918795,0.06856647,0.06103045,-0.10965913
F11R,0.15636411,0.07926893,-0.057265416,0.11410481,0.016802704,-0.006516882
F3,0.025553245,0.011653374,0.007027941,-0.032459397,-0.044482753,-0.008180979
FABP5,0.12075267,0.053774998,0.05889342,-0.17886358,0.18705587,-0.0073563363
FAH,-0.00034546544,-0.15515277,0.100487314,0.07087737,-0.00625466,0.10801554
FBLN1,0.00047813018,0.17834988,-0.000558403,0.17829485,-0.20206739,-0.040330213
FBLN2,0.064969555,0.2965355,-0.010704325,0.050824743,0.023722284,0.0096405
FBLN5,0.0012965334,0.21363842,-0.017320743,0.19897494,-0.2040537,0.0039058968
FBN1,0.07233246,0.2910073,0.0002843379,0.06599816,-0.2263164,-0.028591514
FBN2,0.028510982,0.0955311,0.09092953,0.113061264,0.27284053,0.0009067975
FEZ1,-0.006489323,0.06682065,0.0048797075,0.11076949,0.22009043,0.021204956
FGFR1,-0.04373095,-0.028813725,0.07586039,0.30353087,-0.2044234,-0.043817014
FGFRL1,-0.04665556,0.2183695,-0.0126179755,0.016454136,0.16879913,0.012431174
FHL1,0.0020558822,0.27181098,-0.0010249867,0.02321503,0.00022296133,0.021261165
FJX1,0.0034770167,-0.068486534,-0.0016546926,0.17694657,0.021716569,-0.10718813
FLNC,-0.016346486,0.24102508,0.06983767,-0.05898787,-0.0065830564,0.002383365
FLRT2,-0.039869197,0.21214336,0.14595534,0.11629845,0.079617575,-0.0056182346
FLRT3,-0.0015659325,0.13815962,0.16444804,0.100376084,0.115513615,-0.10440216
FMOD,-0.022901408,0.17463744,-0.10387833,0.1915142,-0.1657447,-0.0022275425
FNDC1,-0.000763592,0.25243074,-0.05695031,0.18603005,0.05395858,-0.003153045
FNDC4,-0.0055058436,0.121247634,-0.00087975716,0.035394643,0.28341314,-0.0075919363
FOS,0.051295917,0.03198452,0.03365003,-0.037966125,-0.14301011,-0.03436264
FOSB,-0.0027821579,0.04837975,0.007791231,-0.0013866283,-0.13366956,-0.0056408145
FOSL1,0.02072338,0.11076394,0.09694793,-0.19600911,-0.24509734,-0.07834397
FRAS1,0.012759327,0.10686037,0.045972947,0.04855333,0.09754754,0.024053145
FRZB,-0.02890823,0.0814344,-0.010151146,0.122583486,0.115976214,0.16849014
FSTL3,0.0673388,0.01708208,-0.015948946,-0.029184477,-0.006964872,-0.23585683
FZD1,-0.002220996,0.33460984,0.03752965,-0.0010793859,0.010359647,-0.014778209
FZD3,-0.009080086,0.01913525,0.12815516,0.044148274,0.19571842,-0.016008934
FZD7,0.00024998182,-0.032723285,0.09440097,0.19860107,-0.2321788,-0.00724339
GABBR1,-0.060664102,0.07377165,-0.004258689,0.19480625,0.024827417,0.059827276
GABRE,0.0051298942,0.13896063,-0.0023060031,0.10833061,0.23765516,0.01701834
GALNT14,-0.043888144,-0.13634668,0.0032432687,0.20696323,0.103706144,0.031020606
GALNT3,-0.04526124,-0.15544324,0.012928164,0.28826645,-0.021546397,0.052017324
GAS1,0.026403695,0.2346078,-0.010630092,0.012550737,-0.13048358,-0.07346008
GCNT1,0.064610645,0.060232744,0.08142295,-0.013203297,0.006907855,0.019009674
GHR,-0.023525907,0.07217017,-0.0029132825,0.30552575,-0.12404769,0.082800254
GIMAP4,0.2948966,-0.008638491,0.0015195649,-0.050717387,0.0173229,0.19082013
GIMAP7,0.2859424,0.012589291,0.00040901772,-0.026142856,0.03745056,0.19621903
GJA1,-0.005906463,0.050366327,0.103147045,0.16096453,-0.0032940966,-0.13904989
GLDN,0.017719861,-0.06485325,-0.0010015037,0.30276102,-0.26447445,-0.0050358805
GM2A,0.10581097,-0.12808189,0.031291503,0.10899178,-0.017302465,-0.1888163
GNPTAB,0.15108934,-0.07851967,0.04787551,0.1529656,-0.0969567,-0.3457624
GPC1,-0.11628075,0.03889016,0.017575564,0.15602599,0.07138169,0.008768293
GPC2,0.015462282,-0.001392223,0.1740616,0.08285255,0.18679824,-0.011363874
GPM6B,0.0100114755,0.00046657788,0.15404977,0.18484278,0.07534878,0.011827624
GPR137B,0.12608577,-0.078700826,-0.0014416822,0.13880213,-0.07719088,-0.38553217
GPRASP2,0.005785588,0.040722154,0.069384664,0.18308917,0.06507217,0.07899208
GUCY1A2,0.06676502,0.18079056,0.01675079,0.06021793,0.10521689,0.00094142783
GZMB,0.21774407,-0.0084192455,0.0043375827,-0.08809646,0.00024070306,0.066514015
HAPLN1,-0.048913676,0.23354402,0.010192237,0.029571058,0.1840849,0.004696491
HAS2,0.0018442612,0.23455384,0.08290858,-0.05521708,0.1388544,-0.0042229365
HCK,0.20444441,-0.11533418,0.0731523,0.005824319,-0.049917005,-0.043010708
HERC5,0.14131665,-0.10661191,0.090741836,0.07202516,-0.24436119,0.0139474515
HERC6,0.15817937,-0.060645975,0.028825317,0.011899015,-0.3061675,0.08229839
HES4,-0.001746544,-0.088448614,0.080412544,0.23587203,-0.02028548,0.015159683
HEY1,-0.013761677,-0.17674352,0.08800684,0.22076495,0.050369248,0.006279073
HEY2,0.0044991365,-0.0981967,0.0014207942,0.2951422,-0.19283791,-0.06959556
HEYL,0.06522016,-0.0006040653,0.009763675,0.23943374,0.0380377,-0.0107707055
HK2,-0.009448249,0.08279303,0.18858385,-0.14285298,0.030332586,-0.021055622
HMOX1,0.21599868,0.023357024,0.056100376,-0.114790834,0.0342267,-0.05593455
HOXA5,-0.029030345,-0.043761555,0.103130616,0.18541977,-0.0039212382,-0.005080621
HOXB8,-0.040202733,-0.048185438,0.013003911,0.13806547,0.04235158,0.046912044
HOXD13,-0.062207166,-0.10997801,0.18971324,0.17878138,-0.07194533,0.08656769
HRH1,0.018481368,0.24819984,0.07983121,0.037109315,-0.016651625,0.0005240016
HS3ST3A1,0.0012434064,0.12780736,0.11865706,0.057577305,0.08496645,-0.006897991
HSPA12B,0.039264284,0.25401026,-0.004494277,0.09626576,0.14263761,0.00079194066
HSPA2,-0.00540313,-0.038172286,0.13249412,0.19019039,-0.16213472,0.036721565
HSPB6,-0.049572036,0.19903056,0.023712797,0.003651557,0.0121835135,0.014304192
HSPB8,-0.07463091,0.04638374,-0.0024144328,0.04026758,-0.15382704,0.027683644
HYOU1,0.010676356,-0.07639056,0.23495841,0.04757041,-0.03474506,0.0073283385
IBSP,0.001295366,-0.16876337,-0.0020998614,0.2643633,0.3308055,-0.090162925
ID1,-0.10500161,-0.06773185,0.058906287,0.052251056,0.10147094,-0.0010361475
IER5L,0.002185784,0.15567078,-0.012535143,-0.08088731,-0.007657781,-0.007822548
IGF2BP2,-0.0046015177,-0.012249184,0.09352042,0.05099069,0.08175998,0.004501959
IGF2BP3,0.032860473,0.009234698,0.14899834,0.0305748,0.26793382,0.0063614533
IGFBP4,0.14193639,0.20583607,-0.010765154,0.1517473,0.0073350463,-0.0058973418
IGFBP5,-0.005517401,0.15879847,0.11672368,0.16587786,0.054768708,-0.020577189
IL10RA,0.31829417,0.0014325888,-0.0019910978,0.0047692084,0.0026152334,0.07259648
IL11RA,0.0021598372,0.23181659,0.0019062612,0.08365034,0.21257496,0.028890159
IL1R1,0.013866373,0.07192162,-0.03254058,0.19672804,-0.3118532,-0.02428143
IL1R2,0.12796623,-0.04380012,0.004360951,-0.07384773,-0.13657027,-0.15676431
IL21R,0.19261818,-0.034753595,0.00199464,0.04551177,0.018501258,-0.081537895
IL2RB,0.2460778,-0.0046409187,0.046214804,0.0020800524,-0.005363739,0.13149157
INHBB,0.010931565,0.1360654,-0.0354086,-0.04151482,-0.0040951143,-0.004471009
INSIG1,0.058639396,-0.077068105,0.09598317,0.078846335,-0.09854516,-0.33008605
IRF8,0.31322682,0.03238063,-0.0003199492,0.004301397,0.029670121,0.18246408
IRX2,-0.027578222,0.0006417157,0.08597916,0.097227305,0.09366377,0.052595485
ISG20,0.19294037,0.024994297,0.064834006,-0.114832975,-0.17223978,0.1024605
ISLR,0.0006576111,0.20635663,0.001138519,0.10757143,0.08438893,-0.0049703787
ITGA10,-0.0409029,-0.09979638,0.10152819,0.26872468,0.007080696,-0.012077069
ITGA11,-0.0017145043,0.19048479,0.001637611,0.08987123,-0.16729254,-0.16405192
ITGA2,0.1045451,-0.08877775,0.06359094,0.16072212,-0.059965014,-0.29439288
ITGA4,0.114043385,-0.044008102,0.16178647,0.00020370637,0.19119757,0.10766372
ITGAL,0.3053937,-0.014932442,0.040876053,-0.028100802,0.0062997364,0.11469475
ITGAM,0.29233456,0.043309066,0.010695763,-0.07828127,0.08841085,-0.0019751445
ITGB2,0.31276578,0.001689628,0.00045452084,-0.06196427,-0.0010489135,0.03075455
JDP2,0.07728517,-0.032478787,-0.0011198776,0.18335027,-0.09387874,-0.37708378
JPH1,-0.04261501,0.10053895,-0.00034595438,0.052232042,0.11136408,0.11677467
KAZALD1,-0.09166469,-0.080075614,0.017622111,0.22483894,0.18038177,0.13126768
KCNG1,-0.054388776,-0.021432946,0.11700784,0.073090285,0.13042147,0.004873904
KIF20A,0.0017580595,-0.032434344,0.38224348,-0.022882551,-0.06860718,0.012549857
KIT,-0.00045680188,0.036395494,0.06812093,0.23875289,-0.02113788,0.09091166
KLK4,0.010561218,-0.14971863,-0.02918253,0.20056112,-0.03266497,-0.064624995
KNTC1,0.0035256906,-0.032287512,0.33304808,0.009220603,-0.064429626,0.0019112946
LAMB3,0.040086433,-0.089496315,0.01804237,0.11061719,-0.13279231,-0.06259251
LAMC3,-0.05190051,0.03953552,-0.01907334,0.29773223,-0.09048863,0.052395355
LAYN,0.017891621,0.15328723,0.026830906,0.051537637,-0.13725941,-0.0014979136
LCP2,0.30646628,-0.027420446,7.3882795e-05,0.019528933,-0.037105914,0.0046562133
LDLR,-0.027103625,0.07364058,0.19308522,0.0144150425,-0.12601933,-0.007564544
LEF1,-0.04234307,0.023248022,0.12182414,0.2687507,-0.03469839,-0.0015149807
LIFR,0.00017444523,-0.19522065,0.109751225,0.28227904,-0.15049666,-0.0033570877
LOX,3.6012014e-05,0.100800924,0.00923094,0.045899317,0.110089816,-0.0047342675
LRIG3,-0.00732541,0.25509968,0.09182331,0.036991537,0.011564146,0.006106951
LRP4,-0.008095154,-0.15605932,0.12613165,0.2928661,0.0045486656,0.013084025
LRRC15,0.0010556375,0.087946475,-0.0024739136,0.15321465,-0.10904456,-0.13601068
LRRC17,-0.0008420163,0.2085181,0.011720596,0.07973741,0.13600087,-0.033948194
LRRC25,0.28694817,-0.06624439,0.0016223415,-0.03338958,0.06783073,-0.15994637
LRRC32,0.080921225,0.23282966,0.0023004513,0.02493134,-0.060214978,-0.004960294
LRRN1,0.0007390265,0.054969586,0.026647532,0.2175994,0.10825943,0.01426155
LRRN3,-0.013973809,0.100980096,0.08314613,0.1667611,0.2461636,-0.020853866
LSAMP,-0.017093515,0.066261455,0.014360711,0.10912049,0.02391173,-0.0009202744
LSP1,0.11641634,0.24116753,-0.06289229,-0.0075279335,0.012253005,0.0066911313
LTBP2,0.05572458,0.055556852,-0.059327684,0.21491349,-0.20857248,0.0009857065
LTBP4,-0.016833138,0.21400629,-0.07431387,0.14704548,0.0034548214,0.034182902
LUM,-0.0047925715,0.20741272,-0.079218745,0.10716514,-0.1796226,-0.043336593
LXN,0.0043789144,-0.11581242,-0.015016894,0.15253882,-0.15993388,-0.010421078
MAB21L2,0.002107381,-0.049489748,-0.07674755,0.14312293,-0.066490725,-0.0016384141
MAF,0.12074621,0.22856516,0.014827812,0.022916254,0.053234443,0.061460618
MAMDC2,0.0017189981,-0.12095159,0.047102034,0.29856816,-0.013978892,-0.061354853
MAP2,-0.02069336,-0.15147062,0.09932618,0.2652502,-0.15362978,0.06197017
MAPK13,0.15319459,-0.0058733155,0.027234795,0.0013055857,0.2135428,-0.23230577
MATN3,0.022525473,0.12874275,0.07560737,0.10994559,-0.0020862084,0.004887861
MET,0.086534366,0.046117917,0.042822808,-0.011628678,-0.094653614,-0.21927392
MFAP2,-0.049417384,0.16332802,0.014321678,0.123055555,0.105985716,-0.12870781
MFAP4,0.0033019749,0.3368237,-0.01417261,-0.0063288035,0.07288229,0.0029101355
MGLL,0.021997027,-0.094451986,-0.055657044,0.2860339,-0.04198173,0.06362582
MGST1,0.14294319,0.0024891498,0.013552442,-0.112281375,0.043674987,0.093438685
MMP11,0.04514333,0.07056548,0.00405053,0.046808094,-0.1285375,-0.02600236
MMP12,0.08996925,-0.04491378,0.0034114372,-0.011811512,0.0012730223,-0.16992962
MMP13,0.053061493,-0.10171938,0.011799614,0.17571902,0.11843994,-0.21420008
MMP2,-0.00055333483,0.28731257,-0.02026232,0.100245334,0.00714997,-0.0027217371
MMP9,0.08911126,-0.15146531,0.016758574,0.17004907,-0.012300078,-0.3803622
MRC2,-0.0028490315,-0.11208938,0.06650643,0.3062053,0.018406652,-0.09703698
MSR1,0.2868091,0.059186246,0.023680845,-0.09333538,0.008196495,0.14437492
MTMR11,-0.03627831,0.16205615,-3.4561846e-05,0.12713012,-0.10959427,0.022184838
MTSS1,0.09318139,-0.20171443,0.061796617,0.20996982,0.073658116,-2.4855339e-05
MXRA8,-0.053259425,-0.037234697,0.0040810523,0.22651039,0.0022314466,-0.016512912
MYH10,0.0017670543,0.10711004,0.12331368,0.13087608,0.018107366,0.0103890365
MYLK,0.0028648695,0.088166915,0.0044338135,0.22492345,-0.20572884,0.11648288
MYOM1,0.012732362,-0.012310437,-0.02224982,0.1553113,0.0854423,0.029920595
NAALAD2,0.010726267,-0.075761504,-0.009467755,0.22038038,-0.036927793,-0.0051507414
NCAM1,-0.066773795,-0.12563339,0.07932022,0.29288217,0.064382434,-0.004153141
NDN,9.492362e-05,-0.0015055242,0.0018795939,0.0790933,0.06287583,0.06408187
NDRG2,-2.4153023e-06,0.017400455,-0.10442137,0.15912068,0.013425378,0.1209004
NETO2,-0.00044784058,-0.042528946,0.17744997,-0.010608328,0.10966932,0.024637047
NEXN,0.0029762175,0.16822523,-0.04829548,-0.0484858,0.1473331,0.07779407
NFIX,-0.09793935,0.25911582,0.030229114,0.14301383,-0.109925926,0.093180045
NFKBIZ,0.084699236,0.16789705,0.006426413,-0.038196456,-0.077981055,0.015678382
NGEF,-0.09101311,0.05115343,-0.034485586,0.2061774,0.0013834694,0.06984451
NID2,0.04333787,0.2574513,0.14468616,-0.053106677,0.030003184,-0.07972373
NINJ2,-0.00061154616,-0.0013882966,-0.024320852,0.22454017,-0.0745683,-0.025234174
NKD2,-0.06299398,-0.0054679746,-0.004780156,0.27106375,-0.18741228,-0.0025519952
NOTCH3,-0.0016759302,0.044404298,0.072708756,0.29491547,-0.19737017,-0.043775123
NPNT,-0.008783231,0.023082813,0.07662367,0.24690844,0.0019032119,0.027194774
NQO1,0.033737764,-0.060939718,0.022695513,-0.04418174,-0.20395766,0.044111237
NR4A2,-0.021451216,0.11663925,0.012746825,-0.041994512,0.0011764228,0.027878752
NRIP3,0.08061974,0.054405745,0.059769616,0.051683165,0.15545462,-0.26863238
NRXN2,-0.009378783,0.10772368,-0.004099542,0.19161797,-0.046188124,0.017107408
NT5E,0.0060763424,0.08746175,-0.018458303,0.122819304,-0.29240003,-0.1702891
OAS3,0.14623226,-0.01977747,0.095658906,0.024028497,-0.29606065,0.1155833
OGN,-0.06792673,0.26884052,0.01848785,0.052759416,0.060230102,-0.010300184
OMD,-0.07574832,-0.011933317,0.005292807,0.30222425,0.06483723,-0.006905115
OSCAR,0.14813365,-0.123261385,-0.028454678,0.0914389,0.08302297,-0.39855474
OSMR,0.11528443,0.16894932,-0.0015731873,0.027978083,-0.10299893,-0.16831262
PALM,-6.843976e-05,0.13626409,-0.11164086,0.14230698,0.14127237,0.13243853
PAQR8,0.058291167,-0.02627951,0.089476086,0.17906176,-0.03178437,-0.008591064
PCDH12,0.10245104,-0.00085398735,-0.0007623833,0.23060395,-0.023643257,0.00038785159
PCSK5,-0.000885134,0.13318929,-0.01813248,0.19200657,-0.01868158,-0.0023804572
PDE7B,0.034720372,0.16874398,-0.022203412,0.16038151,-0.19263953,-0.0075941817
PDGFRL,-0.010177262,0.182685,-0.04605611,0.17810445,-0.124783054,-0.004356828
PDLIM1,0.012727099,0.18276893,-0.0905451,-0.07969293,-0.019481484,-0.009663221
PDZRN3,-0.025417406,0.26846033,-0.00018060468,-0.0064345496,0.15068726,0.00032427962
PFKFB3,0.07416509,0.04091452,0.084532216,-0.050420348,-0.19526193,-0.034482416
PHOSPHO1,-0.0498325,-0.18815437,-0.00088358595,0.28784603,0.30456603,0.007739982
PI15,0.018986104,0.26557776,0.00059098547,0.018809523,0.035130206,-0.022753999
PIR,0.0009797806,-0.10304399,0.0059166956,-0.002886287,-0.17193355,0.029301401
PITX2,-0.06376204,0.047414027,0.062336992,0.0760786,-0.0011887581,0.07612215
PKIA,0.064746305,0.051449023,0.00073312863,0.0310406,0.11706005,-0.17310111
PLAG1,0.018355757,0.047947876,0.047436014,0.07965043,0.23134352,0.008486976
PLAU,0.15162686,0.15459497,0.07299026,-0.16250464,-0.14960863,-0.117449015
PLCB1,0.0011234833,0.23166299,0.045765575,0.06155521,0.11470852,0.09025464
PLEK,0.3062665,-0.06006444,0.012432342,-0.06679345,-0.007857411,-0.09246312
PLEK2,0.0002082251,-0.018975254,0.15608981,-0.013290946,0.1383592,-0.0008807778
PLEKHA4,0.031516947,0.11139032,-0.0014190087,0.09259402,-0.010235057,0.031318463
PLEKHG4,-0.0894553,0.15133753,0.075559996,0.04444985,0.050038904,-0.017417584
PLTP,0.10226749,0.06112483,0.024216715,0.08478,0.25384563,0.0013562343
PLXDC1,0.012718425,-0.013188222,-0.0048109884,0.25104633,-0.27731052,-0.0027061335
PMP22,-0.0019905532,0.22611868,0.020434037,-0.011232326,-0.005427068,-0.008861704
PODN,0.036480997,0.33810812,-0.042843465,0.0016625385,0.08563631,-0.016823102
PODXL2,-0.0016434945,-0.029703073,0.07089565,0.07505073,0.34963626,-0.001421863
POSTN,-0.007430151,0.2831323,0.0002059746,-0.0028564383,0.1220257,-0.06578119
PPARG,0.1418673,-0.056136955,0.07161449,0.04943003,-0.009071641,0.043344166
PPFIA2,-0.033224903,-0.16202092,0.001884718,0.3072874,-0.12227313,0.019588139
PPFIA4,-0.07649825,0.07021604,-0.010344192,0.14624098,-0.0073307105,0.008372213
PRDM8,-0.0062419036,-0.004735111,0.012362631,0.1473476,-0.18298677,-0.063371696
PRICKLE1,0.032219898,0.2367025,0.041157972,0.011245618,0.21232018,0.0017255784
PRICKLE2,0.0145777445,0.32393458,-0.004103948,0.010644576,0.008671636,-0.051522594
PRND,0.09633436,0.041494418,0.0010948075,0.23273268,0.02453606,-0.0035202783
PROS1,0.072425306,0.086426884,-0.0069565983,0.2055681,0.04278952,-0.05203005
PRPH,-0.06086546,-0.062322095,0.08082129,0.09023311,0.021219939,0.1367744
PRSS23,0.051012386,0.23736198,-0.04284517,0.015604457,-0.15539895,-0.05692841
PRSS35,-0.03735478,0.07496787,-0.0033636317,0.19368725,0.027611786,0.03275128
PSAT1,-0.050192457,0.0019395868,0.2597532,-0.042228263,-0.010433899,0.117127106
PTGDS,-0.003136024,0.0843875,0.011679696,0.15274395,0.13427714,0.078326
PTGER4,0.1315692,0.12823321,-0.020764433,-0.001129606,-0.21575056,0.050002277
PTGES,-0.010208567,0.09308205,0.05782367,-0.028395183,0.13940722,0.0047742003
PTGFR,-0.0014860512,0.30062813,-0.003671136,0.050188463,-0.11809652,-0.007697957
PTGFRN,-0.043071628,0.11857643,0.138013,0.19637717,-0.27966693,0.0152195245
PTGS1,0.16813448,0.12815826,-0.00852886,0.094465695,0.16721287,-0.105640724
PTGS2,-0.0026318145,0.07985174,0.12554556,-0.056258142,0.034015883,-0.09272812
PTK7,0.0016297115,0.14991315,0.17296691,0.024005631,0.044700496,-0.041563854
PTPN22,0.1509423,-0.13737714,0.010255837,0.108741164,0.0013245345,-0.38436997
PTPRE,0.25490716,-0.036057487,-0.0034775184,0.045473643,-0.01148758,-0.21920702
PTPRG,0.09342149,0.16662809,0.065053105,0.20270184,-0.008165234,-0.005103726
PTPRZ1,-0.0028802126,-0.15984975,0.07318086,0.2615241,0.2126048,0.0020291803
QPCT,-4.237545e-05,-0.12495986,0.01216258,0.18455687,0.07937696,-0.024494642
RAB20,0.24038093,-0.038990684,0.00095775444,-0.058902178,0.009476758,0.0049421485
RAC2,0.20528796,-0.13486789,-0.0006404982,0.04730052,0.0063818246,-0.3273973
RAC3,-0.06497824,0.07667976,-0.015072285,0.015994338,0.18303332,0.0049227555
RARB,0.009726053,-0.19002688,0.08848112,0.24998711,0.007945563,0.015758682
RARRES2,0.09649603,0.2318603,-0.06486527,-0.028034475,0.10603338,0.009385738
RASD1,0.00054192636,0.14634022,0.0177553,0.015292309,0.011520807,-0.051370706
RGS1,0.2062703,0.011030728,0.00223015,-0.10967992,0.025892075,0.04340906
