canine_gene,human_gene_symbol,available_DOG2,available_TARGET_OS,available_GSE21257,available_GSE39055,gse39055_best_detected_fraction_p_lt_0_01,is_primary_frozen_gene,DOG2_robust_variability,DOG2_variability_percentile,TARGET_OS_robust_variability,TARGET_OS_variability_percentile,GSE21257_robust_variability,GSE21257_variability_percentile,GSE39055_robust_variability,GSE39055_variability_percentile,minimum_four_cohort_variability_percentile,median_four_cohort_variability_percentile,minimum_three_cohort_variability_percentile,median_three_cohort_variability_percentile
TAGAP_3,TAGAP,True,True,True,True,0.2432432432432432,True,0.658837048699567,0.58891182542023,0.43357471287108307,0.27731836975782637,0.14058693199999972,0.3705340699815838,0.4143913210000001,0.567354965585054,0.27731836975782637,0.4689445177833189,0.27731836975782637,0.3705340699815838
TAGLN3_3,TAGLN3,True,True,True,True,0.1081081081081081,False,0.7251728687513725,0.690061928634621,0.0894980934930123,0.06320141760189013,0.04678577199999978,0.14475138121546963,0.023162282000000367,0.05408062930186824,0.05408062930186824,0.10397639940867988,0.06320141760189013,0.14475138121546963
TAL1_3,TAL1,True,True,True,True,0.0,False,0.590932454760406,0.4435269831907992,0.4787968852927544,0.3431777909037212,0.07408673300000057,0.2456721915285451,0.1292796599999999,0.33693870862012454,0.2456721915285451,0.3400582497619229,0.2456721915285451,0.3431777909037212
TAPBPL_3,TAPBPL,True,True,True,True,0.7837837837837838,True,0.6500454831861324,0.575641403715718,0.7890554365707849,0.7631423508564678,0.28279657000000036,0.5668508287292817,0.6022735419999989,0.6915765322844969,0.5668508287292817,0.6336089680001075,0.5668508287292817,0.575641403715718
TBC1D10C_3,TBC1D10C,True,True,True,True,0.1081081081081081,False,0.44833171914320014,0.11736950751990563,0.47133677846036753,0.3290017720023627,0.3329882589999995,0.6375690607734806,0.027069737999999788,0.0858734841035726,0.0858734841035726,0.22318563976113415,0.11736950751990563,0.3290017720023627
TBC1D16_3,TBC1D16,True,True,True,True,0.8918918918918919,False,1.3754930213168213,0.9719846652904748,0.4725948916284448,0.33047844063792087,0.437618359,0.7605893186003683,0.5066019599999994,0.6293018682399213,0.33047844063792087,0.6949455934201447,0.33047844063792087,0.7605893186003683
TBC1D30_3,TBC1D30,True,True,False,False,,False,0.5534349798543623,0.3462105573577116,0.1733689291243458,0.1119314825753101,,,,,0.1119314825753101,0.22907101996651086,0.1119314825753101,0.22907101996651086
TBC1D9_3,TBC1D9,True,True,True,True,0.5675675675675675,True,0.6889025764023944,0.6384547331170746,0.42505193481298154,0.264619019492026,0.7335027049999994,0.9469613259668508,1.1751891959999998,0.9154375614552606,0.264619019492026,0.7769461472861676,0.264619019492026,0.6384547331170746
TBX15_3,TBX15,True,True,True,True,0.1891891891891892,False,0.4944519714845361,0.19404305514597464,0.5609726107000066,0.47637330183106913,0.35856857799999986,0.6736648250460405,0.07862652299999962,0.27335299901671584,0.19404305514597464,0.3748631504238925,0.19404305514597464,0.47637330183106913
TBX18_3,TBX18,True,True,True,True,0.2972972972972973,False,0.48843791507067147,0.1825420230020643,0.6397748975322874,0.6004134672179563,0.08741308200000031,0.27661141804788214,0.5014311410000012,0.6256964929531301,0.1825420230020643,0.4385124426329192,0.1825420230020643,0.27661141804788214
