endpoint,step,phase,gene,gene_symbol_clean,p,c_index,selected_before
OS,2,forward,RNASEL_3,RNASEL,0.7917179346450325,0.6645078755896698,1
OS,2,forward,E2F8_3,E2F8,0.3443637019418916,0.6697049652194771,1
OS,2,forward,LOC106559420_3,LOC106559420,0.07539006792362828,0.6749020548492844,1
OS,2,forward,NCF4_3,NCF4,0.5159760263816955,0.6669864875669625,1
OS,2,forward,ATP8B4_3,ATP8B4,0.6278159754575254,0.6638682337890781,1
OS,2,forward,TROAP_3,TROAP,0.2951460089691005,0.6641080994642999,1
OS,2,forward,LOC106557828_3,LOC106557828,0.4501852970762146,0.6673862636923323,1
OS,2,forward,HELLS_3,HELLS,0.9932422044164192,0.6644279203645959,1
OS,2,forward,TNFRSF14_3,TNFRSF14,0.8533569630963891,0.6643479651395219,1
OS,2,forward,STING1_3,STING1,0.7519563091247133,0.666106980091149,1
OS,2,forward,RRM2_3,RRM2,0.44472038582738094,0.6691452786439593,1
OS,2,forward,UBE2T_3,UBE2T,0.34342873197263146,0.6607499800111938,1
OS,2,forward,PBK_3,PBK,0.32190477389142924,0.662029263612377,1
OS,2,forward,TAF9B_3,TAF9B,0.2770339102793181,0.6640281442392261,1
OS,2,forward,LOC106559497_3,LOC106559497,0.5228453326935869,0.6669864875669625,1
OS,2,forward,FAXDC2_3,FAXDC2,0.9661286961433373,0.6649876069401135,1
OS,2,forward,LOC119878234,LOC119878234,0.19701928604938077,0.6707443831454386,1
OS,2,forward,PTK2B_3,PTK2B,0.4334266715085554,0.6695450547693291,1
OS,2,forward,ANXA3_3,ANXA3,0.8026203890391115,0.6651475173902615,1
OS,2,forward,ADA2_3,ADA2,0.41637535569358364,0.6676261293675542,1
OS,2,forward,PARP9_3,PARP9,0.2940730998242982,0.6697849204445511,1
OS,2,forward,SLC13A5_3,SLC13A5,0.5745976182040926,0.6649876069401135,1
OS,2,forward,SLC6A6_3,SLC6A6,0.6004639107108118,0.6646677860398177,1
OS,2,forward,ORC1_3,ORC1,0.8299621041254,0.6652274726153354,1
OS,2,forward,SYTL1_3,SYTL1,0.6664842627817134,0.6625089949628208,1
OS,2,forward,BIRC5_3,BIRC5,0.577801742027511,0.6617893979371552,1
OS,2,forward,KIF22_3,KIF22,0.528937975310306,0.6642680099144479,1
OS,2,forward,NCAPG_3,NCAPG,0.8054966509708816,0.6648276964899656,1
OS,2,forward,DBF4B_3,DBF4B,0.5054257157421647,0.6663468457663708,1
OS,2,forward,GBP6_3,GBP6,0.9940869990453084,0.6645078755896698,1
OS,2,forward,FN1_3,FN1,0.2537701874953446,0.6589909650595667,1
OS,2,forward,RENBP_3,RENBP,0.7300063606917218,0.6641880546893739,1
OS,2,forward,PIANP_3,PIANP,0.10610467866426739,0.6646677860398177,1
OS,2,forward,ANKRD22_3,ANKRD22,0.7307966555121637,0.6647477412648917,1
OS,2,forward,PTPRJ_3,PTPRJ,0.283641051238784,0.6713040697209562,1
OS,2,forward,CCNB3_3,CCNB3,0.083003608799781,0.6619493083873031,1
OS,2,forward,IGFBP5_3,IGFBP5,0.20926414826194886,0.6701846965699209,1
OS,2,forward,CSRP2_3,CSRP2,0.6689511854394554,0.6629087710881906,1
OS,2,forward,TOP2A_3,TOP2A,0.47063546288274005,0.6651475173902615,1
OS,2,forward,PTPRC_4,PTPRC,0.7310414157677201,0.6665867114415928,1
OS,2,forward,DTX3L_3,DTX3L,0.2847170625904414,0.6701846965699209,1
OS,2,forward,ATAD2_3,ATAD2,0.05249030092361695,0.665867114415927,1
OS,2,forward,KIF15_3,KIF15,0.5068782653929207,0.6681058607179979,1
OS,2,forward,APOBR_3,APOBR,0.41674158626164415,0.6654673382905573,1
OS,2,forward,H2AX_3,H2AX,0.1788161792158628,0.6641880546893739,1
OS,2,forward,LOC119879410,LOC119879410,0.559019781259041,0.6650675621651875,1
OS,2,forward,CHST2_3,CHST2,0.04390991139707163,0.6669864875669625,1
OS,2,forward,ADAM19_3,ADAM19,0.10249096605369744,0.6708243383705125,1
OS,2,forward,NCAPH_3,NCAPH,0.1907029045847754,0.660110338210602,1
OS,2,forward,POLQ_3,POLQ,0.4520271131013346,0.6627488606380427,1
OS,2,forward,SLC5A6_3,SLC5A6,0.1832319583785515,0.6627488606380427,1
OS,2,forward,MTFR2_3,MTFR2,0.7064789584703757,0.6648276964899656,1
OS,2,forward,TYROBP_3,TYROBP,0.7093078359325985,0.666027024866075,1
OS,2,forward,TRIM14_3,TRIM14,0.2827506086271532,0.6634684576637083,1
OS,2,forward,CDC20_3,CDC20,0.6148491318932289,0.6647477412648917,1
OS,2,forward,ST8SIA5_3,ST8SIA5,0.918025789871238,0.6641080994642999,1
OS,2,forward,CDCA7_3,CDCA7,0.5462698140426133,0.6650675621651875,1
OS,2,forward,HSD11B1_3,HSD11B1,0.8350964877792171,0.6616294874870072,1
OS,2,forward,ADAMTS1_3,ADAMTS1,0.19496217871617244,0.6676261293675542,1
OS,2,forward,LPXN_3,LPXN,0.7374392341088642,0.6637882785640041,1
OS,2,forward,ARL4D_3,ARL4D,0.6165579425926138,0.6665867114415928,1
OS,2,forward,TMEM178A_3,TMEM178A,0.4416321100965135,0.6624290397377469,1
OS,2,forward,MAP1LC3C_3,MAP1LC3C,0.0782278064332029,0.6683457263932198,1
OS,2,forward,KIF18B_3,KIF18B,0.2931032382751823,0.6650675621651875,1
OS,2,forward,LOC119876044,LOC119876044,0.19287912006056132,0.6646677860398177,1
OS,2,forward,CENPT_3,CENPT,0.3400860610616465,0.6670664427920364,1
OS,2,forward,EVI2A_3,EVI2A,0.6961812010243811,0.6633085472135604,1
OS,2,forward,ARHGDIB_3,ARHGDIB,0.5679970922513116,0.6653074278404094,1
OS,2,forward,NMRAL1_3,NMRAL1,0.9619608805574917,0.6642680099144479,1
OS,2,forward,SPAG5_3,SPAG5,0.4115285799198426,0.6625889501878948,1
OS,2,forward,HSP90AA1_3,HSP90AA1,0.3893638426840331,0.6628288158631167,1
OS,2,forward,GPRIN1_3,GPRIN1,0.390302458154015,0.6739425921483969,1
OS,2,forward,LOC489911_3,LOC489911,0.2508805640278458,0.6628288158631167,1
OS,2,forward,CLTCL1_3,CLTCL1,0.748349835837385,0.6638682337890781,1
OS,2,forward,CENPI_3,CENPI,0.683327260255133,0.6631486367634125,1
OS,2,forward,IFI35_3,IFI35,0.6975317475129035,0.6652274726153354,1
OS,2,forward,LAMA3_3,LAMA3,0.3309337417865996,0.6589110098344927,1
OS,2,forward,FGL2_3,FGL2,0.138807635895968,0.6676261293675542,1
OS,2,forward,ITGAX_3,ITGAX,0.33698463315175287,0.671623890621252,1
OS,2,forward,TK1_3,TK1,0.3414343934276278,0.6619493083873031,1
OS,2,forward,KIF4A_3,KIF4A,0.40534243686412075,0.6616294874870072,1
OS,2,forward,CD244_3,CD244,0.8681314950968185,0.6641080994642999,1
OS,2,forward,TRIM34_3,TRIM34,0.06357149950399141,0.6741025025985448,1
OS,2,forward,PID1_3,PID1,0.593800933839506,0.6633885024386343,1
OS,2,forward,HSPH1_3,HSPH1,0.16056989951453055,0.66027024866075,1
OS,2,forward,ZBED2_3,ZBED2,0.08072845870359867,0.6647477412648917,1
OS,2,forward,SYK_3,SYK,0.6196767953659887,0.6671463980171104,1
OS,2,forward,JAML_3,JAML,0.7659135268843974,0.6647477412648917,1
OS,2,forward,CCNB2_3,CCNB2,0.3984210780804598,0.6633885024386343,1
OS,2,forward,PAG1_3,PAG1,0.16111398846503888,0.6609898456864156,1
OS,2,forward,LOC111090004_3,LOC111090004,0.0709644002909901,0.6596306068601583,1
OS,2,forward,PLCXD2_3,PLCXD2,0.035861270855541534,0.6665067562165188,1
OS,2,forward,GAB2_3,GAB2,0.492696641817412,0.667865995042776,1
OS,2,forward,BTK_3,BTK,0.8439340037817498,0.6666666666666666,1
OS,2,forward,UBA7_3,UBA7,0.9057310578727188,0.6646677860398177,1
OS,2,forward,MCAM_3,MCAM,0.15588004402883648,0.6633085472135604,1
OS,2,forward,PAPPA_3,PAPPA,0.4147753704289213,0.6623490845126729,1
OS,2,forward,PIK3CG_3,PIK3CG,0.6203581203401953,0.6645878308147437,1
OS,2,forward,RAB29_3,RAB29,0.8647133475533175,0.6653873830654833,1
OS,2,forward,GBP1_3,GBP1,0.814448267444665,0.6633085472135604,1
OS,2,forward,PRKX_3,PRKX,0.7082801494122106,0.6608299352362677,1
OS,2,forward,SH3D19_3,SH3D19,0.025451918319820112,0.6590709202846406,1
OS,2,forward,STK39_3,STK39,0.7231118022937711,0.665947069641001,1
OS,2,forward,PGAP1_3,PGAP1,0.48121151786914707,0.6607499800111938,1
OS,2,forward,CEP72_3,CEP72,0.3041743381529072,0.6600303829855281,1
OS,2,forward,KIF23_3,KIF23,0.7282671519334682,0.6641080994642999,1
OS,2,forward,MCTP1_3,MCTP1,0.8672268689085233,0.666106980091149,1
OS,2,forward,NSMCE2_3,NSMCE2,0.09394986114263422,0.6625889501878948,1
OS,2,forward,FERMT3_3,FERMT3,0.5274468001920987,0.6662668905412968,1
OS,2,forward,IGFBP3_3,IGFBP3,0.2330490257263836,0.6555528903813864,1
OS,2,forward,DOCK2_3,DOCK2,0.46910821813558945,0.6685056368433677,1
OS,2,forward,EHD3_3,EHD3,0.5534970700412222,0.6646677860398177,1
OS,2,forward,OSBPL3_3,OSBPL3,0.4154675105089428,0.6638682337890781,1
OS,2,forward,SLCO3A1_3,SLCO3A1,0.9959562744642368,0.6645878308147437,1
OS,2,forward,C1S_3,C1S,0.7285248209928222,0.6633885024386343,1
OS,2,forward,DRAM1_3,DRAM1,0.5447596889567605,0.6645078755896698,1
OS,2,forward,CDCA2_3,CDCA2,0.22159912524456316,0.662269129287599,1
OS,2,forward,MYO1G_3,MYO1G,0.40663506595900456,0.6669065323418886,1
OS,2,forward,LOC488622_3,LOC488622,0.805685487893584,0.6637882785640041,1
OS,2,forward,PTAFR_3,PTAFR,0.40793861019992905,0.6682657711681458,1
OS,2,forward,FAS_3,FAS,0.10199177175092217,0.6605101143359718,1
OS,2,forward,TIMD4_3,TIMD4,0.9503346250661914,0.6651475173902615,1
OS,2,forward,CLSPN_3,CLSPN,0.39300639868365705,0.6647477412648917,1
OS,2,forward,DAPP1_3,DAPP1,0.35409991589276346,0.6645078755896698,1
OS,2,forward,CASP12_3,CASP12,0.40338307333389445,0.6657871591908531,1
OS,2,forward,LY96_3,LY96,0.9140802233207128,0.6643479651395219,1
OS,2,forward,ATP8A1_3,ATP8A1,0.20297220209030023,0.6641080994642999,1
OS,2,forward,LPAR5_3,LPAR5,0.7658780360870163,0.6645078755896698,1
OS,2,forward,EGR1_3,EGR1,0.8921071797196257,0.6633885024386343,1
OS,2,forward,DLA-79_3,DLA-79,0.7008445030062798,0.6629087710881906,1
OS,2,forward,PPA1_3,PPA1,0.37322391781278463,0.6714639801711042,1
OS,2,forward,SERPINB9_3,SERPINB9,0.7418009220723292,0.6639481890141521,1
OS,2,forward,P4HA1_3,P4HA1,0.5117083318893083,0.6657072039657792,1
OS,2,forward,NALCN_3,NALCN,0.5166830178694097,0.665947069641001,1
OS,2,forward,VAV1_3,VAV1,0.44934115242738126,0.6662668905412968,1
OS,2,forward,SPSB4_3,SPSB4,0.4332860568687489,0.6627488606380427,1
OS,2,forward,PTPRO_3,PTPRO,0.8999977679795574,0.6657871591908531,1
OS,2,forward,LOC119876150,LOC119876150,0.7716274888200962,0.6663468457663708,1
OS,2,forward,DRD1_3,DRD1,0.030528450364001536,0.6733029503478052,1
OS,2,forward,KBTBD12_3,KBTBD12,0.8884913241717086,0.6639481890141521,1
OS,2,forward,AURKB_3,AURKB,0.6634910661140312,0.6643479651395219,1
OS,2,forward,ENPP3_3,ENPP3,0.6913964980117084,0.6637083233389302,1
OS,2,forward,PARVG_3,PARVG,0.700675537334144,0.66794595026785,1
OS,2,forward,CASP8_3,CASP8,0.9120896859865497,0.6645078755896698,1
OS,2,forward,WNT5B_3,WNT5B,0.1830726225124449,0.6649076517150396,1
OS,2,forward,TNFSF8_3,TNFSF8,0.9891878543514123,0.6645878308147437,1
OS,2,forward,DHX58_3,DHX58,0.6058823827510791,0.6651475173902615,1
OS,2,forward,CXCL14_3,CXCL14,0.11421333001611185,0.6684256816182937,1
OS,2,forward,FAM81A_3,FAM81A,0.7717185747393583,0.6664268009914448,1
OS,2,forward,MACROH2A2_3,MACROH2A2,0.6391146860606749,0.6641880546893739,1
OS,2,forward,MTURN_3,MTURN,0.08328336084266165,0.6710642040457344,1
OS,2,forward,XCR1_3,XCR1,0.34186816933514474,0.6634684576637083,1
OS,2,forward,CD86_3,CD86,0.9601635515400672,0.6648276964899656,1
OS,2,forward,LGR4_3,LGR4,0.49784308792589294,0.6673063084672584,1
OS,2,forward,IRF5_3,IRF5,0.4242119979649296,0.6669864875669625,1
OS,2,forward,STON1_3,STON1,0.15335219507866082,0.6697849204445511,1
OS,2,forward,CLEC12A_3,CLEC12A,0.8375468325865785,0.6657072039657792,1
OS,2,forward,DLA-DOA_3,DLA-DOA,0.3982133983946954,0.6677860398177021,1
OS,2,forward,PLD4_3,PLD4,0.9301806598211586,0.666027024866075,1
OS,2,forward,GPSM2_3,GPSM2,0.40932754261652426,0.6644279203645959,1
OS,2,forward,GIMAP6_3,GIMAP6,0.701527562738256,0.6662668905412968,1
OS,2,forward,CSF2RB_3,CSF2RB,0.7364998485018435,0.66794595026785,1
OS,2,forward,BIRC3_3,BIRC3,0.5706046445260725,0.662269129287599,1
OS,2,forward,C3AR1_3,C3AR1,0.9285582124127592,0.6635484128887823,1
OS,2,forward,SLAMF7_3,SLAMF7,0.5056989582139428,0.6639481890141521,1
OS,2,forward,MAD2L1_3,MAD2L1,0.8029309324342361,0.662109218837451,1
OS,2,forward,NFAM1_3,NFAM1,0.403149195944674,0.6657871591908531,1
OS,2,forward,LOC119869021_2,LOC119869021,0.3629951084560613,0.6689054129687375,1
OS,2,forward,TMEM123_3,TMEM123,0.37287683399679117,0.6618693531622292,1
OS,2,forward,LRFN4_3,LRFN4,0.2185016519057718,0.6707443831454386,1
OS,2,forward,RNF213_3,RNF213,0.7576625399054935,0.6642680099144479,1
OS,2,forward,GSC_3,GSC,0.6426689181537842,0.6642680099144479,1
OS,2,forward,GLT1D1_3,GLT1D1,0.006319309588665364,0.6783401295274646,1
OS,2,forward,MARCHF1_3,MARCHF1,0.643866261686562,0.6665067562165188,1
OS,2,forward,LOC606863_3,LOC606863,0.6623411032038672,0.6657871591908531,1
OS,2,forward,RGS10_3,RGS10,0.7671550094355494,0.6633085472135604,1
OS,2,forward,CDCA3_3,CDCA3,0.76085423098521,0.6629887263132646,1
OS,2,forward,LCP1_3,LCP1,0.393959132732853,0.6670664427920364,1
OS,2,forward,P3H2_3,P3H2,0.5048836955202016,0.6608299352362677,1
OS,2,forward,ECRG4_3,ECRG4,0.03953679330941054,0.6783401295274646,1
OS,2,forward,LOC119866360_3,LOC119866360,0.3779988822273719,0.6655472935156312,1
OS,2,forward,CD200_3,CD200,0.23813550973637007,0.6667466218917406,1
OS,2,forward,ANGPT2_3,ANGPT2,0.3066752979306256,0.6614695770368594,1
OS,2,forward,PHGDH_2,PHGDH,0.022938850582820434,0.6578715919085312,1
OS,2,forward,LOC478384_3,LOC478384,0.5140187309409928,0.6668265771168146,1
OS,2,forward,SFRP4_3,SFRP4,0.18429686361489994,0.667865995042776,1
OS,2,forward,APCDD1_3,APCDD1,0.6955013954008507,0.6611497561365636,1
OS,2,forward,FKBP4_3,FKBP4,0.8248400101681416,0.6629087710881906,1
OS,2,forward,LOC102152083_3,LOC102152083,0.03490223188257041,0.6781802190773167,1
OS,2,forward,RAD51_3,RAD51,0.7617556202878035,0.6636283681138563,1
OS,2,forward,LOC119864445_3,LOC119864445,0.43628766684982045,0.6633085472135604,1
OS,2,forward,SP100_3,SP100,0.5073412373592234,0.6617094427120812,1
OS,2,forward,C1QTNF1_3,C1QTNF1,0.12562149814579135,0.6584312784840489,1
OS,2,forward,LOC119875994_2,LOC119875994,0.5797856808126824,0.6647477412648917,1
OS,2,forward,AMOTL2_3,AMOTL2,0.2886704073858855,0.6648276964899656,1
OS,2,forward,FKBP7_3,FKBP7,0.28681917696326353,0.6689054129687375,1
OS,2,forward,CCNB1_3,CCNB1,0.6139535805006879,0.6638682337890781,1
OS,2,forward,CDK1_3,CDK1,0.384278195351864,0.6661869353162229,1
OS,2,forward,ANKH_3,ANKH,0.9885127597737448,0.6648276964899656,1
OS,2,forward,PCLAF_3,PCLAF,0.6410932032375689,0.6636283681138563,1
OS,2,forward,TNFSF10_3,TNFSF10,0.7627836631392578,0.6643479651395219,1
OS,2,forward,SLC8A1_3,SLC8A1,0.8250153359989378,0.6650675621651875,1
OS,2,forward,MCF2L_3,MCF2L,0.06722112461814772,0.6606700247861198,1
OS,2,forward,P2RY14_3,P2RY14,0.7096813218033442,0.6625089949628208,1
OS,2,forward,CIRBP_3,CIRBP,0.044052360308118065,0.6725033980970656,1
OS,2,forward,MYOF_3,MYOF,0.2484901540771617,0.6694650995442553,1
OS,2,forward,GABRA2_3,GABRA2,0.01960948807334272,0.6574718157831614,1
OS,2,forward,DDIT4_3,DDIT4,0.0032005259272149538,0.6711441592708084,1
OS,2,forward,ADAMTSL3_3,ADAMTSL3,0.007298557612358497,0.6846565923083073,1
OS,2,forward,RNLS_3,RNLS,0.03363634617142072,0.671623890621252,1
OS,2,forward,PTPRZ1_3,PTPRZ1,0.011055173825567415,0.6617893979371552,1
OS,2,forward,LIPA_3,LIPA,0.5063110800984325,0.6637882785640041,1
OS,2,forward,SDK2_3,SDK2,0.033539192301752056,0.6715439353961782,1
OS,2,forward,MILR1_3,MILR1,0.5348810722265831,0.6653873830654833,1
OS,2,forward,MSI1_3,MSI1,0.104065272439254,0.6645078755896698,1
OS,2,forward,IFI44_3,IFI44,0.13939549019989075,0.666027024866075,1
OS,2,forward,UPP1_3,UPP1,0.6520506524668124,0.6641080994642999,1
OS,2,forward,GYPC_3,GYPC,0.3753672072354861,0.6627488606380427,1
OS,2,forward,BARX1_3,BARX1,0.19199768717298316,0.6585911889341969,1
OS,2,forward,FAM131C_3,FAM131C,0.2921905981827261,0.658271368033901,1
OS,2,forward,PTGFR_3,PTGFR,0.011191770930814549,0.6800191892540177,1
OS,2,forward,VGLL2_3,VGLL2,0.01782645532837206,0.6785799952026865,1
OS,2,forward,CCL23_3,CCL23,0.3563324599838732,0.6592308307347885,1
OS,2,forward,NPL_3,NPL,0.9079087237130548,0.6652274726153354,1
OS,2,forward,LOC484897_3,LOC484897,0.8901030472676714,0.6661869353162229,1
OS,2,forward,IFI44L_3,IFI44L,0.2777256964277479,0.6675461741424802,1
OS,2,forward,LOC119877400,LOC119877400,0.5420280667660431,0.6682657711681458,1
OS,2,forward,OAS1_3,OAS1,0.20567383478777915,0.666106980091149,1
OS,2,forward,SLC36A2_3,SLC36A2,0.08296619629967064,0.6667466218917406,1
OS,2,forward,RYR2_3,RYR2,0.5216286112933649,0.6673063084672584,1
OS,2,forward,OAS2_3,OAS2,0.4619450149695081,0.6648276964899656,1
OS,2,forward,MS4A7_3,MS4A7,0.6822969783884574,0.660110338210602,1
OS,2,forward,LOC102157159_3,LOC102157159,0.85271988149255,0.6654673382905573,1
OS,2,forward,IGSF6_3,IGSF6,0.8934895302527084,0.6661869353162229,1
OS,2,forward,LOC610632_3,LOC610632,0.0048992371003089156,0.6656272487407052,1
OS,2,forward,KCNQ1_3,KCNQ1,0.5325629117887523,0.666106980091149,1
OS,2,forward,LOC102155122_3,LOC102155122,0.11711180702280942,0.6629087710881906,1
OS,2,forward,TRIB3_3,TRIB3,0.11614701762236217,0.665947069641001,1
OS,2,forward,HCLS1_3,HCLS1,0.36489593698987743,0.6629887263132646,1
OS,2,forward,IL18_3,IL18,0.8338801005533218,0.6645078755896698,1
OS,2,forward,GNG11_3,GNG11,0.019484976264175915,0.6711441592708084,1
OS,2,forward,CALHM5_3,CALHM5,0.04537728802961261,0.6705045174702167,1
OS,2,forward,SLC43A2_3,SLC43A2,0.5347998601434474,0.6667466218917406,1
OS,2,forward,RBPMS2_3,RBPMS2,0.038125969678281905,0.6744223234988407,1
OS,2,forward,DOCK8_3,DOCK8,0.4145869271321706,0.6676261293675542,1
OS,2,forward,TASL_3,TASL,0.497994620201456,0.6663468457663708,1
OS,2,forward,ZBP1_3,ZBP1,0.5147189544652065,0.6649876069401135,1
OS,2,forward,DOK2_3,DOK2,0.7402421288204472,0.6633085472135604,1
OS,2,forward,GAREM2_3,GAREM2,0.3850085762600447,0.6648276964899656,1
OS,2,forward,SIM2_3,SIM2,0.37773415761832996,0.6580315023586791,1
OS,2,forward,ESPL1_3,ESPL1,0.13231138757466718,0.6623490845126729,1
OS,2,forward,FGR_3,FGR,0.841012910963012,0.6661869353162229,1
OS,2,forward,SERPINB8_3,SERPINB8,0.3742911140202948,0.6635484128887823,1
OS,2,forward,LEPR_3,LEPR,0.04965139645399597,0.6671463980171104,1
OS,2,forward,ARHGAP30_3,ARHGAP30,0.4817372366639505,0.6673063084672584,1
OS,2,forward,TMEM144_3,TMEM144,0.409768485327371,0.6653873830654833,1
OS,2,forward,PSMB8_3,PSMB8,0.7490360826894891,0.6641880546893739,1
OS,2,forward,MXRA5_3,MXRA5,0.0604384884849422,0.6598704725353802,1
OS,2,forward,CD80_3,CD80,0.7553586299478372,0.6630686815383385,1
OS,2,forward,SASH3_3,SASH3,0.6486544676380046,0.6652274726153354,1
OS,2,forward,DLA-DRA_3,DLA-DRA,0.5736192838167833,0.6646677860398177,1
OS,2,forward,GAS6_3,GAS6,0.10474199864434114,0.666106980091149,1
OS,2,forward,GINS4_3,GINS4,0.11819352000041586,0.6717838010714,1
OS,2,forward,SIRPB2_3,SIRPB2,0.4819765928140337,0.6639481890141521,1
OS,2,forward,GASK1B_3,GASK1B,0.8356284610302823,0.6653074278404094,1
OS,2,forward,TRIM22_3,TRIM22,0.9393464288057931,0.6649876069401135,1
OS,2,forward,LOC119878294,LOC119878294,0.0017155167833215594,0.6841768609578636,1
OS,2,forward,TFEC_3,TFEC,0.3635058024348782,0.6669864875669625,1
OS,2,forward,CYSLTR1_3,CYSLTR1,0.7586772938730757,0.6654673382905573,1
OS,2,forward,IRX1_3,IRX1,0.9728767961418788,0.6649876069401135,1
OS,2,forward,WAS_3,WAS,0.23659265540176086,0.66794595026785,1
OS,2,forward,SPI1_3,SPI1,0.47184955137309526,0.665867114415927,1
OS,2,forward,MYO1F_3,MYO1F,0.3766199667099882,0.6662668905412968,1
OS,2,forward,SMPDL3A_3,SMPDL3A,0.6857721718702955,0.6627488606380427,1
OS,2,forward,CENPA_3,CENPA,0.5703296078872875,0.6653873830654833,1
OS,2,forward,GSDMD_3,GSDMD,0.7576784222592993,0.6611497561365636,1
OS,2,forward,RAI2_3,RAI2,0.13465170519584035,0.6577116814583833,1
OS,2,forward,SLC31A2_3,SLC31A2,0.39988085075038493,0.6653873830654833,1
OS,2,forward,C6H16orf54_3,C6H16orf54,0.38930062412362554,0.6662668905412968,1
OS,2,backward,LOC119878294,LOC119878294,0.0017155167833215594,0.6841768609578636,2
OS,3,forward,FMO5_3,FMO5,0.6006281819923476,0.6864955624850084,2
OS,3,forward,MEX3A_3,MEX3A,0.11703366469139999,0.6900935476133365,2
OS,3,forward,TRIP13_3,TRIP13,0.10340621531939204,0.6836971296074198,2
OS,3,forward,APOBEC3Z3_4,APOBEC3Z3,0.6832216592849718,0.6853761893339729,2
OS,3,forward,GPR34_3,GPR34,0.3692613091729713,0.683537219157272,2
OS,3,forward,DNA2_3,DNA2,0.23131045155602256,0.6887343087870792,2
OS,3,forward,CBX7_3,CBX7,0.3947875892729017,0.6902534580634845,2
OS,3,forward,LOC477699_3,LOC477699,0.4357229528745976,0.683377308707124,2
OS,3,forward,ZMAT1_3,ZMAT1,0.2784294873168197,0.6842568161829375,2
OS,3,forward,STUM_3,STUM,0.05614919742070027,0.693051890941073,2
OS,3,forward,DSCC1_3,DSCC1,0.05690333343558386,0.6902534580634845,2
OS,3,forward,PTTG1_3,PTTG1,0.10361588454345835,0.687215159510674,2
OS,3,forward,ATAD1_3,ATAD1,0.11200438252893986,0.6917726073398897,2
OS,3,forward,TSPAN33_3,TSPAN33,0.029652811115785903,0.6856160550091949,2
OS,3,forward,TLR3_3,TLR3,0.7344213252450129,0.683457263932198,2
OS,3,forward,LOC111097086_3,LOC111097086,0.3196268499848094,0.6859358759094907,2
OS,3,forward,ADGRF1_3,ADGRF1,0.26813909177680945,0.6831374430319022,2
OS,3,forward,LOC476816_3,LOC476816,0.19880872064872127,0.6771408011513552,2
OS,3,forward,EVI2B_3,EVI2B,0.6009650115624354,0.6822579355560886,2
OS,3,forward,RCOR2_3,RCOR2,0.5846661931245656,0.6860158311345647,2
OS,3,forward,NIBAN1_3,NIBAN1,0.016833227598066047,0.6876948908611178,2
OS,3,forward,ALOX5_3,ALOX5,0.18106509117062067,0.6884144878867834,2
OS,3,forward,POLE2_3,POLE2,0.2572206182528389,0.6827376669065324,2
OS,3,forward,CENPV_3,CENPV,0.47923253332774174,0.6870552490605261,2
OS,3,forward,ENPP5_3,ENPP5,0.6033725793032809,0.6805788758295355,2
OS,3,forward,MCM10_3,MCM10,0.10367497687332933,0.6882545774366355,2
OS,3,forward,KCTD12_3,KCTD12,0.004822945050077273,0.6901735028384105,2
OS,3,forward,SUGCT_3,SUGCT,0.01580677977560227,0.6928120252658512,2
OS,3,forward,LOC100855995_3,LOC100855995,0.19618269295464166,0.6851363236587511,2
OS,3,forward,PRRT4_3,PRRT4,0.9747322468318795,0.683457263932198,2
OS,3,forward,HACD4_3,HACD4,0.24062303093505905,0.6880147117614136,2
OS,3,forward,HHIP_3,HHIP,0.5422768375744558,0.6844167266330855,2
OS,3,forward,SCRN2_3,SCRN2,0.13629278262530006,0.6900135923882625,2
OS,3,forward,TLR7_3,TLR7,0.5815574862936501,0.6851363236587511,2
OS,3,forward,FANCA_3,FANCA,0.46792336968242065,0.6844966818581595,2
OS,3,forward,ST6GALNAC3_3,ST6GALNAC3,0.2838603723827024,0.6803390101543136,2
OS,3,forward,CD8B_3,CD8B,0.348682516781066,0.6830574878068282,2
OS,3,forward,CENPW_3,CENPW,0.17903537113539778,0.6852162788838251,2
OS,3,forward,DNPH1_3,DNPH1,0.16017007071092482,0.6808986967298313,2
OS,3,forward,ACSS3_3,ACSS3,0.21533738673604758,0.6860957863596386,2
OS,3,forward,RECQL4_3,RECQL4,0.17839614154558536,0.6876948908611178,2
OS,3,forward,ADAMTS4_3,ADAMTS4,0.008502894142498819,0.6953705924682178,2
OS,3,forward,FANCM_3,FANCM,0.19564714313511966,0.687215159510674,2
OS,3,forward,E2F1_3,E2F1,0.741735354776063,0.6823378907811626,2
OS,3,forward,PTEN_3,PTEN,0.16599135770890952,0.6912928759894459,2
OS,3,forward,TAPBPL_3,TAPBPL,0.8851153078888029,0.68329735348205,2
OS,3,forward,BLNK_3,BLNK,0.5508937470176465,0.6820180698808667,2
OS,3,forward,SPC24_3,SPC24,0.5927199490450799,0.6832173982569761,2
OS,3,forward,MAB21L2_3,MAB21L2,0.3738211030470179,0.6865755177100824,2
OS,3,forward,MINPP1_3,MINPP1,0.16104827833183777,0.6920924282401855,2
OS,3,forward,MCM5_3,MCM5,0.43110496515084096,0.6828176221316063,2
OS,3,forward,MOSPD2_3,MOSPD2,0.7101229369261295,0.6821779803310146,2
OS,3,forward,SAMD9L_3,SAMD9L,0.19891552944187216,0.6867354281602303,2
OS,3,forward,SERF1A_3,SERF1A,0.7285236856994355,0.6836971296074198,2
OS,3,forward,UBE2S_3,UBE2S,0.39837864242109833,0.6848165027584553,2
OS,3,forward,LOC612325_3,LOC612325,0.8502935344841138,0.6825777564563844,2
