gene,gene_symbol_clean,univariate_candidate_rank,univariate_candidate_source,in_univariate_candidate_set,dfi_univ_rank,dfi_univ_coef,dfi_univ_hr_per_sd,dfi_univ_p,dfi_univ_q,dfi_univ_c_index,os_univ_rank,os_univ_coef,os_univ_hr_per_sd,os_univ_p,os_univ_q,os_univ_c_index,dfi_full_conditional_selected,dfi_full_conditional_rank,dfi_full_conditional_coef,dfi_full_conditional_hr_per_sd,dfi_full_conditional_p,dfi_full_conditional_c_index,os_full_conditional_selected,os_full_conditional_rank,os_full_conditional_coef,os_full_conditional_hr_per_sd,os_full_conditional_p,os_full_conditional_c_index,dfi_true_mb_n_configs,dfi_true_mb_algorithms,dfi_true_mb_alphas,dfi_true_mb_mean_rank,os_true_mb_n_configs,os_true_mb_algorithms,os_true_mb_alphas,os_true_mb_mean_rank,nested_dfi_conditional_selected_folds,nested_dfi_conditional_selection_frequency,nested_dfi_conditional_mean_rank,nested_dfi_conditional_plus_clinical_selected_folds,nested_dfi_conditional_plus_clinical_selection_frequency,nested_dfi_conditional_plus_clinical_mean_rank,nested_dfi_elasticnet_selected_folds,nested_dfi_elasticnet_selection_frequency,nested_dfi_elasticnet_mean_rank,nested_dfi_gsmb_selected_folds,nested_dfi_gsmb_selection_frequency,nested_dfi_gsmb_mean_rank,nested_dfi_iamb_selected_folds,nested_dfi_iamb_selection_frequency,nested_dfi_iamb_mean_rank,nested_dfi_univtop10_selected_folds,nested_dfi_univtop10_selection_frequency,nested_dfi_univtop10_mean_rank,nested_os_conditional_selected_folds,nested_os_conditional_selection_frequency,nested_os_conditional_mean_rank,nested_os_conditional_plus_clinical_selected_folds,nested_os_conditional_plus_clinical_selection_frequency,nested_os_conditional_plus_clinical_mean_rank,nested_os_elasticnet_selected_folds,nested_os_elasticnet_selection_frequency,nested_os_elasticnet_mean_rank,nested_os_gsmb_selected_folds,nested_os_gsmb_selection_frequency,nested_os_gsmb_mean_rank,nested_os_iamb_selected_folds,nested_os_iamb_selection_frequency,nested_os_iamb_mean_rank,nested_os_univtop10_selected_folds,nested_os_univtop10_selection_frequency,nested_os_univtop10_mean_rank,nested_any_max_selection_frequency,nested_any_total_selected_folds,dfi_os_both_univariate_available,dfi_os_same_direction,dfi_os_both_nominal_p05,dfi_os_both_fdr_q10,combined_univ_rank_score,rna_evidence_priority_score,rna_evidence_tier
STUM_3,STUM,11.0,dfi_top400,True,11.0,0.3911615416762464,1.4786973653714182,9.346850835618552e-06,0.0042485685616447,0.6068934779378993,100.0,0.2835856710158099,1.327882636495334,0.0012906462663251,0.0634546305609596,0.5908691132965539,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,2,0.4,6.5,0,0.0,,0,0.0,,0,0.0,,1,0.2,8.0,1,0.2,7.0,0,0.0,,0.4,4,True,True,True,True,111.0,4.0,exploratory_rna_evidence
ATAD1_3,ATAD1,14.0,dfi_top400,True,14.0,-0.3694757497902899,0.6910965431917532,1.3380311513613228e-05,0.004622737668053,0.5752488486109048,15.0,-0.3535589723513104,0.7021845818911877,0.0001042870731384,0.0347623577128129,0.5859918445670425,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,9.0,0,0.0,,0,0.0,,1,0.2,1.0,0,0.0,,0,0.0,,1,0.2,16.0,0,0.0,,0,0.0,,2,0.4,6.5,0.4,5,True,True,True,True,29.0,4.0,exploratory_rna_evidence
EVI2B_3,EVI2B,20.0,dfi_top400,True,20.0,-0.3612108186207602,0.6968320778030671,2.363433645997129e-05,0.0055585881456757,0.6300698261773882,10.0,-0.3777668882497139,0.6853902545667623,5.98323583583695e-05,0.0293538156944,0.6344447109618614,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,2,0.4,4.5,0,0.0,,0,0.0,,2,0.4,5.5,0.4,4,True,True,True,True,30.0,4.0,exploratory_rna_evidence
KCTD12_3,KCTD12,28.0,dfi_top400,True,28.0,-0.3410358640538397,0.7110334072087299,3.536470508081979e-05,0.0063151259072892,0.6140246620115882,6.0,-0.3691635739958113,0.6913123204826568,4.892057100975883e-05,0.0293538156944,0.6134164867674102,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,5.0,1,0.2,5.0,2,0.4,2.5,0,0.0,,0,0.0,,2,0.4,2.5,0.4,6,True,True,True,True,34.0,4.0,exploratory_rna_evidence
SUGCT_3,SUGCT,29.0,dfi_top400,True,29.0,-0.3746043811860273,0.6875612371526788,3.698047841190259e-05,0.0063759445537763,0.6139503788441539,51.0,-0.3341107918873027,0.7159744536718267,0.0005649839712628,0.0514285554615664,0.6190933077476614,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,2,0.4,7.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.4,2,True,True,True,True,80.0,4.0,exploratory_rna_evidence
CD8B_3,CD8B,38.0,dfi_top400,True,38.0,-0.3760832074623874,0.6865452049812728,5.340876463919157e-05,0.0067446788096494,0.6027336205615808,366.0,-0.2528786322864765,0.7765621256741438,0.0073486097345413,0.1003908433680506,0.5601663068681538,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,2,0.4,17.5,0,0.0,,0,0.0,,1,0.2,10.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.4,3,True,True,True,False,404.0,4.0,exploratory_rna_evidence
HHIP_3,HHIP,33.0,dfi_top400,True,33.0,0.337392038961059,1.4012883156828442,4.851151822398204e-05,0.0067446788096494,0.5898826325954538,1376.0,0.1481906209825194,1.1597339449180997,0.087975510409876,0.3196393022848691,0.5483329335572079,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,2,0.4,10.0,0,0.0,,0,0.0,,2,0.4,6.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.4,4,True,True,False,False,1409.0,4.0,exploratory_rna_evidence
PTEN_3,PTEN,46.0,dfi_top400,True,46.0,-0.3473777601104696,0.7065383758240313,6.348352241288335e-05,0.0069003828709655,0.5717575397414946,9.0,-0.368682758094552,0.6916447943620401,5.950839874324776e-05,0.0293538156944,0.594547053649956,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,5.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,2,0.4,4.5,0.4,3,True,True,True,True,55.0,4.0,exploratory_rna_evidence
BLNK_3,BLNK,48.0,dfi_top400,True,48.0,-0.3366820290257759,0.7141358782859462,6.864229622693548e-05,0.0071502391903057,0.6288812954984401,17.0,-0.3621636147050502,0.6961684551266767,0.0001276919105307,0.0354637151782668,0.635004397537379,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,2,0.4,9.5,0,0.0,,0,0.0,,0,0.0,,0.4,2,True,True,True,True,65.0,4.0,exploratory_rna_evidence
OSR2_3,OSR2,142.0,dfi_top400,True,142.0,0.2880621188157419,1.3338401581209731,0.000400374918677,0.0138689824480412,0.6104219283910266,414.0,0.2183602344348653,1.244035131202692,0.0088346794721368,0.1062195405934212,0.5873910610058367,False,,,,,,False,,,,,,6,GSMB;IAMB,0.05;0.1;0.2,6.0,4,GSMB;IAMB,0.05;0.1;0.2,6.0,0,0.0,,0,0.0,,0,0.0,,2,0.4,7.0,2,0.4,8.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,14.0,1,0.2,16.0,0,0.0,,0.4,6,True,True,True,False,556.0,4.0,exploratory_rna_evidence
EPHA2_3,EPHA2,168.0,dfi_top400,True,168.0,0.3038152533775357,1.3550186978361618,0.000519780703901,0.0153909321517959,0.6097162383004011,80.0,0.3051665299035885,1.3568509404493287,0.0010302026562788,0.0633337040934449,0.6150955464939634,False,,,,,,False,,,,,,0,,,,1,GSMB,0.2,4.0,0,0.0,,0,0.0,,0,0.0,,2,0.4,8.5,1,0.2,7.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,8.0,0,0.0,,0.4,4,True,True,True,True,248.0,4.0,exploratory_rna_evidence
TDRD7_3,TDRD7,184.0,dfi_top400,True,184.0,-0.3002633381395028,0.7406231606742707,0.0006280292091417,0.0169033240095661,0.5863913237260436,8.0,-0.3905917805737645,0.6766563239232171,5.939864379415826e-05,0.0293538156944,0.6142160390181498,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,2,0.4,4.5,0.4,2,True,True,True,True,192.0,4.0,exploratory_rna_evidence
PLCXD2_3,PLCXD2,288.0,dfi_top400,True,288.0,-0.2604150959023857,0.7707315918684515,0.0013880691581869,0.0240984228851898,0.5664834348536621,437.0,-0.2329781725174835,0.7921708644312982,0.0096609505601204,0.1105096994150872,0.559926441192932,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,2,0.4,10.5,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.4,2,True,True,True,False,725.0,4.0,exploratory_rna_evidence
EGR1_3,EGR1,325.0,dfi_top400,True,325.0,-0.2772267823492491,0.7578826032227813,0.0018882621876388,0.0288864947145514,0.5765859456247214,1819.0,-0.1367246348349541,0.8722103694193739,0.15143523275005,0.4160516513484422,0.548252978332134,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,2,0.4,20.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.4,2,True,True,False,False,2144.0,4.0,exploratory_rna_evidence
MYOF_3,MYOF,402.0,os_top200,True,407.0,-0.2476201184914561,0.7806564439044809,0.003058229952443,0.0375703925361553,0.559277967612539,53.0,-0.3109139100307689,0.7327769578996873,0.0005720132953259,0.0514285554615664,0.592548173023107,False,,,,,,False,,,,,,1,IAMB,0.2,12.0,0,,,,0,0.0,,0,0.0,,0,0.0,,1,0.2,11.0,2,0.4,5.5,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.4,3,True,True,True,True,460.0,4.0,exploratory_rna_evidence
LOC119876408,LOC119876408,,,False,496.0,0.2370003018100357,1.2674415003017905,0.0049874440808751,0.0502688860499086,0.5637349576585946,659.0,0.2036640992144416,1.2258863081165947,0.0203861773311218,0.1546750935593461,0.5662828815863117,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,2,0.4,5.0,2,0.4,2.5,1,0.2,1.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.4,5,True,True,True,False,1155.0,4.0,exploratory_rna_evidence
ADAMTSL3_3,ADAMTSL3,405.0,os_top200,True,592.0,-0.2394518751932559,0.7870591495000266,0.0070487556087865,0.0595334088579945,0.5811172188382112,64.0,-0.3174002022758197,0.7280393338175758,0.0007802437675409,0.0600494722456207,0.5932677700487727,False,,,,,,False,,,,,,0,,,,0,,,,1,0.2,3.0,1,0.2,3.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,2,0.4,12.5,0,0.0,,0,0.0,,0,0.0,,0.4,4,True,True,True,True,656.0,4.0,exploratory_rna_evidence
FMO5_3,FMO5,2.0,dfi_top400,True,2.0,-0.3785352645587888,0.6848638192088117,2.021860860681305e-06,0.0036783320728744,0.6304412420145595,32.0,-0.3105403080990846,0.7330507759329405,0.0003032803249235,0.0452767743391759,0.6222915167506197,False,,,,,,False,,,,,,0,,,,0,,,,1,0.2,4.0,1,0.2,4.0,1,0.2,20.0,0,0.0,,0,0.0,,1,0.2,2.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,4,True,True,True,True,34.0,4.0,exploratory_rna_evidence
CBX7_3,CBX7,8.0,dfi_top400,True,8.0,-0.3895934613395934,0.6773321802503663,6.780792766747351e-06,0.0036783320728744,0.6340068340514039,35.0,-0.3319349390368832,0.7175340047892617,0.0003244221639505,0.0463460234215037,0.6397217558167426,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,8.0,0,0.0,,0,0.0,,1,0.2,2.0,0,0.0,,0,0.0,,1,0.2,8.0,0,0.0,,0,0.0,,0,0.0,,0.2,3,True,True,True,True,43.0,4.0,exploratory_rna_evidence
TSPAN33_3,TSPAN33,15.0,dfi_top400,True,15.0,0.3981559612109425,1.489076249933274,1.3868213004159033e-05,0.004622737668053,0.5896597830931511,18.0,0.3604147809031954,1.4339240555438248,0.0001280601597611,0.0354637151782668,0.5921483968977372,False,,,,,,False,,,,,,0,,,,0,,,,1,0.2,1.0,1,0.2,1.0,1,0.2,18.0,0,0.0,,0,0.0,,1,0.2,1.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,4,True,True,True,True,33.0,4.0,exploratory_rna_evidence
TLR3_3,TLR3,16.0,dfi_top400,True,16.0,-0.3581056796292188,0.698999201126713,1.683257534343163e-05,0.0052601797948223,0.626281384638241,77.0,-0.3008310296889298,0.7402028344837476,0.0009773681699675,0.0628988693479283,0.5976653074278404,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,4.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,93.0,4.0,exploratory_rna_evidence
LOC476816_3,LOC476816,19.0,dfi_top400,True,19.0,-0.3388201818057778,0.7126105779162039,2.179731129462139e-05,0.0055585881456757,0.5979794978457882,37.0,-0.3042464546046974,0.7376790396493749,0.0003472276016276,0.0469226488686073,0.598544814903654,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,8.0,0.2,1,True,True,True,True,56.0,4.0,exploratory_rna_evidence
ADGRF1_3,ADGRF1,18.0,dfi_top400,True,18.0,-0.4072299085507459,0.6654911706013593,2.1132206717547143e-05,0.0055585881456757,0.6309983657703164,55.0,-0.3579072445309686,0.6991379208648426,0.000576924127223,0.0514285554615664,0.6206524346366035,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,10.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,73.0,4.0,exploratory_rna_evidence
RCOR2_3,RCOR2,21.0,dfi_top400,True,21.0,0.3898458612678512,1.4767531514803718,2.3747621522431464e-05,0.0055585881456757,0.601099390878027,68.0,0.322405162743352,1.3804439671326487,0.0008175391198274,0.0601131705755441,0.6060606060606061,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,9.0,0,0.0,,0,0.0,,1,0.2,21.0,0,0.0,,0,0.0,,0,0.0,,0.2,2,True,True,True,True,89.0,4.0,exploratory_rna_evidence
LOC111097086_3,LOC111097086,17.0,dfi_top400,True,17.0,-0.3398889820810216,0.7118493464090726,2.1059917752779174e-05,0.0055585881456757,0.6083791412865844,202.0,-0.2644998938498966,0.7675897303472977,0.0033608033394698,0.0831254648485066,0.5922283521228112,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,9.0,0,0.0,,0,0.0,,1,0.2,3.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,2,True,True,True,True,219.0,4.0,exploratory_rna_evidence
POLE2_3,POLE2,24.0,dfi_top400,True,24.0,0.3579199347434338,1.4303510944678235,2.867395198259185e-05,0.0059737399963733,0.607116327440202,125.0,0.2783917388937124,1.3210035843448682,0.0017193673393411,0.0687746935736468,0.5884704565443352,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,4.0,0,0.0,,0,0.0,,1,0.2,8.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,2,True,True,True,True,149.0,4.0,exploratory_rna_evidence
TLR7_3,TLR7,35.0,dfi_top400,True,35.0,-0.3345117002607499,0.7156874710488874,4.998628512358896e-05,0.0067446788096494,0.6138018125092854,7.0,-0.3621872556285528,0.6961519972560244,4.989356970722057e-05,0.0293538156944,0.6260494123290957,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,6.0,0,0.0,,0,0.0,,1,0.2,6.0,0.2,2,True,True,True,True,42.0,4.0,exploratory_rna_evidence
HACD4_3,HACD4,32.0,dfi_top400,True,32.0,-0.34337756317258,0.7093703288801675,4.79715187573363e-05,0.0067446788096494,0.6177388203833012,29.0,-0.3261694069161598,0.7216829189976964,0.0002755145359464,0.0452767743391759,0.6240505317022468,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,1,0.2,5.0,0,0.0,,1,0.2,4.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,2,True,True,True,True,61.0,4.0,exploratory_rna_evidence
CENPW_3,CENPW,39.0,dfi_top400,True,39.0,0.3550727481177007,1.4262844100135517,5.37444869882004e-05,0.0067446788096494,0.5839399792007132,56.0,0.3292118031347343,1.389872203704208,0.000579140415396,0.0514285554615664,0.5871911729431518,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,11.0,1,0.2,12.0,0,0.0,,0.2,2,True,True,True,True,95.0,4.0,exploratory_rna_evidence
LOC100855995_3,LOC100855995,30.0,dfi_top400,True,30.0,0.3706251508574029,1.4486399501551177,4.347911414605888e-05,0.0067446788096494,0.603922151240529,142.0,0.2916638768892461,1.3386529898039998,0.0022086723407387,0.0756453002193586,0.5894299192452227,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,10.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,172.0,4.0,exploratory_rna_evidence
ST6GALNAC3_3,ST6GALNAC3,37.0,dfi_top400,True,37.0,0.3536683284737238,1.424282714109766,5.319205702972071e-05,0.0067446788096494,0.5969395335017085,243.0,0.2659741496061767,1.304701331207762,0.0041606599140357,0.0842142486875269,0.5723994563044695,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,2.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,280.0,4.0,exploratory_rna_evidence
MINPP1_3,MINPP1,51.0,dfi_top400,True,51.0,-0.3238982199060951,0.7233238586036982,7.798548019141717e-05,0.0074814160648197,0.5700490268905066,72.0,-0.2837671124538437,0.7529419750982501,0.0008711861309889,0.0604990368742339,0.5785560086351643,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,8.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,123.0,4.0,exploratory_rna_evidence
MAB21L2_3,MAB21L2,50.0,dfi_top400,True,50.0,-0.3442277404701025,0.7087674946253272,7.698546171216128e-05,0.0074814160648197,0.611387609567672,250.0,-0.2620182326252144,0.7694969936293852,0.0042210629234123,0.0842142486875269,0.577276725033981,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,18.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,300.0,4.0,exploratory_rna_evidence
SAMD9L_3,SAMD9L,54.0,dfi_top400,True,54.0,-0.3306269010826483,0.7184731806058791,8.081011565089165e-05,0.0074824181158233,0.6180359530530382,5.0,-0.3861381486085292,0.6796766228145037,4.469490985839223e-05,0.0293538156944,0.623650755576877,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,3.0,0.2,1,True,True,True,True,59.0,4.0,exploratory_rna_evidence
UBE2S_3,UBE2S,56.0,dfi_top400,True,56.0,0.3158572835030262,1.3714345153288336,9.354252980649946e-05,0.0079482156381895,0.5811172188382112,121.0,0.278889633191301,1.321661468261342,0.0016983630507361,0.0687746935736468,0.5737586951307267,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,10.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,177.0,4.0,exploratory_rna_evidence
LOC612325_3,LOC612325,57.0,dfi_top400,True,57.0,-0.3261801261425464,0.7216751831565695,9.501097586797403e-05,0.0079482156381895,0.6075620264448076,247.0,-0.2556642992559659,0.7744018924530021,0.0042082118288945,0.0842142486875269,0.5795954265611257,False,,,,,,False,,,,,,0,,,,1,GSMB,0.1,2.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,5.0,1,0.2,5.0,0,0.0,,0.2,2,True,True,True,True,304.0,4.0,exploratory_rna_evidence
BATF2_3,BATF2,65.0,dfi_top400,True,65.0,-0.3366153173782925,0.7141835210560599,0.0001157547273891,0.0087843154928808,0.6182588025553409,39.0,-0.3483241476138774,0.7058700330399862,0.0003745105149249,0.0475366604746541,0.6134964419924842,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,24.0,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,104.0,4.0,exploratory_rna_evidence
ACOD1_3,ACOD1,66.0,dfi_top400,True,66.0,-0.33557447361825,0.7149272615091364,0.000115952964506,0.0087843154928808,0.6228272173525479,230.0,-0.2655872735593124,0.7667555224819121,0.0039022654306028,0.0842142486875269,0.6092588150635644,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,20.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,296.0,4.0,exploratory_rna_evidence
LOC119877688,LOC119877688,67.0,dfi_top400,True,67.0,-0.3463951707377019,0.7072329541103063,0.0001195884650652,0.0089055996117877,0.6210815629178428,102.0,-0.3104758188098619,0.7330980513808082,0.001300816648966,0.0634546305609596,0.6061405612856801,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,12.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,169.0,4.0,exploratory_rna_evidence
SCML2_3,SCML2,72.0,dfi_top400,True,72.0,0.3143607385828182,1.3693836369700854,0.000134498084742,0.0091552873887485,0.5978309315109196,86.0,0.2777271033136643,1.3201258900670736,0.0011153064890277,0.0633337040934449,0.5904693371711841,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,7.0,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,158.0,4.0,exploratory_rna_evidence
MYBL2_3,MYBL2,76.0,dfi_top400,True,76.0,0.3324900567954332,1.3944360339532458,0.0001400285377394,0.0091552873887485,0.606522062100728,196.0,0.2787231864693923,1.3214415003494535,0.0032830662995398,0.0831254648485066,0.5996641880546894,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,9.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,272.0,4.0,exploratory_rna_evidence
TTC39B_3,TTC39B,83.0,dfi_top400,True,83.0,-0.3458062022491698,0.7076496147222697,0.0001563903277744,0.0093248286205975,0.6097905214678354,19.0,-0.3942289911008605,0.6741996528419127,0.0001347621176774,0.0354637151782668,0.6144559046933717,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,6.0,0,0.0,,0,0.0,,1,0.2,9.0,0.2,2,True,True,True,True,102.0,4.0,exploratory_rna_evidence
PARP15_3,PARP15,89.0,dfi_top400,True,89.0,-0.3032665004560799,0.7384022856006844,0.0001714932776149,0.0096344537985909,0.608527707621453,70.0,-0.298395384061613,0.7420079036429263,0.0008596383765761,0.0604990368742339,0.6036619493083873,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,19.0,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,159.0,4.0,exploratory_rna_evidence
GPSM3_3,GPSM3,88.0,dfi_top400,True,88.0,-0.2959590113690568,0.743817915473382,0.0001706365407938,0.0096344537985909,0.6109047689793493,168.0,-0.257269399735631,0.7731598966346651,0.0027057829013261,0.0789676472281004,0.5995042776045415,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,3.0,0,0.0,,0,0.0,,1,0.2,9.0,0.2,2,True,True,True,True,256.0,4.0,exploratory_rna_evidence
ASAH1_3,ASAH1,92.0,dfi_top400,True,92.0,-0.3105595992337689,0.7330366346880923,0.0001818818014401,0.00988488051305,0.6158817411974447,132.0,-0.2751031265024082,0.7594937952474881,0.0018771343597438,0.071103574232723,0.6091788598384904,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,1,0.2,3.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,224.0,4.0,exploratory_rna_evidence
RGS18_3,RGS18,93.0,dfi_top400,True,93.0,-0.3111289356383132,0.7326194090282484,0.0001846367296128,0.0099267058931613,0.6259842519685039,42.0,-0.3165734828760574,0.7286414669218974,0.0004222172554457,0.0502639589816394,0.6355640841128968,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,5.0,0,0.0,,0,0.0,,1,0.2,3.0,0.2,2,True,True,True,True,135.0,4.0,exploratory_rna_evidence
