module_label,n_loo_fits,hr_min,hr_max,hr_median,fraction_hr_above_1,c_index_min,c_index_max,c_index_median,fraction_p_below_0_05
M34,36,0.722619109454487,0.8698041895264059,0.8102900461596791,0.0,0.43783783783783786,0.5067750677506775,0.4711817453752938,0.0
M11,36,1.1095587230834245,1.334693219648056,1.2044351253569614,1.0,0.5569948186528497,0.5958549222797928,0.5695876288659794,0.0
M24,36,0.8114955585173063,0.9879029650450324,0.8869603829186281,0.0,0.4081081081081081,0.4702702702702703,0.43621297195271813,0.0
M40,36,0.6832318017849739,0.8852732580274142,0.7892011155209285,0.0,0.4189189189189189,0.4864864864864865,0.45666621956944536,0.0
