gene,p,endpoint,fold
DLL4_3,0.0232754890443795,DFI,3
S1PR3_3,0.023366295783274368,DFI,3
IL15RA_3,0.023392835448869137,DFI,3
LOC119864503_3,0.02340448731081724,DFI,3
POU2F2_3,0.023455039230408294,DFI,3
PIK3R6_3,0.023507975665643964,DFI,3
LAMP3_3,0.023531279693756804,DFI,3
NALCN_3,0.023566927637097248,DFI,3
CYBB_3,0.02358143925062483,DFI,3
ENPEP_3,0.023668010626220252,DFI,3
ADCY7_3,0.023680042326707475,DFI,3
KLHL30_3,0.02369663161217018,DFI,3
ADORA3_3,0.02370089708794292,DFI,3
PARP3_3,0.023704426417659685,DFI,3
NES_3,0.023719750368772597,DFI,3
ARHGEF6_3,0.02381929652842787,DFI,3
CCR2_3,0.023863014616934065,DFI,3
LOC100856339_3,0.02389079597639831,DFI,3
GABRA2_3,0.024054281354153245,DFI,3
GIMAP7_3,0.024063661385236097,DFI,3
LOC119879425,0.024163810791125583,DFI,3
MFSD6_3,0.024186049713026042,DFI,3
CDA_3,0.02429150487249733,DFI,3
HOXA4_3,0.02432985423781008,DFI,3
FKBP10_3,0.024351657270120185,DFI,3
TPX2_3,0.024438551005577375,DFI,3
IL32_3,0.024463992865914986,DFI,3
DLA-DQA1_3,0.024514554326318595,DFI,3
TP53INP1_3,0.024665526022548245,DFI,3
DOHH_3,0.024717754867770815,DFI,3
TMCC3_3,0.024727062504187543,DFI,3
LINGO1_3,0.024795333126809625,DFI,3
LOC119866113_2,0.024812549851335415,DFI,3
SLA_3,0.024832564035108213,DFI,3
PM20D2_3,0.024844780128178312,DFI,3
IL2RB_3,0.024879043112880583,DFI,3
LOC106557516_2,0.024911974580621013,DFI,3
LOC119873846_3,0.025025273331439703,DFI,3
TWIST1_3,0.0250446789298064,DFI,3
MLLT3_3,0.025115814016280682,DFI,3
MRPS18A_3,0.02527976718417781,DFI,3
CFB_3,0.025360703260239585,DFI,3
LOC111094052_3,0.0253834865481192,DFI,3
ADRA1B_3,0.025414586607751866,DFI,3
SLAMF8_3,0.025555335762700953,DFI,3
COL26A1_3,0.025590471154670023,DFI,3
SRM_3,0.02564584639474917,DFI,3
LOC102154760_3,0.025709959894708784,DFI,3
TTK_3,0.025746817404084833,DFI,3
SLCO3A1_3,0.0257477536836701,DFI,3
APOC1_3,0.025748173054772117,DFI,3
EPHB3_3,0.02578367358050633,DFI,3
EFCC1_3,0.02578382040243252,DFI,3
GPR31_3,0.025818872097909708,DFI,3
SLCO5A1_3,0.025865776205451045,DFI,3
SEPTIN3_3,0.025881816134152066,DFI,3
DIAPH3_3,0.025888981718354517,DFI,3
PAMR1_3,0.025903541565363498,DFI,3
CTSC_3,0.026108873064099085,DFI,3
PCLAF_3,0.026207436564360035,DFI,3
APOB_3,0.026314401140863936,DFI,3
MLC1_3,0.026398899209329186,DFI,3
HMGCLL1_3,0.026437780422121405,DFI,3
SLC43A2_3,0.026472138566010436,DFI,3
ENC1_3,0.026570796124976963,DFI,3
LOC102154005_3,0.02663251206074907,DFI,3
CD180_3,0.02667396660154653,DFI,3
MEGF6_3,0.02674272792411572,DFI,3
INPP4B_3,0.02681077344234404,DFI,3
LOC106557828_3,0.027011738973895656,DFI,3
CHRNE_3,0.02708482164363341,DFI,3
TLR8_3,0.027100119420082985,DFI,3
LOC119878872,0.02720540536161817,DFI,3
CD59_3,0.02721638011671655,DFI,3
HHIPL1_3,0.027314677931075657,DFI,3
P4HA1_3,0.027330314845474716,DFI,3
SCEL_3,0.02734175898131701,DFI,3
LOC119876541,0.02735000968688758,DFI,3
PDZRN4_3,0.0274052972195003,DFI,3
CENPQ_3,0.027430630034245552,DFI,3
ADARB1_3,0.027441595658293558,DFI,3
LOC119876653,0.02747411414041848,DFI,3
LOC119869016_1,0.027545831348238348,DFI,3
AQP5_3,0.027677599917721268,DFI,3
NPL_3,0.027774720922939596,DFI,3
LOC102153619_3,0.0278230550124974,DFI,3
LOC119876202,0.027835594256977472,DFI,3
MAD2L1_3,0.02795999529253608,DFI,3
ACYP2_3,0.02805153598627736,DFI,3
SGMS1_3,0.028126095028872575,DFI,3
CSPG5_3,0.028133098264967352,DFI,3
RASGRP1_3,0.028167924753095132,DFI,3
FAM171B_3,0.028224086359779268,DFI,3
LRFN4_3,0.028302280206427503,DFI,3
LY9_3,0.028386082459442186,DFI,3
ARHGAP9_3,0.028458556955823684,DFI,3
ANKRD37_3,0.028524624208335254,DFI,3
ARHGAP25_3,0.02857511376696644,DFI,3
GRID2IP_3,0.028605138156210193,DFI,3
CHST8_3,0.028620229899873242,DFI,3
PTGES3L_3,0.02863717304887054,DFI,3
LOC102155568_3,0.028807994308934375,DFI,3
POFUT2_3,0.028820765801349416,DFI,3
IRX1_3,0.02892072902114308,DFI,3
PLXNA4_3,0.02894076089113423,DFI,3
CLCN5_3,0.028959131481638093,DFI,3
VCAM1_3,0.029011087373871924,DFI,3
LOC119869101_1,0.02905178097843334,DFI,3
KIFC1_3,0.029057882866798702,DFI,3
PPP1R3C_3,0.029061968304877082,DFI,3
LOC483396_2,0.029069760224498507,DFI,3
SYT9_3,0.029126836754782715,DFI,3
MDGA1_3,0.029228712206794252,DFI,3
PARPBP_3,0.029275914991309385,DFI,3
CCDC18_3,0.029451363161601123,DFI,3
LOC102153143_2,0.02948033170867977,DFI,3
UPP1_3,0.02954797043045944,DFI,3
DCK_3,0.029586515623992313,DFI,3
DPEP1_3,0.029600918022996938,DFI,3
LOC484969_3,0.029615267109967047,DFI,3
ASIC3_3,0.029621761635736286,DFI,3
MOB3B_3,0.029760775981613394,DFI,3
CENPN_3,0.029919955739546568,DFI,3
PCDH9_3,0.029958236646980323,DFI,3
PVRIG_3,0.03005228054770996,DFI,3
F5_3,0.030183771944926958,DFI,3
TLR1_3,0.030284682382023698,DFI,3
LOC119869050_2,0.030366945626068346,DFI,3
LOC102152872_3,0.030387770516208758,DFI,3
KLRG1_3,0.030399816125953927,DFI,3
NOD2_3,0.03048671958196888,DFI,3
ZSCAN32_2,0.030515523354610632,DFI,3
CD40_3,0.030711241040060254,DFI,3
FLNC_3,0.030795828064090112,DFI,3
LUM_3,0.03092209371333447,DFI,3
LOC478984_3,0.030954009028398122,DFI,3
PLA2G3_3,0.0309691991025117,DFI,3
HEYL_3,0.031093183696938875,DFI,3
FAXDC2_3,0.03117476397617839,DFI,3
ROR2_3,0.031224696237200842,DFI,3
DLA-DOB_3,0.03125676887716993,DFI,3
ANO2_3,0.03146520231891251,DFI,3
ZFP69B_3,0.031493104368053845,DFI,3
IRF8_3,0.03163904701951285,DFI,3
MTAP_3,0.03173752144206966,DFI,3
AIF1_3,0.03178183538257346,DFI,3
LAT_3,0.03188074598666208,DFI,3
KCNIP1_3,0.031989028102580745,DFI,3
ANKS1B_3,0.03205944301060051,DFI,3
HSPA4L_3,0.03206520576733257,DFI,3
LOC119877599,0.032134303268665954,DFI,3
RBM20_3,0.0321953094006186,DFI,3
CMKLR1_3,0.0322936589956666,DFI,3
TMEM106A_3,0.03230425052573855,DFI,3
LOC484309_3,0.03239137954557418,DFI,3
PALD1_3,0.032442501615883156,DFI,3
LOC611075_3,0.03253484356852369,DFI,3
PEX5L_3,0.032578305161525954,DFI,3
SLC49A3_3,0.03261970796170339,DFI,3
RENBP_3,0.03272650988567927,DFI,3
CELF4_3,0.03273495520818315,DFI,3
DLA88_3,0.03280461777419984,DFI,3
EMILIN3_3,0.03281013395805417,DFI,3
VWF_3,0.03282265010455508,DFI,3
GCNA_3,0.03294311033813488,DFI,3
PHLDB2_3,0.03303465737495625,DFI,3
CCR1_3,0.033168422415023026,DFI,3
SIX2_3,0.03319348523256932,DFI,3
ADGRL2_3,0.03325055911269296,DFI,3
CDK15_3,0.03328363117776436,DFI,3
TRPC4_3,0.033304889303442685,DFI,3
LOC119869028_3,0.03339248015850572,DFI,3
AHRR_3,0.033520938832544846,DFI,3
CRABP2_3,0.0335596336535578,DFI,3
DNAH10_3,0.03362318734313064,DFI,3
LOC119869019_2,0.03376320862606956,DFI,3
LOC119869150_1,0.033784135377689956,DFI,3
ZIC5_3,0.033811276389968246,DFI,3
CD27_3,0.03382500756746935,DFI,3
ACSL5_3,0.03385416895029979,DFI,3
ITGAL_3,0.03386376918735249,DFI,3
FGFR3_3,0.033866326271636354,DFI,3
DACH1_3,0.03408282119841183,DFI,3
KLKB1_3,0.034110018358835786,DFI,3
PTCH1_3,0.03415611716351267,DFI,3
KIF14_3,0.034176837313444244,DFI,3
EXPH5_3,0.03428584008482403,DFI,3
CENPA_3,0.034346934987293694,DFI,3
BUB1B_3,0.03446723468057199,DFI,3
PRPH_3,0.03463963474692784,DFI,3
CRACDL_3,0.034708272624755246,DFI,3
CCDC80_3,0.03481305790420047,DFI,3
LOC119876561,0.034927425725394166,DFI,3
MATN4_3,0.034985669019350324,DFI,3
LOC119879073,0.03507848466520337,DFI,3
SELENOH_3,0.0351232142664058,DFI,3
PDE10A_3,0.03521468444137826,DFI,3
PLEK2_3,0.03524579318559749,DFI,3
AURKB_3,0.035248179981117636,DFI,3
PGF_3,0.03525756321722072,DFI,3
IL12RB1_3,0.03527087269908039,DFI,3
SLC48A1_3,0.03530671559211272,DFI,3
DLG2_3,0.0353933646800875,DFI,3
MLLT11_3,0.035413420309015814,DFI,3
BCL11A_3,0.03550689810706289,DFI,3
LRRC25_3,0.03564206178415842,DFI,3
NDC80_3,0.03570323092406268,DFI,3
CPN2_3,0.035767835643416825,DFI,3
DGKH_3,0.035769291079031276,DFI,3
ADORA1_3,0.03581816236770751,DFI,3
MPIG6B_3,0.03603338349781091,DFI,3
LOC100856518_3,0.0361694663007315,DFI,3
MICAL2_3,0.03620207174634858,DFI,3
SCIMP_3,0.03638256009302769,DFI,3
CMSS1_3,0.03646085206081596,DFI,3
RCN3_3,0.0364669371052059,DFI,3
GLI2_3,0.03650363136751611,DFI,3
TBXAS1_3,0.03666200312989776,DFI,3
LOC607405_3,0.03674859632419594,DFI,3
SVIP_3,0.036880186903765946,DFI,3
LIMS2_3,0.0369695324126576,DFI,3
EGLN3_3,0.0369935060902168,DFI,3
ARHGAP15_3,0.03701268627292165,DFI,3
CTSD_3,0.03714120936420499,DFI,3
LRRN3_3,0.03718819365526541,DFI,3
HYAL1_3,0.03726506557642231,DFI,3
CLSTN3_3,0.03744873085264065,DFI,3
PLEKHM1_3,0.03748094635570013,DFI,3
NAGLU_3,0.03754430297280742,DFI,3
STAT1_3,0.03755498086786324,DFI,3
HOXA9_3,0.03759106291149695,DFI,3
CLEC2D_3,0.03765871454428166,DFI,3
SNAI1_3,0.037907879472131534,DFI,3
PTPRD_3,0.03791920937064461,DFI,3
MZB1_3,0.03799595803476215,DFI,3
CD84_3,0.03805209760263514,DFI,3
INSR_3,0.038444423779908664,DFI,3
LOC479911_3,0.03846102753097761,DFI,3
LOC111090004_3,0.03846323558160439,DFI,3
CRYBA4_3,0.03846791308255486,DFI,3
LOC612173_3,0.03860821499019049,DFI,3
LCK_3,0.038633175633443345,DFI,3
CTSS_3,0.03874503079061986,DFI,3
EPHB2_3,0.03881722886762404,DFI,3
CIITA_3,0.039002269456918044,DFI,3
SIM1_3,0.03907012524215799,DFI,3
LOC119878294,0.039171596555827935,DFI,3
RASSF2_3,0.03917654376290888,DFI,3
FLT3_3,0.0391937123691536,DFI,3
CD83_3,0.039279302796135056,DFI,3
NLRC3_3,0.03939067309892102,DFI,3
DOCK5_3,0.03951453808609255,DFI,3
MFGE8_3,0.0395608573581856,DFI,3
ACTA2_3,0.03969630804903017,DFI,3
SOAT2_3,0.03975600112417946,DFI,3
MAP9_3,0.03977369645539853,DFI,3
CXCR6_3,0.03988843644519014,DFI,3
SIPA1L2_3,0.03994935054414303,DFI,3
C1S_3,0.040043844173663766,DFI,3
THEMIS2_3,0.04004588453610826,DFI,3
SLC30A3_3,0.04009799078616895,DFI,3
ARSI_3,0.04010686082375908,DFI,3
LOC611835_3,0.04025993374785434,DFI,3
GPX7_3,0.04028417293614259,DFI,3
HORMAD1_3,0.040301362252426746,DFI,3
SKP2_3,0.04031144201371908,DFI,3
SH3TC1_3,0.040357153689592376,DFI,3
LOC106559121_2,0.04036100321964502,DFI,3
CD14_3,0.04037853302800384,DFI,3
FGD2_3,0.04060734320800082,DFI,3
LOC119866215_2,0.04061280131615506,DFI,3
ADCY3_3,0.04064611515680251,DFI,3
TSPAN33_3,2.4869443997633676e-07,DFI,4
TRIP13_3,4.817893304057719e-07,DFI,4
CYP4V2_3,8.13426059332324e-07,DFI,4
PTTG1_3,1.015209963745079e-06,DFI,4
MCM10_3,2.602228286922861e-06,DFI,4
DNA2_3,2.9729806512024023e-06,DFI,4
PSAT1_3,3.139146153175852e-06,DFI,4
POLE2_3,4.761720214046057e-06,DFI,4
SPC25_3,4.891495248586872e-06,DFI,4
LOC100855995_3,5.197198780702967e-06,DFI,4
DNPH1_3,5.916463408164359e-06,DFI,4
MEX3A_3,6.79420352006586e-06,DFI,4
STUM_3,8.189361335732359e-06,DFI,4
MYBL2_3,9.05779598344292e-06,DFI,4
LOC487476_3,9.569185906538674e-06,DFI,4
ECT2_3,1.0034137582051594e-05,DFI,4
CENPK_3,1.1287245072709109e-05,DFI,4
CENPW_3,1.1535647694680994e-05,DFI,4
FANCA_3,1.1919100316262559e-05,DFI,4
SRM_3,1.3417214578052784e-05,DFI,4
DLGAP5_3,1.3846286954123521e-05,DFI,4
GPR34_3,1.4785558150177947e-05,DFI,4
ZMAT1_3,1.5152741552593113e-05,DFI,4
SHCBP1_3,1.66328106834258e-05,DFI,4
FANCM_3,1.7321923631004774e-05,DFI,4
MIS18A_3,1.734600730623669e-05,DFI,4
STK39_3,1.7463034837038428e-05,DFI,4
ENPP5_3,1.9150813595868307e-05,DFI,4
FMO5_3,1.9896168755088426e-05,DFI,4
ALOX5_3,2.0330302183452367e-05,DFI,4
CDCA5_3,2.2089772617857118e-05,DFI,4
MCM5_3,2.363258621546998e-05,DFI,4
E2F1_3,2.3666977698187204e-05,DFI,4
LOC476816_3,2.3810420627595936e-05,DFI,4
RCOR2_3,2.407798142939282e-05,DFI,4
DSCC1_3,2.4478568596722615e-05,DFI,4
BUB1_3,2.7044388162085574e-05,DFI,4
SERF1A_3,2.8000627816196823e-05,DFI,4
LOC111097086_3,2.8016857360462645e-05,DFI,4
LOC477699_3,3.0464566907689766e-05,DFI,4
UBE2C_3,3.2838402622395506e-05,DFI,4
PIK3IP1_3,3.4591651306293594e-05,DFI,4
CBX7_3,3.493291379617179e-05,DFI,4
SUGCT_3,4.264832265159461e-05,DFI,4
AURKA_3,4.395640281014727e-05,DFI,4
TLR3_3,4.468598582689236e-05,DFI,4
STMN1_3,4.795524029024617e-05,DFI,4
RECQL4_3,5.086615888368258e-05,DFI,4
KIAA0040_3,5.185594218136877e-05,DFI,4
SERPING1_3,5.639701038092904e-05,DFI,4
SKA3_3,5.648871370336584e-05,DFI,4
SCRN2_3,6.354582836839097e-05,DFI,4
DSN1_3,6.378977421009998e-05,DFI,4
FAM83D_3,6.439777669237204e-05,DFI,4
KCTD12_3,6.555431382962463e-05,DFI,4
SCML2_3,6.937392192473924e-05,DFI,4
LOC119877688,6.962067270657744e-05,DFI,4
MINPP1_3,7.211859696501005e-05,DFI,4
E2F8_3,7.227407098090649e-05,DFI,4
ATAD1_3,7.530184791956459e-05,DFI,4
GMNN_3,7.541494163642828e-05,DFI,4
MAP1LC3C_3,8.176866485245692e-05,DFI,4
TROAP_3,8.501181211345888e-05,DFI,4
RRM2_3,8.704841426810681e-05,DFI,4
FAM107A_3,8.729676523108228e-05,DFI,4
TYMS_3,9.022708746445899e-05,DFI,4
RENBP_3,9.05897981077266e-05,DFI,4
CTSH_3,9.291967993737489e-05,DFI,4
GTSE1_3,9.405964895783041e-05,DFI,4
APOBEC3Z3_4,9.474461481831933e-05,DFI,4
CENPT_3,9.815721547344937e-05,DFI,4
MTFR2_3,9.876337688278926e-05,DFI,4
MCM4_3,9.932937980736103e-05,DFI,4
NIBAN1_3,0.00010435354603765859,DFI,4
CDCA8_3,0.00010663078037058078,DFI,4
GPRC5C_3,0.00010913067535473312,DFI,4
EVI2B_3,0.00010972660179210347,DFI,4
CDC6_3,0.00011817312588065035,DFI,4
E2F7_3,0.00011864993403766681,DFI,4
ACSS3_3,0.0001206013161300432,DFI,4
PPA1_3,0.0001223165928813171,DFI,4
UBE2S_3,0.00012337845741110712,DFI,4
SPC24_3,0.00013046561370940086,DFI,4
NR2F1_3,0.00013139791639847474,DFI,4
TLR7_3,0.00013758322124193527,DFI,4
LOC119875957_1,0.000138582713827434,DFI,4
FANCD2_3,0.00014016299477622867,DFI,4
DEPDC1_3,0.00014457871796730708,DFI,4
REXO5_3,0.00014517853367132432,DFI,4
ORC6_3,0.0001498831654494671,DFI,4
LURAP1L_3,0.00015160683121697392,DFI,4
CCNB1_3,0.0001561634077491694,DFI,4
ADAMTS4_3,0.0001562529866363586,DFI,4
P2RX7_3,0.00015667816001827412,DFI,4
CA5B_3,0.00016513061767439485,DFI,4
MEST_3,0.00016550577204442119,DFI,4
PRRT4_3,0.00016679778606159087,DFI,4
KIF18B_3,0.0001709544561264558,DFI,4
UBE2T_3,0.00017337332747584033,DFI,4
POLE_3,0.0001743446321217326,DFI,4
NETO1_3,0.00017483812140538382,DFI,4
CDT1_3,0.00017490247274006755,DFI,4
CCNB3_3,0.00017683240389751025,DFI,4
MOSPD2_3,0.00018461555818131145,DFI,4
KIF22_3,0.0001871020979994865,DFI,4
CENPV_3,0.00019001922893237283,DFI,4
BIRC5_3,0.00019107830317641208,DFI,4
TK1_3,0.00019175172562696126,DFI,4
KIF14_3,0.00019190588898238255,DFI,4
TMEM59L_3,0.00019819627850419468,DFI,4
UHRF1_3,0.00020741210636779486,DFI,4
LOC106557828_3,0.0002094113992950011,DFI,4
CSF1R_3,0.0002096102988056027,DFI,4
PBK_3,0.00021150958686040416,DFI,4
KIF15_3,0.0002130805812183627,DFI,4
PLK4_3,0.00021432745207951103,DFI,4
FAXDC2_3,0.00021586590229971209,DFI,4
KIF23_3,0.00021836635919239472,DFI,4
SELENOP_3,0.00022344710598514245,DFI,4
CDCA2_3,0.00022568109420844075,DFI,4
RBMS3_3,0.0002266578350848082,DFI,4
BLNK_3,0.000234488313532278,DFI,4
CENPI_3,0.0002381936751870467,DFI,4
CENPN_3,0.00023993561686346386,DFI,4
FAM180A_3,0.00024382999703888707,DFI,4
RACGAP1_3,0.0002526560253870129,DFI,4
HELLS_3,0.0002535848326679922,DFI,4
ST6GALNAC3_3,0.0002550553388833601,DFI,4
OLFML1_3,0.00026108576576276525,DFI,4
CCNB2_3,0.0002627311203534233,DFI,4
ADAM19_3,0.00026548099584459,DFI,4
NCAPH_3,0.00026554850157112047,DFI,4
MCM2_3,0.0002719631480808272,DFI,4
STX3_3,0.0002778629859139117,DFI,4
KIF4A_3,0.0002781487209454526,DFI,4
CDC20_3,0.0002834939773254308,DFI,4
TMCC3_3,0.0002861475491006826,DFI,4
RAB30_3,0.00028875430187354494,DFI,4
MPIG6B_3,0.0002891121569819987,DFI,4
TMEM86A_3,0.00029207635735465276,DFI,4
TRIB3_3,0.0002995024137691431,DFI,4
ABCC3_3,0.0003003999086961532,DFI,4
MAD2L1_3,0.00031169217934432473,DFI,4
PGAP1_3,0.00031497970245402925,DFI,4
CCNA2_3,0.00031718235968644306,DFI,4
TAPBPL_3,0.00034800674687980907,DFI,4
MAB21L2_3,0.0003599048204083661,DFI,4
SFRP4_3,0.00036225298064866516,DFI,4
SIVA1_3,0.0003627917328072346,DFI,4
SYNE1_3,0.0003633531254430772,DFI,4
LOC612325_3,0.0003637800516796508,DFI,4
SCTR_3,0.00036585462595191756,DFI,4
RASSF5_3,0.0003712310169119603,DFI,4
CDCA7_3,0.0003854201830823203,DFI,4
CA14_3,0.00039630416544778426,DFI,4
POLQ_3,0.0003994594644993198,DFI,4
DBF4B_3,0.0004120091595986892,DFI,4
TBC1D9_3,0.00041587741053576005,DFI,4
SLC13A5_3,0.0004164870794685606,DFI,4
ITGBL1_3,0.00041827732231138667,DFI,4
CD8B_3,0.00042742909044355575,DFI,4
LOC119866898_3,0.0004290439716775733,DFI,4
H2AX_3,0.0004372225132978865,DFI,4
EPHA2_3,0.00043833661714713944,DFI,4
ELOVL4_3,0.0004386815348452956,DFI,4
RAD51_3,0.0004473947770054226,DFI,4
XG_3,0.00044753145662363103,DFI,4
TOP2A_3,0.00045485752799341263,DFI,4
LOC119878084,0.0004637892369613534,DFI,4
DMRTA1_3,0.0004682830352572469,DFI,4
LDLRAD4_3,0.000470469665390826,DFI,4
PCLAF_3,0.000471445618818844,DFI,4
NSMCE2_3,0.00048694514191424736,DFI,4
AURKB_3,0.0004887152533183436,DFI,4
SPAG5_3,0.0005051987799001861,DFI,4
PTEN_3,0.0005054582584084003,DFI,4
NCAPG_3,0.0005122338729673743,DFI,4
TPX2_3,0.000533354165854941,DFI,4
CLSPN_3,0.0005342031534948812,DFI,4
HJURP_3,0.0005375279683141308,DFI,4
FKBP10_3,0.0005377883169897229,DFI,4
CENPA_3,0.0005413223225119667,DFI,4
NDC80_3,0.0005621437140774466,DFI,4
PYCARD_3,0.0005663879515225631,DFI,4
EVI2A_3,0.0005666894430646674,DFI,4
EPAS1_3,0.0005705707334788777,DFI,4
SELPLG_3,0.0005706167844388895,DFI,4
LHX2_3,0.0005776106110940913,DFI,4
TMEM140_3,0.000581741235180865,DFI,4
HNMT_3,0.0005835760403309002,DFI,4
ASAH1_3,0.000598378652155083,DFI,4
ORC1_3,0.000600491067940884,DFI,4
CENPH_3,0.0006075673470149762,DFI,4
ADORA2B_3,0.0006174724627717107,DFI,4
GPR183_3,0.0006233582582300275,DFI,4
HSD11B1_3,0.0006354027618575968,DFI,4
MELK_3,0.0006661515904680844,DFI,4
TNFAIP8L2_3,0.0006810040681612423,DFI,4
DRAM1_3,0.0006826199307981405,DFI,4
TTC39B_3,0.0006833835406497703,DFI,4
STC1_3,0.0006840871420554659,DFI,4
RAD54B_3,0.0006917819470131795,DFI,4
PIK3AP1_3,0.0006928840785543781,DFI,4
LMO2_3,0.0007073695090517526,DFI,4
ATAD2_3,0.0007152191205357865,DFI,4
RAI2_3,0.0007154277901167584,DFI,4
STON1_3,0.0007155099036690201,DFI,4
CSRP1_3,0.0007181406964038389,DFI,4
TONSL_3,0.0007191735188955081,DFI,4
CDCA3_3,0.0007194067519701341,DFI,4
TAGAP_3,0.0007283010778644424,DFI,4
CHST2_3,0.0007284583491023119,DFI,4
LOC111091730_3,0.0007289284463823559,DFI,4
GPRIN1_3,0.0007292238302236399,DFI,4
PLCXD2_3,0.0007304396487393516,DFI,4
ATP8B4_3,0.0007470707645321936,DFI,4
LOC106559420_3,0.0007499022803801335,DFI,4
RGS18_3,0.0007545520810953065,DFI,4
YES1_3,0.0007549276643843237,DFI,4
INPP5D_3,0.0007624256423766437,DFI,4
STAMBPL1_3,0.0007633817932178578,DFI,4
PLK1_3,0.0007725478628227087,DFI,4
CBLN3_3,0.0008027599188832334,DFI,4
GASK1B_3,0.0008121783056315865,DFI,4
IFI30_3,0.0008250521707075163,DFI,4
LOC119877532,0.0008344039963509126,DFI,4
SLC6A6_3,0.000840265652615769,DFI,4
ESPL1_3,0.0008551097541941027,DFI,4
TTK_3,0.0008710735914642373,DFI,4
PAPSS2_3,0.0008756435716027543,DFI,4
SERTM1_3,0.0008792418392952683,DFI,4
SAMD9L_3,0.0008826691715853945,DFI,4
ACOD1_3,0.0008838299951233629,DFI,4
CARD9_3,0.0008879299695353361,DFI,4
PKMYT1_3,0.0008971097037931962,DFI,4
SGMS1_3,0.0009075394000170484,DFI,4
ADAMTSL3_3,0.0009136101779031515,DFI,4
ZBED2_3,0.0009153277355943778,DFI,4
FAM81A_3,0.0009249421512433576,DFI,4
FEN1_3,0.0009252722428748039,DFI,4
CDK1_3,0.000980578932443938,DFI,4
NMRAL1_3,0.000987707068035829,DFI,4
SLCO3A1_3,0.0009887147391860686,DFI,4
MTURN_3,0.0009951466863361048,DFI,4
ANKH_3,0.0009977423216558576,DFI,4
RETSAT_3,0.0009990661372376516,DFI,4
CENPF_3,0.0010432294306343918,DFI,4
SLC6A11_3,0.0010601842424826941,DFI,4
ADGRG6_3,0.0010735859038427775,DFI,4
PTPN6_3,0.001129507614879744,DFI,4
C1S_3,0.0011380149302343905,DFI,4
TRABD2A_3,0.0011484928759714315,DFI,4
IFIT3_3,0.0011697939440615565,DFI,4
PRR11_3,0.0011721899466450528,DFI,4
BUB1B_3,0.0011747582857851667,DFI,4
LOC102152083_3,0.001176692969957826,DFI,4
FN1_3,0.0011940725598503495,DFI,4
MCM3_3,0.001215920684099566,DFI,4
SMO_3,0.0012197763769932922,DFI,4
MACROH2A2_3,0.0012223872032855166,DFI,4
HACD4_3,0.001231841827475355,DFI,4
LPAR1_3,0.0012431951000407794,DFI,4
CHTF18_3,0.0012449194738962334,DFI,4
POLR1C_3,0.0012520098237309486,DFI,4
IDS_3,0.0012570444289717927,DFI,4
GPSM3_3,0.0012580525958025132,DFI,4
C1RL_3,0.001261312602551749,DFI,4
ASPM_3,0.0012666000203060543,DFI,4
BATF2_3,0.001268364995945941,DFI,4
CDH10_3,0.0012701798706088623,DFI,4
FKBP7_3,0.0012776499051747772,DFI,4
LOC102154334_3,0.0013305539529162185,DFI,4
RAD51AP1_3,0.0013504356052603218,DFI,4
RBM44_3,0.001351595178630666,DFI,4
NCF4_3,0.0013624763821048172,DFI,4
SULT1C4_3,0.0013951962273772666,DFI,4
ABHD2_3,0.0013953621195131926,DFI,4
GPSM2_3,0.0013980940492554503,DFI,4
NCKAP1L_3,0.0014080343442829078,DFI,4
PODXL2_3,0.0014324878244446533,DFI,4
LOC119879410,0.0014476032236550378,DFI,4
KIFC1_3,0.001470059879998764,DFI,4
HSP70_3,0.0014742937540148631,DFI,4
ATF5_3,0.0014755587611382241,DFI,4
LOC119874749_2,0.0014777268088951743,DFI,4
PARP15_3,0.0014837575054075995,DFI,4
IGFBP5_3,0.0015121484584630588,DFI,4
STING1_3,0.0015205896667260955,DFI,4
MND1_3,0.0015228464468616165,DFI,4
ST8SIA5_3,0.0015322494154413795,DFI,4
ANKRD22_3,0.0015386631190134593,DFI,4
LOC119866360_3,0.0015436957343013984,DFI,4
C1R_3,0.0015655366002604294,DFI,4
SLC16A1_3,0.0015664000857780688,DFI,4
SH3D19_3,0.001589050524473243,DFI,4
NALCN_3,0.0016143402337861614,DFI,4
CYTH4_3,0.0016157396791015184,DFI,4
RNASEL_3,0.0016445717759658491,DFI,4
HHIP_3,0.00165060923493363,DFI,4
LAPTM5_3,0.0016694515859036543,DFI,4
ARHGDIB_3,0.0017163605309960474,DFI,4
SLC8A1_3,0.0017257349751114077,DFI,4
SGO1_3,0.0017298069188660498,DFI,4
PAPPA_3,0.0017430458340721856,DFI,4
BRCA1_3,0.0017489933115243759,DFI,4
CDC45_3,0.001751665571516345,DFI,4
LOC119863969_3,0.0017611156286752362,DFI,4
APOBR_3,0.001762031305058109,DFI,4
PARPBP_3,0.0017846531941231854,DFI,4
CSRP2_3,0.0017882010309406124,DFI,4
LOC111090004_3,0.0018134936120879656,DFI,4
FMOD_3,0.0018469046187814023,DFI,4
MXRA5_3,0.0019177315677801278,DFI,4
IFIT2_3,0.0019355389821921292,DFI,4
DEPDC1B_3,0.001956435404945852,DFI,4
PRKAR2B_3,0.0019686844560759106,DFI,4
PLPPR5_3,0.0019710204728313205,DFI,4
TYROBP_3,0.0019828221819738036,DFI,4
ARRB1_3,0.001994250576810268,DFI,4
PABPC5_3,0.0020034262842912416,DFI,4
CLTCL1_3,0.0020280767152639637,DFI,4
LOC610632_3,0.00203349430553515,DFI,4
