gene,p,endpoint,fold
NAP1L3_3,0.005865692328048779,DFI,5
TMEM123_3,0.005928664408088826,DFI,5
LOC119869021_2,0.00597542563164703,DFI,5
CYS1_3,0.005990081419862682,DFI,5
BIRC5_3,0.0059923766707187616,DFI,5
SPDL1_3,0.00604704365703903,DFI,5
DHX58_3,0.006124128626769093,DFI,5
P2RX7_3,0.006158021347722877,DFI,5
CRLF1_3,0.006169745304800956,DFI,5
PRDM1_3,0.00617135597398943,DFI,5
REXO5_3,0.006194579929980333,DFI,5
HELLS_3,0.006198903215928397,DFI,5
TMEM86A_3,0.006225247519385578,DFI,5
SFRP4_3,0.0062688770465025336,DFI,5
TROAP_3,0.006270840615249417,DFI,5
RRM2_3,0.006271239791925996,DFI,5
SIVA1_3,0.006290144358431417,DFI,5
FGF23_3,0.006316278126011053,DFI,5
FAM180A_3,0.006349348482514194,DFI,5
TK1_3,0.006389712217575268,DFI,5
ABCB1_3,0.006441971495479287,DFI,5
SOCS2_3,0.006531499035184469,DFI,5
ADRA1B_3,0.006574624776689741,DFI,5
CARD9_3,0.006636944542512689,DFI,5
SERTM1_3,0.006638733136647003,DFI,5
GNAI1_3,0.006643379622988353,DFI,5
LAG3_3,0.006655908890821797,DFI,5
SPN_3,0.006685079957899427,DFI,5
IFI30_3,0.00670656827382353,DFI,5
MCAM_3,0.006755056517906547,DFI,5
LOC111091730_3,0.006774740278487419,DFI,5
IFI35_3,0.006781426810382987,DFI,5
KLHL38_3,0.006863145960602791,DFI,5
CENPK_3,0.006874961779382458,DFI,5
SPHKAP_3,0.006875530143902532,DFI,5
GMFG_3,0.006881722567379229,DFI,5
ARL4D_3,0.006888349984512214,DFI,5
AMOTL2_3,0.006921443026448713,DFI,5
LOC106559420_3,0.006938587840533064,DFI,5
TYMS_3,0.006938761716403187,DFI,5
LMO2_3,0.006986040191078889,DFI,5
RUNDC3B_3,0.00703897456563238,DFI,5
GPR156_3,0.007073319138586902,DFI,5
ARRB1_3,0.007136137928146099,DFI,5
TSTD1_3,0.007209818015650405,DFI,5
LOC106559768_3,0.007296116656819139,DFI,5
ST6GALNAC3_3,0.007407637922507343,DFI,5
KIF18B_3,0.007422762393782077,DFI,5
VWA5A_3,0.00742550455476929,DFI,5
PDE7B_3,0.007442515431239525,DFI,5
ATAD2_3,0.0074472318467262225,DFI,5
SERPINB9_3,0.007453526626388658,DFI,5
IFI44_3,0.00746864664979109,DFI,5
RAI2_3,0.007489284676113389,DFI,5
IGFBP3_3,0.007552724235269983,DFI,5
HSPH1_3,0.007568545607331448,DFI,5
SELPLG_3,0.007656166420999206,DFI,5
TNFRSF14_3,0.007666630231426812,DFI,5
PARP9_3,0.0076730097076271,DFI,5
LOC119878234,0.007697534223202201,DFI,5
ZNF608_3,0.007708301983625379,DFI,5
TMEM140_3,0.007744939861675092,DFI,5
ANKH_3,0.007817308627299648,DFI,5
LOC119877159,0.007843850803518787,DFI,5
HSD3B7_3,0.00785261198065913,DFI,5
MCTP1_3,0.007861677741123419,DFI,5
BBOX1_3,0.007874885317415458,DFI,5
LOC102153396_3,0.00790308526326343,DFI,5
TAF9B_3,0.007948548277938543,DFI,5
CDC6_3,0.008031533891732874,DFI,5
KLKB1_3,0.008138443468831219,DFI,5
LPAR1_3,0.008185633869861715,DFI,5
PARP12_3,0.008216143107836773,DFI,5
CYBRD1_3,0.00829573937635894,DFI,5
TIMD4_3,0.008379532430879433,DFI,5
PLIN1_3,0.008468875023596579,DFI,5
TRIM13_3,0.00848457713299911,DFI,5
TRIM14_3,0.008533590167986074,DFI,5
LGR4_3,0.008633785329441254,DFI,5
PTK2B_3,0.008785636221510318,DFI,5
P3H2_3,0.008827303240682914,DFI,5
C1R_3,0.008918496554931085,DFI,5
NETO1_3,0.009010714706312841,DFI,5
GLT1D1_3,0.00902401993094276,DFI,5
LOC102152083_3,0.009031024628241327,DFI,5
MCM3_3,0.009033908038259356,DFI,5
CLMP_3,0.009035478838171192,DFI,5
ANKLE1_3,0.009047691600530386,DFI,5
TNFSF11_3,0.009049204915070308,DFI,5
GLDN_3,0.009227980020640436,DFI,5
RAB38_3,0.009256650987511968,DFI,5
RETSAT_3,0.009290438820540993,DFI,5
CDCA7_3,0.009380157461873864,DFI,5
PTPN6_3,0.009392954387417708,DFI,5
FCMR_3,0.009433807315428172,DFI,5
SPAG5_3,0.009488441382172665,DFI,5
FRRS1_3,0.009499845929283638,DFI,5
NCAPH_3,0.009566584987787825,DFI,5
OSR2_3,0.009574299617871117,DFI,5
MAD2L1_3,0.00958042093055637,DFI,5
KIF23_3,0.009590564218838598,DFI,5
MTFR2_3,0.009648985482102601,DFI,5
RNF213_3,0.00965689332403506,DFI,5
UBA7_3,0.009715810524758286,DFI,5
SLC16A1_3,0.009897382522234944,DFI,5
MOCOS_3,0.009905230147740906,DFI,5
H2BC4_3,0.009906526501392569,DFI,5
CTH_3,0.009990744877583384,DFI,5
SPC25_3,0.010133473216549432,DFI,5
CSRP2_3,0.010168984739406247,DFI,5
SNX10_3,0.01025351963294637,DFI,5
CXCL14_3,0.010256812472547816,DFI,5
CLSTN3_3,0.010338131413800272,DFI,5
RAB30_3,0.010344110416462625,DFI,5
JAML_3,0.010370802065103926,DFI,5
RGL1_3,0.010477434776322568,DFI,5
TNFSF8_3,0.010534090338420845,DFI,5
FRMD6_3,0.010591521589727254,DFI,5
LOC119875994_2,0.010646086207879591,DFI,5
MYO1D_3,0.010646616343159285,DFI,5
DTX3L_3,0.010660208997051866,DFI,5
PLK1_3,0.010669017757690408,DFI,5
FAM149A_3,0.010719536843334026,DFI,5
LOC119866360_3,0.010880060853216144,DFI,5
CYTH4_3,0.0108935991350072,DFI,5
AURKB_3,0.011053678320586334,DFI,5
LY96_3,0.01113652838990085,DFI,5
BVES_3,0.011138104835586998,DFI,5
HJURP_3,0.011175198726182996,DFI,5
MAP3K8_3,0.01120427455690688,DFI,5
INPP5D_3,0.011236121995042396,DFI,5
GSDMD_3,0.011337869429517596,DFI,5
CCNB2_3,0.011357320599758886,DFI,5
XCR1_3,0.011516364836184442,DFI,5
ZDHHC2_3,0.011532690856127448,DFI,5
SELENOH_3,0.011637199848086404,DFI,5
LEPR_3,0.011708682498346756,DFI,5
TRABD2A_3,0.01171851365735956,DFI,5
NALCN_3,0.011789562460408295,DFI,5
MRPL21_2,0.01181976566535724,DFI,5
PHGDH_2,0.011846906029628382,DFI,5
HILPDA_3,0.011951379078558961,DFI,5
LRFN4_3,0.011987911413260128,DFI,5
LOC119867957_3,0.012059243686543436,DFI,5
CCNB1_3,0.012119594992796925,DFI,5
LOC102157078_3,0.012150640899183331,DFI,5
NCKAP1L_3,0.012204385734504601,DFI,5
P2RY14_3,0.01229217082533601,DFI,5
CASP8_3,0.012330959866270768,DFI,5
IGF2BP3_3,0.012352706308648405,DFI,5
ZBED2_3,0.012391586945806781,DFI,5
PPA1_3,0.012451224195577643,DFI,5
SLC9B2_3,0.01246912546168648,DFI,5
SLC6A6_3,0.012475780525630866,DFI,5
PON2_3,0.012506257851763729,DFI,5
EXO1_3,0.01252223108053136,DFI,5
LOC119864981_2,0.012587877589705362,DFI,5
IGFBP6_3,0.012661631895779462,DFI,5
CDC45_3,0.012693633107492134,DFI,5
RENBP_3,0.012755243909554124,DFI,5
LOC119876150,0.012840983456755085,DFI,5
DBF4B_3,0.012861769264134112,DFI,5
OSMR_3,0.012919298676538061,DFI,5
HMGB2_3,0.013061700653867586,DFI,5
LOC119867047_3,0.013375359119465292,DFI,5
C1RL_3,0.013398801933595073,DFI,5
H2BC8_3,0.013498650334245715,DFI,5
GBP6_3,0.01360243552843235,DFI,5
SERPINB8_3,0.013675415166917927,DFI,5
LOC477570_3,0.013689052823041736,DFI,5
STK39_3,0.013722399272024469,DFI,5
LOC608379_3,0.013749303459686698,DFI,5
LOC489911_3,0.013906080079902404,DFI,5
CCN2_3,0.014004049525478896,DFI,5
PTPRC_4,0.014091223662290812,DFI,5
CENPF_3,0.014111026781479477,DFI,5
RCN3_3,0.01423912484295229,DFI,5
HK2_3,0.014239961736551619,DFI,5
SKP2_3,0.014515704137736198,DFI,5
CKAP2L_3,0.01454844848195051,DFI,5
DLA-79_3,0.014651501297002396,DFI,5
OCA2_3,0.014754890311327274,DFI,5
IRF5_3,0.014828057732504967,DFI,5
TRIM34_3,0.014982373177911248,DFI,5
GIMAP6_3,0.015009194722064466,DFI,5
GAB2_3,0.015063799609438227,DFI,5
CD244_3,0.015099949050745728,DFI,5
CD86_3,0.015164100539109009,DFI,5
ENPP3_3,0.015194702329669733,DFI,5
CRYBG1_3,0.015229860245299933,DFI,5
PLAC8A_3,0.015375804423416463,DFI,5
SLCO3A1_3,0.015414887457662852,DFI,5
LOC475831_3,0.015476905689716346,DFI,5
CD109_3,0.015488151268974976,DFI,5
IQGAP3_3,0.015525879380999153,DFI,5
DOHH_3,0.015548418712378123,DFI,5
LOC119877400,0.015561111169524047,DFI,5
MXRA5_3,0.015601479142756017,DFI,5
LXN_3,0.015616307960157474,DFI,5
COL4A6_3,0.0156407573657319,DFI,5
ATP8B4_3,0.015661730461271464,DFI,5
CP_3,0.015795556521260704,DFI,5
LOC111096175_3,0.01580843621330455,DFI,5
ISYNA1_3,0.015939565578475524,DFI,5
CCDC3_3,0.015939646034643744,DFI,5
LOC608051_3,0.015999232641950013,DFI,5
ASAP3_3,0.0160339611885633,DFI,5
DLA-DOA_3,0.016143820234404187,DFI,5
HYAL1_3,0.016164686828405612,DFI,5
PDLIM5_3,0.016238461996988297,DFI,5
PTPRD_3,0.016379488741399405,DFI,5
SNAP91_3,0.01652821828072365,DFI,5
HIC1_3,0.016545995740795308,DFI,5
TMA7_3,0.016638008328455942,DFI,5
GYPC_3,0.016812450441459164,DFI,5
C6H16orf54_3,0.016816654282357645,DFI,5
HNMT_3,0.01691186214845011,DFI,5
PTPRJ_3,0.01707720846422099,DFI,5
HSD11B2_3,0.017086893856987813,DFI,5
MAP1LC3C_3,0.017088398371922695,DFI,5
MS4A7_3,0.01709312738038551,DFI,5
TPX2_3,0.01715132808516261,DFI,5
ANKRD37_3,0.017180192664145104,DFI,5
ANKRD22_3,0.017182594010567525,DFI,5
PAMR1_3,0.01730763758351449,DFI,5
LOC119878294,0.01732538905268986,DFI,5
FMNL1_3,0.01732932560730396,DFI,5
GAMT_3,0.01734222567224225,DFI,5
LOC100684769_3,0.017385229041203397,DFI,5
LOC488947_3,0.01752329400734564,DFI,5
FREM2_3,0.017544030344089766,DFI,5
PHLDB2_3,0.017555966703803702,DFI,5
GBP1_3,0.01758691798961348,DFI,5
PEG10_3,0.01758704652747329,DFI,5
RELN_3,0.017654220041173337,DFI,5
ADA2_3,0.017656952894602566,DFI,5
STING1_3,0.017724982390396608,DFI,5
RTP4_3,0.017872825322805732,DFI,5
MYO1G_3,0.017905693606234698,DFI,5
LY6E_3,0.017933632100584643,DFI,5
KIF14_3,0.018004072947985183,DFI,5
RAD51_3,0.01803244035681509,DFI,5
C29H8orf88_3,0.018160807813061394,DFI,5
ECRG4_3,0.018175989460430173,DFI,5
POLR1C_3,0.018228115197792726,DFI,5
MYOF_3,0.01823913763170794,DFI,5
SPSB4_3,0.018462503533724924,DFI,5
IL32_3,0.01847925115209004,DFI,5
PTPN22_3,0.018504090611508265,DFI,5
APOBR_3,0.018559180802454812,DFI,5
ARHGDIB_3,0.01858085361155244,DFI,5
MBOAT2_3,0.01870131947258455,DFI,5
GPR137B_3,0.01873544559967024,DFI,5
DOK2_3,0.01885342833817667,DFI,5
NAGLU_3,0.01891910574797863,DFI,5
GPSM2_3,0.018985488071777253,DFI,5
SMPDL3A_3,0.01900078455100817,DFI,5
TP53INP1_3,0.019037044453394047,DFI,5
TSPAN11_3,0.01917909987809361,DFI,5
RAB3C_3,0.01924071503798151,DFI,5
GASK1B_3,0.019247572240580057,DFI,5
LAPTM5_3,0.019395887305684516,DFI,5
DOCK5_3,0.019401886092327503,DFI,5
ZBP1_3,0.01947376941188239,DFI,5
ITGAX_3,0.01947571754794532,DFI,5
PSMB8_3,0.019490160186641278,DFI,5
NR1D1_3,0.0194956798026446,DFI,5
CD80_3,0.01952625362509021,DFI,5
CBX2_3,0.019565802522125298,DFI,5
OAS2_3,0.019638745866328473,DFI,5
GAREM2_3,0.019683619939598915,DFI,5
FLRT3_3,0.01975109642155546,DFI,5
NYAP2_3,0.01977088875373628,DFI,5
LPXN_3,0.019783025813529052,DFI,5
MND1_3,0.019812049410840124,DFI,5
SCUBE3_3,0.01988488528035719,DFI,5
GADD45GIP1_3,0.019906162173277855,DFI,5
ACHE_3,0.0199082891952432,DFI,5
RAB29_3,0.019950239592926914,DFI,5
EVA1C_3,0.020168043125532515,DFI,5
PTAFR_3,0.02026042516073821,DFI,5
CEP72_3,0.02026191316852787,DFI,5
CENPA_3,0.020266634758938733,DFI,5
CDCA3_3,0.02026847275908344,DFI,5
KLHL30_3,0.020286723481131242,DFI,5
PCLAF_3,0.020335300342114466,DFI,5
RACGAP1_3,0.02038819516238295,DFI,5
ESPL1_3,0.020423569060838226,DFI,5
PIK3AP1_3,0.02049603246270161,DFI,5
C3AR1_3,0.020543418346019676,DFI,5
PKMYT1_3,0.02060844881135249,DFI,5
EDARADD_3,0.02065791204071896,DFI,5
NCF4_3,0.020662454404662054,DFI,5
COX4I2_3,0.020703556313558656,DFI,5
UPP1_3,0.020786394012512747,DFI,5
SYK_3,0.020799175695652296,DFI,5
MFGE8_3,0.020892834983936424,DFI,5
HHIPL1_3,0.020903586519226493,DFI,5
SIGLEC11_3,0.02091112042382384,DFI,5
ATP8A1_3,0.02093166260777864,DFI,5
LTBP2_3,0.020993931736659668,DFI,5
RRAD_3,0.021047107781172525,DFI,5
LOC484897_3,0.021117598237029852,DFI,5
AKNA_3,0.021155092500662824,DFI,5
IFIH1_3,0.02116455101820916,DFI,5
EPDR1_3,0.021193612897187897,DFI,5
EMB_3,0.021194775841334414,DFI,5
TMEM144_3,0.021201938416866104,DFI,5
CASP12_3,0.021230916289467883,DFI,5
NAPRT_3,0.021417673942587777,DFI,5
DTL_3,0.021458383212035304,DFI,5
ATP6V0A4_3,0.021602194521711613,DFI,5
TYROBP_3,0.021713150856517448,DFI,5
NRP2_3,0.021773749982788852,DFI,5
CDK1_3,0.021901206804398877,DFI,5
RNASE4_3,0.021943111493605737,DFI,5
TTC9_3,0.022053003017744464,DFI,5
LGALS9_3,0.022070062220470553,DFI,5
PSMB9_3,0.022098384440185796,DFI,5
BIRC3_3,0.022197663066745647,DFI,5
PID1_3,0.022218203304926267,DFI,5
EMP1_3,0.022297909143694263,DFI,5
GCAT_3,0.022333262562919516,DFI,5
ANO2_3,0.022333367710504783,DFI,5
DOCK2_3,0.02237087457459168,DFI,5
PIP5K1B_3,0.022385893588039822,DFI,5
SYTL1_3,0.022578211577120505,DFI,5
LOC606863_3,0.022610309262272355,DFI,5
HERC5_3,0.02265994059383037,DFI,5
CD84_3,0.022711170976936878,DFI,5
MOB3B_3,0.022785583398964086,DFI,5
ADM_3,0.02280160764700536,DFI,5
FAM217B_3,0.022848119683478305,DFI,5
OAS1_3,0.02292216660690259,DFI,5
DAPP1_3,0.022951040819437798,DFI,5
CLCN5_3,0.02298820794910013,DFI,5
DLA-DRA_3,0.023138006834531863,DFI,5
CALHM5_3,0.023397357257630067,DFI,5
SLC4A4_3,0.02346406870873275,DFI,5
NEK2_3,0.02349189250096589,DFI,5
LOC119869290_3,0.023557991850356425,DFI,5
KIFC1_3,0.023619715824961397,DFI,5
LOC106557817_2,0.02363934044451197,DFI,5
SLC13A5_3,0.023754686476070992,DFI,5
MICAL2_3,0.024047757976791498,DFI,5
MYH15_3,0.024056196420304543,DFI,5
ADAMTS1_3,0.024059954829161897,DFI,5
CRYBA4_3,0.024221825982363537,DFI,5
LOC100686484_3,0.0244068564418621,DFI,5
EHD3_3,0.024439459888825083,DFI,5
LOC111092892_3,0.024446324991523702,DFI,5
EMILIN3_3,0.024494245030427134,DFI,5
FKBP4_3,0.024504131602628428,DFI,5
GJC1_3,0.02471176975873123,DFI,5
AKAP6_3,0.024740872771866065,DFI,5
BCAR3_3,0.024803425066053073,DFI,5
CLCN4_3,0.024938662830868402,DFI,5
BACH2_3,0.024941747685361823,DFI,5
FGD4_3,0.02498456833496371,DFI,5
DLK2_3,0.025158221092575754,DFI,5
FST_3,0.025237126477613652,DFI,5
LAT_3,0.025353867078868265,DFI,5
CIRBP_3,0.025456799275611394,DFI,5
MRAP2_3,0.02546503391696603,DFI,5
MELK_3,0.02552125589781968,DFI,5
COL4A5_3,0.02565384354211357,DFI,5
GPR65_3,0.025754759078349558,DFI,5
GCG_3,0.0257554954561917,DFI,5
RAB39A_3,0.025807357070950956,DFI,5
PTPRO_3,0.02589381714568474,DFI,5
ITGB7_3,0.025911656558762815,DFI,5
CPN2_3,0.025913509745926613,DFI,5
MATK_3,0.02602360194994209,DFI,5
TRAPPC3L_3,0.026181864597374052,DFI,5
RBPMS2_3,0.02626628141852203,DFI,5
ATP6V0D2_3,0.026338925564138208,DFI,5
DPP4_3,0.026354886055792025,DFI,5
SP100_3,0.026514084312509595,DFI,5
BEND6_3,0.026595264377777417,DFI,5
NFAM1_3,0.026655117485489398,DFI,5
CFB_3,0.026857379374629477,DFI,5
GAS6_3,0.02690749269936054,DFI,5
IL15RA_3,0.02703665654123985,DFI,5
LOC478384_3,0.02708461431054736,DFI,5
HORMAD1_3,0.027106800002836568,DFI,5
LOC119877844,0.027152532050887714,DFI,5
PARP14_3,0.02716255680125342,DFI,5
TRIM22_3,0.027237153203366764,DFI,5
LPAR5_3,0.027539507444435927,DFI,5
TMTC1_3,0.027584390288785673,DFI,5
CYSLTR1_3,0.02759089393507525,DFI,5
PPM1L_3,0.02761909417337673,DFI,5
EPHA6_3,0.027658497994550908,DFI,5
CARD11_3,0.02768154310942126,DFI,5
IL17B_3,0.02780723693923597,DFI,5
BUB1B_3,0.027824465045262224,DFI,5
DRAM1_3,0.027947619570841135,DFI,5
LOC100688849_3,0.02822791566413522,DFI,5
ETV1_3,0.028279355234186114,DFI,5
DNASE1L3_3,0.02834132482155634,DFI,5
IGF2BP1_3,0.02838841795542854,DFI,5
JAKMIP2_3,0.028401097408240327,DFI,5
ANGPTL4_3,0.028407686055435998,DFI,5
KCNH5_3,0.02849287910383172,DFI,5
H2BC19_3,0.028510933931257674,DFI,5
FLT3_3,0.02856596214102942,DFI,5
ABHD2_3,0.028696448852252112,DFI,5
PIK3R6_3,0.02882874199950472,DFI,5
MILR1_3,0.028919344824530163,DFI,5
MAOB_3,0.02903595890975211,DFI,5
LOC119868251_3,0.02911827062667862,DFI,5
SIRPB2_3,0.02924662283049326,DFI,5
CDK18_3,0.029333925892718368,DFI,5
LOC487172_3,0.02933939112666749,DFI,5
KCNA3_3,0.029403575122066823,DFI,5
TRIB3_3,0.029533802973394824,DFI,5
LOC102151812_3,0.02954176702963064,DFI,5
PIK3CG_3,0.029554397048441386,DFI,5
RGS10_3,0.02963942047932757,DFI,5
RGS4_3,0.029712262014939223,DFI,5
LOC100686511_3,0.029766999630237278,DFI,5
PTHLH_3,0.029813757796435324,DFI,5
IGF2_3,0.029826321394056478,DFI,5
APOL5_3,0.02985663332109343,DFI,5
TMEM236_3,0.029905817884228823,DFI,5
FIBIN_3,0.03007616523049795,DFI,5
LOC102151699_3,0.03012241704288808,DFI,5
ARG1_3,0.030124704717228078,DFI,5
PAWR_3,0.030251694972977954,DFI,5
IFGGC1_3,0.03025614414965152,DFI,5
ENC1_3,0.030272682436174963,DFI,5
SAT2_3,0.030427310939575514,DFI,5
LOC476453_3,0.03044844553317598,DFI,5
LOC119877177,0.030450301376361347,DFI,5
GLUL_3,0.030516768982845173,DFI,5
KCNC3_3,0.03069412037465362,DFI,5
DNAH10_3,0.03073879819921558,DFI,5
ECHDC2_3,0.030804296430282364,DFI,5
GATA6_3,0.03080582264716465,DFI,5
PARVG_3,0.03082431999194774,DFI,5
ATF7IP2_3,0.031052549013955807,DFI,5
CSF2RB_3,0.031079794100947963,DFI,5
CHRM2_3,0.031148940757931034,DFI,5
TLR2_3,0.031180532816892398,DFI,5
JDP2_3,0.031205416407243124,DFI,5
NFATC4_3,0.03132958649050396,DFI,5
POP1_3,0.03134279374320628,DFI,5
PODXL2_3,0.03151572425323745,DFI,5
PMEPA1_3,0.031572857358644936,DFI,5
CMSS1_3,0.0316589875493645,DFI,5
VAV1_3,0.031675099673832315,DFI,5
CCDC73_3,0.0317599463668978,DFI,5
PRR11_3,0.03177962633463034,DFI,5
CLEC12A_3,0.03210147041869424,DFI,5
RNF149_3,0.03211462418425362,DFI,5
PDZK1IP1_3,0.03213714185397134,DFI,5
NOP58_3,0.03217790874845933,DFI,5
SCEL_3,0.03235567516218973,DFI,5
ADAMTS2_3,0.032409312455785315,DFI,5
ECM1_3,0.03241802088097792,DFI,5
CYP27C1_3,0.032490495737477185,DFI,5
TBC1D10C_3,0.0325773597938029,DFI,5
PGAP1_3,0.03260721573697436,DFI,5
FERMT3_3,0.03266783872536459,DFI,5
BRCA1_3,0.032794189390178086,DFI,5
FGR_3,0.033004267250345415,DFI,5
LDLRAD3_3,0.03306588694207761,DFI,5
BTK_3,0.03317368208835832,DFI,5
IRF1_3,0.0335154618991023,DFI,5
LOC119863969_3,0.03363046269556279,DFI,5
SOAT2_3,0.03381149751448967,DFI,5
MARCHF1_3,0.033854805839601765,DFI,5
ZFP41_3,0.03400062676925164,DFI,5
DDX58_3,0.03411096014739156,DFI,5
CENPH_3,0.03413159608892571,DFI,5
CST7_3,0.034229917798500584,DFI,5
PLA2R1_3,0.034347114940647905,DFI,5
LOC119869019_2,0.03440662488037568,DFI,5
SCN2A_3,0.03441654256017781,DFI,5
VCAM1_3,0.03447166776770829,DFI,5
HDAC9_3,0.03448306944851066,DFI,5
ZNF662_3,0.03448706307421222,DFI,5
MTURN_3,0.03460325699114942,DFI,5
LCP1_3,0.03463439874493323,DFI,5
CFI_3,0.03467053160000323,DFI,5
ACYP2_3,0.03467854834582776,DFI,5
LOC111097339_3,0.03472536504592556,DFI,5
LRRC15_3,0.034821928632262425,DFI,5
HLA-DRB1_3,0.03482279718947226,DFI,5
MX1_3,0.03483269028621731,DFI,5
LOC102154711_3,0.03490530379932777,DFI,5
PSTPIP1_3,0.034918929150153634,DFI,5
ADCY7_3,0.034946835838424874,DFI,5
TRARG1_3,0.03514052891703613,DFI,5
GABRA2_3,0.03519599816242039,DFI,5
CKS2_3,0.03528493879938852,DFI,5
NRK_3,0.035443864636542824,DFI,5
TAP1_3,0.03554227477582478,DFI,5
ABCA3_3,0.03566216459401885,DFI,5
LOC119879511,0.035739684052470876,DFI,5
OSBPL3_3,0.03583276979966225,DFI,5
NDUFB9_3,0.035902367258873455,DFI,5
GINS2_3,0.03604929946823824,DFI,5
LUM_3,0.0360756729239438,DFI,5
PTGFR_3,0.03611143617077374,DFI,5
FAM83G_3,0.03617910933862053,DFI,5
IGSF6_3,0.036226739370982246,DFI,5
TMEM71_3,0.03624090355890761,DFI,5
RNLS_3,0.03626524319205483,DFI,5
ATP2A3_3,0.036317012669025074,DFI,5
MACROH2A2_3,0.03640135977049734,DFI,5
F5_3,0.036491102226833376,DFI,5
MMP9_3,0.03654184845662648,DFI,5
TRIL_3,0.036852448731363105,DFI,5
L3MBTL4_3,0.037073800822521326,DFI,5
GABRA3_3,0.037086417576137204,DFI,5
DEPDC1B_3,0.03709552835364321,DFI,5
CD74_3,0.037176949585498706,DFI,5
GAL3ST4_3,0.03720415465964404,DFI,5
CYP19A1_3,0.0372556852755424,DFI,5
TAPBP_3,0.03733288663850018,DFI,5
CCN6_3,0.03749569335186579,DFI,5
LOC119877191,0.03749967371562778,DFI,5
NDC80_3,0.03754506593435498,DFI,5
KLHL6_3,0.03774275420659594,DFI,5
CASQ1_3,0.037948954743813164,DFI,5
LOC100856382_3,0.038016675928468344,DFI,5
SLC43A2_3,0.038047921229776786,DFI,5
LOC119879231,0.03804809432016523,DFI,5
SLC26A5_3,0.03810897578040823,DFI,5
LCAT_3,0.03820445901794365,DFI,5
DNAH1_3,0.038488934874965644,DFI,5
CRYM_3,0.03850948768173695,DFI,5
NLRC5_3,0.03851679817924352,DFI,5
WNT2B_3,0.03862230798035387,DFI,5
PRKX_3,0.03863472550701464,DFI,5
KLHL8_3,0.03863803520393964,DFI,5
S100A2_3,0.03873036516127109,DFI,5
CCR2_3,0.03873956192133723,DFI,5
SLIT1_3,0.03883479508732936,DFI,5
BYSL_3,0.038885461136508086,DFI,5
SLC8A1_3,0.03891698875033917,DFI,5
LRRC66_3,0.03918458909994622,DFI,5
ASF1B_3,0.039298072030622404,DFI,5
CCR1_3,0.039306851249617136,DFI,5
CD68_3,0.039307186106579683,DFI,5
IGFBP5_3,0.039533404767936924,DFI,5
DLL4_3,0.03960269517552026,DFI,5
PLD4_3,0.03963217668404819,DFI,5
ZNF804A_3,0.03976503301722882,DFI,5
SASH3_3,0.0397857730831492,DFI,5
LOC119873925_3,0.039787432678389516,DFI,5
RBP1_3,0.039802495485490766,DFI,5
ADRA1D_3,0.03980468511171281,DFI,5
ABRA_3,0.03983304089998647,DFI,5
IRX1_3,0.0398578636642279,DFI,5
LOC106559304_3,0.039903724716648895,DFI,5
PRUNE2_3,0.03994878550760743,DFI,5
PAG1_3,0.04004126606960413,DFI,5
LIMS2_3,0.040270636209139336,DFI,5
NGFR_3,0.04042042673821954,DFI,5
SLC25A10_3,0.04050380606371141,DFI,5
TNFSF10_3,0.04054960255535442,DFI,5
CALCR_3,0.040686297965568774,DFI,5
TTK_3,0.040809482847179904,DFI,5
VWF_3,0.04084057382220623,DFI,5
ALDH1L2_3,0.040900342463123934,DFI,5
GRIA2_3,0.040952962636264384,DFI,5
SAMSN1_3,0.04095451743414839,DFI,5
GRK7_3,0.04101365205534302,DFI,5
KCTD16_3,0.04101676678803168,DFI,5
ARHGAP30_3,0.04154361599938484,DFI,5
SIGLEC15_3,0.041562103252078784,DFI,5
CRACDL_3,0.04161961174460743,DFI,5
ADH4_3,0.04177017987824016,DFI,5
TMEM63A_3,0.04183347621814347,DFI,5
RUNX1T1_3,0.041889528718922056,DFI,5
NOD2_3,0.04192604062516558,DFI,5
OCIAD2_3,0.04198033677676278,DFI,5
EFCC1_3,0.0420681606003326,DFI,5
SLC46A3_3,0.0420900022862342,DFI,5
NPDC1_3,0.04228849616793597,DFI,5
LTBP1_3,0.04236079765653764,DFI,5
CRIP1_3,0.042469233439251415,DFI,5
SRGAP3_3,0.04262549943345424,DFI,5
IGFBP7_3,0.042636065458488734,DFI,5
LAT2_3,0.04272924184190728,DFI,5
CYP2D15_3,0.04274931682354361,DFI,5
RAPH1_3,0.04286416168975418,DFI,5
TLR5_3,0.04296440987382671,DFI,5
CFH_3,0.04306660785767822,DFI,5
GPR68_3,0.04322231449815678,DFI,5
TRIM67_3,0.04327517690081695,DFI,5
STK38L_3,0.04333175315546953,DFI,5
PLEKHG1_3,0.04339156136459591,DFI,5
LOC119867172_3,0.04349198975984481,DFI,5
CCL5_3,0.04355200086314094,DFI,5
ACKR2_3,0.043679596830704784,DFI,5
LOC119866222_1,0.04384534691119417,DFI,5
KLK1_3,0.04384609033830834,DFI,5
IFGGB2_3,0.043984678867521436,DFI,5
NEURL3_3,0.044132596810390286,DFI,5
FAM167A_3,0.04420167060061508,DFI,5
LOC119877472,0.04423420772390918,DFI,5
SPINK5_3,0.0443199842496246,DFI,5
LOC484343_3,0.04434833922337067,DFI,5
HOXC8_3,0.04438427189615499,DFI,5
GSC_3,0.044464985227663005,DFI,5
CFAP300_3,0.04447711404588822,DFI,5
SLAMF7_3,0.04449563667436109,DFI,5
IL7R_3,0.044542765531837024,DFI,5
