analysis_set,initial_factors,seed,n_samples_total,n_genes,n_groups,n_retained_factors,n_ubiquitous_shared,n_partially_shared,n_group_specific,n_inactive,mean_total_r2_percent,minimum_total_r2_percent,maximum_total_r2_percent,model_path,weights_path,factors_path,r2_path,activity_path,elbo_final,elbo_max,n_elbo_records
four_cohort_core_plus_frozen,8,1103,364,722,4,6,3,3,0,0,29.430803656578064,8.597230911254883,46.7333197593689,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k8.hdf5,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k8_weights.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k8_factors.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k8_r2.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k8_factor_activity.csv,-335778.14485891006,-335778.14485891006,66
four_cohort_core_plus_frozen,12,2207,364,722,4,8,4,4,0,0,32.99190104007721,10.090529918670654,51.87609791755676,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k12.hdf5,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k12_weights.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k12_factors.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k12_r2.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k12_factor_activity.csv,-330903.05377132917,-330903.05377132917,67
four_cohort_core_plus_frozen,16,3301,364,722,4,11,3,8,0,0,37.465181946754456,11.404138803482056,56.6628098487854,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k16.hdf5,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k16_weights.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k16_factors.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k16_r2.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_core_plus_frozen\mofa_k16_factor_activity.csv,-326260.55644912913,-326260.55644912913,145
four_cohort_detection_aware,8,1103,364,438,4,6,4,2,0,0,29.863610863685608,15.16292691230774,43.863171339035034,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k8.hdf5,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k8_weights.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k8_factors.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k8_r2.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k8_factor_activity.csv,-207313.92687157486,-207313.92687157486,86
four_cohort_detection_aware,12,2207,364,438,4,8,4,3,1,0,33.46008360385895,16.306889057159424,50.61201453208923,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k12.hdf5,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k12_weights.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k12_factors.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k12_r2.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k12_factor_activity.csv,-204384.43278588235,-204384.43278588235,96
four_cohort_detection_aware,16,3301,364,438,4,9,5,3,1,0,36.096493899822235,16.89509153366089,52.88376212120056,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k16.hdf5,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k16_weights.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k16_factors.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k16_r2.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\four_cohort_detection_aware\mofa_k16_factor_activity.csv,-203432.06955998667,-203432.06955998667,149
three_cohort_no_ffpe,8,1103,327,723,3,6,6,0,0,0,37.319221099217735,31.37550950050354,47.54619002342224,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k8.hdf5,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k8_weights.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k8_factors.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k8_r2.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k8_factor_activity.csv,-292539.3120837379,-292539.3120837379,65
three_cohort_no_ffpe,12,2207,327,723,3,9,8,1,0,0,43.863596518834434,37.194663286209106,54.52126860618591,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k12.hdf5,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k12_weights.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k12_factors.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k12_r2.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k12_factor_activity.csv,-285391.9516994261,-285391.9516994261,102
three_cohort_no_ffpe,16,3301,327,723,3,10,9,1,0,0,44.92390155792236,38.05699348449707,55.406904220581055,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k16.hdf5,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k16_weights.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k16_factors.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k16_r2.csv,C:\Users\olegk\Desktop\paper4_sarcoma_dog\results\tables\multigroup_mofa_fits\three_cohort_no_ffpe\mofa_k16_factor_activity.csv,-283665.8786973144,-283665.8786973144,136
