module_label,n_module_genes_used,n_proliferation_genes_total,n_overlap_symbols,n_disjoint_proliferation_genes,fraction_module_symbols_in_proliferation,fraction_proliferation_symbols_in_module,raw_module_proliferation_correlation,orthogonal_variance_fraction_1_minus_r2,original_residual_sd_before_standardization,original_residual_post_correlation,overlap_symbols,disjoint_proliferation_genes,module_transfer_qc_tier,transfer_priority_score,n_module_genes,fraction_strict_symbol_concordant,fraction_broad_transferable,strict_human_symbols
M11,8,251,0,251,0.0,0.0,0.10123328410559211,0.9897518221891964,0.9948627152472831,3.84077154464919e-17,,BUB1_3;DLGAP5_3;UBE2C_3;KIF23_3;TOP2A_3;CDC20_3;AURKA_3;KIF11_3;CDC6_3;CCNB1_3;MYBL2_3;SPAG5_3;CCNA2_3;PLK1_3;BUB1B_3;KIF18B_3;CCNB2_3;CENPA_3;MCM10_3;TK1_3;BIRC5_3;CENPF_3;MELK_3;CDK1_3;MCM2_3;MCM5_3;PLK4_3;KIF15_3;MCM4_3;RRM2_3;AURKB_3;PCNA_3;TYMS_3;UBE2S_3;CENPK_3;MKI67_3;STMN1_3;CENPE_3;CENPV_3;TPX2_3;CDCA8_3;KIF22_3;NCAPH_3;NCAPG_3;DSN1_3;ORC1_3;CDC45_3;GTSE1_3;KIFC1_3;DEPDC1_3;NDC80_3;CKAP2L_3;SGO1_3;KIF20A_3;KIF4A_3;CLSPN_3;SHCBP1_3;NEK2_3;KIF14_3;RACGAP1_3;TTK_3;CENPT_3;POLE_3;ECT2_3;KPNA2_3;FANCM_3;HJURP_3;CENPI_3;FANCD2_3;UBE2T_3;DTL_3;PBK_3;ASPM_3;CDCA2_3;KNSTRN_3;PRC1_3;MTFR2_3;PTTG1_3;PKMYT1_3;SNRPA_3;UHRF1_3;MIS18A_3;RAD51_3;DNA2_3;CDCA3_3;ORC6_3;DEPDC1B_3;REXO5_3;ASF1B_3;FOXM1_3;CCNB3_3;SPDL1_3;CDCA5_3;SPC25_3;LOC100855995_3;TROAP_3;FBXO5_3;PCLAF_3;ESPL1_3;MCM3_3;HELLS_3;POLA2_3;ESCO2_3;ERCC6L_3;C7H1orf112_3;NUF2_3;E2F8_3;E2F1_3;FANCI_3;TACC3_3;RCC1_3;WDHD1_3;SASS6_3;RAD54L_3;SMC2_3;FAM83D_3;CHAF1A_3;PSMC3IP_3;MCM6_3;RAD51AP1_3;CENPN_3;REEP4_3;POC1A_3;MIS18BP1_3;C4H5orf34_3;BRCA1_3;SKA3_3;LOC487476_3;POLE2_3;DCK_3;KIF20B_3;TRIP13_3;NUP85_3;CHTF18_3;CHAF1B_3;ALYREF_3;CTPS1_3;TRAIP_3;ZWILCH_3;CDT1_3;HASPIN_3;SRSF7_3;NSD2_3;PRR11_3;WDR62_3;RAD18_3;GPSM2_3;IQGAP3_3;DDX39A_3;INCENP_3;LRR1_3;MAD2L1_3;TOMM40_3;KNL1_3;CDC25C_3;OIP5_3;HROB_3;DBF4B_3;SF3A3_3;VRK1_3;CKS2_3;SUV39H1_3;ANAPC1_3;NCAPD2_3;NMRAL1_3;LMNB1_3;CEP55_3;CDK2_3;RANBP1_3;NUDT1_3;TCF19_3;CCT6A_3;POLD1_3;TONSL_3;KIF2C_3;RFC3_3;DCLRE1B_3;STIL_3;CENPL_3;NDC1_3;PRIM2_3;RBMX_3;PSMB2_3;RAN_3;LOC119876737;POLQ_3;TRIM28_3;TICRR_3;RMI2_3;FBL_3;GINS1_3;PARPBP_3;E2F7_3;EIF4A3_3;RPA2_3;SRSF1_3;RFC2_3;PRMT5_3;TUBB_3;RECQL4_3;ANLN_3;DNAJC9_3;RUVBL2_3;ZWINT_3;SNRPB_3;HNRNPU_3;HMMR_3;RFC4_3;KIF24_3;EIF3B_3;DCTPP1_3;NUP43_3;FANCA_3;CENPU_3;MTHFD1_3;LIG1_3;CENPO_3;DNPH1_3;MASTL_3;ILF2_3;TCP1_3;CDC25A_3;CKAP2_3;MND1_3;NOP56_3;BRIP1_3;CENPW_3;CIP2A_3;CKS1B_3;EIF2S1_3;SRSF2_3;PPIH_3;AAAS_3;INTS7_3;CCT3_3;KIF18A_3;TUBB4B_3;FEN1_3;SF3B4_3;PPM1G_3;ERH_3;GINS4_3;RPN2_3;CCT5_3;SPC24_3;GMNN_3;TARDBP_3;DIAPH3_3;H2AZ1_3;CENPQ_3;RSL1D1_3,high_primary_transfer_readiness,10.0,8,0.875,1.0,ADAMTS4;ANGPT2;MCAM;DRD1;STC1;ADAMTS1;IGFBP3
M17,5,251,0,251,0.0,0.0,0.25964049457441846,0.9325868135771513,0.9657053451116192,3.84077154464919e-17,,BUB1_3;DLGAP5_3;UBE2C_3;KIF23_3;TOP2A_3;CDC20_3;AURKA_3;KIF11_3;CDC6_3;CCNB1_3;MYBL2_3;SPAG5_3;CCNA2_3;PLK1_3;BUB1B_3;KIF18B_3;CCNB2_3;CENPA_3;MCM10_3;TK1_3;BIRC5_3;CENPF_3;MELK_3;CDK1_3;MCM2_3;MCM5_3;PLK4_3;KIF15_3;MCM4_3;RRM2_3;AURKB_3;PCNA_3;TYMS_3;UBE2S_3;CENPK_3;MKI67_3;STMN1_3;CENPE_3;CENPV_3;TPX2_3;CDCA8_3;KIF22_3;NCAPH_3;NCAPG_3;DSN1_3;ORC1_3;CDC45_3;GTSE1_3;KIFC1_3;DEPDC1_3;NDC80_3;CKAP2L_3;SGO1_3;KIF20A_3;KIF4A_3;CLSPN_3;SHCBP1_3;NEK2_3;KIF14_3;RACGAP1_3;TTK_3;CENPT_3;POLE_3;ECT2_3;KPNA2_3;FANCM_3;HJURP_3;CENPI_3;FANCD2_3;UBE2T_3;DTL_3;PBK_3;ASPM_3;CDCA2_3;KNSTRN_3;PRC1_3;MTFR2_3;PTTG1_3;PKMYT1_3;SNRPA_3;UHRF1_3;MIS18A_3;RAD51_3;DNA2_3;CDCA3_3;ORC6_3;DEPDC1B_3;REXO5_3;ASF1B_3;FOXM1_3;CCNB3_3;SPDL1_3;CDCA5_3;SPC25_3;LOC100855995_3;TROAP_3;FBXO5_3;PCLAF_3;ESPL1_3;MCM3_3;HELLS_3;POLA2_3;ESCO2_3;ERCC6L_3;C7H1orf112_3;NUF2_3;E2F8_3;E2F1_3;FANCI_3;TACC3_3;RCC1_3;WDHD1_3;SASS6_3;RAD54L_3;SMC2_3;FAM83D_3;CHAF1A_3;PSMC3IP_3;MCM6_3;RAD51AP1_3;CENPN_3;REEP4_3;POC1A_3;MIS18BP1_3;C4H5orf34_3;BRCA1_3;SKA3_3;LOC487476_3;POLE2_3;DCK_3;KIF20B_3;TRIP13_3;NUP85_3;CHTF18_3;CHAF1B_3;ALYREF_3;CTPS1_3;TRAIP_3;ZWILCH_3;CDT1_3;HASPIN_3;SRSF7_3;NSD2_3;PRR11_3;WDR62_3;RAD18_3;GPSM2_3;IQGAP3_3;DDX39A_3;INCENP_3;LRR1_3;MAD2L1_3;TOMM40_3;KNL1_3;CDC25C_3;OIP5_3;HROB_3;DBF4B_3;SF3A3_3;VRK1_3;CKS2_3;SUV39H1_3;ANAPC1_3;NCAPD2_3;NMRAL1_3;LMNB1_3;CEP55_3;CDK2_3;RANBP1_3;NUDT1_3;TCF19_3;CCT6A_3;POLD1_3;TONSL_3;KIF2C_3;RFC3_3;DCLRE1B_3;STIL_3;CENPL_3;NDC1_3;PRIM2_3;RBMX_3;PSMB2_3;RAN_3;LOC119876737;POLQ_3;TRIM28_3;TICRR_3;RMI2_3;FBL_3;GINS1_3;PARPBP_3;E2F7_3;EIF4A3_3;RPA2_3;SRSF1_3;RFC2_3;PRMT5_3;TUBB_3;RECQL4_3;ANLN_3;DNAJC9_3;RUVBL2_3;ZWINT_3;SNRPB_3;HNRNPU_3;HMMR_3;RFC4_3;KIF24_3;EIF3B_3;DCTPP1_3;NUP43_3;FANCA_3;CENPU_3;MTHFD1_3;LIG1_3;CENPO_3;DNPH1_3;MASTL_3;ILF2_3;TCP1_3;CDC25A_3;CKAP2_3;MND1_3;NOP56_3;BRIP1_3;CENPW_3;CIP2A_3;CKS1B_3;EIF2S1_3;SRSF2_3;PPIH_3;AAAS_3;INTS7_3;CCT3_3;KIF18A_3;TUBB4B_3;FEN1_3;SF3B4_3;PPM1G_3;ERH_3;GINS4_3;RPN2_3;CCT5_3;SPC24_3;GMNN_3;TARDBP_3;DIAPH3_3;H2AZ1_3;CENPQ_3;RSL1D1_3,medium_sensitivity_transfer_readiness,5.0,5,0.4,0.6,P4HA1;CIRBP
M20,4,251,0,251,0.0,0.0,0.10173516110581456,0.989649956994774,0.9948115183263481,2.4004822154057436e-18,,BUB1_3;DLGAP5_3;UBE2C_3;KIF23_3;TOP2A_3;CDC20_3;AURKA_3;KIF11_3;CDC6_3;CCNB1_3;MYBL2_3;SPAG5_3;CCNA2_3;PLK1_3;BUB1B_3;KIF18B_3;CCNB2_3;CENPA_3;MCM10_3;TK1_3;BIRC5_3;CENPF_3;MELK_3;CDK1_3;MCM2_3;MCM5_3;PLK4_3;KIF15_3;MCM4_3;RRM2_3;AURKB_3;PCNA_3;TYMS_3;UBE2S_3;CENPK_3;MKI67_3;STMN1_3;CENPE_3;CENPV_3;TPX2_3;CDCA8_3;KIF22_3;NCAPH_3;NCAPG_3;DSN1_3;ORC1_3;CDC45_3;GTSE1_3;KIFC1_3;DEPDC1_3;NDC80_3;CKAP2L_3;SGO1_3;KIF20A_3;KIF4A_3;CLSPN_3;SHCBP1_3;NEK2_3;KIF14_3;RACGAP1_3;TTK_3;CENPT_3;POLE_3;ECT2_3;KPNA2_3;FANCM_3;HJURP_3;CENPI_3;FANCD2_3;UBE2T_3;DTL_3;PBK_3;ASPM_3;CDCA2_3;KNSTRN_3;PRC1_3;MTFR2_3;PTTG1_3;PKMYT1_3;SNRPA_3;UHRF1_3;MIS18A_3;RAD51_3;DNA2_3;CDCA3_3;ORC6_3;DEPDC1B_3;REXO5_3;ASF1B_3;FOXM1_3;CCNB3_3;SPDL1_3;CDCA5_3;SPC25_3;LOC100855995_3;TROAP_3;FBXO5_3;PCLAF_3;ESPL1_3;MCM3_3;HELLS_3;POLA2_3;ESCO2_3;ERCC6L_3;C7H1orf112_3;NUF2_3;E2F8_3;E2F1_3;FANCI_3;TACC3_3;RCC1_3;WDHD1_3;SASS6_3;RAD54L_3;SMC2_3;FAM83D_3;CHAF1A_3;PSMC3IP_3;MCM6_3;RAD51AP1_3;CENPN_3;REEP4_3;POC1A_3;MIS18BP1_3;C4H5orf34_3;BRCA1_3;SKA3_3;LOC487476_3;POLE2_3;DCK_3;KIF20B_3;TRIP13_3;NUP85_3;CHTF18_3;CHAF1B_3;ALYREF_3;CTPS1_3;TRAIP_3;ZWILCH_3;CDT1_3;HASPIN_3;SRSF7_3;NSD2_3;PRR11_3;WDR62_3;RAD18_3;GPSM2_3;IQGAP3_3;DDX39A_3;INCENP_3;LRR1_3;MAD2L1_3;TOMM40_3;KNL1_3;CDC25C_3;OIP5_3;HROB_3;DBF4B_3;SF3A3_3;VRK1_3;CKS2_3;SUV39H1_3;ANAPC1_3;NCAPD2_3;NMRAL1_3;LMNB1_3;CEP55_3;CDK2_3;RANBP1_3;NUDT1_3;TCF19_3;CCT6A_3;POLD1_3;TONSL_3;KIF2C_3;RFC3_3;DCLRE1B_3;STIL_3;CENPL_3;NDC1_3;PRIM2_3;RBMX_3;PSMB2_3;RAN_3;LOC119876737;POLQ_3;TRIM28_3;TICRR_3;RMI2_3;FBL_3;GINS1_3;PARPBP_3;E2F7_3;EIF4A3_3;RPA2_3;SRSF1_3;RFC2_3;PRMT5_3;TUBB_3;RECQL4_3;ANLN_3;DNAJC9_3;RUVBL2_3;ZWINT_3;SNRPB_3;HNRNPU_3;HMMR_3;RFC4_3;KIF24_3;EIF3B_3;DCTPP1_3;NUP43_3;FANCA_3;CENPU_3;MTHFD1_3;LIG1_3;CENPO_3;DNPH1_3;MASTL_3;ILF2_3;TCP1_3;CDC25A_3;CKAP2_3;MND1_3;NOP56_3;BRIP1_3;CENPW_3;CIP2A_3;CKS1B_3;EIF2S1_3;SRSF2_3;PPIH_3;AAAS_3;INTS7_3;CCT3_3;KIF18A_3;TUBB4B_3;FEN1_3;SF3B4_3;PPM1G_3;ERH_3;GINS4_3;RPN2_3;CCT5_3;SPC24_3;GMNN_3;TARDBP_3;DIAPH3_3;H2AZ1_3;CENPQ_3;RSL1D1_3,high_sensitivity_transfer_readiness,1.0,4,0.5,0.75,VGLL2;RRAD
M23,4,251,0,251,0.0,0.0,0.4032636461012663,0.8373784317331127,0.9150838386361725,1.9323881834016236e-16,,BUB1_3;DLGAP5_3;UBE2C_3;KIF23_3;TOP2A_3;CDC20_3;AURKA_3;KIF11_3;CDC6_3;CCNB1_3;MYBL2_3;SPAG5_3;CCNA2_3;PLK1_3;BUB1B_3;KIF18B_3;CCNB2_3;CENPA_3;MCM10_3;TK1_3;BIRC5_3;CENPF_3;MELK_3;CDK1_3;MCM2_3;MCM5_3;PLK4_3;KIF15_3;MCM4_3;RRM2_3;AURKB_3;PCNA_3;TYMS_3;UBE2S_3;CENPK_3;MKI67_3;STMN1_3;CENPE_3;CENPV_3;TPX2_3;CDCA8_3;KIF22_3;NCAPH_3;NCAPG_3;DSN1_3;ORC1_3;CDC45_3;GTSE1_3;KIFC1_3;DEPDC1_3;NDC80_3;CKAP2L_3;SGO1_3;KIF20A_3;KIF4A_3;CLSPN_3;SHCBP1_3;NEK2_3;KIF14_3;RACGAP1_3;TTK_3;CENPT_3;POLE_3;ECT2_3;KPNA2_3;FANCM_3;HJURP_3;CENPI_3;FANCD2_3;UBE2T_3;DTL_3;PBK_3;ASPM_3;CDCA2_3;KNSTRN_3;PRC1_3;MTFR2_3;PTTG1_3;PKMYT1_3;SNRPA_3;UHRF1_3;MIS18A_3;RAD51_3;DNA2_3;CDCA3_3;ORC6_3;DEPDC1B_3;REXO5_3;ASF1B_3;FOXM1_3;CCNB3_3;SPDL1_3;CDCA5_3;SPC25_3;LOC100855995_3;TROAP_3;FBXO5_3;PCLAF_3;ESPL1_3;MCM3_3;HELLS_3;POLA2_3;ESCO2_3;ERCC6L_3;C7H1orf112_3;NUF2_3;E2F8_3;E2F1_3;FANCI_3;TACC3_3;RCC1_3;WDHD1_3;SASS6_3;RAD54L_3;SMC2_3;FAM83D_3;CHAF1A_3;PSMC3IP_3;MCM6_3;RAD51AP1_3;CENPN_3;REEP4_3;POC1A_3;MIS18BP1_3;C4H5orf34_3;BRCA1_3;SKA3_3;LOC487476_3;POLE2_3;DCK_3;KIF20B_3;TRIP13_3;NUP85_3;CHTF18_3;CHAF1B_3;ALYREF_3;CTPS1_3;TRAIP_3;ZWILCH_3;CDT1_3;HASPIN_3;SRSF7_3;NSD2_3;PRR11_3;WDR62_3;RAD18_3;GPSM2_3;IQGAP3_3;DDX39A_3;INCENP_3;LRR1_3;MAD2L1_3;TOMM40_3;KNL1_3;CDC25C_3;OIP5_3;HROB_3;DBF4B_3;SF3A3_3;VRK1_3;CKS2_3;SUV39H1_3;ANAPC1_3;NCAPD2_3;NMRAL1_3;LMNB1_3;CEP55_3;CDK2_3;RANBP1_3;NUDT1_3;TCF19_3;CCT6A_3;POLD1_3;TONSL_3;KIF2C_3;RFC3_3;DCLRE1B_3;STIL_3;CENPL_3;NDC1_3;PRIM2_3;RBMX_3;PSMB2_3;RAN_3;LOC119876737;POLQ_3;TRIM28_3;TICRR_3;RMI2_3;FBL_3;GINS1_3;PARPBP_3;E2F7_3;EIF4A3_3;RPA2_3;SRSF1_3;RFC2_3;PRMT5_3;TUBB_3;RECQL4_3;ANLN_3;DNAJC9_3;RUVBL2_3;ZWINT_3;SNRPB_3;HNRNPU_3;HMMR_3;RFC4_3;KIF24_3;EIF3B_3;DCTPP1_3;NUP43_3;FANCA_3;CENPU_3;MTHFD1_3;LIG1_3;CENPO_3;DNPH1_3;MASTL_3;ILF2_3;TCP1_3;CDC25A_3;CKAP2_3;MND1_3;NOP56_3;BRIP1_3;CENPW_3;CIP2A_3;CKS1B_3;EIF2S1_3;SRSF2_3;PPIH_3;AAAS_3;INTS7_3;CCT3_3;KIF18A_3;TUBB4B_3;FEN1_3;SF3B4_3;PPM1G_3;ERH_3;GINS4_3;RPN2_3;CCT5_3;SPC24_3;GMNN_3;TARDBP_3;DIAPH3_3;H2AZ1_3;CENPQ_3;RSL1D1_3,low_transfer_readiness,2.0,4,0.5,0.5,RBM44;SYCE2
M24,7,251,0,251,0.0,0.0,0.38834755867836485,0.849186173668554,0.9215129807379567,9.601928861622974e-17,,BUB1_3;DLGAP5_3;UBE2C_3;KIF23_3;TOP2A_3;CDC20_3;AURKA_3;KIF11_3;CDC6_3;CCNB1_3;MYBL2_3;SPAG5_3;CCNA2_3;PLK1_3;BUB1B_3;KIF18B_3;CCNB2_3;CENPA_3;MCM10_3;TK1_3;BIRC5_3;CENPF_3;MELK_3;CDK1_3;MCM2_3;MCM5_3;PLK4_3;KIF15_3;MCM4_3;RRM2_3;AURKB_3;PCNA_3;TYMS_3;UBE2S_3;CENPK_3;MKI67_3;STMN1_3;CENPE_3;CENPV_3;TPX2_3;CDCA8_3;KIF22_3;NCAPH_3;NCAPG_3;DSN1_3;ORC1_3;CDC45_3;GTSE1_3;KIFC1_3;DEPDC1_3;NDC80_3;CKAP2L_3;SGO1_3;KIF20A_3;KIF4A_3;CLSPN_3;SHCBP1_3;NEK2_3;KIF14_3;RACGAP1_3;TTK_3;CENPT_3;POLE_3;ECT2_3;KPNA2_3;FANCM_3;HJURP_3;CENPI_3;FANCD2_3;UBE2T_3;DTL_3;PBK_3;ASPM_3;CDCA2_3;KNSTRN_3;PRC1_3;MTFR2_3;PTTG1_3;PKMYT1_3;SNRPA_3;UHRF1_3;MIS18A_3;RAD51_3;DNA2_3;CDCA3_3;ORC6_3;DEPDC1B_3;REXO5_3;ASF1B_3;FOXM1_3;CCNB3_3;SPDL1_3;CDCA5_3;SPC25_3;LOC100855995_3;TROAP_3;FBXO5_3;PCLAF_3;ESPL1_3;MCM3_3;HELLS_3;POLA2_3;ESCO2_3;ERCC6L_3;C7H1orf112_3;NUF2_3;E2F8_3;E2F1_3;FANCI_3;TACC3_3;RCC1_3;WDHD1_3;SASS6_3;RAD54L_3;SMC2_3;FAM83D_3;CHAF1A_3;PSMC3IP_3;MCM6_3;RAD51AP1_3;CENPN_3;REEP4_3;POC1A_3;MIS18BP1_3;C4H5orf34_3;BRCA1_3;SKA3_3;LOC487476_3;POLE2_3;DCK_3;KIF20B_3;TRIP13_3;NUP85_3;CHTF18_3;CHAF1B_3;ALYREF_3;CTPS1_3;TRAIP_3;ZWILCH_3;CDT1_3;HASPIN_3;SRSF7_3;NSD2_3;PRR11_3;WDR62_3;RAD18_3;GPSM2_3;IQGAP3_3;DDX39A_3;INCENP_3;LRR1_3;MAD2L1_3;TOMM40_3;KNL1_3;CDC25C_3;OIP5_3;HROB_3;DBF4B_3;SF3A3_3;VRK1_3;CKS2_3;SUV39H1_3;ANAPC1_3;NCAPD2_3;NMRAL1_3;LMNB1_3;CEP55_3;CDK2_3;RANBP1_3;NUDT1_3;TCF19_3;CCT6A_3;POLD1_3;TONSL_3;KIF2C_3;RFC3_3;DCLRE1B_3;STIL_3;CENPL_3;NDC1_3;PRIM2_3;RBMX_3;PSMB2_3;RAN_3;LOC119876737;POLQ_3;TRIM28_3;TICRR_3;RMI2_3;FBL_3;GINS1_3;PARPBP_3;E2F7_3;EIF4A3_3;RPA2_3;SRSF1_3;RFC2_3;PRMT5_3;TUBB_3;RECQL4_3;ANLN_3;DNAJC9_3;RUVBL2_3;ZWINT_3;SNRPB_3;HNRNPU_3;HMMR_3;RFC4_3;KIF24_3;EIF3B_3;DCTPP1_3;NUP43_3;FANCA_3;CENPU_3;MTHFD1_3;LIG1_3;CENPO_3;DNPH1_3;MASTL_3;ILF2_3;TCP1_3;CDC25A_3;CKAP2_3;MND1_3;NOP56_3;BRIP1_3;CENPW_3;CIP2A_3;CKS1B_3;EIF2S1_3;SRSF2_3;PPIH_3;AAAS_3;INTS7_3;CCT3_3;KIF18A_3;TUBB4B_3;FEN1_3;SF3B4_3;PPM1G_3;ERH_3;GINS4_3;RPN2_3;CCT5_3;SPC24_3;GMNN_3;TARDBP_3;DIAPH3_3;H2AZ1_3;CENPQ_3;RSL1D1_3,high_primary_transfer_readiness,10.0,7,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
M25,6,251,0,251,0.0,0.0,-0.27511300106719366,0.9243128366438023,0.9614118974944101,-1.0082025304704122e-16,,BUB1_3;DLGAP5_3;UBE2C_3;KIF23_3;TOP2A_3;CDC20_3;AURKA_3;KIF11_3;CDC6_3;CCNB1_3;MYBL2_3;SPAG5_3;CCNA2_3;PLK1_3;BUB1B_3;KIF18B_3;CCNB2_3;CENPA_3;MCM10_3;TK1_3;BIRC5_3;CENPF_3;MELK_3;CDK1_3;MCM2_3;MCM5_3;PLK4_3;KIF15_3;MCM4_3;RRM2_3;AURKB_3;PCNA_3;TYMS_3;UBE2S_3;CENPK_3;MKI67_3;STMN1_3;CENPE_3;CENPV_3;TPX2_3;CDCA8_3;KIF22_3;NCAPH_3;NCAPG_3;DSN1_3;ORC1_3;CDC45_3;GTSE1_3;KIFC1_3;DEPDC1_3;NDC80_3;CKAP2L_3;SGO1_3;KIF20A_3;KIF4A_3;CLSPN_3;SHCBP1_3;NEK2_3;KIF14_3;RACGAP1_3;TTK_3;CENPT_3;POLE_3;ECT2_3;KPNA2_3;FANCM_3;HJURP_3;CENPI_3;FANCD2_3;UBE2T_3;DTL_3;PBK_3;ASPM_3;CDCA2_3;KNSTRN_3;PRC1_3;MTFR2_3;PTTG1_3;PKMYT1_3;SNRPA_3;UHRF1_3;MIS18A_3;RAD51_3;DNA2_3;CDCA3_3;ORC6_3;DEPDC1B_3;REXO5_3;ASF1B_3;FOXM1_3;CCNB3_3;SPDL1_3;CDCA5_3;SPC25_3;LOC100855995_3;TROAP_3;FBXO5_3;PCLAF_3;ESPL1_3;MCM3_3;HELLS_3;POLA2_3;ESCO2_3;ERCC6L_3;C7H1orf112_3;NUF2_3;E2F8_3;E2F1_3;FANCI_3;TACC3_3;RCC1_3;WDHD1_3;SASS6_3;RAD54L_3;SMC2_3;FAM83D_3;CHAF1A_3;PSMC3IP_3;MCM6_3;RAD51AP1_3;CENPN_3;REEP4_3;POC1A_3;MIS18BP1_3;C4H5orf34_3;BRCA1_3;SKA3_3;LOC487476_3;POLE2_3;DCK_3;KIF20B_3;TRIP13_3;NUP85_3;CHTF18_3;CHAF1B_3;ALYREF_3;CTPS1_3;TRAIP_3;ZWILCH_3;CDT1_3;HASPIN_3;SRSF7_3;NSD2_3;PRR11_3;WDR62_3;RAD18_3;GPSM2_3;IQGAP3_3;DDX39A_3;INCENP_3;LRR1_3;MAD2L1_3;TOMM40_3;KNL1_3;CDC25C_3;OIP5_3;HROB_3;DBF4B_3;SF3A3_3;VRK1_3;CKS2_3;SUV39H1_3;ANAPC1_3;NCAPD2_3;NMRAL1_3;LMNB1_3;CEP55_3;CDK2_3;RANBP1_3;NUDT1_3;TCF19_3;CCT6A_3;POLD1_3;TONSL_3;KIF2C_3;RFC3_3;DCLRE1B_3;STIL_3;CENPL_3;NDC1_3;PRIM2_3;RBMX_3;PSMB2_3;RAN_3;LOC119876737;POLQ_3;TRIM28_3;TICRR_3;RMI2_3;FBL_3;GINS1_3;PARPBP_3;E2F7_3;EIF4A3_3;RPA2_3;SRSF1_3;RFC2_3;PRMT5_3;TUBB_3;RECQL4_3;ANLN_3;DNAJC9_3;RUVBL2_3;ZWINT_3;SNRPB_3;HNRNPU_3;HMMR_3;RFC4_3;KIF24_3;EIF3B_3;DCTPP1_3;NUP43_3;FANCA_3;CENPU_3;MTHFD1_3;LIG1_3;CENPO_3;DNPH1_3;MASTL_3;ILF2_3;TCP1_3;CDC25A_3;CKAP2_3;MND1_3;NOP56_3;BRIP1_3;CENPW_3;CIP2A_3;CKS1B_3;EIF2S1_3;SRSF2_3;PPIH_3;AAAS_3;INTS7_3;CCT3_3;KIF18A_3;TUBB4B_3;FEN1_3;SF3B4_3;PPM1G_3;ERH_3;GINS4_3;RPN2_3;CCT5_3;SPC24_3;GMNN_3;TARDBP_3;DIAPH3_3;H2AZ1_3;CENPQ_3;RSL1D1_3,medium_sensitivity_transfer_readiness,3.0,6,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
