analysis_set,initial_factors,module_label,n_module_genes,factor,signed_cosine,absolute_cosine,squared_cosine,active_group_count,active_groups,activity_class
four_cohort_detection_aware,16,M40,32,Factor1,-0.19803893528655328,0.19803893528655328,0.03921941988943164,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware,16,M40,32,Factor2,-0.1633365174067716,0.1633365174067716,0.026678817918572604,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware,16,M40,32,Factor3,0.05543322063352703,0.05543322063352703,0.0030728419498052867,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware,16,M40,32,Factor4,0.03344945788330867,0.03344945788330867,0.0011188662326872406,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware,16,M40,32,Factor5,0.6590086674778265,0.6590086674778265,0.4342924238109005,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware,16,M40,32,Factor6,-0.06318967967095564,0.06318967967095564,0.003992935616917984,1,DOG2,group_specific
four_cohort_detection_aware,16,M40,32,Factor7,-0.05015485504414171,0.05015485504414171,0.002515509484498867,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware,16,M40,32,Factor8,-0.0845845283790252,0.0845845283790252,0.007154542441102121,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware,16,M40,32,Factor9,0.10259092660407454,0.10259092660407454,0.01052489822148261,3,DOG2;TARGET_OS;GSE21257,partially_shared
three_cohort_no_ffpe,8,M34,131,Factor1,-0.7484765655135139,0.7484765655135139,0.5602171691229055,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M34,131,Factor2,0.04205311548170931,0.04205311548170931,0.0017684645217179796,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M34,131,Factor3,-0.000994894621350912,0.000994894621350912,9.898153075929745e-07,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M34,131,Factor4,-0.09283478630365159,0.09283478630365159,0.008618297548044657,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M34,131,Factor5,-0.00015361549917264282,0.00015361549917264282,2.3597721586060228e-08,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M34,131,Factor6,-0.25817718578367105,0.25817718578367105,0.0666554592591762,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M11,7,Factor1,0.005015011228146713,0.005015011228146713,2.5150337618437603e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M11,7,Factor2,0.0880913932458596,0.0880913932458596,0.007760093563996678,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M11,7,Factor3,0.057043047399137195,0.057043047399137195,0.0032539092565802125,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M11,7,Factor4,-0.0007513074971366791,0.0007513074971366791,5.644629552537812e-07,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M11,7,Factor5,0.004706835579199286,0.004706835579199286,2.215430116961628e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M11,7,Factor6,-0.026143845662111576,0.026143845662111576,0.0006835006660043103,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M24,7,Factor1,-0.0030661692089954872,0.0030661692089954872,9.401393618192011e-06,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M24,7,Factor2,0.032417603679166566,0.032417603679166566,0.0010509010282995137,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M24,7,Factor3,0.09774990947498895,0.09774990947498895,0.009555044802368533,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M24,7,Factor4,0.003642573667350847,0.003642573667350847,1.32683429220778e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M24,7,Factor5,-0.012905099000804913,0.012905099000804913,0.00016654158022057596,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M24,7,Factor6,-0.15292088565673406,0.15292088565673406,0.023384797270039934,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M40,78,Factor1,-0.050186197136526764,0.050186197136526764,0.002518654383026327,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M40,78,Factor2,-0.10323215874343206,0.10323215874343206,0.010656878598829156,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M40,78,Factor3,0.7353836931338374,0.7353836931338374,0.540789176127162,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M40,78,Factor4,-0.374738268448422,0.374738268448422,0.1404287698397216,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M40,78,Factor5,-0.011404415281802492,0.011404415281802492,0.0001300606879198102,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,8,M40,78,Factor6,-0.08774571130466373,0.08774571130466373,0.007699309852361392,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M34,131,Factor1,-0.7608364227621921,0.7608364227621921,0.5788720622015691,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M34,131,Factor2,0.03206590065510257,0.03206590065510257,0.0010282219848229074,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M34,131,Factor3,0.04646113157520792,0.04646113157520792,0.002158636747248782,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M34,131,Factor4,0.026888110606555795,0.026888110606555795,0.0007229704919903782,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M34,131,Factor5,-0.05267444066417069,0.05267444066417069,0.0027745966992832384,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M34,131,Factor6,-0.12733015513850277,0.12733015513850277,0.01621296840759518,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M34,131,Factor7,-0.21728208105739685,0.21728208105739685,0.04721150274863318,2,DOG2;TARGET_OS,partially_shared
three_cohort_no_ffpe,12,M34,131,Factor8,-0.02645375875468325,0.02645375875468325,0.0006998013522509808,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M34,131,Factor9,-0.1683138698104079,0.1683138698104079,0.028329558770554944,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M11,7,Factor1,-0.029745992550531022,0.029745992550531022,0.000884824072816247,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M11,7,Factor2,0.06523080990965943,0.06523080990965943,0.004255058561470123,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M11,7,Factor3,0.06459953848356975,0.06459953848356975,0.004173100372290209,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M11,7,Factor4,-0.022892254920046255,0.022892254920046255,0.000524055335324382,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M11,7,Factor5,-0.01496841807399581,0.01496841807399581,0.00022405353963792445,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M11,7,Factor6,0.23911141041244027,0.23911141041244027,0.05717426658942645,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M11,7,Factor7,-0.04159018147614557,0.04159018147614557,0.0017297431952187222,2,DOG2;TARGET_OS,partially_shared
three_cohort_no_ffpe,12,M11,7,Factor8,-0.06088633047863103,0.06088633047863103,0.0037071452391530743,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M11,7,Factor9,-0.034825781115864284,0.034825781115864284,0.0012128350303300893,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M24,7,Factor1,-0.017131436926835636,0.017131436926835636,0.00029348613117814764,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M24,7,Factor2,0.02072120757159122,0.02072120757159122,0.0004293684432249693,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M24,7,Factor3,0.10972675884437832,0.10972675884437832,0.012039961606492356,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M24,7,Factor4,-0.002482015589487354,0.002482015589487354,6.160401386458258e-06,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M24,7,Factor5,-0.00837973527806272,0.00837973527806272,7.021996333040889e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M24,7,Factor6,0.09767172542961122,0.09767172542961122,0.009539765948397363,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M24,7,Factor7,-0.11550363980123242,0.11550363980123242,0.013341090807332841,2,DOG2;TARGET_OS,partially_shared
three_cohort_no_ffpe,12,M24,7,Factor8,0.1486419200512581,0.1486419200512581,0.0220944203965246,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M24,7,Factor9,-0.008758508527038866,0.008758508527038866,7.671147161821252e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M40,78,Factor1,-0.023143617564888926,0.023143617564888926,0.0005356270339898353,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M40,78,Factor2,-0.10471998825984043,0.10471998825984043,0.010966275941141117,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M40,78,Factor3,0.792979376036379,0.792979376036379,0.628816290819045,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M40,78,Factor4,0.048627787487155565,0.048627787487155565,0.0023646617158959633,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M40,78,Factor5,-0.014407944296292172,0.014407944296292172,0.00020758885884505812,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M40,78,Factor6,-0.030240065016749012,0.030240065016749012,0.0009144615322172075,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M40,78,Factor7,-0.08779264604779881,0.08779264604779881,0.007707548700074084,2,DOG2;TARGET_OS,partially_shared
three_cohort_no_ffpe,12,M40,78,Factor8,-0.12490491127626842,0.12490491127626842,0.015601236860932486,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,12,M40,78,Factor9,-0.01943653399273643,0.01943653399273643,0.00037777885365079876,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M34,131,Factor1,-0.75980724888377,0.75980724888377,0.5773070554563233,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M34,131,Factor2,0.05442528103389187,0.05442528103389187,0.0029621112156181096,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M34,131,Factor3,0.041061269531535896,0.041061269531535896,0.0016860278555414381,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M34,131,Factor4,-0.12320126330405978,0.12320126330405978,0.015178551279716268,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M34,131,Factor5,0.014465442685789552,0.014465442685789552,0.00020924903209586246,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M34,131,Factor6,0.1121897459390324,0.1121897459390324,0.012586539093864637,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M34,131,Factor7,0.006942904840739775,0.006942904840739775,4.82039276275678e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M34,131,Factor8,-0.10948890031155877,0.10948890031155877,0.011987819291434453,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M34,131,Factor9,0.15815902274014307,0.15815902274014307,0.02501427647411709,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M34,131,Factor10,-0.10611297394451431,0.10611297394451431,0.011259963239349174,2,DOG2;TARGET_OS,partially_shared
three_cohort_no_ffpe,16,M11,7,Factor1,-0.024452378763796107,0.024452378763796107,0.0005979188272081468,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M11,7,Factor2,0.07785598128815453,0.07785598128815453,0.006061553822341469,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M11,7,Factor3,0.06508845147153192,0.06508845147153192,0.0042365065149619656,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M11,7,Factor4,-0.05005511296777971,0.05005511296777971,0.0025055143342171886,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M11,7,Factor5,0.006597253575889237,0.006597253575889237,4.352375474458333e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M11,7,Factor6,0.011470552085254463,0.011470552085254463,0.0001315735651405355,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M11,7,Factor7,0.009677299197433976,0.009677299197433976,9.365011975665626e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M11,7,Factor8,0.2390706135151877,0.2390706135151877,0.057154758246528256,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M11,7,Factor9,0.07061018898323689,0.07061018898323689,0.004985798788248428,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M11,7,Factor10,0.004148731955670579,0.004148731955670579,1.721197684000223e-05,2,DOG2;TARGET_OS,partially_shared
three_cohort_no_ffpe,16,M24,7,Factor1,-0.017240468049487687,0.017240468049487687,0.00029723373856540577,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M24,7,Factor2,0.05452918473516226,0.05452918473516226,0.0029734319878814528,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M24,7,Factor3,0.11291894779761316,0.11291894779761316,0.012750688771720087,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M24,7,Factor4,-0.028210522706478294,0.028210522706478294,0.0007958335913727274,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M24,7,Factor5,-0.0016693647617158206,0.0016693647617158206,2.7867787076585187e-06,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M24,7,Factor6,-0.003039929221077759,0.003039929221077759,9.241169669162431e-06,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M24,7,Factor7,-0.18031824851248507,0.18031824851248507,0.032514670746610325,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M24,7,Factor8,0.042486073740945395,0.042486073740945395,0.0018050664619210497,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M24,7,Factor9,0.07578357250615671,0.07578357250615671,0.005743149861795911,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M24,7,Factor10,-0.005869745683229266,0.005869745683229266,3.44539143857886e-05,2,DOG2;TARGET_OS,partially_shared
three_cohort_no_ffpe,16,M40,78,Factor1,-0.025555810742561618,0.025555810742561618,0.0006530994627096278,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M40,78,Factor2,-0.09360816842877795,0.09360816842877795,0.008762489196590461,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M40,78,Factor3,0.6909442673465604,0.6909442673465604,0.4774039805790752,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M40,78,Factor4,-0.4313779091124749,0.4313779091124749,0.18608690047025067,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M40,78,Factor5,0.009119611855881563,0.009119611855881563,8.316732040193557e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M40,78,Factor6,0.03351829864300691,0.03351829864300691,0.0011234763439217986,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M40,78,Factor7,0.0020267733251964166,0.0020267733251964166,4.107810111727739e-06,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M40,78,Factor8,-0.059572441331328094,0.059572441331328094,0.003548875766174528,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M40,78,Factor9,-0.06647490911802222,0.06647490911802222,0.004418913542249313,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe,16,M40,78,Factor10,-0.003040855910696801,0.003040855910696801,9.24680466961967e-06,2,DOG2;TARGET_OS,partially_shared
