initial_factors,module_label,subspace_name,analysis_set_a,analysis_set_b,capture_a,capture_b,capture_difference_a_minus_b
16,M34,shared_two_or_more,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.3483185702794604,0.3235899055572329,0.02472866472222751
16,M34,shared_two_or_more,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.34052349792461234,0.3235899055572329,0.016933592367379457
16,M34,ubiquitous_all_groups,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.30210363311743194,0.279353602785826,0.02275003033160594
16,M34,ubiquitous_all_groups,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.30210363311743194,0.3139680660575475,-0.011864432940115577
16,M34,ubiquitous_all_groups,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.279353602785826,0.3139680660575475,-0.03461446327172152
16,M34,partially_shared,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.02701653605237017,0.0553369671906446,-0.028320431138274427
16,M34,partially_shared,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.02701653605237017,0.014817770686021798,0.012198765366348374
16,M34,partially_shared,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.0553369671906446,0.014817770686021798,0.0405191965046228
16,M34,shared_non_ffpe_only,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.02701653605237017,0.0553369671906446,-0.028320431138274427
16,M34,shared_non_ffpe_only,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.02701653605237017,0.3235899055572329,-0.2965733695048627
16,M34,shared_non_ffpe_only,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.0553369671906446,0.3235899055572329,-0.26825293836658826
16,M34,gse39055_shared,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.30210363311743194,0.279353602785826,0.02275003033160594
16,M11,all_retained,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.04782013211659907,0.07193279571361819,-0.024112663597019114
16,M11,all_retained,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.04782013211659907,0.05261769287013153,-0.004797560753532458
16,M11,all_retained,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.07193279571361819,0.05261769287013153,0.019315102843486656
16,M11,shared_two_or_more,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.04550776772568996,0.07105925484047106,-0.0255514871147811
16,M11,shared_two_or_more,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.04550776772568996,0.04980176531915007,-0.004293997593460115
16,M11,shared_two_or_more,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.07105925484047106,0.04980176531915007,0.021257489521320984
16,M11,ubiquitous_all_groups,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.0025580582430308344,0.036683157443266494,-0.03412509920023566
16,M11,ubiquitous_all_groups,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.0025580582430308344,0.03494239914947678,-0.032384340906445944
16,M11,ubiquitous_all_groups,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.036683157443266494,0.03494239914947678,0.0017407582937897167
16,M11,partially_shared,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.04467576756150651,0.03514304251913967,0.009532725042366845
16,M11,partially_shared,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.04467576756150651,0.017413134605605344,0.02726263295590117
16,M11,partially_shared,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.03514304251913967,0.017413134605605344,0.017729907913534324
16,M11,shared_non_ffpe_only,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.04467576756150651,0.03514304251913967,0.009532725042366845
