endpoint,module_label,model,repeat,n_valid_folds,repeat_mean_c_index,repeat_median_c_index,repeat_min_c_index,repeat_max_c_index
DFI,M17,module_plus_disjoint_proliferation,15,5,0.6411073288040032,0.6452282157676349,0.5604026845637584,0.7156862745098039
DFI,M17,module_plus_disjoint_proliferation,16,5,0.6413598493503623,0.6367521367521367,0.5957066189624329,0.6859205776173285
DFI,M17,module_plus_disjoint_proliferation,17,5,0.6293110456405472,0.6130346232179226,0.5845588235294118,0.6923076923076923
DFI,M17,module_plus_disjoint_proliferation,18,5,0.6344924284701519,0.6569037656903766,0.5119266055045871,0.7049180327868853
DFI,M17,module_plus_disjoint_proliferation,19,5,0.6378591582092407,0.6381818181818182,0.5386138613861386,0.7732142857142857
DFI,M17,module_plus_disjoint_proliferation,20,5,0.6259084151779268,0.6243093922651933,0.5663366336633663,0.6653620352250489
DFI,M17,module_plus_original_proliferation,1,5,0.6381914697982863,0.6580756013745704,0.5365344467640919,0.7181996086105675
DFI,M17,module_plus_original_proliferation,2,5,0.6205874008925273,0.5977653631284916,0.5581818181818182,0.708256880733945
DFI,M17,module_plus_original_proliferation,3,5,0.636769018503722,0.626970227670753,0.5968992248062015,0.6883629191321499
DFI,M17,module_plus_original_proliferation,4,5,0.6298786774133992,0.6172839506172839,0.597872340425532,0.6746323529411765
DFI,M17,module_plus_original_proliferation,5,5,0.6335598325674597,0.601018675721562,0.5165794066317626,0.7371541501976284
DFI,M17,module_plus_original_proliferation,6,5,0.6375702549723898,0.6498194945848376,0.5895196506550219,0.6869409660107334
DFI,M17,module_plus_original_proliferation,7,5,0.6320946196391682,0.6206896551724138,0.556420233463035,0.6961770623742455
DFI,M17,module_plus_original_proliferation,8,5,0.6507582193106575,0.6620553359683794,0.5487571701720841,0.7112676056338029
DFI,M17,module_plus_original_proliferation,9,5,0.6352405426533985,0.5960144927536232,0.5636704119850188,0.7288135593220338
DFI,M17,module_plus_original_proliferation,10,5,0.608294225586711,0.6110154905335629,0.536144578313253,0.6812749003984063
DFI,M17,module_plus_original_proliferation,11,5,0.6356437304281055,0.62890625,0.5763016157989228,0.687382297551789
DFI,M17,module_plus_original_proliferation,12,5,0.6334999928009093,0.6635338345864662,0.5198412698412699,0.6871609403254972
DFI,M17,module_plus_original_proliferation,13,5,0.6109629439503932,0.602112676056338,0.5338809034907598,0.6741996233521658
DFI,M17,module_plus_original_proliferation,14,5,0.62789023566652,0.6313559322033898,0.5422138836772983,0.681260945709282
DFI,M17,module_plus_original_proliferation,15,5,0.6411073288040032,0.6452282157676349,0.5604026845637584,0.7156862745098039
DFI,M17,module_plus_original_proliferation,16,5,0.6413598493503623,0.6367521367521367,0.5957066189624329,0.6859205776173285
