endpoint,module_label,model,repeat,n_valid_folds,repeat_mean_c_index,repeat_median_c_index,repeat_min_c_index,repeat_max_c_index
DFI,M23,module_plus_disjoint_proliferation,2,5,0.6372031661857303,0.6454545454545455,0.5403949730700179,0.708256880733945
DFI,M23,module_plus_disjoint_proliferation,3,5,0.6396488305697782,0.6356589147286822,0.6024518388791593,0.6983240223463687
DFI,M23,module_plus_disjoint_proliferation,4,5,0.626468735684942,0.6276595744680851,0.5905349794238683,0.6470588235294118
DFI,M23,module_plus_disjoint_proliferation,5,5,0.648676002944437,0.6078098471986417,0.5393013100436681,0.7628458498023716
DFI,M23,module_plus_disjoint_proliferation,6,5,0.6504164057717569,0.6414762741652021,0.5776173285198556,0.7312252964426877
DFI,M23,module_plus_disjoint_proliferation,7,5,0.6520263595637072,0.6458752515090543,0.5745454545454546,0.7771428571428571
DFI,M23,module_plus_disjoint_proliferation,8,5,0.6451731373587936,0.6205533596837944,0.5678776290630975,0.7570422535211268
DFI,M23,module_plus_disjoint_proliferation,9,5,0.6307980389776515,0.6352313167259787,0.5780346820809249,0.722457627118644
DFI,M23,module_plus_disjoint_proliferation,10,5,0.6242074951284421,0.6852589641434262,0.4738955823293173,0.7228915662650602
DFI,M23,module_plus_disjoint_proliferation,11,5,0.6280818277006845,0.6299810246679317,0.5583482944344704,0.711864406779661
DFI,M23,module_plus_disjoint_proliferation,12,5,0.6264260788349229,0.6522556390977443,0.498015873015873,0.7153419593345656
DFI,M23,module_plus_disjoint_proliferation,13,5,0.6120032088634483,0.6120527306967984,0.5572232645403377,0.6690140845070423
DFI,M23,module_plus_disjoint_proliferation,14,5,0.6113426578501346,0.608534322820037,0.5347091932457786,0.6588983050847458
DFI,M23,module_plus_disjoint_proliferation,15,5,0.616826542903176,0.5912863070539419,0.5805369127516778,0.6754850088183422
DFI,M23,module_plus_disjoint_proliferation,16,5,0.6311102222528635,0.6171735241502684,0.5753968253968254,0.6913357400722022
DFI,M23,module_plus_disjoint_proliferation,17,5,0.6450967021939563,0.6618962432915921,0.6066176470588235,0.6800766283524904
DFI,M23,module_plus_disjoint_proliferation,18,5,0.6233111046632054,0.6203007518796992,0.5357798165137615,0.6958105646630237
DFI,M23,module_plus_disjoint_proliferation,19,5,0.6440442111626516,0.6040515653775322,0.5720338983050848,0.7339285714285714
DFI,M23,module_plus_disjoint_proliferation,20,5,0.6178968919844621,0.6563071297989032,0.5207920792079208,0.696969696969697
DFI,M23,module_plus_original_proliferation,1,5,0.620959455739818,0.6320939334637965,0.4989561586638831,0.6718213058419243
DFI,M23,module_plus_original_proliferation,2,5,0.6372031661857303,0.6454545454545455,0.5403949730700179,0.708256880733945
DFI,M23,module_plus_original_proliferation,3,5,0.6396488305697782,0.6356589147286822,0.6024518388791593,0.6983240223463687
DFI,M23,module_plus_original_proliferation,4,5,0.626468735684942,0.6276595744680851,0.5905349794238683,0.6470588235294118
DFI,M23,module_plus_original_proliferation,5,5,0.648676002944437,0.6078098471986417,0.5393013100436681,0.7628458498023716
DFI,M23,module_plus_original_proliferation,6,5,0.6504164057717569,0.6414762741652021,0.5776173285198556,0.7312252964426877
DFI,M23,module_plus_original_proliferation,7,5,0.6520263595637072,0.6458752515090543,0.5745454545454546,0.7771428571428571
DFI,M23,module_plus_original_proliferation,8,5,0.6451731373587936,0.6205533596837944,0.5678776290630975,0.7570422535211268
DFI,M23,module_plus_original_proliferation,9,5,0.6307980389776515,0.6352313167259787,0.5780346820809249,0.722457627118644
DFI,M23,module_plus_original_proliferation,10,5,0.6242074951284421,0.6852589641434262,0.4738955823293173,0.7228915662650602
DFI,M23,module_plus_original_proliferation,11,5,0.6280818277006845,0.6299810246679317,0.5583482944344704,0.711864406779661
DFI,M23,module_plus_original_proliferation,12,5,0.6264260788349229,0.6522556390977443,0.498015873015873,0.7153419593345656
DFI,M23,module_plus_original_proliferation,13,5,0.6120032088634483,0.6120527306967984,0.5572232645403377,0.6690140845070423
DFI,M23,module_plus_original_proliferation,14,5,0.6113426578501346,0.608534322820037,0.5347091932457786,0.6588983050847458
DFI,M23,module_plus_original_proliferation,15,5,0.616826542903176,0.5912863070539419,0.5805369127516778,0.6754850088183422
DFI,M23,module_plus_original_proliferation,16,5,0.6311102222528635,0.6171735241502684,0.5753968253968254,0.6913357400722022
DFI,M23,module_plus_original_proliferation,17,5,0.6450967021939563,0.6618962432915921,0.6066176470588235,0.6800766283524904
DFI,M23,module_plus_original_proliferation,18,5,0.6233111046632054,0.6203007518796992,0.5357798165137615,0.6958105646630237
DFI,M23,module_plus_original_proliferation,19,5,0.6440442111626516,0.6040515653775322,0.5720338983050848,0.7339285714285714
DFI,M23,module_plus_original_proliferation,20,5,0.6178968919844621,0.6563071297989032,0.5207920792079208,0.696969696969697
DFI,M23,original_proliferation_only,1,5,0.6044202041257228,0.6203522504892368,0.4676409185803757,0.6787762906309751
DFI,M23,original_proliferation_only,2,5,0.6055281066443412,0.5781818181818181,0.5296229802513465,0.7302752293577982
DFI,M23,original_proliferation_only,3,5,0.6125819122748887,0.6143410852713178,0.5709281961471103,0.6548323471400395
DFI,M23,original_proliferation_only,4,5,0.6000352172013367,0.6036363636363636,0.5761316872427984,0.6191489361702127
DFI,M23,original_proliferation_only,5,5,0.61715154935101,0.5551782682512734,0.5480349344978166,0.7252964426877471
DFI,M23,original_proliferation_only,6,5,0.6122750797242162,0.592057761732852,0.5588752196836555,0.6936758893280632
DFI,M23,original_proliferation_only,7,5,0.6272614070537075,0.631578947368421,0.5509090909090909,0.7295238095238096
DFI,M23,original_proliferation_only,8,5,0.6108119955792135,0.6027874564459931,0.5372848948374761,0.7200704225352113
DFI,M23,original_proliferation_only,9,5,0.6050498151898642,0.6032608695652174,0.5009633911368016,0.7033898305084746
DFI,M23,original_proliferation_only,10,5,0.6081864688767199,0.6363636363636364,0.4618473895582329,0.7332185886402753
DFI,M23,original_proliferation_only,11,5,0.6091402183154572,0.6072106261859582,0.547576301615799,0.6817325800376648
DFI,M23,original_proliferation_only,12,5,0.6104268727236135,0.6377952755905512,0.4702380952380952,0.678373382624769
DFI,M23,original_proliferation_only,13,5,0.5914174934124731,0.5950704225352113,0.5297741273100616,0.6498054474708171
DFI,M23,original_proliferation_only,14,5,0.6026740460626341,0.6289424860853432,0.4915572232645403,0.6673728813559322
DFI,M23,original_proliferation_only,15,5,0.6122817365787934,0.6243386243386243,0.5385906040268457,0.6647058823529411
DFI,M23,original_proliferation_only,16,5,0.6079107787279705,0.6068376068376068,0.5813492063492064,0.6382189239332097
DFI,M23,original_proliferation_only,17,5,0.6098568223670597,0.6064400715563506,0.560081466395112,0.6494252873563219
DFI,M23,original_proliferation_only,18,5,0.6076035932945165,0.602510460251046,0.4990825688073395,0.7449908925318761
DFI,M23,original_proliferation_only,19,5,0.5991237622538222,0.5841584158415841,0.5509090909090909,0.6964285714285714
DFI,M23,original_proliferation_only,20,5,0.6013243577168194,0.5923217550274223,0.493069306930693,0.6837121212121212
DFI,M23,residual_to_disjoint_proliferation,1,5,0.5753821203513791,0.5769944341372912,0.5283757338551859,0.615866388308977
DFI,M23,residual_to_disjoint_proliferation,2,5,0.589301254581267,0.5735567970204841,0.533213644524237,0.6945454545454546
DFI,M23,residual_to_disjoint_proliferation,3,5,0.5765558462389618,0.5775193798449613,0.5542406311637081,0.6014897579143389
DFI,M23,residual_to_disjoint_proliferation,4,5,0.5834170203453924,0.5819397993311036,0.5569852941176471,0.6063829787234043
DFI,M23,residual_to_disjoint_proliferation,5,5,0.5897253212869314,0.6027667984189723,0.537117903930131,0.6400679117147708
DFI,M23,residual_to_disjoint_proliferation,6,5,0.5811929682008599,0.6010544815465729,0.4711191335740072,0.650197628458498
DFI,M23,residual_to_disjoint_proliferation,7,5,0.5801508864560323,0.5734406438631791,0.52994555353902,0.64
DFI,M23,residual_to_disjoint_proliferation,8,5,0.5814625843077967,0.573943661971831,0.5474308300395256,0.6442105263157895
DFI,M23,residual_to_disjoint_proliferation,9,5,0.5743101307695083,0.5617977528089888,0.498220640569395,0.6435452793834296
DFI,M23,residual_to_disjoint_proliferation,10,5,0.5919306810245308,0.6058519793459552,0.5120481927710844,0.6877470355731226
DFI,M23,residual_to_disjoint_proliferation,11,5,0.5836760783372418,0.5692599620493358,0.517578125,0.6440677966101694
DFI,M23,residual_to_disjoint_proliferation,12,5,0.5800832802612511,0.5748613678373382,0.4990958408679927,0.6428571428571429
DFI,M23,residual_to_disjoint_proliferation,13,5,0.5871980380710555,0.5817120622568094,0.5386064030131826,0.6549295774647887
DFI,M23,residual_to_disjoint_proliferation,14,5,0.5885416488347106,0.5674255691768827,0.5176252319109462,0.6904315196998124
DFI,M23,residual_to_disjoint_proliferation,15,5,0.5720915636427094,0.6014109347442681,0.5020746887966805,0.6157718120805369
DFI,M23,residual_to_disjoint_proliferation,16,5,0.5866379326590175,0.5688729874776386,0.5192307692307693,0.6790352504638218
DFI,M23,residual_to_disjoint_proliferation,17,5,0.5943526458134359,0.6130346232179226,0.5420393559928444,0.6280834914611005
DFI,M23,residual_to_disjoint_proliferation,18,5,0.5849399049022991,0.5585774058577406,0.5394736842105263,0.6398467432950191
DFI,M23,residual_to_disjoint_proliferation,19,5,0.5819969764852022,0.6071428571428571,0.4364406779661017,0.691089108910891
DFI,M23,residual_to_disjoint_proliferation,20,5,0.5723510751893406,0.5881188118811881,0.49706457925636,0.6041666666666666
DFI,M23,residual_to_disjoint_proliferation_and_weight,1,5,0.5667000586474742,0.5717017208413002,0.5205479452054794,0.5991649269311065
DFI,M23,residual_to_disjoint_proliferation_and_weight,2,5,0.5750613948995602,0.5698324022346368,0.5026929982046678,0.6581818181818182
DFI,M23,residual_to_disjoint_proliferation_and_weight,3,5,0.5660540598041555,0.5709281961471103,0.5384615384615384,0.5949612403100775
DFI,M23,residual_to_disjoint_proliferation_and_weight,4,5,0.5721766918220275,0.5802469135802469,0.5220588235294118,0.597872340425532
DFI,M23,residual_to_disjoint_proliferation_and_weight,5,5,0.5766295163394142,0.5636998254799301,0.5218340611353712,0.6434634974533107
DFI,M23,residual_to_disjoint_proliferation_and_weight,6,5,0.5625113167156393,0.5922671353251318,0.463898916967509,0.6048034934497817
DFI,M23,residual_to_disjoint_proliferation_and_weight,7,5,0.5590428974127579,0.5633802816901409,0.5018181818181818,0.622568093385214
DFI,M23,residual_to_disjoint_proliferation_and_weight,8,5,0.5551991475461848,0.5492957746478874,0.5177865612648221,0.6105263157894737
DFI,M23,residual_to_disjoint_proliferation_and_weight,9,5,0.5569454082934331,0.5296610169491526,0.4928825622775801,0.6213768115942029
DFI,M23,residual_to_disjoint_proliferation_and_weight,10,5,0.5835366976311424,0.5776892430278885,0.4979919678714859,0.6897233201581028
DFI,M23,residual_to_disjoint_proliferation_and_weight,11,5,0.5639913169644374,0.5502846299810247,0.501953125,0.6346516007532956
DFI,M23,residual_to_disjoint_proliferation_and_weight,12,5,0.5629665899947315,0.5878003696857671,0.4773960216998191,0.599624060150376
DFI,M23,residual_to_disjoint_proliferation_and_weight,13,5,0.5723995280432564,0.5687885010266941,0.519774011299435,0.6496478873239436
DFI,M23,residual_to_disjoint_proliferation_and_weight,14,5,0.5701900338635213,0.5499124343257443,0.4916512059369202,0.6660412757973734
DFI,M23,residual_to_disjoint_proliferation_and_weight,15,5,0.5527265270583646,0.5467479674796748,0.4896265560165975,0.6119929453262787
DFI,M23,residual_to_disjoint_proliferation_and_weight,16,5,0.5662862418334551,0.5724508050089445,0.496031746031746,0.6326530612244898
DFI,M23,residual_to_disjoint_proliferation_and_weight,17,5,0.5683808164660016,0.5723014256619144,0.5268199233716475,0.603415559772296
DFI,M23,residual_to_disjoint_proliferation_and_weight,18,5,0.5644662143636506,0.5690376569037657,0.4812030075187969,0.6091954022988506
DFI,M23,residual_to_disjoint_proliferation_and_weight,19,5,0.5645901607477779,0.5589285714285714,0.4004237288135593,0.700990099009901
DFI,M23,residual_to_disjoint_proliferation_and_weight,20,5,0.5566187277322865,0.5630712979890311,0.4696673189823874,0.6098484848484849
DFI,M23,residual_to_original_proliferation,1,5,0.5753821203513791,0.5769944341372912,0.5283757338551859,0.615866388308977
DFI,M23,residual_to_original_proliferation,2,5,0.589301254581267,0.5735567970204841,0.533213644524237,0.6945454545454546
DFI,M23,residual_to_original_proliferation,3,5,0.5765558462389618,0.5775193798449613,0.5542406311637081,0.6014897579143389
DFI,M23,residual_to_original_proliferation,4,5,0.5834170203453924,0.5819397993311036,0.5569852941176471,0.6063829787234043
DFI,M23,residual_to_original_proliferation,5,5,0.5897253212869314,0.6027667984189723,0.537117903930131,0.6400679117147708
DFI,M23,residual_to_original_proliferation,6,5,0.5811929682008599,0.6010544815465729,0.4711191335740072,0.650197628458498
DFI,M23,residual_to_original_proliferation,7,5,0.5801508864560323,0.5734406438631791,0.52994555353902,0.64
DFI,M23,residual_to_original_proliferation,8,5,0.5814625843077967,0.573943661971831,0.5474308300395256,0.6442105263157895
DFI,M23,residual_to_original_proliferation,9,5,0.5743101307695083,0.5617977528089888,0.498220640569395,0.6435452793834296
DFI,M23,residual_to_original_proliferation,10,5,0.5919306810245308,0.6058519793459552,0.5120481927710844,0.6877470355731226
DFI,M23,residual_to_original_proliferation,11,5,0.5836760783372418,0.5692599620493358,0.517578125,0.6440677966101694
DFI,M23,residual_to_original_proliferation,12,5,0.5800832802612511,0.5748613678373382,0.4990958408679927,0.6428571428571429
DFI,M23,residual_to_original_proliferation,13,5,0.5871980380710555,0.5817120622568094,0.5386064030131826,0.6549295774647887
DFI,M23,residual_to_original_proliferation,14,5,0.5885416488347106,0.5674255691768827,0.5176252319109462,0.6904315196998124
DFI,M23,residual_to_original_proliferation,15,5,0.5720915636427094,0.6014109347442681,0.5020746887966805,0.6157718120805369
DFI,M23,residual_to_original_proliferation,16,5,0.5866379326590175,0.5688729874776386,0.5192307692307693,0.6790352504638218
DFI,M23,residual_to_original_proliferation,17,5,0.5943526458134359,0.6130346232179226,0.5420393559928444,0.6280834914611005
DFI,M23,residual_to_original_proliferation,18,5,0.5849399049022991,0.5585774058577406,0.5394736842105263,0.6398467432950191
DFI,M23,residual_to_original_proliferation,19,5,0.5819969764852022,0.6071428571428571,0.4364406779661017,0.691089108910891
DFI,M23,residual_to_original_proliferation,20,5,0.5723510751893406,0.5881188118811881,0.49706457925636,0.6041666666666666
DFI,M24,disjoint_proliferation_only,1,5,0.6044202041257228,0.6203522504892368,0.4676409185803757,0.6787762906309751
DFI,M24,disjoint_proliferation_only,2,5,0.6055281066443412,0.5781818181818181,0.5296229802513465,0.7302752293577982
DFI,M24,disjoint_proliferation_only,3,5,0.6125819122748887,0.6143410852713178,0.5709281961471103,0.6548323471400395
DFI,M24,disjoint_proliferation_only,4,5,0.6000352172013367,0.6036363636363636,0.5761316872427984,0.6191489361702127
DFI,M24,disjoint_proliferation_only,5,5,0.61715154935101,0.5551782682512734,0.5480349344978166,0.7252964426877471
DFI,M24,disjoint_proliferation_only,6,5,0.6122750797242162,0.592057761732852,0.5588752196836555,0.6936758893280632
DFI,M24,disjoint_proliferation_only,7,5,0.6272614070537075,0.631578947368421,0.5509090909090909,0.7295238095238096
DFI,M24,disjoint_proliferation_only,8,5,0.6108119955792135,0.6027874564459931,0.5372848948374761,0.7200704225352113
DFI,M24,disjoint_proliferation_only,9,5,0.6050498151898642,0.6032608695652174,0.5009633911368016,0.7033898305084746
DFI,M24,disjoint_proliferation_only,10,5,0.6081864688767199,0.6363636363636364,0.4618473895582329,0.7332185886402753
DFI,M24,disjoint_proliferation_only,11,5,0.6091402183154572,0.6072106261859582,0.547576301615799,0.6817325800376648
DFI,M24,disjoint_proliferation_only,12,5,0.6104268727236135,0.6377952755905512,0.4702380952380952,0.678373382624769
DFI,M24,disjoint_proliferation_only,13,5,0.5914174934124731,0.5950704225352113,0.5297741273100616,0.6498054474708171
DFI,M24,disjoint_proliferation_only,14,5,0.6026740460626341,0.6289424860853432,0.4915572232645403,0.6673728813559322
DFI,M24,disjoint_proliferation_only,15,5,0.6122817365787934,0.6243386243386243,0.5385906040268457,0.6647058823529411
DFI,M24,disjoint_proliferation_only,16,5,0.6079107787279705,0.6068376068376068,0.5813492063492064,0.6382189239332097
DFI,M24,disjoint_proliferation_only,17,5,0.6098568223670597,0.6064400715563506,0.560081466395112,0.6494252873563219
DFI,M24,disjoint_proliferation_only,18,5,0.6076035932945165,0.602510460251046,0.4990825688073395,0.7449908925318761
DFI,M24,disjoint_proliferation_only,19,5,0.5991237622538222,0.5841584158415841,0.5509090909090909,0.6964285714285714
DFI,M24,disjoint_proliferation_only,20,5,0.6013243577168194,0.5923217550274223,0.493069306930693,0.6837121212121212
DFI,M24,module_only,1,5,0.6188862663554854,0.5851272015655578,0.5636743215031316,0.6845124282982792
DFI,M24,module_only,2,5,0.6173332703684046,0.5836909871244635,0.5716945996275605,0.7072727272727273
DFI,M24,module_only,3,5,0.6287888490392761,0.6549912434325744,0.5486381322957199,0.6804733727810651
DFI,M24,module_only,4,5,0.6176450426936542,0.6172839506172839,0.5451505016722408,0.6691176470588235
DFI,M24,module_only,5,5,0.6345732810935281,0.6561264822134387,0.568935427574171,0.6818181818181818
DFI,M24,module_only,6,5,0.6363716800264557,0.6243291592128801,0.5641476274165202,0.733201581027668
DFI,M24,module_only,7,5,0.6330405870393238,0.6128404669260701,0.5490909090909091,0.7295238095238096
DFI,M24,module_only,8,5,0.621024048406958,0.6062717770034843,0.5957894736842105,0.6654929577464789
DFI,M24,module_only,9,5,0.620369003341837,0.6165254237288136,0.5684007707129094,0.6725978647686833
DFI,M24,module_only,10,5,0.6195089305204527,0.6277777777777778,0.5120481927710844,0.7628458498023716
DFI,M24,module_only,11,5,0.6258950996636764,0.6265709156193896,0.5,0.7080979284369114
DFI,M24,module_only,12,5,0.6231100231490301,0.64376130198915,0.4722222222222222,0.7086614173228346
DFI,M24,module_only,13,5,0.6178965843564336,0.6206225680933852,0.5609756097560976,0.6514084507042254
DFI,M24,module_only,14,5,0.62934792918509,0.6319845857418112,0.5435992578849722,0.6830122591943958
DFI,M24,module_only,15,5,0.6332692221135016,0.6409395973154363,0.5456431535269709,0.7764227642276422
DFI,M24,module_only,16,5,0.6366600959039521,0.6534296028880866,0.5277777777777778,0.7161410018552876
DFI,M24,module_only,17,5,0.6249402524907218,0.629695885509839,0.5977011494252874,0.6641366223908919
DFI,M24,module_only,18,5,0.6291353612410906,0.6610878661087866,0.543233082706767,0.7067395264116576
DFI,M24,module_only,19,5,0.621964287818425,0.6236363636363637,0.5042372881355932,0.6875
DFI,M24,module_only,20,5,0.6205364736897697,0.6325411334552102,0.5227722772277228,0.7007575757575758
DFI,M24,module_plus_disjoint_proliferation,1,5,0.619644397609805,0.6203522504892368,0.4906054279749478,0.7074569789674953
DFI,M24,module_plus_disjoint_proliferation,2,5,0.61199868190647,0.630901287553648,0.5296229802513465,0.6697247706422018
DFI,M24,module_plus_disjoint_proliferation,3,5,0.6383205259460791,0.6304728546409807,0.5719844357976653,0.702048417132216
DFI,M24,module_plus_disjoint_proliferation,4,5,0.6183198175899227,0.6,0.5719063545150501,0.6727941176470589
DFI,M24,module_plus_disjoint_proliferation,5,5,0.636336207854515,0.6179039301310044,0.5776614310645725,0.7015810276679841
DFI,M24,module_plus_disjoint_proliferation,6,5,0.6454449776549501,0.6191335740072202,0.5746924428822495,0.7252964426877471
DFI,M24,module_plus_disjoint_proliferation,7,5,0.6432065140378923,0.6361867704280155,0.5563636363636364,0.7314285714285714
DFI,M24,module_plus_disjoint_proliferation,8,5,0.6338563213616275,0.6363636363636364,0.5755258126195029,0.6971830985915493
DFI,M24,module_plus_disjoint_proliferation,9,5,0.6177406015458725,0.6329588014981273,0.5472061657032755,0.6690391459074733
DFI,M24,module_plus_disjoint_proliferation,10,5,0.6209324575267614,0.6115537848605578,0.4939759036144578,0.7430830039525692
DFI,M24,module_plus_disjoint_proliferation,11,5,0.6257851243403977,0.6427184466019418,0.51171875,0.7080979284369114
DFI,M24,module_plus_disjoint_proliferation,12,5,0.6329792160893642,0.6582278481012658,0.4662698412698413,0.7134935304990758
DFI,M24,module_plus_disjoint_proliferation,13,5,0.6131226434971346,0.6078028747433265,0.5628517823639775,0.6619718309859155
DFI,M24,module_plus_disjoint_proliferation,14,5,0.6233244603110648,0.5973025048169557,0.5584415584415584,0.7055084745762712
DFI,M24,module_plus_disjoint_proliferation,15,5,0.626545089824562,0.5939597315436241,0.5726141078838174,0.7296747967479674
DFI,M24,module_plus_disjoint_proliferation,16,5,0.638734936027055,0.6570397111913358,0.5534188034188035,0.699443413729128
DFI,M24,module_plus_disjoint_proliferation,17,5,0.6309640283813123,0.6194852941176471,0.6028513238289206,0.6698292220113852
DFI,M24,module_plus_disjoint_proliferation,18,5,0.6297376049468386,0.6015325670498084,0.5743119266055046,0.726775956284153
DFI,M24,module_plus_disjoint_proliferation,19,5,0.6338700612974625,0.610909090909091,0.5444915254237288,0.7285714285714285
DFI,M24,module_plus_disjoint_proliferation,20,5,0.6263769101558527,0.6471663619744058,0.5148514851485149,0.7026515151515151
DFI,M24,module_plus_original_proliferation,1,5,0.619644397609805,0.6203522504892368,0.4906054279749478,0.7074569789674953
DFI,M24,module_plus_original_proliferation,2,5,0.61199868190647,0.630901287553648,0.5296229802513465,0.6697247706422018
DFI,M24,module_plus_original_proliferation,3,5,0.6383205259460791,0.6304728546409807,0.5719844357976653,0.702048417132216
DFI,M24,module_plus_original_proliferation,4,5,0.6183198175899227,0.6,0.5719063545150501,0.6727941176470589
DFI,M24,module_plus_original_proliferation,5,5,0.636336207854515,0.6179039301310044,0.5776614310645725,0.7015810276679841
DFI,M24,module_plus_original_proliferation,6,5,0.6454449776549501,0.6191335740072202,0.5746924428822495,0.7252964426877471
DFI,M24,module_plus_original_proliferation,7,5,0.6432065140378923,0.6361867704280155,0.5563636363636364,0.7314285714285714
DFI,M24,module_plus_original_proliferation,8,5,0.6338563213616275,0.6363636363636364,0.5755258126195029,0.6971830985915493
DFI,M24,module_plus_original_proliferation,9,5,0.6177406015458725,0.6329588014981273,0.5472061657032755,0.6690391459074733
DFI,M24,module_plus_original_proliferation,10,5,0.6209324575267614,0.6115537848605578,0.4939759036144578,0.7430830039525692
DFI,M24,module_plus_original_proliferation,11,5,0.6257851243403977,0.6427184466019418,0.51171875,0.7080979284369114
DFI,M24,module_plus_original_proliferation,12,5,0.6329792160893642,0.6582278481012658,0.4662698412698413,0.7134935304990758
DFI,M24,module_plus_original_proliferation,13,5,0.6131226434971346,0.6078028747433265,0.5628517823639775,0.6619718309859155
DFI,M24,module_plus_original_proliferation,14,5,0.6233244603110648,0.5973025048169557,0.5584415584415584,0.7055084745762712
DFI,M24,module_plus_original_proliferation,15,5,0.626545089824562,0.5939597315436241,0.5726141078838174,0.7296747967479674
DFI,M24,module_plus_original_proliferation,16,5,0.638734936027055,0.6570397111913358,0.5534188034188035,0.699443413729128
DFI,M24,module_plus_original_proliferation,17,5,0.6309640283813123,0.6194852941176471,0.6028513238289206,0.6698292220113852
DFI,M24,module_plus_original_proliferation,18,5,0.6297376049468386,0.6015325670498084,0.5743119266055046,0.726775956284153
DFI,M24,module_plus_original_proliferation,19,5,0.6338700612974625,0.610909090909091,0.5444915254237288,0.7285714285714285
DFI,M24,module_plus_original_proliferation,20,5,0.6263769101558527,0.6471663619744058,0.5148514851485149,0.7026515151515151
DFI,M24,original_proliferation_only,1,5,0.6044202041257228,0.6203522504892368,0.4676409185803757,0.6787762906309751
DFI,M24,original_proliferation_only,2,5,0.6055281066443412,0.5781818181818181,0.5296229802513465,0.7302752293577982
DFI,M24,original_proliferation_only,3,5,0.6125819122748887,0.6143410852713178,0.5709281961471103,0.6548323471400395
DFI,M24,original_proliferation_only,4,5,0.6000352172013367,0.6036363636363636,0.5761316872427984,0.6191489361702127
DFI,M24,original_proliferation_only,5,5,0.61715154935101,0.5551782682512734,0.5480349344978166,0.7252964426877471
DFI,M24,original_proliferation_only,6,5,0.6122750797242162,0.592057761732852,0.5588752196836555,0.6936758893280632
DFI,M24,original_proliferation_only,7,5,0.6272614070537075,0.631578947368421,0.5509090909090909,0.7295238095238096
DFI,M24,original_proliferation_only,8,5,0.6108119955792135,0.6027874564459931,0.5372848948374761,0.7200704225352113
DFI,M24,original_proliferation_only,9,5,0.6050498151898642,0.6032608695652174,0.5009633911368016,0.7033898305084746
DFI,M24,original_proliferation_only,10,5,0.6081864688767199,0.6363636363636364,0.4618473895582329,0.7332185886402753
DFI,M24,original_proliferation_only,11,5,0.6091402183154572,0.6072106261859582,0.547576301615799,0.6817325800376648
DFI,M24,original_proliferation_only,12,5,0.6104268727236135,0.6377952755905512,0.4702380952380952,0.678373382624769
DFI,M24,original_proliferation_only,13,5,0.5914174934124731,0.5950704225352113,0.5297741273100616,0.6498054474708171
DFI,M24,original_proliferation_only,14,5,0.6026740460626341,0.6289424860853432,0.4915572232645403,0.6673728813559322
DFI,M24,original_proliferation_only,15,5,0.6122817365787934,0.6243386243386243,0.5385906040268457,0.6647058823529411
DFI,M24,original_proliferation_only,16,5,0.6079107787279705,0.6068376068376068,0.5813492063492064,0.6382189239332097
DFI,M24,original_proliferation_only,17,5,0.6098568223670597,0.6064400715563506,0.560081466395112,0.6494252873563219
DFI,M24,original_proliferation_only,18,5,0.6076035932945165,0.602510460251046,0.4990825688073395,0.7449908925318761
DFI,M24,original_proliferation_only,19,5,0.5991237622538222,0.5841584158415841,0.5509090909090909,0.6964285714285714
DFI,M24,original_proliferation_only,20,5,0.6013243577168194,0.5923217550274223,0.493069306930693,0.6837121212121212
DFI,M24,residual_to_disjoint_proliferation,1,5,0.6137430571000296,0.6367432150313153,0.5459882583170255,0.6730401529636711
DFI,M24,residual_to_disjoint_proliferation,2,5,0.6032550577607688,0.5754189944134078,0.5407725321888412,0.7163636363636363
DFI,M24,residual_to_disjoint_proliferation,3,5,0.6047125159946416,0.6052141527001862,0.5311284046692607,0.6532399299474606
DFI,M24,residual_to_disjoint_proliferation,4,5,0.6033079533875577,0.6042553191489362,0.5317725752508361,0.649090909090909
DFI,M24,residual_to_disjoint_proliferation,5,5,0.62299797403442,0.6383399209486166,0.5654450261780105,0.6528384279475983
DFI,M24,residual_to_disjoint_proliferation,6,5,0.6053584798263277,0.6200873362445415,0.5451263537906137,0.6640316205533597
DFI,M24,residual_to_disjoint_proliferation,7,5,0.6058000104333423,0.6128404669260701,0.5311871227364185,0.6952380952380952
DFI,M24,residual_to_disjoint_proliferation,8,5,0.5976870820837872,0.5592334494773519,0.5557894736842105,0.6787762906309751
DFI,M24,residual_to_disjoint_proliferation,9,5,0.6029910121728774,0.5953757225433526,0.5529661016949152,0.6591760299625468
DFI,M24,residual_to_disjoint_proliferation,10,5,0.6132242497836173,0.5783132530120482,0.5099601593625498,0.7490118577075099
DFI,M24,residual_to_disjoint_proliferation,11,5,0.6054299698920784,0.6122082585278277,0.484375,0.6793168880455408
DFI,M24,residual_to_disjoint_proliferation,12,5,0.599396719029409,0.6238698010849909,0.4880952380952381,0.6820702402957486
DFI,M24,residual_to_disjoint_proliferation,13,5,0.6029577472778536,0.6003521126760564,0.5722326454033771,0.6406570841889117
DFI,M24,residual_to_disjoint_proliferation,14,5,0.6091508642362486,0.6319845857418112,0.5213358070500927,0.6427320490367776
DFI,M24,residual_to_disjoint_proliferation,15,5,0.609815188046442,0.6243386243386243,0.5,0.7296747967479674
DFI,M24,residual_to_disjoint_proliferation,16,5,0.6128669080565288,0.6101083032490975,0.4935897435897436,0.6901669758812616
DFI,M24,residual_to_disjoint_proliferation,17,5,0.6123325483433254,0.6135957066189625,0.5823754789272031,0.650853889943074
DFI,M24,residual_to_disjoint_proliferation,18,5,0.608200107219835,0.6485355648535565,0.5134099616858238,0.6954128440366972
