cohort,module_label,gene,frozen_risk_loading,frozen_risk_sign,cohort_pc1_loading_aligned,cohort_pc1_sign,loading_sign_concordant
CANINE_DOG2,M40,SIVA1_3,0.0650581693104232,1.0,0.07330926261845105,1.0,True
CANINE_DOG2,M40,SKA3_3,0.0914539437630762,1.0,0.1041851509539045,1.0,True
CANINE_DOG2,M40,SLC13A5_3,0.0467200407567484,1.0,0.05372191633586851,1.0,True
CANINE_DOG2,M40,SMO_3,0.0566956508584914,1.0,0.06614876855704646,1.0,True
CANINE_DOG2,M40,SPAG5_3,0.1026921847744105,1.0,0.11743182742767345,1.0,True
CANINE_DOG2,M40,SPC25_3,0.0991948561551329,1.0,0.11307501822229246,1.0,True
CANINE_DOG2,M40,ST6GALNAC3_3,0.0593138806763532,1.0,0.06857422049962746,1.0,True
CANINE_DOG2,M40,ST8SIA5_3,0.0507884733156357,1.0,0.059723889869309,1.0,True
CANINE_DOG2,M40,STUM_3,0.0500625003640671,1.0,0.05709163964944515,1.0,True
CANINE_DOG2,M40,SULT1C4_3,-0.047299530529662,-1.0,-0.05477328611115653,-1.0,True
CANINE_DOG2,M40,TK1_3,0.0983356829922825,1.0,0.11160955158835253,1.0,True
CANINE_DOG2,M40,TONSL_3,0.0918029174118277,1.0,0.1056077743018024,1.0,True
CANINE_DOG2,M40,TOP2A_3,0.104403188867331,1.0,0.11968708554509917,1.0,True
CANINE_DOG2,M40,TRIB3_3,0.0626032826294081,1.0,0.07200640441173382,1.0,True
CANINE_DOG2,M40,TRIP13_3,0.0921783881781257,1.0,0.10578391444863793,1.0,True
CANINE_DOG2,M40,TSPAN33_3,0.061818387852676,1.0,0.0714117493467667,1.0,True
CANINE_DOG2,M40,TYMS_3,0.0915970868902233,1.0,0.10505462991404063,1.0,True
CANINE_DOG2,M40,UBE2S_3,0.0938256212191065,1.0,0.10684518374414363,1.0,True
CANINE_DOG2,M40,UBE2T_3,0.1023272447107183,1.0,0.11681361226810787,1.0,True
CANINE_DOG2,M40,UHRF1_3,0.0975950046267864,1.0,0.1124715759383029,1.0,True
TARGET_OS,M34,ABCC3,-0.074553954480611,-1.0,-0.06801765610107337,-1.0,True
TARGET_OS,M34,ACOD1,-0.0622329927592512,-1.0,-0.023588564350817978,-1.0,True
TARGET_OS,M34,ADCY7,-0.0562933877590652,-1.0,-0.027926812346047068,-1.0,True
TARGET_OS,M34,ADGRE3,-0.0425819163285164,-1.0,-0.007786592641070923,-1.0,True
TARGET_OS,M34,ADGRF1,-0.0487755408682422,-1.0,0.008422108645334325,1.0,False
TARGET_OS,M34,ADGRG6,-0.055423993865047,-1.0,-0.06128828109724686,-1.0,True
TARGET_OS,M34,ALOX5,-0.0455899499967494,-1.0,-0.05881299745812509,-1.0,True
