cohort,module_label,gene,frozen_risk_loading,frozen_risk_sign,cohort_pc1_loading_aligned,cohort_pc1_sign,loading_sign_concordant
TARGET_OS,M34,ANKRD22,-0.0705661002310783,-1.0,-0.07763761732560583,-1.0,True
TARGET_OS,M34,ANXA3,-0.0547995442070339,-1.0,-0.002268201614634302,-1.0,True
TARGET_OS,M34,ARHGAP30,-0.0810035690711722,-1.0,-0.11203341088660154,-1.0,True
TARGET_OS,M34,ARHGDIB,-0.0717694835312509,-1.0,-0.09890693376626028,-1.0,True
TARGET_OS,M34,ARRB1,-0.0575913601323136,-1.0,-0.07910762329851104,-1.0,True
TARGET_OS,M34,ATF7IP2,-0.0441874357636808,-1.0,-0.037718273972426185,-1.0,True
TARGET_OS,M34,ATP8A1,-0.0738598969197338,-1.0,-0.012355322047034049,-1.0,True
TARGET_OS,M34,B2M,-0.0773112032797366,-1.0,-0.08768242082147733,-1.0,True
TARGET_OS,M34,BATF2,-0.063170832261762,-1.0,-0.07684436923666711,-1.0,True
TARGET_OS,M34,BLNK,-0.0785045212037167,-1.0,-0.08120440018558288,-1.0,True
TARGET_OS,M34,BTK,-0.0717131368705875,-1.0,-0.11595611907292332,-1.0,True
TARGET_OS,M34,C3AR1,-0.0750105506389264,-1.0,-0.11347612802959349,-1.0,True
TARGET_OS,M34,CAPG,-0.0365907499069343,-1.0,-0.08885745259897897,-1.0,True
TARGET_OS,M34,CARD9,-0.0730782009629116,-1.0,-0.06281125278764275,-1.0,True
TARGET_OS,M34,CASP8,-0.0516377190818151,-1.0,-0.06854847718495735,-1.0,True
TARGET_OS,M34,CBLN3,-0.0471262279535087,-1.0,-0.036995042808602205,-1.0,True
TARGET_OS,M34,CBX7,-0.0557146467720475,-1.0,-0.06627364995425124,-1.0,True
TARGET_OS,M34,CCR2,-0.0731990664938683,-1.0,-0.09283874520980435,-1.0,True
TARGET_OS,M34,CD244,-0.0706410507238519,-1.0,-0.05318859845637526,-1.0,True
TARGET_OS,M34,CD74,-0.0766373117930356,-1.0,-0.10471272538785562,-1.0,True
TARGET_OS,M34,CD80,-0.0736771915361654,-1.0,-0.07053169832131524,-1.0,True
TARGET_OS,M34,CD86,-0.073437850320286,-1.0,-0.06503822152038741,-1.0,True
TARGET_OS,M34,CLEC12A,-0.0762652109091431,-1.0,-0.055539332941485144,-1.0,True
TARGET_OS,M34,CSF1R,-0.0690373992876355,-1.0,-0.10191728923343255,-1.0,True
TARGET_OS,M34,CSF2RB,-0.0726220012403615,-1.0,-0.1203837334027557,-1.0,True
TARGET_OS,M34,CTSH,-0.0650283581302952,-1.0,-0.049532793172092394,-1.0,True
TARGET_OS,M34,CYP4V2,-0.0783514014235392,-1.0,-0.05358413709570093,-1.0,True
TARGET_OS,M34,CYSLTR2,-0.0642747628123309,-1.0,-0.03937722008000769,-1.0,True
TARGET_OS,M34,CYTH4,-0.0680534116302419,-1.0,-0.10745479610927892,-1.0,True
TARGET_OS,M34,DAPP1,-0.0812124642632289,-1.0,-0.08324657811747226,-1.0,True
TARGET_OS,M34,DENND1C,-0.0846152869978331,-1.0,-0.10207628402087818,-1.0,True
TARGET_OS,M34,DHX58,-0.0580673695888546,-1.0,-0.06484170436927317,-1.0,True
TARGET_OS,M34,DNASE1L3,-0.0511520332778766,-1.0,-0.038283401653759645,-1.0,True
TARGET_OS,M34,DOCK2,-0.0820648276489865,-1.0,-0.1251101026483913,-1.0,True
TARGET_OS,M34,DOK2,-0.0679890944558014,-1.0,-0.10383794040641771,-1.0,True
TARGET_OS,M34,DRAM1,-0.0614431662159901,-1.0,-0.09677190290951891,-1.0,True
TARGET_OS,M34,DTX3L,-0.0525969102372983,-1.0,-0.06409396855734316,-1.0,True
TARGET_OS,M34,EGR1,-0.0261710057302248,-1.0,-0.0184621383338408,-1.0,True
TARGET_OS,M34,EHD3,-0.0462295130805107,-1.0,-0.021471386241063813,-1.0,True
TARGET_OS,M34,ENPP5,-0.0663357583732156,-1.0,-0.03376610080475373,-1.0,True
TARGET_OS,M34,EPAS1,-0.0484018002955253,-1.0,-0.07412135108351083,-1.0,True
TARGET_OS,M34,EPHB3,0.0362068053439305,1.0,0.002461862208748196,1.0,True
TARGET_OS,M34,EVI2A,-0.0550671361239886,-1.0,-0.058171786869023225,-1.0,True
TARGET_OS,M34,F5,-0.0498093733086964,-1.0,-0.05672648594651027,-1.0,True
TARGET_OS,M34,FAM107A,-0.0167182415832317,-1.0,-0.029650340887419066,-1.0,True
TARGET_OS,M34,FAXDC2,-0.0351169618510163,-1.0,-0.009458799153854744,-1.0,True
TARGET_OS,M34,FCER1G,-0.0753330602634283,-1.0,-0.10411611615343151,-1.0,True
TARGET_OS,M34,FERMT3,-0.0773587299216817,-1.0,-0.10658003013049237,-1.0,True
TARGET_OS,M34,FGR,-0.0766369603636574,-1.0,-0.09405653168550226,-1.0,True
TARGET_OS,M34,FYB1,-0.0777085855516639,-1.0,-0.10660089043792263,-1.0,True
TARGET_OS,M34,GAB2,-0.0652855394780276,-1.0,-0.045986037795885955,-1.0,True
TARGET_OS,M34,GBP1,-0.0721503036776635,-1.0,-0.05142489876791485,-1.0,True
TARGET_OS,M34,GIMAP6,-0.080834971073273,-1.0,-0.10616604756966737,-1.0,True
TARGET_OS,M34,GLUL,-0.0615425688812319,-1.0,-0.06301487220954363,-1.0,True
TARGET_OS,M34,GMFG,-0.0731014939242394,-1.0,-0.07781115585015554,-1.0,True
TARGET_OS,M34,GPR183,-0.0524661929332497,-1.0,-0.0496153211918415,-1.0,True
TARGET_OS,M34,GPSM3,-0.0749784554183961,-1.0,-0.10647595920367692,-1.0,True
TARGET_OS,M34,GSAP,-0.0469808882018355,-1.0,-0.07855514274521508,-1.0,True
TARGET_OS,M34,HACD4,-0.0664152283253819,-1.0,-0.05644248252889775,-1.0,True
TARGET_OS,M34,HCLS1,-0.0827925186446711,-1.0,-0.09802644651269049,-1.0,True
TARGET_OS,M34,HNMT,-0.0621685428304926,-1.0,-0.08235844531145972,-1.0,True
TARGET_OS,M34,IFI30,-0.0579779739923923,-1.0,-0.07487175414066079,-1.0,True
TARGET_OS,M34,IFI35,-0.06057165481638,-1.0,-0.055885831455951586,-1.0,True
TARGET_OS,M34,IL18,-0.077388291222115,-1.0,-0.10821361006903762,-1.0,True
TARGET_OS,M34,IL1RN,-0.0683757645236215,-1.0,-0.0650915424271541,-1.0,True
TARGET_OS,M34,IL34,-0.0468521286242338,-1.0,-0.04855663859728713,-1.0,True
TARGET_OS,M34,INPP5D,-0.0774976740389577,-1.0,-0.11010175124174662,-1.0,True
TARGET_OS,M34,IRF5,-0.0794607074542069,-1.0,-0.1163372028731867,-1.0,True
TARGET_OS,M34,JAML,-0.0726809452399857,-1.0,-0.08009416779552946,-1.0,True
TARGET_OS,M34,JCHAIN,-0.0519498414004262,-1.0,-0.04213556466067532,-1.0,True
TARGET_OS,M34,KBTBD12,-0.0341395803619888,-1.0,-0.0003605141902881456,-1.0,True
TARGET_OS,M34,KCNQ1,-0.0760476523483408,-1.0,-0.0696787476859289,-1.0,True
TARGET_OS,M34,KIAA0040,-0.0452741957951717,-1.0,-0.07058539757539593,-1.0,True
TARGET_OS,M34,LAMA3,-0.0282191257459631,-1.0,0.006380955641783465,1.0,False
TARGET_OS,M34,LAPTM5,-0.0771987842497218,-1.0,-0.09863915584159913,-1.0,True
TARGET_OS,M34,LCP1,-0.0767748487395036,-1.0,-0.10793554826058059,-1.0,True
TARGET_OS,M34,LPAR5,-0.0634392126082228,-1.0,-0.11031047373655481,-1.0,True
TARGET_OS,M34,LY96,-0.0612541816679478,-1.0,-0.0986336013173659,-1.0,True
TARGET_OS,M34,MARCHF1,-0.0753902088117608,-1.0,-0.10568446766092145,-1.0,True
TARGET_OS,M34,MCTP1,-0.0599621281460907,-1.0,-0.08639529765664801,-1.0,True
TARGET_OS,M34,MILR1,-0.0833096055971545,-1.0,-0.08746482363531251,-1.0,True
TARGET_OS,M34,MOSPD2,-0.0546431510383963,-1.0,-0.036277911172649835,-1.0,True
TARGET_OS,M34,MS4A7,-0.0668744323308811,-1.0,-0.10550333215919493,-1.0,True
TARGET_OS,M34,MYO1G,-0.07965617441524,-1.0,-0.0878524233506921,-1.0,True
TARGET_OS,M34,NCF4,-0.0736391294141049,-1.0,-0.11054603785209036,-1.0,True
TARGET_OS,M34,NCKAP1L,-0.0783489270680713,-1.0,-0.11314840768805107,-1.0,True
TARGET_OS,M34,NFAM1,-0.0801343362400604,-1.0,-0.10856929414729893,-1.0,True
TARGET_OS,M34,OAS1,-0.0501462176992563,-1.0,-0.07373883150889406,-1.0,True
TARGET_OS,M34,OAS2,-0.0576348378012267,-1.0,-0.07466340034823116,-1.0,True
TARGET_OS,M34,OSBPL3,-0.0513227367327572,-1.0,-0.015762881118100005,-1.0,True
TARGET_OS,M34,PAG1,-0.048240223164409,-1.0,-0.035367739875921185,-1.0,True
TARGET_OS,M34,PAPPA,-0.0272872558002062,-1.0,-0.013201989500782054,-1.0,True
TARGET_OS,M34,PARP12,-0.0723426847606341,-1.0,-0.0866216667313722,-1.0,True
TARGET_OS,M34,PARP14,-0.0596084179076502,-1.0,-0.07428967430755892,-1.0,True
TARGET_OS,M34,PARP15,-0.073353478892924,-1.0,-0.06881264232775414,-1.0,True
TARGET_OS,M34,PARP9,-0.0575304459487458,-1.0,-0.07133015246787273,-1.0,True
TARGET_OS,M34,PARVG,-0.0835820736904279,-1.0,-0.09018575069916894,-1.0,True
TARGET_OS,M34,PID1,-0.0356422230606891,-1.0,-0.0025255810074910536,-1.0,True
TARGET_OS,M34,PIK3AP1,-0.0789578866168171,-1.0,-0.11552991189676892,-1.0,True
TARGET_OS,M34,PIK3CG,-0.0673864115594216,-1.0,-0.11374903060237089,-1.0,True
TARGET_OS,M34,PIK3IP1,-0.0401798883740388,-1.0,-0.07920193424217621,-1.0,True
TARGET_OS,M34,PRDM1,-0.0609033465587401,-1.0,-0.0930997121716281,-1.0,True
TARGET_OS,M34,PRKAR2B,-0.0582071961869443,-1.0,-0.03005023692341375,-1.0,True
TARGET_OS,M34,PTAFR,-0.0776773936324589,-1.0,-0.11156289029660317,-1.0,True
TARGET_OS,M34,PTK2B,-0.0746715198228609,-1.0,-0.09705395052711728,-1.0,True
TARGET_OS,M34,PTPN6,-0.0838995626139224,-1.0,-0.11628992480204713,-1.0,True
TARGET_OS,M34,PTPRC,-0.0840791735623078,-1.0,-0.11454264788419802,-1.0,True
TARGET_OS,M34,PTPRJ,-0.0733645623920716,-1.0,-0.09571257354170865,-1.0,True
TARGET_OS,M34,PTPRO,-0.0711420146491507,-1.0,-0.08704523467166816,-1.0,True
TARGET_OS,M34,PYCARD,-0.0821541154173578,-1.0,-0.086536039075303,-1.0,True
TARGET_OS,M34,RAB29,-0.0574199066024839,-1.0,-0.04853735782197547,-1.0,True
TARGET_OS,M34,RASSF5,-0.0510319109699295,-1.0,-0.09547528868015544,-1.0,True
TARGET_OS,M34,RETSAT,-0.0456181341754507,-1.0,-0.04031661420278876,-1.0,True
TARGET_OS,M34,RGS18,-0.0767613703808162,-1.0,-0.09514990333216387,-1.0,True
TARGET_OS,M34,RNASEL,-0.05270917252062,-1.0,-0.0712618249468707,-1.0,True
TARGET_OS,M34,RNF213,-0.0606680467022342,-1.0,-0.061712502621800135,-1.0,True
TARGET_OS,M34,SAMD9L,-0.0726233770662706,-1.0,-0.06559396140525414,-1.0,True
TARGET_OS,M34,SAMSN1,-0.0749294360441245,-1.0,-0.10531877611896445,-1.0,True
TARGET_OS,M34,SASH3,-0.0786452864304232,-1.0,-0.11134360976682098,-1.0,True
TARGET_OS,M34,SCTR,-0.0516283072028297,-1.0,-0.016007466957527007,-1.0,True
TARGET_OS,M34,SERPINB8,-0.0433657798653345,-1.0,-0.04591287079800203,-1.0,True
TARGET_OS,M34,SERPINB9,-0.0556612443928295,-1.0,-0.08351084018923309,-1.0,True
TARGET_OS,M34,SERPING1,-0.05333564533607,-1.0,-0.07007973028790476,-1.0,True
TARGET_OS,M34,SH3TC1,-0.0724732901771042,-1.0,-0.10508286281626103,-1.0,True
TARGET_OS,M34,SIRPB2,-0.0761401507157501,-1.0,-0.10411282343681397,-1.0,True
TARGET_OS,M34,SLC43A2,-0.075843929132934,-1.0,-0.0933438792601868,-1.0,True
TARGET_OS,M34,SLC6A6,-0.0593747875535671,-1.0,-0.04179020495342672,-1.0,True
TARGET_OS,M34,SLC8A1,-0.0435954749062708,-1.0,-0.027784274247577265,-1.0,True
TARGET_OS,M34,SLCO2B1,-0.0774471410675742,-1.0,-0.11466648125617457,-1.0,True
TARGET_OS,M34,SLCO3A1,-0.0466026915248996,-1.0,-0.0366430875540262,-1.0,True
TARGET_OS,M34,SP100,-0.0652815611407066,-1.0,-0.05023830466246021,-1.0,True
TARGET_OS,M34,SRM,0.0362904911182836,1.0,0.032428501909183206,1.0,True
TARGET_OS,M34,SUSD1,-0.0475599886530273,-1.0,-0.04716687734058055,-1.0,True
TARGET_OS,M34,SYK,-0.0704306618827598,-1.0,-0.04195596315960883,-1.0,True
TARGET_OS,M34,SYTL1,-0.0534127627684756,-1.0,-0.0008432979218889114,-1.0,True
TARGET_OS,M34,TAGAP,-0.0807821565775036,-1.0,-0.08096175666808525,-1.0,True
TARGET_OS,M34,TAPBPL,-0.0648038541444955,-1.0,-0.06991005536078497,-1.0,True
TARGET_OS,M34,TBC1D9,-0.0630470967948235,-1.0,-0.06527010222338066,-1.0,True
TARGET_OS,M34,TLR1,-0.0744723565785727,-1.0,-0.10548284865468789,-1.0,True
TARGET_OS,M34,TLR3,-0.0621373845623098,-1.0,-0.045654794170938574,-1.0,True
TARGET_OS,M34,TLR7,-0.0780384374715623,-1.0,-0.10568861778322752,-1.0,True
TARGET_OS,M34,TLR8,-0.0724358482580339,-1.0,-0.10840179732144561,-1.0,True
TARGET_OS,M34,TMEM123,-0.0367638815766869,-1.0,0.0003204758429916773,1.0,False
TARGET_OS,M34,TMEM140,-0.0683808710238255,-1.0,-0.07223615116474369,-1.0,True
TARGET_OS,M34,TMEM144,-0.0776263801710967,-1.0,-0.06136554043775804,-1.0,True
TARGET_OS,M34,TMEM86A,-0.073207126555748,-1.0,-0.10363759234517698,-1.0,True
TARGET_OS,M34,TNFAIP8,-0.0668094954601034,-1.0,-0.061855983307228725,-1.0,True
TARGET_OS,M34,TNFAIP8L2,-0.0768608462098133,-1.0,-0.09849801209785301,-1.0,True
TARGET_OS,M34,TNFSF8,-0.0720137561848778,-1.0,-0.10307820560383185,-1.0,True
TARGET_OS,M34,TRANK1,-0.0563699560584323,-1.0,-0.08001216971898559,-1.0,True
TARGET_OS,M34,TRIM14,-0.0650251168776304,-1.0,-0.0416233204339967,-1.0,True
TARGET_OS,M34,TRIM22,-0.0722067296280384,-1.0,-0.09623552642407857,-1.0,True
TARGET_OS,M34,VAV1,-0.0828691717953871,-1.0,-0.11415472567197985,-1.0,True
TARGET_OS,M34,VWA5A,-0.0751139723749701,-1.0,-0.06843508407724493,-1.0,True
TARGET_OS,M34,ZMAT1,-0.0540908834787659,-1.0,-0.05315592702279197,-1.0,True
TARGET_OS,M11,ADAMTS1,0.3586103080948711,1.0,0.5214959892175227,1.0,True
TARGET_OS,M11,ADAMTS4,0.355362764730042,1.0,0.5591265111071981,1.0,True
TARGET_OS,M11,ANGPT2,0.3223309477092098,1.0,0.1336150222592563,1.0,True
TARGET_OS,M11,DRD1,0.2832379650829795,1.0,-0.08012551512457539,-1.0,False
TARGET_OS,M11,IGFBP3,0.4110996652244612,1.0,0.4863111936305234,1.0,True
TARGET_OS,M11,MCAM,0.3739169431489546,1.0,0.04111556383806441,1.0,True
TARGET_OS,M11,STC1,0.3730624327290713,1.0,0.3910976077908739,1.0,True
TARGET_OS,M24,CHST2,0.3259893162878125,1.0,0.30950864314195,1.0,True
TARGET_OS,M24,GABRA2,0.3852805725917257,1.0,0.3461497339340626,1.0,True
TARGET_OS,M24,HHIP,0.3979603365268194,1.0,0.47669031134972495,1.0,True
TARGET_OS,M24,NETO1,0.4228145410292093,1.0,0.35230268570740325,1.0,True
TARGET_OS,M24,NR2F1,0.340405330369038,1.0,0.4781380899991832,1.0,True
TARGET_OS,M24,OSR2,0.3626675654866067,1.0,0.4181178109448289,1.0,True
TARGET_OS,M24,RYR2,0.4009260885695502,1.0,0.17203310521261791,1.0,True
TARGET_OS,M40,ARL4D,0.0707807010223402,1.0,0.057151398399073794,1.0,True
TARGET_OS,M40,ATAD2,0.0812929387945231,1.0,0.1274310159300237,1.0,True
TARGET_OS,M40,BARX1,0.0352349466365588,1.0,0.02963789076526871,1.0,True
TARGET_OS,M40,BUB1,0.1080697916378347,1.0,0.13108086361804513,1.0,True
TARGET_OS,M40,C1S,-0.0627826655048853,-1.0,-0.019057036157051902,-1.0,True
TARGET_OS,M40,CALHM5,-0.0426000317835533,-1.0,0.010792150114192935,1.0,False
TARGET_OS,M40,CCNA2,0.1003485100041255,1.0,0.1416009520293971,1.0,True
TARGET_OS,M40,CCNB3,0.0982493126043871,1.0,0.044370347789875704,1.0,True
TARGET_OS,M40,CDC20,0.1048761597715563,1.0,0.11352115376749804,1.0,True
TARGET_OS,M40,CDC6,0.1033835455200157,1.0,0.12867126584189606,1.0,True
TARGET_OS,M40,CDCA2,0.0986817715782768,1.0,0.12755705560462194,1.0,True
TARGET_OS,M40,CDCA8,0.1090235308787705,1.0,0.1410077305884756,1.0,True
TARGET_OS,M40,CENPI,0.1008672286125217,1.0,0.13003795108001695,1.0,True
TARGET_OS,M40,CENPK,0.0865983343584617,1.0,0.11791634281071527,1.0,True
TARGET_OS,M40,CENPT,0.1012988126993273,1.0,0.06142898736109321,1.0,True
TARGET_OS,M40,CEP72,0.0758381836856351,1.0,0.11970198378505559,1.0,True
TARGET_OS,M40,CLSPN,0.1019028132144472,1.0,0.13341340662124104,1.0,True
TARGET_OS,M40,CLTCL1,0.0586817184886356,1.0,0.04190744684143812,1.0,True
TARGET_OS,M40,CRYBG1,-0.0506572236152849,-1.0,0.005253598834666885,1.0,False
TARGET_OS,M40,CXCL14,-0.0644310171575864,-1.0,-0.01751945721388259,-1.0,True
TARGET_OS,M40,DEPDC1,0.1034864241656688,1.0,0.12777926034551645,1.0,True
TARGET_OS,M40,DLGAP5,0.1061661815468106,1.0,0.14419176559420602,1.0,True
TARGET_OS,M40,DNA2,0.1020277798833881,1.0,0.1267480785035859,1.0,True
TARGET_OS,M40,DNAJB1,0.0398023447798947,1.0,0.04559979743688027,1.0,True
TARGET_OS,M40,DNPH1,0.0901759425318582,1.0,-0.004457737625968444,-1.0,False
TARGET_OS,M40,DSCC1,0.0833184330489704,1.0,0.11067265669479127,1.0,True
TARGET_OS,M40,DSN1,0.1079458053910122,1.0,0.10481366129683499,1.0,True
TARGET_OS,M40,E2F1,0.0990184470275903,1.0,0.11486379203158475,1.0,True
TARGET_OS,M40,E2F7,0.0876617796025766,1.0,0.12078730727245714,1.0,True
TARGET_OS,M40,E2F8,0.0956343061760119,1.0,0.13576378486871246,1.0,True
TARGET_OS,M40,ECT2,0.0993500067392626,1.0,0.1377457482618194,1.0,True
TARGET_OS,M40,ELOVL4,0.0706171079865341,1.0,0.04746586105156339,1.0,True
TARGET_OS,M40,EPHA2,0.0596577584757255,1.0,0.021480274721408232,1.0,True
TARGET_OS,M40,ESPL1,0.0958233321628845,1.0,0.14147610846340997,1.0,True
TARGET_OS,M40,EXO1,0.0700468717236901,1.0,0.1310800578404904,1.0,True
TARGET_OS,M40,FAM131C,0.0417195665396428,1.0,0.024346971128214736,1.0,True
TARGET_OS,M40,FAM180A,-0.0638963683121301,-1.0,0.016889156662141865,1.0,False
TARGET_OS,M40,FAM83D,0.0955707148225928,1.0,0.13706551188026625,1.0,True
TARGET_OS,M40,FANCA,0.0899611335993833,1.0,0.12424462868766853,1.0,True
TARGET_OS,M40,FANCD2,0.1005852223341002,1.0,0.13172361665419283,1.0,True
TARGET_OS,M40,FANCM,0.0993034472294151,1.0,0.1214351773985739,1.0,True
TARGET_OS,M40,FN1,-0.0529939948407113,-1.0,-0.0003263346102773184,-1.0,True
TARGET_OS,M40,GAREM2,0.0477266189578909,1.0,0.052069611955853336,1.0,True
TARGET_OS,M40,GAS6,-0.0603217464757139,-1.0,-0.03265028402678746,-1.0,True
TARGET_OS,M40,GPRC5C,0.0331438260764811,1.0,0.0009587640219281662,1.0,True
TARGET_OS,M40,GTSE1,0.1046948392623925,1.0,0.1365576964096706,1.0,True
TARGET_OS,M40,HELLS,0.0974530552804082,1.0,0.13017825774656228,1.0,True
TARGET_OS,M40,HSP90AA1,0.0685722304647132,1.0,0.09636142470112326,1.0,True
TARGET_OS,M40,HSPH1,0.0558958510966223,1.0,0.07021724230632466,1.0,True
TARGET_OS,M40,IFITM5,0.0323007301226845,1.0,0.010533957252319176,1.0,True
TARGET_OS,M40,ITGBL1,-0.0691572518457842,-1.0,0.009676729598132006,1.0,False
TARGET_OS,M40,KIF15,0.0940305190143322,1.0,0.14617489831362657,1.0,True
TARGET_OS,M40,KIF18B,0.1038694045004842,1.0,0.1352404316497216,1.0,True
TARGET_OS,M40,KIF22,0.1077163625087104,1.0,0.12327498437492632,1.0,True
TARGET_OS,M40,KIF23,0.1025598231153888,1.0,0.12411279947947693,1.0,True
TARGET_OS,M40,KIF4A,0.1036849935749224,1.0,0.1354163610609683,1.0,True
TARGET_OS,M40,LGR4,0.0383649079877684,1.0,0.06999603666714894,1.0,True
TARGET_OS,M40,LHX2,0.0662395958747118,1.0,0.05967196397590818,1.0,True
TARGET_OS,M40,LIMS2,-0.0660354797522659,-1.0,-0.00919071713812133,-1.0,True
TARGET_OS,M40,MACROH2A2,0.074742023049038,1.0,0.0530029351428628,1.0,True
TARGET_OS,M40,MAP1LC3C,-0.0663473112250084,-1.0,0.029032657459509274,1.0,False
TARGET_OS,M40,MCM2,0.0995103824814667,1.0,0.12227346881402425,1.0,True
TARGET_OS,M40,MCM5,0.0992996621097692,1.0,0.11153157946225525,1.0,True
TARGET_OS,M40,MEX3A,0.0663309067001227,1.0,0.05590836375966335,1.0,True
TARGET_OS,M40,MIS18A,0.1027588953244507,1.0,0.0755572666074507,1.0,True
TARGET_OS,M40,MSI1,0.0396941646878837,1.0,0.057705395767469796,1.0,True
TARGET_OS,M40,MTFR2,0.1005354254637019,1.0,0.10968799159897936,1.0,True
TARGET_OS,M40,MXRA5,-0.039513208716628,-1.0,-0.019298827690527848,-1.0,True
TARGET_OS,M40,MYBL2,0.1041204659402498,1.0,0.09577996518371414,1.0,True
TARGET_OS,M40,MYOF,-0.054401665449972,-1.0,0.03053996665593413,1.0,False
TARGET_OS,M40,NCAPG,0.1049393112364354,1.0,0.14231731800948386,1.0,True
TARGET_OS,M40,NDUFB9,0.0504737577972878,1.0,0.03671656865534666,1.0,True
TARGET_OS,M40,NIBAN1,-0.0655626460490474,-1.0,0.05895668106761919,1.0,False
TARGET_OS,M40,NMRAL1,0.0933106347422463,1.0,-0.03859704632559764,-1.0,False
TARGET_OS,M40,NSMCE2,0.0696088962134618,1.0,0.06273549726445454,1.0,True
TARGET_OS,M40,ORC1,0.1061563924796343,1.0,0.14470453567051716,1.0,True
TARGET_OS,M40,ORC6,0.1030528819520424,1.0,0.0943692544520757,1.0,True
TARGET_OS,M40,PLK4,0.0940995026305532,1.0,0.1461577314712157,1.0,True
TARGET_OS,M40,POLE,0.1028356164526888,1.0,0.1328672312776677,1.0,True
TARGET_OS,M40,POLE2,0.094795966660785,1.0,0.10205075896051981,1.0,True
TARGET_OS,M40,POLQ,0.0887894189512986,1.0,0.13233624094527704,1.0,True
TARGET_OS,M40,RAB30,-0.058543598362329,-1.0,0.08577112809646417,1.0,False
TARGET_OS,M40,RCOR2,0.0669032695532991,1.0,0.04309719619657958,1.0,True
TARGET_OS,M40,RECQL4,0.0913209009568468,1.0,0.07666689425813838,1.0,True
TARGET_OS,M40,RELN,-0.0380354862506634,-1.0,0.04611720818978256,1.0,False
TARGET_OS,M40,REXO5,0.0989621471555763,1.0,0.08564465131722256,1.0,True
TARGET_OS,M40,RRM2,0.0877466283776931,1.0,0.12546413815056534,1.0,True
TARGET_OS,M40,SCML2,0.0777627800673374,1.0,0.08488162919429214,1.0,True
TARGET_OS,M40,SFRP4,-0.0610878357534643,-1.0,-0.034370420995091626,-1.0,True
TARGET_OS,M40,SH3D19,-0.0624090229162989,-1.0,0.03895033350423156,1.0,False
TARGET_OS,M40,SIM2,0.0534732726760469,1.0,0.03399889080353112,1.0,True
TARGET_OS,M40,SIVA1,0.0650581693104232,1.0,0.06946574618662747,1.0,True
TARGET_OS,M40,SKA3,0.0914539437630762,1.0,0.1342456895631518,1.0,True
TARGET_OS,M40,SLC13A5,0.0467200407567484,1.0,0.02801818634884438,1.0,True
TARGET_OS,M40,SMO,0.0566956508584914,1.0,0.07881878819928215,1.0,True
TARGET_OS,M40,SPAG5,0.1026921847744105,1.0,0.1222162009374405,1.0,True
TARGET_OS,M40,SPC25,0.0991948561551329,1.0,0.13474097538672167,1.0,True
TARGET_OS,M40,ST6GALNAC3,0.0593138806763532,1.0,0.005109349383913166,1.0,True
TARGET_OS,M40,ST8SIA5,0.0507884733156357,1.0,0.02987278672256321,1.0,True
TARGET_OS,M40,STUM,0.0500625003640671,1.0,0.01949460985216323,1.0,True
TARGET_OS,M40,SULT1C4,-0.047299530529662,-1.0,0.015109645079750529,1.0,False
TARGET_OS,M40,TK1,0.0983356829922825,1.0,0.06879099995117277,1.0,True
TARGET_OS,M40,TONSL,0.0918029174118277,1.0,0.091357875547254,1.0,True
TARGET_OS,M40,TOP2A,0.104403188867331,1.0,0.1455182573742986,1.0,True
TARGET_OS,M40,TRIB3,0.0626032826294081,1.0,0.0005711749851583243,1.0,True
TARGET_OS,M40,TRIP13,0.0921783881781257,1.0,0.0980756831657135,1.0,True
TARGET_OS,M40,TSPAN33,0.061818387852676,1.0,0.00785292322422348,1.0,True
TARGET_OS,M40,TYMS,0.0915970868902233,1.0,0.12320202716679413,1.0,True
TARGET_OS,M40,UBE2S,0.0938256212191065,1.0,0.09335679374252001,1.0,True
TARGET_OS,M40,UBE2T,0.1023272447107183,1.0,0.11162341879849422,1.0,True
TARGET_OS,M40,UHRF1,0.0975950046267864,1.0,0.12110052090281091,1.0,True
GSE21257,M34,ABCC3,-0.074553954480611,-1.0,-0.1029445912800709,-1.0,True
GSE21257,M34,ADCY7,-0.0562933877590652,-1.0,-0.06738298917634993,-1.0,True
GSE21257,M34,ALOX5,-0.0455899499967494,-1.0,-0.13513033291340384,-1.0,True
GSE21257,M34,ANKRD22,-0.0705661002310783,-1.0,-0.12148336031694172,-1.0,True
GSE21257,M34,ANXA3,-0.0547995442070339,-1.0,-0.03288392598436992,-1.0,True
GSE21257,M34,ARHGAP30,-0.0810035690711722,-1.0,-0.137001444815272,-1.0,True
GSE21257,M34,ARHGDIB,-0.0717694835312509,-1.0,-0.12353536457637894,-1.0,True
GSE21257,M34,ARRB1,-0.0575913601323136,-1.0,-0.0875809822161866,-1.0,True
GSE21257,M34,ATF7IP2,-0.0441874357636808,-1.0,0.011513612990723484,1.0,False
GSE21257,M34,ATP8A1,-0.0738598969197338,-1.0,0.022473405020331818,1.0,False
GSE21257,M34,B2M,-0.0773112032797366,-1.0,-0.04303497605838466,-1.0,True
GSE21257,M34,BATF2,-0.063170832261762,-1.0,-0.0967737872581928,-1.0,True
GSE21257,M34,BLNK,-0.0785045212037167,-1.0,-0.11011098323921603,-1.0,True
GSE21257,M34,BTK,-0.0717131368705875,-1.0,-0.12109163423461752,-1.0,True
GSE21257,M34,C3AR1,-0.0750105506389264,-1.0,-0.12257347948437021,-1.0,True
