endpoint,gene,gene_symbol_clean,human_gene_symbol,candidate_transfer_set,rna_evidence_tier,rna_evidence_priority_score,expression_column_used,score_type,score_column,gene_proliferation_correlation_raw,score_proliferation_correlation_after_residualization,n,events,coef,hr,p,se,c_index,error,gene_proliferation_correlation,gene_only_p,gene_plus_proliferation_p,gene_plus_proliferation_q,gene_plus_proliferation_c_index,abs_coef_ratio_after_proliferation_adjustment,q
OS,NIBAN1_3,NIBAN1,NIBAN1,strict_primary,medium_rna_evidence,6.0,NIBAN1_3,original,candidate_9__original,-0.4790780560781248,-0.4790780560781248,186,124,-0.38164832775756313,0.6827351099793808,2.6947329270606872e-05,0.09091541303620193,0.6314064124090509,,-0.4790780560781248,2.6947329270607048e-05,0.0009286422753199,0.0049578915303666,0.6342048452866395,0.8968634245572382,0.0003503152805178893
OS,NIBAN1_3,NIBAN1,NIBAN1,strict_primary,medium_rna_evidence,6.0,NIBAN1_3,residual_after_proliferation,candidate_9__residual_after_proliferation,-0.4790780560781248,-1.536308617859676e-16,186,124,-0.29737341774606135,0.7427665983405022,0.001105412328312703,0.09115661436482844,0.6035020388582394,,-0.4790780560781248,2.6947329270607048e-05,0.0009286422753199,0.0049578915303666,0.6342048452866395,0.8968634245572382,0.00718518013403257
OS,NIBAN1_3,NIBAN1,NIBAN1,strict_primary,medium_rna_evidence,6.0,NIBAN1_3,residual_after_proliferation_and_weight,candidate_9__residual_after_proliferation_and_weight,-0.4790780560781248,-2.7941926604320055e-16,185,123,-0.28032945021837397,0.7555347893479742,0.002066048142064526,0.09099921580061147,0.6029828969765745,,-0.4790780560781248,2.6947329270607048e-05,0.0009286422753199,0.0049578915303666,0.6342048452866395,0.8968634245572382,0.010743450338735536
DFI,FAM107A_3,FAM107A,FAM107A,strict_primary,medium_rna_evidence,6.0,FAM107A_3,original,candidate_10__original,-0.3071775167261529,-0.3071775167261529,186,143,-0.256649484494377,0.7736393388299234,0.0005555470188467041,0.07433864204319832,0.5909225969395335,,-0.3071775167261529,0.0005555470188467,0.008526130286399,0.0151688060814522,0.608527707621453,0.8035760808241288,0.0010317301778581648
DFI,FAM107A_3,FAM107A,FAM107A,strict_primary,medium_rna_evidence,6.0,FAM107A_3,residual_after_proliferation,candidate_10__residual_after_proliferation,-0.3071775167261529,-1.440289329243446e-16,186,143,-0.1845791169468747,0.831454155182871,0.012537346015389644,0.07393078330731866,0.5652206210072798,,-0.3071775167261529,0.0005555470188467,0.008526130286399,0.0151688060814522,0.608527707621453,0.8035760808241288,0.021731399760008714
DFI,FAM107A_3,FAM107A,FAM107A,strict_primary,medium_rna_evidence,6.0,FAM107A_3,residual_after_proliferation_and_weight,candidate_10__residual_after_proliferation_and_weight,-0.3071775167261529,-8.671632394444156e-17,185,142,-0.17687335815288116,0.8378858892208904,0.017621620443472288,0.07452086584838356,0.5633039945836155,,-0.3071775167261529,0.0005555470188467,0.008526130286399,0.0151688060814522,0.608527707621453,0.8035760808241288,0.035243240886944575
OS,FAM107A_3,FAM107A,FAM107A,strict_primary,medium_rna_evidence,6.0,FAM107A_3,original,candidate_10__original,-0.3071775167261529,-0.3071775167261529,186,124,-0.2714613281777082,0.7622647610654384,0.0008528452437186073,0.08139651596362021,0.6011833373310946,,-0.3071775167261529,0.0008528452437186,0.0050668501376911,0.013173810357997,0.6128568001918926,0.87542023984539,0.0018705261206870998
OS,FAM107A_3,FAM107A,FAM107A,strict_primary,medium_rna_evidence,6.0,FAM107A_3,residual_after_proliferation,candidate_10__residual_after_proliferation,-0.3071775167261529,-1.440289329243446e-16,186,124,-0.2090647148046289,0.8113427280582873,0.008747646254205084,0.07974206068050599,0.5790357399856081,,-0.3071775167261529,0.0008528452437186,0.0050668501376911,0.013173810357997,0.6128568001918926,0.87542023984539,0.017730285143073576
OS,FAM107A_3,FAM107A,FAM107A,strict_primary,medium_rna_evidence,6.0,FAM107A_3,residual_after_proliferation_and_weight,candidate_10__residual_after_proliferation_and_weight,-0.3071775167261529,-8.671632394444156e-17,185,123,-0.20427786217012836,0.8152358165201199,0.010752295110846173,0.08008862281003526,0.5798005998216746,,-0.3071775167261529,0.0008528452437186,0.0050668501376911,0.013173810357997,0.6128568001918926,0.87542023984539,0.02281872356970022
DFI,ALOX5_3,ALOX5,ALOX5,strict_primary,medium_rna_evidence,6.0,ALOX5_3,original,candidate_11__original,-0.4102148647787186,-0.4102148647787186,186,143,-0.33736099206942904,0.7136511709842361,4.161832643870691e-05,0.08231716215081657,0.6130589808349428,,-0.4102148647787186,4.161832643870678e-05,0.0050198384322877,0.0130515799239481,0.6236071906106077,0.7618882061453355,0.00017830506100114982
DFI,ALOX5_3,ALOX5,ALOX5,strict_primary,medium_rna_evidence,6.0,ALOX5_3,residual_after_proliferation,candidate_11__residual_after_proliferation,-0.4102148647787186,-1.5363086178596762e-16,186,143,-0.2529681717150621,0.7764925958580262,0.002218352120356336,0.0826875355349074,0.5874312880701233,,-0.4102148647787186,4.161832643870678e-05,0.0050198384322877,0.0130515799239481,0.6236071906106077,0.7618882061453355,0.008239593589894961
DFI,ALOX5_3,ALOX5,ALOX5,strict_primary,medium_rna_evidence,6.0,ALOX5_3,residual_after_proliferation_and_weight,candidate_11__residual_after_proliferation_and_weight,-0.4102148647787186,-3.0350713380554547e-16,185,142,-0.241262309408183,0.7856355197694365,0.0035420217680087736,0.0827287174476535,0.5854208982171067,,-0.4102148647787186,4.161832643870678e-05,0.0050198384322877,0.0130515799239481,0.6236071906106077,0.7618882061453355,0.011572403195495221
OS,ALOX5_3,ALOX5,ALOX5,strict_primary,medium_rna_evidence,6.0,ALOX5_3,original,candidate_11__original,-0.4102148647787186,-0.4102148647787186,186,124,-0.3401034898367465,0.7116966655795567,0.00011988548605119581,0.08842216350461578,0.6200527704485488,,-0.4102148647787186,0.0001198854860511,0.0026370824759152,0.0097948777676853,0.6218917406252499,0.86651170386728,0.0006234045274662182
OS,ALOX5_3,ALOX5,ALOX5,strict_primary,medium_rna_evidence,6.0,ALOX5_3,residual_after_proliferation,candidate_11__residual_after_proliferation,-0.4102148647787186,-1.5363086178596762e-16,186,124,-0.2809390678064169,0.7550743424145436,0.0016608925391361047,0.08932891866670958,0.5997441432797633,,-0.4102148647787186,0.0001198854860511,0.0026370824759152,0.0097948777676853,0.6218917406252499,0.86651170386728,0.008636641203507744
OS,ALOX5_3,ALOX5,ALOX5,strict_primary,medium_rna_evidence,6.0,ALOX5_3,residual_after_proliferation_and_weight,candidate_11__residual_after_proliferation_and_weight,-0.4102148647787186,-3.0350713380554547e-16,185,123,-0.2764319777487708,0.7584852112485378,0.0020192917982916727,0.0895360999614973,0.6014428142984518,,-0.4102148647787186,0.0001198854860511,0.0026370824759152,0.0097948777676853,0.6218917406252499,0.86651170386728,0.010743450338735536
DFI,RETSAT_3,RETSAT,RETSAT,strict_primary,medium_rna_evidence,6.0,RETSAT_3,original,candidate_12__original,-0.24244511485051032,-0.24244511485051032,186,143,-0.2681923467761347,0.764760667705976,0.0007360954719678286,0.0794462841246821,0.598796612687565,,-0.2424451148505102,0.0007360954719678,0.0091394096656171,0.0151688060814522,0.6259842519685039,0.7976846904375405,0.0011961551419477216
DFI,RETSAT_3,RETSAT,RETSAT,strict_primary,medium_rna_evidence,6.0,RETSAT_3,residual_after_proliferation,candidate_12__residual_after_proliferation,-0.24244511485051032,-6.721350203136082e-17,186,143,-0.2052087524861503,0.8144772745077306,0.008743423132950071,0.07826639536402201,0.5837914128658446,,-0.2424451148505102,0.0007360954719678,0.0091394096656171,0.0151688060814522,0.6259842519685039,0.7976846904375405,0.01714491443105698
DFI,RETSAT_3,RETSAT,RETSAT,strict_primary,medium_rna_evidence,6.0,RETSAT_3,residual_after_proliferation_and_weight,candidate_12__residual_after_proliferation_and_weight,-0.24244511485051032,1.0598661815431746e-16,185,142,-0.17341243065134043,0.8407907754387833,0.024991353443105224,0.07736320241554118,0.5722560746257429,,-0.2424451148505102,0.0007360954719678,0.0091394096656171,0.0151688060814522,0.6259842519685039,0.7976846904375405,0.03933639687537152
OS,RETSAT_3,RETSAT,RETSAT,strict_primary,medium_rna_evidence,6.0,RETSAT_3,original,candidate_12__original,-0.24244511485051032,-0.24244511485051032,186,124,-0.23581286747122573,0.7899284814168557,0.006633288405033239,0.08686469550336222,0.5833533221396018,,-0.2424451148505102,0.0066332884050332,0.0280204681023793,0.0404740094812146,0.6058207403853841,0.8354022178687772,0.00783934084231201
OS,RETSAT_3,RETSAT,RETSAT,strict_primary,medium_rna_evidence,6.0,RETSAT_3,residual_after_proliferation,candidate_12__residual_after_proliferation,-0.24244511485051032,-6.721350203136082e-17,186,124,-0.18134577824697237,0.8341468789781278,0.03356098506115401,0.08532685315021293,0.5680818741504757,,-0.2424451148505102,0.0066332884050332,0.0280204681023793,0.0404740094812146,0.6058207403853841,0.8354022178687772,0.04592555850473706
OS,RETSAT_3,RETSAT,RETSAT,strict_primary,medium_rna_evidence,6.0,RETSAT_3,residual_after_proliferation_and_weight,candidate_12__residual_after_proliferation_and_weight,-0.24244511485051032,1.0598661815431746e-16,185,123,-0.1685852320178319,0.844859251291339,0.04619926304537451,0.0845645670335261,0.5624544054470293,,-0.2424451148505102,0.0066332884050332,0.0280204681023793,0.0404740094812146,0.6058207403853841,0.8354022178687772,0.060059041958986856
DFI,PIANP_3,PIANP,PIANP,strict_primary,medium_rna_evidence,6.0,PIANP_3,original,candidate_13__original,0.04930789435551231,0.04930789435551231,186,143,-0.2630838965418036,0.7686774052298055,0.0013140705849974583,0.08188390431986785,0.5791858564849205,,0.0493078943555123,0.0013140705849974,0.0008417997887236,0.004377358901363,0.6323726043678503,1.06329146292082,0.0017082917604966958
DFI,PIANP_3,PIANP,PIANP,strict_primary,medium_rna_evidence,6.0,PIANP_3,residual_after_proliferation,candidate_13__residual_after_proliferation,0.04930789435551231,4.440892098500626e-17,186,143,-0.2791277602830168,0.7564432536370194,0.0007122187288777321,0.0824642917689778,0.5852027930470955,,0.0493078943555123,0.0013140705849974,0.0008417997887236,0.004377358901363,0.6323726043678503,1.06329146292082,0.004629421737705259
DFI,PIANP_3,PIANP,PIANP,strict_primary,medium_rna_evidence,6.0,PIANP_3,residual_after_proliferation_and_weight,candidate_13__residual_after_proliferation_and_weight,0.04930789435551231,1.5416235367900722e-16,185,142,-0.2514872911851931,0.7776433404721675,0.0021002081101620645,0.08176631625599062,0.5751147220341533,,0.0493078943555123,0.0013140705849974,0.0008417997887236,0.004377358901363,0.6323726043678503,1.06329146292082,0.01029916731229055
OS,PIANP_3,PIANP,PIANP,strict_primary,medium_rna_evidence,6.0,PIANP_3,original,candidate_13__original,0.04930789435551231,0.04930789435551231,186,124,-0.18600451761131503,0.8302698441370179,0.029966075352669347,0.08569510176717249,0.5468137842808027,,0.0493078943555123,0.0299660753526692,0.0357280115576299,0.0464464150249189,0.6004637403054289,0.9856878441919442,0.03246324829872513
OS,PIANP_3,PIANP,PIANP,strict_primary,medium_rna_evidence,6.0,PIANP_3,residual_after_proliferation,candidate_13__residual_after_proliferation,0.04930789435551231,4.440892098500626e-17,186,124,-0.19707618464230892,0.8211280735810672,0.021736919493192817,0.08587445365734091,0.5514511873350924,,0.0493078943555123,0.0299660753526692,0.0357280115576299,0.0464464150249189,0.6004637403054289,0.9856878441919442,0.035322494176438325
OS,PIANP_3,PIANP,PIANP,strict_primary,medium_rna_evidence,6.0,PIANP_3,residual_after_proliferation_and_weight,candidate_13__residual_after_proliferation_and_weight,0.04930789435551231,1.5416235367900722e-16,185,123,-0.18579920710577963,0.8304403247585809,0.029795507142202506,0.08551148706016681,0.5488368322931021,,0.0493078943555123,0.0299660753526692,0.0357280115576299,0.0464464150249189,0.6004637403054289,0.9856878441919442,0.045569599158662655
DFI,TRIP13_3,TRIP13,TRIP13,strict_primary,medium_rna_evidence,5.0,TRIP13_3,original,candidate_14__original,0.7891251558767096,0.7891251558767096,186,143,0.36219739868706063,1.4364824737293316,7.927804051068263e-06,0.08108066123540802,0.6246471549546873,,0.7891251558767096,7.927804051068263e-06,0.0081237973073327,0.0151688060814522,0.6247214381221216,0.864959632225251,5.573827177453102e-05
DFI,TRIP13_3,TRIP13,TRIP13,strict_primary,medium_rna_evidence,5.0,TRIP13_3,residual_after_proliferation,candidate_14__residual_after_proliferation,0.7891251558767096,2.5445111483300877e-16,186,143,0.21953445748544714,1.2454967639029464,0.00619294382445662,0.08019855330267026,0.5892140840885456,,0.7891251558767096,7.927804051068263e-06,0.0081237973073327,0.0151688060814522,0.6247214381221216,0.864959632225251,0.01463786722144292
DFI,TRIP13_3,TRIP13,TRIP13,strict_primary,medium_rna_evidence,5.0,TRIP13_3,residual_after_proliferation_and_weight,candidate_14__residual_after_proliferation_and_weight,0.7891251558767096,1.2935184988379198e-15,185,142,0.2255642703400623,1.2530295641647156,0.005113361572443703,0.08056430239896265,0.5924170616113744,,0.7891251558767096,7.927804051068263e-06,0.0081237973073327,0.0151688060814522,0.6247214381221216,0.864959632225251,0.013294740088353626
OS,TRIP13_3,TRIP13,TRIP13,strict_primary,medium_rna_evidence,5.0,TRIP13_3,original,candidate_14__original,0.7891251558767096,0.7891251558767096,186,124,0.3100718566414714,1.3635230888018004,0.0004142590443817903,0.08781842246742122,0.6056608299352363,,0.7891251558767096,0.0004142590443817,0.0215961841806822,0.0350937992936085,0.6067802030862717,0.9453819570979702,0.0015943268824044935
OS,TRIP13_3,TRIP13,TRIP13,strict_primary,medium_rna_evidence,5.0,TRIP13_3,residual_after_proliferation,candidate_14__residual_after_proliferation,0.7891251558767096,2.5445111483300877e-16,186,124,0.20297730763838234,1.2250446687754608,0.02150369536713672,0.08828854871891587,0.5679219637003278,,0.7891251558767096,0.0004142590443817,0.0215961841806822,0.0350937992936085,0.6067802030862717,0.9453819570979702,0.035322494176438325
OS,TRIP13_3,TRIP13,TRIP13,strict_primary,medium_rna_evidence,5.0,TRIP13_3,residual_after_proliferation_and_weight,candidate_14__residual_after_proliferation_and_weight,0.7891251558767096,1.2935184988379198e-15,185,123,0.20815217506921366,1.2314005437546403,0.019033399273110766,0.08876894090018045,0.5698305909054066,,0.7891251558767096,0.0004142590443817,0.0215961841806822,0.0350937992936085,0.6067802030862717,0.9453819570979702,0.032991225406725326
DFI,PRRT4_3,PRRT4,PRRT4,strict_primary,medium_rna_evidence,5.0,PRRT4_3,original,candidate_15__original,0.47059067437975083,0.47059067437975083,186,143,0.29674424966927115,1.3454711507501114,8.284667717300875e-05,0.07539210140074971,0.5993165948596049,,0.4705906743797508,8.284667717300875e-05,0.0090298988253555,0.0151688060814522,0.6162531570346159,0.7341134693319598,0.0002692517008122784
DFI,PRRT4_3,PRRT4,PRRT4,strict_primary,medium_rna_evidence,5.0,PRRT4_3,residual_after_proliferation,candidate_15__residual_after_proliferation,0.47059067437975083,1.7283471950921352e-16,186,143,0.18160296147083516,1.1991379953655994,0.021067175055013584,0.0787257929630492,0.5623978606447779,,0.4705906743797508,8.284667717300875e-05,0.0090298988253555,0.0151688060814522,0.6162531570346159,0.7341134693319598,0.029494942282529756
DFI,PRRT4_3,PRRT4,PRRT4,strict_primary,medium_rna_evidence,5.0,PRRT4_3,residual_after_proliferation_and_weight,candidate_15__residual_after_proliferation_and_weight,0.47059067437975083,3.6131801643517325e-16,185,142,0.17673321556683155,1.1933126934064797,0.025732553380909223,0.07924459107912978,0.5605958023019635,,0.4705906743797508,8.284667717300875e-05,0.0090298988253555,0.0151688060814522,0.6162531570346159,0.7341134693319598,0.03933639687537152
OS,PRRT4_3,PRRT4,PRRT4,strict_primary,medium_rna_evidence,5.0,PRRT4_3,original,candidate_15__original,0.47059067437975083,0.47059067437975083,186,124,0.15057307508029177,1.1625002517985938,0.05385985497194059,0.07809960795927713,0.5573678739905653,,0.4705906743797508,0.0538598549719404,0.5026802316822565,0.5026802316822565,0.5992644119293196,0.4003391286433408,0.05601424917081821
OS,PRRT4_3,PRRT4,PRRT4,strict_primary,medium_rna_evidence,5.0,PRRT4_3,residual_after_proliferation,candidate_15__residual_after_proliferation,0.47059067437975083,1.7283471950921352e-16,186,124,0.0648926228672169,1.0670444420598015,0.4372424950107334,0.08353214442735547,0.5209082913568401,,0.4705906743797508,0.0538598549719404,0.5026802316822565,0.5026802316822565,0.5992644119293196,0.4003391286433408,0.4372424950107334
OS,PRRT4_3,PRRT4,PRRT4,strict_primary,medium_rna_evidence,5.0,PRRT4_3,residual_after_proliferation_and_weight,candidate_15__residual_after_proliferation_and_weight,0.47059067437975083,3.6131801643517325e-16,185,123,0.06147870037664913,1.0634078461009875,0.46524829793891775,0.08419062478152878,0.5203047742563022,,0.4705906743797508,0.0538598549719404,0.5026802316822565,0.5026802316822565,0.5992644119293196,0.4003391286433408,0.46524829793891775
DFI,TMEM178A_3,TMEM178A,TMEM178A,strict_primary,medium_rna_evidence,5.0,TMEM178A_3,original,candidate_16__original,0.14868925609702308,0.14868925609702308,186,143,0.2757506823096579,1.3175193421964755,0.0022518676163944657,0.09026705851759793,0.5225820829000148,,0.148689256097023,0.0022518676163944,0.0272379699519315,0.0321903281250099,0.6109047689793493,0.7695218691089223,0.0025455894794024396
DFI,TMEM178A_3,TMEM178A,TMEM178A,strict_primary,medium_rna_evidence,5.0,TMEM178A_3,residual_after_proliferation,candidate_16__residual_after_proliferation,0.14868925609702308,4.800964430811487e-18,186,143,0.22675772586880302,1.2545258919484705,0.01914933295935771,0.09679700063644615,0.5008913980092111,,0.148689256097023,0.0022518676163944,0.0272379699519315,0.0321903281250099,0.6109047689793493,0.7695218691089223,0.02928721511431179
DFI,TMEM178A_3,TMEM178A,TMEM178A,strict_primary,medium_rna_evidence,5.0,TMEM178A_3,residual_after_proliferation_and_weight,candidate_16__residual_after_proliferation_and_weight,0.14868925609702308,1.9270294209875903e-17,185,142,0.2130581024433436,1.237456548403874,0.029598387977656085,0.09793867409079049,0.49815692469720907,,0.148689256097023,0.0022518676163944,0.0272379699519315,0.0321903281250099,0.6109047689793493,0.7695218691089223,0.03957309182717697
OS,TMEM178A_3,TMEM178A,TMEM178A,strict_primary,medium_rna_evidence,5.0,TMEM178A_3,original,candidate_16__original,0.14868925609702308,0.14868925609702308,186,124,0.12790137269564109,1.1364409130657833,0.14788278331046986,0.08838763654427645,0.5025585672023667,,0.148689256097023,0.1478827833104698,0.2377496148712173,0.247259599466066,0.5902294714959623,0.8321087819091557,0.14788278331046986
OS,TMEM178A_3,TMEM178A,TMEM178A,strict_primary,medium_rna_evidence,5.0,TMEM178A_3,residual_after_proliferation,candidate_16__residual_after_proliferation,0.14868925609702308,4.800964430811487e-18,186,124,0.08985419751371894,1.0940147620038343,0.327727057886863,0.09180952222155614,0.4857279923242984,,0.148689256097023,0.1478827833104698,0.2377496148712173,0.247259599466066,0.5902294714959623,0.8321087819091557,0.34083614020233755
OS,TMEM178A_3,TMEM178A,TMEM178A,strict_primary,medium_rna_evidence,5.0,TMEM178A_3,residual_after_proliferation_and_weight,candidate_16__residual_after_proliferation_and_weight,0.14868925609702308,1.9270294209875903e-17,185,123,0.08783976373411821,1.0918131599471461,0.34517474901318357,0.09305158107451424,0.48536921455783416,,0.148689256097023,0.1478827833104698,0.2377496148712173,0.247259599466066,0.5902294714959623,0.8321087819091557,0.35898173897371094
DFI,GABRA2_3,GABRA2,GABRA2,strict_primary,medium_rna_evidence,5.0,GABRA2_3,original,candidate_17__original,0.22642151986234618,0.22642151986234618,186,143,0.18931973116951642,1.2084272625838621,0.011358347881464304,0.07478629283360279,0.5451641658000297,,0.2264215198623461,0.0113583478814643,0.1145902422083385,0.1145902422083385,0.6015450898826326,0.6575733367425095,0.011358347881464306
DFI,GABRA2_3,GABRA2,GABRA2,strict_primary,medium_rna_evidence,5.0,GABRA2_3,residual_after_proliferation,candidate_17__residual_after_proliferation,0.22642151986234618,0.0,186,143,0.13622683183543619,1.1459418001980435,0.08817578151218002,0.0798937507204296,0.5122567226266528,,0.2264215198623461,0.0113583478814643,0.1145902422083385,0.1145902422083385,0.6015450898826326,0.6575733367425095,0.08817578151218
DFI,GABRA2_3,GABRA2,GABRA2,strict_primary,medium_rna_evidence,5.0,GABRA2_3,residual_after_proliferation_and_weight,candidate_17__residual_after_proliferation_and_weight,0.22642151986234618,1.3489205946913133e-16,185,142,0.10520439939648038,1.1109376621379594,0.20368140809171828,0.08276428658661829,0.4985330625141052,,0.2264215198623461,0.0113583478814643,0.1145902422083385,0.1145902422083385,0.6015450898826326,0.6575733367425095,0.20368140809171825
OS,GABRA2_3,GABRA2,GABRA2,strict_primary,medium_rna_evidence,5.0,GABRA2_3,original,candidate_17__original,0.22642151986234618,0.22642151986234618,186,124,0.25369698501977506,1.2887812250776889,0.0011261824124630783,0.07789415631418448,0.5608059486687456,,0.2264215198623461,0.001126182412463,0.0057736837589889,0.0136468888848828,0.5961461581514352,0.8712742678742534,0.0022344938279933372
OS,GABRA2_3,GABRA2,GABRA2,strict_primary,medium_rna_evidence,5.0,GABRA2_3,residual_after_proliferation,candidate_17__residual_after_proliferation,0.22642151986234618,0.0,186,124,0.21178521534119812,1.235882407988002,0.008865142571536788,0.08092017997529712,0.5341808587191172,,0.2264215198623461,0.001126182412463,0.0057736837589889,0.0136468888848828,0.5961461581514352,0.8712742678742534,0.017730285143073576
OS,GABRA2_3,GABRA2,GABRA2,strict_primary,medium_rna_evidence,5.0,GABRA2_3,residual_after_proliferation_and_weight,candidate_17__residual_after_proliferation_and_weight,0.22642151986234618,1.3489205946913133e-16,185,123,0.1991188706989037,1.2203270184040242,0.017411863872926984,0.08373751314302075,0.5233849396125476,,0.2264215198623461,0.001126182412463,0.0057736837589889,0.0136468888848828,0.5961461581514352,0.8712742678742534,0.03233631862115011
DFI,H2AX_3,H2AX,H2AX,strict_primary,medium_rna_evidence,5.0,H2AX_3,original,candidate_18__original,0.2589795567441662,0.2589795567441662,186,143,0.25817584242460134,1.2945664383123727,0.0014957043755961475,0.08130202095475612,0.5624721438122121,,0.2589795567441662,0.0014957043755961,0.0323816855345081,0.0366053836477048,0.6123161491606002,0.7264909763287001,0.0018518244650238018
DFI,H2AX_3,H2AX,H2AX,strict_primary,medium_rna_evidence,5.0,H2AX_3,residual_after_proliferation,candidate_18__residual_after_proliferation,0.2589795567441662,-1.4402893292434464e-17,186,143,0.19094131284553692,1.2103884157449445,0.02155399628338713,0.08308526326970822,0.5360273362056158,,0.2589795567441662,0.0014957043755961,0.0323816855345081,0.0366053836477048,0.6123161491606002,0.7264909763287001,0.029494942282529756
DFI,H2AX_3,H2AX,H2AX,strict_primary,medium_rna_evidence,5.0,H2AX_3,residual_after_proliferation_and_weight,candidate_18__residual_after_proliferation_and_weight,0.2589795567441662,1.6861507433641414e-16,185,142,0.18163304681111453,1.1991740723829238,0.03044083986705921,0.08392205678891242,0.5323102384713759,,0.2589795567441662,0.0014957043755961,0.0323816855345081,0.0366053836477048,0.6123161491606002,0.7264909763287001,0.03957309182717697
OS,H2AX_3,H2AX,H2AX,strict_primary,medium_rna_evidence,5.0,H2AX_3,original,candidate_18__original,0.2589795567441662,0.2589795567441662,186,124,0.23271010807696937,1.2620155781710782,0.006335855406631871,0.08524573513254997,0.5740785160310227,,0.2589795567441662,0.0063358554066318,0.0482478087064342,0.0570201375621495,0.6039018149836092,0.7766563827482031,0.00783934084231201
OS,H2AX_3,H2AX,H2AX,strict_primary,medium_rna_evidence,5.0,H2AX_3,residual_after_proliferation,candidate_18__residual_after_proliferation,0.2589795567441662,-1.4402893292434464e-17,186,124,0.18271897642643764,1.2004769983369532,0.035820728104135544,0.08705228960219356,0.5517710082353882,,0.2589795567441662,0.0063358554066318,0.0482478087064342,0.0570201375621495,0.6039018149836092,0.7766563827482031,0.04656694653537621
OS,H2AX_3,H2AX,H2AX,strict_primary,medium_rna_evidence,5.0,H2AX_3,residual_after_proliferation_and_weight,candidate_18__residual_after_proliferation_and_weight,0.2589795567441662,1.6861507433641414e-16,185,123,0.17799625647955658,1.1948208483901566,0.04280564037828101,0.08787328542534188,0.5502958579881657,,0.2589795567441662,0.0063358554066318,0.0482478087064342,0.0570201375621495,0.6039018149836092,0.7766563827482031,0.058576139465016115
DFI,BTK_3,BTK,BTK,strict_primary,medium_rna_evidence,5.0,BTK_3,original,candidate_19__original,-0.19184091657369348,-0.19184091657369343,186,143,-0.2412851375696069,0.7856175853596764,0.0019847999173878473,0.07802274622150113,0.594488188976378,,-0.1918409165736934,0.0019847999173878,0.0252353808331788,0.0312438048410785,0.6204872975783687,0.7460903118654992,0.0023456726296401833
DFI,BTK_3,BTK,BTK,strict_primary,medium_rna_evidence,5.0,BTK_3,residual_after_proliferation,candidate_19__residual_after_proliferation,-0.19184091657369348,-3.84077154464919e-17,186,143,-0.19485480488423487,0.8229541383032146,0.0141674455191523,0.07943564417409925,0.5786658743128807,,-0.1918409165736934,0.0019847999173878,0.0252353808331788,0.0312438048410785,0.6204872975783687,0.7460903118654992,0.02302209896862249
DFI,BTK_3,BTK,BTK,strict_primary,medium_rna_evidence,5.0,BTK_3,residual_after_proliferation_and_weight,candidate_19__residual_after_proliferation_and_weight,-0.19184091657369348,-1.9270294209875903e-17,185,142,-0.18676452683333306,0.829639071125725,0.019135531467284767,0.0797157852322971,0.5760926803580833,,-0.1918409165736934,0.0019847999173878,0.0252353808331788,0.0312438048410785,0.6204872975783687,0.7460903118654992,0.03553741558210028
OS,BTK_3,BTK,BTK,strict_primary,medium_rna_evidence,5.0,BTK_3,original,candidate_19__original,-0.19184091657369348,-0.19184091657369343,186,124,-0.2656811453683586,0.7666835491321078,0.0013932682537355452,0.08312817689701901,0.6009434716558727,,-0.1918409165736934,0.0013932682537355,0.0077888062155482,0.0159577220894906,0.6162149196449987,0.8533840386573454,0.002414998306474945
OS,BTK_3,BTK,BTK,strict_primary,medium_rna_evidence,5.0,BTK_3,residual_after_proliferation,candidate_19__residual_after_proliferation,-0.19184091657369348,-3.84077154464919e-17,186,124,-0.22927583009797714,0.7951091882101811,0.006284693845313918,0.08390557717365628,0.5876709042935956,,-0.1918409165736934,0.0013932682537355,0.0077888062155482,0.0159577220894906,0.6162149196449987,0.8533840386573454,0.016340203997816185
OS,BTK_3,BTK,BTK,strict_primary,medium_rna_evidence,5.0,BTK_3,residual_after_proliferation_and_weight,candidate_19__residual_after_proliferation_and_weight,-0.19184091657369348,-1.9270294209875903e-17,185,123,-0.22978886036756987,0.7947013777474984,0.006242416941032513,0.08402497833645745,0.5887168679581746,,-0.1918409165736934,0.0013932682537355,0.0077888062155482,0.0159577220894906,0.6162149196449987,0.8533840386573454,0.016230284046684536
DFI,LY96_3,LY96,LY96,strict_primary,medium_rna_evidence,5.0,LY96_3,original,candidate_20__original,-0.3920428202080644,-0.3920428202080644,186,143,-0.2493546227485697,0.7793035656049488,0.00259481158747047,0.08278540555773459,0.5885455355816372,,-0.3920428202080645,0.0025948115874704,0.1006415334643683,0.104667194802943,0.6101619373050067,0.5930128939428936,0.0028110458864263423
DFI,LY96_3,LY96,LY96,strict_primary,medium_rna_evidence,5.0,LY96_3,residual_after_proliferation,candidate_20__residual_after_proliferation,-0.3920428202080644,-8.641735975460678e-17,186,143,-0.14346591690323066,0.8663503275861005,0.08781338768019802,0.08404335024060089,0.5596493834497103,,-0.3920428202080645,0.0025948115874704,0.1006415334643683,0.104667194802943,0.6101619373050067,0.5930128939428936,0.08817578151218
DFI,LY96_3,LY96,LY96,strict_primary,medium_rna_evidence,5.0,LY96_3,residual_after_proliferation_and_weight,candidate_20__residual_after_proliferation_and_weight,-0.3920428202080644,-5.010276494567734e-16,185,142,-0.14204583906735654,0.8675814864482156,0.09305201623470077,0.08457558795889142,0.5596930715414128,,-0.3920428202080645,0.0025948115874704,0.1006415334643683,0.104667194802943,0.6101619373050067,0.5930128939428936,0.0967740968840888
