endpoint,fold,method,gene_rank,gene,gene_symbol_clean
OS,3,iamb_alpha0.10,9,FAM167A_3,FAM167A
OS,3,iamb_alpha0.10,10,CENPV_3,CENPV
OS,3,iamb_alpha0.10,11,LOC119868444_2,LOC119868444
OS,3,iamb_alpha0.10,12,NRK_3,NRK
OS,3,iamb_alpha0.10,13,ELOVL4_3,ELOVL4
OS,3,gsmb_alpha0.10,1,HCN4_3,HCN4
OS,3,gsmb_alpha0.10,2,CA4_3,CA4
OS,3,gsmb_alpha0.10,3,ANKRD37_3,ANKRD37
OS,3,gsmb_alpha0.10,4,KLK1_3,KLK1
OS,3,gsmb_alpha0.10,5,TERT_3,TERT
OS,3,gsmb_alpha0.10,6,RETSAT_3,RETSAT
OS,3,gsmb_alpha0.10,7,ACSS3_3,ACSS3
OS,3,gsmb_alpha0.10,8,FAM167A_3,FAM167A
OS,3,gsmb_alpha0.10,9,CENPV_3,CENPV
OS,3,gsmb_alpha0.10,10,PAPPA_3,PAPPA
OS,3,gsmb_alpha0.10,11,LOC119868444_2,LOC119868444
OS,3,gsmb_alpha0.10,12,NRK_3,NRK
OS,3,gsmb_alpha0.10,13,ELOVL4_3,ELOVL4
OS,3,elastic_net_cox,1,KCTD12_3,KCTD12
OS,3,elastic_net_cox,2,CARD9_3,CARD9
OS,3,elastic_net_cox,3,CYP4V2_3,CYP4V2
OS,3,elastic_net_cox,4,ZNF608_3,ZNF608
OS,3,elastic_net_cox,5,LOC111091730_3,LOC111091730
OS,3,elastic_net_cox,6,TTC39B_3,TTC39B
OS,3,elastic_net_cox,7,RNLS_3,RNLS
OS,3,elastic_net_cox,8,FAM107A_3,FAM107A
OS,3,elastic_net_cox,9,DLG2_3,DLG2
OS,3,elastic_net_cox,10,BLNK_3,BLNK
OS,4,univariate_top10,1,CSRP1_3,CSRP1
OS,4,univariate_top10,2,CA14_3,CA14
OS,4,univariate_top10,3,SAMD9L_3,SAMD9L
OS,4,univariate_top10,4,CYP4V2_3,CYP4V2
OS,4,univariate_top10,5,PTPRZ1_3,PTPRZ1
OS,4,univariate_top10,6,PTEN_3,PTEN
OS,4,univariate_top10,7,TDRD7_3,TDRD7
OS,4,univariate_top10,8,MSI1_3,MSI1
OS,4,univariate_top10,9,NIBAN1_3,NIBAN1
OS,4,univariate_top10,10,MEX3A_3,MEX3A
OS,4,conditional_cox_mb,1,CSRP1_3,CSRP1
OS,4,conditional_cox_mb,2,MYF6_3,MYF6
OS,4,conditional_cox_mb,3,CA14_3,CA14
OS,4,conditional_cox_mb,4,RBPMS2_3,RBPMS2
OS,4,conditional_cox_mb_plus_clinical,1,CSRP1_3,CSRP1
OS,4,conditional_cox_mb_plus_clinical,2,MYF6_3,MYF6
OS,4,conditional_cox_mb_plus_clinical,3,CA14_3,CA14
OS,4,conditional_cox_mb_plus_clinical,4,RBPMS2_3,RBPMS2
OS,4,iamb_alpha0.10,1,PPP1R27_3,PPP1R27
OS,4,iamb_alpha0.10,2,KIF1A_3,KIF1A
OS,4,iamb_alpha0.10,3,DBNDD1_3,DBNDD1
OS,4,iamb_alpha0.10,4,P3H2_3,P3H2
OS,4,iamb_alpha0.10,5,DSCC1_3,DSCC1
OS,4,iamb_alpha0.10,6,GPRC5C_3,GPRC5C
OS,4,iamb_alpha0.10,7,LOC106558903_3,LOC106558903
OS,4,iamb_alpha0.10,8,ADAMTS4_3,ADAMTS4
OS,4,iamb_alpha0.10,9,HILPDA_3,HILPDA
OS,4,iamb_alpha0.10,10,RENBP_3,RENBP
OS,4,iamb_alpha0.10,11,ACSS3_3,ACSS3
OS,4,iamb_alpha0.10,12,CENPW_3,CENPW
OS,4,iamb_alpha0.10,13,DDIT4_3,DDIT4
OS,4,gsmb_alpha0.10,1,CA14_3,CA14
OS,4,gsmb_alpha0.10,2,RRAD_3,RRAD
OS,4,gsmb_alpha0.10,3,DBNDD1_3,DBNDD1
OS,4,gsmb_alpha0.10,4,CHAC1_3,CHAC1
OS,4,gsmb_alpha0.10,5,DSCC1_3,DSCC1
OS,4,gsmb_alpha0.10,6,GPRC5C_3,GPRC5C
OS,4,gsmb_alpha0.10,7,ADAMTS4_3,ADAMTS4
OS,4,gsmb_alpha0.10,8,RENBP_3,RENBP
OS,4,gsmb_alpha0.10,9,VANGL2_3,VANGL2
OS,4,gsmb_alpha0.10,10,ACSS3_3,ACSS3
OS,4,gsmb_alpha0.10,11,CENPW_3,CENPW
OS,4,gsmb_alpha0.10,12,DDIT4_3,DDIT4
OS,4,elastic_net_cox,1,VGLL2_3,VGLL2
OS,4,elastic_net_cox,2,FAM241A_3,FAM241A
OS,4,elastic_net_cox,3,CHST2_3,CHST2
OS,4,elastic_net_cox,4,IRF7_3,IRF7
OS,4,elastic_net_cox,5,RGS7_3,RGS7
OS,4,elastic_net_cox,6,DDIT4_3,DDIT4
OS,4,elastic_net_cox,7,SCML2_3,SCML2
OS,4,elastic_net_cox,8,FAM107A_3,FAM107A
OS,4,elastic_net_cox,9,ATAD2_3,ATAD2
OS,4,elastic_net_cox,10,PTPRZ1_3,PTPRZ1
OS,4,elastic_net_cox,11,PPP1R27_3,PPP1R27
OS,4,elastic_net_cox,12,TMEM140_3,TMEM140
OS,4,elastic_net_cox,13,MRI1_3,MRI1
OS,4,elastic_net_cox,14,IL34_3,IL34
OS,4,elastic_net_cox,15,ATF7IP2_3,ATF7IP2
OS,4,elastic_net_cox,16,ATAD1_3,ATAD1
OS,4,elastic_net_cox,17,TNFRSF6B_3,TNFRSF6B
OS,4,elastic_net_cox,18,ADAMTSL3_3,ADAMTSL3
OS,4,elastic_net_cox,19,PARP15_3,PARP15
OS,4,elastic_net_cox,20,LOC119877926,LOC119877926
OS,4,elastic_net_cox,21,RCOR2_3,RCOR2
OS,4,elastic_net_cox,22,OAS1_3,OAS1
OS,4,elastic_net_cox,23,TFCP2L1_3,TFCP2L1
OS,4,elastic_net_cox,24,BATF2_3,BATF2
OS,4,elastic_net_cox,25,SPSB4_3,SPSB4
OS,5,univariate_top10,1,CYP4V2_3,CYP4V2
OS,5,univariate_top10,2,GPR34_3,GPR34
OS,5,univariate_top10,3,RGS18_3,RGS18
OS,5,univariate_top10,4,EVI2B_3,EVI2B
OS,5,univariate_top10,5,PRKAR2B_3,PRKAR2B
OS,5,univariate_top10,6,TLR7_3,TLR7
OS,5,univariate_top10,7,CD86_3,CD86
OS,5,univariate_top10,8,SGMS1_3,SGMS1
OS,5,univariate_top10,9,FGL2_3,FGL2
OS,5,univariate_top10,10,UPP1_3,UPP1
OS,5,conditional_cox_mb,1,CYP4V2_3,CYP4V2
OS,5,conditional_cox_mb,2,EHBP1_3,EHBP1
OS,5,conditional_cox_mb,3,CHST3_3,CHST3
OS,5,conditional_cox_mb,4,LMCD1_3,LMCD1
OS,5,conditional_cox_mb_plus_clinical,1,CYP4V2_3,CYP4V2
OS,5,conditional_cox_mb_plus_clinical,2,EHBP1_3,EHBP1
OS,5,conditional_cox_mb_plus_clinical,3,CHST3_3,CHST3
OS,5,conditional_cox_mb_plus_clinical,4,LMCD1_3,LMCD1
OS,5,iamb_alpha0.10,1,ELOVL4_3,ELOVL4
OS,5,iamb_alpha0.10,2,DSCC1_3,DSCC1
OS,5,iamb_alpha0.10,3,MAP3K13_3,MAP3K13
OS,5,iamb_alpha0.10,4,LYL1_3,LYL1
OS,5,iamb_alpha0.10,5,ST8SIA6_3,ST8SIA6
OS,5,iamb_alpha0.10,6,DDIT4_3,DDIT4
OS,5,iamb_alpha0.10,7,NSMCE2_3,NSMCE2
OS,5,gsmb_alpha0.10,1,ELOVL4_3,ELOVL4
OS,5,gsmb_alpha0.10,2,DSCC1_3,DSCC1
OS,5,gsmb_alpha0.10,3,MAP3K13_3,MAP3K13
OS,5,gsmb_alpha0.10,4,LYL1_3,LYL1
OS,5,gsmb_alpha0.10,5,ST8SIA6_3,ST8SIA6
OS,5,gsmb_alpha0.10,6,DDIT4_3,DDIT4
OS,5,gsmb_alpha0.10,7,NSMCE2_3,NSMCE2
OS,5,elastic_net_cox,1,CYP4V2_3,CYP4V2
OS,5,elastic_net_cox,2,GPR34_3,GPR34
OS,5,elastic_net_cox,3,EVI2B_3,EVI2B
OS,5,elastic_net_cox,4,PRKAR2B_3,PRKAR2B
OS,5,elastic_net_cox,5,RGS18_3,RGS18
OS,5,elastic_net_cox,6,TLR7_3,TLR7
OS,5,elastic_net_cox,7,FGL2_3,FGL2
OS,5,elastic_net_cox,8,CBX7_3,CBX7
OS,5,elastic_net_cox,9,BLNK_3,BLNK
OS,5,elastic_net_cox,10,ALOX5_3,ALOX5
