analysis_set,initial_factors,module_label,n_frozen_genes,n_naturally_selected_module_genes,natural_coverage_fraction,interpretable,factor,signed_cosine,absolute_cosine,squared_cosine,active_group_count,active_groups,activity_class
four_cohort_detection_aware_variable_only_700,8,M40,111,29,0.26126126126126126,True,Factor2,-0.058208928420571585,0.058208928420571585,0.0033882793478712263,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,8,M40,111,29,0.26126126126126126,True,Factor3,-0.024127170316697928,0.024127170316697928,0.0005821203474909496,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,8,M40,111,29,0.26126126126126126,True,Factor4,0.5083697637239805,0.5083697637239805,0.25843981666877575,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,8,M40,111,29,0.26126126126126126,True,Factor5,0.07989833061775721,0.07989833061775721,0.00638374323550444,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,8,M40,111,29,0.26126126126126126,True,Factor6,0.05007394719874974,0.05007394719874974,0.002507400188063177,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M34,162,40,0.24691358024691357,True,Factor1,-0.4682074843406851,0.4682074843406851,0.21921824839263288,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M34,162,40,0.24691358024691357,True,Factor2,0.13241301796572116,0.13241301796572116,0.017533207326790395,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M34,162,40,0.24691358024691357,True,Factor3,-0.15243154478824592,0.15243154478824592,0.02323537584653102,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M34,162,40,0.24691358024691357,True,Factor4,0.005831397570402226,0.005831397570402226,3.4005197624092984e-05,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M34,162,40,0.24691358024691357,True,Factor5,0.03690748824283738,0.03690748824283738,0.0013621626883951793,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M34,162,40,0.24691358024691357,True,Factor6,-0.07765990272024076,0.07765990272024076,0.006031060490517258,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M34,162,40,0.24691358024691357,True,Factor7,-0.08423404374298465,0.08423404374298465,0.007095374125295052,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M34,162,40,0.24691358024691357,True,Factor8,-0.16749380219245646,0.16749380219245646,0.028054173772885733,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M11,7,5,0.7142857142857143,True,Factor1,0.02174393433077597,0.02174393433077597,0.0004727986801810978,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M11,7,5,0.7142857142857143,True,Factor2,0.08400104614127026,0.08400104614127026,0.0070561757528278144,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M11,7,5,0.7142857142857143,True,Factor3,-0.002859310346344294,0.002859310346344294,8.175655656711526e-06,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M11,7,5,0.7142857142857143,True,Factor4,0.021005715054579762,0.021005715054579762,0.00044124006495419884,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M11,7,5,0.7142857142857143,True,Factor5,-0.031235295373499793,0.031235295373499793,0.0009756436770697776,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M11,7,5,0.7142857142857143,True,Factor6,0.07281016752502888,0.07281016752502888,0.005301320495022769,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M11,7,5,0.7142857142857143,True,Factor7,-0.03200641472279938,0.03200641472279938,0.001024410583407829,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M11,7,5,0.7142857142857143,True,Factor8,-0.21563053266427723,0.21563053266427723,0.04649652661707993,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M24,7,0,0.0,False,Factor1,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M24,7,0,0.0,False,Factor2,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M24,7,0,0.0,False,Factor3,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M24,7,0,0.0,False,Factor4,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M24,7,0,0.0,False,Factor5,,,,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M24,7,0,0.0,False,Factor6,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M24,7,0,0.0,False,Factor7,,,,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M24,7,0,0.0,False,Factor8,,,,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M40,111,29,0.26126126126126126,True,Factor1,-0.20890966889575358,0.20890966889575358,0.04364324975813339,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M40,111,29,0.26126126126126126,True,Factor2,-0.05614267038437782,0.05614267038437782,0.0031519994378888944,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M40,111,29,0.26126126126126126,True,Factor3,-0.016114243520255738,0.016114243520255738,0.000259668844230104,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M40,111,29,0.26126126126126126,True,Factor4,0.02898510186241437,0.02898510186241437,0.0008401361299745369,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M40,111,29,0.26126126126126126,True,Factor5,-0.03407032413708515,0.03407032413708515,0.0011607869868060468,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M40,111,29,0.26126126126126126,True,Factor6,0.5012834598294379,0.5012834598294379,0.25128510709857166,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,12,M40,111,29,0.26126126126126126,True,Factor7,0.050868108156028116,0.050868108156028116,0.002587564427373374,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,12,M40,111,29,0.26126126126126126,True,Factor8,-0.02766759566446698,0.02766759566446698,0.0007654958498524321,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor1,-0.4773873519615236,0.4773873519615236,0.2278986838128356,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor2,-0.10881549367513928,0.10881549367513928,0.011840811663764276,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor3,-0.10727512514234186,0.10727512514234186,0.011507952474305106,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor4,-0.05882686632788642,0.05882686632788642,0.0034606002019590167,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor5,0.05071873897050447,0.05071873897050447,0.0025723904827581684,1,GSE21257,group_specific
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor6,-0.07909289204293629,0.07909289204293629,0.006255685571715575,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor7,0.052295868383933776,0.052295868383933776,0.0027348578500297244,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor8,0.0336211041834446,0.0336211041834446,0.001130378646514036,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor9,0.04518426094159798,0.04518426094159798,0.0020416174368384165,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor10,-0.23129578257488262,0.23129578257488262,0.05349773903692737,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,16,M34,162,40,0.24691358024691357,True,Factor11,-0.03999465553195647,0.03999465553195647,0.001599572471119856,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor1,0.022823851300859118,0.022823851300859118,0.0005209281882037285,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor2,-0.05508177244537416,0.05508177244537416,0.0030340016557239805,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor3,0.002631150128764826,0.002631150128764826,6.922951000099161e-06,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor4,-0.12858965460959174,0.12858965460959174,0.016535299272614098,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor5,-0.04225107638487358,0.04225107638487358,0.0017851534556804223,1,GSE21257,group_specific
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor6,0.07366120197674965,0.07366120197674965,0.0054259726766595065,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor7,0.006559415412601684,0.006559415412601684,4.302593055507651e-05,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor8,-0.0809914050387041,0.0809914050387041,0.006559607690143424,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor9,-0.018039641842445442,0.018039641842445442,0.0003254286778037084,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor10,-0.18746156782524412,0.18746156782524412,0.0351418394114986,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,True,Factor11,0.0555323035280863,0.0555323035280863,0.0030838367351355062,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor1,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor2,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor3,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor4,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor5,,,,1,GSE21257,group_specific
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor6,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor7,,,,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor8,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor9,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor10,,,,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,16,M24,7,0,0.0,False,Factor11,,,,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor1,-0.20829644465692607,0.20829644465692607,0.04338740885671586,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor2,0.09000161087957327,0.09000161087957327,0.008100289960918121,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor3,-0.008091529367119543,0.008091529367119543,6.5472847498958e-05,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor4,-0.001034177511103776,0.001034177511103776,1.0695231244728006e-06,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor5,0.03422434180312507,0.03422434180312507,0.0011713055718571342,1,GSE21257,group_specific
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor6,0.5097355569888915,0.5097355569888915,0.2598303380587755,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor7,0.02145165628350408,0.02145165628350408,0.00046017355730560013,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor8,-0.067156584795108,0.067156584795108,0.004510006881342531,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor9,-0.0006509942483386439,0.0006509942483386439,4.23793511369996e-07,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor10,-0.02782022171037631,0.02782022171037631,0.0007739647360144933,3,DOG2;TARGET_OS;GSE21257,partially_shared
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,True,Factor11,0.08011044884673829,0.08011044884673829,0.006417684014425873,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,True,Factor1,-0.5277230172906021,0.5277230172906021,0.2784915829782971,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,True,Factor2,0.07846560736646509,0.07846560736646509,0.00615685153938826,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,True,Factor3,-0.0683167545044782,0.0683167545044782,0.004667178946025143,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,True,Factor4,0.04049989779229572,0.04049989779229572,0.0016402417211863998,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,True,Factor5,-0.06811631564959564,0.06811631564959564,0.004639832457675347,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,True,Factor6,-0.10430216884867355,0.10430216884867355,0.010878942426537207,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,True,Factor7,0.13633406118008498,0.13633406118008498,0.018586976237855154,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,True,Factor1,-0.0008231245964882355,0.0008231245964882355,6.775341013439205e-07,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,True,Factor2,0.060859537700025446,0.060859537700025446,0.0037038833290608184,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,True,Factor3,0.008629748716126671,0.008629748716126671,7.447256290348993e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,True,Factor4,0.0589578298677023,0.0589578298677023,0.0034760257027089294,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,True,Factor5,-0.04161047895122687,0.04161047895122687,0.0017314319585504943,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,True,Factor6,0.06650456306050177,0.06650456306050177,0.004422856907868257,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,True,Factor7,0.11628137020477186,0.11628137020477186,0.013521357056699206,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M24,7,2,0.2857142857142857,False,Factor1,-0.0004767547057254423,0.0004767547057254423,2.2729504943135308e-07,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M24,7,2,0.2857142857142857,False,Factor2,0.023414253496332343,0.023414253496332343,0.0005482272667905113,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M24,7,2,0.2857142857142857,False,Factor3,0.0064502354257595694,0.0064502354257595694,4.1605537047723735e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M24,7,2,0.2857142857142857,False,Factor4,0.04347759899139945,0.04347759899139945,0.0018903016140569384,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M24,7,2,0.2857142857142857,False,Factor5,-0.032967413884475515,0.032967413884475515,0.001086850378230309,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M24,7,2,0.2857142857142857,False,Factor6,-0.0071470242497947145,0.0071470242497947145,5.10799556271537e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M24,7,2,0.2857142857142857,False,Factor7,0.04186814173371064,0.04186814173371064,0.0017529412922340825,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,True,Factor1,-0.06389382354950786,0.06389382354950786,0.004082420687775645,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,True,Factor2,-0.05804910553437137,0.05804910553437137,0.0033696986533405847,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,True,Factor3,-0.1001002234317802,0.1001002234317802,0.010020054731092317,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,True,Factor4,0.541518626202659,0.541518626202659,0.2932424225244151,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,True,Factor5,-0.05338267449214975,0.05338267449214975,0.0028497099359348155,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,True,Factor6,-0.07462612087849332,0.07462612087849332,0.005569057917371497,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,True,Factor7,0.01044216764046274,0.01044216764046274,0.0001090388650315272,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,True,Factor1,-0.5026384176549471,0.5026384176549471,0.252645378902669,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,True,Factor2,0.09390141584549776,0.09390141584549776,0.008817475897789097,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,True,Factor3,-0.04793402364703367,0.04793402364703367,0.002297670622994383,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,True,Factor4,-0.0749855890904775,0.0749855890904775,0.005622838571245939,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,True,Factor5,0.02854267889958517,0.02854267889958517,0.0008146845187648244,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,True,Factor6,-0.06343184262997194,0.06343184262997194,0.004023598659433525,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,True,Factor7,0.07108741565086814,0.07108741565086814,0.005053420663919292,1,GSE21257,group_specific
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,True,Factor8,0.15258544119253223,0.15258544119253223,0.02328231686391971,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,True,Factor9,0.06157443795987978,0.06157443795987978,0.0037914114100750843,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,True,Factor10,-0.09912576254969796,0.09912576254969796,0.009825916801059103,2,DOG2;TARGET_OS,partially_shared
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,True,Factor1,0.011634453515050961,0.011634453515050961,0.00013536050859388167,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,True,Factor2,0.059283746703979616,0.059283746703979616,0.003514562623261614,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,True,Factor3,0.06453468003264531,0.06453468003264531,0.00416472492691591,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,True,Factor4,-0.033324638269826026,0.033324638269826026,0.0011105315158147534,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,True,Factor5,0.0667652611033142,0.0667652611033142,0.00445760009019372,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,True,Factor6,-0.027823181103331165,0.027823181103331165,0.0007741294067087645,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,True,Factor7,-0.014493521688873402,0.014493521688873402,0.0002100621709458437,1,GSE21257,group_specific
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,True,Factor8,0.10509809385321109,0.10509809385321109,0.011045609331578367,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,True,Factor9,0.08122157123451504,0.08122157123451504,0.0065969436338034005,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,True,Factor10,-0.005715266400544995,0.005715266400544995,3.266427002919854e-05,2,DOG2;TARGET_OS,partially_shared
three_cohort_no_ffpe_variable_only_1500,12,M24,7,2,0.2857142857142857,False,Factor1,-0.004151823038033044,0.004151823038033044,1.7237634539141938e-05,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M24,7,2,0.2857142857142857,False,Factor2,0.020705746036367687,0.020705746036367687,0.0004287279189225562,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M24,7,2,0.2857142857142857,False,Factor3,0.031150189680318394,0.031150189680318394,0.0009703343171198146,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M24,7,2,0.2857142857142857,False,Factor4,-0.02938653616690259,0.02938653616690259,0.0008635685078886739,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M24,7,2,0.2857142857142857,False,Factor5,0.040389314841723936,0.040389314841723936,0.0016312967533839014,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M24,7,2,0.2857142857142857,False,Factor6,-0.02732619684353873,0.02732619684353873,0.000746721033931826,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M24,7,2,0.2857142857142857,False,Factor7,-0.0011915492791053396,0.0011915492791053396,1.4197896845364546e-06,1,GSE21257,group_specific
three_cohort_no_ffpe_variable_only_1500,12,M24,7,2,0.2857142857142857,False,Factor8,0.02412924944977506,0.02412924944977506,0.00058222067900947,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
three_cohort_no_ffpe_variable_only_1500,12,M24,7,2,0.2857142857142857,False,Factor9,-0.01227778765698484,0.01227778765698484,0.00015074406975000928,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared
