gene,gene_symbol_clean,coef_dfi,hr_per_sd_dfi,p_dfi,q_dfi,c_index_dfi,coef_os,hr_per_sd_os,p_os,q_os,c_index_os,same_direction,combined_rank_score
COL11A1_3,COL11A1,-0.0544912153401891,0.9469668276027188,0.5529964113850299,0.7338062783771627,0.5168622790075769,-0.1035288788826654,0.9016499837217832,0.2814252411629135,0.5522473335222009,0.5295434556648277,True,6316.0
LOC119863891_3,LOC119863891,0.0470618002401118,1.0481867852730549,0.5535308203859102,0.7341617573495897,0.5062397860644778,0.0299154591206495,1.0303674221033938,0.7209473014435278,0.853033421020574,0.4983609178859838,True,7994.0
FSTL5_3,FSTL5,-0.0504893962772083,0.9507640102568808,0.5535579650415906,0.7341617573495897,0.5201678799584014,-0.0034985313092787,0.9965075814207788,0.9620445111418904,0.9852975329187734,0.507715679219637,True,8652.0
GMPR_3,GMPR,0.0486681210767533,1.0498718625719905,0.5537355522763037,0.7342025355029219,0.5199078888723815,0.0523864624531697,1.053782911359594,0.5463121530218678,0.7529109054876898,0.5233869033341328,True,7399.0
DDX25_3,DDX25,0.05344984426367,1.0549040809497745,0.5544329198382116,0.7349322903475765,0.5160080225820829,0.0344051384577063,1.0350038416584166,0.7175428786215503,0.8518750306473046,0.5023986567522187,True,7983.0
FBLIM1_3,FBLIM1,-0.0512852349953792,0.9500076564534158,0.5549965758020463,0.7354844630294809,0.5007428316743426,-0.037380506230963,0.963309520328996,0.6900159070519178,0.839329543668262,0.5037179179659391,True,7882.0
GNAO1_3,GNAO1,-0.049268504073911,0.9519254995064894,0.5555505654949624,0.7359168847571537,0.49974000891398,-0.0065391871027714,0.9934821468536372,0.9423551712572752,0.9789685967767248,0.4776924922043655,True,8587.0
IGFBPL1_3,IGFBPL1,-0.0523388089846517,0.9490072801747164,0.555617247991651,0.7359168847571537,0.5192393403654731,-0.1301786491713676,0.8779385739110502,0.1804882565208615,0.4532603127093459,0.5484128887822819,True,5766.0
ARMCX1_3,ARMCX1,-0.0494940435366819,0.9517108269502093,0.5560529838726067,0.736298972288939,0.5196107562026445,-0.074836507923286,0.9278951774376,0.4026171277282082,0.650011507472083,0.530822739266011,True,6873.0
MMRN1_3,MMRN1,0.0448887097228866,1.0459114536558816,0.5569419319051315,0.7372808206316276,0.5473926608230575,-0.0358126445099677,0.964821041069511,0.6839811793148837,0.8361628108983908,0.4889262013272567,False,7867.0
GAS2_3,GAS2,0.0455726406735941,1.046627029545092,0.5580083935907636,0.7383388551761283,0.5394443619075917,0.0426183386070525,1.0435395400826666,0.6213968910039158,0.8040850038870546,0.5315823139042136,True,7642.0
CAMP_3,CAMP,-0.048610551429543,0.9525520274964028,0.5582997363650158,0.7383388551761283,0.5144852176496806,-0.0027114673722811,0.997292205335149,0.9735375122736516,0.989452957696511,0.4988806268489645,True,8698.0
FOSB_3,FOSB,0.0467691065494228,1.047880032508831,0.5584189198563904,0.7383388551761283,0.5379586985589065,0.057246320152662,1.0589166107752093,0.5257736270986828,0.7380626041862726,0.5248260973854642,True,7341.0
MPO_3,MPO,0.0484765040745402,1.049670708545858,0.5586123693963667,0.7383388551761283,0.5192021987817561,0.0672849699767123,1.0696002387038523,0.4449527442517965,0.6797782523160445,0.5100743583593188,True,7052.0
LOC119869000_1,LOC119869000,0.0477216913465037,1.0488787026804574,0.5586327316925142,0.7383388551761283,0.5326845936710741,0.0430106646409393,1.0439490281327903,0.6192484785514545,0.802551164530138,0.5146318061885344,True,7640.0
S100A9_3,S100A9,-0.0462496740404181,0.954803542770054,0.5589222481228545,0.7383388551761283,0.4982172039815777,-0.0576339466270203,0.943995436912906,0.5083302317486948,0.7299400226144384,0.5128328136243704,True,7265.0
PWWP3B_3,PWWP3B,-0.0511113374108154,0.9501728748553144,0.5591187681134788,0.7383388551761283,0.5314217798246917,-0.0221838452178002,0.9780604067929252,0.8144635375076323,0.9063950263368122,0.532741664667786,True,8275.0
MEIOC_3,MEIOC,0.0455892092503909,1.0466443708090685,0.5595407081581978,0.7383388551761283,0.5119595899569158,0.0222726186525176,1.0225225051840114,0.8066822232889282,0.9034244840921876,0.4874870072759255,True,8248.0
GRID2_3,GRID2,-0.0541099364111767,0.9473279549413052,0.559700348015218,0.7383388551761283,0.5437899272024959,0.07467088514153,1.0775294615648303,0.3959419197088764,0.6446792513129908,0.4916846565923083,False,6855.0
PLCE1_3,PLCE1,-0.0486593139590149,0.9525055797825516,0.5597640685659615,0.7383388551761283,0.5204278710444213,-0.0720302761312096,0.930502723362188,0.4253903221011674,0.6681945412962531,0.5324218437674902,True,6970.0
HSPB7_3,HSPB7,0.0497722143126605,1.0510316591379791,0.5599332786049733,0.7383388551761283,0.513742385975338,0.1243171324421744,1.1323749268880516,0.1665574264126157,0.4346488163168469,0.5166306868153834,True,5704.0
LOC119877541,LOC119877541,-0.0475739839526912,0.953539923870285,0.5601072162666815,0.7383388551761283,0.5111424751151389,-0.0337656140547818,0.9667980819654752,0.710781167126082,0.8479851671749964,0.515471336051811,True,7980.0
PRSS53_3,PRSS53,0.0433434767703039,1.0442965248541456,0.5601396119406227,0.7383388551761283,0.5259248254345565,0.0662041503356298,1.0684448182707809,0.3654815426611922,0.6186459825289009,0.5261853362117215,True,6743.0
LOC119877537,LOC119877537,-0.0500994588578693,0.9511348210132368,0.5601525059453292,0.7383388551761283,0.506314069231912,-0.0572795281521312,0.9443300656317564,0.5257957992223006,0.7380626041862726,0.5011193731510354,True,7353.0
COL8A2_3,COL8A2,0.0455519992992369,1.0466054259477278,0.5601570024742328,0.7383388551761283,0.5026741940276334,-0.0120621068002593,0.9880103487950004,0.8863636716075317,0.94946657154267,0.515471336051811,False,8459.0
CARMIL1_3,CARMIL1,-0.0485489477090712,0.9526107100527528,0.5602128781990888,0.7383388551761283,0.5207250037141584,-0.0637871548363061,0.938204670607158,0.4795909424467593,0.7071526724369793,0.5285040377388662,True,7184.0
LOC102151536_3,LOC102151536,-0.0461317315736907,0.9549161612962516,0.5602515233076462,0.7383388551761283,0.5037512999554301,0.0084883558817276,1.008524484125295,0.9196311350114396,0.9677143604500028,0.5063564403933797,False,8545.0
CT55_3,CT55,0.0522631266461827,1.0536529502084286,0.5610683683511812,0.7391511793822837,0.5201307383746843,0.0594280070339056,1.0612293571801714,0.5180026538464368,0.735381393876259,0.5429359558647158,True,7317.0
RGS17_3,RGS17,0.0441396725369192,1.0451283204184376,0.5611635753870298,0.7391511793822837,0.5271133561135046,-0.00601931288514,0.9939987668845454,0.9433736825235812,0.9798231019148124,0.4969217238346526,False,8610.0
MYO18B_3,MYO18B,0.049858119979517,1.0511219525918487,0.5617236450974026,0.7396940283084047,0.49598870895855,0.1150499086754928,1.1219294301865252,0.192541604207029,0.4660572075758086,0.5113936195730391,True,5862.0
LOC102155709_3,LOC102155709,0.0464509128960071,1.04754665677478,0.5621806210355873,0.7401008702416895,0.5257019759322538,-0.0521216054131686,0.9492134303327988,0.5653544469243981,0.7657170687388523,0.5178699928040298,False,7489.0
BCL2A1_3,BCL2A1,-0.0451209435299323,0.9558818671146077,0.5623865352250504,0.7401770666294426,0.5133709701381667,-0.095308411852003,0.9090925163217132,0.2694541436056927,0.5402051905468456,0.5362596945710402,True,6292.0
PCDH18_3,PCDH18,0.0478017524416512,1.048962680419701,0.5635614063501255,0.7415281662501652,0.5291932848016639,0.1164636633255989,1.1235166848655131,0.2071483286762876,0.4818044022655856,0.5368993363716319,True,5949.0
TG_3,TG,-0.0499689611905146,0.9512589499878136,0.5641376584208595,0.7420911055259924,0.5051998217203981,0.083096633094595,1.0866468095188075,0.3247900174890418,0.5851203394968579,0.5397777244742944,False,6573.0
ST6GAL2_3,ST6GAL2,-0.0450222212679882,0.9559762385928868,0.5647655046369329,0.7425693241852219,0.5206507205467241,-0.0452328844259168,0.9557748708306892,0.596497407754128,0.7856920544706638,0.5132325897497402,True,7598.0
B3GNT7_3,B3GNT7,-0.044405184932968,0.9565662926912024,0.5647982279752798,0.7425693241852219,0.5193136235329074,-0.0565815516578952,0.9449894158990936,0.5113797080646081,0.7317969491479795,0.5162708883025505,True,7297.0
CNTN2_3,CNTN2,-0.047695174796671,0.9534243705642856,0.5655904989162662,0.7434154822769009,0.4858119150200564,-0.0849847140908034,0.9185263248041424,0.3651649255062472,0.6186459825289009,0.5090349404333573,True,6753.0
