,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
5_0817_Tumor,-11.848222631194172,23.816242244858387,-0.5044642251782296,0.926112826097,-3.9901191732179146,3.3265796206359894,17.696935061360914,-24.05698201375585,-0.15440368399604124,-4.683417205447162
60_1415_tumor,-8.442761865824616,-1.0525196509265593,6.975131549781444,-3.2110751831911446,15.852105164463627,-0.8844477712238494,11.54914617528229,-15.362869385239787,-4.681320098572513,5.2401620754695
61_1005_tumor,-22.588270047735495,-16.206537973057678,-11.134916943839016,-6.350933479610822,-32.11190249978132,5.471031326236228,22.26736450462468,8.471130036538373,-2.388457304923893,1.8731192637202447
62_2003_tumor,-18.647011266531557,-17.147426058883763,13.86129001772214,8.879109746976443,12.430573511118622,-0.46910257281501144,7.023075314351294,5.231109185501501,-18.64071392881674,-7.192846590860309
63_1411_tumor,-57.07866002979826,12.067364720325775,13.332239076850524,-8.208212429092322,-11.444381211107682,13.530941683352303,-2.725642193848376,-8.478734956098247,-13.204975406081632,3.0393761667341144
64_1009_tumor,-46.118615192329344,8.487789552418779,18.561701222344425,-25.72075295898349,-24.006401742884133,20.126635638889958,12.499447280052614,-3.415724113612036,-6.232017495213288,3.1530212786853133
65_2009_tumor,-26.517463878376716,8.22953140530531,17.11167829039624,-7.880688408335711,-9.00021130570783,15.24034782721523,21.990350519169315,-1.5420460770441013,10.817278921076877,7.9201965749591645
66_0206_tumor,39.186785918018444,-22.011334206515855,-13.705710782224878,1.761475050845422,-5.1681110644863155,-7.610088340637413,-20.33121010152274,-3.6828763110015177,-9.756851908637996,5.524641351506588
67_1909_tumor,45.20537113266773,-1.2798319525755804,13.296468522752585,3.8018794057458516,7.781703151571103,-5.488023507672032,0.49200697871222665,-9.759698789035953,13.57834637653565,-0.83953863845746
68_0210_tumor,44.21661973159899,30.950874556685434,-16.362539135355092,-7.393615562387211,8.20560162093364,-5.381943469786535,8.52156473545521,-0.9901619949916969,1.0053031526778773,3.1677522182959357
69_0222_tumor,-2.514505218391885,-12.710612627508729,-14.55425144288247,-12.965232732225324,19.513058626532786,-1.5289292400212202,-9.648980898315271,6.110191122619821,7.437899803899342,-4.381745118920185
6_0305__Tumor,-36.73667903874666,30.141001289125025,2.81545140186479,6.555589458304437,-11.868722090387841,-2.754896835274287,-7.406577080783269,-9.300056322470196,-6.486855209946113,-4.292047256498758
6_1012_Tumor,-15.946219397651724,-16.810718026709132,-41.55739257942007,-2.2991826885332007,-26.254780938069285,5.053274711296466,3.3459101944687917,-2.2895286567804773,26.225083832962017,-10.34353758370012
70_0225_tumor,15.314352432482194,1.1269260216871428,-0.8084422413057945,11.959172323672323,23.65437525750587,18.2339613939027,1.7398033087286706,17.854146515233943,-7.489513990387473,13.13098895773355
71_0643_tumor,-10.922860547738075,-7.966991832762214,3.8181617346098338,22.55661251735243,17.958456126798794,-19.971641632066568,-7.713641103730996,15.019497969339435,-3.480802858402503,-5.945608698542043
72_0732_tumor,27.11702942191096,-34.305238241745336,-15.909273021496636,9.07796861807265,-26.947538392752374,2.6252456565296214,-13.13864396169915,-3.0919933024515305,-2.118355484279055,14.373777745687283
73_0813_tumor,-14.482837466500868,-15.488090758452595,-5.630830959386011,7.978143659617252,-0.42679834721744786,-3.346834201063629,7.289653049866539,-8.248253675640788,13.559064519823014,7.7583542027655445
74_0815_tumor,14.980631814237698,-6.971041390310891,-9.493076115498607,16.125113828594415,30.535624511949134,32.90017671949783,12.809010803886697,22.04204616582368,-4.549122982036649,-4.950308051242207
75_0819_tumor,11.695404874891507,-12.850466476751881,-15.852450971885162,-9.527822176449696,-7.354423457617707,-6.486777342339469,5.625561948047638,23.30551887610049,2.6251643974773815,-3.729657795841982
76_1106_tumor,29.8753669733153,23.935727830916147,21.739965060052285,22.26533486750048,-14.867624621089183,-27.626497040351683,5.18528040170227,25.961276219251385,-5.037855310361948,-4.3081849075974
77_1417_tumor,13.271977958274798,-41.288525891445836,2.8247491448584032,-18.626264627464337,3.0053228556732177,-3.1869833380233046,2.78300454632989,-0.4735783877220562,-5.306163541985087,0.13093092833166486
78_1419_tumor,3.203474619216877,-35.512228645038164,-25.341873308249916,4.236035085230055,-18.19176015010189,-6.76512555489107,4.25350085916751,-2.5096168052705186,-11.180540168169708,-7.109998864699633
79_1713_tumor,21.155618134423282,-29.214956186193724,-19.42592679572793,-12.260823434529184,-6.183901931799852,-6.036735378006865,-16.022571921496926,0.30097376159715467,10.109472691085525,-0.03479347996500602
7_0309__Tumor,-21.221339257381086,5.453581448187505,17.320370924460644,0.25928863950282266,15.341060123101888,-12.70655679149036,-8.967301534897997,4.553634955571299,-9.727043147262503,6.134850236653895
7_1022_Tumor,-59.94910551606014,15.32217958715064,15.578038067892667,-18.78216876479692,-17.307722258045914,7.950053491017094,4.4308243217158445,-3.1558178929950844,-17.10060109111892,4.417957309550329
80_1806_tumor,14.960297443297481,5.0418334357471855,13.403287536793897,0.3731799043386637,24.090737854187253,-19.76861162656253,-9.55003584349664,17.93381569662551,-6.334032467317367,8.221560029972608
81_1904_tumor,34.80369143487821,47.236911356473925,-28.859475011744557,-1.0755328362422765,6.725959777852729,18.677478493536874,20.305812296505103,10.403193158761072,-15.115361539866548,2.8146845261552618
82_1905_tumor,-21.788742852448664,9.595081180618438,-6.280071984258594,15.090438401921965,-4.761910329514422,-0.11696436978227792,-25.314519556143182,-6.243443309428183,-9.08211503614594,-4.359846742617132
83_1907_tumor,-15.149048784315006,-13.87481827262354,6.515119678602729,1.4337294275108752,17.51259996594551,-1.676263715884187,5.6600984888220465,-10.322866091640018,-7.0414786823322295,-8.595065635958367
84_1908_tumor,30.977071328327916,17.276574393363997,6.9318899108535215,-1.946126102303834,6.243600682640175,-18.198365567556102,-1.285405290818875,3.29376578103462,-8.993823607686624,2.2802765162188656
85_2205_tumor,-14.527196675163989,-14.574707071032647,-9.643445040345625,15.65363636828094,-21.058798438895856,-8.479054078711721,3.9567412972339833,-0.6957889821241628,-1.2058587976280304,13.080960398637917
86_2215_tumor,0.6501957236142354,-13.340370940568617,17.964759485073415,-18.986069340724026,16.890449390838864,-2.578490788163355,12.448161134432533,-0.8200153581113756,2.392128153807491,1.4507331354847577
87_0204_tumor,12.816226173751222,-26.866687306289812,-3.3472121126641317,-6.023752735015778,-4.4812870238224445,-0.061899362670575796,18.054760277252214,-8.42741144233109,5.74970826553046,3.6691075251793235
88_0712_tumor,-29.486860924293545,15.52644026944629,18.920656971135774,-1.2761956020345726,-10.43176630098453,22.87284620369408,-0.46442402257271365,28.355506884512938,19.109755535789294,-10.19586617767742
89_0216_tumor,6.4894144986882445,8.45377596563421,12.698733091119196,-18.515920152527972,4.244453856636028,-21.010109692635634,-2.77684311118454,15.167801843477843,-8.35535078874293,1.2582260430937735
8_0335__Tumor,58.01830821818051,34.73806205056264,-11.45313265753661,-9.578779832048376,-1.9606385285614731,-8.345773429936168,10.804775081221312,-10.982746608513072,-4.129045978882779,-4.480918560197268
8_2202_Tumor,-17.555132148011005,24.335271069494162,-12.032179415140714,-4.621488696957058,4.041919350624208,2.8284383798134494,6.878937347299243,-17.504648571107598,1.8901131450576119,-1.1691613703365848
90_0224_tumor,-5.171786929326975,-17.025883984084363,-4.606791126351201,1.1783560015108927,4.787574465073794,-8.230329922365886,6.5160299084854385,-10.47275910194482,-4.742184906902682,12.679075035863503
91_0402_tumor,-34.249536153291544,12.856520109987407,5.600221413188423,47.779849587075624,3.7744955088561216,-13.767543593351903,-8.67031269906547,12.165746360146981,1.3629696216870602,-12.290292303040108
92_0404_tumor,1.055059309608737,23.254116815760945,2.836103750417469,9.957420028271784,-4.301041858261719,32.1654418544169,5.0373045800280485,11.181854633059555,-15.939859086947346,20.15917280421524
93_0406_tumor,-5.6082154382819125,22.377951627073355,0.7935860783845232,-20.20792234086441,9.45173392389732,-16.974676367025378,1.675529536154636,-3.2740200096365992,-12.962019317926234,1.4844181342730736
94_0410_tumor,-19.247959041765437,-32.91402403143606,-2.822006571910005,2.076864557558101,1.2174649963897832,-3.696878378851415,6.045843534087348,6.297150058335503,-0.38517311930008546,0.2830204446970474
95_0411_tumor,14.885878995875265,-25.521795776689366,-21.9531725969178,5.54863478381651,-20.931240675819783,-16.885295005083076,-16.160316727627563,4.080654681451123,-13.83064950665256,6.178001162966831
96_0606_tumor,-15.26330247002539,11.278243800908495,15.542959368254788,-13.668644851054145,0.9539514017816513,0.9485606559780501,-23.741134099956966,-5.943606269695654,7.41718202361198,10.697186774322365
97_0618_tumor,-27.46169260644706,-24.44460284686493,2.5509147662985883,-4.552556644289508,-10.682972164400999,6.624380062761919,3.116622215559457,3.7251227211283235,-10.276061715260024,-4.7988988903563
98_0306_tumor,-20.36731036342855,-13.622331534022182,14.427500047209938,6.71935807947759,10.849011101934387,-0.5056703412321915,-0.4748344954868005,1.223647069500378,6.401771274878538,1.7663206363996597
99_0318_tumor,-1.7496667685097784,-4.986364939863187,-1.7090047387625282,-12.595943037383694,-9.449546061065481,12.249781415816205,14.594803025300042,-28.79563555338392,8.941723931107198,-14.459128629059967
9_0510__Tumor,46.60907748960756,-10.346925443279666,35.22592202257613,21.709885775940567,-9.284648552067875,21.7245434973554,-17.42248312966318,-12.888232349481049,0.07797472906130998,-9.326893723108327
9_2312_Tumor,-9.105568165353885,-11.631385437056263,-25.838082812441645,3.338943796702437,8.980273482333397,8.77515746452277,5.948524740690256,6.765660270776619,-13.485628239132609,7.729428405757771
