,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
15_0615__Tumor,19.305641755114976,-17.025202770287642,-4.701017152225311,11.050508835734547,0.35980407167131534,-2.1804607367651676,9.14487743429928,-7.018639139591896,-8.099032786634131,13.029790113188515
16_0211_tumor,6.75709139681744,21.436572416368666,-23.24287983728178,-8.417010452754633,10.90735310906993,2.4350253823363235,-6.7467923401743,-7.62035211125942,19.2792301369678,-13.871346705332632
16_0616__Tumor,2.379465171103403,16.284980982696528,4.1189819363235,-3.578199383314671,-1.9542660711683333,-16.687388009134427,-1.5530567703478149,6.900585506583019,-4.6211603673487085,-1.6243885127385294
17_0226_tumor,-13.953637571240016,-21.075016024211934,12.887231879025853,-2.594789644220895,6.152878584543278,-2.5339933798034826,5.970277824327596,-8.254090800356286,-11.34663443602408,17.265501950462742
17_0620__Tumor,-5.3922773529623464,-4.6819099741110435,11.01137414431717,-6.227383440985862,12.963457708651514,-5.211755611432507,-6.125303932333372,-4.142086291138429,0.35628591931466147,1.6448656808628768
18_0301_tumor,1.2932810023046784,9.931358613986541,14.75965682212484,-31.59053013931939,-17.64106205850791,-12.972351516062048,12.134217313314304,54.8951392340311,10.24929028738008,-31.846718742044455
19_0303_tumor,-18.149871602404648,24.876365531814294,25.649039135957725,-8.114505679399162,4.4670749015896,-0.8871442562237597,25.38553670793841,-10.875106314211639,-12.54818468091771,10.054846188575286
19_0621__Tumor,-23.93994243479136,3.1924536660599805,8.84024060899745,28.438203590940454,3.0279748223384666,1.793656106325804,-5.421808186384657,-1.0341091731697323,-4.708623151373466,-3.334257315588053
1_0201_tumor,-9.545157110025231,17.685172287620063,4.213743021769531,41.68389859379733,-11.19401468871897,-4.37963789886807,11.44254022623492,-5.2318511833437515,6.404172736998037,-2.2679280960125006
1_0202_tumor,5.288162030847314,9.259499054030329,-28.318685797406886,5.406803731464685,14.954582131093266,20.08142865711083,-11.756333248217107,-17.24741132971352,-6.368977599403304,-4.091274168327038
20_0307_tumor,43.87349226394848,43.5956932156253,-34.33231795357154,1.5871394436680049,-0.4714256839015228,-3.4744399972133286,24.918189252962065,-1.6039705825720447,-7.027078120900669,-12.388456744472517
21_0311_tumor,76.7742088264034,13.28913021806113,29.647155580926245,4.262801337950998,-16.251073471644848,-3.741982534047392,-1.588830188465564,-11.11405994854221,-12.0131705912473,-8.447080282948122
21_0631__Tumor,-12.79562945488339,-17.282331028037113,-8.44257076434195,0.6600887510636725,10.694268168877992,-5.620619601620475,13.364124311740555,-0.942827568689088,12.40003325212592,-5.054695043474581
