endpoint,repeat,fold,module_label,model,c_index,error,n_train,n_test,train_events,test_events,n_module_genes_used,n_original_proliferation_genes_used,n_disjoint_proliferation_genes_used,module_pc1_explained_variance,original_proliferation_pc1_explained_variance,disjoint_proliferation_pc1_explained_variance,train_module_original_proliferation_correlation,train_module_disjoint_proliferation_correlation,residual_sd_before_standardization
DFI,12,2,M24,residual_to_original_proliferation,0.6653543307086615,,149,37,115,28,7,251,251,0.4464732326209489,0.652403760461423,0.652403760461423,0.41861262618606837,0.41861262618606837,0.9081648909738819
DFI,12,2,M24,residual_to_disjoint_proliferation,0.6653543307086615,,149,37,115,28,7,251,251,0.4464732326209489,0.652403760461423,0.652403760461423,0.41861262618606837,0.41861262618606837,0.9081648909738819
DFI,12,2,M24,residual_to_disjoint_proliferation_and_weight,0.6437007874015748,,149,37,115,28,7,251,251,0.4464732326209489,0.652403760461423,0.652403760461423,0.41861262618606837,0.41861262618606837,0.8980827883584687
DFI,12,2,M25,module_only,0.7007874015748031,,149,37,115,28,6,251,251,0.48796220229141346,0.652403760461423,0.652403760461423,-0.28442262997595047,-0.28442262997595047,
DFI,12,2,M25,original_proliferation_only,0.6377952755905512,,149,37,115,28,6,251,251,0.48796220229141346,0.652403760461423,0.652403760461423,-0.28442262997595047,-0.28442262997595047,
DFI,12,2,M25,module_plus_original_proliferation,0.6988188976377953,,149,37,115,28,6,251,251,0.48796220229141346,0.652403760461423,0.652403760461423,-0.28442262997595047,-0.28442262997595047,
DFI,12,2,M25,disjoint_proliferation_only,0.6377952755905512,,149,37,115,28,6,251,251,0.48796220229141346,0.652403760461423,0.652403760461423,-0.28442262997595047,-0.28442262997595047,
DFI,12,2,M25,module_plus_disjoint_proliferation,0.6988188976377953,,149,37,115,28,6,251,251,0.48796220229141346,0.652403760461423,0.652403760461423,-0.28442262997595047,-0.28442262997595047,
DFI,12,2,M25,residual_to_original_proliferation,0.6830708661417323,,149,37,115,28,6,251,251,0.48796220229141346,0.652403760461423,0.652403760461423,-0.28442262997595047,-0.28442262997595047,0.9586989973696456
DFI,12,2,M25,residual_to_disjoint_proliferation,0.6830708661417323,,149,37,115,28,6,251,251,0.48796220229141346,0.652403760461423,0.652403760461423,-0.28442262997595047,-0.28442262997595047,0.9586989973696456
DFI,12,2,M25,residual_to_disjoint_proliferation_and_weight,0.6673228346456693,,149,37,115,28,6,251,251,0.48796220229141346,0.652403760461423,0.652403760461423,-0.28442262997595047,-0.28442262997595047,0.952729579856378
DFI,12,2,M27,module_only,0.5551181102362205,,149,37,115,28,8,251,251,0.4608409960036777,0.652403760461423,0.652403760461423,0.30591615580244025,0.30591615580244025,
DFI,12,2,M27,original_proliferation_only,0.6377952755905512,,149,37,115,28,8,251,251,0.4608409960036777,0.652403760461423,0.652403760461423,0.30591615580244025,0.30591615580244025,
DFI,12,2,M27,module_plus_original_proliferation,0.6003937007874016,,149,37,115,28,8,251,251,0.4608409960036777,0.652403760461423,0.652403760461423,0.30591615580244025,0.30591615580244025,
DFI,12,2,M27,disjoint_proliferation_only,0.6377952755905512,,149,37,115,28,8,251,251,0.4608409960036777,0.652403760461423,0.652403760461423,0.30591615580244025,0.30591615580244025,
DFI,12,2,M27,module_plus_disjoint_proliferation,0.6003937007874016,,149,37,115,28,8,251,251,0.4608409960036777,0.652403760461423,0.652403760461423,0.30591615580244025,0.30591615580244025,
DFI,12,2,M27,residual_to_original_proliferation,0.5374015748031497,,149,37,115,28,8,251,251,0.4608409960036777,0.652403760461423,0.652403760461423,0.30591615580244025,0.30591615580244025,0.952058457038777
DFI,12,2,M27,residual_to_disjoint_proliferation,0.5374015748031497,,149,37,115,28,8,251,251,0.4608409960036777,0.652403760461423,0.652403760461423,0.30591615580244025,0.30591615580244025,0.952058457038777
DFI,12,2,M27,residual_to_disjoint_proliferation_and_weight,0.5,,149,37,115,28,8,251,251,0.4608409960036777,0.652403760461423,0.652403760461423,0.30591615580244025,0.30591615580244025,0.915891608774608
DFI,12,2,M28,module_only,0.6299212598425197,,149,37,115,28,13,251,251,0.4262546598505749,0.652403760461423,0.652403760461423,-0.4451588747459016,-0.4451588747459016,
DFI,12,2,M28,original_proliferation_only,0.6377952755905512,,149,37,115,28,13,251,251,0.4262546598505749,0.652403760461423,0.652403760461423,-0.4451588747459016,-0.4451588747459016,
DFI,12,2,M28,module_plus_original_proliferation,0.6358267716535433,,149,37,115,28,13,251,251,0.4262546598505749,0.652403760461423,0.652403760461423,-0.4451588747459016,-0.4451588747459016,
DFI,12,2,M28,disjoint_proliferation_only,0.6377952755905512,,149,37,115,28,13,251,251,0.4262546598505749,0.652403760461423,0.652403760461423,-0.4451588747459016,-0.4451588747459016,
DFI,12,2,M28,module_plus_disjoint_proliferation,0.6358267716535433,,149,37,115,28,13,251,251,0.4262546598505749,0.652403760461423,0.652403760461423,-0.4451588747459016,-0.4451588747459016,
DFI,12,2,M28,residual_to_original_proliferation,0.6181102362204725,,149,37,115,28,13,251,251,0.4262546598505749,0.652403760461423,0.652403760461423,-0.4451588747459016,-0.4451588747459016,0.8954516046302907
DFI,12,2,M28,residual_to_disjoint_proliferation,0.6181102362204725,,149,37,115,28,13,251,251,0.4262546598505749,0.652403760461423,0.652403760461423,-0.4451588747459016,-0.4451588747459016,0.8954516046302907
DFI,12,2,M28,residual_to_disjoint_proliferation_and_weight,0.594488188976378,,149,37,115,28,13,251,251,0.4262546598505749,0.652403760461423,0.652403760461423,-0.4451588747459016,-0.4451588747459016,0.8812011729210759
DFI,12,2,M30,module_only,0.5374015748031497,,149,37,115,28,7,251,251,0.7734094092190118,0.652403760461423,0.652403760461423,-0.3512752299868769,-0.3512752299868769,
DFI,12,2,M30,original_proliferation_only,0.6377952755905512,,149,37,115,28,7,251,251,0.7734094092190118,0.652403760461423,0.652403760461423,-0.3512752299868769,-0.3512752299868769,
DFI,12,2,M30,module_plus_original_proliferation,0.610236220472441,,149,37,115,28,7,251,251,0.7734094092190118,0.652403760461423,0.652403760461423,-0.3512752299868769,-0.3512752299868769,
DFI,12,2,M30,disjoint_proliferation_only,0.6377952755905512,,149,37,115,28,7,251,251,0.7734094092190118,0.652403760461423,0.652403760461423,-0.3512752299868769,-0.3512752299868769,
DFI,12,2,M30,module_plus_disjoint_proliferation,0.610236220472441,,149,37,115,28,7,251,251,0.7734094092190118,0.652403760461423,0.652403760461423,-0.3512752299868769,-0.3512752299868769,
DFI,12,2,M30,residual_to_original_proliferation,0.49803149606299213,,149,37,115,28,7,251,251,0.7734094092190118,0.652403760461423,0.652403760461423,-0.3512752299868769,-0.3512752299868769,0.9362722428854051
DFI,12,2,M30,residual_to_disjoint_proliferation,0.49803149606299213,,149,37,115,28,7,251,251,0.7734094092190118,0.652403760461423,0.652403760461423,-0.3512752299868769,-0.3512752299868769,0.9362722428854051
DFI,12,2,M30,residual_to_disjoint_proliferation_and_weight,0.49015748031496065,,149,37,115,28,7,251,251,0.7734094092190118,0.652403760461423,0.652403760461423,-0.3512752299868769,-0.3512752299868769,0.9351802057699705
DFI,12,2,M34,module_only,0.7007874015748031,,149,37,115,28,238,251,251,0.4988419217586546,0.652403760461423,0.652403760461423,-0.40009683477071306,-0.40009683477071306,
DFI,12,2,M34,original_proliferation_only,0.6377952755905512,,149,37,115,28,238,251,251,0.4988419217586546,0.652403760461423,0.652403760461423,-0.40009683477071306,-0.40009683477071306,
DFI,12,2,M34,module_plus_original_proliferation,0.718503937007874,,149,37,115,28,238,251,251,0.4988419217586546,0.652403760461423,0.652403760461423,-0.40009683477071306,-0.40009683477071306,
DFI,12,2,M34,disjoint_proliferation_only,0.6377952755905512,,149,37,115,28,238,251,251,0.4988419217586546,0.652403760461423,0.652403760461423,-0.40009683477071306,-0.40009683477071306,
DFI,12,2,M34,module_plus_disjoint_proliferation,0.718503937007874,,149,37,115,28,238,251,251,0.4988419217586546,0.652403760461423,0.652403760461423,-0.40009683477071306,-0.40009683477071306,
DFI,12,2,M34,residual_to_original_proliferation,0.6692913385826772,,149,37,115,28,238,251,251,0.4988419217586546,0.652403760461423,0.652403760461423,-0.40009683477071306,-0.40009683477071306,0.9164728707422042
DFI,12,2,M34,residual_to_disjoint_proliferation,0.6692913385826772,,149,37,115,28,238,251,251,0.4988419217586546,0.652403760461423,0.652403760461423,-0.40009683477071306,-0.40009683477071306,0.9164728707422042
DFI,12,2,M34,residual_to_disjoint_proliferation_and_weight,0.6496062992125984,,149,37,115,28,238,251,251,0.4988419217586546,0.652403760461423,0.652403760461423,-0.40009683477071306,-0.40009683477071306,0.9113246158375714
DFI,12,2,M38,module_only,0.6082677165354331,,149,37,115,28,8,251,251,0.4656812814171344,0.652403760461423,0.652403760461423,-0.5640703712324684,-0.5640703712324684,
DFI,12,2,M38,original_proliferation_only,0.6377952755905512,,149,37,115,28,8,251,251,0.4656812814171344,0.652403760461423,0.652403760461423,-0.5640703712324684,-0.5640703712324684,
DFI,12,2,M38,module_plus_original_proliferation,0.655511811023622,,149,37,115,28,8,251,251,0.4656812814171344,0.652403760461423,0.652403760461423,-0.5640703712324684,-0.5640703712324684,
DFI,12,2,M38,disjoint_proliferation_only,0.6377952755905512,,149,37,115,28,8,251,251,0.4656812814171344,0.652403760461423,0.652403760461423,-0.5640703712324684,-0.5640703712324684,
DFI,12,2,M38,module_plus_disjoint_proliferation,0.655511811023622,,149,37,115,28,8,251,251,0.4656812814171344,0.652403760461423,0.652403760461423,-0.5640703712324684,-0.5640703712324684,
DFI,12,2,M38,residual_to_original_proliferation,0.5610236220472441,,149,37,115,28,8,251,251,0.4656812814171344,0.652403760461423,0.652403760461423,-0.5640703712324684,-0.5640703712324684,0.8257267201063954
DFI,12,2,M38,residual_to_disjoint_proliferation,0.5610236220472441,,149,37,115,28,8,251,251,0.4656812814171344,0.652403760461423,0.652403760461423,-0.5640703712324684,-0.5640703712324684,0.8257267201063954
DFI,12,2,M38,residual_to_disjoint_proliferation_and_weight,0.5433070866141733,,149,37,115,28,8,251,251,0.4656812814171344,0.652403760461423,0.652403760461423,-0.5640703712324684,-0.5640703712324684,0.8156731667854686
DFI,12,2,M39,module_only,0.6161417322834646,,149,37,115,28,5,251,251,0.5030799060623052,0.652403760461423,0.652403760461423,0.5890375321959285,0.5890375321959285,
DFI,12,2,M39,original_proliferation_only,0.6377952755905512,,149,37,115,28,5,251,251,0.5030799060623052,0.652403760461423,0.652403760461423,0.5890375321959285,0.5890375321959285,
DFI,12,2,M39,module_plus_original_proliferation,0.6279527559055118,,149,37,115,28,5,251,251,0.5030799060623052,0.652403760461423,0.652403760461423,0.5890375321959285,0.5890375321959285,
DFI,12,2,M39,disjoint_proliferation_only,0.6377952755905512,,149,37,115,28,5,251,251,0.5030799060623052,0.652403760461423,0.652403760461423,0.5890375321959285,0.5890375321959285,
DFI,12,2,M39,module_plus_disjoint_proliferation,0.6279527559055118,,149,37,115,28,5,251,251,0.5030799060623052,0.652403760461423,0.652403760461423,0.5890375321959285,0.5890375321959285,
DFI,12,2,M39,residual_to_original_proliferation,0.59251968503937,,149,37,115,28,5,251,251,0.5030799060623052,0.652403760461423,0.652403760461423,0.5890375321959285,0.5890375321959285,0.8081056772876495
DFI,12,2,M39,residual_to_disjoint_proliferation,0.59251968503937,,149,37,115,28,5,251,251,0.5030799060623052,0.652403760461423,0.652403760461423,0.5890375321959285,0.5890375321959285,0.8081056772876495
DFI,12,2,M39,residual_to_disjoint_proliferation_and_weight,0.59251968503937,,149,37,115,28,5,251,251,0.5030799060623052,0.652403760461423,0.652403760461423,0.5890375321959285,0.5890375321959285,0.8080017451592696
DFI,12,2,M40,module_only,0.6771653543307087,,149,37,115,28,144,251,171,0.510598705024709,0.652403760461423,0.6299051160248537,0.9803456947460919,0.9702085264635901,
DFI,12,2,M40,original_proliferation_only,0.6377952755905512,,149,37,115,28,144,251,171,0.510598705024709,0.652403760461423,0.6299051160248537,0.9803456947460919,0.9702085264635901,
DFI,12,2,M40,module_plus_original_proliferation,0.6929133858267716,,149,37,115,28,144,251,171,0.510598705024709,0.652403760461423,0.6299051160248537,0.9803456947460919,0.9702085264635901,
DFI,12,2,M40,disjoint_proliferation_only,0.6299212598425197,,149,37,115,28,144,251,171,0.510598705024709,0.652403760461423,0.6299051160248537,0.9803456947460919,0.9702085264635901,
DFI,12,2,M40,module_plus_disjoint_proliferation,0.7066929133858267,,149,37,115,28,144,251,171,0.510598705024709,0.652403760461423,0.6299051160248537,0.9803456947460919,0.9702085264635901,
DFI,12,2,M40,residual_to_original_proliferation,0.7047244094488189,,149,37,115,28,144,251,171,0.510598705024709,0.652403760461423,0.6299051160248537,0.9803456947460919,0.9702085264635901,0.1972874015055235
DFI,12,2,M40,residual_to_disjoint_proliferation,0.7204724409448819,,149,37,115,28,144,251,171,0.510598705024709,0.652403760461423,0.6299051160248537,0.9803456947460919,0.9702085264635901,0.24227136681281602
DFI,12,2,M40,residual_to_disjoint_proliferation_and_weight,0.718503937007874,,149,37,115,28,144,251,171,0.510598705024709,0.652403760461423,0.6299051160248537,0.9803456947460919,0.9702085264635901,0.241680071968574
DFI,12,3,M11,module_only,0.6303142329020333,,149,37,115,28,8,251,251,0.4901696280645357,0.640221518090188,0.640221518090188,0.024745168314057122,0.024745168314057122,
DFI,12,3,M11,original_proliferation_only,0.678373382624769,,149,37,115,28,8,251,251,0.4901696280645357,0.640221518090188,0.640221518090188,0.024745168314057122,0.024745168314057122,
DFI,12,3,M11,module_plus_original_proliferation,0.6598890942698706,,149,37,115,28,8,251,251,0.4901696280645357,0.640221518090188,0.640221518090188,0.024745168314057122,0.024745168314057122,
DFI,12,3,M11,disjoint_proliferation_only,0.678373382624769,,149,37,115,28,8,251,251,0.4901696280645357,0.640221518090188,0.640221518090188,0.024745168314057122,0.024745168314057122,
DFI,12,3,M11,module_plus_disjoint_proliferation,0.6598890942698706,,149,37,115,28,8,251,251,0.4901696280645357,0.640221518090188,0.640221518090188,0.024745168314057122,0.024745168314057122,
DFI,12,3,M11,residual_to_original_proliferation,0.6266173752310537,,149,37,115,28,8,251,251,0.4901696280645357,0.640221518090188,0.640221518090188,0.024745168314057122,0.024745168314057122,0.9996937914407137
DFI,12,3,M11,residual_to_disjoint_proliferation,0.6266173752310537,,149,37,115,28,8,251,251,0.4901696280645357,0.640221518090188,0.640221518090188,0.024745168314057122,0.024745168314057122,0.9996937914407137
DFI,12,3,M11,residual_to_disjoint_proliferation_and_weight,0.6136783733826248,,149,37,115,28,8,251,251,0.4901696280645357,0.640221518090188,0.640221518090188,0.024745168314057122,0.024745168314057122,0.9909067534829548
DFI,12,3,M17,module_only,0.589648798521257,,149,37,115,28,5,251,251,0.5373044662413854,0.640221518090188,0.640221518090188,0.23208811720827793,0.23208811720827793,
DFI,12,3,M17,original_proliferation_only,0.678373382624769,,149,37,115,28,5,251,251,0.5373044662413854,0.640221518090188,0.640221518090188,0.23208811720827793,0.23208811720827793,
DFI,12,3,M17,module_plus_original_proliferation,0.6709796672828097,,149,37,115,28,5,251,251,0.5373044662413854,0.640221518090188,0.640221518090188,0.23208811720827793,0.23208811720827793,
DFI,12,3,M17,disjoint_proliferation_only,0.678373382624769,,149,37,115,28,5,251,251,0.5373044662413854,0.640221518090188,0.640221518090188,0.23208811720827793,0.23208811720827793,
DFI,12,3,M17,module_plus_disjoint_proliferation,0.6709796672828097,,149,37,115,28,5,251,251,0.5373044662413854,0.640221518090188,0.640221518090188,0.23208811720827793,0.23208811720827793,
DFI,12,3,M17,residual_to_original_proliferation,0.5009242144177449,,149,37,115,28,5,251,251,0.5373044662413854,0.640221518090188,0.640221518090188,0.23208811720827793,0.23208811720827793,0.9726947649960477
DFI,12,3,M17,residual_to_disjoint_proliferation,0.5009242144177449,,149,37,115,28,5,251,251,0.5373044662413854,0.640221518090188,0.640221518090188,0.23208811720827793,0.23208811720827793,0.9726947649960477
DFI,12,3,M17,residual_to_disjoint_proliferation_and_weight,0.49907578558225507,,149,37,115,28,5,251,251,0.5373044662413854,0.640221518090188,0.640221518090188,0.23208811720827793,0.23208811720827793,0.9726938932659808
DFI,12,3,M20,module_only,0.6044362292051756,,149,37,115,28,4,251,251,0.6279476794587452,0.640221518090188,0.640221518090188,0.06455696380394389,0.06455696380394389,
DFI,12,3,M20,original_proliferation_only,0.678373382624769,,149,37,115,28,4,251,251,0.6279476794587452,0.640221518090188,0.640221518090188,0.06455696380394389,0.06455696380394389,
DFI,12,3,M20,module_plus_original_proliferation,0.6709796672828097,,149,37,115,28,4,251,251,0.6279476794587452,0.640221518090188,0.640221518090188,0.06455696380394389,0.06455696380394389,
DFI,12,3,M20,disjoint_proliferation_only,0.678373382624769,,149,37,115,28,4,251,251,0.6279476794587452,0.640221518090188,0.640221518090188,0.06455696380394389,0.06455696380394389,
DFI,12,3,M20,module_plus_disjoint_proliferation,0.6709796672828097,,149,37,115,28,4,251,251,0.6279476794587452,0.640221518090188,0.640221518090188,0.06455696380394389,0.06455696380394389,
DFI,12,3,M20,residual_to_original_proliferation,0.5859519408502772,,149,37,115,28,4,251,251,0.6279476794587452,0.640221518090188,0.640221518090188,0.06455696380394389,0.06455696380394389,0.9979140235633611
DFI,12,3,M20,residual_to_disjoint_proliferation,0.5859519408502772,,149,37,115,28,4,251,251,0.6279476794587452,0.640221518090188,0.640221518090188,0.06455696380394389,0.06455696380394389,0.9979140235633611
DFI,12,3,M20,residual_to_disjoint_proliferation_and_weight,0.5637707948243993,,149,37,115,28,4,251,251,0.6279476794587452,0.640221518090188,0.640221518090188,0.06455696380394389,0.06455696380394389,0.980312688810952
DFI,12,3,M23,module_only,0.6802218114602587,,149,37,115,28,4,251,251,0.5476885907447331,0.640221518090188,0.640221518090188,0.38849278996575587,0.38849278996575587,
DFI,12,3,M23,original_proliferation_only,0.678373382624769,,149,37,115,28,4,251,251,0.5476885907447331,0.640221518090188,0.640221518090188,0.38849278996575587,0.38849278996575587,
DFI,12,3,M23,module_plus_original_proliferation,0.7153419593345656,,149,37,115,28,4,251,251,0.5476885907447331,0.640221518090188,0.640221518090188,0.38849278996575587,0.38849278996575587,
DFI,12,3,M23,disjoint_proliferation_only,0.678373382624769,,149,37,115,28,4,251,251,0.5476885907447331,0.640221518090188,0.640221518090188,0.38849278996575587,0.38849278996575587,
DFI,12,3,M23,module_plus_disjoint_proliferation,0.7153419593345656,,149,37,115,28,4,251,251,0.5476885907447331,0.640221518090188,0.640221518090188,0.38849278996575587,0.38849278996575587,
DFI,12,3,M23,residual_to_original_proliferation,0.5748613678373382,,149,37,115,28,4,251,251,0.5476885907447331,0.640221518090188,0.640221518090188,0.38849278996575587,0.38849278996575587,0.9214517633303564
DFI,12,3,M23,residual_to_disjoint_proliferation,0.5748613678373382,,149,37,115,28,4,251,251,0.5476885907447331,0.640221518090188,0.640221518090188,0.38849278996575587,0.38849278996575587,0.9214517633303564
DFI,12,3,M23,residual_to_disjoint_proliferation_and_weight,0.5878003696857671,,149,37,115,28,4,251,251,0.5476885907447331,0.640221518090188,0.640221518090188,0.38849278996575587,0.38849278996575587,0.8956215998853335
DFI,12,3,M24,module_only,0.6931608133086876,,149,37,115,28,7,251,251,0.4461863375168021,0.640221518090188,0.640221518090188,0.34038272943174175,0.34038272943174175,
DFI,12,3,M24,original_proliferation_only,0.678373382624769,,149,37,115,28,7,251,251,0.4461863375168021,0.640221518090188,0.640221518090188,0.34038272943174175,0.34038272943174175,
DFI,12,3,M24,module_plus_original_proliferation,0.7134935304990758,,149,37,115,28,7,251,251,0.4461863375168021,0.640221518090188,0.640221518090188,0.34038272943174175,0.34038272943174175,
DFI,12,3,M24,disjoint_proliferation_only,0.678373382624769,,149,37,115,28,7,251,251,0.4461863375168021,0.640221518090188,0.640221518090188,0.34038272943174175,0.34038272943174175,
DFI,12,3,M24,module_plus_disjoint_proliferation,0.7134935304990758,,149,37,115,28,7,251,251,0.4461863375168021,0.640221518090188,0.640221518090188,0.34038272943174175,0.34038272943174175,
DFI,12,3,M24,residual_to_original_proliferation,0.6820702402957486,,149,37,115,28,7,251,251,0.4461863375168021,0.640221518090188,0.640221518090188,0.34038272943174175,0.34038272943174175,0.94028697614324
DFI,12,3,M24,residual_to_disjoint_proliferation,0.6820702402957486,,149,37,115,28,7,251,251,0.4461863375168021,0.640221518090188,0.640221518090188,0.34038272943174175,0.34038272943174175,0.94028697614324
DFI,12,3,M24,residual_to_disjoint_proliferation_and_weight,0.6894639556377079,,149,37,115,28,7,251,251,0.4461863375168021,0.640221518090188,0.640221518090188,0.34038272943174175,0.34038272943174175,0.936262939511689
DFI,12,3,M25,module_only,0.6025878003696857,,149,37,115,28,6,251,251,0.48882763672498797,0.640221518090188,0.640221518090188,-0.269272070386633,-0.269272070386633,
DFI,12,3,M25,original_proliferation_only,0.678373382624769,,149,37,115,28,6,251,251,0.48882763672498797,0.640221518090188,0.640221518090188,-0.269272070386633,-0.269272070386633,
DFI,12,3,M25,module_plus_original_proliferation,0.6709796672828097,,149,37,115,28,6,251,251,0.48882763672498797,0.640221518090188,0.640221518090188,-0.269272070386633,-0.269272070386633,
DFI,12,3,M25,disjoint_proliferation_only,0.678373382624769,,149,37,115,28,6,251,251,0.48882763672498797,0.640221518090188,0.640221518090188,-0.269272070386633,-0.269272070386633,
DFI,12,3,M25,module_plus_disjoint_proliferation,0.6709796672828097,,149,37,115,28,6,251,251,0.48882763672498797,0.640221518090188,0.640221518090188,-0.269272070386633,-0.269272070386633,
DFI,12,3,M25,residual_to_original_proliferation,0.5674676524953789,,149,37,115,28,6,251,251,0.48882763672498797,0.640221518090188,0.640221518090188,-0.269272070386633,-0.269272070386633,0.9630641474531675
DFI,12,3,M25,residual_to_disjoint_proliferation,0.5674676524953789,,149,37,115,28,6,251,251,0.48882763672498797,0.640221518090188,0.640221518090188,-0.269272070386633,-0.269272070386633,0.9630641474531675
DFI,12,3,M25,residual_to_disjoint_proliferation_and_weight,0.5693160813308688,,149,37,115,28,6,251,251,0.48882763672498797,0.640221518090188,0.640221518090188,-0.269272070386633,-0.269272070386633,0.9567935355523479
DFI,12,3,M27,module_only,0.6635859519408502,,149,37,115,28,8,251,251,0.42289789714563053,0.640221518090188,0.640221518090188,0.2116817781898443,0.2116817781898443,
DFI,12,3,M27,original_proliferation_only,0.678373382624769,,149,37,115,28,8,251,251,0.42289789714563053,0.640221518090188,0.640221518090188,0.2116817781898443,0.2116817781898443,
DFI,12,3,M27,module_plus_original_proliferation,0.6635859519408502,,149,37,115,28,8,251,251,0.42289789714563053,0.640221518090188,0.640221518090188,0.2116817781898443,0.2116817781898443,
DFI,12,3,M27,disjoint_proliferation_only,0.678373382624769,,149,37,115,28,8,251,251,0.42289789714563053,0.640221518090188,0.640221518090188,0.2116817781898443,0.2116817781898443,
DFI,12,3,M27,module_plus_disjoint_proliferation,0.6635859519408502,,149,37,115,28,8,251,251,0.42289789714563053,0.640221518090188,0.640221518090188,0.2116817781898443,0.2116817781898443,
DFI,12,3,M27,residual_to_original_proliferation,0.6395563770794824,,149,37,115,28,8,251,251,0.42289789714563053,0.640221518090188,0.640221518090188,0.2116817781898443,0.2116817781898443,0.9773386438601441
DFI,12,3,M27,residual_to_disjoint_proliferation,0.6395563770794824,,149,37,115,28,8,251,251,0.42289789714563053,0.640221518090188,0.640221518090188,0.2116817781898443,0.2116817781898443,0.9773386438601441
DFI,12,3,M27,residual_to_disjoint_proliferation_and_weight,0.6414048059149723,,149,37,115,28,8,251,251,0.42289789714563053,0.640221518090188,0.640221518090188,0.2116817781898443,0.2116817781898443,0.9394238948397584
DFI,12,3,M28,module_only,0.6894639556377079,,149,37,115,28,13,251,251,0.40939714015348017,0.640221518090188,0.640221518090188,-0.33199169061195083,-0.33199169061195083,
DFI,12,3,M28,original_proliferation_only,0.678373382624769,,149,37,115,28,13,251,251,0.40939714015348017,0.640221518090188,0.640221518090188,-0.33199169061195083,-0.33199169061195083,
DFI,12,3,M28,module_plus_original_proliferation,0.6968576709796673,,149,37,115,28,13,251,251,0.40939714015348017,0.640221518090188,0.640221518090188,-0.33199169061195083,-0.33199169061195083,
DFI,12,3,M28,disjoint_proliferation_only,0.678373382624769,,149,37,115,28,13,251,251,0.40939714015348017,0.640221518090188,0.640221518090188,-0.33199169061195083,-0.33199169061195083,
DFI,12,3,M28,module_plus_disjoint_proliferation,0.6968576709796673,,149,37,115,28,13,251,251,0.40939714015348017,0.640221518090188,0.640221518090188,-0.33199169061195083,-0.33199169061195083,
DFI,12,3,M28,residual_to_original_proliferation,0.6765249537892791,,149,37,115,28,13,251,251,0.40939714015348017,0.640221518090188,0.640221518090188,-0.33199169061195083,-0.33199169061195083,0.9432823105330761
DFI,12,3,M28,residual_to_disjoint_proliferation,0.6765249537892791,,149,37,115,28,13,251,251,0.40939714015348017,0.640221518090188,0.640221518090188,-0.33199169061195083,-0.33199169061195083,0.9432823105330761
DFI,12,3,M28,residual_to_disjoint_proliferation_and_weight,0.678373382624769,,149,37,115,28,13,251,251,0.40939714015348017,0.640221518090188,0.640221518090188,-0.33199169061195083,-0.33199169061195083,0.9313780433717768
DFI,12,3,M30,module_only,0.5231053604436229,,149,37,115,28,7,251,251,0.7239086692807281,0.640221518090188,0.640221518090188,-0.29339868745641734,-0.29339868745641734,
DFI,12,3,M30,original_proliferation_only,0.678373382624769,,149,37,115,28,7,251,251,0.7239086692807281,0.640221518090188,0.640221518090188,-0.29339868745641734,-0.29339868745641734,
DFI,12,3,M30,module_plus_original_proliferation,0.6487985212569316,,149,37,115,28,7,251,251,0.7239086692807281,0.640221518090188,0.640221518090188,-0.29339868745641734,-0.29339868745641734,
DFI,12,3,M30,disjoint_proliferation_only,0.678373382624769,,149,37,115,28,7,251,251,0.7239086692807281,0.640221518090188,0.640221518090188,-0.29339868745641734,-0.29339868745641734,
DFI,12,3,M30,module_plus_disjoint_proliferation,0.6487985212569316,,149,37,115,28,7,251,251,0.7239086692807281,0.640221518090188,0.640221518090188,-0.29339868745641734,-0.29339868745641734,
DFI,12,3,M30,residual_to_original_proliferation,0.4676524953789279,,149,37,115,28,7,251,251,0.7239086692807281,0.640221518090188,0.640221518090188,-0.29339868745641734,-0.29339868745641734,0.9559901726476331
DFI,12,3,M30,residual_to_disjoint_proliferation,0.4676524953789279,,149,37,115,28,7,251,251,0.7239086692807281,0.640221518090188,0.640221518090188,-0.29339868745641734,-0.29339868745641734,0.9559901726476331
DFI,12,3,M30,residual_to_disjoint_proliferation_and_weight,0.4676524953789279,,149,37,115,28,7,251,251,0.7239086692807281,0.640221518090188,0.640221518090188,-0.29339868745641734,-0.29339868745641734,0.9559655192198568
DFI,12,3,M34,module_only,0.5859519408502772,,149,37,115,28,238,251,251,0.5158266645581757,0.640221518090188,0.640221518090188,-0.3350352815343498,-0.3350352815343498,
DFI,12,3,M34,original_proliferation_only,0.678373382624769,,149,37,115,28,238,251,251,0.5158266645581757,0.640221518090188,0.640221518090188,-0.3350352815343498,-0.3350352815343498,
DFI,12,3,M34,module_plus_original_proliferation,0.6266173752310537,,149,37,115,28,238,251,251,0.5158266645581757,0.640221518090188,0.640221518090188,-0.3350352815343498,-0.3350352815343498,
DFI,12,3,M34,disjoint_proliferation_only,0.678373382624769,,149,37,115,28,238,251,251,0.5158266645581757,0.640221518090188,0.640221518090188,-0.3350352815343498,-0.3350352815343498,
DFI,12,3,M34,module_plus_disjoint_proliferation,0.6266173752310537,,149,37,115,28,238,251,251,0.5158266645581757,0.640221518090188,0.640221518090188,-0.3350352815343498,-0.3350352815343498,
DFI,12,3,M34,residual_to_original_proliferation,0.5249537892791127,,149,37,115,28,238,251,251,0.5158266645581757,0.640221518090188,0.640221518090188,-0.3350352815343498,-0.3350352815343498,0.9422055827297984
