cohort,module_label,iteration,method,n_genes_total,n_genes_subset,score_correlation_with_full,genes
CANINE_DOG2,M34,221,random_gene_subsets,162,130,0.9993649849877583,SERPING1_3;SH3TC1_3;PID1_3;ARRB1_3;TMEM140_3;TLR7_3;GMFG_3;PARP12_3;DRAM1_3;LAMA3_3;ENPP5_3;FERMT3_3;DNASE1L3_3;TRIM22_3;RASSF5_3;ADCY7_3;MYO1G_3;PARP14_3;IL18_3;CD244_3;PAPPA_3;OSBPL3_3;ATP8A1_3;CSF2RB_3;ABCC3_3;CD74_3;PAG1_3;ATF7IP2_3;HACD4_3;FYB1_3;PTPRO_3;MARCHF1_3;RNASEL_3;CD80_3;IRF5_3;ZMAT1_3;TLR3_3;PTK2B_3;SRM_3;SAMD9L_3;BATF2_3;JAML_3;PRKAR2B_3;TMEM144_3;SLCO2B1_3;VAV1_3;FAM107A_3;CASP8_3;PTPRC_4;C3AR1_3;EVI2A_3;CD86_3;PTPN6_3;KCNQ1_3;TAPBPL_3;MOSPD2_3;OAS1_3;FCER1G_2;PRDM1_3;GBP1_3;PARP9_3;TLR1_3;EPHB3_3;NCF4_3;DAPP1_3;CSF1R_3;HCLS1_3;RGS18_3;RNF213_3;JCHAIN_3;LY96_3;GAB2_3;CYTH4_3;TNFAIP8L2_3;PIK3IP1_3;ANXA3_3;GPSM3_3;FAXDC2_3;TMEM123_3;SLC43A2_3;SLCO3A1_3;SASH3_3;TMEM86A_3;BLNK_3;LCP1_3;TLR8_3;LAPTM5_3;GIMAP6_3;EPAS1_3;CYP4V2_3;GSAP_3;ADGRE3_3;PARP15_3;CBX7_3;IFI30_3;MCTP1_3;BTK_3;IL34_3;NCKAP1L_3;CBLN3_3;RAB29_3;VWA5A_3;DENND1C_3;PYCARD_3;PARVG_3;OAS2_3;SUSD1_3;SERPINB9_3;ADGRG6_3;EGR1_3;DOK2_3;IFI35_3;ANKRD22_3;SERPINB8_3;ARHGAP30_3;B2M_3;PTAFR_3;KIAA0040_3;MS4A7_3;DHX58_3;SLC6A6_3;MILR1_3;SYTL1_3;DTX3L_3;NFAM1_3;LPAR5_3;RETSAT_3;TRANK1_3;ALOX5_3;CLEC12A_3
CANINE_DOG2,M34,222,random_gene_subsets,162,130,0.9994453511946549,CD74_3;TLR7_3;TBC1D9_3;RAB29_3;PTAFR_3;PARP15_3;SP100_3;BATF2_3;DHX58_3;SASH3_3;CASP8_3;SAMD9L_3;GPR183_3;RNASEL_3;PTPRJ_3;MS4A7_3;IL34_3;CAPG_3;EHD3_3;HACD4_3;CYP4V2_3;GBP1_3;PTPRC_4;RGS18_3;PARP12_3;HCLS1_3;ATF7IP2_3;FCER1G_2;SIRPB2_3;FGR_3;VWA5A_3;PIK3IP1_3;SLC6A6_3;CTSH_3;LAPTM5_3;F5_3;DOK2_3;TMEM123_3;TAGAP_3;ARRB1_3;TMEM144_3;GPSM3_3;PARVG_3;PAG1_3;MARCHF1_3;ADGRG6_3;MYO1G_3;LY96_3;PID1_3;KBTBD12_3;TNFAIP8_3;PAPPA_3;LPAR5_3;NCKAP1L_3;CCR2_3;PRDM1_3;CSF1R_3;EVI2A_3;TMEM86A_3;CYSLTR2_3;SLC8A1_3;PYCARD_3;GIMAP6_3;TLR8_3;ANKRD22_3;CARD9_3;ADGRF1_3;TLR3_3;KCNQ1_3;MCTP1_3;FYB1_3;IFI30_3;TRIM22_3;CSF2RB_3;CBX7_3;TAPBPL_3;BLNK_3;SERPING1_3;EPAS1_3;PTPN6_3;LCP1_3;DNASE1L3_3;SCTR_3;GMFG_3;JAML_3;ZMAT1_3;RNF213_3;ABCC3_3;FERMT3_3;TNFAIP8L2_3;LAMA3_3;NCF4_3;HNMT_3;ARHGAP30_3;IRF5_3;SUSD1_3;ARHGDIB_3;BTK_3;GAB2_3;TLR1_3;SYTL1_3;VAV1_3;ADCY7_3;RASSF5_3;OAS1_3;IL1RN_3;TMEM140_3;PIK3AP1_3;SAMSN1_3;SRM_3;TRIM14_3;DTX3L_3;B2M_3;ANXA3_3;CD80_3;IFI35_3;ADGRE3_3;PTK2B_3;PARP9_3;PTPRO_3;EPHB3_3;CD86_3;FAXDC2_3;SYK_3;ACOD1_3;GSAP_3;DOCK2_3;DRAM1_3;MILR1_3;RETSAT_3
CANINE_DOG2,M34,223,random_gene_subsets,162,130,0.9989383596259523,CAPG_3;TRANK1_3;ADGRF1_3;KBTBD12_3;SERPING1_3;CD244_3;FAXDC2_3;TNFAIP8_3;HCLS1_3;TRIM22_3;MYO1G_3;SUSD1_3;TLR7_3;PARP15_3;ANXA3_3;SLCO2B1_3;PIK3CG_3;LAPTM5_3;NCKAP1L_3;ADCY7_3;MOSPD2_3;IFI30_3;CLEC12A_3;EPAS1_3;CARD9_3;TMEM140_3;KIAA0040_3;RETSAT_3;IRF5_3;FGR_3;LCP1_3;SP100_3;CSF1R_3;PTPN6_3;TLR1_3;MCTP1_3;GIMAP6_3;TMEM123_3;ADGRG6_3;GPSM3_3;EVI2A_3;HACD4_3;DOCK2_3;DAPP1_3;CYSLTR2_3;DNASE1L3_3;PARP14_3;IFI35_3;B2M_3;CCR2_3;MILR1_3;BATF2_3;ARHGAP30_3;RNF213_3;TRIM14_3;TLR3_3;ANKRD22_3;IL34_3;SRM_3;PAPPA_3;ZMAT1_3;SH3TC1_3;RGS18_3;CSF2RB_3;DTX3L_3;ALOX5_3;NFAM1_3;PARVG_3;CBLN3_3;IL1RN_3;ACOD1_3;ARHGDIB_3;OAS2_3;EGR1_3;VAV1_3;DRAM1_3;VWA5A_3;EPHB3_3;PYCARD_3;PARP12_3;EHD3_3;CD86_3;TMEM86A_3;RASSF5_3;ABCC3_3;ATF7IP2_3;TMEM144_3;GPR183_3;NCF4_3;ARRB1_3;CBX7_3;PTPRJ_3;CD80_3;CASP8_3;PTK2B_3;TBC1D9_3;SLC8A1_3;TAGAP_3;CTSH_3;BTK_3;LAMA3_3;KCNQ1_3;SERPINB8_3;SCTR_3;INPP5D_3;CYTH4_3;PAG1_3;SLC43A2_3;SLC6A6_3;GAB2_3;SLCO3A1_3;GSAP_3;SYTL1_3;IL18_3;CD74_3;CYP4V2_3;DHX58_3;SYK_3;TLR8_3;GBP1_3;SASH3_3;PTPRC_4;OAS1_3;SIRPB2_3;HNMT_3;MARCHF1_3;PID1_3;PARP9_3;PIK3IP1_3;LY96_3
CANINE_DOG2,M34,224,random_gene_subsets,162,130,0.999399763773862,TMEM140_3;CD86_3;PARP14_3;VWA5A_3;DOCK2_3;BATF2_3;EPHB3_3;CASP8_3;SLC43A2_3;PARP15_3;TNFAIP8_3;B2M_3;EPAS1_3;ARHGDIB_3;EHD3_3;GSAP_3;DHX58_3;MYO1G_3;SASH3_3;GAB2_3;TRANK1_3;ADGRG6_3;KIAA0040_3;RAB29_3;PTPN6_3;IRF5_3;GPSM3_3;RNF213_3;GIMAP6_3;LAMA3_3;NCF4_3;ANKRD22_3;TLR8_3;DAPP1_3;CBLN3_3;TAGAP_3;CYTH4_3;SLCO2B1_3;SH3TC1_3;SIRPB2_3;SERPING1_3;ATP8A1_3;MARCHF1_3;GPR183_3;SLCO3A1_3;DRAM1_3;SLC6A6_3;GMFG_3;CYP4V2_3;FAXDC2_3;ADGRE3_3;GBP1_3;IL1RN_3;INPP5D_3;ABCC3_3;VAV1_3;ANXA3_3;TMEM86A_3;ARHGAP30_3;PTPRO_3;FGR_3;PARP9_3;PARVG_3;MILR1_3;SUSD1_3;SRM_3;DNASE1L3_3;EVI2A_3;TLR1_3;ADCY7_3;SP100_3;PAG1_3;CYSLTR2_3;KBTBD12_3;DENND1C_3;NCKAP1L_3;TBC1D9_3;SERPINB8_3;ATF7IP2_3;OAS1_3;PYCARD_3;IFI35_3;TMEM144_3;FAM107A_3;HCLS1_3;PRKAR2B_3;TAPBPL_3;SAMD9L_3;DOK2_3;PID1_3;TMEM123_3;NFAM1_3;CTSH_3;IL34_3;CAPG_3;SYTL1_3;BLNK_3;ZMAT1_3;PAPPA_3;CD80_3;EGR1_3;LCP1_3;CD74_3;TRIM22_3;JAML_3;ADGRF1_3;IFI30_3;CSF2RB_3;KCNQ1_3;FYB1_3;PARP12_3;LAPTM5_3;PIK3IP1_3;DTX3L_3;CLEC12A_3;ENPP5_3;F5_3;SAMSN1_3;TRIM14_3;SERPINB9_3;TNFSF8_3;ACOD1_3;MS4A7_3;CARD9_3;PTAFR_3;CCR2_3;PIK3AP1_3;PRDM1_3;GLUL_3;LPAR5_3
CANINE_DOG2,M34,225,random_gene_subsets,162,130,0.9990513586006476,ARHGAP30_3;FAM107A_3;CD80_3;IL1RN_3;DOK2_3;IFI35_3;ANXA3_3;RNASEL_3;EGR1_3;NCKAP1L_3;ADCY7_3;PIK3CG_3;PTPRO_3;MOSPD2_3;LY96_3;PIK3IP1_3;TAGAP_3;C3AR1_3;TMEM144_3;LPAR5_3;CSF2RB_3;GBP1_3;CYTH4_3;LCP1_3;CCR2_3;HNMT_3;MS4A7_3;ENPP5_3;SERPING1_3;ARRB1_3;GIMAP6_3;ALOX5_3;TBC1D9_3;DOCK2_3;CYP4V2_3;SIRPB2_3;SLC6A6_3;KIAA0040_3;PRKAR2B_3;BLNK_3;TNFAIP8L2_3;RAB29_3;CBLN3_3;FERMT3_3;KBTBD12_3;TMEM123_3;CD86_3;TLR3_3;CARD9_3;TMEM140_3;SLC8A1_3;RASSF5_3;INPP5D_3;CBX7_3;DNASE1L3_3;PTPN6_3;PYCARD_3;PID1_3;B2M_3;OSBPL3_3;TRANK1_3;HACD4_3;SLC43A2_3;PARP14_3;EHD3_3;HCLS1_3;ADGRE3_3;PARP15_3;IL34_3;TNFAIP8_3;JCHAIN_3;GPR183_3;TMEM86A_3;FYB1_3;SH3TC1_3;CLEC12A_3;BTK_3;DRAM1_3;GMFG_3;DHX58_3;GPSM3_3;CTSH_3;TAPBPL_3;RNF213_3;RGS18_3;PTK2B_3;OAS2_3;IL18_3;SAMSN1_3;TRIM22_3;SLCO2B1_3;TLR7_3;CD74_3;DENND1C_3;PARP9_3;TRIM14_3;TLR8_3;BATF2_3;FAXDC2_3;ATP8A1_3;VWA5A_3;ADGRG6_3;MYO1G_3;SRM_3;CYSLTR2_3;SERPINB8_3;EPAS1_3;LAPTM5_3;TLR1_3;EVI2A_3;ARHGDIB_3;CSF1R_3;MILR1_3;SERPINB9_3;PARVG_3;ABCC3_3;SASH3_3;NFAM1_3;GLUL_3;CAPG_3;ZMAT1_3;SYK_3;DAPP1_3;KCNQ1_3;PIK3AP1_3;PARP12_3;SP100_3;MCTP1_3;ADGRF1_3;SAMD9L_3
CANINE_DOG2,M34,226,random_gene_subsets,162,130,0.9992945168814574,LPAR5_3;FAM107A_3;VAV1_3;CD86_3;ATP8A1_3;TRIM14_3;PRKAR2B_3;SLCO3A1_3;TLR8_3;FYB1_3;NCKAP1L_3;DHX58_3;SRM_3;TNFAIP8L2_3;GAB2_3;LAPTM5_3;JAML_3;PTPRO_3;SUSD1_3;MILR1_3;LY96_3;SYTL1_3;RAB29_3;OAS1_3;ABCC3_3;DENND1C_3;CYTH4_3;IRF5_3;TLR7_3;TNFSF8_3;CAPG_3;CASP8_3;NCF4_3;SLC6A6_3;SYK_3;IFI30_3;ARHGDIB_3;BATF2_3;HNMT_3;PIK3IP1_3;EPHB3_3;HACD4_3;SCTR_3;ANXA3_3;TBC1D9_3;IFI35_3;ENPP5_3;VWA5A_3;ARHGAP30_3;MYO1G_3;SASH3_3;ANKRD22_3;MS4A7_3;BLNK_3;PARVG_3;PTPRC_4;MARCHF1_3;FERMT3_3;RNASEL_3;PTAFR_3;B2M_3;SERPINB8_3;RGS18_3;TRANK1_3;GPR183_3;CSF2RB_3;GPSM3_3;ADGRE3_3;CCR2_3;RNF213_3;SERPING1_3;CYP4V2_3;TAGAP_3;IL1RN_3;SLCO2B1_3;MCTP1_3;TLR1_3;PAG1_3;SH3TC1_3;EGR1_3;PIK3AP1_3;SAMSN1_3;GBP1_3;CD74_3;OAS2_3;LAMA3_3;SP100_3;TRIM22_3;PAPPA_3;CLEC12A_3;KIAA0040_3;SAMD9L_3;CD80_3;DOK2_3;BTK_3;ADGRF1_3;TAPBPL_3;PTK2B_3;PARP9_3;CTSH_3;ARRB1_3;RETSAT_3;EVI2A_3;GIMAP6_3;DAPP1_3;CD244_3;RASSF5_3;HCLS1_3;OSBPL3_3;CYSLTR2_3;ALOX5_3;TMEM123_3;PRDM1_3;CSF1R_3;ZMAT1_3;PID1_3;KCNQ1_3;PTPN6_3;FGR_3;IL34_3;F5_3;TLR3_3;ACOD1_3;CARD9_3;DTX3L_3;SLC43A2_3;PIK3CG_3;DNASE1L3_3;PARP12_3;PTPRJ_3
CANINE_DOG2,M34,227,random_gene_subsets,162,130,0.9993095908197244,BATF2_3;MARCHF1_3;CSF1R_3;MYO1G_3;FERMT3_3;PYCARD_3;SYTL1_3;SCTR_3;EPHB3_3;HACD4_3;TBC1D9_3;LAPTM5_3;C3AR1_3;FAM107A_3;GAB2_3;PRDM1_3;TNFAIP8L2_3;NCKAP1L_3;RETSAT_3;PTAFR_3;DOK2_3;LAMA3_3;KCNQ1_3;CD74_3;CLEC12A_3;TMEM144_3;B2M_3;OAS2_3;PTK2B_3;ALOX5_3;OSBPL3_3;ANKRD22_3;IL34_3;ACOD1_3;GMFG_3;LPAR5_3;HCLS1_3;ABCC3_3;DAPP1_3;CD80_3;CAPG_3;TLR8_3;TLR3_3;SLCO3A1_3;ADCY7_3;ENPP5_3;GPR183_3;PARVG_3;TRIM22_3;KIAA0040_3;JAML_3;VAV1_3;PARP15_3;FGR_3;PIK3CG_3;DTX3L_3;CSF2RB_3;FYB1_3;DENND1C_3;RNASEL_3;PAPPA_3;IL18_3;ADGRE3_3;NFAM1_3;ARHGDIB_3;GSAP_3;OAS1_3;SERPING1_3;GBP1_3;SAMSN1_3;TMEM140_3;DRAM1_3;TAPBPL_3;PTPRC_4;CYTH4_3;SP100_3;MOSPD2_3;CASP8_3;SLCO2B1_3;NCF4_3;CD86_3;PTPRJ_3;FAXDC2_3;ANXA3_3;ATF7IP2_3;RAB29_3;PRKAR2B_3;PARP12_3;ZMAT1_3;IRF5_3;TLR7_3;TAGAP_3;EGR1_3;PTPRO_3;BTK_3;SLC8A1_3;SRM_3;KBTBD12_3;GLUL_3;GPSM3_3;ADGRF1_3;DNASE1L3_3;PID1_3;JCHAIN_3;PARP9_3;HNMT_3;CBLN3_3;MCTP1_3;EVI2A_3;CTSH_3;TNFSF8_3;SAMD9L_3;TLR1_3;F5_3;EHD3_3;ARRB1_3;CYP4V2_3;CYSLTR2_3;LY96_3;CBX7_3;DHX58_3;PTPN6_3;SIRPB2_3;SLC43A2_3;PARP14_3;SERPINB8_3;SASH3_3;CCR2_3;MILR1_3;MS4A7_3
CANINE_DOG2,M34,228,random_gene_subsets,162,130,0.999317070363949,TLR1_3;VAV1_3;CD86_3;GLUL_3;CASP8_3;ADGRF1_3;DHX58_3;KBTBD12_3;TLR8_3;PTPRJ_3;CARD9_3;PARP9_3;HNMT_3;FGR_3;CBLN3_3;IL1RN_3;OAS1_3;DOK2_3;NFAM1_3;BATF2_3;RAB29_3;FYB1_3;PIK3CG_3;B2M_3;PTPN6_3;DOCK2_3;TAPBPL_3;PARVG_3;ADCY7_3;RGS18_3;CYTH4_3;PRKAR2B_3;IFI30_3;CLEC12A_3;ACOD1_3;SYTL1_3;ZMAT1_3;CCR2_3;SERPING1_3;EPHB3_3;INPP5D_3;DENND1C_3;CD244_3;SLCO2B1_3;CD74_3;TLR3_3;ANXA3_3;TNFSF8_3;PTPRC_4;ADGRE3_3;ATP8A1_3;GAB2_3;CSF2RB_3;RNF213_3;CSF1R_3;KCNQ1_3;DTX3L_3;TRANK1_3;SP100_3;TMEM144_3;GPR183_3;SLCO3A1_3;HCLS1_3;BTK_3;DNASE1L3_3;PAG1_3;PAPPA_3;CAPG_3;GMFG_3;PTPRO_3;GSAP_3;IRF5_3;SLC8A1_3;ADGRG6_3;IL34_3;DRAM1_3;ALOX5_3;RASSF5_3;TLR7_3;SH3TC1_3;SERPINB8_3;TNFAIP8L2_3;OAS2_3;PIK3AP1_3;CD80_3;PID1_3;FAXDC2_3;PARP15_3;SAMSN1_3;SRM_3;NCKAP1L_3;TBC1D9_3;MOSPD2_3;NCF4_3;TAGAP_3;TMEM140_3;SLC6A6_3;CYP4V2_3;TRIM22_3;GPSM3_3;LPAR5_3;CTSH_3;TRIM14_3;LAMA3_3;PYCARD_3;MARCHF1_3;RNASEL_3;CYSLTR2_3;MCTP1_3;FAM107A_3;PTK2B_3;SYK_3;EGR1_3;ARRB1_3;MS4A7_3;SASH3_3;IL18_3;TMEM86A_3;F5_3;PRDM1_3;PTAFR_3;LAPTM5_3;MYO1G_3;PARP14_3;OSBPL3_3;EVI2A_3;IFI35_3;SIRPB2_3;MILR1_3;SLC43A2_3
CANINE_DOG2,M34,229,random_gene_subsets,162,130,0.9989112604447115,GLUL_3;FAM107A_3;CLEC12A_3;JAML_3;IFI35_3;DRAM1_3;TBC1D9_3;DHX58_3;PTPN6_3;NCKAP1L_3;MOSPD2_3;ENPP5_3;IRF5_3;GBP1_3;GPR183_3;CBX7_3;LAPTM5_3;MCTP1_3;SLC6A6_3;PTK2B_3;PARP12_3;SLCO2B1_3;ARRB1_3;MYO1G_3;KBTBD12_3;IL1RN_3;PARP15_3;CCR2_3;PAG1_3;ATP8A1_3;SIRPB2_3;PTAFR_3;DOCK2_3;CSF2RB_3;LCP1_3;TRIM22_3;ADCY7_3;HCLS1_3;PTPRJ_3;SH3TC1_3;TRANK1_3;CBLN3_3;PIK3CG_3;TAGAP_3;FAXDC2_3;TMEM86A_3;CYP4V2_3;OSBPL3_3;SCTR_3;RASSF5_3;RNASEL_3;BATF2_3;VAV1_3;PYCARD_3;GAB2_3;FGR_3;DAPP1_3;CARD9_3;KCNQ1_3;RETSAT_3;B2M_3;TMEM123_3;FCER1G_2;HACD4_3;KIAA0040_3;IL34_3;ACOD1_3;OAS1_3;SERPINB9_3;JCHAIN_3;SAMSN1_3;CD86_3;SERPING1_3;HNMT_3;PARP9_3;PIK3AP1_3;BTK_3;GIMAP6_3;SERPINB8_3;SASH3_3;ARHGDIB_3;ALOX5_3;TMEM140_3;TMEM144_3;EPAS1_3;CTSH_3;EPHB3_3;PARP14_3;ABCC3_3;CD80_3;FERMT3_3;CD74_3;ANXA3_3;DENND1C_3;PID1_3;ADGRE3_3;ARHGAP30_3;SP100_3;CAPG_3;DOK2_3;OAS2_3;MILR1_3;GPSM3_3;ZMAT1_3;NFAM1_3;ATF7IP2_3;SRM_3;CASP8_3;BLNK_3;EHD3_3;LAMA3_3;TNFAIP8_3;PRKAR2B_3;CYTH4_3;CSF1R_3;TLR3_3;TAPBPL_3;SYK_3;SLC43A2_3;DTX3L_3;PIK3IP1_3;PTPRC_4;IFI30_3;TNFAIP8L2_3;SYTL1_3;TRIM14_3;RGS18_3;EGR1_3;NCF4_3;MARCHF1_3
CANINE_DOG2,M34,230,random_gene_subsets,162,130,0.9993530996447884,CCR2_3;RGS18_3;ENPP5_3;DTX3L_3;HACD4_3;EPHB3_3;NFAM1_3;JCHAIN_3;PTK2B_3;SLC43A2_3;OSBPL3_3;PAG1_3;TBC1D9_3;ARHGDIB_3;CBLN3_3;TLR3_3;CTSH_3;DAPP1_3;PYCARD_3;GPSM3_3;SH3TC1_3;CYP4V2_3;HCLS1_3;SLCO2B1_3;GMFG_3;MILR1_3;SYK_3;LY96_3;NCF4_3;FYB1_3;PARVG_3;PID1_3;EVI2A_3;NCKAP1L_3;FCER1G_2;TNFAIP8L2_3;PIK3AP1_3;RNASEL_3;C3AR1_3;SUSD1_3;BATF2_3;GBP1_3;SERPINB9_3;LAPTM5_3;ATP8A1_3;SIRPB2_3;ADGRF1_3;CD74_3;TRIM14_3;CARD9_3;VAV1_3;GPR183_3;SLC8A1_3;FGR_3;KIAA0040_3;DNASE1L3_3;PRDM1_3;SLCO3A1_3;SRM_3;KBTBD12_3;MOSPD2_3;CASP8_3;CLEC12A_3;CYSLTR2_3;TNFAIP8_3;FERMT3_3;TRANK1_3;BTK_3;PARP15_3;PAPPA_3;PRKAR2B_3;ZMAT1_3;IL34_3;TMEM86A_3;PARP12_3;VWA5A_3;GSAP_3;PIK3IP1_3;EHD3_3;SP100_3;SASH3_3;DRAM1_3;SERPING1_3;PTAFR_3;PTPN6_3;RETSAT_3;KCNQ1_3;ANXA3_3;DOCK2_3;DHX58_3;MCTP1_3;INPP5D_3;ATF7IP2_3;TRIM22_3;TLR7_3;GIMAP6_3;ALOX5_3;SAMD9L_3;TMEM140_3;ARRB1_3;GAB2_3;CD244_3;FAXDC2_3;SCTR_3;SERPINB8_3;IL1RN_3;OAS1_3;GLUL_3;PTPRC_4;CD80_3;SAMSN1_3;HNMT_3;EPAS1_3;PIK3CG_3;CYTH4_3;TNFSF8_3;TAGAP_3;ADGRE3_3;ADCY7_3;OAS2_3;ACOD1_3;EGR1_3;IRF5_3;MS4A7_3;SLC6A6_3;ABCC3_3;IFI35_3;TMEM144_3;CAPG_3;RASSF5_3
CANINE_DOG2,M34,231,random_gene_subsets,162,130,0.9994982875315123,EPHB3_3;ZMAT1_3;DHX58_3;RETSAT_3;DAPP1_3;PARP14_3;OSBPL3_3;EHD3_3;GAB2_3;TRIM22_3;LCP1_3;TNFAIP8_3;SYK_3;RNASEL_3;TMEM86A_3;GMFG_3;CBX7_3;TAGAP_3;SH3TC1_3;IL18_3;CLEC12A_3;KBTBD12_3;ARHGAP30_3;GSAP_3;CYTH4_3;C3AR1_3;PTAFR_3;PARP12_3;CTSH_3;NCKAP1L_3;TLR7_3;B2M_3;F5_3;CD74_3;GBP1_3;SIRPB2_3;LY96_3;BTK_3;DTX3L_3;MILR1_3;CYSLTR2_3;EVI2A_3;TLR8_3;MS4A7_3;PARP15_3;PIK3CG_3;ADGRE3_3;KCNQ1_3;FERMT3_3;CASP8_3;SAMD9L_3;ATP8A1_3;SAMSN1_3;PYCARD_3;PTPRJ_3;CSF1R_3;PARP9_3;GPR183_3;RAB29_3;DOCK2_3;FAM107A_3;IL1RN_3;SERPINB8_3;RGS18_3;TAPBPL_3;ABCC3_3;ARRB1_3;SCTR_3;SASH3_3;LAPTM5_3;PTPN6_3;RASSF5_3;TLR1_3;CAPG_3;FCER1G_2;GLUL_3;IRF5_3;GPSM3_3;MCTP1_3;LAMA3_3;EGR1_3;DRAM1_3;CCR2_3;SRM_3;JAML_3;TMEM123_3;OAS1_3;BLNK_3;MOSPD2_3;SLC8A1_3;PAPPA_3;JCHAIN_3;TNFSF8_3;CD86_3;DENND1C_3;DOK2_3;SLCO2B1_3;SYTL1_3;ATF7IP2_3;PID1_3;RNF213_3;TRANK1_3;KIAA0040_3;CARD9_3;IL34_3;CD244_3;PIK3IP1_3;GIMAP6_3;CD80_3;TMEM144_3;HNMT_3;ENPP5_3;PTPRC_4;EPAS1_3;MARCHF1_3;DNASE1L3_3;SLC43A2_3;CYP4V2_3;SERPING1_3;PRKAR2B_3;ADCY7_3;SERPINB9_3;SP100_3;TBC1D9_3;CBLN3_3;VWA5A_3;HCLS1_3;ANKRD22_3;FAXDC2_3;MYO1G_3
CANINE_DOG2,M34,232,random_gene_subsets,162,130,0.9995464568952409,PTPRO_3;TNFAIP8L2_3;SYTL1_3;EPAS1_3;NCKAP1L_3;GIMAP6_3;TRIM22_3;TBC1D9_3;BATF2_3;IL34_3;CSF2RB_3;PIK3CG_3;PARP12_3;PARP15_3;RNF213_3;PARP14_3;CTSH_3;GSAP_3;ABCC3_3;SASH3_3;IL1RN_3;RAB29_3;SLCO3A1_3;ARHGDIB_3;KBTBD12_3;F5_3;SP100_3;TMEM86A_3;CD74_3;TMEM140_3;PTK2B_3;MYO1G_3;B2M_3;DNASE1L3_3;NFAM1_3;ADGRG6_3;PTAFR_3;IFI35_3;ARRB1_3;SH3TC1_3;RASSF5_3;ARHGAP30_3;CCR2_3;RGS18_3;TNFAIP8_3;DENND1C_3;SLCO2B1_3;PARP9_3;SERPINB8_3;CBX7_3;VAV1_3;ANKRD22_3;PRKAR2B_3;LY96_3;VWA5A_3;GMFG_3;SIRPB2_3;OSBPL3_3;C3AR1_3;HCLS1_3;CYP4V2_3;PTPRC_4;ZMAT1_3;SLC43A2_3;PAPPA_3;CYTH4_3;HNMT_3;DHX58_3;FAM107A_3;DAPP1_3;FERMT3_3;CD244_3;PIK3AP1_3;CARD9_3;DRAM1_3;ADCY7_3;BLNK_3;ADGRF1_3;KCNQ1_3;CBLN3_3;RETSAT_3;ANXA3_3;CD80_3;GLUL_3;TMEM123_3;SUSD1_3;JAML_3;FAXDC2_3;CD86_3;ATF7IP2_3;ALOX5_3;RNASEL_3;SERPINB9_3;LAPTM5_3;TLR8_3;ACOD1_3;CSF1R_3;FGR_3;CASP8_3;SCTR_3;MCTP1_3;TAPBPL_3;PIK3IP1_3;KIAA0040_3;LAMA3_3;SLC8A1_3;TNFSF8_3;IFI30_3;OAS1_3;DTX3L_3;TRANK1_3;TAGAP_3;DOCK2_3;INPP5D_3;ATP8A1_3;EGR1_3;LPAR5_3;CYSLTR2_3;PID1_3;PRDM1_3;MS4A7_3;PTPN6_3;LCP1_3;ENPP5_3;IL18_3;ADGRE3_3;FYB1_3;GPR183_3;EVI2A_3;CAPG_3
CANINE_DOG2,M34,233,random_gene_subsets,162,130,0.9992163820091385,ATP8A1_3;CASP8_3;RNF213_3;RASSF5_3;HCLS1_3;EGR1_3;TRANK1_3;ADCY7_3;MYO1G_3;PTPRJ_3;SAMD9L_3;ZMAT1_3;MCTP1_3;TNFAIP8L2_3;MARCHF1_3;PTPRC_4;DENND1C_3;CD86_3;EPAS1_3;CSF1R_3;IFI30_3;TAPBPL_3;TLR8_3;SERPINB8_3;VWA5A_3;ATF7IP2_3;JCHAIN_3;CYP4V2_3;PYCARD_3;PARP15_3;PIK3IP1_3;DHX58_3;SLC43A2_3;HNMT_3;IL18_3;CARD9_3;RGS18_3;ANKRD22_3;LAPTM5_3;JAML_3;GBP1_3;ENPP5_3;SERPING1_3;SLCO3A1_3;TNFAIP8_3;TLR7_3;DOK2_3;SERPINB9_3;SLC8A1_3;CLEC12A_3;PRDM1_3;B2M_3;TMEM140_3;TMEM144_3;F5_3;GSAP_3;SH3TC1_3;TAGAP_3;FYB1_3;GPR183_3;BLNK_3;PTAFR_3;DRAM1_3;FCER1G_2;NFAM1_3;SCTR_3;PRKAR2B_3;RAB29_3;PIK3CG_3;PTK2B_3;PAPPA_3;BATF2_3;BTK_3;EHD3_3;KCNQ1_3;SYTL1_3;RETSAT_3;ALOX5_3;IRF5_3;ANXA3_3;NCKAP1L_3;GPSM3_3;FGR_3;ADGRF1_3;FERMT3_3;DTX3L_3;ARHGAP30_3;GIMAP6_3;MILR1_3;CAPG_3;ABCC3_3;KIAA0040_3;PTPN6_3;GLUL_3;SUSD1_3;PARP9_3;FAM107A_3;ADGRE3_3;SAMSN1_3;CYTH4_3;PTPRO_3;MOSPD2_3;SLC6A6_3;OSBPL3_3;SASH3_3;VAV1_3;SYK_3;CD80_3;SLCO2B1_3;IFI35_3;CYSLTR2_3;EVI2A_3;CSF2RB_3;IL34_3;CTSH_3;TLR3_3;CD244_3;HACD4_3;NCF4_3;ARRB1_3;PARVG_3;PARP14_3;DNASE1L3_3;LY96_3;TMEM86A_3;KBTBD12_3;OAS2_3;PARP12_3;TRIM14_3;CD74_3
