analysis_set,initial_factors,module_label,subspace_name,n_random_valid,random_mean_capture,random_q95_capture,observed_capture,observed_percentile,empirical_p_greater_equal,empirical_q_within_model_subspace,empirical_q_global
four_cohort_core_plus_frozen,16,M24,shared_two_or_more,2000,0.028141741353184428,0.04235909126246369,0.05484537277384542,0.991,0.009495252373813094,0.009495252373813094,0.015027268974208549
four_cohort_core_plus_frozen,16,M24,ubiquitous_all_groups,2000,0.00901938499804825,0.020720848108840065,0.0028116783668106116,0.1055,0.894552723638181,1.0,0.9749017706715504
four_cohort_core_plus_frozen,16,M24,partially_shared,2000,0.0208977516530654,0.037389633591270344,0.05378275311447676,0.9955,0.004997501249375313,0.006663334999167083,0.008745627186406797
four_cohort_core_plus_frozen,16,M24,shared_non_ffpe_only,2000,0.020200315308530357,0.036754804207170366,0.05271137173566037,0.995,0.005497251374312844,0.007329668499083792,0.009528569048808928
four_cohort_core_plus_frozen,16,M24,gse39055_shared,2000,0.009788913261498769,0.02127594704266823,0.003444844585238149,0.107,0.8930534732633684,1.0,0.9749017706715504
four_cohort_core_plus_frozen,16,M40,all_retained,2000,0.08545504598891437,0.10583990311702572,0.627911291140015,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
four_cohort_core_plus_frozen,16,M40,shared_two_or_more,2000,0.08545504598891437,0.10583990311702572,0.627911291140015,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
four_cohort_core_plus_frozen,16,M40,ubiquitous_all_groups,2000,0.05935020488218717,0.08118594697681336,0.004531705120029743,0.0,1.0,1.0,1.0
four_cohort_core_plus_frozen,16,M40,partially_shared,2000,0.041059301144909514,0.06097725627452394,0.6196647520784262,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
four_cohort_core_plus_frozen,16,M40,shared_non_ffpe_only,2000,0.04000387226334055,0.05998233287814235,0.617454018942619,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
four_cohort_core_plus_frozen,16,M40,gse39055_shared,2000,0.06027086792139295,0.08213597312371056,0.010147279794412175,0.0,1.0,1.0,1.0
four_cohort_detection_aware,8,M34,all_retained,2000,0.1419321099684944,0.18130058802884996,0.5001704320701909,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,8,M34,shared_two_or_more,2000,0.1419321099684944,0.18130058802884996,0.5001704320701909,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,8,M34,ubiquitous_all_groups,2000,0.1314779348404813,0.16743806655129373,0.46479761801976643,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,8,M34,partially_shared,2000,0.012453713966513801,0.027696210874497865,0.04172913587443065,0.9945,0.005997001499250375,0.017991004497751123,0.010200507223024001
four_cohort_detection_aware,8,M34,shared_non_ffpe_only,2000,0.012453713966513801,0.027696210874497865,0.04172913587443065,0.9945,0.005997001499250375,0.017991004497751123,0.010200507223024001
four_cohort_detection_aware,8,M34,gse39055_shared,2000,0.1314779348404813,0.16743806655129373,0.46479761801976643,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,8,M11,all_retained,2000,0.020930992280709323,0.03597090820066577,0.020584671005751985,0.539,0.4612693653173413,0.46126936531734125,0.5772827871778395
four_cohort_detection_aware,8,M11,shared_two_or_more,2000,0.020930992280709323,0.03597090820066577,0.020584671005751985,0.539,0.4612693653173413,0.46126936531734125,0.5772827871778395
four_cohort_detection_aware,8,M11,ubiquitous_all_groups,2000,0.0164503056218738,0.02827929234339809,0.020284308597000308,0.7595,0.24087956021989004,0.24087956021989002,0.313143428285857
four_cohort_detection_aware,8,M11,partially_shared,2000,0.005212806716733802,0.015919929182003526,0.00035098603567761425,0.067,0.9330334832583708,0.9330334832583708,1.0
four_cohort_detection_aware,8,M11,shared_non_ffpe_only,2000,0.005212806716733802,0.015919929182003526,0.00035098603567761425,0.067,0.9330334832583708,0.9330334832583708,1.0
four_cohort_detection_aware,8,M11,gse39055_shared,2000,0.0164503056218738,0.02827929234339809,0.020284308597000308,0.7595,0.24087956021989004,0.24087956021989002,0.313143428285857
four_cohort_detection_aware,8,M40,all_retained,2000,0.042755776286112594,0.06318517539632229,0.4859523385887246,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,8,M40,shared_two_or_more,2000,0.042755776286112594,0.06318517539632229,0.4859523385887246,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,8,M40,ubiquitous_all_groups,2000,0.037364815733231575,0.05516411351611921,0.48579192073369193,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,8,M40,partially_shared,2000,0.007111988496218279,0.020199123924819564,0.005880360619879887,0.534,0.4662668665667166,0.6994002998500749,0.5772827871778395
four_cohort_detection_aware,8,M40,shared_non_ffpe_only,2000,0.007111988496218279,0.020199123924819564,0.005880360619879887,0.534,0.4662668665667166,0.6994002998500749,0.5772827871778395
four_cohort_detection_aware,8,M40,gse39055_shared,2000,0.037364815733231575,0.05516411351611921,0.48579192073369193,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,12,M34,all_retained,2000,0.15061231990960575,0.19067619245813192,0.5235802618914179,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,12,M34,shared_two_or_more,2000,0.14880525644128864,0.18840296468770526,0.5114450619819702,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,12,M34,ubiquitous_all_groups,2000,0.13421991810700512,0.17337457937619458,0.44365982993681186,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,12,M34,partially_shared,2000,0.02122634538026344,0.04158015670514661,0.05490575139737141,0.9885,0.01199400299850075,0.01199400299850075,0.01865733799766783
four_cohort_detection_aware,12,M34,shared_non_ffpe_only,2000,0.02122634538026344,0.04158015670514661,0.05490575139737141,0.9885,0.01199400299850075,0.01199400299850075,0.01865733799766783
four_cohort_detection_aware,12,M34,gse39055_shared,2000,0.13421991810700512,0.17337457937619458,0.44365982993681186,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,12,M11,all_retained,2000,0.026134550300352905,0.042982339094387347,0.11613416735501307,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,12,M11,shared_two_or_more,2000,0.02399487399219389,0.0403970858730349,0.11514547680084947,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,12,M11,ubiquitous_all_groups,2000,0.01659862536898718,0.02872771993275273,0.017572767468183894,0.613,0.3873063468265867,0.3873063468265867,0.4929353505065649
four_cohort_detection_aware,12,M11,partially_shared,2000,0.008185359423311939,0.021567383121688013,0.09633266180622026,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,12,M11,shared_non_ffpe_only,2000,0.008185359423311939,0.021567383121688013,0.09633266180622026,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,12,M11,gse39055_shared,2000,0.01659862536898718,0.02872771993275273,0.017572767468183894,0.613,0.3873063468265867,0.3873063468265867,0.4929353505065649
four_cohort_detection_aware,12,M40,all_retained,2000,0.04672070744264926,0.06947517867642368,0.4867205857762865,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,12,M40,shared_two_or_more,2000,0.0441688272928864,0.06539907247366891,0.4782613869213124,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,12,M40,ubiquitous_all_groups,2000,0.036308564158839075,0.05405609294339813,0.42489151498927513,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,12,M40,partially_shared,2000,0.009332009793980394,0.023788632868853698,0.06938629243851731,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,12,M40,shared_non_ffpe_only,2000,0.009332009793980394,0.023788632868853698,0.06938629243851731,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,12,M40,gse39055_shared,2000,0.036308564158839075,0.05405609294339813,0.42489151498927513,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,16,M34,all_retained,2000,0.15471251154841206,0.19415405486303955,0.5266810820498895,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M34,shared_two_or_more,2000,0.15250096816799447,0.19122206043086837,0.5053071959380304,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M34,ubiquitous_all_groups,2000,0.14087189505457975,0.17961658065294628,0.46327445941813444,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,16,M34,partially_shared,2000,0.015005827593176783,0.03197630711289373,0.02544179721621416,0.868,0.13243378310844578,0.13243378310844578,0.17854035944990468
four_cohort_detection_aware,16,M34,shared_non_ffpe_only,2000,0.015005827593176783,0.03197630711289373,0.02544179721621416,0.868,0.13243378310844578,0.13243378310844578,0.17854035944990468
four_cohort_detection_aware,16,M34,gse39055_shared,2000,0.14087189505457975,0.17961658065294628,0.46327445941813444,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,16,M11,all_retained,2000,0.029358642268532006,0.047365824664757326,0.12148707060136499,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M11,shared_two_or_more,2000,0.02709231449279956,0.044276926177211906,0.11751218033817026,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M11,ubiquitous_all_groups,2000,0.019287993761438197,0.03357379849797457,0.025243268918936954,0.8165,0.1839080459770115,0.1839080459770115,0.24431579830522693
four_cohort_detection_aware,16,M11,partially_shared,2000,0.008171676753192454,0.021297248144442674,0.0920218087848371,1.0,0.0004997501249375312,0.0014992503748125937,0.0009281073748839865
four_cohort_detection_aware,16,M11,shared_non_ffpe_only,2000,0.008171676753192454,0.021297248144442674,0.0920218087848371,1.0,0.0004997501249375312,0.0014992503748125937,0.0009281073748839865
four_cohort_detection_aware,16,M11,gse39055_shared,2000,0.019287993761438197,0.03357379849797457,0.025243268918936954,0.8165,0.1839080459770115,0.1839080459770115,0.24431579830522693
four_cohort_detection_aware,16,M40,all_retained,2000,0.05087868504120017,0.0748153373000704,0.48815739329485025,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M40,shared_two_or_more,2000,0.04772585889089248,0.06989811799229745,0.48288868297178644,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M40,ubiquitous_all_groups,2000,0.038997213637410565,0.05870001609277362,0.46300259079987394,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,16,M40,partially_shared,2000,0.009486945866702125,0.02453766387154909,0.02026659825484619,0.914,0.0864567716141929,0.12968515742128936,0.12389868058096937
four_cohort_detection_aware,16,M40,shared_non_ffpe_only,2000,0.009486945866702125,0.02453766387154909,0.02026659825484619,0.914,0.0864567716141929,0.12968515742128936,0.12389868058096937
four_cohort_detection_aware,16,M40,gse39055_shared,2000,0.038997213637410565,0.05870001609277362,0.46300259079987394,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
three_cohort_no_ffpe,8,M34,all_retained,2000,0.3022078122343082,0.33525987076355546,0.5920613932700726,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M34,shared_two_or_more,2000,0.3022078122343082,0.33525987076355546,0.5920613932700726,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M34,ubiquitous_all_groups,2000,0.3022078122343082,0.33525987076355546,0.5920613932700726,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M34,shared_non_ffpe_only,2000,0.3022078122343082,0.33525987076355546,0.5920613932700726,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M11,all_retained,2000,0.017085503092464555,0.027096205863094032,0.012729312529965705,0.202,0.7981009495252374,0.7981009495252374,0.9078398300849575
three_cohort_no_ffpe,8,M11,shared_two_or_more,2000,0.017085503092464555,0.027096205863094032,0.012729312529965705,0.202,0.7981009495252374,0.7981009495252374,0.9078398300849575
three_cohort_no_ffpe,8,M11,ubiquitous_all_groups,2000,0.017085503092464555,0.027096205863094032,0.012729312529965705,0.202,0.7981009495252374,0.7981009495252374,0.9078398300849575
three_cohort_no_ffpe,8,M11,shared_non_ffpe_only,2000,0.017085503092464555,0.027096205863094032,0.012729312529965705,0.202,0.7981009495252374,0.7981009495252374,0.9078398300849575
three_cohort_no_ffpe,8,M24,all_retained,2000,0.022386461108988995,0.03779764034980342,0.031523764918417324,0.8705,0.12993503248375812,0.17324670997834415,0.17780583392514268
three_cohort_no_ffpe,8,M24,shared_two_or_more,2000,0.022386461108988995,0.03779764034980342,0.031523764918417324,0.8705,0.12993503248375812,0.17324670997834415,0.17780583392514268
three_cohort_no_ffpe,8,M24,ubiquitous_all_groups,2000,0.022386461108988995,0.03779764034980342,0.031523764918417324,0.8705,0.12993503248375812,0.17324670997834415,0.17780583392514268
three_cohort_no_ffpe,8,M24,shared_non_ffpe_only,2000,0.022386461108988995,0.03779764034980342,0.031523764918417324,0.8705,0.12993503248375812,0.17324670997834415,0.17780583392514268
three_cohort_no_ffpe,8,M40,all_retained,2000,0.08734998515331856,0.11159834942008712,0.6587492570943695,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M40,shared_two_or_more,2000,0.08734998515331856,0.11159834942008712,0.6587492570943695,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M40,ubiquitous_all_groups,2000,0.08734998515331856,0.11159834942008712,0.6587492570943695,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M40,shared_non_ffpe_only,2000,0.08734998515331856,0.11159834942008712,0.6587492570943695,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,12,M34,all_retained,2000,0.32989119299191133,0.36381613224521786,0.6198683645218509,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M34,shared_two_or_more,2000,0.32989119299191133,0.36381613224521786,0.6198683645218509,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M34,ubiquitous_all_groups,2000,0.3284143740234772,0.3617624199355839,0.6019499649205723,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M34,partially_shared,2000,0.00043991769667839424,0.00159829355734585,0.04721150274863313,1.0,0.0004997501249375312,0.001999000499750125,0.0009281073748839865
three_cohort_no_ffpe,12,M34,shared_non_ffpe_only,2000,0.32989119299191133,0.36381613224521786,0.6198683645218509,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M11,all_retained,2000,0.021410629877451903,0.03255081557416994,0.0804820191585559,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M11,shared_two_or_more,2000,0.021410629877451903,0.03255081557416994,0.0804820191585559,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M11,ubiquitous_all_groups,2000,0.01976449094840854,0.030948278149997673,0.07931300629545349,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M11,partially_shared,2000,0.001747992790793542,0.0068719373904955056,0.0017297431952187218,0.6935,0.30684657671164417,0.4091287689488589,0.39607146781219316
three_cohort_no_ffpe,12,M11,shared_non_ffpe_only,2000,0.021410629877451903,0.03255081557416994,0.0804820191585559,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M24,all_retained,2000,0.026734242940051545,0.041910156667571016,0.05323791505749296,0.9925,0.0079960019990005,0.0079960019990005,0.013229748761982645
three_cohort_no_ffpe,12,M24,shared_two_or_more,2000,0.026734242940051545,0.041910156667571016,0.05323791505749296,0.9925,0.0079960019990005,0.0079960019990005,0.013229748761982645
three_cohort_no_ffpe,12,M24,ubiquitous_all_groups,2000,0.023552985096726594,0.038686783627891394,0.04234829650424714,0.9695,0.030984507746126936,0.030984507746126936,0.04699317008162585
