endpoint,module_label,model,n_valid_folds,mean_c_index,std_c_index,median_c_index,q25_c_index,q75_c_index,min_c_index,max_c_index,fraction_above_0_50,fraction_above_0_55,mean_train_module_original_proliferation_correlation,mean_train_module_disjoint_proliferation_correlation,mean_n_module_genes_used,mean_n_disjoint_proliferation_genes_used,mean_c_index__disjoint_proliferation_only,mean_c_index__module_only,mean_c_index__module_plus_disjoint_proliferation,mean_c_index__module_plus_original_proliferation,mean_c_index__original_proliferation_only,mean_c_index__residual_to_disjoint_proliferation,mean_c_index__residual_to_disjoint_proliferation_and_weight,mean_c_index__residual_to_original_proliferation,delta_disjoint_residual_vs_original_residual,delta_joint_module_vs_disjoint_proliferation_only
DFI,M24,module_plus_original_proliferation,100,0.628362028895247,0.06022918940638392,0.6212663508085281,0.5870443368979783,0.6788498405680863,0.4662698412698413,0.7430830039525692,0.97,0.92,0.38779163257458527,0.38779163257458527,7.0,251.0,0.607753071873709,0.6255148144248533,0.628362028895247,0.628362028895247,0.607753071873709,0.6068549770502143,0.5969496415832031,0.6068549770502143,0.0,0.020608957021537977
DFI,M24,original_proliferation_only,100,0.607753071873709,0.06119928484101079,0.6066388391969787,0.5688897411711049,0.6422630635832045,0.46184738955823296,0.7449908925318761,0.94,0.84,0.38779163257458527,0.38779163257458527,7.0,251.0,0.607753071873709,0.6255148144248533,0.628362028895247,0.628362028895247,0.607753071873709,0.6068549770502143,0.5969496415832031,0.6068549770502143,0.0,0.020608957021537977
DFI,M24,residual_to_disjoint_proliferation,100,0.6068549770502143,0.05826993838868729,0.6125243627269489,0.557806324110672,0.6491847298608864,0.484375,0.7490118577075099,0.96,0.8,0.38779163257458527,0.38779163257458527,7.0,251.0,0.607753071873709,0.6255148144248533,0.628362028895247,0.628362028895247,0.607753071873709,0.6068549770502143,0.5969496415832031,0.6068549770502143,0.0,0.020608957021537977
DFI,M24,residual_to_disjoint_proliferation_and_weight,100,0.5969496415832031,0.06009654786285968,0.6041754201680671,0.5482842700852671,0.6343510686068667,0.4829059829059829,0.7549407114624506,0.94,0.74,0.38779163257458527,0.38779163257458527,7.0,251.0,0.607753071873709,0.6255148144248533,0.628362028895247,0.628362028895247,0.607753071873709,0.6068549770502143,0.5969496415832031,0.6068549770502143,0.0,0.020608957021537977
DFI,M24,residual_to_original_proliferation,100,0.6068549770502143,0.05826993838868729,0.6125243627269489,0.557806324110672,0.6491847298608864,0.484375,0.7490118577075099,0.96,0.8,0.38779163257458527,0.38779163257458527,7.0,251.0,0.607753071873709,0.6255148144248533,0.628362028895247,0.628362028895247,0.607753071873709,0.6068549770502143,0.5969496415832031,0.6068549770502143,0.0,0.020608957021537977
DFI,M25,disjoint_proliferation_only,100,0.607753071873709,0.06119928484101079,0.6066388391969787,0.5688897411711049,0.6422630635832045,0.46184738955823296,0.7449908925318761,0.94,0.84,-0.27536576972541754,-0.27536576972541754,6.0,251.0,0.607753071873709,0.6300436675956381,0.6392596841696929,0.6392596841696929,0.607753071873709,0.6125023448411366,0.6017492842221205,0.6125023448411366,0.0,0.03150661229598395
DFI,M25,module_only,100,0.6300436675956381,0.05726113122219379,0.6253158433277879,0.5836773312524386,0.6756093739850135,0.5217391304347826,0.7439703153988868,1.0,0.93,-0.27536576972541754,-0.27536576972541754,6.0,251.0,0.607753071873709,0.6300436675956381,0.6392596841696929,0.6392596841696929,0.607753071873709,0.6125023448411366,0.6017492842221205,0.6125023448411366,0.0,0.03150661229598395
DFI,M25,module_plus_disjoint_proliferation,100,0.6392596841696929,0.05582201217149093,0.6351401365491314,0.5973691374348604,0.6802823782476661,0.49007936507936506,0.76592082616179,0.99,0.95,-0.27536576972541754,-0.27536576972541754,6.0,251.0,0.607753071873709,0.6300436675956381,0.6392596841696929,0.6392596841696929,0.607753071873709,0.6125023448411366,0.6017492842221205,0.6125023448411366,0.0,0.03150661229598395
DFI,M25,module_plus_original_proliferation,100,0.6392596841696929,0.05582201217149093,0.6351401365491314,0.5973691374348604,0.6802823782476661,0.49007936507936506,0.76592082616179,0.99,0.95,-0.27536576972541754,-0.27536576972541754,6.0,251.0,0.607753071873709,0.6300436675956381,0.6392596841696929,0.6392596841696929,0.607753071873709,0.6125023448411366,0.6017492842221205,0.6125023448411366,0.0,0.03150661229598395
DFI,M25,original_proliferation_only,100,0.607753071873709,0.06119928484101079,0.6066388391969787,0.5688897411711049,0.6422630635832045,0.46184738955823296,0.7449908925318761,0.94,0.84,-0.27536576972541754,-0.27536576972541754,6.0,251.0,0.607753071873709,0.6300436675956381,0.6392596841696929,0.6392596841696929,0.607753071873709,0.6125023448411366,0.6017492842221205,0.6125023448411366,0.0,0.03150661229598395
DFI,M25,residual_to_disjoint_proliferation,100,0.6125023448411366,0.06342153346028842,0.6082432375435833,0.5620314935305906,0.6611196551398306,0.49407114624505927,0.7528089887640449,0.98,0.8,-0.27536576972541754,-0.27536576972541754,6.0,251.0,0.607753071873709,0.6300436675956381,0.6392596841696929,0.6392596841696929,0.607753071873709,0.6125023448411366,0.6017492842221205,0.6125023448411366,0.0,0.03150661229598395
DFI,M25,residual_to_disjoint_proliferation_and_weight,100,0.6017492842221205,0.0658406491692251,0.6022753869108569,0.5522828844063293,0.6496371741045975,0.4640776699029126,0.7343453510436433,0.93,0.76,-0.27536576972541754,-0.27536576972541754,6.0,251.0,0.607753071873709,0.6300436675956381,0.6392596841696929,0.6392596841696929,0.607753071873709,0.6125023448411366,0.6017492842221205,0.6125023448411366,0.0,0.03150661229598395
DFI,M25,residual_to_original_proliferation,100,0.6125023448411366,0.06342153346028842,0.6082432375435833,0.5620314935305906,0.6611196551398306,0.49407114624505927,0.7528089887640449,0.98,0.8,-0.27536576972541754,-0.27536576972541754,6.0,251.0,0.607753071873709,0.6300436675956381,0.6392596841696929,0.6392596841696929,0.607753071873709,0.6125023448411366,0.6017492842221205,0.6125023448411366,0.0,0.03150661229598395
DFI,M27,disjoint_proliferation_only,100,0.607753071873709,0.06119928484101079,0.6066388391969787,0.5688897411711049,0.6422630635832045,0.46184738955823296,0.7449908925318761,0.94,0.84,0.2981390312195887,0.2981390312195887,8.0,251.0,0.607753071873709,0.6189451506236299,0.6325455696251953,0.6325455696251953,0.607753071873709,0.6000630098225764,0.5872163279931887,0.6000630098225764,0.0,0.024792497751486287
