endpoint,fold,method,method_c_index,method_n_genes,random_source,matched_random_panel_size,random_mean_c_index,random_median_c_index,random_q90_c_index,random_max_c_index,method_percentile_vs_random,method_minus_random_mean,method_minus_random_median
OS,3,conditional_cox_mb,0.5517241379310345,5,train_screen_top500,5,0.5407854406130268,0.5421455938697318,0.6074712643678162,0.657088122605364,0.54,0.010938697318007673,0.009578544061302652
OS,3,conditional_cox_mb_plus_clinical,0.5421455938697318,5,train_variance_top5000,5,0.5286781609195403,0.5335249042145593,0.6214559386973181,0.7241379310344828,0.57,0.013467432950191482,0.008620689655172487
OS,3,conditional_cox_mb_plus_clinical,0.5421455938697318,5,train_screen_top1000,5,0.531896551724138,0.5383141762452107,0.5963601532567051,0.685823754789272,0.57,0.010249042145593856,0.003831417624521105
OS,3,conditional_cox_mb_plus_clinical,0.5421455938697318,5,train_screen_top500,5,0.5407854406130268,0.5421455938697318,0.6074712643678162,0.657088122605364,0.51,0.0013601532567050212,0.0
OS,3,iamb_alpha0.10,0.5498084291187739,13,train_variance_top5000,12,0.5295019157088122,0.5373563218390804,0.5921455938697319,0.6513409961685823,0.59,0.0203065134099617,0.01245210727969348
OS,3,iamb_alpha0.10,0.5498084291187739,13,train_screen_top1000,12,0.5333524904214558,0.5383141762452107,0.5806513409961687,0.6168582375478927,0.6,0.016455938697318095,0.011494252873563204
OS,3,iamb_alpha0.10,0.5498084291187739,13,train_screen_top500,12,0.5350191570881225,0.5335249042145593,0.5940613026819924,0.6475095785440613,0.64,0.01478927203065139,0.016283524904214586
OS,3,gsmb_alpha0.10,0.5287356321839081,13,train_variance_top5000,12,0.5295019157088122,0.5373563218390804,0.5921455938697319,0.6513409961685823,0.45,-0.0007662835249041544,-0.008620689655172376
OS,3,gsmb_alpha0.10,0.5287356321839081,13,train_screen_top1000,12,0.5333524904214558,0.5383141762452107,0.5806513409961687,0.6168582375478927,0.4,-0.004616858237547761,-0.009578544061302652
OS,3,gsmb_alpha0.10,0.5287356321839081,13,train_screen_top500,12,0.5350191570881225,0.5335249042145593,0.5940613026819924,0.6475095785440613,0.45,-0.006283524904214466,-0.00478927203065127
OS,3,elastic_net_cox,0.4712643678160919,10,train_variance_top5000,10,0.532088122605364,0.5316091954022989,0.6149425287356322,0.6896551724137931,0.12,-0.0608237547892721,-0.06034482758620702
OS,3,elastic_net_cox,0.4712643678160919,10,train_screen_top1000,10,0.5265134099616858,0.5258620689655172,0.603448275862069,0.6494252873563219,0.14,-0.05524904214559395,-0.05459770114942536
OS,3,elastic_net_cox,0.4712643678160919,10,train_screen_top500,10,0.531992337164751,0.5277777777777778,0.5957854406130269,0.6685823754789272,0.08,-0.06072796934865915,-0.05651340996168591
OS,4,univariate_top10,0.4970414201183432,10,train_variance_top5000,10,0.5529191321499014,0.5493096646942801,0.6315581854043393,0.7199211045364892,0.19,-0.055877712031558224,-0.05226824457593693
OS,4,univariate_top10,0.4970414201183432,10,train_screen_top1000,10,0.5451282051282051,0.5424063116370809,0.6094674556213018,0.6745562130177515,0.22,-0.048086785009861965,-0.04536489151873768
OS,4,univariate_top10,0.4970414201183432,10,train_screen_top500,10,0.5529388560157791,0.5552268244575937,0.6254437869822486,0.6607495069033531,0.16,-0.0558974358974359,-0.05818540433925057
OS,4,conditional_cox_mb,0.5700197238658777,4,train_variance_top5000,4,0.5398224852071006,0.5384615384615384,0.6214990138067061,0.7238658777120316,0.65,0.030197238658777104,0.0315581854043393
OS,4,conditional_cox_mb,0.5700197238658777,4,train_screen_top1000,4,0.5539644970414201,0.5512820512820513,0.6218934911242604,0.6686390532544378,0.64,0.01605522682445759,0.018737672583826415
OS,4,conditional_cox_mb,0.5700197238658777,4,train_screen_top500,4,0.5680276134122287,0.5690335305719921,0.6313609467455622,0.6627218934911243,0.52,0.0019921104536489986,0.0009861932938856066
OS,4,conditional_cox_mb_plus_clinical,0.5660749506903353,4,train_variance_top5000,4,0.5398224852071006,0.5384615384615384,0.6214990138067061,0.7238658777120316,0.63,0.026252465483234677,0.027613412228796874
OS,4,conditional_cox_mb_plus_clinical,0.5660749506903353,4,train_screen_top1000,4,0.5539644970414201,0.5512820512820513,0.6218934911242604,0.6686390532544378,0.6,0.012110453648915165,0.014792899408283988
OS,4,conditional_cox_mb_plus_clinical,0.5660749506903353,4,train_screen_top500,4,0.5680276134122287,0.5690335305719921,0.6313609467455622,0.6627218934911243,0.49,-0.0019526627218934278,-0.00295857988165682
OS,4,iamb_alpha0.10,0.5680473372781065,13,train_variance_top5000,12,0.554240631163708,0.5512820512820513,0.6214990138067061,0.7199211045364892,0.6,0.013806706114398493,0.0167652859960552
OS,4,iamb_alpha0.10,0.5680473372781065,13,train_screen_top1000,12,0.5560946745562131,0.5571992110453649,0.6313609467455622,0.6627218934911243,0.57,0.011952662721893437,0.010848126232741673
OS,4,iamb_alpha0.10,0.5680473372781065,13,train_screen_top500,12,0.5516765285996056,0.5502958579881657,0.6195266272189349,0.6725838264299803,0.62,0.016370808678500937,0.017751479289940808
OS,4,gsmb_alpha0.10,0.5956607495069034,12,train_variance_top5000,12,0.554240631163708,0.5512820512820513,0.6214990138067061,0.7199211045364892,0.78,0.04142011834319537,0.044378698224852076
OS,4,gsmb_alpha0.10,0.5956607495069034,12,train_screen_top1000,12,0.5560946745562131,0.5571992110453649,0.6313609467455622,0.6627218934911243,0.69,0.03956607495069031,0.03846153846153855
OS,4,gsmb_alpha0.10,0.5956607495069034,12,train_screen_top500,12,0.5516765285996056,0.5502958579881657,0.6195266272189349,0.6725838264299803,0.83,0.04398422090729781,0.04536489151873768
OS,4,elastic_net_cox,0.5069033530571992,25,train_variance_top5000,25,0.5616962524654832,0.5581854043392505,0.6376725838264301,0.7238658777120316,0.16,-0.05479289940828391,-0.05128205128205121
OS,4,elastic_net_cox,0.5069033530571992,25,train_screen_top1000,25,0.5407100591715978,0.5443786982248521,0.6041420118343196,0.6469428007889546,0.3,-0.03380670611439851,-0.03747534516765283
OS,4,elastic_net_cox,0.5069033530571992,25,train_screen_top500,25,0.5462721893491124,0.5502958579881657,0.6094674556213018,0.6765285996055227,0.23,-0.03936883629191312,-0.04339250493096647
OS,5,univariate_top10,0.5419501133786848,10,train_variance_top5000,10,0.5403854875283448,0.5408163265306123,0.6126984126984127,0.7233560090702947,0.51,0.0015646258503400068,0.0011337868480725266
OS,5,univariate_top10,0.5419501133786848,10,train_screen_top1000,10,0.5400907029478459,0.5385487528344671,0.5941043083900227,0.6281179138321995,0.53,0.0018594104308389259,0.003401360544217691
OS,5,univariate_top10,0.5419501133786848,10,train_screen_top500,10,0.5587074829931973,0.5555555555555556,0.6151927437641724,0.6462585034013606,0.36,-0.016757369614512463,-0.013605442176870763
OS,5,conditional_cox_mb,0.5374149659863946,4,train_variance_top5000,4,0.528344671201814,0.5294784580498866,0.5970521541950113,0.655328798185941,0.55,0.009070294784580546,0.00793650793650802
OS,5,conditional_cox_mb,0.5374149659863946,4,train_screen_top1000,4,0.5515192743764173,0.5487528344671202,0.6122448979591837,0.6643990929705216,0.35,-0.014104308390022746,-0.0113378684807256
OS,5,conditional_cox_mb,0.5374149659863946,4,train_screen_top500,4,0.5530839002267574,0.5555555555555556,0.6151927437641724,0.6643990929705216,0.41,-0.015668934240362753,-0.01814058956916098
OS,5,conditional_cox_mb_plus_clinical,0.54421768707483,4,train_variance_top5000,4,0.528344671201814,0.5294784580498866,0.5970521541950113,0.655328798185941,0.6,0.015873015873015928,0.014739229024943401
OS,5,conditional_cox_mb_plus_clinical,0.54421768707483,4,train_screen_top1000,4,0.5515192743764173,0.5487528344671202,0.6122448979591837,0.6643990929705216,0.45,-0.0073015873015873645,-0.0045351473922902175
OS,5,conditional_cox_mb_plus_clinical,0.54421768707483,4,train_screen_top500,4,0.5530839002267574,0.5555555555555556,0.6151927437641724,0.6643990929705216,0.47,-0.008866213151927371,-0.0113378684807256
OS,5,iamb_alpha0.10,0.5918367346938775,7,train_variance_top5000,7,0.5416099773242631,0.5396825396825397,0.6034013605442177,0.6938775510204082,0.86,0.05022675736961446,0.05215419501133789
OS,5,iamb_alpha0.10,0.5918367346938775,7,train_screen_top1000,7,0.54702947845805,0.5487528344671202,0.6077097505668935,0.6507936507936508,0.85,0.0448072562358276,0.04308390022675734
OS,5,iamb_alpha0.10,0.5918367346938775,7,train_screen_top500,7,0.5480498866213153,0.5510204081632653,0.6013605442176871,0.6485260770975056,0.85,0.04378684807256228,0.04081632653061229
OS,5,gsmb_alpha0.10,0.5918367346938775,7,train_variance_top5000,7,0.5416099773242631,0.5396825396825397,0.6034013605442177,0.6938775510204082,0.86,0.05022675736961446,0.05215419501133789
OS,5,gsmb_alpha0.10,0.5918367346938775,7,train_screen_top1000,7,0.54702947845805,0.5487528344671202,0.6077097505668935,0.6507936507936508,0.85,0.0448072562358276,0.04308390022675734
OS,5,gsmb_alpha0.10,0.5918367346938775,7,train_screen_top500,7,0.5480498866213153,0.5510204081632653,0.6013605442176871,0.6485260770975056,0.85,0.04378684807256228,0.04081632653061229
OS,5,elastic_net_cox,0.5873015873015873,10,train_variance_top5000,10,0.5403854875283448,0.5408163265306123,0.6126984126984127,0.7233560090702947,0.81,0.046916099773242514,0.046485260770975034
OS,5,elastic_net_cox,0.5873015873015873,10,train_screen_top1000,10,0.5400907029478459,0.5385487528344671,0.5941043083900227,0.6281179138321995,0.88,0.047210884353741434,0.0487528344671202
OS,5,elastic_net_cox,0.5873015873015873,10,train_screen_top500,10,0.5587074829931973,0.5555555555555556,0.6151927437641724,0.6462585034013606,0.77,0.028594104308390045,0.031746031746031744
