endpoint,fold,method,method_c_index,method_n_genes,random_source,matched_random_panel_size,random_mean_c_index,random_median_c_index,random_q90_c_index,random_max_c_index,method_percentile_vs_random,method_minus_random_mean,method_minus_random_median
DFI,3,conditional_cox_mb_plus_clinical,0.5870841487279843,6,train_variance_top5000,6,0.5738943248532289,0.5841487279843445,0.6422700587084149,0.7162426614481409,0.53,0.013189823874755424,0.0029354207436398383
DFI,3,conditional_cox_mb_plus_clinical,0.5870841487279843,6,train_screen_top1000,6,0.6158904109589041,0.6144814090019569,0.6716242661448142,0.7592954990215264,0.28,-0.028806262230919755,-0.0273972602739726
DFI,3,conditional_cox_mb_plus_clinical,0.5870841487279843,6,train_screen_top500,6,0.6213111545988259,0.62426614481409,0.6829745596868885,0.7221135029354208,0.25,-0.0342270058708416,-0.03718199608610573
DFI,3,iamb_alpha0.10,0.5088062622309197,10,train_variance_top5000,10,0.5910958904109589,0.595890410958904,0.6790606653620352,0.7475538160469667,0.13,-0.08228962818003915,-0.08708414872798431
DFI,3,iamb_alpha0.10,0.5088062622309197,10,train_screen_top1000,10,0.6165949119373777,0.6213307240704501,0.6810176125244618,0.7416829745596869,0.01,-0.10778864970645796,-0.11252446183953035
DFI,3,iamb_alpha0.10,0.5088062622309197,10,train_screen_top500,10,0.6220547945205479,0.6223091976516634,0.6870841487279844,0.7318982387475538,0.02,-0.11324853228962817,-0.11350293542074363
DFI,3,gsmb_alpha0.10,0.5264187866927593,12,train_variance_top5000,12,0.5885714285714285,0.5949119373776908,0.6596868884540118,0.7651663405088063,0.14,-0.0621526418786692,-0.06849315068493145
DFI,3,gsmb_alpha0.10,0.5264187866927593,12,train_screen_top1000,12,0.6172994129158513,0.6193737769080234,0.6753424657534247,0.7240704500978473,0.03,-0.09088062622309201,-0.0929549902152641
DFI,3,gsmb_alpha0.10,0.5264187866927593,12,train_screen_top500,12,0.6220352250489236,0.6223091976516634,0.6812133072407045,0.7592954990215264,0.03,-0.09561643835616429,-0.09589041095890405
DFI,3,elastic_net_cox,0.649706457925636,25,train_variance_top5000,25,0.5920939334637965,0.5919765166340509,0.6655577299412916,0.735812133072407,0.83,0.05761252446183951,0.05772994129158504
