endpoint,module_label,contrast,model_a,model_b,mean_repeat_c_index_a,mean_repeat_c_index_b,n_repeats,n_fold_pairs,mean_delta_c_index,median_delta_c_index,std_delta_c_index,bootstrap_repeat_mean_ci_low,bootstrap_repeat_mean_ci_high,fraction_repeat_deltas_positive,wilcoxon_repeat_p_two_sided,wilcoxon_repeat_p_greater,sign_repeat_p_two_sided,sign_repeat_p_greater,corrected_t,corrected_t_df,corrected_t_p_two_sided,corrected_standard_error,correction_factor,wilcoxon_repeat_p_two_sided_bh_q,wilcoxon_repeat_p_greater_bh_q,corrected_t_p_two_sided_bh_q,descriptive_support
DFI,M27,module_vs_disjoint_proliferation,module_only,disjoint_proliferation_only,0.6189451506236299,0.6077530718737091,20,100,0.011192078749920892,0.011364414427023517,0.011683543311856032,0.0062313470794550345,0.01614086596540451,0.8,0.0003223419189453125,0.00016117095947265625,0.01181793212890625,0.005908966064453125,0.32564883577700604,99.0,0.7453773450519079,0.03436855139744727,0.26,0.0004251176032467165,0.0003259234958224826,0.8178445869319545,moderate_descriptive_support
DFI,M27,joint_model_vs_module_only,module_plus_disjoint_proliferation,module_only,0.6325455696251951,0.6189451506236299,20,100,0.013600419001565296,0.013867873378851814,0.009337894880718447,0.009637452738855978,0.01751755362158592,0.9,2.6702880859375e-05,1.33514404296875e-05,0.0004024505615234375,0.00020122528076171875,0.731464974608697,99.0,0.46622306097434607,0.018593397460816157,0.26,3.7384033203125e-05,2.963368485613567e-05,0.603797078966776,moderate_descriptive_support
DFI,M27,disjoint_residual_vs_module_only,residual_to_disjoint_proliferation,module_only,0.6000630098225764,0.6189451506236299,20,100,-0.018882140801053493,-0.018329133423821697,0.004615681815710485,-0.020885717126404277,-0.016969533903108038,0.0,1.9073486328125e-06,1.0,1.9073486328125e-06,1.0,-1.7684302921966013,99.0,0.08006922952010528,0.010677345261712073,0.26,2.9925642342403016e-06,1.0,0.21084897106961056,no_consistent_positive_support
DFI,M27,disjoint_residual_vs_original_residual,residual_to_disjoint_proliferation,residual_to_original_proliferation,0.6000630098225764,0.6000630098225764,20,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,1.0,,no_consistent_positive_support
DFI,M27,weight_adjusted_residual_vs_unadjusted_residual,residual_to_disjoint_proliferation_and_weight,residual_to_disjoint_proliferation,0.5872163279931888,0.6000630098225764,20,100,-0.012846681829387746,-0.01192381971565415,0.005659226808154643,-0.015473669235260324,-0.0105627959961829,0.0,1.9073486328125e-06,1.0,1.9073486328125e-06,1.0,-1.3053422733913,99.0,0.19480190687520318,0.009841619390760923,0.26,2.9925642342403016e-06,1.0,0.34198556984757894,no_consistent_positive_support
DFI,M27,disjoint_residual_above_chance,residual_to_disjoint_proliferation,chance_0.50,0.6000630098225764,0.5,20,100,0.1000630098225764,0.09995243033028228,0.010325192442689207,0.09552456710854894,0.1043283120609402,1.0,1.9073486328125e-06,9.5367431640625e-07,1.9073486328125e-06,9.5367431640625e-07,3.7430490354987063,99.0,0.00030517330650225457,0.026733021361352402,0.26,2.9925642342403016e-06,2.47955322265625e-06,0.004018115202279685,strong_descriptive_support
DFI,M28,incremental_module_beyond_disjoint_proliferation,module_plus_disjoint_proliferation,disjoint_proliferation_only,0.6445324445280587,0.6077530718737091,20,100,0.036779372654349704,0.03653805499935514,0.007752820409017622,0.03353374488982027,0.040087964094766636,1.0,1.9073486328125e-06,9.5367431640625e-07,1.9073486328125e-06,9.5367431640625e-07,1.636529026994398,99.0,0.1049041395952102,0.02247401179427758,0.26,2.9925642342403016e-06,2.47955322265625e-06,0.2511341523642911,strong_descriptive_support
DFI,M28,module_vs_disjoint_proliferation,module_only,disjoint_proliferation_only,0.6348602013448914,0.6077530718737091,20,100,0.027107129471182247,0.02587370207596218,0.009840906405489685,0.022858526901956812,0.031083896409399753,1.0,1.9073486328125e-06,9.5367431640625e-07,1.9073486328125e-06,9.5367431640625e-07,0.9080102545311478,99.0,0.36607783951489903,0.0298533296688142,0.26,2.9925642342403016e-06,2.47955322265625e-06,0.5456631947486231,strong_descriptive_support
DFI,M28,joint_model_vs_module_only,module_plus_disjoint_proliferation,module_only,0.6445324445280587,0.6348602013448914,20,100,0.009672243183167461,0.008900789067440629,0.007900652588641262,0.006394346806031977,0.01307841329700116,0.85,3.62396240234375e-05,1.811981201171875e-05,0.0025768280029296875,0.0012884140014648438,0.8068321489704823,99.0,0.42169728813305185,0.01198792486827557,0.26,4.996675433534564e-05,3.925959269205729e-05,0.5817488111643591,weak_positive_descriptive_support
DFI,M28,disjoint_residual_vs_module_only,residual_to_disjoint_proliferation,module_only,0.6085714110998217,0.6348602013448914,20,100,-0.02628879024506947,-0.02503504820724467,0.007944055193209084,-0.02973162662443954,-0.02304513548103349,0.0,1.9073486328125e-06,1.0,1.9073486328125e-06,1.0,-1.5847414894478529,99.0,0.11621435335902161,0.016588693121317125,0.26,2.9925642342403016e-06,1.0,0.2630367239352619,no_consistent_positive_support
DFI,M28,disjoint_residual_vs_original_residual,residual_to_disjoint_proliferation,residual_to_original_proliferation,0.6085714110998217,0.6085714110998217,20,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,1.0,,no_consistent_positive_support
DFI,M28,weight_adjusted_residual_vs_unadjusted_residual,residual_to_disjoint_proliferation_and_weight,residual_to_disjoint_proliferation,0.5982287474207981,0.6085714110998217,20,100,-0.010342663679023667,-0.010204501969318103,0.0037591325340131454,-0.011884951837256665,-0.008718285455686188,0.0,1.9073486328125e-06,1.0,1.9073486328125e-06,1.0,-1.1296073681829941,99.0,0.2613712710487353,0.009155981069475624,0.26,2.9925642342403016e-06,1.0,0.4162983471447286,no_consistent_positive_support
DFI,M28,disjoint_residual_above_chance,residual_to_disjoint_proliferation,chance_0.50,0.6085714110998217,0.5,20,100,0.1085714110998218,0.10846181553931267,0.005777709226185394,0.10614240333705137,0.11105972320069935,1.0,1.9073486328125e-06,9.5367431640625e-07,1.9073486328125e-06,9.5367431640625e-07,3.653969962003342,99.0,0.00041524711980627595,0.029713274117966742,0.26,2.9925642342403016e-06,2.47955322265625e-06,0.0046863603520994,strong_descriptive_support
DFI,M30,incremental_module_beyond_disjoint_proliferation,module_plus_disjoint_proliferation,disjoint_proliferation_only,0.6205184463820942,0.6077530718737091,20,100,0.012765374508385153,0.01274926270184018,0.006646134121704392,0.009953091325921218,0.015661057414431277,1.0,1.9073486328125e-06,9.5367431640625e-07,1.9073486328125e-06,9.5367431640625e-07,0.7529888845148732,99.0,0.4532434733850803,0.016952938842662302,0.26,2.9925642342403016e-06,2.47955322265625e-06,0.5967705732903557,moderate_descriptive_support
DFI,M30,module_vs_disjoint_proliferation,module_only,disjoint_proliferation_only,0.578737811849541,0.6077530718737091,20,100,-0.029015260024167953,-0.026978282513316687,0.008105394171104587,-0.03266501827184604,-0.025734494127527884,0.0,1.9073486328125e-06,1.0,1.9073486328125e-06,1.0,-0.7861633789551058,99.0,0.43364948218306176,0.036907417466751365,0.26,2.9925642342403016e-06,1.0,0.5817488111643591,no_consistent_positive_support
