gene,gene_symbol_clean,univariate_candidate_rank,univariate_candidate_source,in_univariate_candidate_set,dfi_univ_rank,dfi_univ_coef,dfi_univ_hr_per_sd,dfi_univ_p,dfi_univ_q,dfi_univ_c_index,os_univ_rank,os_univ_coef,os_univ_hr_per_sd,os_univ_p,os_univ_q,os_univ_c_index,dfi_full_conditional_selected,dfi_full_conditional_rank,dfi_full_conditional_coef,dfi_full_conditional_hr_per_sd,dfi_full_conditional_p,dfi_full_conditional_c_index,os_full_conditional_selected,os_full_conditional_rank,os_full_conditional_coef,os_full_conditional_hr_per_sd,os_full_conditional_p,os_full_conditional_c_index,dfi_true_mb_n_configs,dfi_true_mb_algorithms,dfi_true_mb_alphas,dfi_true_mb_mean_rank,os_true_mb_n_configs,os_true_mb_algorithms,os_true_mb_alphas,os_true_mb_mean_rank,nested_dfi_conditional_selected_folds,nested_dfi_conditional_selection_frequency,nested_dfi_conditional_mean_rank,nested_dfi_conditional_plus_clinical_selected_folds,nested_dfi_conditional_plus_clinical_selection_frequency,nested_dfi_conditional_plus_clinical_mean_rank,nested_dfi_elasticnet_selected_folds,nested_dfi_elasticnet_selection_frequency,nested_dfi_elasticnet_mean_rank,nested_dfi_gsmb_selected_folds,nested_dfi_gsmb_selection_frequency,nested_dfi_gsmb_mean_rank,nested_dfi_iamb_selected_folds,nested_dfi_iamb_selection_frequency,nested_dfi_iamb_mean_rank,nested_dfi_univtop10_selected_folds,nested_dfi_univtop10_selection_frequency,nested_dfi_univtop10_mean_rank,nested_os_conditional_selected_folds,nested_os_conditional_selection_frequency,nested_os_conditional_mean_rank,nested_os_conditional_plus_clinical_selected_folds,nested_os_conditional_plus_clinical_selection_frequency,nested_os_conditional_plus_clinical_mean_rank,nested_os_elasticnet_selected_folds,nested_os_elasticnet_selection_frequency,nested_os_elasticnet_mean_rank,nested_os_gsmb_selected_folds,nested_os_gsmb_selection_frequency,nested_os_gsmb_mean_rank,nested_os_iamb_selected_folds,nested_os_iamb_selection_frequency,nested_os_iamb_mean_rank,nested_os_univtop10_selected_folds,nested_os_univtop10_selection_frequency,nested_os_univtop10_mean_rank,nested_any_max_selection_frequency,nested_any_total_selected_folds,dfi_os_both_univariate_available,dfi_os_same_direction,dfi_os_both_nominal_p05,dfi_os_both_fdr_q10,combined_univ_rank_score,rna_evidence_priority_score,rna_evidence_tier,gene_symbol_clean_upper,external_gene_name_upper,dog_ensembl_gene_id,dog_external_gene_name,dog_gene_biotype,human_ensembl_gene_id,human_gene_symbol,dog_human_orthology_type,dog_human_orthology_confidence,dog_human_orthology_confidence_numeric,dog_human_perc_id,human_dog_perc_id,has_human_homolog,is_one_to_one_ortholog,ortholog_mapping_status
LOC119876002_2,LOC119876002,,,False,1496.0,-0.1416625793235,0.8679140592332958,0.0559945560439763,0.1870493755722381,0.5687862130441242,1408.0,-0.1351685764331278,0.8735686361900129,0.0930758486819516,0.3304885342393106,0.5647237546973695,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2904.0,1.0,low_rna_evidence,LOC119876002,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
MGAT3_3,MGAT3,,,False,1501.0,0.1613190088837563,1.1750597635327822,0.0563699443262982,0.1877746313334385,0.5292675679690982,1813.0,0.1253588044966744,1.133555104777055,0.1507636065139075,0.4156114556666124,0.5311425601663069,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3314.0,1.0,low_rna_evidence,MGAT3,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC100686271_3,LOC100686271,,,False,1505.0,-0.1571809569303385,0.8545494081878272,0.0568668090484694,0.1889262759085365,0.5461669885603923,386.0,-0.2451183259782436,0.7826119294408265,0.0081197781181735,0.1051784730333363,0.5929079715359399,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,1891.0,1.0,low_rna_evidence,LOC100686271,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC111096211_3,LOC111096211,,,False,1509.0,-0.1753549214833306,0.8391591323048385,0.0573347741619494,0.1899075434049231,0.540670034170257,1982.0,-0.1290642677005157,0.878917477725195,0.1788406034359491,0.4510343461303126,0.5390981050611657,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3491.0,1.0,low_rna_evidence,LOC111096211,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119866054_2,LOC119866054,,,False,1520.0,-0.1767957230455873,0.8379509411069224,0.0584349235398182,0.1922201432230862,0.5742460258505423,2696.0,-0.0883604788462258,0.9154308237911898,0.311079958380802,0.5763051612266249,0.5620452546573919,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4216.0,1.0,low_rna_evidence,LOC119866054,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119877838,LOC119877838,,,False,1526.0,-0.1550991157106025,0.8563302974912663,0.059488025498504,0.1949148935075493,0.5363244688753529,3047.0,-0.0774913920928151,0.9254349904208546,0.3916428584320761,0.6426696068790222,0.5057167985927881,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4573.0,1.0,low_rna_evidence,LOC119877838,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119876868_1,LOC119876868,,,False,1527.0,-0.1524896539517187,0.8585677766941143,0.0596080791402018,0.1951803508192596,0.5668548506908334,1787.0,-0.1241131789821185,0.8832798665091414,0.1461629154287193,0.4083797829663818,0.5624050531702247,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3314.0,1.0,low_rna_evidence,LOC119876868,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
PLXNA2_3,PLXNA2,,,False,1529.0,-0.1458553035476816,0.8642827527854358,0.0599338070386815,0.1958644697848419,0.5463526964789779,2676.0,-0.08654750170953,0.9170919843129692,0.3078340426924744,0.5751757150457294,0.5148316942512193,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4205.0,1.0,low_rna_evidence,PLXNA2,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119878467,LOC119878467,,,False,1528.0,-0.1815537173599737,0.8339734452484531,0.0598874494718566,0.1958644697848419,0.5739860347645224,3112.0,-0.078783774726067,0.9242397468334218,0.4075581909495025,0.6546433594495096,0.5628847845206685,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4640.0,1.0,low_rna_evidence,LOC119878467,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
CXCL16_3,CXCL16,,,False,1538.0,-0.1430140446887159,0.8667418956898827,0.0604109949674725,0.1963946520398976,0.587059872232952,1407.0,-0.137796352903879,0.8712761065291967,0.0929930449028955,0.3304656890650161,0.592548173023107,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2945.0,1.0,low_rna_evidence,CXCL16,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119869117_1,LOC119869117,,,False,1534.0,-0.1932301658199722,0.8242922284068068,0.0602577534435481,0.1963946520398976,0.5512182439459219,2345.0,-0.1072157067128765,0.8983318758733706,0.2403338018279313,0.5122238793495303,0.5390981050611657,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3879.0,1.0,low_rna_evidence,LOC119869117,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC102154711_3,LOC102154711,,,False,1535.0,-0.1709713749721776,0.8428456996079139,0.0603079895340218,0.1963946520398976,0.5452755905511811,3045.0,-0.0777448516336101,0.925200459816412,0.3913627633394454,0.6426317953028661,0.5218677540577277,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4580.0,1.0,low_rna_evidence,LOC102154711,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
MNDA_3,MNDA,,,False,1543.0,-0.1513253823176472,0.859567964934864,0.0608084798449022,0.1970462729906099,0.5694547615510326,1409.0,-0.1469045922949799,0.8633763462427102,0.0931316689486377,0.3304885342393106,0.5660030382985528,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2952.0,1.0,low_rna_evidence,MNDA,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC102155629_3,LOC102155629,,,False,1551.0,-0.1671131506105105,0.8461038687513198,0.0618709128331662,0.1993767479771759,0.5783316000594265,1220.0,-0.1791725818992892,0.8359616151036975,0.0709261234923276,0.290667482820917,0.5863116654673383,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2771.0,1.0,low_rna_evidence,LOC102155629,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119878344,LOC119878344,,,False,1554.0,-0.177494987109238,0.8373651969454929,0.0620654823079492,0.1996958890217158,0.5383301143960778,2077.0,-0.1283594549317618,0.8795371683434537,0.1941816926009671,0.4670976934682102,0.4994003358119453,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3631.0,1.0,low_rna_evidence,LOC119878344,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119879508,LOC119879508,,,False,1553.0,-0.177494987109238,0.8373651969454929,0.0620654823079492,0.1996958890217158,0.5383301143960778,2078.0,-0.1283594549317618,0.8795371683434537,0.1941816926009671,0.4670976934682102,0.4994003358119453,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3631.0,1.0,low_rna_evidence,LOC119879508,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
H19_3,H19,,,False,1556.0,0.1496679581548801,1.1614485291826666,0.0621702639514489,0.1997759124403886,0.5584608527707622,1434.0,0.1434435883245551,1.15424169626256,0.0961922227190123,0.3352477461231317,0.5565683217398257,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2990.0,1.0,low_rna_evidence,H19,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
FOXG1_3,FOXG1,,,False,1557.0,0.1514355184141257,1.1635032748544405,0.0622703039005714,0.1998786335880377,0.5498068637646709,1054.0,0.1701624727133113,1.185497446660981,0.0508316851933482,0.2411370265339102,0.5531702246741824,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2611.0,1.0,low_rna_evidence,FOXG1,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC479911_3,LOC479911,,,False,1560.0,0.1591406616903326,1.1725028613162527,0.0624028766701574,0.1998786335880377,0.5722032387461001,3962.0,0.0396315412307689,1.040427348978056,0.6492728407035457,0.8188131353355609,0.5266650675621651,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5522.0,1.0,low_rna_evidence,LOC479911,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC100856382_3,LOC100856382,,,False,1570.0,-0.1532819561342348,0.8578878009794938,0.0634423361471416,0.2020456565195595,0.5343188233546279,936.0,-0.1852136457027475,0.8309267409596589,0.03973868559711,0.2120991314181704,0.5475333813064683,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2506.0,1.0,low_rna_evidence,LOC100856382,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119878087,LOC119878087,,,False,1573.0,-0.1522180354230192,0.858801011284393,0.0641486746955045,0.2039055139717245,0.5551552518199376,1501.0,-0.1474124384938597,0.8629379951639539,0.1051119405819623,0.3501397088006741,0.5375789557847606,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3074.0,1.0,low_rna_evidence,LOC119878087,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119878465,LOC119878465,,,False,1582.0,-0.1732187256909129,0.8409536565575986,0.0648792875996737,0.2050546384313329,0.5751002822760363,2982.0,-0.0813247423902991,0.9218942646818424,0.3741508116346402,0.6271704961597557,0.5651235308227393,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4564.0,1.0,low_rna_evidence,LOC119878465,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
STMN3_3,STMN3,,,False,1583.0,0.149217262848373,1.1609251877244426,0.0650736902754176,0.2051889436796012,0.5485811915020057,1438.0,0.140577524627117,1.150938302169039,0.0965783664936442,0.3356606717099068,0.5568881426401215,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3021.0,1.0,low_rna_evidence,STMN3,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC480788_2,LOC480788,,,False,1586.0,-0.1514039893082733,0.8595003995394928,0.0651384186570204,0.2051889436796012,0.5774402020502154,2270.0,-0.1052767302907049,0.900075409989492,0.2268267536022723,0.4994314819463122,0.5777564563844247,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3856.0,1.0,low_rna_evidence,LOC480788,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
IPCEF1_3,IPCEF1,,,False,1596.0,-0.1562818610927107,0.8553180755047879,0.0656648608841213,0.2054900962824493,0.52807903729015,1548.0,-0.1469730073144476,0.8633172803536941,0.1123535725899392,0.3627845231525917,0.5372991124970017,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3144.0,1.0,low_rna_evidence,IPCEF1,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119870872_3,LOC119870872,,,False,1597.0,-0.1458827072039694,0.864259068602461,0.0656916598332802,0.2054900962824493,0.5546724112316149,1562.0,-0.1405965614601341,0.8688397644457875,0.1142853941624733,0.3656409097954863,0.5557687694890862,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3159.0,1.0,low_rna_evidence,LOC119870872,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
SECTM1_3,SECTM1,,,False,1612.0,-0.154496245267187,0.8568467093665122,0.0669029524561392,0.2075153612163129,0.5760659634526816,1602.0,-0.1408224891464016,0.868643491660632,0.1192846889491853,0.3721920442656225,0.5821939713760295,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3214.0,1.0,low_rna_evidence,SECTM1,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC489082_2,LOC489082,,,False,1615.0,-0.1543025018073764,0.8570127338950762,0.0670372485314641,0.2075456610881243,0.5178651017679394,3235.0,-0.0672293276211297,0.9349807598355816,0.4386034524270921,0.677540522358747,0.5041976493163828,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4850.0,1.0,low_rna_evidence,LOC489082,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC111094576_3,LOC111094576,,,False,1619.0,-0.1585041344719195,0.8534194353449488,0.0674108635509843,0.2081867311642507,0.5431956618630218,2592.0,-0.0953175584183728,0.9090842012847036,0.2915360029389182,0.5623765488790861,0.5252258735108339,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4211.0,1.0,low_rna_evidence,LOC111094576,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
S100A6_3,S100A6,,,False,1621.0,-0.1613432260685456,0.8509999356135274,0.0681742029909939,0.2101644606866296,0.5491011736740454,1712.0,-0.1365655499689202,0.8723491359266794,0.135410531700347,0.3954746837042844,0.5423362916766611,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3333.0,1.0,low_rna_evidence,S100A6,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC102151393_3,LOC102151393,,,False,1623.0,-0.1512783483997649,0.8596083947347195,0.0682503958075928,0.2101644606866296,0.5111053335314217,1840.0,-0.1282511322960572,0.8796324472880689,0.1545552084309104,0.4199869794318218,0.4996801790997042,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3463.0,1.0,low_rna_evidence,LOC102151393,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
SLC7A7_3,SLC7A7,,,False,1629.0,-0.1401829442995854,0.8691992058125636,0.068859087232971,0.2113538589102857,0.5539295795572723,559.0,-0.2001635075812286,0.8185968953365446,0.0152087684621517,0.1360354960836467,0.5860717997921164,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2188.0,1.0,low_rna_evidence,SLC7A7,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119870962_3,LOC119870962,,,False,1632.0,0.1438118561026025,1.154666844566778,0.069321046131577,0.2123806560403707,0.5628435596493835,1379.0,0.1458339141531943,1.157004010101444,0.0885792325042853,0.3209425980253033,0.5573678739905653,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3011.0,1.0,low_rna_evidence,LOC119870962,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC102156498_3,LOC102156498,,,False,1639.0,0.1462611422486636,1.1574984203265792,0.0706114333416809,0.2154101078147679,0.5392586539890061,3510.0,0.0566129608432049,1.058246148426034,0.5155528894383068,0.7344058254106934,0.5093547613336532,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5149.0,1.0,low_rna_evidence,LOC102156498,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC609053_3,LOC609053,,,False,1641.0,-0.1499838861984221,0.8607218458143504,0.0708914921522086,0.2160008901651695,0.5738003268459367,2171.0,-0.1105934114957588,0.895302694719419,0.2103255599790195,0.4840829405289504,0.5762373071080195,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3812.0,1.0,low_rna_evidence,LOC609053,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
TMSB4X_3,TMSB4X,,,False,1645.0,-0.1589896810509354,0.8530051610405259,0.0711696910895032,0.2163212495121679,0.547541227157926,1894.0,-0.1305750458825796,0.8775906309139916,0.1633632241719532,0.4311544150189254,0.534820500519709,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3539.0,1.0,low_rna_evidence,TMSB4X,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119869103_2,LOC119869103,,,False,1647.0,-0.1589130953996241,0.8530704914980121,0.0714531854009906,0.2169192027959643,0.5715718318229089,2797.0,-0.0844004502554141,0.9190631433241316,0.3289346078379257,0.5880132424703713,0.5550491724634204,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4444.0,1.0,low_rna_evidence,LOC119869103,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119876966,LOC119876966,,,False,1654.0,0.1485066263048162,1.160100484928389,0.0723591742291413,0.2186808609983693,0.5516639429505275,1454.0,0.1418087465082026,1.15235623530648,0.0984870921742614,0.3386763829926458,0.5412568961381626,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3108.0,1.0,low_rna_evidence,LOC119876966,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119875780_3,LOC119875780,,,False,1650.0,-0.149292220433876,0.8613173835806972,0.0722915319479974,0.2186808609983693,0.5283761699598871,3125.0,-0.0667346038572211,0.93544343147416,0.411144134137848,0.6577445710449594,0.5266250899496282,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4775.0,1.0,low_rna_evidence,LOC119875780,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
CD22_3,CD22,,,False,1662.0,-0.1516066486422828,0.8593262314099359,0.0732565817066309,0.2203472537715152,0.5589808349428019,1962.0,-0.1269709065765075,0.8807592965276201,0.176187786247363,0.4489852899557698,0.5684016950507715,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3624.0,1.0,low_rna_evidence,CD22,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119878577,LOC119878577,,,False,1664.0,-0.1458022902956815,0.8643285724393223,0.0733470929080738,0.2203939089785874,0.5326845936710741,1052.0,-0.1752376663126076,0.8392575338210913,0.0505550048627177,0.240280441362727,0.5436555528903814,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2716.0,1.0,low_rna_evidence,LOC119878577,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
