gene,gene_symbol_clean,univariate_candidate_rank,univariate_candidate_source,in_univariate_candidate_set,dfi_univ_rank,dfi_univ_coef,dfi_univ_hr_per_sd,dfi_univ_p,dfi_univ_q,dfi_univ_c_index,os_univ_rank,os_univ_coef,os_univ_hr_per_sd,os_univ_p,os_univ_q,os_univ_c_index,dfi_full_conditional_selected,dfi_full_conditional_rank,dfi_full_conditional_coef,dfi_full_conditional_hr_per_sd,dfi_full_conditional_p,dfi_full_conditional_c_index,os_full_conditional_selected,os_full_conditional_rank,os_full_conditional_coef,os_full_conditional_hr_per_sd,os_full_conditional_p,os_full_conditional_c_index,dfi_true_mb_n_configs,dfi_true_mb_algorithms,dfi_true_mb_alphas,dfi_true_mb_mean_rank,os_true_mb_n_configs,os_true_mb_algorithms,os_true_mb_alphas,os_true_mb_mean_rank,nested_dfi_conditional_selected_folds,nested_dfi_conditional_selection_frequency,nested_dfi_conditional_mean_rank,nested_dfi_conditional_plus_clinical_selected_folds,nested_dfi_conditional_plus_clinical_selection_frequency,nested_dfi_conditional_plus_clinical_mean_rank,nested_dfi_elasticnet_selected_folds,nested_dfi_elasticnet_selection_frequency,nested_dfi_elasticnet_mean_rank,nested_dfi_gsmb_selected_folds,nested_dfi_gsmb_selection_frequency,nested_dfi_gsmb_mean_rank,nested_dfi_iamb_selected_folds,nested_dfi_iamb_selection_frequency,nested_dfi_iamb_mean_rank,nested_dfi_univtop10_selected_folds,nested_dfi_univtop10_selection_frequency,nested_dfi_univtop10_mean_rank,nested_os_conditional_selected_folds,nested_os_conditional_selection_frequency,nested_os_conditional_mean_rank,nested_os_conditional_plus_clinical_selected_folds,nested_os_conditional_plus_clinical_selection_frequency,nested_os_conditional_plus_clinical_mean_rank,nested_os_elasticnet_selected_folds,nested_os_elasticnet_selection_frequency,nested_os_elasticnet_mean_rank,nested_os_gsmb_selected_folds,nested_os_gsmb_selection_frequency,nested_os_gsmb_mean_rank,nested_os_iamb_selected_folds,nested_os_iamb_selection_frequency,nested_os_iamb_mean_rank,nested_os_univtop10_selected_folds,nested_os_univtop10_selection_frequency,nested_os_univtop10_mean_rank,nested_any_max_selection_frequency,nested_any_total_selected_folds,dfi_os_both_univariate_available,dfi_os_same_direction,dfi_os_both_nominal_p05,dfi_os_both_fdr_q10,combined_univ_rank_score,rna_evidence_priority_score,rna_evidence_tier,gene_symbol_clean_upper,external_gene_name_upper,dog_ensembl_gene_id,dog_external_gene_name,dog_gene_biotype,human_ensembl_gene_id,human_gene_symbol,dog_human_orthology_type,dog_human_orthology_confidence,dog_human_orthology_confidence_numeric,dog_human_perc_id,human_dog_perc_id,has_human_homolog,is_one_to_one_ortholog,ortholog_mapping_status
LOC111093631_2,LOC111093631,,,False,2865.0,0.0856306216918255,1.0894038518249582,0.2903804098668361,0.5067220835343055,0.5064626355667806,3996.0,0.0378954115553201,1.0386225992754194,0.6565013405318282,0.8213621803135936,0.5074358359318781,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6861.0,1.0,low_rna_evidence,LOC111093631,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC102157275_3,LOC102157275,,,False,2871.0,-0.0855010619678135,0.9180521681117876,0.2910066591945179,0.5068036558594878,0.5198707472886643,2198.0,-0.1162364867128809,0.8902646626373936,0.2144112105364171,0.4876080766678949,0.5546493963380507,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5069.0,1.0,low_rna_evidence,LOC102157275,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119878276,LOC119878276,,,False,2872.0,-0.0929870238258129,0.9112053241784328,0.2913004453099094,0.5069621394185684,0.4967315406328926,2635.0,-0.0973233914024422,0.9072625577755498,0.2998906194048326,0.5685160276388046,0.505676820980251,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5507.0,1.0,low_rna_evidence,LOC119878276,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119876357_1,LOC119876357,,,False,2873.0,-0.0929870238258129,0.9112053241784328,0.2913004453099094,0.5069621394185684,0.4967315406328926,2636.0,-0.0973233914024422,0.9072625577755498,0.2998906194048326,0.5685160276388046,0.505676820980251,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5509.0,1.0,low_rna_evidence,LOC119876357,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119876358_1,LOC119876358,,,False,2875.0,-0.1009874266486935,0.9039443984248954,0.2916966544079071,0.5072985294050559,0.4979200713118407,1725.0,-0.1495087261425383,0.8611309236357315,0.1382337249654246,0.4004984042797561,0.5223474854081714,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4600.0,1.0,low_rna_evidence,LOC119876358,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
FAM160A1_3,FAM160A1,,,False,2885.0,0.0937384016866554,1.0982724021264978,0.2948985722475805,0.5110893799784758,0.533204575843114,2767.0,0.0940727207937873,1.0986396369587543,0.3230848800107384,0.583817997850991,0.5368193811465579,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5652.0,1.0,low_rna_evidence,FAM160A1,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC481722_3,LOC481722,,,False,2890.0,-0.0884189447197626,0.9153773038929732,0.2960993163141687,0.5122451936110783,0.5204278710444213,2925.0,-0.0838125415108111,0.9196036274450368,0.3592143510572856,0.6140416257389497,0.5295434556648277,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5815.0,1.0,low_rna_evidence,LOC481722,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
CD24_3,CD24,,,False,2895.0,0.0885427815806229,1.092580993952518,0.2979143410953172,0.5145325407518433,0.5358787698707473,3802.0,0.0485994275278693,1.0497997456248898,0.5999001191494739,0.7889156360942421,0.5260254257615735,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6697.0,1.0,low_rna_evidence,CD24,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119878304,LOC119878304,,,False,2903.0,0.0825103874473902,1.086009954251732,0.2998196383844922,0.5163215218926388,0.5465012628138464,3253.0,0.0664942889247906,1.0687548603183563,0.4412486015955114,0.678217955111453,0.5351403214200048,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6156.0,1.0,low_rna_evidence,LOC119878304,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119878211,LOC119878211,,,False,2902.0,0.0825110252120851,1.0860106468707602,0.2998120640724899,0.5163215218926388,0.5466498291487148,3260.0,0.0662986501548405,1.0685457908838158,0.4426188148886798,0.6788632130194476,0.5352202766450788,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6162.0,1.0,low_rna_evidence,LOC119878211,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119876513,LOC119876513,,,False,2909.0,0.0890156365699299,1.093097748492083,0.3012165027692947,0.5177320432610772,0.5342445401871936,2144.0,0.1169449224706514,1.1240575176746528,0.2059490232651052,0.4802915654503388,0.5466538738306548,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5053.0,1.0,low_rna_evidence,LOC119876513,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
SCX_3,SCX,,,False,2912.0,0.0817299798137658,1.0851627544168492,0.3017474669202209,0.518110348420709,0.5208735700490269,2872.0,0.0802837908662445,1.0835945382768963,0.3452795108412863,0.6011133545287017,0.5321420004797314,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5784.0,1.0,low_rna_evidence,SCX,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
C4H5orf58_3,C4H5orf58,,,False,2914.0,0.0860047544327396,1.0898115097283332,0.3028886803194408,0.5197129037739203,0.5003714158371713,4597.0,0.016362333383233,1.0164969294600064,0.8544288148992187,0.9293330594944732,0.4906452386663468,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,7511.0,1.0,low_rna_evidence,C4H5ORF58,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
PADI4_3,PADI4,,,False,2919.0,-0.0853699593344803,0.9181725350586036,0.3047178701231582,0.5219559268981813,0.4938716386866736,2489.0,-0.0999826404104802,0.9048531257784584,0.2689194268711361,0.5402051905468456,0.5256256496362037,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5408.0,1.0,low_rna_evidence,PADI4,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC607096_3,LOC607096,,,False,2922.0,-0.0868392275591313,0.9168244838949734,0.305308197664849,0.5222922665876332,0.5206878621304413,1890.0,-0.1297569168925376,0.878308907031725,0.1623667253231321,0.4295416013839476,0.5305029183657152,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4812.0,1.0,low_rna_evidence,LOC607096,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC100683646_3,LOC100683646,,,False,2927.0,0.0795618941997887,1.0828125772734043,0.3069907997022384,0.5244120254565058,0.5273362056158074,2474.0,0.0898875489789813,1.09405124960762,0.2664616585200666,0.5385239662895445,0.5184696569920845,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5401.0,1.0,low_rna_evidence,LOC100683646,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119871068_2,LOC119871068,,,False,2935.0,-0.0872175094659989,0.9164777313701808,0.3089226790250434,0.5262737291738389,0.5099539444361908,3198.0,-0.0711367950793996,0.9313344814388772,0.4290820669637255,0.6708600171415346,0.5215879107699688,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6133.0,1.0,low_rna_evidence,LOC119871068,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
CLEC1A_3,CLEC1A,,,False,2940.0,0.0867565705918456,1.0906311557046644,0.3108974640150221,0.5286263085033203,0.5160451641658,4741.0,0.0093774406891669,1.0094215466452985,0.9161118945501288,0.9660294155408194,0.503797873191013,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,7681.0,1.0,low_rna_evidence,CLEC1A,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119878298,LOC119878298,,,False,2945.0,0.0803381933070038,1.083653490068118,0.3119851230863537,0.5296861172943187,0.5459069974743723,3327.0,0.0635890212663597,1.0656543474785651,0.4608864812815275,0.692645748845097,0.534660590069561,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6272.0,1.0,low_rna_evidence,LOC119878298,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
TNXB_3,TNXB,,,False,2950.0,-0.0845463023755306,0.9189291057912234,0.3126942347955683,0.529990228467065,0.5179022433516565,3894.0,-0.04157790431526,0.9592746007995168,0.6319918819895027,0.8114944555591971,0.5199488286559527,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6844.0,1.0,low_rna_evidence,TNXB,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
CEACAM23_3,CEACAM23,,,False,2954.0,-0.0818922530779411,0.9213712282621764,0.313808893281252,0.5310596210698593,0.5258134006834051,4574.0,-0.0174772766559149,0.9826745650636384,0.8454679129691534,0.924210661313023,0.496002238746302,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,7528.0,1.0,low_rna_evidence,CEACAM23,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC111097267_3,LOC111097267,,,False,2961.0,0.0825664601572534,1.0860708514801258,0.3155016404377391,0.5327619730458276,0.5228049324023176,4347.0,0.0265392589590754,1.02689456128189,0.7627813411288572,0.8773652416941077,0.5028384104901256,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,7308.0,1.0,low_rna_evidence,LOC111097267,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
C31H21orf58_3,C31H21orf58,,,False,2969.0,0.0885564831175883,1.092595964093951,0.3192028634455869,0.5374095724061646,0.5172336948447481,2759.0,0.0909508850146134,1.0952152124583048,0.321422856625552,0.582498834044132,0.52898376908931,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5728.0,1.0,low_rna_evidence,C31H21ORF58,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
PRXL2A_3,PRXL2A,,,False,2971.0,-0.0763448812716156,0.9264966201203664,0.3198685800438755,0.5383180411374546,0.5468726786510176,2343.0,-0.0983650766751296,0.9063179677988032,0.2400513308344669,0.5121652177057567,0.5578476053410091,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5314.0,1.0,low_rna_evidence,PRXL2A,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
SLC26A10_3,SLC26A10,,,False,2978.0,-0.0916718354913156,0.9124045192019208,0.3209034578986173,0.5387902248129908,0.5488040410043085,2520.0,-0.1095387938207293,0.8962473948269277,0.2768269866431433,0.5492065006114975,0.5515711201727033,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5498.0,1.0,low_rna_evidence,SLC26A10,SLC26A10,ENSCAFG00845013204,SLC26A10,,,,,,,,,False,False,dog_symbol_found_no_human_homolog
LOC119878020,LOC119878020,,,False,2980.0,0.0882086727153998,1.0922160139313897,0.3216023721063092,0.5396012954803847,0.5225820829000148,2196.0,0.1145100794641327,1.12132394335147,0.2142990676853994,0.4876080766678949,0.5182697689293996,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5176.0,1.0,low_rna_evidence,LOC119878020,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
CDKN2A_1,CDKN2A,,,False,2981.0,-0.0913759464938273,0.9126745296049952,0.3219367907691478,0.5399811988747866,0.5580894369335908,1486.0,-0.1588201769553991,0.8531497611636463,0.102412515506702,0.3443915241580277,0.5861917326297273,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4467.0,1.0,low_rna_evidence,CDKN2A,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC100856429_3,LOC100856429,,,False,2990.0,0.0776004656822257,1.0806907993432766,0.3237561716998287,0.5412468068893717,0.5090625464269797,1502.0,0.1267872594948039,1.135175494283342,0.1052880335491491,0.3504563229320738,0.5159910450147918,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4492.0,1.0,low_rna_evidence,LOC100856429,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
TMEM204_3,TMEM204,,,False,2989.0,-0.0838519933714946,0.9195673480864918,0.323665185837949,0.5412468068893717,0.5468726786510176,2034.0,-0.1213377867654806,0.8857347195900603,0.1868083503844581,0.4588586117396605,0.5664028144239226,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5023.0,1.0,low_rna_evidence,TMEM204,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
JAG2_3,JAG2,,,False,2991.0,0.0839373827900178,1.0875607916542056,0.3237738398812221,0.5412468068893717,0.5127767047986926,3381.0,0.0658770424213538,1.0680953786701026,0.4755014978243124,0.7029716438705532,0.5035580075157912,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6372.0,1.0,low_rna_evidence,JAG2,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119872569_3,LOC119872569,,,False,2994.0,-0.0822600227687086,0.9210324381526618,0.3246730231201771,0.542110262727788,0.5326845936710741,3248.0,-0.0696247704676705,0.9327437472503696,0.4404181810554008,0.6776263206360886,0.5129927240745182,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6242.0,1.0,low_rna_evidence,LOC119872569,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
MDK_3,MDK,,,False,3001.0,-0.0889756276369297,0.9148678707946412,0.3265295384102735,0.5440345524996226,0.5413014410934482,3302.0,-0.0704429409222696,0.9319809159802144,0.4529515685675237,0.6858745738454327,0.53282161989286,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6303.0,1.0,low_rna_evidence,MDK,MDK,ENSCAFG00845028187,MDK,,,,,,,,,False,False,dog_symbol_found_no_human_homolog
FTL_3,FTL,,,False,3003.0,-0.0776099912953972,0.92532524107717,0.3268399016825864,0.5441889804904869,0.5349873718615362,2041.0,-0.1148889425369252,0.891465142266596,0.1878412741286325,0.4599469325483791,0.5479331574318381,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5044.0,1.0,low_rna_evidence,FTL,FTL,ENSCAFG00845000481,FTL,,,,,,,,,False,False,dog_symbol_found_no_human_homolog
LOC102152275_3,LOC102152275,,,False,3014.0,0.0826251869642619,1.086134634826296,0.3305340967301758,0.5483312819014198,0.5378472738077552,1680.0,0.1375386603069293,1.1474460657316716,0.1316570270256045,0.3914962947986116,0.5572079635404174,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4694.0,1.0,low_rna_evidence,LOC102152275,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
SH3D21_3,SH3D21,,,False,3027.0,0.0776782709266686,1.0807748860262367,0.3356788638585364,0.5543289668076812,0.5308275144852177,4325.0,0.0265852044440446,1.0269417435344177,0.7561063155053983,0.873944534336924,0.5089949628208204,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,7352.0,1.0,low_rna_evidence,SH3D21,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119879077,LOC119879077,,,False,3033.0,0.0816355810902874,1.0850603212729208,0.3365774693889433,0.5548589999817727,0.5049398306343782,3597.0,0.0584317983054575,1.0601726776557363,0.5364742239588052,0.7457245259366211,0.4996801790997042,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6630.0,1.0,low_rna_evidence,LOC119879077,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
NOS3_3,NOS3,,,False,3036.0,0.0828372367243899,1.0863649738358805,0.3373338019113205,0.5555009833415607,0.5175308275144852,3884.0,0.044645782996148,1.0456574046688805,0.6298121936998784,0.8106161463003144,0.5041976493163828,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6920.0,1.0,low_rna_evidence,NOS3,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
COL9A3_3,COL9A3,,,False,3044.0,0.0802497608155785,1.0835576641272755,0.3393425426093605,0.5573957664411309,0.5378472738077552,3528.0,0.0568492197781393,1.058496198071028,0.519543841535918,0.7362603443382421,0.5424962021268089,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6572.0,1.0,low_rna_evidence,COL9A3,COL9A3,ENSCAFG00845018010,COL9A3,,,,,,,,,False,False,dog_symbol_found_no_human_homolog
LOC119877163_1,LOC119877163,,,False,3049.0,0.0831010764581219,1.086651637896335,0.3401908912609594,0.5578728948195465,0.5231763482394889,3127.0,0.0778938818947299,1.0810079380690545,0.412093539147858,0.6589279487493733,0.5253857839609819,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6176.0,1.0,low_rna_evidence,LOC119877163,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC609816_3,LOC609816,,,False,3050.0,-0.0855653101001295,0.9179931868693552,0.3405943367203646,0.5583513716727289,0.5139280938939237,3414.0,-0.0667084662068793,0.935467882087026,0.4854144461404168,0.7108474616748347,0.4948828655952667,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6464.0,1.0,low_rna_evidence,LOC609816,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
LOC119879273,LOC119879273,,,False,3059.0,0.0809244075320975,1.0842889293926568,0.3425183633763093,0.5595537066458697,0.5129624127172783,3099.0,0.0749393450781513,1.0778187738884362,0.4030327700243564,0.6502626170125144,0.5119932837610938,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6158.0,1.0,low_rna_evidence,LOC119879273,,,,,,,,,,,,False,False,dog_symbol_not_found_in_ensembl_mapping
