endpoint,gene,gene_symbol_clean,coef,hr_per_sd,se(coef),z,p,exp(coef) lower 95%,exp(coef) upper 95%,c_index
OS,CYP4V2_3,CYP4V2,-0.38231116345730937,0.6822827187221173,0.09033020958139351,-4.232373258392826,2.312382261958371e-05,0.571577543405267,0.8144296668716084,0.7008075477732469
OS,LOC119878294,LOC119878294,0.28617274130061915,1.3313224097550045,0.08792296609026852,3.254812184188737,0.0011346737677555593,1.1205805445366064,1.5816974222489473,0.7008075477732469
OS,DDIT4_3,DDIT4,0.3017810394535349,1.3522651015851972,0.08722321459296349,3.4598706417990734,0.0005404349440697889,1.1397702194857955,1.6043768065726454,0.7008075477732469
OS,LOC610632_3,LOC610632,-0.2815057885296892,0.7546465473686947,0.09263406079556286,-3.0389015240404236,0.002374424554110386,0.6293515902523604,0.9048859497234832,0.7008075477732469
OS,GABRA2_3,GABRA2,0.21962163843100158,1.2456053522218558,0.08357465707268155,2.6278497109477263,0.008592646913756375,1.0574055574224988,1.4673014366083952,0.7008075477732469
