module_label,canine_gene,canine_gene_symbol,human_gene_symbol,ortholog_qc_status,raw_pca_loading,risk_oriented_loading,absolute_risk_loading,is_strict_mapping,is_broad_mapping,human_symbol_duplicate_count,normalized_abs_sum_weight
M34,FCER1G_2,FCER1G,FCER1G,strict_symbol_concordant_one_to_one,0.07533306026342833,-0.07533306026342833,0.07533306026342833,True,True,1,-0.005968962458871036
M34,FCMR_3,FCMR,FCMR,one_to_one_low_confidence_review,0.07632345170117744,-0.07632345170117744,0.07632345170117744,False,True,1,-0.0060474354332974
M34,FERMT3_3,FERMT3,FERMT3,strict_symbol_concordant_one_to_one,0.0773587299216817,-0.0773587299216817,0.0773587299216817,True,True,1,-0.006129464980631172
M34,FGR_3,FGR,FGR,strict_symbol_concordant_one_to_one,0.07663696036365743,-0.07663696036365743,0.07663696036365743,True,True,1,-0.006072276073387292
M34,FMO5_3,FMO5,FMO5,one_to_one_low_confidence_review,0.0559697638121476,-0.0559697638121476,0.0559697638121476,False,True,1,-0.0044347251772111134
M34,FYB1_3,FYB1,FYB1,strict_symbol_concordant_one_to_one,0.0777085855516639,-0.0777085855516639,0.0777085855516639,True,True,1,-0.006157185547326406
M34,GAB2_3,GAB2,GAB2,strict_symbol_concordant_one_to_one,0.06528553947802766,-0.06528553947802766,0.06528553947802766,True,True,1,-0.005172854161092272
M34,GBP1_3,GBP1,GBP1,strict_symbol_concordant_one_to_one,0.07215030367766354,-0.07215030367766354,0.07215030367766354,True,True,1,-0.005716778961881503
M34,GIMAP6_3,GIMAP6,GIMAP6,strict_symbol_concordant_one_to_one,0.08083497107327303,-0.08083497107327303,0.08083497107327303,True,True,1,-0.006404902522386056
M34,GLIPR1_3,GLIPR1,GLIPR1,one_to_one_low_confidence_review,0.057326257313189306,-0.057326257313189306,0.057326257313189306,False,True,1,-0.004542205993138503
M34,GLUL_3,GLUL,GLUL,strict_symbol_concordant_one_to_one,0.06154256888123197,-0.06154256888123197,0.06154256888123197,True,True,1,-0.004876282497883499
M34,GMFG_3,GMFG,GMFG,strict_symbol_concordant_one_to_one,0.07310149392423945,-0.07310149392423945,0.07310149392423945,True,True,1,-0.005792145857281772
M34,GPR183_3,GPR183,GPR183,strict_symbol_concordant_one_to_one,0.05246619293324977,-0.05246619293324977,0.05246619293324977,True,True,1,-0.004157122183585122
M34,GPSM3_3,GPSM3,GPSM3,strict_symbol_concordant_one_to_one,0.07497845541839615,-0.07497845541839615,0.07497845541839615,True,True,1,-0.0059408655914355525
M34,GSAP_3,GSAP,GSAP,strict_symbol_concordant_one_to_one,0.04698088820183557,-0.04698088820183557,0.04698088820183557,True,True,1,-0.003722497891106007
M34,GYPC_3,GYPC,GYPC,one_to_one_low_confidence_review,0.060052675453687934,-0.060052675453687934,0.060052675453687934,False,True,1,-0.004758231831872705
M34,HACD4_3,HACD4,HACD4,strict_symbol_concordant_one_to_one,0.0664152283253819,-0.0664152283253819,0.0664152283253819,True,True,1,-0.005262364268560138
M34,HCLS1_3,HCLS1,HCLS1,strict_symbol_concordant_one_to_one,0.08279251864467113,-0.08279251864467113,0.08279251864467113,True,True,1,-0.006560007438133146
M34,DLA-DMB_3,DLA-DMB,HLA-DMB,strict_one_to_one_symbol_mismatch_review,0.07674705889066105,-0.07674705889066105,0.07674705889066105,False,True,1,-0.006080999653342275
M34,DLA-DOA_3,DLA-DOA,HLA-DOA,strict_one_to_one_symbol_mismatch_review,0.06737185437923082,-0.06737185437923082,0.06737185437923082,False,True,1,-0.005338161866356311
M34,DLA-DRA_3,DLA-DRA,HLA-DRA,strict_one_to_one_symbol_mismatch_review,0.07601770344917029,-0.07601770344917029,0.07601770344917029,False,True,1,-0.0060232096839157295
M34,HNMT_3,HNMT,HNMT,strict_symbol_concordant_one_to_one,0.06216854283049268,-0.06216854283049268,0.06216854283049268,True,True,1,-0.0049258811069178695
M34,IFI30_3,IFI30,IFI30,strict_symbol_concordant_one_to_one,0.057977973992392386,-0.057977973992392386,0.057977973992392386,True,True,1,-0.004593844309415318
M34,IFI35_3,IFI35,IFI35,strict_symbol_concordant_one_to_one,0.06057165481638005,-0.06057165481638005,0.06057165481638005,True,True,1,-0.004799352799506379
M34,IFI44_3,IFI44,IFI44,one_to_one_low_confidence_review,0.050151274467062835,-0.050151274467062835,0.050151274467062835,False,True,1,-0.003973701234380365
M34,IFIT3_3,IFIT3,IFIT3,one_to_one_low_confidence_review,0.06125866325893576,-0.06125866325893576,0.06125866325893576,False,True,1,-0.004853787434024118
M34,IGSF6_3,IGSF6,IGSF6,one_to_one_low_confidence_review,0.07342015554029678,-0.07342015554029678,0.07342015554029678,False,True,1,-0.00581739478805238
M34,IL18_3,IL18,IL18,strict_symbol_concordant_one_to_one,0.07738829122211503,-0.07738829122211503,0.07738829122211503,True,True,1,-0.006131807249641683
M34,IL1RN_3,IL1RN,IL1RN,strict_symbol_concordant_one_to_one,0.06837576452362157,-0.06837576452362157,0.06837576452362157,True,True,1,-0.0054177059860694085
M34,IL34_3,IL34,IL34,strict_symbol_concordant_one_to_one,0.04685212862423385,-0.04685212862423385,0.04685212862423385,True,True,1,-0.003712295715829479
M34,INPP5D_3,INPP5D,INPP5D,strict_symbol_concordant_one_to_one,0.0774976740389577,-0.0774976740389577,0.0774976740389577,True,True,1,-0.006140474120801521
M34,IRF5_3,IRF5,IRF5,strict_symbol_concordant_one_to_one,0.0794607074542069,-0.0794607074542069,0.0794607074542069,True,True,1,-0.006296013703557861
M34,JAML_3,JAML,JAML,strict_symbol_concordant_one_to_one,0.0726809452399857,-0.0726809452399857,0.0726809452399857,True,True,1,-0.005758823975764409
M34,JCHAIN_3,JCHAIN,JCHAIN,strict_symbol_concordant_one_to_one,0.051949841400426224,-0.051949841400426224,0.051949841400426224,True,True,1,-0.004116209430217255
M34,KBTBD12_3,KBTBD12,KBTBD12,strict_symbol_concordant_one_to_one,0.0341395803619888,-0.0341395803619888,0.0341395803619888,True,True,1,-0.002705025825709743
M34,KCNQ1_3,KCNQ1,KCNQ1,strict_symbol_concordant_one_to_one,0.0760476523483408,-0.0760476523483408,0.0760476523483408,True,True,1,-0.006025582664041695
M34,KIAA0040_3,KIAA0040,KIAA0040,strict_symbol_concordant_one_to_one,0.04527419579517175,-0.04527419579517175,0.04527419579517175,True,True,1,-0.00358726930927761
M34,LAMA3_3,LAMA3,LAMA3,strict_symbol_concordant_one_to_one,0.028219125745963167,-0.028219125745963167,0.028219125745963167,True,True,1,-0.0022359227357923585
M34,LAPTM5_3,LAPTM5,LAPTM5,strict_symbol_concordant_one_to_one,0.0771987842497218,-0.0771987842497218,0.0771987842497218,True,True,1,-0.0061167917969313585
M34,LCP1_3,LCP1,LCP1,strict_symbol_concordant_one_to_one,0.07677484873950369,-0.07677484873950369,0.07677484873950369,True,True,1,-0.006083201562622203
