,module_M11_score,module_M17_score,module_M20_score,module_M23_score,module_M24_score,module_M25_score,module_M27_score,module_M28_score,module_M30_score,module_M34_score,module_M38_score,module_M39_score,module_M40_score
100_0514_tumor,0.2453509675897067,0.54597699287892,0.7543616846217355,1.5872322543392998,0.5236340862659395,0.16769546484075623,0.4641079679580159,-0.7396414606783935,-0.7350421682021585,-0.545493400800901,-0.5136345755941455,0.41219393971044255,0.8401802204193978
101_0518_tumor,0.6700029901763392,0.41499913692157303,-0.04327522111376325,0.5211898438357291,-0.4900359237772162,0.4192342753209529,0.20264245975110656,-0.570201516117929,0.9244608222516811,0.5578313349572076,-0.39719340127720937,0.41658918539071754,0.324999202511878
102_0619_tumor,0.24355822925160703,0.2218097034703027,-0.9965364095504317,-0.5135410079910655,-1.1303194277610547,0.7129737102686717,0.47325896657406735,-0.17574064749776658,0.5206648272240617,1.1202466311244652,-0.06340223071339543,-0.0016606275798376723,-0.4888856756470298
103_0639_tumor,-1.0311386046287574,-0.13176184898670568,-0.38972803434319087,-0.3944983518883612,-1.0498208860608558,1.4840681091276062,-0.7672526991079986,0.4791286201291935,-0.627171260875311,0.5824042450682728,0.06511251530091708,-0.6968724481509329,-0.5337862341160039
104_0702_tumor,0.42502320648767217,0.35625962666325517,-1.0282011669864506,-0.6110859700561804,-0.6739348811468577,0.5279300529217625,-1.0114192208611688,0.25665933779072,0.4270529502859937,-0.15122606291884944,0.975063125853068,0.8689364810953745,0.16439138430732528
105_0710_tumor,0.13845799611739484,-0.15374043602574278,-0.14714233810962588,0.7157033001832824,-0.14716919760338792,0.7365642208285867,-0.8989105040073232,-0.17559728813182396,0.35484055316730506,-0.0647632076599026,-0.15816176024744089,-1.0072668837479197,-0.26460590735049366
106_0716_tumor,-1.380567798030508,0.007608372929271422,0.3221143414375007,0.7575345330777618,0.7183726318157728,0.6043467837565061,-0.08969567356884522,1.2406496765457533,0.5376263179885077,-0.6920230918272054,0.2985340846734879,0.251990797024063,-0.1823209907297131
107_0719_tumor,0.9833015819795391,0.922872873641268,0.9037500136046568,1.314083448661487,1.0156507467138172,-0.3455054994510083,0.1632346694078482,-1.3265037118403158,-2.1983697306482726,-1.5848100266917833,-1.096562411828819,0.4135911280179089,0.9801487090405046
108_0720_tumor,0.6076490589579345,-0.15942329166995298,0.9712865783185212,2.4866939769410346,-0.12458935119309038,-0.7587720723668923,-0.045075912944412766,-0.25786561357889937,0.6051658034637437,-0.5000002467395027,0.16974214836147594,0.4357026377779138,0.5203979791195493
109_0721_tumor,0.11610045974600249,-0.2408940414834109,0.04074076509409248,-0.49922421433705666,-0.732911689938844,0.8216660879161007,-1.2786754798259907,1.4068492977214406,0.24700189731121683,0.7074453475814761,0.6008225025280594,0.4564638279760449,0.23027614326733756
10_0512__Tumor,1.8225744293366155,-0.5694314235472313,-0.808726448566368,0.1530950826536201,1.155711488881089,0.18330286472733318,-0.5019599077136678,0.12460290052533583,0.8199060605270172,-0.6506440820123637,0.2855495328703211,-0.3925801354936911,0.4761641875496208
110_0522_tumor,-0.2847685226500684,-0.3546005106738755,0.5165565380902811,0.9224711601922877,0.20817693744337473,0.2573716852535465,0.9121509797941518,-1.380214150944375,-1.1252017454216292,0.725086998030623,-1.5708293615765134,-0.9066017326344414,0.8433921684525444
111_1708_tumor,0.6213534859991932,-1.6516933343863123,0.2674784070120617,0.7318526131926417,0.876718170242422,-0.358065671251548,0.6599102433579086,-0.547413038475529,-0.2802972792427472,-0.4372670472048092,-0.8296888228958577,1.0417152877417768,0.08655515110277395
112_0502_tumor,-0.48044986248565164,-0.991526142304345,-0.5816581040858769,-0.5217141331562993,-0.44763132210262074,-0.1390244805813512,-1.1844207867576682,-0.6539781225894721,0.10743155447917271,-0.11794073513878357,-0.25996046500843023,-1.4315458936234913,-1.0320484235336014
113_1010_tumor,-0.6840547379854492,3.879512842944355,-1.0489771654773135,-0.562580319012909,-1.091545930217112,-0.3853164902564349,-0.22230176781812364,0.649556828436842,-1.2241150822593831,0.18238271901333442,-1.0334293808014317,0.10854062107003618,0.9387265490186931
114_1704_tumor,0.1972461597629828,-0.8505085356325836,-0.5680569882412757,-1.3512760896921676,0.9159259787847617,0.15034018476999195,0.6025072691784948,0.18106008424962752,0.549570160450307,0.36411431574175607,0.4754985980309086,0.9624033111991176,-0.43297522268676536
115_2318_tumor,-0.5058212934824609,-0.47405959865821085,-0.7593421656914876,-0.5817991602204864,0.4916360653916026,0.2780037906501053,-0.9391855478658542,1.1781571744975152,0.7587296308877753,0.09706707249459322,1.5109682262279025,0.746352845153982,0.26817824402159535
116_0506_tumor,-0.9720799917028445,-1.6339168107652378,0.05836101938355017,0.01159649921133042,-0.5574249132856856,1.0060090356366291,0.13246679307347575,1.3915879539442453,0.04870137282735148,-0.09051420226625062,-0.3682593811448603,-1.1146469779920074,0.03683278948494132
117_1011_tumor,-0.9767185623655272,-0.8597992330918891,0.44775745225501623,2.7396306038017637,2.783310382746814,-1.0407123665425675,1.141954481815636,-2.35917614393014,-0.1855701674704489,-1.799952507544066,-0.8992613084199316,1.7637156591259437,2.0422586567748837
118_2304_tumor,-0.02600290627458326,1.0169713789174886,0.6739902300959966,-0.24935918576646113,1.4612724853397674,-0.5761942468731697,-0.36561279641086175,-0.7193902642876479,0.18238468504837027,-0.7072408832230798,-1.335389435279146,-1.3297057962869356,-0.7211563131296226
119_0516_tumor,0.5222582430905199,0.3974423003921707,1.3853373268354772,1.4206764228851592,1.2729920275850992,-1.0760164389719373,-0.16134875063617582,-0.3989408655613607,0.42251853327834094,-1.0659940625259883,-0.3985617255962993,0.10940238365607499,0.46020099935167275
11_0602__Tumor,0.08046256414514494,0.47773237904938426,-0.5760314477777049,0.8364044758574438,-0.589829061890544,-0.9923159645417027,0.5183245336409091,-0.40075564846043443,-1.1414997475290118,-0.6596028473490523,-2.0466638710198186,0.709481065376925,0.9470910001198479
120_2306_tumor,0.12519442095911013,0.354642661880136,-0.004314177891785476,2.0379388894921493,0.124421424519839,-0.18765667823378407,0.7267371621240816,0.01632408456503103,0.0416431033943833,0.27218122306193177,-1.4065828800514446,-0.609203040703217,0.508911866144777
121_2322_tumor,-0.5177763182858256,-0.4158848111298211,-0.7439576526826466,-0.6874598081578858,-0.9092433905095327,-0.7650587006308802,-1.5877762356804053,1.1952457933598208,0.4747113452795604,-0.30060921169151283,1.0026870891978779,-0.0503405695974788,-0.3881802825421751
122_0504_tumor,0.15129121661570302,0.9592714520503621,-0.36063439606328423,-0.3797564512868757,0.820556983403639,1.2158547846226953,0.8104263343554112,-1.5374683430634446,-1.8029899896027446,-1.3392762038582187,-1.6127820517686196,0.2848662954629183,1.4286374841499367
123_2316_tumor,0.1590645725971598,-1.2439873275008708,-0.5302465757125692,0.5111180001071557,-0.15760133787068906,-0.49272466781845276,-0.10711435186248369,-0.6094815737960851,0.8878382532683201,1.0543821217107052,-1.3085014223236051,0.5221286505983277,0.7792739451536591
125_2004_tumor,1.5100261362654763,-1.2158423430039393,0.1668485618969457,1.242496964569288,1.7507392166895637,-0.5016240863851427,0.2783309158413391,0.5179271160795555,0.18164357066519207,-0.10470398852767683,0.014757927751544532,1.0963289063712143,0.05204850702890968
126_0228_tumor,-1.397251112489876,-0.45230399512017144,-0.1602729926665294,-1.1395783822386851,-0.7795989001167164,0.31867374034506685,-1.1044176517828566,1.0135861540828346,0.9113728839637283,-0.9445139572784352,1.243671268121263,3.118898516357673,0.3820411049116577
127_2010_tumor,1.6151890597412462,2.3034814284097096,2.0793987007261125,0.0866698187450341,0.16994803116076015,-0.7880172177158435,1.6642870595771033,-0.38455528660505967,-2.299891029742023,-0.940894433816048,-0.8344035558586514,0.43809930111907686,0.8681055720620263
128_1023_tumor,0.5231389659546803,1.3153172844044594,-0.6163737492009738,-1.3480520368729145,-0.5294110893989477,0.12627626989608462,1.2204709021782623,-0.633440362783469,0.8633778701922512,0.8316897506007327,-0.29047573415853106,-0.6920901085090869,-0.4987210102712596
129_1414_tumor,0.6411054370463153,0.4603278473312886,-0.0817521830549276,0.838116181329418,0.21072235087822933,0.3410868161023669,0.5024516932813361,-0.43436129601593787,-1.4600694531505458,0.042671151487839815,-0.8689779233663176,0.4492743358301694,0.7553821898867759
12_0608__Tumor,-0.11060030703149737,-0.6763903394855565,-0.13536073960865885,-1.261635449632806,0.43040035130905174,0.14308330284342224,0.42028082377898573,-0.7473576389889639,-2.456951062086942,-1.7025555410971953,0.017014777499184817,1.7589313999347378,1.653214314953412
