,module_M11_score,module_M17_score,module_M20_score,module_M23_score,module_M24_score,module_M25_score,module_M27_score,module_M28_score,module_M30_score,module_M34_score,module_M38_score,module_M39_score,module_M40_score
131_2012_tumor,-2.027299732891898,-0.3338527774906859,-0.6513461589672562,-0.20618256529398263,-0.48870500204719847,-0.7983663938220403,-1.1465596401472335,1.2511292664947216,0.48655763455759526,0.15837524328393726,1.8950552892002825,-1.0631355087718868,-2.476959216647995
132_1025_tumor,0.5258787642483937,2.195347333173152,0.3862057383939261,-1.5522786459690967,0.6508719072255631,-1.873370440278518,2.0611043892570846,-0.19311252362272796,-2.4028848289037574,-2.287892262777669,-1.6118936981664926,0.8437736888584702,0.5103270379918868
133_0907_tumor,1.6851248699254993,-1.3616180440039805,2.9744095342847827,0.35471366192529896,0.6577003058923929,-0.9458807942542717,1.7876090215327998,0.7638190289123423,0.5154118298902126,0.46819915355320096,1.014104999579381,-0.6340751413056649,-1.1409715018728206
134_2208_tumor,1.2539616185109108,1.9549049706589527,-0.2350929413172613,0.12545384940934934,0.3595438235573409,-0.39052204775574667,0.7696132202224962,-0.5933757021233945,-1.5342349477270656,-0.2068977978983766,-1.3339507484085875,-0.9964512125106374,0.5604179332131141
135_0102_tumor,-1.3864630267463958,-0.2264756325088736,0.4443291090932277,1.4337400797252127,0.7106520222658831,0.6125912854150306,0.331575810701066,-1.2710012679432479,0.8007799389837496,-0.6859100394633677,-0.29231105814278935,-0.7093573689218384,0.900669346927752
136_0105_tumor,-0.20291266536011257,-0.14337911468434653,-0.7257810996426952,0.03874371924857584,-0.8884033474037025,-0.797166865917179,-0.763429236109474,-0.3473344349449453,-0.4431355427048463,0.29810286894931476,0.21580589404417008,-0.5213379272304465,0.47457721394442826
137_0106_tumor,-0.585243622919808,0.10669243063587118,-1.0646143634544247,-0.8834587973710872,-1.217516373070368,1.1027675436303392,-1.0642307049713764,1.611691430096173,0.6931598313369737,1.14612888740091,0.6769331527086769,-2.385339464143117,-1.8789653893466396
138_0314_tumor,-0.8994751163703948,-0.5269686005526744,-0.36467239708855154,-1.2665518111518934,-1.7905984645130835,1.8350315711661012,-1.2063819987298392,1.5883814591691294,0.029475799737987803,-0.536306339615556,-0.07101761864657187,0.9235745559879237,-1.9502052483961438
139_0733_tumor,0.3955760151399367,1.575948483563369,-0.8568813712270866,0.27583693753162225,-1.4557522966225285,-0.12038633126517552,0.6392188165391576,-1.661530902372497,-1.302687334358569,-1.0280203811292679,-1.2814724895910754,-2.123881213918582,-1.3903531403036402
13_0613__Tumor,-0.22902369099300704,1.7321529453528164,0.7186863374433294,-0.09947890806796836,-0.8851550219494655,-0.12362358574868233,0.2187831045005378,-0.20505445940289818,-2.5327251509581488,-1.8738036959829982,-2.8220785378546673,0.17442760603291382,1.7864155466526803
140_0905_tumor,1.2627296429653116,1.5130691287408229,-0.6501110643430857,-0.7762620625920503,0.32960314843573435,-1.3037684165570276,2.3141187123917857,0.014746679122102976,0.6148037708127407,0.2121389401213446,-0.13927707378514972,-1.1058261178224935,-1.430691649052038
141_1707_tumor,-0.8426781628444865,-0.7474721756851089,-0.6804260272545645,-1.1592277224097316,-0.3922465375076996,0.17715530390193673,-1.4867115778212638,-0.40554774447682923,0.5273387843616344,0.5414152264086012,1.1829882488715435,-1.223683055470543,-1.71346025945198
142_1710_tumor,0.17929479944804644,0.357151973694566,-0.8436796698747568,-0.6701059775258783,-0.7004670297894516,-0.22021081470584486,0.8859854074066835,0.46398912875769915,-0.19149410413789722,-0.017812491883206008,-0.22578252913223953,0.4023295809574838,0.44614371871232555
143_1916_tumor,1.0254129653227255,0.11565827986992588,-0.6833845068080179,-1.1021043755668138,-0.1580512901615819,0.11717271649240671,0.3756586925286419,-0.3343028504739648,0.582590409787271,0.561859961201693,-0.8342969386667781,-0.5185890607507732,-0.14977467156552482
14_0614__Tumor,0.6543793825881722,0.0265659522566727,-0.15769942039129412,0.44213810093326456,-0.7315958110445595,0.4572314231866568,0.2072877848519048,-0.26072492362842525,0.4658765689686274,2.3442326525752764,-0.9315057317027469,0.6874441194087441,-0.0968807267641347
15_0615__Tumor,-0.563391698576708,-1.0712838989390725,-0.9483022761259896,-0.8477662971321912,-0.899229185246817,0.08642637113101977,-1.2893141439844633,0.7085065356139019,0.6153469449206611,0.9991469938071214,1.0965910957822054,-0.8419444993274665,-0.07618865033024963
16_0211_tumor,2.0420232931752778,-0.01934134473883387,-0.12600884089581169,0.4099777454306537,-0.683534158289893,0.47376816941152644,0.28889742560083,-0.36817652914648863,0.040671105695820005,-0.7662790135513615,-0.028208572734652562,-1.1020264928745238,-1.2348106815641653
16_0616__Tumor,0.36921959901110585,-0.6552857424227697,0.9930039052880195,-0.23579169815178952,-0.15016366934234887,0.9450599145458827,0.18153227762557636,0.11300172667013768,0.06816122153669209,-0.10802175895306038,-0.055850118767506764,-0.310907430519128,0.006637684327938726
17_0226_tumor,-1.0123111140324417,-0.38344312776292905,-0.5047193840253738,1.133015610282494,-0.7721185294534294,-0.9110134710072636,-0.36720677102702637,-0.8111996706137508,-0.6969158507807983,0.17969592818579694,-0.2673524778692587,0.13208329464714155,1.069739392676357
17_0620__Tumor,0.8489053999002963,0.3712698156723409,0.012532009271046977,0.6515074154646819,0.1878536809637426,0.3856839503484381,0.7453476246730777,-1.2773223981587065,-1.2739472989882057,0.019056209032204306,-0.7548543503576692,0.2636950496651242,0.4047742003377398
18_0301_tumor,-1.0135299742304662,0.11534612483900275,-1.424130567240813,-1.5134932314774951,-1.1844255417257625,1.9513431899961173,2.288460906869651,0.97631328023448,0.0040339279493299095,-0.42615259123475485,0.8627424624405283,0.05073469189920082,-0.136576413691537
19_0303_tumor,0.025472884875454595,-1.0545530653917938,-0.4645156934029625,0.9095276046174848,0.11183449097256357,-1.544483484781187,1.2707803059970675,-1.1224227452888884,-1.1586511165581697,-0.8194356730795296,-1.9621695471874354,1.5105550547790774,1.7244632623493417
19_0621__Tumor,-0.9987769642673053,-0.5091046107896151,0.7159801338743782,1.6129532367888275,1.9525045085381516,-1.161175336915564,0.7115880641828404,-0.9766812088600461,0.7232763646953153,-0.6640639950967473,-0.34103034808930144,0.46404115542502083,0.9393074231840167
1_0201_tumor,1.339997050268984,-1.0517761180219607,2.121781468299966,1.5556335087646147,1.1601419710151288,-2.171367953586804,0.9101084835742139,-0.45072179089499464,0.558932856570316,-0.30438076346151105,0.18459019362584833,1.5119178051245972,0.7332999207405528
1_0202_tumor,0.2901633088740294,-1.5724551169241876,1.0320412620931623,-0.49059291899485025,-0.0031385093917655313,-0.5191537164990168,-0.6566994504947058,-1.333972779451846,0.18505040480482413,-0.395849708360856,0.48593172056520106,-0.9517099659829718,-1.0748241502590183
20_0307_tumor,2.1779800560264135,1.7215209004537813,-0.6705749479532782,-1.2937831239679507,0.3535933695341756,-1.350669954609517,1.8272938986733829,-0.10418904287216132,0.8899452856714541,0.26915580823658075,1.5817041189035619,-0.5465758067418082,-2.0337312791172453
21_0311_tumor,-1.0249464170528915,-1.2093178076744309,-0.7300521002535232,-0.8822524543354154,-0.4999552446327862,-0.74621764693317,1.2562949229191847,-0.04098771006888489,0.4086248368088151,2.447382110488377,0.11456810937436629,-1.7736329768471533,-1.0730348067489937
21_0631__Tumor,0.8668460476969029,0.6177401765219559,-0.38996101962683105,0.022715145938147947,0.06050063236217489,0.29984593515305075,-0.3255390757579217,0.302596641763734,-0.5983383438964862,-0.4629254960257118,0.040490175554998356,-0.041009808491348554,0.5509021988249253
22_0317_tumor,-0.20009412524957113,-0.8776227469222126,0.38510641468005113,0.11813812732118381,-0.07338833988817899,0.3256312169718553,0.134213275635711,0.5757608672382987,0.04025406790045929,1.6518790961873262,-0.3020563063710107,-0.2800821109053012,0.0204922569204158
22_0640__Tumor,-0.13364343820897198,1.4678774691395788,0.2538585432183368,0.46173339114942064,1.3929807904658824,-1.0259576980154814,0.29243345364030343,-1.2576175237221725,-0.6822044617712022,-0.46280469080828085,-0.5960978763390961,0.4968952859194112,0.8561574304100414
23_0329_tumor,0.18183312268011836,0.22789763149919268,0.07893326779450856,-0.96078063214844,-0.5072195885033272,1.3187327094818504,-1.1950193323078557,-0.3327422890647687,0.6505723486473146,-0.006370594133068128,0.7736999935429911,-1.2003354622777918,0.6871922763766403
23_0642__Tumor,-0.11392801745737692,-0.9221003814940735,0.5909643749813352,1.6475957511860448,0.8532932964572048,0.014933617519745609,-0.3553979188194497,0.6384442662982199,0.8070104706213179,0.9793476107630618,0.6456556930199747,0.08058955032443905,0.685298243648378
24_0405_tumor,0.6343097184473074,1.445297175973416,-0.8705004693747507,0.09707139683625794,0.3374989405474889,1.188898507675484,0.8632580563658859,-0.4396363746964542,-0.5778840455717876,-0.4520464978855421,-0.7557460435328985,0.5749571331260581,0.09861941481397687
24_0704__Tumor,1.43119644172988,-1.5334456441049362,-0.8676623796691352,-1.3936585902312038,-0.04145476098717659,-0.4718918669120885,-1.6729526753341981,1.0871082019110365,0.8895709023262992,-0.742807061952074,0.9656136308163773,-0.13025444555268034,-0.3145370629936563
25_0505_tumor,-1.4923669997660198,0.21984422940005022,-0.200174592048905,-1.3724714660905923,-0.984826823292281,1.914927260340818,0.6186649981904612,1.5267176079813078,-0.14294648871467594,-0.08338244818826651,0.49636378736683934,-0.19216303999721468,-0.21702585148210274
25_0706__Tumor,-0.04224099532035622,0.014799144515280426,-0.7036406549370041,-0.5958134593939165,-0.5085715658382286,0.3272138062856917,-0.8503851973983506,0.552716189186641,0.18508062955057014,1.0015566341701871,0.4280991693865236,-0.2141254430575095,0.022529494553380165
26_0509_tumor,0.7605098327447722,0.7489561699720231,0.2353639311530025,0.9693933864910766,1.1180540103053225,0.8595433340746199,0.1530135679194074,-0.07342742809046357,0.9008588217203675,0.5614982019438255,0.0874501328155851,0.20175366055327923,0.3384977651490313
26_0722__Tumor,1.1111259749366047,0.8824920503539587,1.2498056366368402,0.2986676974832247,1.236302553935991,-0.6472448535617419,0.4401842132104796,-0.21746137131747106,-1.2383330656306892,-0.23662843006219955,-0.0073998412737678165,0.8113503811709728,0.6334909715598555
27_0511_tumor,0.25223437510558455,0.41464814209438705,-1.1481075629681823,-0.15159036116120203,-0.3046381618114386,0.491896530050483,-1.0274475282821218,0.6655861767962846,1.0300578382082488,0.40402248783607536,1.2394537616668193,0.6190825679998884,-0.16787991773716787
27_0723__Tumor,-1.0657850827409203,1.7561802217537807,-0.9553002484161991,-0.729058883458754,-1.0783262794578945,1.9161226050653528,-0.8732490917107532,1.8645676668529154,0.6658853924139239,0.39648468578178736,0.9372312815271505,0.507069255714093,-0.6284840133343775
28_0513_tumor,-1.1240277590808492,0.032393983625476644,1.576521286797616,1.2201601237785424,0.9960014837998719,0.3723648108579474,0.2427015351792024,0.33109428572292576,0.10335951173204258,0.5511938416561943,-0.08630730171075811,0.27388343695204265,0.3672790584865329
28_0725__Tumor,-0.12571757803225625,1.3774366678275585,-1.068738045759558,-1.3816073726570361,0.19416490278819015,0.14560992123888752,-0.8546370938811579,-0.6104715596567469,0.5796892013644428,-1.0254374567471973,0.17428784010005127,1.3150865752885375,1.2536362388458657
29_0515_tumor,1.726208418175784,-0.3550620109938156,-0.08643744789631035,1.1837060891128062,1.8331445679370284,-1.0513323536729875,-0.137124433224976,-0.5884844639185517,0.711417765544672,-0.0999698694385464,1.354474736690513,-0.07815837384799568,-0.23472961706319434
29_0729__Tumor,-3.6104241834077166,-0.1319103343119385,-0.8670764476199804,-1.1532309232655493,-1.7757302744925099,1.634547140489093,-1.7676366035602924,1.4736361371549804,0.583926661324936,0.34277692838912066,1.280535642041682,-1.7069820460505072,-1.3422203691806744
2_0203_Tumor,-1.402494712468634,-1.2783857323865047,0.400421636615373,2.255336885390899,0.4318978047719317,-1.56247305628148,1.1616473009393216,-0.39814881008843317,0.8844038887560844,1.5595414233974325,-0.2437101628845736,-0.175459288575485,1.5328459441921938
2_0209__Tumor,0.07296426533338707,-0.8030294515368794,-0.005053519734312161,1.1049063502116157,0.495359141786535,-1.4397740582248566,-0.0962515705883399,-0.8651392154844183,0.8009265996536922,-0.9952724763595525,0.4697274612072233,0.4509264477425698,0.8570238096534788
30_0517_tumor,-0.2965016905454361,0.2732021329697417,-0.07201000780885171,0.4623441117710269,0.3948142289534219,-0.8407872070275811,0.052031873014734435,-1.3227855458925974,-1.5489965327180182,-0.4932236586930635,0.008361414167877446,-0.09079530488192052,0.8399337627601189
30_0814_RNAla_Ter__tumor,-1.2485208695086432,-0.19295547880557057,-1.308221189849826,-0.32614419527061556,-1.211261217745996,1.6960538424537501,-1.1324029188830533,1.3125454207646787,0.11722697476444408,0.054607603869511634,-0.10229130712335646,-0.841776416878567,0.3144370270528591
31_0519_tumor,-0.022551180431879335,-0.37799107642335805,-1.206283253356442,-0.5196746865133883,-0.696383493286451,0.9617352786157229,-1.0818241797644108,0.3860811893332926,0.3836323949623897,0.7165852820243934,0.8383310993732752,-0.03225288176344541,-1.3473401760051973
32_0523_tumor,-0.6310672087493312,-0.4400497783202663,0.23762097733674994,-0.4790460471108636,-1.2617787381342642,0.9482918123228318,-0.27334651424241724,0.6190815615717147,0.7925012569021773,1.5753592000313636,0.479153278478865,-0.6172512486006829,-0.7686887513959666
32_0904__Tumor,-0.3686233305810906,-0.25814163619952335,0.2690740790550462,0.5004900339026238,0.15433089648329756,0.3861801554439868,-0.5391360886797336,-0.17371158202574252,-1.2004153678214902,-0.7225448720871372,-0.625910066586387,0.6714667650760744,-0.20799155526235974
33_0524_tumor,0.34128283486664274,-0.7216888685179631,-0.7379072356106606,-0.7253384085923914,-0.6430427635989364,1.808607874800862,-0.9733517806852859,0.7677854961818091,0.45212612062460106,0.6881619892645622,1.5715510062054479,-0.9096400521517805,-1.5453703119022153
33_1002__Tumor,-0.6005067962644055,-0.6170199567429729,-0.813227229717869,-0.6305850136979665,-1.1698496273307322,0.2947195474923639,-1.148280378683622,1.7153269898809314,0.7843201645452464,0.8350951846270602,0.18669377837389942,-0.598106541221183,0.9552738422474617
34_0601_tumor,-1.390437231802149,0.6160530683189157,-1.1910827551964862,-0.6040391359132742,-1.105865416100942,1.3422902817056814,-1.4502204807703811,0.6145289563346653,0.5447404159435689,0.9133975410676775,1.6680569076918041,-0.9514829901108814,-2.174965136009083
34_1004__Tumor,-0.0053058674533191024,-0.2376634429928212,0.8190227119918146,-0.39178989056650915,-0.535799617485193,0.6605342172321543,-1.060082391181825,1.2509324177042749,0.8439557320953109,0.4362907130281265,1.1163828803107632,0.4333918651937869,-0.4018491525672997
35_0603_tumor,0.32678921007981265,-1.536302860102254,-0.3536253790965794,-0.9372039181481463,-1.6078574646897887,0.20082220051273553,-0.27131710414534854,0.10679659165392015,0.3667664950791771,2.3449104602893787,-0.9139820634969501,-0.34159730871679833,0.5810257062540356
35_1007__Tumor,0.006847188256840287,-0.9570289528182866,-0.413155858985244,1.5978194353999065,0.8245639824313243,-0.0370974854006385,-0.19907691618095152,-0.4986315494871544,0.9136624743227366,-0.5881207325661695,0.04518653868162632,1.6583095076653902,0.9536078333426293
36_0607_tumor,0.9657632998867063,0.7803192192196574,0.91250742383496,1.5417117660095159,2.018872347885078,-1.287970693729365,0.7944219301310312,-0.7176464224512759,0.2597226682474971,-0.6022129425507128,0.336504115690468,0.40573946879693906,0.7194375554489643
36_1014__Tumor,0.4304062592893687,-0.1447098356792471,-0.06521182307320776,-0.5868526426858586,0.9165821792574111,-0.6859716113281873,-0.4371983964406949,-0.7802436032382012,0.5670350660937237,0.6544263200979614,1.0078600053954831,-0.160076767562302,0.3750034412081356
37_0625_tumor,-2.3569569696382966,-1.4772471673289715,0.08385764037309593,-0.5095658811496474,-0.9187988521469603,1.3055473264168247,0.8240909073109368,0.9744398927437344,0.07706860943117375,2.374173273876237,-0.14689982910803884,-1.4870081661819472,-1.0830566109528779
37_1015__Tumor,1.0395911225253867,-0.8632033379743429,0.2549504625607335,1.0730985686430996,1.3013976368801519,-0.04271180375119864,0.33047465582397173,-0.7932469863216266,0.47865131739046385,0.6911904707850635,-0.9096607928960181,-0.17300978092806227,0.9863486048676623
38_0630_tumor,-1.0762750392397604,-0.31118279603321347,-0.7105359014498677,-1.5537957726941682,0.023780923610293197,-0.7803540948584912,-0.2222968285967375,1.1789053483118692,-3.1500123322566815,-0.34592836860678294,0.2894010151061118,2.783157720041357,0.16185025216308416
38_1016__Tumor,-1.188732269059208,-1.0077285932035827,0.05761272458376828,0.6557007315412929,0.5319560669192837,-0.6222921440091775,0.4688362183009831,-1.005746634075753,-2.6273294745566296,-1.2145111899445677,-0.9505570678135994,1.1382835315581405,0.6895561523607792
39_0701_tumor,-0.8474255192326424,0.7535359549002976,-1.0170817417657392,-1.3021369049968754,-1.5165565362521196,1.4413357115936345,-1.7259496739459026,2.240401759037872,0.49572180735944854,0.04610625520880888,0.9698075078394726,-0.6846312896388337,-0.4746397536894778
39_1103__Tumor,-0.2401816483913927,1.0840897834606487,0.8828131425312612,0.33843642987952705,-0.2670275992388248,-1.9084130888151483,1.580823218527209,-1.481702065658249,-2.626350333795491,-1.486385593827061,-1.62280999603808,0.15550220739244322,-0.013201622950667223
3_0207_Tumor,-0.6753342967998415,-0.594408102534552,-0.7632506460706702,-0.7370763338464159,-1.2788228069217698,1.5448240750555087,-1.760177803332904,1.9698278754685665,1.1670149670306895,1.8804593626449762,2.3757489389357342,-0.6864240108409003,-0.8392272756656735
3_0212__Tumor,1.4432324376330743,0.3200936196289083,0.6642642636979705,1.557878452965366,1.7945925981050022,0.26296766478568895,-0.009625961852868245,-0.3572515988873348,0.4335576623507731,-0.13336801835953832,0.45076868244631757,0.007614132457688313,0.13873929460710535
40_1101_tumor,0.7632775721580907,-1.0591001591341302,-1.1946703029912433,-0.645382040892306,-0.8537964085380947,1.1814395020543798,-0.6372358385152697,-0.364872480316482,1.0017779660239432,0.44513728889455834,0.1701059476724002,-0.2845585722776899,-0.7588129357951583
40_1107__Tumor,-1.2976524846033908,-0.663101291534388,-0.9405313046708171,-0.8131960960851732,-1.5690035212265887,2.396004378795057,-2.0963790445261123,2.4032431031450936,0.8413251967755281,1.4086639738065665,2.0332461213555897,-1.160955262223068,-1.3740175520406144
41_1407__Tumor,1.5218168129038556,-1.059549160400013,-0.7881921792642405,-1.0345897550871692,0.255912318553656,-0.8503321413048839,0.2381566206670391,-0.026783971632943077,0.4305101272328311,-0.40264442161768993,1.0058084102560063,0.22052388887549104,-1.0334204845086192
41_2007_tumor,0.016682325877453868,-0.763413197978169,0.4051772473345859,1.185800223016278,2.2991578743526992,0.40700264544637105,0.008242532564166844,-0.600393534642436,0.6232468328646514,-1.5253470776302591,0.18779281787945226,0.8173180457701603,0.18891720504353784
42_0715_tumor,-1.0943732576196163,0.29233229541531075,3.809587565981471,0.8619829476554471,-1.0234590878325653,-0.15850009253272915,1.1493348162475174,-0.9942737824513487,0.28790405391517354,0.49604677209338927,-1.9438327374879343,-0.6912677150468755,0.6879991524027732
42_1409__Tumor,0.1311588202587583,2.3953131350109556,-0.1685194924447539,-0.1659528466976295,0.5540351957706209,-0.0323264573745155,1.0350464156230694,-0.42955336933480315,-1.5891846197807868,-1.3867572697255137,-0.4475489508312018,0.1735843613345614,0.3307838315458618
