analysis,module_label,gene,gene_symbol_clean,endpoint,fold
nested_cv,M9,PAPSS2_3,PAPSS2,DFI,1.0
nested_cv,M10,TYROBP_3,TYROBP,DFI,1.0
nested_cv,M10,GPR183_3,GPR183,DFI,1.0
nested_cv,M10,BTK_3,BTK,DFI,1.0
nested_cv,M12,CENPV_3,CENPV,DFI,1.0
nested_cv,M10,HACD4_3,HACD4,DFI,1.0
nested_cv,M10,TBC1D9_3,TBC1D9,DFI,1.0
nested_cv,M10,SELENOP_3,SELENOP,DFI,1.0
nested_cv,M10,APOBR_3,APOBR,DFI,1.0
nested_cv,M10,TMEM140_3,TMEM140,DFI,1.0
nested_cv,M10,STXBP2_3,STXBP2,DFI,1.0
nested_cv,M10,INPP5D_3,INPP5D,DFI,1.0
nested_cv,M9,PIK3IP1_3,PIK3IP1,DFI,1.0
nested_cv,M10,B2M_3,B2M,DFI,1.0
nested_cv,M10,TNFRSF14_3,TNFRSF14,DFI,1.0
nested_cv,M10,SLC6A6_3,SLC6A6,DFI,1.0
nested_cv,M10,ADA2_3,ADA2,DFI,1.0
nested_cv,M10,CSF1R_3,CSF1R,DFI,1.0
nested_cv,M10,BIRC3_3,BIRC3,DFI,1.0
nested_cv,M12,SPC24_3,SPC24,DFI,1.0
nested_cv,M10,CASP8_3,CASP8,DFI,1.0
nested_cv,M12,POLE2_3,POLE2,DFI,1.0
nested_cv,M10,TAGAP_3,TAGAP,DFI,1.0
nested_cv,M2,SCRN2_3,SCRN2,DFI,1.0
nested_cv,M10,PTPRC_4,PTPRC,DFI,1.0
nested_cv,M10,SAMD9L_3,SAMD9L,DFI,1.0
nested_cv,M10,CYTH4_3,CYTH4,DFI,1.0
nested_cv,M7,SERTM1_3,SERTM1,DFI,1.0
nested_cv,M10,KIAA0040_3,KIAA0040,DFI,1.0
nested_cv,M10,NCF4_3,NCF4,DFI,1.0
nested_cv,M10,RAB29_3,RAB29,DFI,1.0
nested_cv,M12,ITGBL1_3,ITGBL1,DFI,1.0
nested_cv,M10,GNA15_3,GNA15,DFI,1.0
nested_cv,M10,PAG1_3,PAG1,DFI,1.0
nested_cv,M10,TRANK1_3,TRANK1,DFI,1.0
nested_cv,M10,GBP6_3,GBP6,DFI,1.0
nested_cv,M10,ARHGDIB_3,ARHGDIB,DFI,1.0
nested_cv,M10,SELPLG_3,SELPLG,DFI,1.0
nested_cv,M10,JCHAIN_3,JCHAIN,DFI,1.0
nested_cv,M10,RAC2_3,RAC2,DFI,1.0
nested_cv,M10,PTPN6_3,PTPN6,DFI,1.0
nested_cv,M10,SLCO3A1_3,SLCO3A1,DFI,1.0
nested_cv,M10,RGS18_3,RGS18,DFI,1.0
nested_cv,M10,CARD9_3,CARD9,DFI,1.0
nested_cv,M10,FCMR_3,FCMR,DFI,1.0
nested_cv,M10,DOK2_3,DOK2,DFI,1.0
nested_cv,M12,PTTG1_3,PTTG1,DFI,1.0
nested_cv,M10,PTAFR_3,PTAFR,DFI,1.0
nested_cv,M10,EPAS1_3,EPAS1,DFI,1.0
nested_cv,M10,LPXN_3,LPXN,DFI,1.0
nested_cv,M10,CSF2RB_3,CSF2RB,DFI,1.0
nested_cv,M10,LOC119879410,LOC119879410,DFI,1.0
nested_cv,M12,MCM5_3,MCM5,DFI,1.0
nested_cv,M12,E2F1_3,E2F1,DFI,1.0
nested_cv,M10,CTSH_3,CTSH,DFI,1.0
nested_cv,M10,LAT_3,LAT,DFI,1.0
nested_cv,M12,PGAP1_3,PGAP1,DFI,1.0
nested_cv,M10,ARRB1_3,ARRB1,DFI,1.0
nested_cv,M10,PARP12_3,PARP12,DFI,1.0
nested_cv,M10,CST7_3,CST7,DFI,1.0
nested_cv,M12,ST6GALNAC3_3,ST6GALNAC3,DFI,1.0
nested_cv,M10,MCTP1_3,MCTP1,DFI,1.0
nested_cv,M12,EVA1C_3,EVA1C,DFI,1.0
nested_cv,M9,FAM107A_3,FAM107A,DFI,1.0
nested_cv,M10,SMIM22_3,SMIM22,DFI,1.0
nested_cv,M10,FERMT3_3,FERMT3,DFI,1.0
nested_cv,M10,SPI1_3,SPI1,DFI,1.0
nested_cv,M12,FANCM_3,FANCM,DFI,1.0
nested_cv,M10,IFIT3_3,IFIT3,DFI,1.0
nested_cv,M10,LOC119877532,LOC119877532,DFI,1.0
nested_cv,M10,WAS_3,WAS,DFI,1.0
nested_cv,M10,SUSD1_3,SUSD1,DFI,1.0
nested_cv,M12,IRX1_3,IRX1,DFI,1.0
nested_cv,M10,TBC1D10C_3,TBC1D10C,DFI,1.0
nested_cv,M10,ALOX5_3,ALOX5,DFI,1.0
nested_cv,M10,VAV1_3,VAV1,DFI,1.0
nested_cv,M10,TFEC_3,TFEC,DFI,1.0
nested_cv,M12,RELN_3,RELN,DFI,1.0
nested_cv,M10,DLA-79_3,DLA-79,DFI,1.0
nested_cv,M12,CLCN5_3,CLCN5,DFI,1.0
nested_cv,M2,CA5B_3,CA5B,DFI,1.0
nested_cv,M10,STING1_3,STING1,DFI,1.0
nested_cv,M10,MARCHF1_3,MARCHF1,DFI,1.0
nested_cv,M10,LCP1_3,LCP1,DFI,1.0
nested_cv,M10,C9H17orf99_3,C9H17orf99,DFI,1.0
nested_cv,M12,TYMS_3,TYMS,DFI,1.0
nested_cv,M10,LOC119869021_2,LOC119869021,DFI,1.0
nested_cv,M10,MYO1G_3,MYO1G,DFI,1.0
nested_cv,M12,MCM4_3,MCM4,DFI,1.0
nested_cv,M10,EPHB3_3,EPHB3,DFI,1.0
nested_cv,M10,ELOVL4_3,ELOVL4,DFI,1.0
nested_cv,M10,GSC_3,GSC,DFI,1.0
nested_cv,M10,CYSLTR2_3,CYSLTR2,DFI,1.0
nested_cv,M12,MCM10_3,MCM10,DFI,1.0
nested_cv,M10,SLC13A5_3,SLC13A5,DFI,1.0
nested_cv,M10,SYK_3,SYK,DFI,1.0
nested_cv,M10,SERPINB8_3,SERPINB8,DFI,1.0
nested_cv,M10,LOC119878872,LOC119878872,DFI,1.0
nested_cv,M10,CYTIP_3,CYTIP,DFI,1.0
nested_cv,M12,POLE_3,POLE,DFI,1.0
nested_cv,M7,RBMS3_3,RBMS3,DFI,1.0
nested_cv,M12,AQP5_3,AQP5,DFI,1.0
nested_cv,M10,SELL_3,SELL,DFI,1.0
nested_cv,M10,GMFG_3,GMFG,DFI,1.0
nested_cv,M12,DNPH1_3,DNPH1,DFI,1.0
nested_cv,M10,GIMAP6_3,GIMAP6,DFI,1.0
nested_cv,M12,LGR4_3,LGR4,DFI,1.0
nested_cv,M10,PIK3CG_3,PIK3CG,DFI,1.0
nested_cv,M12,SULT1C4_3,SULT1C4,DFI,1.0
nested_cv,M12,SHCBP1_3,SHCBP1,DFI,1.0
nested_cv,M12,LOC487476_3,LOC487476,DFI,1.0
nested_cv,M10,SMPDL3A_3,SMPDL3A,DFI,1.0
nested_cv,M10,CCR2_3,CCR2,DFI,1.0
nested_cv,M12,SMO_3,SMO,DFI,1.0
nested_cv,M10,CRLF2_3,CRLF2,DFI,1.0
nested_cv,M10,YIF1B_3,YIF1B,DFI,1.0
nested_cv,M12,MIS18A_3,MIS18A,DFI,1.0
nested_cv,M10,DOK3_3,DOK3,DFI,1.0
nested_cv,M10,UPP1_3,UPP1,DFI,1.0
nested_cv,M10,IL4R_3,IL4R,DFI,1.0
nested_cv,M12,ARL4D_3,ARL4D,DFI,1.0
nested_cv,M10,CFB_3,CFB,DFI,1.0
nested_cv,M10,GLIPR1_3,GLIPR1,DFI,1.0
nested_cv,M9,LOC106559420_3,LOC106559420,DFI,1.0
nested_cv,M10,RGS10_3,RGS10,DFI,1.0
nested_cv,M10,PARVG_3,PARVG,DFI,1.0
nested_cv,M10,PTPRJ_3,PTPRJ,DFI,1.0
nested_cv,M10,GBP1_3,GBP1,DFI,1.0
nested_cv,M10,TDRD7_3,TDRD7,DFI,1.0
nested_cv,M10,LOC119875957_1,LOC119875957,DFI,1.0
nested_cv,M12,LOC100855995_3,LOC100855995,DFI,1.0
nested_cv,M10,EVI2A_3,EVI2A,DFI,1.0
nested_cv,M10,NEURL3_3,NEURL3,DFI,1.0
nested_cv,M10,ARHGAP45_3,ARHGAP45,DFI,1.0
nested_cv,M10,TNFAIP3_3,TNFAIP3,DFI,1.0
nested_cv,M10,LY96_3,LY96,DFI,1.0
nested_cv,M10,IL32_3,IL32,DFI,1.0
nested_cv,M10,LOC484309_3,LOC484309,DFI,1.0
nested_cv,M10,FGR_3,FGR,DFI,1.0
nested_cv,M10,LOC478384_3,LOC478384,DFI,1.0
nested_cv,M10,MILR1_3,MILR1,DFI,1.0
nested_cv,M10,ARHGAP9_3,ARHGAP9,DFI,1.0
nested_cv,M12,TONSL_3,TONSL,DFI,1.0
nested_cv,M12,ORC6_3,ORC6,DFI,1.0
nested_cv,M10,TNFSF10_3,TNFSF10,DFI,1.0
nested_cv,M12,SERF1A_3,SERF1A,DFI,1.0
nested_cv,M10,DOCK8_3,DOCK8,DFI,1.0
nested_cv,M12,SLC9A2_3,SLC9A2,DFI,1.0
nested_cv,M10,GPRC5C_3,GPRC5C,DFI,1.0
nested_cv,M12,PPP1R1B_3,PPP1R1B,DFI,1.0
nested_cv,M12,SCTR_3,SCTR,DFI,1.0
nested_cv,M10,CD244_3,CD244,DFI,1.0
nested_cv,M10,PARP4_3,PARP4,DFI,1.0
nested_cv,M12,RECQL4_3,RECQL4,DFI,1.0
nested_cv,M10,C2_3,C2,DFI,1.0
nested_cv,M10,PLD4_3,PLD4,DFI,1.0
nested_cv,M12,LOC119864445_3,LOC119864445,DFI,1.0
nested_cv,M12,MYOF_3,MYOF,DFI,1.0
nested_cv,M12,FAM81A_3,FAM81A,DFI,1.0
nested_cv,M10,IL18_3,IL18,DFI,1.0
nested_cv,M10,PIM1_3,PIM1,DFI,1.0
nested_cv,M10,DOCK5_3,DOCK5,DFI,1.0
nested_cv,M10,HCLS1_3,HCLS1,DFI,1.0
nested_cv,M12,CDCA5_3,CDCA5,DFI,1.0
nested_cv,M12,DBF4B_3,DBF4B,DFI,1.0
nested_cv,M12,RAB30_3,RAB30,DFI,1.0
nested_cv,M10,TRIM34_3,TRIM34,DFI,1.0
nested_cv,M10,ABCA3_3,ABCA3,DFI,1.0
nested_cv,M10,TLR2_3,TLR2,DFI,1.0
nested_cv,M12,ECT2_3,ECT2,DFI,1.0
nested_cv,M12,POLQ_3,POLQ,DFI,1.0
nested_cv,M10,P2RY14_3,P2RY14,DFI,1.0
nested_cv,M10,SLC43A2_3,SLC43A2,DFI,1.0
nested_cv,M10,DOCK2_3,DOCK2,DFI,1.0
nested_cv,M10,XCR1_3,XCR1,DFI,1.0
nested_cv,M12,FANCA_3,FANCA,DFI,1.0
nested_cv,M10,DOCK10_3,DOCK10,DFI,1.0
nested_cv,M10,MCOLN2_3,MCOLN2,DFI,1.0
nested_cv,M10,TNFAIP8_3,TNFAIP8,DFI,1.0
nested_cv,M10,SIT1_3,SIT1,DFI,1.0
nested_cv,M2,STX3_3,STX3,DFI,1.0
nested_cv,M12,SPDL1_3,SPDL1,DFI,1.0
nested_cv,M10,RENBP_3,RENBP,DFI,1.0
nested_cv,M12,IDS_3,IDS,DFI,1.0
nested_cv,M12,E2F7_3,E2F7,DFI,1.0
nested_cv,M10,DLA-DOA_3,DLA-DOA,DFI,1.0
nested_cv,M10,SHTN1_3,SHTN1,DFI,1.0
nested_cv,M10,ATP8B4_3,ATP8B4,DFI,1.0
nested_cv,M12,BUB1_3,BUB1,DFI,1.0
nested_cv,M10,JAML_3,JAML,DFI,1.0
nested_cv,M12,FAM131C_3,FAM131C,DFI,1.0
nested_cv,M14,CYP4V2_3,CYP4V2,DFI,2.0
nested_cv,M14,GPR34_3,GPR34,DFI,2.0
nested_cv,M15,PTTG1_3,PTTG1,DFI,2.0
nested_cv,M14,TLR3_3,TLR3,DFI,2.0
nested_cv,M3,STUM_3,STUM,DFI,2.0
nested_cv,M13,MEX3A_3,MEX3A,DFI,2.0
nested_cv,M12,LOC477699_3,LOC477699,DFI,2.0
nested_cv,M4,ADAMTS4_3,ADAMTS4,DFI,2.0
nested_cv,M3,HHIP_3,HHIP,DFI,2.0
nested_cv,M15,SUGCT_3,SUGCT,DFI,2.0
nested_cv,M11,LOC111097086_3,LOC111097086,DFI,2.0
nested_cv,M14,FMO5_3,FMO5,DFI,2.0
nested_cv,M15,UBE2S_3,UBE2S,DFI,2.0
nested_cv,M15,RECQL4_3,RECQL4,DFI,2.0
nested_cv,M14,SAMD9L_3,SAMD9L,DFI,2.0
nested_cv,M12,CBX7_3,CBX7,DFI,2.0
nested_cv,M15,NIBAN1_3,NIBAN1,DFI,2.0
nested_cv,M15,DNA2_3,DNA2,DFI,2.0
nested_cv,M14,APOBEC3Z3_4,APOBEC3Z3,DFI,2.0
nested_cv,M9,PTEN_3,PTEN,DFI,2.0
nested_cv,M14,ALOX5_3,ALOX5,DFI,2.0
nested_cv,M14,HACD4_3,HACD4,DFI,2.0
nested_cv,M14,P2RX7_3,P2RX7,DFI,2.0
nested_cv,M14,IFIT3_3,IFIT3,DFI,2.0
nested_cv,M14,EVI2B_3,EVI2B,DFI,2.0
nested_cv,M9,ATAD1_3,ATAD1,DFI,2.0
nested_cv,M15,CENPW_3,CENPW,DFI,2.0
nested_cv,M15,LHX2_3,LHX2,DFI,2.0
nested_cv,M14,ZMAT1_3,ZMAT1,DFI,2.0
nested_cv,M14,TLR7_3,TLR7,DFI,2.0
nested_cv,M15,SPC24_3,SPC24,DFI,2.0
nested_cv,M14,TRANK1_3,TRANK1,DFI,2.0
nested_cv,M14,ENPP5_3,ENPP5,DFI,2.0
nested_cv,M12,PIK3IP1_3,PIK3IP1,DFI,2.0
nested_cv,M3,ST6GALNAC3_3,ST6GALNAC3,DFI,2.0
nested_cv,M15,RCOR2_3,RCOR2,DFI,2.0
nested_cv,M12,SUSD1_3,SUSD1,DFI,2.0
nested_cv,M13,CENPV_3,CENPV,DFI,2.0
nested_cv,M12,ACSS3_3,ACSS3,DFI,2.0
nested_cv,M14,TAPBPL_3,TAPBPL,DFI,2.0
nested_cv,M14,PARP15_3,PARP15,DFI,2.0
nested_cv,M14,TNFAIP8L2_3,TNFAIP8L2,DFI,2.0
nested_cv,M14,IFIT2_3,IFIT2,DFI,2.0
nested_cv,M15,FANCM_3,FANCM,DFI,2.0
nested_cv,M14,RGS18_3,RGS18,DFI,2.0
nested_cv,M15,LOC100855995_3,LOC100855995,DFI,2.0
nested_cv,M12,TTC39B_3,TTC39B,DFI,2.0
nested_cv,M15,SERF1A_3,SERF1A,DFI,2.0
nested_cv,M15,FANCA_3,FANCA,DFI,2.0
nested_cv,M14,JCHAIN_3,JCHAIN,DFI,2.0
nested_cv,M4,STC1_3,STC1,DFI,2.0
nested_cv,M15,E2F1_3,E2F1,DFI,2.0
nested_cv,M15,FKBP4_3,FKBP4,DFI,2.0
nested_cv,M14,MOSPD2_3,MOSPD2,DFI,2.0
nested_cv,M15,TRIP13_3,TRIP13,DFI,2.0
nested_cv,M11,SRM_3,SRM,DFI,2.0
nested_cv,M12,KCTD12_3,KCTD12,DFI,2.0
nested_cv,M12,LOC119866898_3,LOC119866898,DFI,2.0
nested_cv,M15,MCM10_3,MCM10,DFI,2.0
nested_cv,M15,CENPK_3,CENPK,DFI,2.0
nested_cv,M12,LOC106557828_3,LOC106557828,DFI,2.0
nested_cv,M14,BATF2_3,BATF2,DFI,2.0
nested_cv,M15,POLE2_3,POLE2,DFI,2.0
nested_cv,M15,FANCD2_3,FANCD2,DFI,2.0
nested_cv,M15,SPC25_3,SPC25,DFI,2.0
nested_cv,M14,CARD9_3,CARD9,DFI,2.0
nested_cv,M4,ADAMTS1_3,ADAMTS1,DFI,2.0
nested_cv,M15,DLGAP5_3,DLGAP5,DFI,2.0
nested_cv,M5,STON1_3,STON1,DFI,2.0
nested_cv,M12,CA5B_3,CA5B,DFI,2.0
nested_cv,M15,MYBL2_3,MYBL2,DFI,2.0
nested_cv,M11,SERPINH1_3,SERPINH1,DFI,2.0
nested_cv,M12,SCRN2_3,SCRN2,DFI,2.0
nested_cv,M14,ACOD1_3,ACOD1,DFI,2.0
nested_cv,M12,MPIG6B_3,MPIG6B,DFI,2.0
nested_cv,M15,PLK4_3,PLK4,DFI,2.0
nested_cv,M15,CCNA2_3,CCNA2,DFI,2.0
nested_cv,M12,CREBRF_3,CREBRF,DFI,2.0
nested_cv,M12,PRKX_3,PRKX,DFI,2.0
nested_cv,M14,PARP4_3,PARP4,DFI,2.0
nested_cv,M12,FAXDC2_3,FAXDC2,DFI,2.0
nested_cv,M14,LOC476816_3,LOC476816,DFI,2.0
nested_cv,M9,MINPP1_3,MINPP1,DFI,2.0
nested_cv,M11,ADGRG6_3,ADGRG6,DFI,2.0
nested_cv,M15,UBE2C_3,UBE2C,DFI,2.0
nested_cv,M12,LOC119875957_1,LOC119875957,DFI,2.0
nested_cv,M14,ABCC3_3,ABCC3,DFI,2.0
nested_cv,M14,ADGRF1_3,ADGRF1,DFI,2.0
nested_cv,M14,TBC1D9_3,TBC1D9,DFI,2.0
nested_cv,M12,EPAS1_3,EPAS1,DFI,2.0
nested_cv,M15,FAM180A_3,FAM180A,DFI,2.0
nested_cv,M12,SERPING1_3,SERPING1,DFI,2.0
nested_cv,M3,SLC6A11_3,SLC6A11,DFI,2.0
nested_cv,M14,PAG1_3,PAG1,DFI,2.0
nested_cv,M14,PTPN6_3,PTPN6,DFI,2.0
nested_cv,M15,HSP90AA1_3,HSP90AA1,DFI,2.0
nested_cv,M14,CSF1R_3,CSF1R,DFI,2.0
nested_cv,M14,KIAA0040_3,KIAA0040,DFI,2.0
nested_cv,M14,OSR2_3,OSR2,DFI,2.0
nested_cv,M9,SELENOP_3,SELENOP,DFI,2.0
nested_cv,M14,CD8B_3,CD8B,DFI,2.0
nested_cv,M15,RBM44_3,RBM44,DFI,2.0
nested_cv,M14,TAGAP_3,TAGAP,DFI,2.0
nested_cv,M15,TSPAN33_3,TSPAN33,DFI,2.0
nested_cv,M12,OLFML1_3,OLFML1,DFI,2.0
nested_cv,M4,NR2F1_3,NR2F1,DFI,2.0
nested_cv,M14,TIMD4_3,TIMD4,DFI,2.0
nested_cv,M14,PARP9_3,PARP9,DFI,2.0
nested_cv,M15,CDCA5_3,CDCA5,DFI,2.0
nested_cv,M14,RASSF5_3,RASSF5,DFI,2.0
nested_cv,M14,SELPLG_3,SELPLG,DFI,2.0
nested_cv,M15,SPAG5_3,SPAG5,DFI,2.0
nested_cv,M14,ATP8A1_3,ATP8A1,DFI,2.0
nested_cv,M15,CDCA8_3,CDCA8,DFI,2.0
nested_cv,M14,NCKAP1L_3,NCKAP1L,DFI,2.0
nested_cv,M15,MCM5_3,MCM5,DFI,2.0
nested_cv,M14,PTPRJ_3,PTPRJ,DFI,2.0
nested_cv,M14,GBP6_3,GBP6,DFI,2.0
nested_cv,M14,LOC612325_3,LOC612325,DFI,2.0
nested_cv,M15,PBK_3,PBK,DFI,2.0
nested_cv,M14,FCMR_3,FCMR,DFI,2.0
nested_cv,M14,PIK3AP1_3,PIK3AP1,DFI,2.0
nested_cv,M15,HSP70_3,HSP70,DFI,2.0
nested_cv,M12,LAMA3_3,LAMA3,DFI,2.0
nested_cv,M5,GADD45GIP1_3,GADD45GIP1,DFI,2.0
nested_cv,M15,SIVA1_3,SIVA1,DFI,2.0
nested_cv,M12,EHD3_3,EHD3,DFI,2.0
nested_cv,M14,BLNK_3,BLNK,DFI,2.0
nested_cv,M3,CHST2_3,CHST2,DFI,2.0
nested_cv,M15,SH3D19_3,SH3D19,DFI,2.0
nested_cv,M15,ECT2_3,ECT2,DFI,2.0
nested_cv,M15,LOC119876044,LOC119876044,DFI,2.0
nested_cv,M15,DNPH1_3,DNPH1,DFI,2.0
nested_cv,M15,HSPH1_3,HSPH1,DFI,2.0
nested_cv,M12,STX3_3,STX3,DFI,2.0
nested_cv,M13,BARX1_3,BARX1,DFI,2.0
nested_cv,M15,IGF2BP1_3,IGF2BP1,DFI,2.0
nested_cv,M15,POLE_3,POLE,DFI,2.0
nested_cv,M15,BIRC5_3,BIRC5,DFI,2.0
nested_cv,M14,HNMT_3,HNMT,DFI,2.0
nested_cv,M9,SGMS1_3,SGMS1,DFI,2.0
nested_cv,M15,TONSL_3,TONSL,DFI,2.0
nested_cv,M15,SHCBP1_3,SHCBP1,DFI,2.0
nested_cv,M15,TNFSF10_3,TNFSF10,DFI,2.0
nested_cv,M15,FAM83D_3,FAM83D,DFI,2.0
nested_cv,M15,DSN1_3,DSN1,DFI,2.0
nested_cv,M15,ELOVL4_3,ELOVL4,DFI,2.0
nested_cv,M13,CSRP2_3,CSRP2,DFI,2.0
nested_cv,M15,SCML2_3,SCML2,DFI,2.0
nested_cv,M15,E2F7_3,E2F7,DFI,2.0
nested_cv,M14,ASAH1_3,ASAH1,DFI,2.0
nested_cv,M15,RAB30_3,RAB30,DFI,2.0
nested_cv,M12,CA14_3,CA14,DFI,2.0
nested_cv,M12,AMOTL2_3,AMOTL2,DFI,2.0
nested_cv,M15,HELLS_3,HELLS,DFI,2.0
nested_cv,M14,GSAP_3,GSAP,DFI,2.0
nested_cv,M14,JAML_3,JAML,DFI,2.0
nested_cv,M14,RNASEL_3,RNASEL,DFI,2.0
nested_cv,M13,LRFN4_3,LRFN4,DFI,2.0
nested_cv,M15,BUB1_3,BUB1,DFI,2.0
nested_cv,M12,LURAP1L_3,LURAP1L,DFI,2.0
nested_cv,M14,GBP1_3,GBP1,DFI,2.0
nested_cv,M14,APOBR_3,APOBR,DFI,2.0
nested_cv,M12,DNAH10_3,DNAH10,DFI,2.0
nested_cv,M14,GMFG_3,GMFG,DFI,2.0
nested_cv,M11,P4HA1_3,P4HA1,DFI,2.0
nested_cv,M15,PER2_3,PER2,DFI,2.0
nested_cv,M12,TPCN1_3,TPCN1,DFI,2.0
nested_cv,M12,KBTBD12_3,KBTBD12,DFI,2.0
nested_cv,M12,FYCO1_3,FYCO1,DFI,2.0
nested_cv,M15,CDC6_3,CDC6,DFI,2.0
nested_cv,M14,STING1_3,STING1,DFI,2.0
nested_cv,M12,LEPR_3,LEPR,DFI,2.0
nested_cv,M15,CSRP1_3,CSRP1,DFI,2.0
nested_cv,M12,LOC106559420_3,LOC106559420,DFI,2.0
nested_cv,M14,PYCARD_3,PYCARD,DFI,2.0
nested_cv,M15,SLC5A6_3,SLC5A6,DFI,2.0
nested_cv,M14,LOC119877532,LOC119877532,DFI,2.0
nested_cv,M14,CASP8_3,CASP8,DFI,2.0
nested_cv,M4,IGFBP5_3,IGFBP5,DFI,2.0
nested_cv,M15,UBE2T_3,UBE2T,DFI,2.0
nested_cv,M14,SCEL_3,SCEL,DFI,2.0
nested_cv,M15,CDCA3_3,CDCA3,DFI,2.0
nested_cv,M15,LOC119864445_3,LOC119864445,DFI,2.0
nested_cv,M14,IFI35_3,IFI35,DFI,2.0
nested_cv,M14,OAS3_3,OAS3,DFI,2.0
nested_cv,M13,SLC13A5_3,SLC13A5,DFI,2.0
nested_cv,M4,ANGPT2_3,ANGPT2,DFI,2.0
nested_cv,M15,TK1_3,TK1,DFI,2.0
nested_cv,M14,GAB2_3,GAB2,DFI,2.0
nested_cv,M13,SMO_3,SMO,DFI,2.0
nested_cv,M15,LOC119877688,LOC119877688,DFI,2.0
nested_cv,M13,NETO1_3,NETO1,DFI,2.0
nested_cv,M14,INPP5D_3,INPP5D,DFI,2.0
nested_cv,M14,CD244_3,CD244,DFI,2.0
nested_cv,M13,MEST_3,MEST,DFI,2.0
nested_cv,M14,TRIM34_3,TRIM34,DFI,2.0
nested_cv,M15,LOC111090004_3,LOC111090004,DFI,2.0
nested_cv,M13,ADORA2B_3,ADORA2B,DFI,2.0
nested_cv,M14,GPSM3_3,GPSM3,DFI,2.0
nested_cv,M14,DTX3L_3,DTX3L,DFI,2.0
nested_cv,M15,CCNB2_3,CCNB2,DFI,2.0
nested_cv,M14,DENND1C_3,DENND1C,DFI,2.0
nested_cv,M12,TMEM123_3,TMEM123,DFI,2.0
nested_cv,M15,UHRF1_3,UHRF1,DFI,2.0
nested_cv,M12,GRK7_3,GRK7,DFI,2.0
nested_cv,M15,SKA3_3,SKA3,DFI,2.0
nested_cv,M11,FKBP7_3,FKBP7,DFI,2.0
nested_cv,M15,GTSE1_3,GTSE1,DFI,2.0
nested_cv,M14,B2M_3,B2M,DFI,2.0
nested_cv,M12,LOC102152083_3,LOC102152083,DFI,2.0
nested_cv,M14,FLT3_3,FLT3,DFI,2.0
nested_cv,M15,LOC487476_3,LOC487476,DFI,2.0
nested_cv,M13,PRRT4_3,PRRT4,DFI,2.0
nested_cv,M14,LMO2_3,LMO2,DFI,2.0
nested_cv,M14,SERPINB9_3,SERPINB9,DFI,2.0
nested_cv,M14,ARSD_3,ARSD,DFI,2.0
nested_cv,M5,H2AX_3,H2AX,DFI,2.0
nested_cv,M14,GPR183_3,GPR183,DFI,2.0
nested_cv,M14,NCF4_3,NCF4,DFI,2.0
nested_cv,M14,RNF213_3,RNF213,DFI,2.0
nested_cv,M14,TMEM140_3,TMEM140,DFI,2.0
nested_cv,M15,SULT1C4_3,SULT1C4,DFI,2.0
nested_cv,M15,ORC6_3,ORC6,DFI,2.0
nested_cv,M9,PTGES3L_3,PTGES3L,DFI,2.0
nested_cv,M14,TMEM86A_3,TMEM86A,DFI,2.0
nested_cv,M14,DHX58_3,DHX58,DFI,2.0
nested_cv,M13,RETSAT_3,RETSAT,DFI,2.0
nested_cv,M15,MIS18A_3,MIS18A,DFI,2.0
nested_cv,M14,CLEC12A_3,CLEC12A,DFI,2.0
nested_cv,M14,LOC606863_3,LOC606863,DFI,2.0
nested_cv,M15,ST8SIA5_3,ST8SIA5,DFI,2.0
nested_cv,M14,PTAFR_3,PTAFR,DFI,2.0
nested_cv,M14,LPXN_3,LPXN,DFI,2.0
nested_cv,M15,CDT1_3,CDT1,DFI,2.0
nested_cv,M12,FAM107A_3,FAM107A,DFI,2.0
nested_cv,M14,PTPRO_3,PTPRO,DFI,2.0
nested_cv,M4,IGFBP3_3,IGFBP3,DFI,2.0
nested_cv,M14,IRF1_3,IRF1,DFI,2.0
nested_cv,M13,SAMD5_3,SAMD5,DFI,2.0
nested_cv,M15,TOP2A_3,TOP2A,DFI,2.0
nested_cv,M11,TMCC3_3,TMCC3,DFI,2.0
nested_cv,M15,NCAPG_3,NCAPG,DFI,2.0
nested_cv,M14,DOCK2_3,DOCK2,DFI,2.0
nested_cv,M14,ARRB1_3,ARRB1,DFI,2.0
nested_cv,M14,ENPP3_3,ENPP3,DFI,2.0
nested_cv,M13,GSC_3,GSC,DFI,2.0
nested_cv,M14,BTK_3,BTK,DFI,2.0
nested_cv,M5,ABHD2_3,ABHD2,DFI,2.0
nested_cv,M15,LOC102154334_3,LOC102154334,DFI,2.0
nested_cv,M12,EGR1_3,EGR1,DFI,2.0
nested_cv,M15,C29H8orf88_3,C29H8orf88,DFI,2.0
nested_cv,M15,C1S_3,C1S,DFI,2.0
nested_cv,M15,MCM2_3,MCM2,DFI,2.0
nested_cv,M14,RENBP_3,RENBP,DFI,2.0
nested_cv,M15,CDC20_3,CDC20,DFI,2.0
nested_cv,M15,AURKA_3,AURKA,DFI,2.0
nested_cv,M15,GPRC5C_3,GPRC5C,DFI,2.0
nested_cv,M15,CDCA7_3,CDCA7,DFI,2.0
nested_cv,M14,AKNA_3,AKNA,DFI,2.0
nested_cv,M15,MTFR2_3,MTFR2,DFI,2.0
nested_cv,M9,LOC100686484_3,LOC100686484,DFI,2.0
nested_cv,M12,LDLRAD4_3,LDLRAD4,DFI,2.0
nested_cv,M15,RRM2_3,RRM2,DFI,2.0
nested_cv,M15,DRAM1_3,DRAM1,DFI,2.0
