analysis,module_label,gene,gene_symbol_clean,endpoint,fold
nested_cv,M15,STMN1_3,STMN1,DFI,2.0
nested_cv,M15,KIF22_3,KIF22,DFI,2.0
nested_cv,M11,RCN3_3,RCN3,DFI,2.0
nested_cv,M14,ADA2_3,ADA2,DFI,2.0
nested_cv,M15,CXCL14_3,CXCL14,DFI,2.0
nested_cv,M14,SP100_3,SP100,DFI,2.0
nested_cv,M14,PIK3CG_3,PIK3CG,DFI,2.0
nested_cv,M15,CENPH_3,CENPH,DFI,2.0
nested_cv,M14,CBLN3_3,CBLN3,DFI,2.0
nested_cv,M15,HORMAD1_3,HORMAD1,DFI,2.0
nested_cv,M14,APBB1IP_3,APBB1IP,DFI,2.0
nested_cv,M13,SIM2_3,SIM2,DFI,2.0
nested_cv,M12,RBMS3_3,RBMS3,DFI,2.0
nested_cv,M14,CTSH_3,CTSH,DFI,2.0
nested_cv,M14,UBA7_3,UBA7,DFI,2.0
nested_cv,M14,SPN_3,SPN,DFI,2.0
nested_cv,M13,GAREM2_3,GAREM2,DFI,2.0
nested_cv,M15,E2F8_3,E2F8,DFI,2.0
nested_cv,M14,MYO1G_3,MYO1G,DFI,2.0
nested_cv,M14,LAPTM5_3,LAPTM5,DFI,2.0
nested_cv,M14,SCTR_3,SCTR,DFI,2.0
nested_cv,M14,CASP12_3,CASP12,DFI,2.0
nested_cv,M8,KLHL9_3,KLHL9,DFI,3.0
nested_cv,M8,ST6GALNAC3_3,ST6GALNAC3,DFI,3.0
nested_cv,M17,HHIP_3,HHIP,DFI,3.0
nested_cv,M11,HACD4_3,HACD4,DFI,3.0
nested_cv,M11,CYP4V2_3,CYP4V2,DFI,3.0
nested_cv,M11,LOC477699_3,LOC477699,DFI,3.0
nested_cv,M8,MEX3A_3,MEX3A,DFI,3.0
nested_cv,M19,STUM_3,STUM,DFI,3.0
nested_cv,M11,GPR34_3,GPR34,DFI,3.0
nested_cv,M11,APOBEC3Z3_4,APOBEC3Z3,DFI,3.0
nested_cv,M8,TRIP13_3,TRIP13,DFI,3.0
nested_cv,M15,KCTD12_3,KCTD12,DFI,3.0
nested_cv,M17,OSR2_3,OSR2,DFI,3.0
nested_cv,M17,NET1_3,NET1,DFI,3.0
nested_cv,M8,LOC102154334_3,LOC102154334,DFI,3.0
nested_cv,M8,CENPV_3,CENPV,DFI,3.0
nested_cv,M8,DNA2_3,DNA2,DFI,3.0
nested_cv,M11,EVI2B_3,EVI2B,DFI,3.0
nested_cv,M11,CTSH_3,CTSH,DFI,3.0
nested_cv,M8,CSRP1_3,CSRP1,DFI,3.0
nested_cv,M11,LOC476816_3,LOC476816,DFI,3.0
nested_cv,M8,DNPH1_3,DNPH1,DFI,3.0
nested_cv,M15,MAB21L2_3,MAB21L2,DFI,3.0
nested_cv,M11,ACOD1_3,ACOD1,DFI,3.0
nested_cv,M11,BLNK_3,BLNK,DFI,3.0
nested_cv,M11,TLR7_3,TLR7,DFI,3.0
nested_cv,M8,EPAS1_3,EPAS1,DFI,3.0
nested_cv,M11,PYCARD_3,PYCARD,DFI,3.0
nested_cv,M8,CBX7_3,CBX7,DFI,3.0
nested_cv,M11,LOC612325_3,LOC612325,DFI,3.0
nested_cv,M8,DSCC1_3,DSCC1,DFI,3.0
nested_cv,M11,PARP9_3,PARP9,DFI,3.0
nested_cv,M11,ALOX5_3,ALOX5,DFI,3.0
nested_cv,M11,DLA-79_3,DLA-79,DFI,3.0
nested_cv,M11,TBC1D9_3,TBC1D9,DFI,3.0
nested_cv,M11,RNF213_3,RNF213,DFI,3.0
nested_cv,M17,SCRN2_3,SCRN2,DFI,3.0
nested_cv,M11,SAMD9L_3,SAMD9L,DFI,3.0
nested_cv,M11,SELPLG_3,SELPLG,DFI,3.0
nested_cv,M11,SCTR_3,SCTR,DFI,3.0
nested_cv,M8,RBM44_3,RBM44,DFI,3.0
nested_cv,M11,DTX3L_3,DTX3L,DFI,3.0
nested_cv,M8,HSP70_3,HSP70,DFI,3.0
nested_cv,M11,ADGRF1_3,ADGRF1,DFI,3.0
nested_cv,M8,FANCA_3,FANCA,DFI,3.0
nested_cv,M19,DRD1_3,DRD1,DFI,3.0
nested_cv,M11,UBA7_3,UBA7,DFI,3.0
nested_cv,M15,CA14_3,CA14,DFI,3.0
nested_cv,M11,TLR3_3,TLR3,DFI,3.0
nested_cv,M16,ADORA2B_3,ADORA2B,DFI,3.0
nested_cv,M11,BATF2_3,BATF2,DFI,3.0
nested_cv,M16,ADAMTS4_3,ADAMTS4,DFI,3.0
nested_cv,M8,SLC5A6_3,SLC5A6,DFI,3.0
nested_cv,M17,MEST_3,MEST,DFI,3.0
nested_cv,M11,CBLN3_3,CBLN3,DFI,3.0
nested_cv,M8,LOC119877688,LOC119877688,DFI,3.0
nested_cv,M8,NIBAN1_3,NIBAN1,DFI,3.0
nested_cv,M8,LOC119866898_3,LOC119866898,DFI,3.0
nested_cv,M8,HSP90AA1_3,HSP90AA1,DFI,3.0
nested_cv,M15,OLFML1_3,OLFML1,DFI,3.0
nested_cv,M8,FAM180A_3,FAM180A,DFI,3.0
nested_cv,M8,GAS6_3,GAS6,DFI,3.0
nested_cv,M11,ASAH1_3,ASAH1,DFI,3.0
nested_cv,M11,IFIT3_3,IFIT3,DFI,3.0
nested_cv,M11,DHX58_3,DHX58,DFI,3.0
nested_cv,M11,ATP8B4_3,ATP8B4,DFI,3.0
nested_cv,M8,RECQL4_3,RECQL4,DFI,3.0
nested_cv,M11,PARP15_3,PARP15,DFI,3.0
nested_cv,M11,INPP5D_3,INPP5D,DFI,3.0
nested_cv,M8,SERF1A_3,SERF1A,DFI,3.0
nested_cv,M11,PARP14_3,PARP14,DFI,3.0
nested_cv,M8,CENPW_3,CENPW,DFI,3.0
nested_cv,M11,P2RX7_3,P2RX7,DFI,3.0
nested_cv,M15,PLCXD2_3,PLCXD2,DFI,3.0
nested_cv,M11,TAPBPL_3,TAPBPL,DFI,3.0
nested_cv,M16,NR2F1_3,NR2F1,DFI,3.0
nested_cv,M8,LOC607470_1,LOC607470,DFI,3.0
nested_cv,M11,CD8B_3,CD8B,DFI,3.0
nested_cv,M11,B2M_3,B2M,DFI,3.0
nested_cv,M11,TAGAP_3,TAGAP,DFI,3.0
nested_cv,M11,CSF1R_3,CSF1R,DFI,3.0
nested_cv,M11,FCMR_3,FCMR,DFI,3.0
nested_cv,M8,POLE2_3,POLE2,DFI,3.0
nested_cv,M8,MCM10_3,MCM10,DFI,3.0
nested_cv,M11,ABCC3_3,ABCC3,DFI,3.0
nested_cv,M15,ZBED2_3,ZBED2,DFI,3.0
nested_cv,M8,REXO5_3,REXO5,DFI,3.0
nested_cv,M15,TAF9B_3,TAF9B,DFI,3.0
nested_cv,M11,PRKAR2B_3,PRKAR2B,DFI,3.0
nested_cv,M11,TNFAIP8L2_3,TNFAIP8L2,DFI,3.0
nested_cv,M8,PAPPA_3,PAPPA,DFI,3.0
nested_cv,M11,ADA2_3,ADA2,DFI,3.0
nested_cv,M11,TDRD7_3,TDRD7,DFI,3.0
nested_cv,M8,TSPAN33_3,TSPAN33,DFI,3.0
nested_cv,M19,TSPAN15_3,TSPAN15,DFI,3.0
nested_cv,M11,TRIM22_3,TRIM22,DFI,3.0
nested_cv,M11,SQOR_3,SQOR,DFI,3.0
nested_cv,M8,FANCM_3,FANCM,DFI,3.0
nested_cv,M11,LOC111091730_3,LOC111091730,DFI,3.0
nested_cv,M11,LPAR5_3,LPAR5,DFI,3.0
nested_cv,M15,LURAP1L_3,LURAP1L,DFI,3.0
nested_cv,M17,NETO1_3,NETO1,DFI,3.0
nested_cv,M11,DENND1C_3,DENND1C,DFI,3.0
nested_cv,M8,XG_3,XG,DFI,3.0
nested_cv,M11,SERPINB9_3,SERPINB9,DFI,3.0
nested_cv,M8,CCNA2_3,CCNA2,DFI,3.0
nested_cv,M11,CYTH4_3,CYTH4,DFI,3.0
nested_cv,M11,SPN_3,SPN,DFI,3.0
nested_cv,M11,TNFRSF14_3,TNFRSF14,DFI,3.0
nested_cv,M11,NCKAP1L_3,NCKAP1L,DFI,3.0
nested_cv,M11,ITGAX_3,ITGAX,DFI,3.0
nested_cv,M11,LOC488622_3,LOC488622,DFI,3.0
nested_cv,M8,HSPH1_3,HSPH1,DFI,3.0
nested_cv,M11,PARP12_3,PARP12,DFI,3.0
nested_cv,M11,LOC100684769_3,LOC100684769,DFI,3.0
nested_cv,M11,CARD9_3,CARD9,DFI,3.0
nested_cv,M8,PLK4_3,PLK4,DFI,3.0
nested_cv,M19,STC1_3,STC1,DFI,3.0
nested_cv,M8,MCM5_3,MCM5,DFI,3.0
nested_cv,M8,LOC487476_3,LOC487476,DFI,3.0
nested_cv,M11,ST14_3,ST14,DFI,3.0
nested_cv,M11,RGS18_3,RGS18,DFI,3.0
nested_cv,M8,E2F7_3,E2F7,DFI,3.0
nested_cv,M8,MIS18A_3,MIS18A,DFI,3.0
nested_cv,M16,PGAP1_3,PGAP1,DFI,3.0
nested_cv,M8,SMO_3,SMO,DFI,3.0
nested_cv,M11,GPR183_3,GPR183,DFI,3.0
nested_cv,M8,POLE_3,POLE,DFI,3.0
nested_cv,M11,LOC119877532,LOC119877532,DFI,3.0
nested_cv,M8,ECT2_3,ECT2,DFI,3.0
nested_cv,M11,DLA-DOA_3,DLA-DOA,DFI,3.0
nested_cv,M11,LMO2_3,LMO2,DFI,3.0
nested_cv,M16,ADAMTS1_3,ADAMTS1,DFI,3.0
nested_cv,M8,CTH_3,CTH,DFI,3.0
nested_cv,M11,C3AR1_3,C3AR1,DFI,3.0
nested_cv,M11,GPSM3_3,GPSM3,DFI,3.0
nested_cv,M8,SERPING1_3,SERPING1,DFI,3.0
nested_cv,M8,PDLIM5_3,PDLIM5,DFI,3.0
nested_cv,M8,UBE2S_3,UBE2S,DFI,3.0
nested_cv,M8,SIVA1_3,SIVA1,DFI,3.0
nested_cv,M11,KIAA0040_3,KIAA0040,DFI,3.0
nested_cv,M17,GLI1_3,GLI1,DFI,3.0
nested_cv,M11,LOC606863_3,LOC606863,DFI,3.0
nested_cv,M8,E2F1_3,E2F1,DFI,3.0
nested_cv,M11,NCF4_3,NCF4,DFI,3.0
nested_cv,M11,PTPN6_3,PTPN6,DFI,3.0
nested_cv,M8,MCM2_3,MCM2,DFI,3.0
nested_cv,M11,DOCK8_3,DOCK8,DFI,3.0
nested_cv,M11,GMFG_3,GMFG,DFI,3.0
nested_cv,M11,IL34_3,IL34,DFI,3.0
nested_cv,M8,TONSL_3,TONSL,DFI,3.0
nested_cv,M11,LAPTM5_3,LAPTM5,DFI,3.0
nested_cv,M11,LPXN_3,LPXN,DFI,3.0
nested_cv,M8,CENPK_3,CENPK,DFI,3.0
nested_cv,M11,PLD4_3,PLD4,DFI,3.0
nested_cv,M8,LOC119875994_2,LOC119875994,DFI,3.0
nested_cv,M8,APCDD1_3,APCDD1,DFI,3.0
nested_cv,M11,PRDM1_3,PRDM1,DFI,3.0
nested_cv,M8,SHCBP1_3,SHCBP1,DFI,3.0
nested_cv,M8,RHPN2_3,RHPN2,DFI,3.0
nested_cv,M8,HELLS_3,HELLS,DFI,3.0
nested_cv,M8,DSN1_3,DSN1,DFI,3.0
nested_cv,M11,STING1_3,STING1,DFI,3.0
nested_cv,M11,JCHAIN_3,JCHAIN,DFI,3.0
nested_cv,M11,PIK3CG_3,PIK3CG,DFI,3.0
nested_cv,M8,SCML2_3,SCML2,DFI,3.0
nested_cv,M17,USP2_3,USP2,DFI,3.0
nested_cv,M8,FANCD2_3,FANCD2,DFI,3.0
nested_cv,M11,DOCK2_3,DOCK2,DFI,3.0
nested_cv,M11,ENPP5_3,ENPP5,DFI,3.0
nested_cv,M8,ACSS3_3,ACSS3,DFI,3.0
nested_cv,M8,ATAD2_3,ATAD2,DFI,3.0
nested_cv,M8,CDCA8_3,CDCA8,DFI,3.0
nested_cv,M8,DNAJB1_3,DNAJB1,DFI,3.0
nested_cv,M11,PRKX_3,PRKX,DFI,3.0
nested_cv,M8,PTTG1_3,PTTG1,DFI,3.0
nested_cv,M8,POLR1C_3,POLR1C,DFI,3.0
nested_cv,M11,SUSD1_3,SUSD1,DFI,3.0
nested_cv,M19,CHST2_3,CHST2,DFI,3.0
nested_cv,M11,DDX58_3,DDX58,DFI,3.0
nested_cv,M8,BUB1_3,BUB1,DFI,3.0
nested_cv,M11,ADGRG6_3,ADGRG6,DFI,3.0
nested_cv,M8,LOC100855995_3,LOC100855995,DFI,3.0
nested_cv,M15,RBMS3_3,RBMS3,DFI,3.0
nested_cv,M19,IGFBP3_3,IGFBP3,DFI,3.0
nested_cv,M11,ARRB1_3,ARRB1,DFI,3.0
nested_cv,M8,FN1_3,FN1,DFI,3.0
nested_cv,M8,UHRF1_3,UHRF1,DFI,3.0
nested_cv,M8,SUGCT_3,SUGCT,DFI,3.0
nested_cv,M11,PTPRC_4,PTPRC,DFI,3.0
nested_cv,M11,PTPRO_3,PTPRO,DFI,3.0
nested_cv,M11,VWA5A_3,VWA5A,DFI,3.0
nested_cv,M11,TMEM86A_3,TMEM86A,DFI,3.0
nested_cv,M11,CD244_3,CD244,DFI,3.0
nested_cv,M11,PIK3AP1_3,PIK3AP1,DFI,3.0
nested_cv,M11,DDX60_3,DDX60,DFI,3.0
nested_cv,M17,FLVCR2_3,FLVCR2,DFI,3.0
nested_cv,M11,PARVG_3,PARVG,DFI,3.0
nested_cv,M11,SULT1C4_3,SULT1C4,DFI,3.0
nested_cv,M11,MARCHF1_3,MARCHF1,DFI,3.0
nested_cv,M11,MOSPD2_3,MOSPD2,DFI,3.0
nested_cv,M11,LGALS9_3,LGALS9,DFI,3.0
nested_cv,M8,PSAT1_3,PSAT1,DFI,3.0
nested_cv,M11,OAS3_3,OAS3,DFI,3.0
nested_cv,M11,CASP12_3,CASP12,DFI,3.0
nested_cv,M11,PSMB8_3,PSMB8,DFI,3.0
nested_cv,M11,VAV1_3,VAV1,DFI,3.0
nested_cv,M8,MACROH2A2_3,MACROH2A2,DFI,3.0
nested_cv,M11,SIRPB2_3,SIRPB2,DFI,3.0
nested_cv,M11,SYK_3,SYK,DFI,3.0
nested_cv,M11,IFGGC1_3,IFGGC1,DFI,3.0
nested_cv,M11,TIMD4_3,TIMD4,DFI,3.0
nested_cv,M11,RAB29_3,RAB29,DFI,3.0
nested_cv,M19,DTX1_3,DTX1,DFI,3.0
nested_cv,M11,ZBP1_3,ZBP1,DFI,3.0
nested_cv,M11,OAS1_3,OAS1,DFI,3.0
nested_cv,M11,RNASEL_3,RNASEL,DFI,3.0
nested_cv,M11,TASL_3,TASL,DFI,3.0
nested_cv,M11,IL18_3,IL18,DFI,3.0
nested_cv,M17,CSRP2_3,CSRP2,DFI,3.0
nested_cv,M11,IFGGB2_3,IFGGB2,DFI,3.0
nested_cv,M8,NMRAL1_3,NMRAL1,DFI,3.0
nested_cv,M8,CDC6_3,CDC6,DFI,3.0
nested_cv,M8,NSMCE2_3,NSMCE2,DFI,3.0
nested_cv,M11,NFAM1_3,NFAM1,DFI,3.0
nested_cv,M11,TMEM140_3,TMEM140,DFI,3.0
nested_cv,M11,IFIT2_3,IFIT2,DFI,3.0
nested_cv,M11,LOC488947_3,LOC488947,DFI,3.0
nested_cv,M11,CARD11_3,CARD11,DFI,3.0
nested_cv,M8,RCOR2_3,RCOR2,DFI,3.0
nested_cv,M8,CEP72_3,CEP72,DFI,3.0
nested_cv,M8,DEPDC1_3,DEPDC1,DFI,3.0
nested_cv,M8,EPHA2_3,EPHA2,DFI,3.0
nested_cv,M8,FGF7_3,FGF7,DFI,3.0
nested_cv,M11,SIT1_3,SIT1,DFI,3.0
nested_cv,M11,ANXA3_3,ANXA3,DFI,3.0
nested_cv,M17,STX3_3,STX3,DFI,3.0
nested_cv,M8,LOC119864445_3,LOC119864445,DFI,3.0
nested_cv,M8,ARL4D_3,ARL4D,DFI,3.0
nested_cv,M11,LY96_3,LY96,DFI,3.0
nested_cv,M11,SYTL1_3,SYTL1,DFI,3.0
nested_cv,M11,CLEC12A_3,CLEC12A,DFI,3.0
nested_cv,M11,LIPA_3,LIPA,DFI,3.0
nested_cv,M11,IFI35_3,IFI35,DFI,3.0
nested_cv,M8,ORC6_3,ORC6,DFI,3.0
nested_cv,M8,ADAMTS2_3,ADAMTS2,DFI,3.0
nested_cv,M11,TRIM34_3,TRIM34,DFI,3.0
nested_cv,M16,YES1_3,YES1,DFI,3.0
nested_cv,M8,DBF4B_3,DBF4B,DFI,3.0
nested_cv,M11,MYO1G_3,MYO1G,DFI,3.0
nested_cv,M8,SPC24_3,SPC24,DFI,3.0
nested_cv,M8,MCM3_3,MCM3,DFI,3.0
nested_cv,M8,IGF2BP1_3,IGF2BP1,DFI,3.0
nested_cv,M11,FERMT3_3,FERMT3,DFI,3.0
nested_cv,M8,SIM2_3,SIM2,DFI,3.0
nested_cv,M8,CDT1_3,CDT1,DFI,3.0
nested_cv,M8,SLC7A5_3,SLC7A5,DFI,3.0
nested_cv,M11,TNFSF8_3,TNFSF8,DFI,3.0
nested_cv,M11,TYROBP_3,TYROBP,DFI,3.0
nested_cv,M11,ANKRD22_3,ANKRD22,DFI,3.0
nested_cv,M11,MS4A7_3,MS4A7,DFI,3.0
nested_cv,M8,BRCA1_3,BRCA1,DFI,3.0
nested_cv,M16,SLC16A1_3,SLC16A1,DFI,3.0
nested_cv,M8,DLGAP5_3,DLGAP5,DFI,3.0
nested_cv,M11,OASL_3,OASL,DFI,3.0
nested_cv,M16,GJC1_3,GJC1,DFI,3.0
nested_cv,M8,LHX2_3,LHX2,DFI,3.0
nested_cv,M11,DAPP1_3,DAPP1,DFI,3.0
nested_cv,M8,SPC25_3,SPC25,DFI,3.0
nested_cv,M11,GBP1_3,GBP1,DFI,3.0
nested_cv,M11,GBP6_3,GBP6,DFI,3.0
nested_cv,M11,SEMA4A_3,SEMA4A,DFI,3.0
nested_cv,M11,TFEC_3,TFEC,DFI,3.0
nested_cv,M15,TSPAN33_3,TSPAN33,DFI,4.0
nested_cv,M15,TRIP13_3,TRIP13,DFI,4.0
nested_cv,M12,CYP4V2_3,CYP4V2,DFI,4.0
nested_cv,M15,PTTG1_3,PTTG1,DFI,4.0
nested_cv,M15,MCM10_3,MCM10,DFI,4.0
nested_cv,M15,DNA2_3,DNA2,DFI,4.0
nested_cv,M15,PSAT1_3,PSAT1,DFI,4.0
nested_cv,M15,POLE2_3,POLE2,DFI,4.0
nested_cv,M15,SPC25_3,SPC25,DFI,4.0
nested_cv,M15,LOC100855995_3,LOC100855995,DFI,4.0
nested_cv,M15,DNPH1_3,DNPH1,DFI,4.0
nested_cv,M15,MEX3A_3,MEX3A,DFI,4.0
nested_cv,M17,STUM_3,STUM,DFI,4.0
nested_cv,M15,MYBL2_3,MYBL2,DFI,4.0
nested_cv,M15,LOC487476_3,LOC487476,DFI,4.0
nested_cv,M15,ECT2_3,ECT2,DFI,4.0
nested_cv,M15,CENPK_3,CENPK,DFI,4.0
nested_cv,M15,CENPW_3,CENPW,DFI,4.0
nested_cv,M15,FANCA_3,FANCA,DFI,4.0
nested_cv,M15,SRM_3,SRM,DFI,4.0
nested_cv,M15,DLGAP5_3,DLGAP5,DFI,4.0
nested_cv,M12,GPR34_3,GPR34,DFI,4.0
nested_cv,M12,ZMAT1_3,ZMAT1,DFI,4.0
nested_cv,M15,SHCBP1_3,SHCBP1,DFI,4.0
nested_cv,M15,FANCM_3,FANCM,DFI,4.0
nested_cv,M15,MIS18A_3,MIS18A,DFI,4.0
nested_cv,M9,STK39_3,STK39,DFI,4.0
nested_cv,M12,ENPP5_3,ENPP5,DFI,4.0
nested_cv,M12,FMO5_3,FMO5,DFI,4.0
nested_cv,M15,ALOX5_3,ALOX5,DFI,4.0
nested_cv,M15,CDCA5_3,CDCA5,DFI,4.0
nested_cv,M15,MCM5_3,MCM5,DFI,4.0
nested_cv,M15,E2F1_3,E2F1,DFI,4.0
nested_cv,M12,LOC476816_3,LOC476816,DFI,4.0
nested_cv,M15,RCOR2_3,RCOR2,DFI,4.0
nested_cv,M15,DSCC1_3,DSCC1,DFI,4.0
nested_cv,M15,BUB1_3,BUB1,DFI,4.0
nested_cv,M14,SERF1A_3,SERF1A,DFI,4.0
nested_cv,M15,LOC111097086_3,LOC111097086,DFI,4.0
nested_cv,M15,LOC477699_3,LOC477699,DFI,4.0
nested_cv,M15,UBE2C_3,UBE2C,DFI,4.0
nested_cv,M15,PIK3IP1_3,PIK3IP1,DFI,4.0
nested_cv,M15,CBX7_3,CBX7,DFI,4.0
nested_cv,M15,SUGCT_3,SUGCT,DFI,4.0
nested_cv,M15,AURKA_3,AURKA,DFI,4.0
nested_cv,M12,TLR3_3,TLR3,DFI,4.0
nested_cv,M15,STMN1_3,STMN1,DFI,4.0
nested_cv,M15,RECQL4_3,RECQL4,DFI,4.0
nested_cv,M12,KIAA0040_3,KIAA0040,DFI,4.0
nested_cv,M15,SERPING1_3,SERPING1,DFI,4.0
nested_cv,M15,SKA3_3,SKA3,DFI,4.0
nested_cv,M10,SCRN2_3,SCRN2,DFI,4.0
nested_cv,M15,DSN1_3,DSN1,DFI,4.0
nested_cv,M15,FAM83D_3,FAM83D,DFI,4.0
nested_cv,M9,KCTD12_3,KCTD12,DFI,4.0
nested_cv,M15,SCML2_3,SCML2,DFI,4.0
nested_cv,M15,LOC119877688,LOC119877688,DFI,4.0
nested_cv,M5,MINPP1_3,MINPP1,DFI,4.0
nested_cv,M15,E2F8_3,E2F8,DFI,4.0
nested_cv,M5,ATAD1_3,ATAD1,DFI,4.0
nested_cv,M15,GMNN_3,GMNN,DFI,4.0
nested_cv,M15,MAP1LC3C_3,MAP1LC3C,DFI,4.0
nested_cv,M15,TROAP_3,TROAP,DFI,4.0
nested_cv,M15,RRM2_3,RRM2,DFI,4.0
nested_cv,M15,FAM107A_3,FAM107A,DFI,4.0
nested_cv,M15,TYMS_3,TYMS,DFI,4.0
nested_cv,M12,RENBP_3,RENBP,DFI,4.0
nested_cv,M12,CTSH_3,CTSH,DFI,4.0
nested_cv,M15,GTSE1_3,GTSE1,DFI,4.0
nested_cv,M12,APOBEC3Z3_4,APOBEC3Z3,DFI,4.0
nested_cv,M15,CENPT_3,CENPT,DFI,4.0
nested_cv,M15,MTFR2_3,MTFR2,DFI,4.0
nested_cv,M15,MCM4_3,MCM4,DFI,4.0
nested_cv,M15,NIBAN1_3,NIBAN1,DFI,4.0
nested_cv,M15,CDCA8_3,CDCA8,DFI,4.0
nested_cv,M15,GPRC5C_3,GPRC5C,DFI,4.0
nested_cv,M12,EVI2B_3,EVI2B,DFI,4.0
nested_cv,M15,CDC6_3,CDC6,DFI,4.0
nested_cv,M15,E2F7_3,E2F7,DFI,4.0
nested_cv,M15,ACSS3_3,ACSS3,DFI,4.0
nested_cv,M10,PPA1_3,PPA1,DFI,4.0
nested_cv,M15,UBE2S_3,UBE2S,DFI,4.0
nested_cv,M15,SPC24_3,SPC24,DFI,4.0
nested_cv,M17,NR2F1_3,NR2F1,DFI,4.0
nested_cv,M12,TLR7_3,TLR7,DFI,4.0
nested_cv,M15,LOC119875957_1,LOC119875957,DFI,4.0
nested_cv,M15,FANCD2_3,FANCD2,DFI,4.0
nested_cv,M15,DEPDC1_3,DEPDC1,DFI,4.0
nested_cv,M15,REXO5_3,REXO5,DFI,4.0
nested_cv,M15,ORC6_3,ORC6,DFI,4.0
nested_cv,M10,LURAP1L_3,LURAP1L,DFI,4.0
nested_cv,M15,CCNB1_3,CCNB1,DFI,4.0
nested_cv,M12,P2RX7_3,P2RX7,DFI,4.0
nested_cv,M10,CA5B_3,CA5B,DFI,4.0
nested_cv,M17,MEST_3,MEST,DFI,4.0
nested_cv,M15,PRRT4_3,PRRT4,DFI,4.0
nested_cv,M15,KIF18B_3,KIF18B,DFI,4.0
nested_cv,M15,UBE2T_3,UBE2T,DFI,4.0
nested_cv,M15,POLE_3,POLE,DFI,4.0
nested_cv,M10,NETO1_3,NETO1,DFI,4.0
nested_cv,M15,CDT1_3,CDT1,DFI,4.0
nested_cv,M15,CCNB3_3,CCNB3,DFI,4.0
nested_cv,M12,MOSPD2_3,MOSPD2,DFI,4.0
nested_cv,M15,KIF22_3,KIF22,DFI,4.0
nested_cv,M17,CENPV_3,CENPV,DFI,4.0
nested_cv,M15,BIRC5_3,BIRC5,DFI,4.0
nested_cv,M15,TK1_3,TK1,DFI,4.0
nested_cv,M15,KIF14_3,KIF14,DFI,4.0
nested_cv,M15,UHRF1_3,UHRF1,DFI,4.0
nested_cv,M15,LOC106557828_3,LOC106557828,DFI,4.0
nested_cv,M12,CSF1R_3,CSF1R,DFI,4.0
nested_cv,M15,PBK_3,PBK,DFI,4.0
nested_cv,M15,KIF15_3,KIF15,DFI,4.0
nested_cv,M15,PLK4_3,PLK4,DFI,4.0
nested_cv,M15,FAXDC2_3,FAXDC2,DFI,4.0
nested_cv,M15,KIF23_3,KIF23,DFI,4.0
nested_cv,M15,SELENOP_3,SELENOP,DFI,4.0
nested_cv,M15,CDCA2_3,CDCA2,DFI,4.0
nested_cv,M15,RBMS3_3,RBMS3,DFI,4.0
nested_cv,M12,BLNK_3,BLNK,DFI,4.0
nested_cv,M15,CENPI_3,CENPI,DFI,4.0
nested_cv,M15,CENPN_3,CENPN,DFI,4.0
nested_cv,M15,FAM180A_3,FAM180A,DFI,4.0
nested_cv,M15,RACGAP1_3,RACGAP1,DFI,4.0
nested_cv,M15,HELLS_3,HELLS,DFI,4.0
nested_cv,M17,ST6GALNAC3_3,ST6GALNAC3,DFI,4.0
nested_cv,M15,CCNB2_3,CCNB2,DFI,4.0
nested_cv,M15,NCAPH_3,NCAPH,DFI,4.0
nested_cv,M15,MCM2_3,MCM2,DFI,4.0
nested_cv,M10,STX3_3,STX3,DFI,4.0
nested_cv,M15,KIF4A_3,KIF4A,DFI,4.0
nested_cv,M15,CDC20_3,CDC20,DFI,4.0
nested_cv,M9,TMCC3_3,TMCC3,DFI,4.0
nested_cv,M15,RAB30_3,RAB30,DFI,4.0
nested_cv,M10,MPIG6B_3,MPIG6B,DFI,4.0
nested_cv,M12,TMEM86A_3,TMEM86A,DFI,4.0
nested_cv,M15,TRIB3_3,TRIB3,DFI,4.0
nested_cv,M12,ABCC3_3,ABCC3,DFI,4.0
nested_cv,M15,MAD2L1_3,MAD2L1,DFI,4.0
nested_cv,M16,PGAP1_3,PGAP1,DFI,4.0
nested_cv,M15,CCNA2_3,CCNA2,DFI,4.0
nested_cv,M12,TAPBPL_3,TAPBPL,DFI,4.0
nested_cv,M15,MAB21L2_3,MAB21L2,DFI,4.0
nested_cv,M15,SFRP4_3,SFRP4,DFI,4.0
nested_cv,M14,SIVA1_3,SIVA1,DFI,4.0
nested_cv,M15,SYNE1_3,SYNE1,DFI,4.0
nested_cv,M12,LOC612325_3,LOC612325,DFI,4.0
nested_cv,M12,SCTR_3,SCTR,DFI,4.0
nested_cv,M12,RASSF5_3,RASSF5,DFI,4.0
nested_cv,M15,CDCA7_3,CDCA7,DFI,4.0
nested_cv,M15,POLQ_3,POLQ,DFI,4.0
nested_cv,M15,DBF4B_3,DBF4B,DFI,4.0
nested_cv,M12,TBC1D9_3,TBC1D9,DFI,4.0
nested_cv,M15,SLC13A5_3,SLC13A5,DFI,4.0
nested_cv,M15,ITGBL1_3,ITGBL1,DFI,4.0
nested_cv,M12,CD8B_3,CD8B,DFI,4.0
nested_cv,M15,LOC119866898_3,LOC119866898,DFI,4.0
nested_cv,M14,H2AX_3,H2AX,DFI,4.0
nested_cv,M15,EPHA2_3,EPHA2,DFI,4.0
nested_cv,M15,ELOVL4_3,ELOVL4,DFI,4.0
nested_cv,M15,RAD51_3,RAD51,DFI,4.0
nested_cv,M15,XG_3,XG,DFI,4.0
