analysis_set,initial_factors,module_label,n_module_genes,module_coverage_fraction,subspace_name,n_subspace_factors,subspace_factors,observed_capture,n_random_valid,random_mean,random_q95,observed_percentile,empirical_p_greater_equal,empirical_q_within_model_subspace,empirical_q_global
four_cohort_detection_aware,12,M40,32,0.2882882882882883,gse39055_shared,4,Factor1;Factor2;Factor3;Factor4,0.42489151498927513,2000,0.036308564158839075,0.05405609294339813,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,16,M34,50,0.30864197530864196,all_retained,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.5266810820498895,2000,0.15471251154841206,0.19415405486303955,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M34,50,0.30864197530864196,shared_two_or_more,8,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9,0.5053071959380304,2000,0.15250096816799447,0.19122206043086837,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M34,50,0.30864197530864196,ubiquitous_all_groups,5,Factor1;Factor2;Factor3;Factor4;Factor5,0.46327445941813444,2000,0.14087189505457975,0.17961658065294628,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,16,M34,50,0.30864197530864196,partially_shared,3,Factor7;Factor8;Factor9,0.02544179721621416,2000,0.015005827593176783,0.03197630711289373,0.868,0.13243378310844578,0.13243378310844578,0.17854035944990468
four_cohort_detection_aware,16,M34,50,0.30864197530864196,shared_non_ffpe_only,3,Factor7;Factor8;Factor9,0.02544179721621416,2000,0.015005827593176783,0.03197630711289373,0.868,0.13243378310844578,0.13243378310844578,0.17854035944990468
four_cohort_detection_aware,16,M34,50,0.30864197530864196,gse39055_shared,5,Factor1;Factor2;Factor3;Factor4;Factor5,0.46327445941813444,2000,0.14087189505457975,0.17961658065294628,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,16,M11,5,0.7142857142857143,all_retained,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.12148707060136499,2000,0.029358642268532006,0.047365824664757326,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M11,5,0.7142857142857143,shared_two_or_more,8,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9,0.11751218033817026,2000,0.02709231449279956,0.044276926177211906,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M11,5,0.7142857142857143,ubiquitous_all_groups,5,Factor1;Factor2;Factor3;Factor4;Factor5,0.025243268918936954,2000,0.019287993761438197,0.03357379849797457,0.8165,0.1839080459770115,0.1839080459770115,0.24431579830522693
four_cohort_detection_aware,16,M11,5,0.7142857142857143,partially_shared,3,Factor7;Factor8;Factor9,0.0920218087848371,2000,0.008171676753192454,0.021297248144442674,1.0,0.0004997501249375312,0.0014992503748125937,0.0009281073748839865
four_cohort_detection_aware,16,M11,5,0.7142857142857143,shared_non_ffpe_only,3,Factor7;Factor8;Factor9,0.0920218087848371,2000,0.008171676753192454,0.021297248144442674,1.0,0.0004997501249375312,0.0014992503748125937,0.0009281073748839865
four_cohort_detection_aware,16,M11,5,0.7142857142857143,gse39055_shared,5,Factor1;Factor2;Factor3;Factor4;Factor5,0.025243268918936954,2000,0.019287993761438197,0.03357379849797457,0.8165,0.1839080459770115,0.1839080459770115,0.24431579830522693
four_cohort_detection_aware,16,M40,32,0.2882882882882883,all_retained,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.48815739329485025,2000,0.05087868504120017,0.0748153373000704,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M40,32,0.2882882882882883,shared_two_or_more,8,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9,0.48288868297178644,2000,0.04772585889089248,0.06989811799229745,1.0,0.0004997501249375312,0.0004997501249375312,0.0009281073748839865
four_cohort_detection_aware,16,M40,32,0.2882882882882883,ubiquitous_all_groups,5,Factor1;Factor2;Factor3;Factor4;Factor5,0.46300259079987394,2000,0.038997213637410565,0.05870001609277362,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
four_cohort_detection_aware,16,M40,32,0.2882882882882883,partially_shared,3,Factor7;Factor8;Factor9,0.02026659825484619,2000,0.009486945866702125,0.02453766387154909,0.914,0.0864567716141929,0.12968515742128936,0.12389868058096937
four_cohort_detection_aware,16,M40,32,0.2882882882882883,shared_non_ffpe_only,3,Factor7;Factor8;Factor9,0.02026659825484619,2000,0.009486945866702125,0.02453766387154909,0.914,0.0864567716141929,0.12968515742128936,0.12389868058096937
four_cohort_detection_aware,16,M40,32,0.2882882882882883,gse39055_shared,5,Factor1;Factor2;Factor3;Factor4;Factor5,0.46300259079987394,2000,0.038997213637410565,0.05870001609277362,1.0,0.0004997501249375312,0.0007496251874062968,0.0009281073748839865
three_cohort_no_ffpe,8,M34,131,0.808641975308642,all_retained,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.5920613932700726,2000,0.3022078122343082,0.33525987076355546,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M34,131,0.808641975308642,shared_two_or_more,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.5920613932700726,2000,0.3022078122343082,0.33525987076355546,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M34,131,0.808641975308642,ubiquitous_all_groups,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.5920613932700726,2000,0.3022078122343082,0.33525987076355546,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M34,131,0.808641975308642,shared_non_ffpe_only,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.5920613932700726,2000,0.3022078122343082,0.33525987076355546,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M11,7,1.0,all_retained,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.012729312529965705,2000,0.017085503092464555,0.027096205863094032,0.202,0.7981009495252374,0.7981009495252374,0.9078398300849575
three_cohort_no_ffpe,8,M11,7,1.0,shared_two_or_more,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.012729312529965705,2000,0.017085503092464555,0.027096205863094032,0.202,0.7981009495252374,0.7981009495252374,0.9078398300849575
three_cohort_no_ffpe,8,M11,7,1.0,ubiquitous_all_groups,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.012729312529965705,2000,0.017085503092464555,0.027096205863094032,0.202,0.7981009495252374,0.7981009495252374,0.9078398300849575
three_cohort_no_ffpe,8,M11,7,1.0,shared_non_ffpe_only,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.012729312529965705,2000,0.017085503092464555,0.027096205863094032,0.202,0.7981009495252374,0.7981009495252374,0.9078398300849575
three_cohort_no_ffpe,8,M24,7,1.0,all_retained,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.031523764918417324,2000,0.022386461108988995,0.03779764034980342,0.8705,0.12993503248375812,0.17324670997834415,0.17780583392514268
three_cohort_no_ffpe,8,M24,7,1.0,shared_two_or_more,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.031523764918417324,2000,0.022386461108988995,0.03779764034980342,0.8705,0.12993503248375812,0.17324670997834415,0.17780583392514268
three_cohort_no_ffpe,8,M24,7,1.0,ubiquitous_all_groups,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.031523764918417324,2000,0.022386461108988995,0.03779764034980342,0.8705,0.12993503248375812,0.17324670997834415,0.17780583392514268
three_cohort_no_ffpe,8,M24,7,1.0,shared_non_ffpe_only,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.031523764918417324,2000,0.022386461108988995,0.03779764034980342,0.8705,0.12993503248375812,0.17324670997834415,0.17780583392514268
three_cohort_no_ffpe,8,M40,78,0.7027027027027027,all_retained,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.6587492570943695,2000,0.08734998515331856,0.11159834942008712,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M40,78,0.7027027027027027,shared_two_or_more,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.6587492570943695,2000,0.08734998515331856,0.11159834942008712,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M40,78,0.7027027027027027,ubiquitous_all_groups,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.6587492570943695,2000,0.08734998515331856,0.11159834942008712,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,8,M40,78,0.7027027027027027,shared_non_ffpe_only,6,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6,0.6587492570943695,2000,0.08734998515331856,0.11159834942008712,1.0,0.0004997501249375312,0.0009995002498750624,0.0009281073748839865
three_cohort_no_ffpe,12,M34,131,0.808641975308642,all_retained,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.6198683645218509,2000,0.32989119299191133,0.36381613224521786,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M34,131,0.808641975308642,shared_two_or_more,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.6198683645218509,2000,0.32989119299191133,0.36381613224521786,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M34,131,0.808641975308642,ubiquitous_all_groups,8,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9,0.6019499649205723,2000,0.3284143740234772,0.3617624199355839,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M34,131,0.808641975308642,partially_shared,1,Factor7,0.04721150274863313,2000,0.00043991769667839424,0.00159829355734585,1.0,0.0004997501249375312,0.001999000499750125,0.0009281073748839865
three_cohort_no_ffpe,12,M34,131,0.808641975308642,shared_non_ffpe_only,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.6198683645218509,2000,0.32989119299191133,0.36381613224521786,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M11,7,1.0,all_retained,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.0804820191585559,2000,0.021410629877451903,0.03255081557416994,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M11,7,1.0,shared_two_or_more,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.0804820191585559,2000,0.021410629877451903,0.03255081557416994,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M11,7,1.0,ubiquitous_all_groups,8,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9,0.07931300629545349,2000,0.01976449094840854,0.030948278149997673,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M11,7,1.0,partially_shared,1,Factor7,0.0017297431952187218,2000,0.001747992790793542,0.0068719373904955056,0.6935,0.30684657671164417,0.4091287689488589,0.39607146781219316
three_cohort_no_ffpe,12,M11,7,1.0,shared_non_ffpe_only,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.0804820191585559,2000,0.021410629877451903,0.03255081557416994,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M24,7,1.0,all_retained,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.05323791505749296,2000,0.026734242940051545,0.041910156667571016,0.9925,0.0079960019990005,0.0079960019990005,0.013229748761982645
three_cohort_no_ffpe,12,M24,7,1.0,shared_two_or_more,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.05323791505749296,2000,0.026734242940051545,0.041910156667571016,0.9925,0.0079960019990005,0.0079960019990005,0.013229748761982645
three_cohort_no_ffpe,12,M24,7,1.0,ubiquitous_all_groups,8,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9,0.04234829650424714,2000,0.023552985096726594,0.038686783627891394,0.9695,0.030984507746126936,0.030984507746126936,0.04699317008162585
three_cohort_no_ffpe,12,M24,7,1.0,partially_shared,1,Factor7,0.01334109080733284,2000,0.0032916025552360466,0.011352766245969993,0.9645,0.035982008995502246,0.07196401799100449,0.054121699480838094
three_cohort_no_ffpe,12,M24,7,1.0,shared_non_ffpe_only,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.05323791505749296,2000,0.026734242940051545,0.041910156667571016,0.9925,0.0079960019990005,0.0079960019990005,0.013229748761982645
three_cohort_no_ffpe,12,M40,78,0.7027027027027027,all_retained,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.6709598513864173,2000,0.09713944856906667,0.12046635177268875,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M40,78,0.7027027027027027,shared_two_or_more,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.6709598513864173,2000,0.09713944856906667,0.12046635177268875,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M40,78,0.7027027027027027,ubiquitous_all_groups,8,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9,0.6701196030045725,2000,0.09165744459070709,0.11422236985216522,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M40,78,0.7027027027027027,partially_shared,1,Factor7,0.007707548700074082,2000,0.009340293924240248,0.021732596857608342,0.475,0.5252373813093453,0.5252373813093453,0.6372880226553389
three_cohort_no_ffpe,12,M40,78,0.7027027027027027,shared_non_ffpe_only,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.6709598513864173,2000,0.09713944856906667,0.12046635177268875,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M34,131,0.808641975308642,all_retained,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.6167826363298136,2000,0.32663669535069495,0.36157765145538784,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M34,131,0.808641975308642,shared_two_or_more,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.6167826363298136,2000,0.32663669535069495,0.36157765145538784,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M34,131,0.808641975308642,ubiquitous_all_groups,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.6167747826456792,2000,0.32476093266716033,0.36014859081091777,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M34,131,0.808641975308642,partially_shared,1,Factor10,0.011259963239349177,2000,0.0013455972423164183,0.004259199807748594,1.0,0.0004997501249375312,0.001999000499750125,0.0009281073748839865
three_cohort_no_ffpe,16,M34,131,0.808641975308642,shared_non_ffpe_only,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.6167826363298136,2000,0.32663669535069495,0.36157765145538784,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M11,7,1.0,all_retained,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.08393439040631842,2000,0.02266326392065504,0.03527366390812837,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M11,7,1.0,shared_two_or_more,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.08393439040631842,2000,0.02266326392065504,0.03527366390812837,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M11,7,1.0,ubiquitous_all_groups,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.08361981944697155,2000,0.02140904045271632,0.03313653690232174,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M11,7,1.0,partially_shared,1,Factor10,1.721197684000224e-05,2000,0.0012800388983223053,0.005466877079639732,0.1185,0.881559220389805,0.9735132433783108,0.9723865340057244
three_cohort_no_ffpe,16,M11,7,1.0,shared_non_ffpe_only,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.08393439040631842,2000,0.02266326392065504,0.03527366390812837,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M24,7,1.0,all_retained,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.0546802345761475,2000,0.027039910173198196,0.04261695243397422,0.991,0.009495252373813094,0.009495252373813094,0.015027268974208549
three_cohort_no_ffpe,16,M24,7,1.0,shared_two_or_more,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.0546802345761475,2000,0.027039910173198196,0.04261695243397422,0.991,0.009495252373813094,0.009495252373813094,0.015027268974208549
three_cohort_no_ffpe,16,M24,7,1.0,ubiquitous_all_groups,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.05439770369893984,2000,0.025038925476633018,0.03761231029405531,0.996,0.004497751124437781,0.004497751124437781,0.00810485846185818
three_cohort_no_ffpe,16,M24,7,1.0,partially_shared,1,Factor10,3.4453914385788587e-05,2000,0.002648216345157362,0.011698337104440766,0.1465,0.8535732133933034,0.9735132433783108,0.958952622454205
three_cohort_no_ffpe,16,M24,7,1.0,shared_non_ffpe_only,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.0546802345761475,2000,0.027039910173198196,0.04261695243397422,0.991,0.009495252373813094,0.009495252373813094,0.015027268974208549
three_cohort_no_ffpe,16,M40,78,0.7027027027027027,all_retained,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.6558936865511694,2000,0.0991376583219824,0.1221845727755224,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M40,78,0.7027027027027027,shared_two_or_more,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.6558936865511694,2000,0.0991376583219824,0.1221845727755224,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M40,78,0.7027027027027027,ubiquitous_all_groups,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9,0.6552124038907684,2000,0.09732628920022893,0.11995021443667456,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M40,78,0.7027027027027027,partially_shared,1,Factor10,9.246804669619676e-06,2000,0.004408933798582074,0.013587784043687092,0.0265,0.9735132433783108,0.9735132433783108,1.0
three_cohort_no_ffpe,16,M40,78,0.7027027027027027,shared_non_ffpe_only,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.6558936865511694,2000,0.0991376583219824,0.1221845727755224,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
