endpoint,module_label,model,n_module_genes_used,n_disjoint_proliferation_genes_used,disjoint_proliferation_pc1_explained_variance,module_original_proliferation_correlation,module_disjoint_proliferation_correlation,residual_disjoint_post_correlation,residual_disjoint_sd_before_standardization,n,events,coef,hr,p,se,c_index,error,q,module_transfer_qc_tier,transfer_priority_score,fraction_strict_symbol_concordant,fraction_broad_transferable,strict_human_symbols
OS,M17,residual_to_disjoint_proliferation_and_weight,5,251,0.6484792338948262,0.25964049457441846,0.25964049457441857,5.761157316973783e-17,0.965705345111619,185,123,0.2951628000594198,1.343345037537261,0.001416788613021222,0.0924924756384691,0.5995785036880927,,0.005267764581092692,medium_sensitivity_transfer_readiness,5.0,0.4,0.6,P4HA1;CIRBP
DFI,M20,module_only,4,251,0.6484792338948262,0.10173516110581456,0.10173516110581457,1.920385772324595e-17,0.9948115183263481,186,143,0.1896527608998003,1.2088297718092373,0.008979437007616489,0.07258502193082328,0.5716832565740603,,0.008979437007616489,high_sensitivity_transfer_readiness,1.0,0.5,0.75,VGLL2;RRAD
DFI,M20,module_plus_original_proliferation,4,251,0.6484792338948262,0.10173516110581456,0.10173516110581457,1.920385772324595e-17,0.9948115183263481,186,143,0.207595649688751,1.2307154287581503,0.011017126943428953,0.08166128365829645,0.6152874758579706,,0.011935220855381366,high_sensitivity_transfer_readiness,1.0,0.5,0.75,VGLL2;RRAD
DFI,M20,module_plus_disjoint_proliferation,4,251,0.6484792338948262,0.10173516110581456,0.10173516110581457,1.920385772324595e-17,0.9948115183263481,186,143,0.20759564968875102,1.2307154287581503,0.01101712694342897,0.08166128365829643,0.6152874758579706,,0.011935220855381385,high_sensitivity_transfer_readiness,1.0,0.5,0.75,VGLL2;RRAD
DFI,M20,residual_to_disjoint_proliferation,4,251,0.6484792338948262,0.10173516110581456,0.10173516110581457,1.920385772324595e-17,0.9948115183263481,186,143,0.16204736197376968,1.175915933701746,0.02666777579807156,0.07311463110109477,0.5616550289704353,,0.02666777579807156,high_sensitivity_transfer_readiness,1.0,0.5,0.75,VGLL2;RRAD
DFI,M20,residual_to_disjoint_proliferation_and_weight,4,251,0.6484792338948262,0.10173516110581456,0.10173516110581457,1.920385772324595e-17,0.9948115183263481,185,142,0.13627876264402294,1.146001311427541,0.06767462101788602,0.07458472123723908,0.5476566614007372,,0.06767462101788602,high_sensitivity_transfer_readiness,1.0,0.5,0.75,VGLL2;RRAD
OS,M20,module_only,4,251,0.6484792338948262,0.10173516110581456,0.10173516110581457,1.920385772324595e-17,0.9948115183263481,186,124,0.2542756093764319,1.2895271610724763,0.0005306528455320826,0.07338853908250723,0.5976653074278404,,0.0006898486991917073,high_sensitivity_transfer_readiness,1.0,0.5,0.75,VGLL2;RRAD
OS,M20,module_plus_original_proliferation,4,251,0.6484792338948262,0.10173516110581456,0.10173516110581457,1.920385772324595e-17,0.9948115183263481,186,124,0.2816195787181134,1.325274461468054,0.000483560436257973,0.08070019242247324,0.6202926361237707,,0.003193874411878869,high_sensitivity_transfer_readiness,1.0,0.5,0.75,VGLL2;RRAD
OS,M20,module_plus_disjoint_proliferation,4,251,0.6484792338948262,0.10173516110581456,0.10173516110581457,1.920385772324595e-17,0.9948115183263481,186,124,0.2816195787181134,1.325274461468054,0.0004835604362579734,0.08070019242247325,0.6202926361237707,,0.002395405808909159,high_sensitivity_transfer_readiness,1.0,0.5,0.75,VGLL2;RRAD
OS,M20,residual_to_disjoint_proliferation,4,251,0.6484792338948262,0.10173516110581456,0.10173516110581457,1.920385772324595e-17,0.9948115183263481,186,124,0.23076870880693182,1.2595678787985163,0.0015757800368117433,0.07301991142116743,0.5903094267210363,,0.003636219947815298,high_sensitivity_transfer_readiness,1.0,0.5,0.75,VGLL2;RRAD
OS,M20,residual_to_disjoint_proliferation_and_weight,4,251,0.6484792338948262,0.10173516110581456,0.10173516110581457,1.920385772324595e-17,0.9948115183263481,185,123,0.21565496083206817,1.240674223937884,0.0030573684340707394,0.0728094166521883,0.5860419875172246,,0.006624298273819935,high_sensitivity_transfer_readiness,1.0,0.5,0.75,VGLL2;RRAD
DFI,M23,module_only,4,251,0.6484792338948262,0.4032636461012663,0.4032636461012663,2.1484315827881405e-16,0.9150838386361725,186,143,0.29025658181680725,1.33677043501348,0.00013078296934607292,0.0758844804086732,0.6206358639132372,,0.0001545616910453589,low_transfer_readiness,2.0,0.5,0.5,RBM44;SYCE2
DFI,M23,module_plus_original_proliferation,4,251,0.6484792338948262,0.4032636461012663,0.4032636461012663,2.1484315827881405e-16,0.9150838386361725,186,143,0.1943845483242971,1.2145632514275964,0.021018673903046726,0.08423488973543974,0.6342296835537067,,0.02101867390304673,low_transfer_readiness,2.0,0.5,0.5,RBM44;SYCE2
DFI,M23,module_plus_disjoint_proliferation,4,251,0.6484792338948262,0.4032636461012663,0.4032636461012663,2.1484315827881405e-16,0.9150838386361725,186,143,0.19438454832429714,1.2145632514275964,0.02101867390304666,0.08423488973543973,0.6342296835537067,,0.02101867390304666,low_transfer_readiness,2.0,0.5,0.5,RBM44;SYCE2
DFI,M23,residual_to_disjoint_proliferation,4,251,0.6484792338948262,0.4032636461012663,0.4032636461012663,2.1484315827881405e-16,0.9150838386361725,186,143,0.21645729845337566,1.2416700629896817,0.010031685883649989,0.08406973247905494,0.5826771653543307,,0.010867659707287487,low_transfer_readiness,2.0,0.5,0.5,RBM44;SYCE2
DFI,M23,residual_to_disjoint_proliferation_and_weight,4,251,0.6484792338948262,0.4032636461012663,0.4032636461012663,2.1484315827881405e-16,0.9150838386361725,185,142,0.17353691278734104,1.1895045938893518,0.0371784017253295,0.08327908048185506,0.5700744752877455,,0.040276601869106955,low_transfer_readiness,2.0,0.5,0.5,RBM44;SYCE2
OS,M23,module_only,4,251,0.6484792338948262,0.4032636461012663,0.4032636461012663,2.1484315827881405e-16,0.9150838386361725,186,124,0.19677006288594082,1.2174640683447777,0.014958949241653216,0.08086314524778075,0.5807947549372352,,0.014958949241653216,low_transfer_readiness,2.0,0.5,0.5,RBM44;SYCE2
OS,M23,module_plus_original_proliferation,4,251,0.6484792338948262,0.4032636461012663,0.4032636461012663,2.1484315827881405e-16,0.9150838386361725,186,124,0.12200906779656279,1.1297643462071267,0.1656433206781237,0.08800808536627078,0.6007036059806509,,0.1656433206781237,low_transfer_readiness,2.0,0.5,0.5,RBM44;SYCE2
OS,M23,module_plus_disjoint_proliferation,4,251,0.6484792338948262,0.4032636461012663,0.4032636461012663,2.1484315827881405e-16,0.9150838386361725,186,124,0.12200906779656279,1.1297643462071267,0.1656433206781238,0.08800808536627079,0.6007036059806509,,0.1656433206781238,low_transfer_readiness,2.0,0.5,0.5,RBM44;SYCE2
OS,M23,residual_to_disjoint_proliferation,4,251,0.6484792338948262,0.4032636461012663,0.4032636461012663,2.1484315827881405e-16,0.9150838386361725,186,124,0.12764788181848735,1.1361528721713088,0.13846059766747926,0.0861584503295822,0.5515311425601663,,0.13846059766747926,low_transfer_readiness,2.0,0.5,0.5,RBM44;SYCE2
OS,M23,residual_to_disjoint_proliferation_and_weight,4,251,0.6484792338948262,0.4032636461012663,0.4032636461012663,2.1484315827881405e-16,0.9150838386361725,185,123,0.1110573638552221,1.1174590067726127,0.1963315109856021,0.08595278744199555,0.5455134959876793,,0.1963315109856021,low_transfer_readiness,2.0,0.5,0.5,RBM44;SYCE2
DFI,M24,module_only,7,251,0.6484792338948262,0.38834755867836485,0.38834755867836485,1.248250752010987e-16,0.9215129807379567,186,143,0.35288181990784306,1.423162943967011,4.80469013170839e-06,0.07716401091104418,0.6262071014708067,,2.6425323353562484e-05,high_primary_transfer_readiness,10.0,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
DFI,M24,module_plus_original_proliferation,7,251,0.6484792338948262,0.38834755867836485,0.38834755867836485,1.248250752010987e-16,0.9215129807379567,186,143,0.28372521748320145,1.328067950756042,0.0008623957015157226,0.08515288895169305,0.630589808349428,,0.002242228823940879,high_primary_transfer_readiness,10.0,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
DFI,M24,module_plus_disjoint_proliferation,7,251,0.6484792338948262,0.38834755867836485,0.38834755867836485,1.248250752010987e-16,0.9215129807379567,186,143,0.2837252174832014,1.3280679507560418,0.0008623957015157264,0.08515288895169307,0.630589808349428,,0.0018685240199507406,high_primary_transfer_readiness,10.0,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
DFI,M24,residual_to_disjoint_proliferation,7,251,0.6484792338948262,0.38834755867836485,0.38834755867836485,1.248250752010987e-16,0.9215129807379567,186,143,0.2804032749595535,1.3236635050642147,0.0004403394918317735,0.07978135614478064,0.6050363987520427,,0.001144882678762611,high_primary_transfer_readiness,10.0,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
DFI,M24,residual_to_disjoint_proliferation_and_weight,7,251,0.6484792338948262,0.38834755867836485,0.38834755867836485,1.248250752010987e-16,0.9215129807379567,185,142,0.2525598061563496,1.2873164833034914,0.001776694996611146,0.08081333626310196,0.5942225231324757,,0.004619406991188979,high_primary_transfer_readiness,10.0,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
OS,M24,module_only,7,251,0.6484792338948262,0.38834755867836485,0.38834755867836485,1.248250752010987e-16,0.9215129807379567,186,124,0.30985007237481493,1.363220714365667,0.00018000398462129252,0.0827250065921731,0.6063004717358279,,0.00041789731788957634,high_primary_transfer_readiness,10.0,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
OS,M24,module_plus_original_proliferation,7,251,0.6484792338948262,0.38834755867836485,0.38834755867836485,1.248250752010987e-16,0.9215129807379567,186,124,0.26377556387216183,1.3018359844832386,0.0031917368850146563,0.08945663211897524,0.6067802030862717,,0.005471235299965773,high_primary_transfer_readiness,10.0,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
OS,M24,module_plus_disjoint_proliferation,7,251,0.6484792338948262,0.38834755867836485,0.38834755867836485,1.248250752010987e-16,0.9215129807379567,186,124,0.26377556387216183,1.3018359844832386,0.0031917368850146563,0.08945663211897523,0.6067802030862717,,0.005471235299965773,high_primary_transfer_readiness,10.0,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
OS,M24,residual_to_disjoint_proliferation,7,251,0.6484792338948262,0.38834755867836485,0.38834755867836485,1.248250752010987e-16,0.9215129807379567,186,124,0.2470124509262257,1.2801950522931895,0.0030548999041377285,0.0833893290107706,0.59078915807148,,0.004964212344223809,high_primary_transfer_readiness,10.0,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
OS,M24,residual_to_disjoint_proliferation_and_weight,7,251,0.6484792338948262,0.38834755867836485,0.38834755867836485,1.248250752010987e-16,0.9215129807379567,185,123,0.24232597321674115,1.2742094832898019,0.004748332546750923,0.08582075769942517,0.5828807651779201,,0.00771604038847025,high_primary_transfer_readiness,10.0,1.0,1.0,GABRA2;HHIP;OSR2;NETO1;RYR2;CHST2;NR2F1
DFI,M25,module_only,6,251,0.6484792338948262,-0.27511300106719366,-0.27511300106719366,-4.320867987730338e-17,0.9614118974944101,186,143,-0.31888219337710993,0.7269611851041964,1.4739471228528751e-05,0.07360156771713929,0.626578517307978,,2.9625078940792195e-05,medium_sensitivity_transfer_readiness,3.0,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
DFI,M25,module_plus_original_proliferation,6,251,0.6484792338948262,-0.27511300106719366,-0.27511300106719366,-4.320867987730338e-17,0.9614118974944101,186,143,-0.2729869976568056,0.7611026836828976,0.00042885658605869525,0.0775166063426635,0.6425493983063438,,0.0018583785395876794,medium_sensitivity_transfer_readiness,3.0,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
DFI,M25,module_plus_disjoint_proliferation,6,251,0.6484792338948262,-0.27511300106719366,-0.27511300106719366,-4.320867987730338e-17,0.9614118974944101,186,143,-0.2729869976568056,0.7611026836828976,0.0004288565860586934,0.07751660634266348,0.6425493983063438,,0.0013937839046907535,medium_sensitivity_transfer_readiness,3.0,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
DFI,M25,residual_to_disjoint_proliferation,6,251,0.6484792338948262,-0.27511300106719366,-0.27511300106719366,-4.320867987730338e-17,0.9614118974944101,186,143,-0.25563670739929617,0.7744232599338063,0.0003586964747531881,0.07163211919889699,0.6116476006536918,,0.001144882678762611,medium_sensitivity_transfer_readiness,3.0,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
DFI,M25,residual_to_disjoint_proliferation_and_weight,6,251,0.6484792338948262,-0.27511300106719366,-0.27511300106719366,-4.320867987730338e-17,0.9614118974944101,185,142,-0.23798054860606196,0.7882180228839297,0.0009017927293244606,0.07169171638142807,0.603776423681637,,0.0029308263703044972,medium_sensitivity_transfer_readiness,3.0,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
OS,M25,module_only,6,251,0.6484792338948262,-0.27511300106719366,-0.27511300106719366,-4.320867987730338e-17,0.9614118974944101,186,124,-0.27451222112024115,0.7599427168408527,0.0004782701902201812,0.07859733432048538,0.6036619493083873,,0.0006898486991917073,medium_sensitivity_transfer_readiness,3.0,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
OS,M25,module_plus_original_proliferation,6,251,0.6484792338948262,-0.27511300106719366,-0.27511300106719366,-4.320867987730338e-17,0.9614118974944101,186,124,-0.23362811943815118,0.7916561626998401,0.00526130265042508,0.08372014940028678,0.6199728152234748,,0.007107221114203749,medium_sensitivity_transfer_readiness,3.0,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
OS,M25,module_plus_disjoint_proliferation,6,251,0.6484792338948262,-0.27511300106719366,-0.27511300106719366,-4.320867987730338e-17,0.9614118974944101,186,124,-0.23362811943815118,0.7916561626998401,0.00526130265042508,0.08372014940028678,0.6199728152234748,,0.007107221114203749,medium_sensitivity_transfer_readiness,3.0,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
OS,M25,residual_to_disjoint_proliferation,6,251,0.6484792338948262,-0.27511300106719366,-0.27511300106719366,-4.320867987730338e-17,0.9614118974944101,186,124,-0.23255274038061732,0.7925079510735775,0.002885936421752052,0.07804743660468537,0.5902294714959623,,0.004964212344223809,medium_sensitivity_transfer_readiness,3.0,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
OS,M25,residual_to_disjoint_proliferation_and_weight,6,251,0.6484792338948262,-0.27511300106719366,-0.27511300106719366,-4.320867987730338e-17,0.9614118974944101,185,123,-0.22869330048050057,0.7955724977941169,0.0036516286906271146,0.07867565661220674,0.5835292210423928,,0.00678159613973607,medium_sensitivity_transfer_readiness,3.0,0.6666666666666666,0.6666666666666666,STK39;SERTM1;KCTD12;ENC1
DFI,M27,module_only,8,251,0.6484792338948262,0.29832212360607696,0.29832212360607696,1.152231463394757e-16,0.9544652484858527,186,143,0.3148193801766447,1.3700118373122963,3.6408476427399506e-05,0.07624288741453654,0.6167731392066558,,4.733101935561936e-05,high_sensitivity_transfer_readiness,5.0,0.5,0.75,CA14;LEPR;HK2;DLG2
DFI,M27,module_plus_original_proliferation,8,251,0.6484792338948262,0.29832212360607696,0.29832212360607696,1.152231463394757e-16,0.9544652484858527,186,143,0.26931430113362254,1.3090665174854725,0.0008139202280138527,0.08043994469301738,0.6354182142326549,,0.002242228823940879,high_sensitivity_transfer_readiness,5.0,0.5,0.75,CA14;LEPR;HK2;DLG2
DFI,M27,module_plus_disjoint_proliferation,8,251,0.6484792338948262,0.29832212360607696,0.29832212360607696,1.152231463394757e-16,0.9544652484858527,186,143,0.26931430113362254,1.3090665174854725,0.0008139202280138527,0.08043994469301738,0.6354182142326549,,0.0018685240199507406,high_sensitivity_transfer_readiness,5.0,0.5,0.75,CA14;LEPR;HK2;DLG2
DFI,M27,residual_to_disjoint_proliferation,8,251,0.6484792338948262,0.29832212360607696,0.29832212360607696,1.152231463394757e-16,0.9544652484858527,186,143,0.24018636609589894,1.2714860901405536,0.001128883711480503,0.07376131015322299,0.5990937453573021,,0.0021400221359348247,high_sensitivity_transfer_readiness,5.0,0.5,0.75,CA14;LEPR;HK2;DLG2
DFI,M27,residual_to_disjoint_proliferation_and_weight,8,251,0.6484792338948262,0.29832212360607696,0.29832212360607696,1.152231463394757e-16,0.9544652484858527,185,142,0.19770551818851323,1.2186034844165154,0.006666076592104541,0.07287121253823395,0.587226359738208,,0.009614824495293713,high_sensitivity_transfer_readiness,5.0,0.5,0.75,CA14;LEPR;HK2;DLG2
OS,M27,module_only,8,251,0.6484792338948262,0.29832212360607696,0.29832212360607696,1.152231463394757e-16,0.9544652484858527,186,124,0.3023517525469459,1.3530370772517912,0.00039540351170979304,0.08533458053093768,0.5999040537299113,,0.0006425307065284137,high_sensitivity_transfer_readiness,5.0,0.5,0.75,CA14;LEPR;HK2;DLG2
OS,M27,module_plus_original_proliferation,8,251,0.6484792338948262,0.29832212360607696,0.29832212360607696,1.152231463394757e-16,0.9544652484858527,186,124,0.26348573650097745,1.3014587314539101,0.0033669140307481683,0.0898628358712991,0.6174142480211082,,0.005471235299965773,high_sensitivity_transfer_readiness,5.0,0.5,0.75,CA14;LEPR;HK2;DLG2
OS,M27,module_plus_disjoint_proliferation,8,251,0.6484792338948262,0.29832212360607696,0.29832212360607696,1.152231463394757e-16,0.9544652484858527,186,124,0.26348573650097745,1.3014587314539101,0.0033669140307481683,0.0898628358712991,0.6174142480211082,,0.005471235299965773,high_sensitivity_transfer_readiness,5.0,0.5,0.75,CA14;LEPR;HK2;DLG2
OS,M27,residual_to_disjoint_proliferation,8,251,0.6484792338948262,0.29832212360607696,0.29832212360607696,1.152231463394757e-16,0.9544652484858527,186,124,0.2407302738170139,1.2721778493518054,0.0037045322030972486,0.08294512947941582,0.5781562325097945,,0.005350990960029359,high_sensitivity_transfer_readiness,5.0,0.5,0.75,CA14;LEPR;HK2;DLG2
OS,M27,residual_to_disjoint_proliferation_and_weight,8,251,0.6484792338948262,0.29832212360607696,0.29832212360607696,1.152231463394757e-16,0.9544652484858527,185,123,0.2128736579834263,1.237228327446825,0.008837110230560635,0.08130248400262725,0.5758288076517792,,0.012764714777476474,high_sensitivity_transfer_readiness,5.0,0.5,0.75,CA14;LEPR;HK2;DLG2
DFI,M28,module_only,13,251,0.6484792338948262,-0.40618162148164316,-0.40618162148164316,-1.3442700406272161e-16,0.9137923672096101,186,143,-0.4232614159069978,0.6549074075182986,4.5123750815077056e-07,0.08388116009278423,0.6337097013816669,,5.866087605960017e-06,medium_sensitivity_transfer_readiness,3.0,0.4615384615384615,0.6153846153846154,SUGCT;TTC39B;MPIG6B;ATP8B4;ZBED2;SCRN2
DFI,M28,module_plus_original_proliferation,13,251,0.6484792338948262,-0.40618162148164316,-0.40618162148164316,-1.3442700406272161e-16,0.9137923672096101,186,143,-0.3659815569191463,0.693515591655938,5.269112509492332e-05,0.09051426509510455,0.6485663348685188,,0.0003456609128392322,medium_sensitivity_transfer_readiness,3.0,0.4615384615384615,0.6153846153846154,SUGCT;TTC39B;MPIG6B;ATP8B4;ZBED2;SCRN2
DFI,M28,module_plus_disjoint_proliferation,13,251,0.6484792338948262,-0.40618162148164316,-0.40618162148164316,-1.3442700406272161e-16,0.9137923672096101,186,143,-0.3659815569191463,0.693515591655938,5.269112509492332e-05,0.09051426509510455,0.6485663348685188,,0.0003456609128392322,medium_sensitivity_transfer_readiness,3.0,0.4615384615384615,0.6153846153846154,SUGCT;TTC39B;MPIG6B;ATP8B4;ZBED2;SCRN2
DFI,M28,residual_to_disjoint_proliferation,13,251,0.6484792338948262,-0.40618162148164316,-0.40618162148164316,-1.3442700406272161e-16,0.9137923672096101,186,143,-0.3129829074747012,0.7312624115833319,6.416835416147882e-05,0.07830576066131936,0.609419105630664,,0.00027806286803307487,medium_sensitivity_transfer_readiness,3.0,0.4615384615384615,0.6153846153846154,SUGCT;TTC39B;MPIG6B;ATP8B4;ZBED2;SCRN2
