endpoint,random_source,n_valid,mean_c_index,std_c_index,median_c_index,q75_c_index,q90_c_index,q95_c_index,max_c_index,mean_n_modules,mean_n_module_genes,mean_module_pc1_explained_variance
DFI,train_screen_top1000,150,0.6129149878869337,0.06377931178417617,0.5946196660482375,0.6687866927592955,0.7059273422562141,0.7239095538684316,0.7590822179732314,10.386666666666667,254.79333333333332,0.5065892765068379
DFI,train_screen_top500,150,0.6255570280138634,0.06363136209394676,0.6122448979591837,0.6841279611454315,0.7151051625239006,0.7359911768997915,0.7648183556405354,7.793333333333333,268.28,0.5125536922490213
DFI,train_variance_top5000,150,0.6103852677228803,0.06548482820540076,0.6173246243202061,0.649451064399518,0.6906953336351697,0.7074569789674953,0.739961759082218,18.293333333333333,192.42,0.5170650316812575
OS,train_screen_top1000,150,0.5752429605181357,0.08386975184983557,0.5555555555555556,0.5993640059574126,0.7232824427480916,0.7368320610687022,0.7729007633587787,10.686666666666667,253.88,0.5209733623677854
OS,train_screen_top500,150,0.5779908974306033,0.08655751534329438,0.5643642072213501,0.6035502958579881,0.7234732824427481,0.7415076335877863,0.7557251908396947,8.753333333333334,267.5466666666667,0.5271740472095431
OS,train_variance_top5000,150,0.5742705401821305,0.07666125522886202,0.5702947845804989,0.6241322557508069,0.6795801526717558,0.7043893129770992,0.7519083969465649,18.233333333333334,191.89333333333335,0.517960338067763
