probe_id,gene_symbol,probe_variance
ILMN_1702503,ALDH3A1,1.1000106288095244
ILMN_1794825,ALDH3A2,1.3434226709522479
ILMN_1728662,ALDH3B1,0.25929351402296075
ILMN_1763666,ALDH3B2,2.128508015382689
ILMN_1696099,ALDH4A1,1.5182470588712214
ILMN_2372403,ALDH5A1,1.4799596416309295
ILMN_1785284,ALDH6A1,2.5843971954733607
ILMN_1687508,ALDH7A1,1.3069866630036264
ILMN_2365176,ALDH8A1,2.0103256085610206
ILMN_1761804,ALDH9A1,0.8988891861764152
ILMN_1736700,ALDOA,3.177095486497834
ILMN_1747716,ALDOB,0.16174908625523635
ILMN_1755974,ALDOC,5.682894805214305
ILMN_1718093,ALG1,0.33032428469778696
ILMN_3243268,ALG10,0.16830877390643084
ILMN_3251482,ALG10B,0.8505017760556924
ILMN_2120982,ALG11,0.5142220148305142
ILMN_1743995,ALG12,0.40890443460810144
ILMN_1761456,ALG13,0.4759738334796768
ILMN_2191822,ALG14,0.9892663078627665
ILMN_2131293,ALG1L,2.62620219343002
ILMN_1722688,ALG2,1.941744105124389
ILMN_1711886,ALG3,1.0991762387485347
ILMN_1664449,ALG5,0.8465845822463117
ILMN_1771411,ALG6,0.4611932649493573
ILMN_2271014,ALG8,3.979217666647786
ILMN_1732809,ALG9,1.8226000386682735
ILMN_1753135,ALK,0.701881645397878
ILMN_2276750,ALKBH1,0.8294936813251766
ILMN_1690252,ALKBH2,0.44755311186700386
ILMN_2134062,ALKBH3,0.4225870388731976
ILMN_1805673,ALKBH4,2.6409982852192417
ILMN_1657283,ALKBH5,1.9054298340594014
ILMN_1808792,ALKBH6,0.34768654205407173
ILMN_1761764,ALKBH7,0.2663590928439659
ILMN_1779190,ALKBH8,0.3530003167717951
ILMN_1796946,ALLC,1.3069802628469782
ILMN_1709474,ALMS1,0.6059694735295458
ILMN_3237132,ALMS1P,0.683507286000552
ILMN_1713731,ALOX12,0.225648633465808
ILMN_1692332,ALOX12B,1.7749421166273747
ILMN_2137544,ALOX12P2,0.05240869518465692
ILMN_2403534,ALOX15,0.33531005453922313
ILMN_2276904,ALOX15B,0.8369216952903333
ILMN_1680996,ALOX5,1.4197411643323947
ILMN_1797875,ALOX5AP,1.577948506186113
ILMN_1678255,ALOXE3,0.15991609307307086
ILMN_1752669,ALPI,0.6155359906531945
ILMN_2078697,ALPK1,1.5340457379372843
ILMN_1811238,ALPK2,3.089716456798307
ILMN_1734630,ALPK3,0.024304989379676678
ILMN_1701603,ALPL,1.3449612604663332
ILMN_1693789,ALPP,1.8957371838560673
ILMN_1801851,ALPPL2,0.1727566821551821
ILMN_1750256,ALS2,1.473487391981596
ILMN_1702322,ALS2CL,0.5143430381418714
ILMN_1792449,ALS2CR11,2.5479483995199295
ILMN_1765674,ALS2CR12,0.1741167216618692
ILMN_1663897,ALS2CR16,0.4934563955387008
ILMN_1800958,ALS2CR4,2.5428971244317413
ILMN_1760889,ALS2CR8,0.030832866142532223
ILMN_3236443,ALX1,0.8901576332266313
ILMN_2191902,ALX3,2.5663475380943033
ILMN_1803384,ALX4,0.00823434221812974
ILMN_1797432,AMAC1,0.45526679761317784
ILMN_2194619,AMAC1L2,0.001040633425631948
ILMN_3246673,AMAC1L3,1.4638271703866426
ILMN_1759670,AMACR,0.6270382151632536
ILMN_1751092,AMBN,3.103330447667357
ILMN_1695446,AMBP,0.7192908683358156
ILMN_1662681,AMBRA1,0.19001266869810107
ILMN_1667994,AMD1,0.34124525108200743
ILMN_1788239,AMDHD1,0.7779080801760624
ILMN_1695759,AMDHD2,0.13358489979171365
ILMN_2397406,AMELX,2.6903748137599397
