gene,gene_symbol_clean,candidate_source,coef_dfi,hr_per_sd_dfi,p_dfi,q_dfi,c_index_dfi,coef_os,hr_per_sd_os,p_os,q_os,c_index_os,same_direction,combined_rank_score,candidate_rank
RECQL4_3,RECQL4,dfi_top400,0.3228513426086685,1.381060030863377,5.844439655937805e-05,0.006847379738824,0.6177388203833012,0.3114853072780048,1.3654517240738793,0.0003600296261403,0.0473723192289893,0.6262093227792436,True,80.0,42
ADAMTS4_3,ADAMTS4,dfi_top400,0.3290750945062982,1.3896822091687802,5.888746575388646e-05,0.006847379738824,0.5898826325954538,0.2954063344498804,1.3436722280916151,0.0011200843442927,0.0633337040934449,0.5817542176381226,True,130.0,43
FANCM_3,FANCM,dfi_top400,0.3840435440481259,1.4682093720696416,6.0698398820468425e-05,0.0068975453205077,0.5983509136829595,0.263671234936308,1.3017001724050092,0.0028936017191558,0.0811208319080179,0.5970256656272488,True,222.0,44
E2F1_3,E2F1,dfi_top400,0.3121214808582161,1.3663206647550348,6.252297181270151e-05,0.0069003828709655,0.6050363987520427,0.2254541183310679,1.2528915480424097,0.0093508833964386,0.1086166687201671,0.5708803070280642,True,474.0,45
PTEN_3,PTEN,dfi_top400,-0.3473777601104696,0.7065383758240313,6.348352241288335e-05,0.0069003828709655,0.5717575397414946,-0.368682758094552,0.6916447943620401,5.950839874324776e-05,0.0293538156944,0.594547053649956,True,55.0,46
TAPBPL_3,TAPBPL,dfi_top400,-0.3158931204842594,0.7291373758528594,6.752727475041089e-05,0.0071502391903057,0.6186302183925123,-0.222188379787141,0.8007645022789349,0.0094369376895622,0.1092238158514148,0.5923882625729592,True,479.0,47
BLNK_3,BLNK,dfi_top400,-0.3366820290257759,0.7141358782859462,6.864229622693548e-05,0.0071502391903057,0.6288812954984401,-0.3621636147050502,0.6961684551266767,0.0001276919105307,0.0354637151782668,0.635004397537379,True,65.0,48
SPC24_3,SPC24,dfi_top400,0.3461437164668149,1.4136057596450162,7.165109730416026e-05,0.0073113364596081,0.5923339771207844,0.238348780616633,1.2691517711764009,0.0101503610052798,0.1132852790767841,0.5755976653074278,True,497.0,49
MAB21L2_3,MAB21L2,dfi_top400,-0.3442277404701025,0.7087674946253272,7.698546171216128e-05,0.0074814160648197,0.611387609567672,-0.2620182326252144,0.7694969936293852,0.0042210629234123,0.0842142486875269,0.577276725033981,True,300.0,50
MINPP1_3,MINPP1,dfi_top400,-0.3238982199060951,0.7233238586036982,7.798548019141717e-05,0.0074814160648197,0.5700490268905066,-0.2837671124538437,0.7529419750982501,0.0008711861309889,0.0604990368742339,0.5785560086351643,True,123.0,51
MCM5_3,MCM5,dfi_top400,0.3399244495208441,1.4048414501094697,7.870477565732218e-05,0.0074814160648197,0.5997622938642103,0.2460435164371435,1.2789552279055745,0.007889046422853,0.1035307929508275,0.565603262173183,True,433.0,52
MOSPD2_3,MOSPD2,dfi_top400,-0.3573913011981611,0.6994987294842226,7.930301028708921e-05,0.0074814160648197,0.610236220472441,-0.2818809491272381,0.7543634868189482,0.0031955805262348,0.0819379622111498,0.6030223075077956,True,248.0,53
SAMD9L_3,SAMD9L,dfi_top400,-0.3306269010826483,0.7184731806058791,8.081011565089165e-05,0.0074824181158233,0.6180359530530382,-0.3861381486085292,0.6796766228145037,4.469490985839223e-05,0.0293538156944,0.623650755576877,True,59.0,54
SERF1A_3,SERF1A,dfi_top400,0.3231620613829448,1.3814892188182937,8.798200144911772e-05,0.0079482156381895,0.598796612687565,0.21973510426131,1.2457466938859552,0.0155055594744365,0.137217340481739,0.5763972175581674,True,620.0,55
UBE2S_3,UBE2S,dfi_top400,0.3158572835030262,1.3714345153288336,9.354252980649946e-05,0.0079482156381895,0.5811172188382112,0.278889633191301,1.321661468261342,0.0016983630507361,0.0687746935736468,0.5737586951307267,True,177.0,56
LOC612325_3,LOC612325,dfi_top400,-0.3261801261425464,0.7216751831565695,9.501097586797403e-05,0.0079482156381895,0.6075620264448076,-0.2556642992559659,0.7744018924530021,0.0042082118288945,0.0842142486875269,0.5795954265611257,True,304.0,57
TBC1D9_3,TBC1D9,dfi_top400,-0.3256743507237503,0.7220402810455512,9.510201810238996e-05,0.0079482156381895,0.5892883672559798,-0.2926862477434443,0.7462562435505345,0.0014215881706894,0.0647683611431376,0.5787159190853123,True,166.0,58
P2RX7_3,P2RX7,dfi_top400,-0.3185412187508959,0.7272091026869599,9.551808396915748e-05,0.0079482156381895,0.609419105630664,-0.2806712449760271,0.7552765956448912,0.0017913212822827,0.0691710750428408,0.5948668745502519,True,188.0,59
ECT2_3,ECT2,dfi_top400,0.3481943448154865,1.4165075138824983,9.755479198835974e-05,0.0079482156381895,0.5995394443619075,0.282933727334746,1.3270172139353136,0.0011639303487259,0.0633337040934449,0.6069401135364196,True,151.0,60
TNFAIP8L2_3,TNFAIP8L2,dfi_top400,-0.3333378206107024,0.716528095306269,9.8138189147573e-05,0.0079482156381895,0.6156588916951419,-0.3531489537429824,0.7024725496682834,0.0001781487704445,0.0406753611187131,0.6201327256736228,True,82.0,61
SQOR_3,SQOR,dfi_top400,-0.3492481019676711,0.7052181425546487,9.855787391355028e-05,0.0079482156381895,0.6105333531421779,-0.3098177026100425,0.7335806738779005,0.0011485113277598,0.0633337040934449,0.6018229791316863,True,152.0,62
MEST_3,MEST,dfi_top400,0.3056233697799608,1.3574709456759917,0.0001023936082817,0.0081264768477563,0.6062992125984252,0.2393915780908492,1.2704759297323858,0.0053805195830853,0.0905131297245226,0.575277844407132,True,360.0,63
CSRP1_3,CSRP1,dfi_top400,-0.3772607942704903,0.6857372142377116,0.0001146305813549,0.0087843154928808,0.5981280641806567,-0.4270081135839395,0.6524582584315778,2.843661135804618e-05,0.0293538156944,0.6282881586311665,True,67.0,64
BATF2_3,BATF2,dfi_top400,-0.3366153173782925,0.7141835210560599,0.0001157547273891,0.0087843154928808,0.6182588025553409,-0.3483241476138774,0.7058700330399862,0.0003745105149249,0.0475366604746541,0.6134964419924842,True,104.0,65
ACOD1_3,ACOD1,dfi_top400,-0.33557447361825,0.7149272615091364,0.000115952964506,0.0087843154928808,0.6228272173525479,-0.2655872735593124,0.7667555224819121,0.0039022654306028,0.0842142486875269,0.6092588150635644,True,296.0,66
LOC119877688,LOC119877688,dfi_top400,-0.3463951707377019,0.7072329541103063,0.0001195884650652,0.0089055996117877,0.6210815629178428,-0.3104758188098619,0.7330980513808082,0.001300816648966,0.0634546305609596,0.6061405612856801,True,169.0,67
SHCBP1_3,SHCBP1,dfi_top400,0.3479573536243658,1.4161718538553578,0.0001216466781608,0.0089055996117877,0.6138018125092854,0.2273334821189735,1.255248401046366,0.0124648467301818,0.1239050370793419,0.6073398896617894,True,571.0,68
MCM4_3,MCM4,dfi_top400,0.3267595466029073,1.3864680561417382,0.0001234314784205,0.0089055996117877,0.6006536918734214,0.2231881488791499,1.2500557481992831,0.0111176604303193,0.1189834625812992,0.5903893819461101,True,536.0,69
KIAA0040_3,KIAA0040,dfi_top400,-0.3103044839154781,0.7332236674189125,0.0001261127606951,0.0089055996117877,0.6001337097013817,-0.2159283180754345,0.805793060600712,0.0112932849997539,0.1190975497656275,0.5620052770448549,True,544.0,70
PIK3IP1_3,PIK3IP1,dfi_top400,-0.3368386808885409,0.7140240163322659,0.0001264595144873,0.0089055996117877,0.5912940127767048,-0.2418755351811588,0.7851538955078463,0.0054887440502656,0.0913632724735937,0.592708083473255,True,371.0,71
SCML2_3,SCML2,dfi_top400,0.3143607385828182,1.3693836369700854,0.000134498084742,0.0091552873887485,0.5978309315109196,0.2777271033136643,1.3201258900670736,0.0011153064890277,0.0633337040934449,0.5904693371711841,True,158.0,72
SERPING1_3,SERPING1,dfi_top400,-0.2914098200927035,0.7472093938386205,0.0001350320371286,0.0091552873887485,0.6164017233694845,-0.2121091115686755,0.8088764349746677,0.0144815409914208,0.1331023988182061,0.5821539937634924,True,617.0,73
LOC487476_3,LOC487476,dfi_top400,0.3266550561475442,1.386323191031848,0.0001379507323167,0.0091552873887485,0.5956024364878918,0.2295789910738516,1.2580702396176873,0.0096596068061229,0.1105096994150872,0.5815943071879748,True,510.0,74
LHX2_3,LHX2,dfi_top400,0.3315911226242079,1.3931830909937313,0.0001382845924546,0.0091552873887485,0.6043678502451345,0.2635983385141228,1.3016052865781436,0.0035573855418744,0.0831254648485066,0.6017430239066123,True,286.0,75
MYBL2_3,MYBL2,dfi_top400,0.3324900567954332,1.3944360339532458,0.0001400285377394,0.0091552873887485,0.606522062100728,0.2787231864693923,1.3214415003494535,0.0032830662995398,0.0831254648485066,0.5996641880546894,True,272.0,76
EPAS1_3,EPAS1,dfi_top400,-0.2916249354611244,0.7470486749017538,0.0001413392593424,0.0091552873887485,0.6132075471698113,-0.2799263496856473,0.7558394072157416,0.0012061262387168,0.0634546305609596,0.6090989046134165,True,172.0,77
CA14_3,CA14,dfi_top400,0.2956498462998336,1.3439994680433944,0.0001429040651323,0.0091552873887485,0.5906997474372307,0.2956650379315754,1.3440198857434629,0.0003044534497249,0.0452767743391759,0.5963860238266571,True,111.0,78
CSF1R_3,CSF1R,dfi_top400,-0.2886766123690181,0.7492544658552567,0.0001446535407422,0.0091552873887485,0.5976823651760511,-0.2880068374177087,0.749756465823379,0.0005105828518912,0.0514285554615664,0.6057407851603103,True,124.0,79
IFIT3_3,IFIT3,dfi_top400,-0.3264941179012629,0.7214486186681407,0.0001470922418594,0.0091932651162131,0.6187416431436636,-0.3182699019570778,0.7274064334975072,0.0008528112314108,0.0604990368742339,0.6074198448868634,True,149.0,80
CTSH_3,CTSH,dfi_top400,-0.3094176493530721,0.733874203925647,0.0001524517516274,0.0093248286205975,0.6060763630961225,-0.2676675164512205,0.7651621426395842,0.002368246891921,0.0756453002193586,0.5939873670744383,True,235.0,81
DLGAP5_3,DLGAP5,dfi_top400,0.3493320476790144,1.418119995625871,0.0001532063490382,0.0093248286205975,0.6070420442727678,0.292016063995593,1.3391245291570475,0.0020393111704317,0.0749746753835187,0.5999040537299113,True,218.0,82
TTC39B_3,TTC39B,dfi_top400,-0.3458062022491698,0.7076496147222697,0.0001563903277744,0.0093248286205975,0.6097905214678354,-0.3942289911008605,0.6741996528419127,0.0001347621176774,0.0354637151782668,0.6144559046933717,True,102.0,83
MIS18A_3,MIS18A,dfi_top400,0.3415850738065169,1.4071763020584027,0.000156657120826,0.0093248286205975,0.6013222403803298,0.3014381735716294,1.3518015354936117,0.0009812223618276,0.0628988693479283,0.6129367554169665,True,162.0,84
CDCA5_3,CDCA5,dfi_top400,0.3343750248037456,1.3970669801125546,0.0001615725244323,0.0095042661430774,0.6009508245431585,0.2555372043538642,1.291155048713669,0.0069713772602473,0.0982775333921948,0.5885504117694091,True,437.0,85
FANCD2_3,FANCD2,dfi_top400,0.3315008174832785,1.3930572850789047,0.0001657168006804,0.0096344537985909,0.5994651611944734,0.2734374095847578,1.3144750830959608,0.0022398462656537,0.0756453002193586,0.5981450387782842,True,233.0,86
PYCARD_3,PYCARD,dfi_top400,-0.3147676149123977,0.7299584860273933,0.0001685482920043,0.0096344537985909,0.6152874758579706,-0.3359949199380446,0.7146267361549308,0.0002844219986566,0.0452767743391759,0.6250099944031342,True,117.0,87
GPSM3_3,GPSM3,dfi_top400,-0.2959590113690568,0.743817915473382,0.0001706365407938,0.0096344537985909,0.6109047689793493,-0.257269399735631,0.7731598966346651,0.0027057829013261,0.0789676472281004,0.5995042776045415,True,256.0,88
PARP15_3,PARP15,dfi_top400,-0.3032665004560799,0.7384022856006844,0.0001714932776149,0.0096344537985909,0.608527707621453,-0.298395384061613,0.7420079036429263,0.0008596383765761,0.0604990368742339,0.6036619493083873,True,159.0,89
ADGRG6_3,ADGRG6,dfi_top400,-0.3132104386376506,0.7310960455238524,0.0001791954571388,0.00988488051305,0.6080077254494132,-0.3109679541336806,0.7327373566964787,0.0010269676992821,0.0633337040934449,0.6173342927960342,True,169.0,90
CDCA8_3,CDCA8,dfi_top400,0.3092023739075846,1.3623380442813635,0.0001809076753859,0.00988488051305,0.6094933887980983,0.286708250335207,1.3320355358590714,0.0014058978750243,0.0647683611431376,0.6055009194850883,True,197.0,91
ASAH1_3,ASAH1,dfi_top400,-0.3105595992337689,0.7330366346880923,0.0001818818014401,0.00988488051305,0.6158817411974447,-0.2751031265024082,0.7594937952474881,0.0018771343597438,0.071103574232723,0.6091788598384904,True,224.0,92
RGS18_3,RGS18,dfi_top400,-0.3111289356383132,0.7326194090282484,0.0001846367296128,0.0099267058931613,0.6259842519685039,-0.3165734828760574,0.7286414669218974,0.0004222172554457,0.0502639589816394,0.6355640841128968,True,135.0,93
SPC25_3,SPC25,dfi_top400,0.3144547781960125,1.3695124193328476,0.0001890974811176,0.0100583766551951,0.5980537810132224,0.2755842486146446,1.317300080830848,0.0025007427939942,0.0776628196892635,0.5920684416726633,True,255.0,94
CENPK_3,CENPK,dfi_top400,0.3347532002153145,1.3975954164072566,0.0001931606568593,0.0101220334842617,0.5738374684296539,0.2531078077803944,1.2880221281566049,0.0093589169692677,0.1086166687201671,0.5519309186855361,True,525.0,95
POLE_3,POLE,dfi_top400,0.3288790190870641,1.3894097533588317,0.0001943430428978,0.0101220334842617,0.6080820086168475,0.2302686945532437,1.2589382343343511,0.0112618058426356,0.1190975497656275,0.5807947549372352,True,568.0,96
SELENOP_3,SELENOP,dfi_top400,-0.3056518508829352,0.7366430364405655,0.0002021771859296,0.0103462824367538,0.5923339771207844,-0.3417713842164486,0.710510620085243,0.0001184547420471,0.0354637151782668,0.6031822179579436,True,113.0,97
BUB1_3,BUB1,dfi_top400,0.3326659928547035,1.3946813871165655,0.0002033658022526,0.0103462824367538,0.5993165948596049,0.2768744606010555,1.31900077407632,0.0038114691879583,0.0837291957547359,0.5906292476213321,True,324.0,98
CA5B_3,CA5B,dfi_top400,-0.320022991264262,0.726132342181205,0.0002048563922477,0.0103462824367538,0.5963452681622344,-0.2395865477991156,0.7869531613304094,0.0091795439015682,0.1085052470634539,0.5835931878148237,True,522.0,99
SELPLG_3,SELPLG,dfi_top400,-0.2952934248901014,0.7443131554149477,0.0002218654801726,0.0110932740086301,0.6143960778487595,-0.2883713459092201,0.7494832230277058,0.0011065492476256,0.0633337040934449,0.6068601583113457,True,185.0,100
IL34_3,IL34,dfi_top400,-0.3117803159320671,0.7321423505724921,0.0002280094986698,0.0111789086038459,0.6213044124201456,-0.2876304997905658,0.7500386804933308,0.0009484864484553,0.0624004242404807,0.619812904773327,True,177.0,101
RBMS3_3,RBMS3,dfi_top400,-0.3042236943195169,0.7376958296257606,0.0002283319021456,0.0111789086038459,0.5935225077997326,-0.2092612638533873,0.8111832750875486,0.0137617400260115,0.1300731571456668,0.571360038378508,True,631.0,102
LURAP1L_3,LURAP1L,dfi_top400,-0.2899458781290149,0.7483040660987506,0.0002302855172392,0.0111789086038459,0.60080225820829,-0.2755765575386207,0.7591343124148865,0.0019688896556003,0.0734660319253854,0.5781562325097945,True,237.0,103
ADORA2B_3,ADORA2B,dfi_top400,0.3212566424783331,1.3788594093841988,0.000239200599587,0.0112924120999221,0.59679096716684,0.2064980711215848,1.2293653629184624,0.0189424310765858,0.1503690475755542,0.5725593667546174,True,733.0,104
PLK4_3,PLK4,dfi_top400,0.3465851855014336,1.414229960587614,0.000239817967501,0.0112924120999221,0.5949338879809835,0.3035930829774377,1.354717686229096,0.0016040273261843,0.0687746935736468,0.588790277444631,True,219.0,105
NETO1_3,NETO1,dfi_top400,0.3048310331509601,1.3563957977187304,0.0002441516856425,0.0112924120999221,0.606522062100728,0.2910226018035914,1.3377948201841086,0.0007515849753892,0.0600494722456207,0.6073398896617894,True,168.0,106
TAGAP_3,TAGAP,dfi_top400,-0.3172549090614285,0.7281451206774597,0.0002448508862574,0.0112924120999221,0.6123904323280345,-0.2865503284891993,0.7508492884698348,0.0021846634300899,0.0756453002193586,0.6044615015591269,True,246.0,107
OLFML1_3,OLFML1,dfi_top400,-0.2935843941343444,0.7455862970987321,0.0002451211562317,0.0112924120999221,0.5991680285247363,-0.2305192430273443,0.7941211535601291,0.0090141844352382,0.107061857158924,0.5624050531702247,True,528.0,108
NR2F1_3,NR2F1,dfi_top400,0.3131091391441737,1.3676707893019528,0.0002486756182575,0.0112924120999221,0.5862427573911752,0.1979620491114996,1.218916133993555,0.026822454633247,0.1753101610016149,0.5586471575917487,True,874.0,109
IFI30_3,IFI30,dfi_top400,-0.2992520057913885,0.741372555714273,0.0002495708128566,0.0112924120999221,0.60080225820829,-0.2244505417660258,0.7989550906305765,0.0097146708808564,0.110645454223877,0.5751179339569841,True,549.0,110
FAM180A_3,FAM180A,dfi_top400,-0.3137454311574694,0.7307050192156296,0.0002506915486182,0.0112924120999221,0.5848313772099243,-0.3243214027437702,0.7230178251192824,0.000448574616994,0.0509743882947822,0.5898296953705925,True,155.0,111
E2F7_3,E2F7,dfi_top400,0.3065176221808189,1.3586854102662629,0.000264824137929,0.011822506157549,0.6014708067151984,0.2023589839087184,1.2242874287207322,0.0194380061844799,0.1521337305443345,0.5846326057407851,True,750.0,112
SGMS1_3,SGMS1,dfi_top400,-0.3102749198480222,0.7332453448133108,0.0002739936651729,0.0121175171695639,0.5647749220026742,-0.3406219375335638,0.7113277837136939,0.0001527689800436,0.0381922450109168,0.5791156952106821,True,133.0,113
MPIG6B_3,MPIG6B,dfi_top400,-0.3246743785596258,0.7227626623483757,0.000276279391466,0.0121175171695639,0.5791115733174863,-0.2557530971793861,0.7743331302260763,0.0067435469530842,0.0980061567041511,0.561765411369633,True,457.0,114
SMO_3,SMO,dfi_top400,0.3475154069373634,1.4155461196770789,0.0002830748887695,0.0122469281677608,0.5883226860793345,0.2781722863449124,1.320713718548367,0.0064175302639469,0.0976073458336615,0.5749580235068362,True,442.0,115
CARD9_3,CARD9,dfi_top400,-0.2866684833759456,0.7507605771981305,0.000284128733492,0.0122469281677608,0.5983509136829595,-0.3072539819119581,0.7354637826863305,0.0003393616982036,0.0469226488686073,0.6133365315423362,True,152.0,116
GPR183_3,GPR183,dfi_top400,-0.3017999281360381,0.7394860004326487,0.0002873136110568,0.0122783594468722,0.5970138166691428,-0.2778104843223762,0.7574403547350953,0.0017595997513568,0.0690536748897905,0.5872711281682258,True,244.0,117
TMEM86A_3,TMEM86A,dfi_top400,-0.2727108922002089,0.761312857300599,0.0002948823998614,0.0124673379296775,0.6111276184816521,-0.2735156724511085,0.7607004142223898,0.0008046629280913,0.0600494722456207,0.6141360837930758,True,185.0,118
ABCC3_3,ABCC3,dfi_top400,-0.2966003314415779,0.7433410430441632,0.0002967226427263,0.0124673379296775,0.594785321646115,-0.2707255091970044,0.7628258563519168,0.002581844410067,0.0789676472281004,0.5949468297753259,True,282.0,119
LOC102154334_3,LOC102154334,dfi_top400,0.2903803742396357,1.3369359273075303,0.0003109153588457,0.0129548066185712,0.5917768533650275,0.0985505323200719,1.1035701689464223,0.2465603934692843,0.5186377649753561,0.5368993363716319,True,2497.0,120
DSN1_3,DSN1,dfi_top400,0.2939748949903942,1.3417502185920147,0.0003154739544082,0.0130361138185224,0.5937453573020354,0.2758366298879611,1.317632584659693,0.0022899980386352,0.0756453002193586,0.5959862477012873,True,271.0,121
ORC6_3,ORC6,dfi_top400,0.3198053612649706,1.376859748013958,0.0003220894939337,0.0131956805496217,0.5907740306046649,0.2474362758406593,1.280737745847087,0.0067567929162193,0.0980061567041511,0.5943871431998081,True,466.0,122
GSAP_3,GSAP,dfi_top400,-0.2735643756721105,0.760663366564177,0.000328682572789,0.0131956805496217,0.6019165057198039,-0.2504024676721874,0.7784874039998472,0.0030966845995939,0.0817680108786914,0.5845526505157111,True,312.0,123
SCTR_3,SCTR,dfi_top400,-0.331117056218469,0.718121103579686,0.0003297908416347,0.0131956805496217,0.5780716089734066,-0.2747589545463221,0.7597552367004611,0.004260162282448,0.0843211691220624,0.5738786279683378,True,376.0,124
PSAT1_3,PSAT1,dfi_top400,0.3132598208833048,1.3678768878422969,0.0003298920137405,0.0131956805496217,0.6074134601099391,0.2509188631774233,1.2852058025855289,0.0077142867304213,0.102522296225767,0.5766370832333892,True,501.0,125
SRM_3,SRM,dfi_top400,0.30025810653,1.3502072599157942,0.0003382106428999,0.0133296450157523,0.6057049472589511,0.1976391790667292,1.2185226460129603,0.0244866246319037,0.1681773669773612,0.5847925161909331,True,854.0,126
TMEM59L_3,TMEM59L,dfi_top400,-0.2904203997762004,0.7479490638554956,0.0003385729834001,0.0133296450157523,0.5995394443619075,-0.2247696039576349,0.7987002149311244,0.0124085544598212,0.1235911798786979,0.5608859038938194,True,629.0,127
SULT1C4_3,SULT1C4,dfi_top400,-0.2860424035479509,0.7512307604219254,0.0003449152861105,0.0133972407122627,0.5987223295201307,-0.3385933214766625,0.7127722593252964,8.651919041504216e-05,0.0332766116980931,0.619812904773327,True,141.0,128
XG_3,XG,dfi_top400,-0.2723406468664563,0.761594782020976,0.0003459058507121,0.0133972407122627,0.6025850542267123,-0.2739760752326352,0.7603502662465094,0.0012471858487655,0.0634546305609596,0.586711441592708,True,225.0,129
LMO2_3,LMO2,dfi_top400,-0.2765438683503671,0.7584003486297026,0.0003483282585188,0.0133972407122627,0.6092705392957956,-0.3185946013668701,0.7271702833988452,0.0001789715889223,0.0406753611187131,0.6152554569441113,True,152.0,130
LOC119875957_1,LOC119875957,dfi_top400,-0.2830414173595448,0.7534885797060235,0.0003559201040477,0.0135136023740522,0.6065963452681622,-0.2495778191436068,0.779129647268161,0.0043344522857765,0.0846467382344426,0.5873510833932998,True,386.0,131
INPP5D_3,INPP5D,dfi_top400,-0.2783886922929541,0.7570025232757681,0.0003586686354389,0.0135136023740522,0.6012479572128956,-0.3109786092288418,0.7327295493518089,0.0002435305026515,0.0452767743391759,0.6103781882145998,True,157.0,132
NCKAP1L_3,NCKAP1L,dfi_top400,-0.2820858039875419,0.7542089676197824,0.0003594618231497,0.0135136023740522,0.5964938344971029,-0.2848412686222676,0.7521336320522904,0.0007863679450038,0.0600494722456207,0.6070200687614936,True,198.0,133
LOC119877532,LOC119877532,dfi_top400,-0.288065907795731,0.7497121787335586,0.0003632300400085,0.0135533597018124,0.5895854999257168,-0.3007617737568659,0.7402540996961555,0.0006684351504722,0.0561880353626495,0.6071799792116415,True,193.0,134
UHRF1_3,UHRF1,dfi_top400,0.312699680887689,1.3671108998386243,0.0003672376888403,0.0135551588364498,0.589065517753677,0.2545372001941415,1.2898645336618622,0.0047088245222168,0.0865178330802292,0.5853522027664508,True,407.0,135
CDT1_3,CDT1,dfi_top400,0.2973460672261309,1.3462811226140785,0.0003692955188513,0.0135551588364498,0.5960481354924974,0.2373127501083633,1.2678375721145494,0.0069761380559499,0.0982775333921948,0.5784760534100903,True,489.0,136
DENND1C_3,DENND1C,dfi_top400,-0.3031040552912419,0.7385222452248522,0.0003714113521187,0.0135551588364498,0.5994651611944734,-0.3219708310872131,0.7247193292965123,0.0005719990904072,0.0514285554615664,0.6086991284880467,True,189.0,137
FAM107A_3,FAM107A,dfi_top400,-0.2705175613169351,0.7629845008659307,0.0003799293689895,0.0137655568474468,0.5909225969395335,-0.2892512127089711,0.7488240676497845,0.0005624143601273,0.0514285554615664,0.6011833373310946,True,188.0,138
SKA3_3,SKA3,dfi_top400,0.302263791344761,1.3529180677180632,0.0003832133994037,0.0137846546548104,0.5972366661714456,0.2656140718702522,1.3042316218773742,0.0027480741235378,0.0789676472281004,0.5963060686015831,True,313.0,139
PTPN6_3,PTPN6,dfi_top400,-0.2860092476545464,0.7512556685618637,0.0003936901555219,0.0138689824480412,0.5982766305155252,-0.302482862402099,0.7389811525122746,0.0005862855322618,0.0514285554615664,0.6098185016390821,True,197.0,140
STX3_3,STX3,dfi_top400,-0.3097410184321627,0.7336369300657375,0.000400279884676,0.0138689824480412,0.5965681176645372,-0.1790560697536401,0.8360590204594968,0.0470976251504624,0.2310972774801885,0.5606460382185976,True,1160.0,141
OSR2_3,OSR2,dfi_top400,0.2880621188157419,1.3338401581209731,0.000400374918677,0.0138689824480412,0.6104219283910266,0.2183602344348653,1.244035131202692,0.0088346794721368,0.1062195405934212,0.5873910610058367,True,556.0,142
MCM2_3,MCM2,dfi_top400,0.3015049895936222,1.3518918605122827,0.0004017817209682,0.0138689824480412,0.598796612687565,0.2171481962668444,1.2425282265387745,0.014898030293157,0.1354366390287008,0.5708803070280642,True,693.0,143
LOC119866898_3,LOC119866898,dfi_top400,-0.2817911356135401,0.7544312418969201,0.0004049504669175,0.0138689824480412,0.6117961669885604,-0.2900479821169336,0.7482276651699121,0.001178006896138,0.0633337040934449,0.6015831134564644,True,237.0,144
JCHAIN_3,JCHAIN,dfi_top400,-0.3261717921038323,0.7216811976505474,0.0004077524921897,0.0138689824480412,0.6246471549546873,-0.1953520537932399,0.8225450269792915,0.0386322834151417,0.2096531285398217,0.5875909490685216,True,1066.0,145
CCNA2_3,CCNA2,dfi_top400,0.3170246270380604,1.3730363853284149,0.0004122846632047,0.0138689824480412,0.5959738523250632,0.2545958938275816,1.289940242719786,0.0059195175300146,0.095169092122422,0.5871112177180778,True,457.0,146
GTSE1_3,GTSE1,dfi_top400,0.3011446454270595,1.351404801926154,0.0004134685844282,0.0138689824480412,0.6038478680730947,0.2862611969326112,1.3314401779286968,0.0027113393828847,0.0789676472281004,0.5923882625729592,True,316.0,147
KLHL9_3,KLHL9,dfi_top400,-0.2854723812963882,0.7516591007415827,0.0004162276932461,0.0138689824480412,0.5984251968503937,-0.26367628799686,0.7682221821516957,0.0029365741150702,0.0811208319080179,0.5934276804989206,True,329.0,148
RBM44_3,RBM44,dfi_top400,0.2897566065974856,1.3361022499739514,0.0004170266158596,0.0138689824480412,0.5930396672114099,0.2372260596607413,1.2677276674718208,0.0060193719483577,0.0961561014114651,0.5897097625329816,True,462.0,149
SLC6A11_3,SLC6A11,dfi_top400,0.2798958344398803,1.322991994957461,0.0004182163540297,0.0138689824480412,0.5903283316000594,0.1453065967138961,1.156394062541706,0.0551555362676608,0.2521650246646771,0.5851523147037659,True,1243.0,150
FAM83D_3,FAM83D,dfi_top400,0.2861482295978997,1.3312897771758143,0.0004188432699308,0.0138689824480412,0.5948596048135493,0.2271418675224794,1.2550079001729744,0.0072999760867189,0.1002743967955893,0.5960662029263613,True,515.0,151
AURKA_3,AURKA,dfi_top400,0.3050773980322988,1.3567300071755295,0.0004359224421597,0.0141945546121933,0.5924082602882187,0.267161033943161,1.306250780108639,0.0037124004494843,0.0836126227361331,0.59462700887503,True,374.0,152
TONSL_3,TONSL,dfi_top400,0.2914364057563364,1.338348519522249,0.0004415679017465,0.0141945546121933,0.5938196404694697,0.3283524508671999,1.3886783269282008,0.0003078820655063,0.0452767743391759,0.6067802030862717,True,187.0,153
UBE2C_3,UBE2C,dfi_top400,0.2956814637836941,1.3440419625966655,0.0004424078511679,0.0141945546121933,0.5970138166691428,0.2619918176716093,1.299515909319961,0.0045334498385097,0.0849459791984949,0.598544814903654,True,420.0,154
STMN1_3,STMN1,dfi_top400,0.3085736806850191,1.361481820765244,0.0004442192701071,0.0141945546121933,0.5883226860793345,0.2385539905388577,1.2694122404371797,0.0096806496687616,0.1105096994150872,0.5651235308227393,True,593.0,155
SUSD1_3,SUSD1,dfi_top400,-0.3040109799542391,0.7378527648165206,0.0004455236277084,0.0141945546121933,0.595379586985589,-0.2262369756033929,0.7975290843343272,0.0202280271563371,0.1542009348944954,0.5740785160310227,True,811.0,156
ELOVL4_3,ELOVL4,dfi_top400,0.3112947809237542,1.3651915943165602,0.0004457090148228,0.0141945546121933,0.5964938344971029,0.3521725708381061,1.4221539248381552,0.0004396525553773,0.0509743882947822,0.6214919644998801,True,200.0,157
