,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
EXO1,-0.03055377456209339,-0.03866688500176961,-0.03730280948617129,0.05727044696564095,0.03507642200601023,0.045440290521324485,0.05813085276123091,0.02250387061325374,-0.021190059941326524,0.043020663522048655,0.016956533755009665,0.03246901177079878
F5,0.05072474118277875,-0.011588611737250686,0.04280638389462441,-0.0033292983600126907,0.04048263827128977,-0.0358058570053367,0.040277650153463074,0.04617837707729099,-0.008865155766806014,0.05227905607187232,0.012974121168573285,-0.07009389209859272
FAM107A,0.023425942990472823,0.0018252223502030825,0.0726332964600937,0.005620109045368827,-0.032096857573707276,0.052656353364693514,-0.014574714413852736,-0.07371233397307544,3.7945406765702884e-05,0.04299039236438645,-0.013951283363573472,-0.018520489109460265
FANCA,-0.0429792686740935,-0.02918106262665029,-0.052847473522353555,0.06691155502265564,0.008800195018990958,-0.0017089963705103329,0.0438792764228894,-0.001319909646749261,-0.01681907564298564,0.003936746454220964,-0.01206744571205056,-0.022363557658353374
FANCD2,-0.038231958930065806,-0.013836274641452472,-0.06205160594615344,0.08882268018908525,0.025729001255918323,0.004786756407327961,0.050860005313126344,0.011632628278918896,-0.022987488807011895,-0.02523753335896832,0.012996065241720943,0.026328210703193404
FANCM,-0.025002731147010515,0.0014111973981763759,-0.0695161072313343,0.08647404878748635,0.024451301254105894,0.03621060062924776,0.04155264671528407,0.01826728163494079,0.014050410283657477,0.0025135524927671505,-0.031411898527688026,-0.013845473539773123
FCER1G,0.0757979713201738,-0.01072347025095361,-0.038101849185361365,0.015972960197432603,-0.0016639594016742833,-0.013460076854466298,-0.04429755201229293,0.03698401467449088,0.020545159705394434,-0.020393583689099947,-0.0014085550003670871,-0.036587598896017086
FGR,0.07126094436120937,-0.005381028635625755,-0.024878145303099546,0.01793954515648008,-0.03825345050843075,-0.009239751811895777,-0.0017502714332677995,0.019332015101404795,-0.008721145409745407,0.016867913098277773,0.007473089915847832,-0.021225353080575993
FN1,0.032312259360138505,0.029128921400380436,0.05658111703033771,0.009494139937456205,0.06403801781211549,0.030060490201329497,0.0484940538700717,0.03923424140025919,-0.003937361097125569,0.013571573480133381,0.03773110793804531,-0.04030649935167717
GAB2,0.058166880472009116,-0.015026542575515923,0.03872844481781755,0.010515364305337237,0.008511932856969488,0.011427052323205011,0.07285105076232422,-0.02011175577808674,-0.01932445006341665,0.009888895232171475,-0.053388273914397474,-0.010994272036755392
GABRA2,-0.018338238997553092,0.008154522384111306,-0.011043541960579049,0.05902183388885418,-0.04168719170452463,-0.03893093898169277,-0.0060821753179465775,-0.021072829467000828,-0.03925902429816791,0.016871193308407882,0.011819143180163999,-0.002663363191608913
GAS6,0.036484742369726986,0.03860491947933671,0.06900957334223265,-0.009775255300986064,-0.01634257550045531,0.04853856814719054,-0.03267600678604104,-0.01764242123405512,0.027503063918558477,0.011906005737886903,-0.02375028393930257,0.005638533837371888
GBP1,0.06252976513911153,0.0014346718517873691,-0.021702152938424944,0.013061367153035507,-0.017224551114888634,0.07098462474717009,0.010347861339964052,-0.01839289680062782,-0.010681174353494808,-0.009784997780869484,-0.0192071660014273,0.0041051701593936805
GIMAP6,0.07730778337578352,-0.007736697912876971,-0.016981407702717083,0.03420679841382017,-0.05217557005389697,-0.006087276408793028,-0.023221175152288748,0.01067137419219106,0.023500260883079042,-0.015664321793136708,-0.02777258975435612,0.009546403034842131
GLUL,0.04819186621229591,-0.017647208995693362,0.012660449495938414,0.009583585916724332,0.012014078577852387,0.024381270558750803,0.03718908790155478,-0.009936291648757294,-0.0037630481010836048,0.032950864479479494,-0.06360866522042889,-0.00964855286676995
GMFG,0.06142502867264458,-0.024582971041403653,-0.003814126926273112,-0.0027585334042332576,-0.030726210685047155,-0.03555019425264924,0.018247752955940475,0.01613130978958829,0.01641612990389594,-0.049698857986987345,0.03636243075554001,0.02870942954371998
GPRC5C,-0.03439209334487995,-0.02688488225993049,0.04965409304938205,0.034316275088543347,-0.021010833245360676,-0.029916515428238373,-0.03659993771814835,0.04824294153255602,0.09543028098848996,0.00721108628570504,0.01601171543296398,0.009998153684016088
GPSM3,0.07216227180289454,-0.0361489633332671,-0.01617002247521692,0.020825857860578542,-0.012357485619250572,-0.005417857952698878,-0.02094681108181111,-0.021505681901639616,0.018668652108783813,0.014731754573023746,0.0016672182076728614,-0.014519875781883497
GTSE1,-0.036250945138469784,-0.019928442871236685,-0.06523469029388548,0.08330933928888501,0.03925552162432976,0.039875470363709226,0.02440136473820865,-0.0005210453743875491,0.022278001855975237,0.03366709191600601,-0.035713667586443065,-0.017597555740155865
HCLS1,0.07955581135352051,-0.00550771883153373,-0.017987244461458166,0.019941090734062836,-0.006546282911071595,0.0019099839599921887,-0.013413152838885568,-0.015150044780198862,0.02961752476857734,0.01371896234944859,-0.01792488500245229,0.02784152532759553
HELLS,-0.03642089225266101,-0.022324091589712172,-0.05270938050491303,0.08107443148874738,0.028769552306415674,0.020379403749323077,0.04061972862809461,0.006877374413279152,0.007408546023259013,0.035112599533341116,-0.061078572829306996,-0.0037926476222677396
HHIP,-0.013994556573070022,0.019636923355854572,-0.00448027098065152,0.0669656328072243,-0.005599991809916294,-0.04472983418200926,-0.0034224457498464086,-0.040773123339905654,-0.04082032961809526,-0.014059931635914753,0.025911572089066307,-0.05901057101181119
HNMT,0.057594532046048606,-0.005342897281963092,0.014022766059461834,0.00785756067086348,0.011995036320633489,0.01978658893803716,0.019374536187440016,0.02360227978847789,0.0023339013830923853,-0.01737674669384115,-0.0014408300827149312,-0.01206565878358566
HSP90AA1,-0.03048935052245739,-0.0074924898230087356,-0.03978033033358659,0.07458804539021506,0.011238594928900496,0.025845590625220037,0.029464393661169833,-0.02271302345831537,-0.057109069131982486,0.03613380995071188,0.0003632362034908512,-0.0469709995873371
HSPH1,-0.016917965192527636,-0.012454356139232351,-0.027434813621948266,0.06961441086848937,0.03398578010624626,-0.001502760970589278,0.03846501599490017,-0.05358986212280407,-0.0251108099176774,0.045097905958482766,0.054745523386283516,-0.05960942698093837
IFI30,0.0562470765135775,-0.05245433949062372,0.009793263979631164,0.012084673583696803,0.037456591422069314,-0.036710366911566684,-0.04624679397188368,-0.008446077160114394,-0.01830571633232886,0.009893752109755726,-0.03395053451176213,0.01068696589637615
IFI35,0.05173123000955876,-0.02804707196476614,-0.0037104812287194035,-0.009942830219573527,-0.005998068175174514,0.09740921907493208,-0.031201201452580853,0.02144834870109385,0.04585337602649106,0.04729063561124171,-0.0007506782053748971,0.05621617031771795
IFITM5,-0.030719729893480166,-0.06256709942368224,0.0369439842691518,0.034466744220732176,-0.06202536957392356,-0.0667573644140908,-0.04222810492541566,0.05296920424278681,0.042726420931456996,0.012953094968910017,0.005226633458940677,0.0006388232162074239
IGFBP3,-0.00381856767111299,0.046294800264290954,0.002782796428387171,0.028286381261544577,0.019730397852102045,0.006662696370218176,0.04151510486031537,-0.045442781702273435,0.07635368249453259,0.019010069453167328,0.13116150245316863,0.023958739593781128
IL18,0.06058198347772125,-0.015214842655575034,-0.019098425644771745,0.026982129271304986,-0.045531811961087444,-0.01188727984182891,0.021317784780930542,0.02813329074980375,-0.025959162095674372,-0.08403645421924791,0.029003237084456616,0.05113049864428811
IL1RN,0.06022015632499172,-0.017295659215183928,-0.040639934239789295,0.02500153499683477,-0.009787418112081187,0.031030039332587894,0.001112358018466022,-0.0030450038968879573,-0.015633387330975423,0.03987084625718935,0.04673858088189159,0.012001749174985267
INPP5D,0.07084532280798658,-0.033141311323044466,-0.006444477586859281,0.03971090067608835,-0.018858329594518282,-0.02990409607217924,-0.004785722392392024,0.013748510602854928,-0.01224575420362677,-0.02406151535171349,0.006891924399881494,0.011260489277473517
IRF5,0.07345366090344929,-0.02902779069422067,-0.018206049111841975,0.018109484227044094,-0.02105167882918726,0.010078900886488872,-0.02878006171359948,-0.015695874925768155,0.012805157745608753,0.021390265206823397,0.005821211508117185,0.0011498421138688899
ITGBL1,0.02865949525400917,0.042402132015064334,0.05136806624647381,-0.007030556949546069,-0.0018692566293820323,0.0036829036653209628,0.049655090573951635,0.06546856799673177,-0.06570915655816165,-0.011731858320010911,0.020148268048345363,0.024652858118816026
