analysis_set,initial_factors,factor,activity_threshold_percent,active_group_count,active_groups,activity_class,minimum_group_r2,maximum_group_r2,mean_group_r2,median_group_r2,r2_range,r2_DOG2,r2_TARGET_OS,r2_GSE21257
three_cohort_no_ffpe,8,Factor1,0.5,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,11.606848239898682,15.470075607299805,12.945816914240519,11.760526895523071,3.863227367401123,15.470075607299805,11.606848239898682,11.760526895523071
three_cohort_no_ffpe,8,Factor2,0.5,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,8.529138565063477,9.78853702545166,9.102328618367514,8.989310264587402,1.2593984603881836,8.529138565063477,9.78853702545166,8.989310264587402
three_cohort_no_ffpe,8,Factor3,0.5,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,3.347235918045044,6.992059946060181,4.981760183970134,4.605984687805176,3.6448240280151367,6.992059946060181,4.605984687805176,3.347235918045044
three_cohort_no_ffpe,8,Factor4,0.5,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.852964401245117,5.988621711730957,4.0122926235198975,3.195291757583618,3.13565731048584,5.988621711730957,2.852964401245117,3.195291757583618
three_cohort_no_ffpe,8,Factor5,0.5,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.6009678840637207,4.240620136260986,3.2867292563120523,3.01859974861145,1.6396522521972656,4.240620136260986,3.01859974861145,2.6009678840637207
three_cohort_no_ffpe,8,Factor6,0.5,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,1.163029670715332,6.325674057006836,2.990293502807617,1.4821767807006836,5.162644386291504,6.325674057006836,1.163029670715332,1.4821767807006836
three_cohort_no_ffpe,8,Factor1,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,11.606848239898682,15.470075607299805,12.945816914240519,11.760526895523071,3.863227367401123,15.470075607299805,11.606848239898682,11.760526895523071
three_cohort_no_ffpe,8,Factor2,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,8.529138565063477,9.78853702545166,9.102328618367514,8.989310264587402,1.2593984603881836,8.529138565063477,9.78853702545166,8.989310264587402
three_cohort_no_ffpe,8,Factor3,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,3.347235918045044,6.992059946060181,4.981760183970134,4.605984687805176,3.6448240280151367,6.992059946060181,4.605984687805176,3.347235918045044
three_cohort_no_ffpe,8,Factor4,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.852964401245117,5.988621711730957,4.0122926235198975,3.195291757583618,3.13565731048584,5.988621711730957,2.852964401245117,3.195291757583618
three_cohort_no_ffpe,8,Factor5,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.6009678840637207,4.240620136260986,3.2867292563120523,3.01859974861145,1.6396522521972656,4.240620136260986,3.01859974861145,2.6009678840637207
three_cohort_no_ffpe,8,Factor6,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,1.163029670715332,6.325674057006836,2.990293502807617,1.4821767807006836,5.162644386291504,6.325674057006836,1.163029670715332,1.4821767807006836
three_cohort_no_ffpe,8,Factor1,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,11.606848239898682,15.470075607299805,12.945816914240519,11.760526895523071,3.863227367401123,15.470075607299805,11.606848239898682,11.760526895523071
three_cohort_no_ffpe,8,Factor2,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,8.529138565063477,9.78853702545166,9.102328618367514,8.989310264587402,1.2593984603881836,8.529138565063477,9.78853702545166,8.989310264587402
three_cohort_no_ffpe,8,Factor3,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,3.347235918045044,6.992059946060181,4.981760183970134,4.605984687805176,3.6448240280151367,6.992059946060181,4.605984687805176,3.347235918045044
three_cohort_no_ffpe,8,Factor4,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.852964401245117,5.988621711730957,4.0122926235198975,3.195291757583618,3.13565731048584,5.988621711730957,2.852964401245117,3.195291757583618
three_cohort_no_ffpe,8,Factor5,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.6009678840637207,4.240620136260986,3.2867292563120523,3.01859974861145,1.6396522521972656,4.240620136260986,3.01859974861145,2.6009678840637207
three_cohort_no_ffpe,8,Factor6,2.0,1,DOG2,group_specific,1.163029670715332,6.325674057006836,2.990293502807617,1.4821767807006836,5.162644386291504,6.325674057006836,1.163029670715332,1.4821767807006836
