,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
C1S,0.039831620831440616,0.02862597780453226,0.03268597595800701,-0.025398601657462855,0.015475009870426389,-0.036531929728015,0.00040479191801768904,0.004697125495628568,0.006053984054862261,0.0320009614683186,-0.017626994156473043,0.0008546892236405445,-0.004435547155103347,0.019545938711094963,-0.026480999094534028,0.0588698336054942
GJB2,0.016412783279678326,0.0014874414553349398,0.007136558778151475,0.012291909601359688,0.06395222472170134,0.007823039093813128,-0.01828453119348978,-0.021988584549284238,-0.03007802582966469,0.01392204323295906,0.029295612672307778,0.010166638487938315,0.008816886075424694,0.0334840549389987,-0.0033536899305813246,0.013645318990957094
FBLN2,0.017697036607898755,0.03919319665113311,0.02307786211737852,0.00347224845031682,-0.027508190866608266,0.025247036651823863,-0.00784463049965515,-0.02313764917543265,0.030271124672508743,0.03454165766327816,0.005319362045474669,0.0019143982789444,-0.008882964158020666,-0.028884257048677142,-0.025474552584120524,0.04146553507247328
KLK4,0.0014356519355900924,-0.03834475025512283,0.021278912589450104,-0.02833956685562367,-0.003810885479927376,0.023706927581126573,-0.010885866401022778,0.002331096294466035,0.05142434852253264,0.011773217723863475,0.002126124092540477,-0.0010585004272767465,0.04203586172756436,-0.02151736593414306,-0.027913863721914664,0.016752682508177345
CRYAB,-0.0024777868639097554,-0.01689198438946458,0.021858548839892005,-0.01981331159054537,-0.004722177053901329,0.02963354004855316,-0.0026608863691917764,-0.023272000785460604,-0.04452275575001247,0.07063109465446729,0.029746547443978196,0.05764740580496091,-0.004351346152699071,0.020904146182625948,0.06584944876700102,-0.001176256839601251
IGSF10,-0.013006140502700653,0.04688632449647775,0.01263998855173795,0.013638116013968575,0.03756948351999289,-0.0267723739434641,-0.02947038107344311,-0.0011117701001566857,0.034917360263588236,-0.024778855077615878,0.01280221993068456,0.013998269189317479,0.0013942008622952282,-0.017355899380760192,0.028193998291202393,-0.019982561624558515
TNFRSF11B,-0.020238873784055464,0.018023931088802896,0.021401962715968136,0.019141490635250037,-0.015047107589714158,-0.01749953536407156,-0.018824322484060553,-0.015679415343476867,0.03233966984414752,0.051497126120345,0.01914828921580586,-0.006677012775175984,0.006560413975113985,0.00985831964221585,0.04057461384154708,-0.05901239425620243
CD74,0.0582442095451714,-0.004584147563682529,-0.007773989939921095,0.023784847296604943,-0.019579156282751878,-0.04808130642675751,-0.0037551005842261583,-0.012876896641105043,0.04231422421469886,0.0005876433094248473,0.007324805596199559,-0.021539127599243757,-0.006953604641184274,0.010698946040395993,0.012111142053030415,0.006084160702495378
RAC3,-0.018580331210071986,0.0236615507904923,0.00307973485680385,0.003823443535183968,-0.002414012023796746,-0.0176715307056167,-0.04577560933644622,-0.021466383528934502,-0.01659309388931107,0.011383371609808948,0.015568706975773703,0.030797384868010196,0.0036353533865861112,-0.036085251680183436,0.011765049294710776,0.020605446967477938
FRZB,-0.011836331164921141,0.022701722550397613,0.024848898692469146,0.014748505516488354,-0.04522113218962204,-0.01279414063617776,0.00811761050961322,-0.03178988214604944,-0.002999116930950645,0.020281172559045144,0.0006714276715691662,-0.025827183631952955,0.006396148896137289,-0.02209965994412002,-0.020222816875719894,-0.021285973829719033
COL13A1,-0.03139444794036461,-0.040201368950744006,0.04233920821066912,-0.011658140284696448,-0.020056653244487917,-0.00045501330199144985,-0.01384071526837113,0.0004841458612806055,0.03765617889786759,0.01191082414077254,0.004752149474440901,-0.01582687268271846,-0.006928609641429304,0.018189288424800082,-0.007358591224098146,-0.008388732786482694
SLC38A5,0.0038049361813403838,0.031866801716597976,-0.015052795215110309,0.01079483324373363,0.01622638688295554,0.025266133670194715,0.009468568034169601,-0.031298914161478314,0.011639639148947714,0.047073362179480736,-0.033746701727367566,-0.005376409618474754,1.54797436972276e-05,0.0187820331472223,0.019640159810743036,0.007785820544182354
HS3ST3A1,-0.010824077161798104,0.01884516804340149,0.017035299901056164,0.03884256468107344,0.02803132046637792,-0.024358485561344755,-0.02603052032012068,0.013878121822974262,-0.024141975654755163,-0.008663466295174404,0.01159102778999042,-0.0019340317405720905,-0.03193968553936922,-0.019276360346257394,0.023714421941723667,-0.036706744252160896
CYP1B1,0.02264998690647712,-0.011214683201797002,0.05380916522026922,-0.02933912692238814,0.011013287679904475,0.01216075776930545,0.02941881763884542,-0.015478667754471874,0.009981829530127096,-0.001827846832186752,0.023423934742456774,0.026490478950633195,0.0013876776249339435,0.0017483315699344552,-0.0333899591319466,-0.017406991439600634
ENPP2,0.0017909229905472013,-0.03487431174014556,0.04158267416883646,-0.0038062450248931862,0.02422014802470665,-0.011525546312167843,-0.01297671261712657,0.015023810892132899,0.03344780674508577,0.034868491455563234,0.025082567539843472,-0.012703133545378817,-0.02226423754356579,0.03385530196172914,0.009945162751271035,-0.039950723881708276
DLX3,-0.030130140302866253,-0.0605401036214711,0.03396424532081592,0.0010748056312060543,-0.03005456343062479,0.007640106507365064,0.0005609631501940399,-0.010516354031723508,0.026263756561360315,0.019035648418254832,0.010637668242614716,0.0017784019798954523,-0.0071488711456466165,0.0068818584150362825,-0.01114845504261397,0.004644445531641734
SEMA3B,-0.01977381406472398,0.018385845740698757,0.02438212014026797,0.003229574571989364,-0.03188915830004715,0.03207609114410439,-0.05036760624963037,-0.06567128540394546,0.022131071480758165,0.019415596795196728,0.0206105449822989,-0.013856283721158085,-0.015543001189691612,0.011625223171140616,0.019590663105379155,0.035310036266153436
CLIC6,0.008258490527942173,-0.010672660876502892,0.020154521932815677,0.014045192703393482,0.014004521282098139,0.019205752738026254,-0.030154995060695577,-0.020827757830442453,-0.022338125112788106,0.030730992114409602,-0.03049860045972585,-0.03890772184974758,0.047321433848723254,-0.043569251930372685,-0.03927533562298589,-0.006788562463499567
MGST1,0.022054986514972685,0.002199503504068422,-0.015726706986864892,0.03874225259558799,-0.016642467993422227,-0.027882263016256927,0.0014306655207644461,-0.022174107065562953,-0.002345719710001055,0.012157141940139775,0.027220222279943647,0.053033737933427284,0.02247976473235902,-0.015901393090730583,-0.03137765201092743,-0.04946515797554612
TGM2,0.04721768395838136,-0.012496067139409461,0.0032352171039809305,0.027098194598756894,-0.01355323020105561,0.016106012560949012,-0.0010346952674859392,0.01922332130016458,0.0005430288476898737,0.023212887236748414,-0.015517108056155405,-0.008373943022504663,0.00014840712798406993,0.03973162515371934,-0.01318736844808658,-0.004062376743599638
AMPH,-0.0003507884926702324,0.033635924108782245,0.016817958568315233,0.017446598466545345,0.030784005132003734,-0.023830043707350694,0.003495957685495767,0.004687890082817321,-0.02803962989111807,0.004914770896409432,-0.03283423453080877,-0.017499267476034565,-0.0010170125127673454,0.019735850088345837,0.0035601974136173454,-0.010631050382748482
C1R,0.0337791052564253,0.011914110650725387,0.033238844931628694,-0.03840953600533513,0.027473800754427936,-0.04289877896477132,0.010385109987829244,0.0161867744576997,0.0170782031906963,0.03988463247779192,-0.011538284052044953,-0.0018224762086780817,0.008057222207709906,0.019466504016904723,-0.022634737100710164,0.05927421835613485
F13A1,0.019721383133900455,-0.005470952761726287,0.01614928032580043,-0.014992650872153087,0.009409063662585237,-0.03598372977796422,-0.007634090993055405,-0.0016312349280272857,0.023060727463204235,-0.020244193848742358,-0.012090678083381379,0.015477752576460866,0.0017834981371313116,0.07284798995177766,0.039480106742094526,0.014156201109553707
