,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
PIK3AP1,0.27441728,-0.122117735,0.06516532,0.005240553,0.00048486612,0.39360648,-0.09440574,0.045603342,-0.015027982,0.019182488,-0.010514566,0.1406934,0.005381436
GPR137B,0.13299754,-0.19588627,0.13822465,-0.10322819,-0.0029792327,0.07926698,-0.17284209,-0.12449624,0.32704327,-0.113149695,0.018401125,-0.0043085613,-0.06897616
SELL,0.19476086,-0.13920212,0.050890855,0.005898418,-0.046923317,-0.16440088,0.01330529,0.09307875,-0.06493244,-0.040144634,0.028757349,-0.110816695,0.0478199
ARMCX2,0.033415303,0.14502299,0.10894316,0.0038282583,-0.0011674606,0.093466766,-0.048113007,0.018241195,-0.05398693,0.022731174,-0.013487088,-0.023614116,-0.08191873
KCNJ8,0.05369386,0.15650286,0.037729282,0.10730904,0.0060538496,-0.021339357,0.24309622,-0.10118521,0.09766157,0.06706752,0.08186737,-0.29086158,-0.02521129
ITGB2,0.32313594,-0.029907634,-0.04083395,-0.013217582,-0.00010320903,0.0077037397,-0.06498238,-0.026800932,-0.14745416,0.045253545,0.0992834,0.0033195294,-0.020158144
DKK3,0.0038368925,0.26502085,0.0635939,-0.059914887,-0.02295203,0.122525774,-0.051129922,-0.0057663624,0.02432845,0.03693802,0.14440107,0.02558331,-0.0125309145
EDIL3,-0.008006488,0.22045587,0.018068071,-0.24144194,0.041768227,0.15099475,-0.104105406,-0.18357281,0.034487974,0.061721876,-0.1365569,0.010340821,-0.14798689
CLIC3,0.039980598,0.050075855,0.07882828,-0.028676452,-0.049970537,0.07048243,-0.1669587,-0.14559685,0.20917659,0.07819146,0.17388144,-0.07365842,0.24315715
CNTNAP1,-0.04216151,0.046696573,0.14048958,-0.107460454,0.123800024,0.0038788011,0.052596144,-0.23285398,-0.12516244,-0.15859938,-0.06913866,-0.0071938094,0.118811496
ZIC2,-0.040103227,-0.03749546,-0.08989222,0.29002246,0.09236865,0.07834516,-0.003461652,-0.21240531,-0.060680646,-0.12375608,0.20149031,0.27596104,-0.006518572
EGFR,0.01569899,0.25233006,0.09138646,-0.13924037,0.08184689,0.013772985,0.0001460697,-0.092408784,0.04905196,-0.16078055,-0.07542744,0.10719569,-0.014372893
IGFBP3,-0.009600252,0.114701375,-0.04430868,-0.2001378,0.024471417,0.122908086,0.26327783,-0.11207784,0.010652181,-0.050118905,0.34846708,-0.04284513,-0.034304347
TBX2,-0.081522346,-0.17745477,0.21411128,0.0939806,-0.0047231875,0.030578751,0.023023652,-0.023561182,-0.041656796,0.2097716,0.08831827,-0.11168345,0.02168657
INHBB,0.057392545,0.12309439,-0.017741753,0.024983099,-0.046128698,0.2252379,0.0830351,-0.045603137,0.069320895,-0.07881701,0.39571193,0.1560464,-0.055711012
ABCB4,0.06924943,-0.20964839,0.07727788,-0.0490132,0.0399242,0.11478412,-0.14768437,-0.094853416,0.37014532,-0.05295045,0.0117419325,-0.120967574,-0.012566274
PTGES,-0.038148686,0.10044849,-0.066727094,-0.0033894812,0.038745593,0.021524379,-0.08502928,-0.13412482,-0.053266037,0.12703095,0.19114968,-0.16263792,-0.06841559
FGFR1,-0.07858629,-0.12098398,0.2852837,-0.103946656,0.015861137,-0.028451111,-0.10149176,0.0030135193,-0.08650373,0.007933589,0.08908616,0.057313003,-0.029156314
RGS16,0.09321161,0.17440619,-0.01152335,0.051830553,-0.054864965,-0.024097871,0.006790446,0.016142027,0.086144365,-0.18429674,0.27962685,-0.118422925,-0.1812967
EYA2,-0.0016981546,0.14279683,0.08784691,-0.1197625,-0.025703326,-0.030729743,-0.0072699846,-0.15635404,0.112032704,-0.043613054,-0.104675114,-0.08111338,-0.031192709
LDLR,-0.06231747,0.037108023,0.025398575,-0.07327854,0.16136082,-0.007885599,0.0003174223,0.075508885,0.03185032,0.034073614,0.14218162,0.12313505,0.24954951
SERTAD4,-0.036894385,0.22556773,0.1604215,-0.030124867,0.00497357,-0.03228071,-0.0048813964,-0.15169132,-0.069303244,-0.13349904,0.010604484,0.16092497,0.08220428
SPARCL1,0.10425088,0.13861726,0.11043657,0.036703594,-0.01474055,-0.052136388,0.31753072,-0.0062571107,0.09131403,-0.115972154,0.004331402,-0.22567162,-0.019707989
DOK6,-0.018545225,0.051496696,-0.032476038,0.24892348,0.09233872,0.0027667736,0.0037157976,-0.16882356,0.103967376,-0.03745539,0.0018252183,0.15600315,-0.120730095
C3AR1,0.31673628,0.04389725,0.039488204,-0.06054206,0.0061684875,0.07794885,-0.02026517,0.04898556,-0.23534068,0.17352568,-0.061008252,0.09896947,-0.10157662
TLR7,0.29796612,-0.009809878,0.12614731,-0.054434158,-0.00069183996,0.06071468,-0.003329117,0.033736903,-0.21583837,0.10642611,-0.10936604,0.14648558,-0.012298768
FNDC5,0.0055301692,0.1732022,0.04023819,0.07065402,0.059881993,-0.12028999,-0.009843812,-0.09204721,-0.098464,-0.003340261,0.013041999,-0.001019959,-0.07977823
IL18,0.2923853,-0.029633066,0.005656061,0.020255527,0.007010682,0.31505784,0.00036422577,0.027009666,-0.13998222,0.136926,-0.09338567,-0.027258804,-0.02935612
THY1,0.04554389,0.25756726,0.036111135,-0.15313347,-0.011219577,-0.002873722,0.076737046,-0.11723453,0.063271195,0.07608904,0.12193776,0.060587447,-0.009004195
LTBP2,0.05145293,-0.03441338,0.2550802,-0.059322678,-0.112676464,-0.011562029,0.010693499,-0.025550956,-0.12869097,-0.16319115,0.12218809,0.23584776,-0.0075335265
WNT10B,-0.10171996,-0.06286286,0.00185749,0.23155658,0.044348463,-0.0040921723,-0.10897417,-0.26087973,-0.018212192,0.13805343,0.10222801,-0.06264411,-0.0075603803
NFIX,-0.10038615,0.23281874,0.19204696,-0.13394384,0.008587222,0.025324933,-0.009402843,0.022285357,-0.11502027,0.070322886,-0.12514874,-0.00028642677,0.14476562
LTBP4,-0.017659642,0.19754817,0.14138816,0.10418042,-0.10140451,-0.030263796,0.011513306,-0.20186117,-0.050053883,-0.14485872,0.16917603,-0.14297149,0.2124309
PDZRN3,-0.019086888,0.2671172,-0.00094911625,0.053430498,0.0038194756,0.32109588,-0.046542555,-0.10442246,0.086284526,0.049041357,-0.011183167,-0.017847395,0.0880803
HOXD10,-0.06432469,0.008193239,0.07825655,-0.13519941,0.045297574,0.021366667,0.013406498,0.041464157,-0.070030995,-0.047959264,0.08401056,-0.016770903,0.026001533
PDGFRA,-0.028316619,-0.006084245,0.21866316,-0.09629984,0.061552577,0.004399278,0.005652258,0.06975305,0.07177241,0.069324605,-0.029993074,0.07214168,-0.14451292
AGTR1,0.009928399,0.11214164,0.18031615,-0.07488076,0.03351591,-0.0061799726,0.008805533,0.07796077,-0.032829244,-0.06416971,0.013991262,-0.27203822,-0.12962744
CRTAC1,-0.06501939,0.08086182,0.0033068042,0.015415311,0.0059915185,-0.009231924,0.019920876,-0.32263044,-0.095082425,-0.08418605,0.08209614,0.069510005,-0.023522332
ITGA10,-0.09427398,-0.14692232,0.16670795,0.08330487,0.053518392,0.043682214,0.0022381688,-0.061515816,0.0036478345,0.086064726,0.14477985,0.27457234,-0.05129858
OSCAR,0.13767514,-0.23425865,0.017692853,-0.11483226,-0.017566543,-0.095491394,-0.13836709,-0.3173688,0.33217704,-0.032342315,0.08101717,-0.0047681807,-0.026199881
ADAMTSL2,-0.046416778,-0.073257454,0.22012185,0.1217778,-0.07290337,0.0097255455,0.04647374,-0.12200417,0.07683509,0.13294926,0.18583633,0.17457706,0.14384088
GAS6,0.090126544,0.09942631,0.20941274,-0.12740134,-0.14987016,-0.09987869,0.06794954,-0.049316935,-0.11134828,-0.020549435,-0.010319179,0.022156622,0.1642388
TLR4,0.3119561,0.054705046,-0.008608672,0.0030431557,-4.4695324e-05,0.002392007,0.009412511,0.07801558,-0.10982859,0.10718236,0.010088572,-0.08524436,-0.2509555
HSPB6,-0.048055492,0.19643232,0.020151885,-0.00045418454,0.037746396,-0.09453294,0.008041964,-0.02031741,0.032647938,0.00789998,0.028859053,-0.14861944,0.052355494
NINJ2,-0.036119584,-0.071410865,0.15628298,-0.06020186,-0.08504614,-0.18080088,-0.024647545,-0.07136617,-0.025904816,0.094989285,0.19818492,0.028173558,-0.0016625448
MSR1,0.2937075,0.054601524,-0.033622157,-0.07194103,0.04654707,0.026431162,-0.06030538,0.07288453,-0.23848653,0.19519925,0.025596121,0.008231492,-0.26942712
BASP1,0.01930223,0.16241841,-0.042711798,-0.16291972,0.081480406,0.13558596,-0.066464484,-0.25360185,-0.037427958,0.07242649,-0.040197477,-0.06577432,-0.14252505
RSAD2,0.13147806,-0.09452166,0.032710686,-0.06680891,0.024608806,0.21233295,-0.004002402,0.0419336,-0.27408034,0.13112262,0.18713592,0.0034283204,0.3735877
PTPN22,0.1463487,-0.23533593,0.07891428,-0.10963064,0.032323923,-0.028043859,-0.15452273,-0.16689947,0.3196586,-0.07888289,-0.08962559,-0.05651653,-0.017052907
SLC20A2,0.0014597445,-0.119337805,0.17342053,0.0038242042,0.0020880685,-0.04992653,0.04908217,-0.03033375,0.0107383905,0.043227818,-0.012102668,-0.39475545,0.09346284
TMEM108,-0.03942537,0.03937012,0.08706356,-0.002500654,0.11962378,0.0017688842,-0.047935076,-0.1334294,-0.19267742,-0.20097433,0.023966212,0.0018039955,-0.20158331
PAPPA,0.07809064,0.0016373631,0.21044183,-0.06748969,-0.021761274,0.17111237,0.00017475468,0.16812801,0.08669009,-0.016573118,0.1708194,0.07711303,-0.103894815
FEZ1,-0.03290426,0.090601966,0.051190417,0.24997282,0.017494753,-0.10080115,0.023892827,-0.20936623,0.016026435,-0.021150146,0.008350642,0.0063767466,-0.06719661
PLEK,0.31400582,-0.1127403,-0.042898662,-0.039535034,0.0358869,-0.01720313,-0.076925114,-0.010362777,0.0050095636,-0.0038386774,0.041921098,8.2749375e-06,-0.06460365
SELENBP1,-0.0056854715,0.113921955,0.047176477,0.17339519,0.058132134,-0.0068847383,0.013720257,-0.12190051,-0.09282409,0.2277405,-0.0685891,-0.33632255,0.12870914
CLDN5,0.12706202,0.013786044,-0.039057747,-0.019210229,-0.11594848,-0.009051175,0.33398855,-0.19423015,0.13302596,0.014581849,0.009846135,-0.24932063,0.08890792
CD4,0.26787463,-0.06082489,-0.07845712,-0.0015536546,0.047299106,0.01927484,-0.0148110995,-0.03812332,0.041263066,0.056270417,0.047267895,0.09236533,-0.21236798
BMP6,-0.09084635,-0.16446872,0.14457655,0.0742077,-0.006178758,0.01788701,0.041163273,-0.027944338,-0.1680055,0.06404353,-0.07789628,-0.1729587,0.031470764
FZD2,0.02828645,0.1931452,-0.028744765,-0.022744821,-0.00552626,-0.009419772,-0.087628126,-0.24301654,-0.02132853,-0.050541498,0.17471012,0.1330199,0.12145651
TMEM100,0.0430717,0.09885097,0.15553331,0.098124266,-0.016537644,0.019690359,-0.008577174,-0.04942665,0.03470544,-0.0048184814,0.24909292,-0.15986952,-0.012319401
LXN,0.0040840073,-0.17188117,0.107142575,-0.067031465,-0.0523094,0.095953524,0.10569009,0.023210531,0.002295007,0.042926863,0.2410554,-0.0023001072,-0.011353369
TBXAS1,0.3100669,-0.0044020955,-0.022357779,-0.0432843,-0.0014090633,-0.017300943,-0.08029223,-0.008562013,-0.060985304,0.18429703,0.09440956,0.10508403,-0.32723188
HOXB9,-0.065188475,-0.017532133,0.035607446,0.032248262,0.02655446,0.002908323,0.02601472,-0.121546246,-0.16051221,-0.06086973,0.12721689,0.25309336,-0.17220633
NDRG2,8.8000146e-05,0.053613145,0.18276781,0.30749667,-0.06589936,-0.25354964,-0.0009292334,-0.015494455,-0.08077723,-0.09377953,0.0030610957,-0.42268908,-0.039565317
SNCAIP,-0.06628081,-0.1178276,0.1138034,0.048163816,0.07444076,0.034401752,0.006234137,0.027520383,-0.074274726,0.15630771,-0.058040164,-0.18368876,-0.00019820963
DPP4,0.07931326,-0.20461145,0.10859938,-0.12518445,0.0015291088,0.28024065,-0.1599577,-0.19592103,0.31393215,-0.13188946,-0.070631854,-0.013267959,-0.045974284
GALNT3,-0.07557686,-0.16874239,0.19923079,0.13466851,-0.0026488325,0.1967556,-0.006034822,0.017007736,-0.062597856,0.15858647,0.028049003,0.10602224,0.082494035
IGF2BP3,0.031178897,0.046640333,-0.066290684,0.27677813,0.16873643,0.17220345,0.130342,-0.123303324,0.1693608,0.073983744,0.11366246,-0.010217282,-0.13488054
ADAMTS1,0.00050578476,0.23163396,0.037801415,-0.11046031,0.1430469,0.082960136,0.16984843,-0.04082149,0.059038687,-0.022768142,0.20310241,-0.15724996,-0.0021756268
OAS3,0.14625813,-0.059390265,0.06266229,-0.076173075,0.044756453,0.2190017,-8.849702e-06,0.17501843,-0.17131089,0.10563831,0.060023606,0.05013097,0.49635866
PTK7,-0.021917684,0.08497349,0.0077739023,-0.19281311,0.13877836,0.013670157,0.011176033,-0.2917845,-0.07756314,-0.08937919,0.0452086,0.29644957,-0.0018832763
IGFBP4,0.14574307,0.123251885,0.13500021,-0.11648132,-0.011802471,-0.017978352,0.10061051,-0.19821253,-8.5589476e-05,0.010963573,-0.0016713558,-0.1378649,0.0073621753
FZD7,-0.011210994,-0.10413869,0.21068373,-0.016887214,0.057847958,0.2167644,0.0006535045,0.07966812,-0.029987348,-0.17206836,0.17067611,0.013976684,0.009492998
KIAA0040,0.14044313,-0.21668631,0.14419664,-0.011467978,-0.04731723,-0.11313991,-0.13030928,-0.12655497,0.33062288,-0.073376335,-0.0058414475,0.00472499,0.020250926
ADAM22,-0.08510376,0.023592282,0.07430022,0.29932782,0.1426856,0.0032333392,0.0029220814,-0.039833747,-0.019678509,0.101092346,0.004879221,0.004315358,-0.049425986
LOX,-0.0011866508,0.13099852,0.042430423,0.18992828,0.028199524,0.03827122,-0.14874277,0.15838343,0.19945161,0.3429912,0.13661347,0.19593516,-0.025596619
GPR68,0.13415341,-0.14888212,0.07735307,-0.13735035,-0.0026110979,-0.021199012,-0.15579192,-0.2106606,0.3344966,-0.10314975,0.08704128,0.05425379,0.16267043
KERA,0.032041334,0.12558109,0.120569944,-0.04980738,-0.0014756075,0.0068704356,-0.07103151,0.12074899,-0.0408693,0.13288185,0.026888829,-0.20850931,-0.01669128
ID1,-0.14428094,-0.08535006,-0.07056157,-0.1205657,0.034361336,-0.00909126,0.05783264,-0.24140897,-0.08270988,0.15693933,0.23257357,-0.30320692,0.027947944
OLFML2A,0.082312375,-0.05922071,0.25540057,-0.038278542,0.037250303,0.0057225777,0.30397677,-0.02178689,0.040808372,-0.00192477,-0.0062376643,0.07513404,0.053459045
AKAP12,0.04069541,0.07702736,0.024103506,0.27505115,0.1332509,-0.039098185,0.07550648,0.11645689,-0.010720123,-0.15290937,0.015675973,-0.02494989,0.04492718
MMP11,0.04113889,-0.0068511697,0.083490886,-0.20308723,-0.007563742,-0.012844986,0.003283881,-0.06444027,-0.08284161,-0.09705239,0.07116845,0.16886435,-0.017202314
PDGFRL,-0.019981574,0.12893058,0.19296426,-0.16634803,-0.08503899,-0.13016766,-0.072602235,-0.039710086,-0.005599168,0.1640154,-0.007796233,-0.066882774,0.25717598
SYK,0.25750184,-0.14304486,0.017768163,-0.027013093,-0.0033382738,0.046451245,-0.110597596,-0.15213795,0.11887476,-0.03706432,-0.09138182,-0.018844992,0.03239641
GPC2,-0.016050005,-0.017011242,0.007362317,0.08614735,0.1733635,0.0362601,-0.00037249323,-0.25810537,-0.02493573,-0.05812076,0.0059896656,0.07583698,-0.07188688
IRX2,-0.08138745,0.003323371,0.01034449,0.064054854,0.026344523,-0.006386927,-0.0043710233,-0.22334225,-0.1788772,-0.041128237,0.024855139,0.042256813,0.07671415
IFI35,0.15827133,-0.114333004,0.0349723,-0.17733777,-0.04516804,-0.02959314,-0.0012999034,0.05122691,-0.24535656,0.02531124,0.048338465,-0.18470107,0.51836723
ADAMDEC1,0.16222073,-0.06451132,-0.029242294,0.07609146,0.0047279694,0.03236108,0.0049326997,-0.06330768,0.13012712,0.03236201,0.08557236,0.13783664,-0.08397942
CTSH,0.19993207,-0.060383394,0.06614871,-0.059280675,-0.03210703,-0.056343723,-0.063389055,0.052539535,-0.27505758,0.014321924,0.11246023,0.013424476,0.07101412
CADPS2,0.0816271,0.06954548,0.16905467,0.1267662,0.00040575684,0.025052529,0.043879826,0.09164697,0.1332482,0.03456671,-0.036635764,-0.0062912544,0.08264718
ADAMTS4,0.05536935,0.1804161,-0.028413355,-0.28606007,0.13338268,0.03768635,0.13567789,-0.06706274,0.17304139,0.09251332,0.19649899,-0.11689826,0.023531998
WNT5A,-0.036243312,0.01215684,0.07908116,-0.042843774,0.11400206,0.04614491,-0.04214633,-0.029895028,0.0035218413,-0.12826894,0.15303682,0.23503657,-0.14638367
PLTP,0.059350405,0.03056876,-0.014112046,-0.028591529,0.009659227,-0.1277419,0.004226912,-0.3790773,-0.13911557,0.08944586,0.025613137,0.2356177,-0.14900602
IGSF3,-0.06053685,-0.17551918,0.1633769,0.01748181,0.13365375,-0.0031023074,0.00481848,-0.13844098,-0.03768324,0.10660331,-0.03305674,0.009167359,-0.11234724
TUB,-0.119479634,0.10322654,0.12626201,0.077367045,0.070464,0.15887102,-0.007947711,-0.050289173,-0.020823706,0.1396199,-0.111619174,-0.13902545,0.02075002
HSPB8,-0.0648799,0.049378105,0.09177019,0.044103745,-0.0047402973,0.006387674,-0.0119803855,0.16540492,0.007506997,0.020421488,0.2914647,-0.37132183,0.04780309
DLX1,-0.11694126,-0.0882266,0.0038155497,0.16326252,0.16603456,0.021074725,0.004383238,-0.009068587,-0.086452305,0.036173817,-0.0021182497,0.08494117,0.1033941
ATP6V1B2,0.14179,-0.23706399,0.068139434,-0.10542132,0.061798386,-0.046437625,-0.16438657,-0.15566202,0.34272814,-0.08593618,0.0020794512,-0.027218677,-0.06687969
LAYN,0.033180743,0.088134535,0.10123422,-0.21328887,0.056722987,-0.109303646,0.11486236,0.022715138,-0.017114945,-0.008704804,-0.0044474085,-0.035674103,-0.042915054
FN1,0.07625129,0.0833788,0.22648129,-0.1634136,-0.030870063,-0.046999156,-0.023624953,0.13797098,0.14025372,0.037217595,0.22286898,0.23129615,0.011734875
SPI1,0.26027268,-0.2127099,-0.0023610122,-0.12995401,-0.010711614,0.093320176,-0.08519025,-0.16878057,0.14813289,-0.026522592,-0.0023357237,0.022512764,0.024220308
CDC20,-0.086971,-0.030500526,-0.14191055,-0.0551082,0.3365382,-0.04109216,-0.023101334,-0.02754253,-0.052170027,0.030898906,0.030234534,-0.13225433,0.2097
RARB,-0.026604827,-0.21156482,0.16021776,0.19131234,0.08508679,0.0006295952,0.005414117,0.008794166,-0.06445981,0.030837208,0.00707603,-0.022693278,-0.18032575
SULF2,0.06653277,0.09005606,0.053998716,-0.11301465,0.037135758,0.32205716,0.08959963,-0.040595934,-0.061814107,-0.17660563,0.10524734,0.095136136,-0.015308773
CALCRL,0.13459244,0.051785417,0.11383516,0.06860959,0.0053219297,-0.00195787,0.33004537,0.10703739,0.17625423,-0.009362312,0.004079599,-0.04648045,0.088816814
PITX2,-0.09349684,0.02786274,0.062403798,0.056754343,0.027238753,0.018387767,-0.024689294,-0.12551583,-0.21460994,-0.24780323,0.059017297,-0.1293593,-0.041405056
RBM20,-0.006799127,-0.05281787,0.007905864,0.32475713,0.033758692,0.01385691,0.0317897,-0.18924122,-0.069194935,0.012661344,-0.027727848,-0.06567081,-0.19033852
CLDN1,0.13446857,0.17612156,0.16444162,0.09730161,-0.022156347,-0.05079039,-0.024833824,-0.007228318,-0.10185178,-0.05848233,0.10964103,0.12080972,-0.024739338
SIX2,-0.08374752,0.023968209,0.026351875,-0.23973453,0.07596774,0.0094652,0.07496844,-0.24304223,-0.15436333,-0.14092204,0.013998407,-0.14349315,-0.009410777
HOXC8,-0.075795926,0.040286638,0.1106409,-0.015215346,-0.047372356,-0.037635457,-0.040899154,-0.033395264,-0.10294859,-0.13069904,0.0119959945,-0.005816053,0.05288919
C1QTNF3,-0.00690483,0.33718058,-0.018055558,-0.06971903,0.000850704,-0.027444413,-0.065438285,-0.12283944,0.054657534,0.09574594,0.0050315205,0.028054768,0.03841711
SLC29A4,-0.112490185,-0.14452763,0.1383105,-0.03109446,0.008433568,-0.0067901136,-0.005406504,-0.2653634,-0.14247556,-0.0008101034,-0.005595574,-0.013639646,-0.034887347
MYLK,0.01074267,0.047725473,0.27138078,-0.08867977,0.0037063938,0.09648991,0.07951055,0.1177361,-0.12486417,0.08833701,-0.093376994,-0.08274076,0.0071736258
SPOCK2,0.15123866,-0.06981675,0.114530295,0.16622654,-0.046043288,-0.07176391,0.10598612,-0.17600647,-0.09928907,-0.16373688,-0.1177988,0.13319631,0.14367308
AOAH,0.27758014,-0.058984753,-0.029028438,0.00043072415,-0.0017380742,0.002174982,0.011956969,0.00559055,-0.21518816,0.08014934,0.034255516,0.063918784,0.02480393
GPC1,-0.15370132,0.013762883,0.06791516,-0.12749699,-0.003983662,0.014401797,-0.0069034044,-0.2523877,-0.14207383,0.18137524,0.18935275,-0.004193536,0.016793061
LRRC25,0.2945139,-0.12589839,-0.04947813,-0.14774886,0.0122882435,-0.026947092,-0.061265267,-0.1823456,0.024326032,0.016810635,-0.022296533,-0.025198413,-0.0860908
OSR2,-0.09144382,0.14161123,0.02231822,0.0973305,0.08213851,-0.113411464,0.052800134,-0.04139584,-0.054034457,-0.06557444,0.08824283,-0.051780853,-0.095476784
GALNT5,-0.08103471,-0.09056287,0.25354314,-0.15157196,-0.0012374909,-0.026406318,-0.0061956476,0.025083538,-0.06323753,0.15749383,-0.009892631,0.124016784,0.0146560995
CACHD1,-0.11810209,0.006920888,0.15809752,0.06916331,0.081741296,0.2609805,0.0001512986,-0.112468004,-0.14750986,-0.14192927,-0.00246555,0.30969405,-0.059161305
CDC42EP5,-0.029823503,0.091504335,0.012165221,-0.09407534,-0.15933323,0.009380133,0.0066230227,-0.244074,-0.03660055,0.10423743,0.25194046,-0.29111186,0.15597473
MATN3,0.00094089075,0.06444219,0.089118585,-0.13739128,0.061469648,-0.098182246,0.0071771946,-0.18876745,-0.13704997,0.0076098237,0.10827197,0.022874774,-0.012923096
ISG20,0.19351919,-0.014546315,-0.117761865,-0.108693995,0.0030392292,0.014799873,-0.003601892,0.012766693,-0.24377699,-0.020548496,0.2366136,-0.001300961,0.39576834
ITGA4,0.078089096,-0.022440333,-0.06425282,0.13450478,0.18525946,0.10237966,0.013436002,-0.06020852,-0.10502333,0.06251964,-0.13898136,-0.009536444,-0.06033104
EBI3,0.2726469,-0.10566044,-0.06567762,0.026745077,0.000278303,0.01432767,-0.042088997,-0.19508208,-0.14590994,0.014088686,-0.015675543,-0.010718187,0.10969863
FBN1,0.10835909,0.21779548,0.18041328,-0.12363324,-0.0026553702,-0.00024750124,-0.002330575,0.11079834,0.09930565,-0.05054593,0.12549743,0.08272493,0.1775527
ARHGAP30,0.32973057,0.0051145786,-0.00028402582,0.027149716,0.028860686,-0.086766794,-0.0642352,0.0048059686,-0.124440834,0.06693053,-0.0031908965,0.01478737,0.008418378
PTGS1,0.14927326,0.079717964,0.087114416,-0.020307338,-0.014077199,-0.06979851,-0.082594216,-0.25179315,0.021126257,0.07814674,0.012554548,0.15697515,-0.20673801
GABBR1,-0.07747818,0.07050987,0.15998207,0.13359903,-0.01582089,0.00669049,0.00046120828,-0.14861715,-0.06335273,-0.034955602,0.01939022,0.038295448,0.12592934
F3,0.04512155,0.014475012,-0.00083475525,0.08077649,0.009994513,-0.056051057,-0.037637036,0.14317243,0.053232018,0.05232746,0.29022884,0.017799556,-0.16019239
NRXN2,-0.034139145,0.05558008,0.15534225,0.014697053,-0.05023821,-0.052900225,0.063002594,-0.15934013,-0.111022756,-0.20038785,0.049977083,0.009295182,-0.015050043
PROS1,0.06865995,0.038855754,0.1629083,0.08233802,-0.009179909,-0.020567305,0.021727286,-0.16448288,0.09227624,-0.034718134,-0.008276744,-0.0067446344,-0.062015742
BCL6B,0.090835445,-0.050138038,0.10088913,-0.057992525,-0.008723508,0.1228947,0.46714628,-0.10785282,0.16427228,-0.0053924886,0.005073035,0.020180505,0.07003957
TNFSF13B,0.29181698,0.06908612,-0.044046387,0.07777907,-0.008898089,0.014817003,-0.012185839,0.052809574,-0.22913797,0.12549831,0.08587101,0.020874275,0.034603976
PPFIA2,-0.06169306,-0.20917025,0.23866162,0.008960466,-0.0074817245,-0.00696748,0.011163332,0.024295887,-0.13541935,0.024001159,0.008942714,-0.09348798,-0.17624824
IL1RN,0.24668486,-0.060628165,-0.0268865,0.0048509757,0.027707508,0.041208964,-0.0075391172,0.064479634,-0.13396664,-0.058472063,0.19533496,-0.024089204,0.015490012
TNFAIP8L3,-0.11268377,0.09028179,0.115386985,-0.07788126,0.07253855,-0.09555055,0.0025706755,-0.12902191,-0.122171246,0.07901172,0.0062034875,0.0054328744,0.02352858
LOXL3,0.034779407,0.16471134,0.06986229,-0.022443175,0.042356502,-0.13679062,-0.08628336,-0.1637276,-0.030286964,-0.008283445,0.24747261,0.20179072,0.042222824
TSC22D3,0.016152611,-0.008991132,0.15446836,-0.0567133,-0.11074396,-0.06621667,0.0082836775,-0.0074200905,-0.1796212,-0.16610743,0.121358305,-0.08836615,-0.1336009
BMP7,-0.07273236,-0.01907736,-0.00931808,0.25407743,0.09158298,0.100506715,-0.032595865,-0.25443196,-0.025551062,-0.013258506,0.09286649,0.037813738,-0.02312885
GUCY1A2,0.07893672,0.17349476,0.05220232,0.10286702,0.07730632,0.03715453,0.12668248,-0.01624767,0.1756268,0.06763371,0.00029221456,-0.17391479,-0.0067154802
BNC2,0.09682998,0.2663398,0.0605764,-0.1330496,0.08613669,0.0760653,-0.052727655,0.037541743,0.1561418,-0.12043971,0.008924862,-0.037546605,-0.030327257
PDK4,0.1165858,0.051332902,0.06344328,0.16128457,0.002547147,0.142454,0.03591316,0.14342633,0.037524473,0.006541989,0.10150646,-0.3858705,-0.30553645
RAI2,-0.011798384,-0.08300995,0.22678012,0.13859537,-0.10690046,0.044211186,0.09673263,0.02393974,-0.023663515,0.13483508,-0.0075861053,-0.17765836,0.0496628
CAV2,0.13668004,0.21957968,-0.013218768,-0.09205191,0.0041090515,0.019342894,0.1418472,0.114581764,0.096853726,-0.16126262,0.19975734,-0.042164788,-0.056771502
STEAP3,-0.033186477,-0.17137614,0.12495183,0.12602654,0.004216918,-0.19240455,-0.009446893,-0.09574448,0.027817514,0.17726804,-0.040537205,0.114128515,0.02969089
CDH5,0.14565815,-0.008235862,0.11368223,-0.026295017,0.030441642,-0.008578324,0.46044105,-0.018331904,0.2136789,0.038822647,-0.031200754,0.07038451,0.022873554
LCP2,0.27422827,-0.12685044,0.03199309,-0.056164194,0.01199308,-0.01588937,0.05134548,-0.085667975,-0.15559809,-0.022367055,-0.00070012966,0.14696282,-0.068196215
ANGPTL4,-0.10634858,-0.096469566,0.0936133,-0.14856814,-0.0054268385,-0.100321725,0.05813919,-0.09391046,-0.115990534,0.055989616,0.19862331,-0.13625984,-0.061152615
COL15A1,0.13849312,0.10595387,0.07687141,-0.15735108,0.042681076,0.02695985,0.21444534,0.062204555,0.20252536,0.021060098,0.26601332,0.30778816,0.1399551
C2,0.24802946,0.042603537,-0.025933728,-0.12274952,0.019426491,-0.04306227,-0.07754849,-0.023535814,-0.0451881,0.07504382,0.027958853,-0.07750584,0.0030867306
LSP1,0.14371277,0.22020823,0.0067040212,-0.05784053,-0.025756575,-0.0037127838,0.06976564,-0.023255559,0.07514188,0.1141716,-0.04573146,-0.19045278,0.24905272
FHL1,0.028305957,0.26850435,0.11061477,-0.02488797,0.018417377,-0.012871783,-0.0072598625,-0.046331197,-0.0140051795,-0.03768803,0.01195751,-0.38611934,-0.0731105
