,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
FZD3,-0.05798332,0.041084163,0.012031234,0.19402914,0.13990453,-0.15404636,-0.042076174,-0.12297557,0.033991735,-0.093181424,0.019951014,0.050455168,-0.25397545
F11R,0.18009526,0.054799218,0.11144372,0.093157165,-0.012148408,0.3321639,0.2280961,-0.022357572,0.15348576,-0.006746388,0.031912487,0.067327976,-0.044935733
PLEK2,-0.019573798,-0.025216429,-0.05656726,0.043197148,0.12961967,-0.23461494,-0.0038914846,-0.13924174,-0.06303225,0.008372704,0.13624206,0.27559945,-0.17126596
PTGS2,-0.008233641,0.058508333,-0.05973504,0.0073857247,0.101723336,0.21467234,-0.06805412,-0.046654504,0.08285453,-0.026071072,0.45762482,0.0022744879,-0.13419412
PAG1,0.19989328,0.08961533,0.060450695,0.096244745,0.07207652,0.059941106,-0.014303369,-0.012509071,-0.09028175,-0.1051654,-0.07505036,0.2637219,-0.018194443
COL6A1,0.0011386402,0.18779606,0.14801188,-0.3641668,-0.05001967,-0.0018005645,0.015120947,-0.014509965,0.0077549494,-0.04590259,0.28963286,0.07251398,0.05383778
CA9,-0.050448015,0.24068892,-0.07862968,-0.04533388,0.054456998,0.02420167,-0.121291295,-0.014043616,-0.018715994,0.022927977,0.18821186,0.07423897,-0.054678094
PRDM1,0.23173733,-0.12878624,0.06071118,-0.040816482,0.018376272,0.34878415,-0.0031690677,-0.093795955,0.2286781,-0.124078065,-0.0025282349,0.26956248,-0.09158649
CBS,-0.107299544,-0.046942923,0.04071176,-0.01579191,0.15660344,0.012344132,0.0039158724,-0.16146143,-0.16342406,0.056503296,-0.0026218344,-0.053338367,0.028522374
RGS18,0.29358274,-0.00045259838,0.045644112,0.058727678,-0.039364487,0.005802257,0.0011617544,0.047015987,-0.14469582,0.1366121,-0.013853048,-0.09156668,-0.12189177
GALNT14,-0.054301728,-0.11884802,0.08851753,0.23220131,0.0065595107,0.2295507,0.0075762966,-0.069795534,0.007663975,0.018416394,-0.08576694,-0.039321717,0.0013693293
MCAM,0.04458407,0.010504747,-0.034591146,0.16456203,0.07752413,0.25097343,0.3817744,-0.018429035,0.23631126,0.13484202,0.10646128,-0.058094427,-0.019625232
VDR,0.025871666,-0.098614074,0.08623076,-0.017775489,0.12579769,-0.116487555,-0.00086917746,-0.22758442,0.0122280875,0.044463016,-0.045109395,0.06867588,0.036216453
SLAMF8,0.31267357,-0.012072145,0.0106086135,0.011568618,0.044683076,0.014521792,-0.06664871,0.04598135,-0.13392688,0.0030057046,-0.012880398,0.1623552,0.031780638
DHRS3,0.115404956,0.06618896,-0.04940631,0.22775716,-0.016753336,0.024114622,-0.04194145,-0.13415278,-0.01612096,0.021567991,-0.00972998,-0.22228406,0.010602644
ABLIM2,-0.029051265,-0.16790605,0.14573652,0.23121949,-0.02733675,-0.16076231,-0.015583619,-0.055558544,0.018219842,0.032968823,0.050293993,-0.13444594,-0.051247686
ARHGEF19,-0.10290591,0.07882793,0.16008765,-0.16248028,-0.12578915,-0.057490278,-0.08585996,-0.15698925,0.009517416,0.21056467,0.16323397,-0.1730443,0.058242362
ITGAL,0.3064974,-0.024081029,-0.01685366,0.11295631,0.03504617,0.018288504,-0.001750735,0.028102398,-0.17333342,0.005671504,-0.04725533,0.13595554,0.026697459
RECQL4,-0.07922989,-0.023150668,-0.17767058,0.008395543,0.22189854,-0.10026709,0.0068393666,-0.19792129,-0.0795631,0.05399435,0.16757463,-0.08390034,0.1954997
OLR1,0.19015388,-0.009131556,-0.012044789,-0.102102,0.056354955,0.002661044,0.020584349,0.11790905,-0.03010014,0.014485218,0.23739457,-0.036241695,-0.10305398
GHR,-0.037838466,0.040462535,0.30605412,0.016697865,-0.002778493,0.22357248,-0.00012907371,0.14039423,-0.05589941,0.085092925,-0.1167795,-0.17318252,-0.1529212
PPP1R3C,-0.04668935,0.0827596,0.07135103,0.19824357,0.020987859,-0.00041139577,0.010116638,-0.100568615,0.031567737,0.11891965,-0.0052064313,-0.27828413,-0.15709059
HTRA3,0.0045231595,-0.06106846,0.07212469,-0.26615456,0.06145071,0.006801865,0.002107788,-0.26603964,0.10534301,0.063005246,0.0475521,0.02450484,0.01813129
SCRN1,-0.01926338,-0.039297983,0.1328878,0.1147538,0.03997818,-0.1695873,0.001277602,0.040549096,-0.018025529,-0.070363045,-0.004745715,0.24125768,-0.16681613
CMKLR1,0.1994511,0.035626054,0.1155665,-0.027978603,-0.009560137,-0.031691514,0.019134365,-0.019010672,-0.040622387,-0.030049782,-0.030714737,0.16298139,0.13938963
COX4I2,0.0053936625,0.03342752,-0.020991268,0.0091912,-0.0019374533,-0.017812278,0.27532533,-0.24421804,0.07140914,0.017851826,0.15815292,-0.23396368,-0.09999019
LIPC,0.0050896476,-0.12847647,0.24148051,-0.10969823,-0.08833854,-0.18345936,0.0010018661,0.08335958,-0.0080946935,0.16174437,0.09375964,0.04779447,0.04693685
GNPTAB,0.15006398,-0.18869382,0.18291093,-0.051927246,0.070715554,-0.1413833,-0.16335467,-0.024601951,0.34501266,-0.058100082,-0.12025749,0.009924657,-0.026328212
ITGBL1,0.07769576,0.16912574,0.1891394,0.023505574,-0.10807876,0.29949018,-0.0755507,0.050940014,0.05870589,0.0873753,0.1151602,0.012919775,0.23745301
PTPRC,0.32187513,-0.08396956,0.023803841,0.035447564,0.03568331,0.024866056,-0.08179261,0.0006686361,-0.0060391147,0.017663945,-0.026619624,0.0680257,0.05835071
PLCL1,0.029055694,-0.0050528306,0.13379087,0.23550059,0.059003975,0.18837062,0.087920964,0.05308189,0.17138562,0.1340191,0.004180128,-0.040486004,-0.173403
BMP2,-0.06553271,-0.04049181,0.08056479,0.21010756,0.0002517716,-0.01207145,0.0051771807,-0.2082135,0.032461226,0.11087496,0.29472363,0.22297896,-0.08704028
DAPK2,-0.030178245,-0.26024708,0.1556963,0.03281131,0.026122572,0.004534591,0.06583112,-0.066486344,-0.112813435,0.117602386,-0.033782892,-0.09448422,0.02016212
ABCC4,0.054020427,0.13065834,0.16064616,0.14435554,0.04373551,-0.028368356,-0.09243951,0.112401664,0.139057,-0.046974923,-0.02073279,0.11272257,0.055736326
MAOB,-0.005452527,-0.062081445,0.14294551,0.20328599,-0.033729825,0.24898204,0.0029657395,-0.012916829,-0.008075677,-0.0017636925,0.026845466,-0.2168329,0.17263006
CD83,0.05006496,-0.11395617,0.09611673,-0.06849285,0.0617946,0.004419273,0.008833521,0.049805954,-0.22630693,0.00697213,0.01936232,-0.21925831,0.20028187
INPP4B,0.12284663,0.15832683,0.068862915,0.092145726,0.025469463,-0.009172724,0.016868228,0.09069508,0.11795438,-0.15013131,-0.053765785,-0.07563044,0.14259677
COBLL1,0.0008605991,0.11385774,0.114031084,0.170934,0.0054637743,-0.0766043,0.14365354,0.25139278,0.031118115,-0.01587233,0.18632032,0.07538556,0.050609447
ECT2,-0.060256448,0.0052130558,-0.053031843,-0.020075768,0.38447425,-0.21560761,-0.0045748046,0.16064496,0.05178755,0.026585944,0.02960295,0.05256511,0.034129288
TSPAN5,0.063856296,0.114375465,0.014578067,0.064780995,0.10109739,-0.0029250009,-0.0065769698,-0.13457386,0.03739789,-0.30266562,-0.19098304,0.12149419,0.11053814
FABP5,0.11655897,0.079322785,-0.16823886,0.011599432,0.09813002,0.40041205,-0.03377551,-0.08233349,0.016110795,0.00518417,0.0108507695,-0.14625385,-0.12466369
MXRA8,-0.09458311,-0.087447,0.1361355,-0.1624524,-0.018462539,0.058271192,-0.013067925,-0.16397458,-0.08578997,0.21089366,0.095533945,0.057524804,0.012467238
PAQR8,0.021943303,-0.09026143,0.15507804,0.068034366,0.060991623,0.039051272,-0.07065679,-0.0710166,-0.071015544,-0.20505181,-0.077115476,0.061459005,-0.029406128
PDE7B,0.05465261,0.08597919,0.24682714,-0.110096894,-0.030036656,-0.073829606,0.06143033,-0.016594572,-0.0040394543,-0.20921089,-0.11434533,-0.26849818,0.0065060174
PFKFB3,0.08674621,0.018559074,0.036102973,0.0008453747,0.07519246,0.0201254,-0.1083982,0.19792292,0.04364975,-0.05409263,0.33902454,0.0027292373,0.009719166
MRC2,-0.067457125,-0.18933961,0.18412234,-0.10686033,0.02070838,-0.0074410704,-0.028696679,-0.1367508,0.010858946,0.23074764,-0.022957819,0.10592692,-0.03649827
KNTC1,-0.04583662,-0.056309164,0.018739615,0.024945928,0.31929785,-0.08559496,-0.007167334,0.06360965,-0.031630553,-0.012329983,-0.018784083,0.021696467,0.1330749
MYCT1,0.16004023,0.019234609,0.052253325,0.012556993,-0.0030592459,-0.15536648,0.36799777,0.029641176,0.23135039,0.08707534,0.0015317315,-0.16113046,-0.011321988
BTK,0.3080156,-0.09596655,-0.011096701,-0.057237577,0.018094296,0.072860405,-0.1249731,-0.05233429,0.113323964,0.028037332,0.0062398636,0.06809411,-0.088371105
SYT12,0.0031991177,-0.097429805,0.06766601,0.19716516,-0.004120012,-0.02534601,-0.0034479562,-0.20078054,0.15424034,0.25539565,0.009742533,0.051703945,-0.054759216
ACOT7,-0.0038764805,-0.032344073,-0.18766773,0.038754307,0.20366073,0.054578327,-0.07745249,-0.0952006,-0.007936694,-0.0072662933,0.20259708,0.021042146,0.19938897
GALNT6,0.15037185,-0.18333401,-0.006546332,0.08624216,0.013769654,0.032533962,-0.13803193,-0.10933589,0.30540472,-0.09588826,0.0077641546,0.21034461,0.11233995
SLIT3,-0.058020364,-0.0022889073,0.21637999,-0.0036066289,0.01309527,-0.07145183,0.01451785,-0.1932572,0.018885959,0.043648254,-0.011389248,0.1217863,-0.05439595
CDA,0.23482545,-0.0748773,-0.07066643,-0.08128602,0.0029638566,-0.042432275,-0.07462769,0.017914262,0.06251114,-0.05729463,0.058787003,-0.15668944,-0.028714156
ADCY7,0.21833724,0.20477328,0.09658356,-0.020649973,0.0049896357,0.10542341,-0.08271372,0.055954523,-1.9517749e-05,-0.041292515,-0.034330513,0.07741224,0.13896702
TPM2,0.056207355,0.045229502,-0.037174687,-0.12088383,0.029069835,0.06706083,-0.025259268,0.12935269,0.054619703,0.023318904,0.06192549,-0.44487056,-0.10909139
RND1,0.069212854,-0.17116235,0.021320775,0.08703608,-0.025270563,-0.022540983,-0.03779321,-0.1973536,0.23917852,-0.07813231,0.17603093,-0.076168716,0.00031185764
PTGFRN,-0.06687731,0.045568436,0.29159442,-0.24372466,0.118926115,-0.1644498,0.006906414,0.11851027,-0.1488592,-0.040051997,-0.15079737,-0.023703499,-0.038785692
TNFRSF11A,0.14996687,-0.22695646,0.11300278,-0.12155089,0.011308123,0.005230345,-0.14954837,-0.18165903,0.30242178,-0.009424856,-0.12642418,-0.0010124895,-0.085277684
HYOU1,-0.013149978,-0.077046536,0.033809565,0.090817444,0.22184666,0.07861092,0.0024922227,0.13564104,0.0092585785,0.0868352,0.17642619,0.27398342,-0.008348366
DLX5,-0.12718049,-0.16702473,0.14604315,-0.01868896,0.030579925,0.018171921,-0.00059657125,-0.064119145,-0.15656291,0.08456594,0.082213216,-0.20429151,-0.026085805
HOXB8,-0.07122364,-0.06335935,0.05974931,0.1116831,-0.0034304028,0.07417854,0.06490164,-0.08255658,-0.10236446,-0.057510626,0.10558349,0.19562827,-0.17822824
HOXA5,-0.08275921,-0.08393141,0.13923495,0.053308036,0.08247689,-0.030961186,-0.008546214,-0.043551497,-0.027588679,-0.08592004,-0.1087837,-0.13399762,0.0012053787
HSPA4L,-0.041860763,-0.04851311,0.042082764,0.33806592,0.16684951,-0.006906028,-0.009462797,0.102545485,0.0021612223,-0.10131688,0.17110816,0.06371556,0.0059144087
FGL1,0.052897327,0.003913928,0.13732825,0.14101636,-0.009254876,0.059318297,0.08672978,0.007354184,0.0805419,0.20093216,0.014131765,-0.32698375,-0.06655216
MTAP,0.05646189,-0.0067288983,0.13424358,-0.03339848,0.10350041,0.07293879,-0.005658971,0.25845551,0.011922482,-0.022317145,-0.11178263,-0.22253399,0.059894584
DLX4,-0.12557796,-0.21777011,0.14593218,0.1787383,0.028941773,0.10563043,-0.0049718176,-0.021074835,-0.12863946,-0.02784013,0.11373621,0.045090597,0.026245937
SLC16A9,0.07547692,0.19588757,0.07308789,0.115614854,0.002368167,0.16010049,-0.00017976113,-0.044372164,0.049145702,-0.07328866,-0.10535782,-0.1964799,0.05048603
DOCK5,0.10467637,-0.1642756,0.12084413,0.02582612,0.05252553,-0.008363765,-0.17053185,-0.1540944,0.3392241,-0.16670229,-0.08261283,0.060124535,0.08694254
TNFSF11,0.020959621,-0.18851852,0.042593613,-0.052917134,0.0006415781,0.18878882,-0.031305697,-0.19482313,0.24701643,-0.08278908,0.2318776,0.20826134,0.0048778537
MAN1C1,0.044758383,0.10806012,0.07588605,0.13639626,-0.0014116848,-0.050970793,0.13170774,-0.05628401,0.037622027,0.032932136,-0.011967387,-0.08061246,-0.01776428
ARHGEF5,0.017206347,0.14853933,0.12102752,0.06982295,0.007454194,-0.105223395,-0.08424751,-0.008574927,0.020377541,-0.1060414,0.08636812,0.058772918,0.056336768
SORL1,0.26452222,0.08298937,0.005737126,0.14246799,0.05106452,0.023460781,0.00070987537,0.009291133,-0.17003542,-0.12073605,0.009112844,0.010844375,-0.2199942
DSP,-0.0822769,-0.08118474,0.16634242,-0.02328961,0.022005731,0.03403313,-0.057872847,-0.0017386226,-0.13125539,-0.110941574,0.17543831,0.08572753,-0.02373297
ZNF662,0.0029893992,0.17977794,0.14002466,0.18867949,-0.06753484,-0.037202984,-0.006596343,-0.13147846,0.08280811,0.033663735,-0.05270175,0.003964847,-0.005259211
SLC44A3,-0.046791952,-0.17801666,0.185261,-0.05981448,0.0403257,-0.084416114,-0.0065799146,0.029797325,-0.09377133,0.01228129,0.102159016,-0.035487782,-0.1512912
NCALD,0.002318031,-0.051699962,0.15384349,0.031033408,-0.022199875,-0.03187972,0.08402126,0.079489894,-0.07756358,-0.086083926,0.063737355,-0.016791435,-0.16194539
NCF2,0.30555898,0.035999473,-0.0747162,0.002082567,0.05258582,0.3169979,-0.028435457,0.03560714,-0.14738917,0.123151295,0.07796231,-0.00086391385,-0.21894719
PFKM,-0.034846723,0.03821507,0.046241198,0.2301733,0.08219638,-0.15017354,-0.047425646,-0.2015326,0.05154989,-0.036047745,0.045977604,-0.017776884,0.064296305
CD200,0.013204771,-0.238009,0.26271108,-0.037318118,-0.07365101,0.045478705,0.05125923,-0.03042901,0.043125812,0.010812406,0.10323649,-0.014917294,-0.08799834
BUB1,-0.05680282,-0.06977032,-0.09892224,0.04243795,0.36726016,0.2010157,-0.0043636966,0.06808522,0.005512169,0.03365882,0.027347926,0.00655104,0.14181075
MLLT3,0.005325395,-0.019256856,0.14443329,0.086015955,0.08613231,-0.2848906,-0.10421709,-0.007460464,-0.037814796,-0.036208972,-0.050831966,-0.110529326,0.023385394
VEGFC,0.13015696,0.05364509,-0.060134538,-0.09332397,0.02879681,0.005704495,0.19821477,0.009112846,0.20169804,-0.017831963,0.17768726,-0.008041817,-0.118376166
FGR,0.29386735,0.010327275,7.235812e-05,0.12051526,-0.0110011315,0.01190604,0.004604289,0.033539195,-0.13994366,0.04141201,0.040785484,-0.021601722,0.018480472
ARL9,-0.07091674,-0.05403296,0.06526572,-0.006368061,0.10073475,0.012615433,-0.004898131,-0.0074038743,-0.1027829,-0.08936859,0.0605933,-0.08683032,0.03909948
ETV4,0.018677598,-0.1019822,0.00073273666,-0.11585499,0.10612248,-0.10760156,0.0935021,0.037949104,0.027293922,-0.24569952,0.38162377,0.06955181,-0.056723174
TMEM88,0.06660257,-0.035054665,-0.012956207,0.13161364,-0.044854693,0.17773207,0.084455155,-0.048862495,-0.032911453,-0.030031368,0.059228636,-0.18898463,0.040817507
CYP51A1,-0.086543724,-0.053043865,0.028926145,-0.1486462,0.2028083,0.30942684,-0.016811186,0.10455617,-0.10062012,-0.026931603,0.09845915,0.07051597,0.044213694
ABLIM3,0.13926639,0.12154832,0.08831688,-0.020152215,-0.002089557,-0.0978149,0.32875472,0.010439457,0.13342081,-0.018649342,0.009099721,-0.20917778,-0.024842061
IRX5,-0.10824054,-0.16030888,0.1673779,0.10799482,-0.022586955,0.013482999,-0.10032612,-0.055117194,-0.057552308,0.11885512,0.16934018,-0.010516029,0.052900672
RAB6B,-0.11073738,-0.06681165,0.20261584,0.10004161,0.07435871,-0.013626264,-0.0005924607,-0.016174028,-0.17261961,-0.16689529,-0.003790129,-0.015724374,-0.13630494
CYP27B1,0.008807506,0.15760684,-0.033327196,0.15881741,0.005964284,-0.008303423,-0.008542772,-0.13286456,0.096576035,0.10539007,0.120335326,0.15261874,-0.043966506
TWIST2,0.02110044,0.24361633,-0.011279453,0.11045789,0.0014581563,-0.05089684,-0.00084832497,-0.27226844,-0.015474312,-0.02473371,0.10032485,-0.009431736,0.13719472
CARD11,0.2580364,-0.059000876,0.09990453,0.0036777696,-0.037892,0.0023737892,0.023606896,-0.026658118,-0.23579335,-0.08983063,-0.0061414563,0.04017754,0.067961365
ATOH8,-0.1384066,-0.081994,0.08292236,-0.008405396,0.045714438,-0.00812738,0.112255745,-0.124244615,-0.19678092,0.06877986,-0.05411213,-0.20037447,-0.03520885
S100P,0.1842235,0.12021532,-0.13669726,0.022257412,0.0713594,0.15224922,-0.049289558,6.155727e-05,-0.19397758,0.06542258,0.11824771,-0.2404155,-0.014218641
SLAMF9,0.16872366,0.017383263,-0.062148903,-0.09924781,0.03113854,0.09595503,0.043228276,0.026399681,-0.13902548,0.06427988,0.112773634,-0.2070876,0.34458685
FHOD3,-0.06182303,-0.09485838,0.2022876,0.027782802,0.12918466,-0.021547616,-0.014307853,0.07469812,-0.045427937,0.030610586,-0.006572327,-0.029857792,-0.19531181
DOCK2,0.3293657,-0.010954873,0.05196416,0.039376847,0.04292882,-0.08891547,-0.042005185,0.070958756,-0.16464233,0.08096907,-0.039513633,0.09570213,-0.011022439
KCNMA1,-0.054922957,0.10337388,0.14399712,0.24130817,0.009187774,-0.19359675,-0.0063656354,0.054635532,0.07014517,0.2947322,0.04129781,0.12350563,0.09986594
SOCS3,0.15302101,0.037723128,-0.042035427,-0.03798624,-0.00194377,0.0021021692,0.007499885,-0.016256597,0.16138647,-0.06780053,0.3744497,-0.21110122,-0.0610575
MCM5,-0.06406224,-0.07745611,-0.05295748,-0.036690116,0.31503686,-0.08996975,0.009859956,-0.039936975,-0.095514275,-0.054066118,0.00023233151,-0.046706133,0.13662085
CX3CL1,0.07612069,-0.047917534,0.115383066,0.028278705,-0.0023409855,-0.0069667115,0.13630444,-0.22138421,-0.17281765,-0.091152936,0.024799425,0.23959349,0.15746395
GPC6,0.049804028,0.15672322,0.020581432,0.20092417,0.041282684,-0.003408369,-0.09715186,0.035863172,0.16544178,-0.055852607,0.02760376,0.15032218,-0.055301864
PCDH17,0.0956768,-0.01902854,0.10140853,0.053349316,0.021063188,0.27354267,0.32398158,-0.066343136,0.17119643,-0.03992748,-0.06887031,0.025549807,0.021264758
ARSJ,0.049186833,0.17386787,0.082732014,-0.2143739,0.02280203,0.07697581,-0.11884685,0.07332481,-0.0026895818,-0.086142406,0.16808476,0.053895246,0.021872744
MCOLN3,0.06157674,-0.10433145,0.061008636,0.014496873,0.037622873,0.024596823,-0.22309518,-0.10418072,0.19399059,-0.20670956,0.102084294,0.055373233,0.0058917673
SCARA3,-0.027381018,0.017954553,0.064173296,0.053988893,0.078979366,-0.06920051,0.0035638988,-0.091218784,0.08989146,0.14129275,0.08436138,0.10811749,0.048989356
GPR65,0.2950856,0.017979702,-0.0008779388,-0.001873601,-0.005830946,0.41078806,-0.022055188,0.042978123,-0.19241378,0.07069903,-0.05259684,0.041333728,-0.050445408
PPFIBP2,-0.08502314,-0.22094621,0.19445476,0.10162094,0.05019219,0.050475318,0.005633211,-0.0592157,-0.11636182,0.18067639,-0.12272097,-0.095707774,-0.014706779
RRAD,0.0014747438,0.08078333,-0.06325488,0.17017053,-0.005475822,-0.20688024,-0.0006209622,-0.21063067,0.01251835,-0.022128275,0.17831747,-0.15985005,-0.21187991
CILP,0.04738052,0.1087619,0.15529217,-0.02479635,0.0012421273,0.001975709,0.0139586935,0.09260586,-0.0543883,-0.17310825,0.02935222,-0.28473505,0.029222878
MFGE8,-0.017294126,0.010560939,0.15466739,-0.25595936,-0.032887712,-0.027774949,0.0027273318,0.072288826,-0.059260033,-0.004377595,0.28760746,0.0341905,0.06071328
SEMA6B,0.051503863,-0.17816338,0.12742436,-0.14882074,-0.039383333,0.16023472,0.11819284,-0.066202454,0.094241135,-0.15173545,0.21215747,0.036371026,0.0746644
ATF3,0.026033117,0.10139092,-0.1441138,0.13042916,0.10910854,-0.07386058,0.0065873074,0.11418078,-0.027496463,-0.10732103,0.43118876,-0.045313403,-0.062977575
KCNH3,-0.13151337,-0.012319874,0.0138599,0.22540934,0.10219226,0.09556443,-0.020610036,-0.2236049,-0.11590023,-0.02493187,0.13343124,0.07581293,0.21394177
CES2,-0.04839337,-0.022810325,0.17477687,0.06320268,-0.054854628,-0.20578383,-0.007941071,-0.02437885,-0.14243223,-0.19373663,0.014876051,0.020452028,-0.092020944
JAKMIP2,-0.021212444,-0.15449987,0.089929946,0.20458643,0.0014533737,0.12780096,-0.04319795,0.017393058,-0.024200281,0.10870503,0.11216048,0.059412166,-0.07390125
BOC,-0.10962991,0.054948796,0.23211326,0.03475447,0.0058532697,-0.079262674,0.0035115227,-0.013728032,-0.13162875,0.14379004,0.0037091798,0.021372734,-0.085777484
LTBP3,-0.02151712,-0.08635203,0.27763745,0.024461487,-0.11912463,-0.0006689765,-0.0010529528,-0.06468311,-0.00605599,-0.060262106,0.12401133,0.012038854,0.2435531
BIN2,0.32803681,-0.08157744,-0.045522794,0.0050239274,0.038065284,-0.0146557195,-0.07135632,-0.03127017,-0.044721294,0.01333583,-0.018067759,0.0066023176,0.029348332
FAM89A,-0.029591901,-0.021300595,0.106512636,0.06211629,-0.047108684,0.28455916,0.047087062,-0.16538669,0.07847317,-0.048277553,0.0059415395,0.20432597,-0.0067375866
RAPGEF4,0.012344375,-0.16538964,0.21438974,0.12139993,-0.0014587999,0.016309319,0.14101675,0.14497572,0.07161742,0.06881038,0.026484288,-0.0377244,0.15369555
ASPM,-0.08707589,-0.012999489,0.017228952,0.0006207441,0.38167387,0.15798607,-0.0020071436,0.17996264,0.0030130716,0.023391657,-0.07261573,0.022065043,0.12868972
PLSCR1,0.16659452,-0.09183765,0.010551623,-0.0044632414,0.07665775,0.4320356,-0.053861555,0.115751594,-0.090755224,-0.08628276,-0.012043384,-0.061661627,0.26768225
CLMN,-0.051697623,-0.09322387,0.18541284,0.057620846,0.07941672,-0.057834264,0.008587349,-0.04817721,-0.098389074,-0.03779948,-0.037698805,-0.015995631,0.009548802
LOXL4,-0.09165081,-0.07118462,0.08614177,0.14117655,0.00030904732,0.24744977,-0.049330592,-0.10466623,0.055723127,0.23668428,0.043008942,0.20478214,0.006328406
CDON,-0.003892986,0.118101306,0.26748416,0.09497569,0.03534158,0.0015600458,-0.013825589,0.18469626,-0.013488186,0.010768498,0.054172523,-0.08818892,0.20942718
LAMA3,0.037018716,0.004904706,0.28958905,0.08328754,-0.01815122,-0.022779733,-0.090390176,0.1559849,-0.050744697,-0.084222555,0.023935046,-0.0073778937,0.072092935
NTRK2,0.009161168,0.19932607,0.12292275,0.15195027,-0.00010635558,-0.11308997,-0.0074313283,-0.12520812,0.02770636,0.0063349158,0.051295206,0.033016916,0.097020045
PANX2,-0.07342252,-0.049388364,0.025079634,-0.03209777,0.09688803,0.03291805,-0.0024676297,-0.055912547,-0.13424489,-0.097581945,0.19965826,-0.017720232,-0.00768195
CPT1C,0.045924697,0.05632592,0.01074996,0.035905626,0.0326898,-0.07299369,0.25969654,-0.094235614,0.1986802,-0.05157141,0.11872858,0.09094814,0.04323715
MEPE,0.011677886,-0.102250494,0.07217124,0.15236937,-0.0100031365,-0.0038296175,-0.008822118,-0.24159177,0.15193978,0.17833517,0.013487013,-0.16815604,-0.1804043
ADAMTS5,0.03782568,0.07265054,0.19356976,-0.023237962,-0.0037005045,0.34331566,0.065386444,0.15008768,0.09336626,0.039599895,0.1618337,-0.08204913,0.01962226
LRFN4,-0.0613258,0.107105695,-0.055316776,-0.009187658,0.09823769,0.015410535,-0.00072408066,-0.15877816,-0.0512785,0.10718878,0.062196746,-0.07248448,0.13633306
ALDH1L2,-0.027579032,0.1780138,-0.0009890526,-0.085288465,0.09728705,0.14138226,0.00021639372,0.022527294,0.1530935,0.40769643,-0.0038543493,-0.018381992,-0.06836888
SH3D19,0.009454921,0.15622753,0.23490964,-0.004411006,-0.04788631,0.22374913,-0.013950487,0.22729684,0.1456322,0.00823195,-0.0058673453,0.026729455,0.016390415
ZFHX4,-0.088569865,-0.004133644,0.27506915,0.034054037,0.10277185,0.026491206,-0.03415046,-0.017299382,-0.06650221,-0.00064024614,-0.27425733,-0.09022597,-0.040784333
MYO6,-0.036350965,-0.23210163,0.19261216,0.17373861,0.018651927,-0.12816548,-0.0062161437,0.19584073,0.018140499,0.078938454,0.11543193,0.10386755,-0.16605943
HK3,0.2586978,-0.0335183,-0.110486925,0.00089696946,0.04140229,-0.027640989,-0.07388171,-0.11780108,-0.07541212,0.012741836,0.1723182,0.05221327,-0.20398328
DEPDC1,-0.09791171,-0.005261311,-0.06172199,-0.0024370158,0.36268836,0.16676782,-0.005347184,0.09393698,-0.0009685208,0.018248906,0.0031543574,-0.003165221,0.021178229
IRF1,0.21678968,-0.10808264,0.017239435,-0.01843794,0.0076924223,-0.081838705,0.013101987,0.13553388,-0.21839494,-0.061466422,0.10151971,0.0031100998,0.35862482
OLFML2B,0.059793547,-0.008773073,0.18970548,-0.35396287,0.0014483851,-0.079794586,0.007053529,-0.015344875,0.07565444,0.106840014,0.002383315,-0.12821652,8.737405e-05
STON1,-0.0046165828,-0.005679824,0.273537,0.12533897,0.001712173,0.10615145,-0.05146323,0.18094683,0.020720242,0.10318439,-0.2167709,0.00679841,-0.049256805
FAM81A,-0.068877205,-0.013243037,0.049153924,0.08506485,0.17960209,0.05313174,0.003689291,0.10526679,0.015888875,0.022475274,0.064929426,0.13480216,-0.010192893
AKAP6,0.11002137,-0.18683414,0.13982283,-0.055166703,0.05108955,-0.082600765,-0.1464161,-0.096736334,0.3635101,-0.10972529,-0.09540975,-0.21964966,-0.056229565
BMP3,-0.035009623,-0.15400365,0.20583358,0.06709162,-0.026180247,-0.0035179239,-0.03625177,-0.11729896,-0.06865845,0.12804851,0.04491927,-0.0128338,-0.005554295
LIMS2,0.124236144,0.17207189,0.09565158,0.117078945,-0.11159722,-0.11528175,0.09319903,-0.03076471,-0.010852423,0.046369165,0.003554945,-0.22143777,0.26559767
SLC2A6,0.03802967,-0.08243123,-0.04417106,0.0028442051,0.020890512,-0.07936035,-0.00201119,0.020309389,-0.13961226,0.034680888,0.24107954,0.26370546,0.21063183
TOX,0.049920745,0.17696978,0.058394108,0.13820633,0.011867681,0.03425945,0.0009898257,-0.14999223,-0.12750876,-0.17367725,-0.22786562,0.024304286,0.15512143
GCA,0.13454933,-0.22019821,0.0740066,-0.023373332,0.006935016,0.01137084,-0.00041995826,0.0023263255,-0.1518665,-0.17578082,-0.07292186,-0.10017091,-0.10246709
C1QTNF6,-0.03498104,-0.046453096,0.123008154,-0.35320234,0.0124040665,0.0055504073,0.07462444,-0.30578345,0.0025129924,0.2393889,0.014630882,-0.015619698,0.006814553
CYP39A1,-0.04320307,-0.19773926,0.13888371,-0.030489972,0.048695248,-0.021353643,0.051028404,-0.10100449,-0.09561033,-0.03546127,0.009833737,-0.021787575,-0.10961739
