,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6
NCALD,0.017434388,-0.015941015,0.16102087,-0.011063315,-0.054763325,0.1725878
NCAM1,-0.14875734,-0.1755153,0.238072,0.008055486,0.004317612,-0.01312175
NDN,-0.008522656,-0.006322991,0.08520073,0.011608872,-0.079704046,-0.044163045
NDRG2,0.021432592,0.002289186,0.12153004,-0.1459106,-0.13457458,0.0072691967
NETO2,-0.08137688,-0.057198774,-0.020508913,0.24178076,-0.02536802,-0.082707316
NFIX,-0.10557899,0.2616593,0.20559032,0.0052765696,-0.08793206,0.14794104
NFKBIZ,0.11395123,0.16984998,0.019257471,0.062121376,-0.013506215,0.089875214
NGEF,-0.09893292,0.043447554,0.25261214,-0.10531319,-0.082501866,-0.025852436
NID2,0.008319626,0.25404856,0.022337912,0.22830532,0.100277066,0.005311499
NINJ2,0.0014745622,-0.038354076,0.24111313,-0.10202352,0.015147585,0.07604902
NKD2,-0.07774409,-0.03899395,0.23792502,-0.076932944,0.0006201425,0.28043213
NOTCH3,-0.040252667,-0.0018200635,0.2752996,0.017416429,0.05165113,0.33354163
NQO1,0.057026595,-0.05989396,-0.032853007,0.025738744,-0.059648063,0.15712844
NR4A2,-0.028823046,0.13577291,-0.0054801605,0.02786748,-0.015687589,-0.0064805695
NRIP3,0.06303661,0.026352823,0.09852283,0.10511623,0.26134554,-0.15462251
NRXN2,-0.019128857,0.085582435,0.19519648,-0.025736505,-0.03512505,0.15383874
NT5E,0.047712576,0.062858164,0.099591896,-0.07352394,0.2073483,0.29535672
OMD,-0.12265309,-0.059285857,0.3249731,-0.053871423,0.011743164,-0.06764557
OSMR,0.15328649,0.15241309,0.0987572,-0.0008903465,0.18767986,0.06098638
PALM,0.025216788,0.13567875,0.1889089,-0.12185932,-0.15119411,-0.10568803
PAQR8,0.00532454,-0.0767923,0.14109845,0.10809654,0.010251629,0.13098013
PCDH12,0.09754331,-0.052006286,0.21517852,-0.00018954999,-0.0028573994,0.11017009
PCDH17,0.07601043,-0.015196807,0.1822563,0.012882218,0.0010139552,0.008069344
PCSK5,-0.00024323114,0.104188316,0.2157133,-0.07584245,0.006655814,0.031070195
PDGFRL,0.0072742174,0.17227,0.22745536,-0.1236913,0.008424189,0.10041625
PDZRN3,-0.02473747,0.28181344,0.0787375,0.007687165,0.0040943325,-0.15131827
PFKFB3,0.07123666,0.034523923,-0.02783071,0.1257083,0.037547346,0.18243137
PFKM,-0.060202666,0.0077314293,0.118469514,0.09797314,0.0085152285,-0.1172516
PHOSPHO1,-0.12058286,-0.22542427,0.29417083,-0.06478832,-0.02229179,-0.32885134
PI15,0.04281184,0.26498348,0.10914459,0.018693952,0.0421119,-0.039449573
PITX2,-0.10277091,0.04478987,0.058982436,0.056356728,-0.07322918,0.066673234
PLAG1,-0.015871143,0.028321037,0.09021844,0.11233617,-0.0072041666,-0.14210445
PLCB1,-0.011703631,0.23085152,0.13172422,0.08811945,-0.081321165,-0.07076287
PLEK,0.337147,-0.09457505,-0.03445783,0.1302447,0.09067823,-0.02278697
PLEKHA4,0.04287155,0.09760469,0.11874958,-0.0038615363,-0.03550597,0.04082388
PMP22,0.0041330373,0.23498026,0.06860522,0.04808171,0.012206154,0.006989042
PODN,0.07836011,0.3482634,0.11231028,-0.024280397,0.039436948,-0.08938143
POSTN,-0.0074273194,0.29524118,0.08421728,0.0029275361,0.08959816,-0.10619515
PPARG,0.12316933,-0.089734934,0.05599062,0.12517822,-0.07113332,0.049855337
PPFIA2,-0.06938084,-0.21064521,0.238862,-0.059627313,-0.028147135,0.18839368
PPFIA4,-0.085907325,0.061596606,0.14168596,-0.065252714,-0.00959151,0.03628466
PPFIBP2,-0.105865255,-0.25262845,0.31639707,0.01669096,-0.07720733,0.025607303
PRICKLE1,0.016805997,0.23732398,0.10913554,0.1043668,-0.00051091396,-0.19235636
PRND,0.09132815,-0.0031922348,0.24071865,0.004258662,0.0031993832,0.025531296
PROS1,0.07289282,0.045082927,0.22018194,-0.015881985,0.061643872,-0.015000456
PRPH,-0.11584994,-0.069586,0.071514755,0.0822654,-0.15754738,0.0394872
PRSS23,0.110576615,0.24325551,0.10180346,-0.027666857,0.070390075,0.14077747
PTGER4,0.18648355,0.12159043,0.023212437,-0.0021143346,-0.045856178,0.22490303
PTGFRN,-0.08912636,0.08926638,0.17840584,0.09867144,-0.0071891323,0.3625817
PTGS2,-0.0487686,0.08236912,-0.0020745115,0.17172758,0.10249603,-0.033936508
PTK7,-0.05454322,0.1355919,0.085548826,0.23264505,0.05138951,0.011387988
PTPRE,0.28018516,-0.086046785,0.047341097,0.05163884,0.23117238,-0.0006064847
RARB,-0.051209897,-0.24903361,0.19297661,0.05875375,-0.027062248,0.034205686
RGS2,0.13368496,0.074902095,-0.03367023,0.06994654,0.0465742,0.14724405
RGS5,0.09429768,0.1376047,0.23886967,-0.06399692,-0.034235854,-0.002391055
RHBDL2,-0.14147215,-0.25493163,0.2971951,-0.010001013,-0.070256084,-0.12192461
RHPN2,-0.16066319,-0.105911344,0.17035653,0.087638855,-0.15412757,-0.16754644
RNF150,-0.016527142,0.13533773,0.17708302,0.12121013,-0.0040755607,-0.07998751
ROR2,-0.050400235,0.28758648,0.059363775,0.17421655,0.0008489482,-0.18426585
SCARA3,-0.04962027,0.009421513,0.16475429,0.06941474,0.013972408,-0.08072647
SCD,-0.11806413,-0.081553794,0.040488195,0.17737357,-0.033212733,0.10101253
SDK2,-0.16357289,-0.16693404,0.3191728,0.013078806,-0.070009634,-0.037486427
SELENBP1,-0.006530337,0.06653164,0.20603704,0.0137081,-0.16466126,-0.17258619
SEMA3B,-0.08234177,0.063874215,0.2512263,-0.05098886,-0.00080028106,-0.36463237
SEMA6A,0.010390353,0.12178553,0.1910998,0.08886992,-0.022458399,-0.089497425
SEMA6B,0.049317595,-0.10496736,0.11935211,-0.012652664,0.15377755,0.28199053
SERPINA1,0.26694584,0.023744376,-0.09976837,0.12345962,-0.07529206,-0.11893907
SETBP1,-0.088755995,0.06477849,0.2874952,0.002141703,-0.06154299,0.3268596
SKP2,-0.18419918,-0.063251406,0.09811988,0.32326415,-0.054897465,0.08022769
SLC16A3,-0.0658466,0.04715342,-0.031175608,0.053208597,0.14844804,-0.022186846
SLC16A9,0.08063435,0.19506617,0.09842385,0.006239639,-0.004476983,-0.012632979
SLC1A3,0.010922234,-0.0535114,0.09980509,0.16493933,0.021076893,0.112706855
SLC20A2,0.0044933567,-0.10924278,0.20248263,-0.038914222,-1.1565304e-06,0.12393086
SLC29A1,-0.016594075,-0.18491812,0.16933037,-0.005403419,0.037988055,0.30677497
SLC29A4,-0.12876871,-0.14323618,0.2216187,0.016821422,0.0076978803,0.03275017
SLC36A2,-0.111252576,-0.24503702,0.3315915,0.0014799297,-0.07831532,-0.27542123
SLC38A5,0.0008196482,0.15653066,-0.099414535,0.0074291574,0.008935005,-0.104996
SLC7A5,-0.118608125,-0.03248009,0.0026900426,0.2353074,-0.058793828,0.022848636
SLC7A8,0.19652903,0.11926497,0.020250041,0.13293119,-0.011006393,0.02176418
SLC8A3,-0.17345737,-0.21950847,0.32120585,0.037437487,-0.07850483,-0.21624987
SLIT2,-0.023376884,-0.015545882,0.32452354,0.026000675,0.011961946,0.00752793
SNCAIP,-0.08074595,-0.13629305,0.24688022,0.07443036,-0.08695763,0.014975609
SNTB1,0.002007274,0.10376406,0.1484809,0.10918273,-0.017873565,0.15687086
SOCS3,0.15775599,0.07634113,-0.041188177,0.0017594147,0.12900652,0.00650466
SOX18,0.10328789,0.00031543802,0.14189208,-0.081999734,-0.0061909524,-0.114971496
SPI1,0.2697871,-0.17398705,0.021876888,0.058942724,0.26736104,-0.008530476
SPOCK2,0.177919,-0.06903974,0.15168002,0.0036778643,-0.08943515,0.025083475
SPON1,-0.08151914,0.20131859,0.20840187,-0.004613201,-0.013239771,-0.051053215
SPP1,0.13945082,-0.21602705,0.1323809,-0.0101844445,0.2634005,-0.20919839
SRPX2,0.09874503,0.08732626,0.053619783,-0.03031509,0.1714263,0.17738214
ST3GAL6,0.124362566,-0.20542693,0.07673231,0.029471854,0.1472119,-0.03126478
STC2,-0.035816714,0.006447295,0.026880877,0.012036218,-0.014323119,0.096233875
STEAP2,0.06212833,0.14436989,-0.02105254,0.12273716,0.0076255626,-0.1177189
STEAP3,-0.03661359,-0.19951853,0.19785298,-0.021876752,0.0072223186,-0.07998511
STK32B,0.048908815,0.20328301,0.15391909,0.0055229347,0.05447835,-0.056004252
SULF2,0.04452251,0.12878555,0.010158734,0.12703983,-0.0012123634,0.15508176
SV2A,-0.12092831,-0.018394945,0.15489309,0.12742701,0.013541453,0.08908326
SYTL2,-0.08294832,-0.02893182,0.18385178,-0.010636359,-0.010378992,-0.013645474
TBX2,-0.09250668,-0.1907653,0.30196515,-0.057647143,-0.039959043,0.08165213
TBX3,-0.13645263,0.009713045,0.22322945,-0.002704298,-0.04570061,0.22465654
TCIRG1,0.14897917,-0.19215493,0.07185333,0.003804922,0.41925672,-0.026268963
TFAP2A,-0.087512776,0.00072550116,0.07118397,0.12500618,-0.060408644,-0.022844631
TGFB3,-0.0070293285,0.2785757,0.103431866,0.12470616,0.11779359,-0.017673882
TGFBI,0.036763456,0.22678743,0.09605124,0.16000952,0.1439982,-0.12855807
TGM2,0.24709001,-0.020032117,0.05585351,0.09949608,-0.0043041036,0.0076474855
THBS2,0.052616898,0.34967184,0.09966459,0.0031921912,0.10732399,-0.13556156
THBS3,-0.012916093,0.28615558,0.14483425,3.5049e-05,0.0006651093,-0.14464125
THY1,0.061241124,0.3086979,0.12540078,-0.0038606713,0.007824787,-0.026054872
TIAM1,0.020001328,-0.02893245,0.16960563,0.18466431,0.29764393,0.0050775497
TM4SF1,0.20393065,0.18211973,0.034881856,-0.028273271,0.00030351334,0.009130539
TNC,-0.057759337,0.07248907,0.22026734,0.10627349,0.04888344,0.16403437
TNFAIP6,0.07609449,0.26426464,0.1179346,0.019092806,0.03731868,-0.13612121
TNFAIP8L3,-0.12807354,0.10415508,0.15996239,0.0661746,-0.032715235,0.031947643
TNFRSF11A,0.14009082,-0.18193164,0.111450315,0.0062576775,0.3921127,-0.007273251
TNFRSF12A,0.09015244,0.16137162,-0.13536587,0.08876228,0.16132753,0.013287404
TNFRSF19,-0.080221295,0.072300166,0.16291341,0.16919956,0.06037277,-0.046865586
TNFSF11,-0.0010922237,-0.13825443,0.094451554,0.013661116,0.30695277,0.014083864
TNN,-0.10472459,0.19018443,0.18336682,-0.0031659456,0.006344261,-0.16744025
TP53INP1,0.12374298,-0.07719655,0.16750982,-0.0072254958,0.0043127933,0.012886382
TPM2,0.060381196,0.07552693,-0.05686868,0.025805993,0.025894152,0.034344036
TSC22D3,0.05763716,0.030253345,0.1003452,-0.09885994,-0.045222197,0.23476152
UNC5B,-0.109262064,-0.20220907,0.30083928,0.07070943,0.0033642098,0.15385254
VCAM1,0.16480888,0.14536284,0.14544424,0.030541858,0.009147068,0.120673604
VDR,0.0049474225,-0.08854532,0.21080586,0.15525511,0.08552771,-0.02608118
VWF,0.11595984,0.19265643,0.112480946,0.0051085446,-0.053074777,-0.07102009
WNT5A,-0.081133485,0.04312515,0.031248145,0.16180289,0.08220795,0.116860315
XPR1,0.043232564,-0.20368178,0.12931445,0.1340146,0.3165094,0.019867653
ZNF521,-0.0055818763,0.33841407,0.12691413,0.072912216,-0.023797173,0.004901553
