analysis_set,initial_factors,factor,activity_threshold_percent,active_group_count,active_groups,activity_class,minimum_group_r2,maximum_group_r2,mean_group_r2,median_group_r2,r2_range,r2_DOG2,r2_TARGET_OS,r2_GSE21257,r2_GSE39055
four_cohort_detection_aware,12,Factor1,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.091968059539795,13.666021823883057,8.800721168518066,9.722447395324707,11.574053764343262,13.666021823883057,9.003043174743652,10.441851615905762,2.091968059539795
four_cohort_detection_aware,12,Factor2,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,3.860950469970703,10.104602575302124,8.222009241580963,9.461241960525513,6.243652105331421,9.754681587219238,10.104602575302124,9.167802333831787,3.860950469970703
four_cohort_detection_aware,12,Factor3,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,3.946065902709961,7.428789138793945,5.407540500164032,5.127653479576111,3.4827232360839844,4.938632249832153,5.316674709320068,3.946065902709961,7.428789138793945
four_cohort_detection_aware,12,Factor4,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.3411521911621094,5.006718635559082,2.887120842933655,2.600306272506714,3.6655664443969727,5.006718635559082,3.7420570850372314,1.4585554599761963,1.3411521911621094
four_cohort_detection_aware,12,Factor5,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.18401741981506348,3.902566432952881,2.214539051055908,2.3857861757278442,3.7185490131378174,3.902566432952881,2.4547159671783447,2.3168563842773438,0.18401741981506348
four_cohort_detection_aware,12,Factor6,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.07554888725280762,6.866872310638428,2.083370089530945,0.695529580116272,6.79132342338562,6.866872310638428,0.7801651954650879,0.610893964767456,0.07554888725280762
four_cohort_detection_aware,12,Factor7,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,0.5657196044921875,3.21958065032959,1.9507646560668945,2.0088791847229004,2.6538610458374023,3.21958065032959,2.635389566421509,1.382368803024292,0.5657196044921875
four_cohort_detection_aware,12,Factor8,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,0.7587432861328125,3.2569408416748047,1.8940180540084839,1.7801940441131592,2.498197555541992,3.2569408416748047,1.5316426753997803,2.028745412826538,0.7587432861328125
four_cohort_detection_aware,12,Factor1,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.091968059539795,13.666021823883057,8.800721168518066,9.722447395324707,11.574053764343262,13.666021823883057,9.003043174743652,10.441851615905762,2.091968059539795
four_cohort_detection_aware,12,Factor2,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,3.860950469970703,10.104602575302124,8.222009241580963,9.461241960525513,6.243652105331421,9.754681587219238,10.104602575302124,9.167802333831787,3.860950469970703
four_cohort_detection_aware,12,Factor3,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,3.946065902709961,7.428789138793945,5.407540500164032,5.127653479576111,3.4827232360839844,4.938632249832153,5.316674709320068,3.946065902709961,7.428789138793945
four_cohort_detection_aware,12,Factor4,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.3411521911621094,5.006718635559082,2.887120842933655,2.600306272506714,3.6655664443969727,5.006718635559082,3.7420570850372314,1.4585554599761963,1.3411521911621094
