,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
CD74,0.10183426532411424,-0.020655071294048942,-0.018047993053817418,0.038451986366882365,-0.07178424311741682,0.03479626691838267,-0.08407158422106505,0.020404790532549733,0.014634113336220528,-0.032639428147935044,-0.02318752978133806,-0.02862112201180075,-0.05044745805340396,-0.007610403604128305,-0.010042622664545192,-0.0014693777406202257
CD86,0.09285059389276862,-0.009443449998437348,-0.016760279684398832,0.05144601089125161,-0.029343577860242658,0.04965588334775026,-0.10848650516198002,0.040410950186969774,-0.01007847920960802,-0.011180968796893662,-0.002383657538171602,-0.026941441839176572,-0.017356904875286294,0.0018087221033344439,0.05939224815670835,0.010178547623788475
CDC20,-0.05891336068341753,-0.0035562368581395203,-0.012899573470584126,0.12076272043680973,0.05120740977057775,0.047140949371290104,-0.05110028281419576,0.03270028807364787,0.06554209433508634,0.021168067103613186,0.020417833323762263,0.025842722658859396,0.028709098535203568,-0.01309881710634965,-0.09125611809810108,-0.08196045763093185
CSF1R,0.08470487101586123,-0.08022230914043701,0.03809109686598402,0.03302363432468982,0.05758384932143188,-0.0451624236170247,-0.043652828348596406,-0.04488001622509126,-0.011024161795929077,0.0004355449745671591,0.008641393998977231,0.002302843240444292,-0.007522788162909022,0.028973752550337975,0.015609752809211914,0.015960578259498332
CTSH,0.06942684983012841,-0.03194045481796411,0.010034372033090898,0.0023427561299655354,-0.015546042089004583,0.09490731493232407,-0.08623678042490679,0.011927788505162268,7.459714151870044e-05,0.02450985474579105,0.001512062026173211,-0.025164347487888428,-0.06203028007452116,0.03215246870425377,0.023089291167885915,0.027176704460438017
CXCL14,0.058651275353123006,0.0584600639742074,0.062142459705974776,-0.048268486083721876,-0.02458622810371529,0.00808712025634947,-0.023152304574762805,0.011940602685765897,-0.005191561633128838,0.01147316342753707,-0.006685146820697485,-0.09611116623845414,0.03130799766186815,0.03073430923628838,-0.0332985895660264,-0.007350747088084572
CYP4V2,0.08465471256461665,-0.03004168769584417,0.021118748415565183,-0.009666593212110984,-0.006080302445163931,0.06399595300019655,-0.032028244646471304,0.030920377040336997,-0.03323141689973563,-0.005407671144490395,-0.010717827162361285,-0.01632605557786118,0.009853136859869896,-0.0019061472077974914,0.017288132001190518,0.003714642892278769
DAPP1,0.08817636499661323,-0.027523892276925695,-0.01784792217659787,0.051739111548999635,-0.04373476459217563,0.00969465198065857,0.010211797895189313,0.04665316662957947,-0.07165251904092501,-0.04094095517795007,-0.08247302588470984,-0.056575884567861584,-0.032067020777614696,0.013912006983054795,0.030596191198947725,-0.043909972150176765
DENND1C,0.09584351740490175,-0.0491577735203113,-0.012017667965963074,0.04903822746154513,-0.027606284682547545,-0.007152040373817698,-0.0408265914182312,-0.03133078379073995,-0.02900210192337116,0.03227837976746811,-0.04284420881329418,-0.033983948291225766,0.011753383288999053,0.021066192740309735,-0.010899956597010381,0.03483849754247392
DTX3L,0.04946947433134819,-0.04530889126063918,0.020625971835760662,-0.002872755796900382,-0.006404511019349999,0.11994917650565662,-0.027262083087547188,0.051810272726622475,-0.025557736281751592,-0.06780461696260631,0.005143702629534647,-0.006550094265589557,-0.003441640573025817,-0.06286887355588328,-0.07996862318922411,-0.06699123176970992
ECT2,-0.04554739654670977,0.0019015655547719313,-0.0003206891400416023,0.12893586420241474,0.06553641265591105,0.056591346690761955,-0.0058229188643246586,0.060083471297166284,0.018067968121546485,-0.029186917075804286,0.11095190901811486,0.028109209353798847,-0.0025878858003441363,-0.03262924766760257,-0.023107593577476798,-0.03959617681204561
EGR1,0.03286719902714669,-0.012633666476404229,0.04743532700684688,0.008952983937983428,-0.0069680632112184525,0.012738691900562532,0.07857903971977746,0.06995749043226124,0.0119754340079346,0.06688182273411031,0.034143933218612865,-0.017090919752821954,-0.02995752139663299,0.08202521239446528,-0.006906190270220337,-0.07413718393342539
