,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9
FBLN2,0.093701676,0.23728973,0.081219934,-0.19184764,-0.01896593,-0.20056738,0.13760239,-0.012840541,-0.055753373
FBLN5,0.032277096,0.32788715,0.01846857,-0.13632606,-0.01214333,0.18203159,0.06870734,0.14916101,0.0066376003
FBN1,0.12262214,0.37391284,-0.0065774573,-0.11766548,0.0051934267,0.021624418,0.14831479,-0.07493337,-0.08865492
FBN2,-0.0032137467,0.010596913,0.14619283,-0.057686098,0.14445119,-0.25152192,0.098171465,0.20513791,-0.12382619
FEZ1,-0.041846532,-0.0021625513,0.07562131,-0.07685463,0.002495304,-0.1624275,0.052722707,0.2227513,-0.04393554
FGFR1,-0.08213518,0.18404312,0.19272605,0.07874794,0.08131536,0.3337888,-0.1443303,0.045561865,-0.098731756
FLNC,-0.026277822,0.23469906,-0.15568502,-0.12844127,0.12494892,-0.07472556,0.041765984,0.051185556,-0.105563596
FNDC1,0.0010893843,0.35193905,0.12176319,-0.118249625,-0.10024349,-0.10435216,-0.1441382,0.07927463,-0.08341636
FOSB,0.010614396,0.0657874,0.011276894,-0.016492167,0.01606241,0.036985934,0.24244958,-0.1942824,0.011511089
FRAS1,0.011159929,0.059873063,0.010038095,-0.10777495,0.102035515,-0.09065625,-0.0023984206,0.14979783,-0.053420447
FZD1,-0.0070918617,0.3682012,-0.06993672,-0.14190522,0.052866243,-0.17935708,-0.022396535,0.0040641874,-0.09649327
FZD3,-0.084287375,-0.011658936,0.022559738,0.021018714,0.17639217,-0.1510462,0.01384442,0.15045156,-0.08666279
FZD7,-0.012378829,0.087081075,0.075353734,0.0489345,0.14164627,0.31340143,0.18657304,0.032388125,-0.05763501
GABBR1,-0.07709258,0.10277322,0.11697268,-0.10356269,-0.006500167,0.047700647,0.04445152,0.22701144,-0.068330474
GABRE,0.0005954816,0.08991276,0.13308299,-0.1180264,-0.004381463,-0.20508505,0.02320301,0.1717278,0.09235271
GALNT3,-0.081609145,-0.07573203,0.3313845,0.01452605,0.0040887524,0.21112236,-0.01605068,-0.026476033,-0.16470148
GAS1,0.07321194,0.30867338,-0.084957585,-0.044501625,-0.015207523,-0.007081604,0.13544546,0.017342448,0.0060620056
GCNT1,0.058772553,0.02796333,-0.019855758,-0.07177411,0.1453274,-0.0200811,0.0030434087,0.05272564,-0.10118396
GHR,-0.04040106,0.16404422,0.21012789,-0.12033051,-0.008217777,0.20534475,0.043725915,0.07339774,-0.22218148
GIMAP4,0.33834797,-0.15599567,0.009146897,-0.19133493,0.015623465,-0.00332732,-0.15106608,0.004632413,0.055635076
GIMAP7,0.32217616,-0.13110916,0.0021591801,-0.2054484,0.023679316,-0.012662088,-0.09481829,0.065941714,-0.032521382
GJA1,-0.058361996,0.19678056,0.18813805,0.120559186,0.11878844,-0.016543219,-0.00929322,-0.18261644,-0.1342849
GLDN,0.044828434,0.11309445,0.23636162,0.03607349,-0.017980583,0.3646732,0.0077512125,-0.005130922,0.080813065
GNPTAB,0.1420636,0.13419163,0.087826945,0.4392815,0.07189804,0.059916858,0.059119772,0.032464556,-0.17204867
GPC2,-0.040262442,-0.031277962,0.044272635,0.036289137,0.23595068,-0.08973588,-0.009408109,0.21623148,0.036341332
GPC6,0.034175113,0.08756014,-0.013745603,-0.0052906033,0.035059415,-0.22662155,0.15608665,0.008509984,-0.26275387
GPR137B,0.13051572,0.15450287,0.08228305,0.46589187,-3.2161464e-05,0.046377234,0.053929348,0.02004447,-0.080842555
GPR65,0.3347827,-0.05686004,-0.009051625,-0.12393058,0.0041496526,0.00058518833,-0.11900884,-0.006051702,-0.091797255
HAPLN1,-0.07488922,0.23862292,0.005398287,-0.14004011,0.014805995,-0.22111113,-0.19348992,0.081102066,-0.010640999
HAS2,-0.007902707,0.20338756,-0.023851302,-0.11511015,0.12363829,-0.2490889,-0.056455046,-0.0077076117,0.028119976
HERC5,0.15287283,-0.053851858,0.017292645,0.035283476,0.11991938,0.27064475,-0.0679628,-0.008601597,-0.0026617418
HES4,-0.009345161,-0.06802794,0.27441454,-0.012190089,0.101896726,0.16292897,0.26140597,0.0068209455,0.33621535
HEY1,-0.06420247,-0.1680437,0.2673857,0.063793026,0.08741838,0.13040137,0.1375586,0.032412082,0.12934846
HEY2,0.018595891,0.04886878,0.2652062,0.11331786,0.0015757411,0.28304997,0.1466136,-0.0013480734,0.053070046
HEYL,0.09076559,0.014091582,0.29729563,-0.009924191,0.018009622,-0.0018634256,0.36746982,0.0006773915,0.33864945
HK2,-0.071854025,0.03946318,-0.10451637,-0.002267276,0.2551113,-0.12593944,-0.0066853864,-0.13907833,-0.11260655
HOXB8,-0.06344267,-0.048411924,0.13595997,-0.029650887,0.032095276,0.052001186,0.03135608,0.0923607,8.1062826e-05
HS3ST3A1,-0.033466347,0.13569689,-0.005436977,-0.033663653,0.1771044,-0.0611658,-0.072034515,0.23671366,0.060929757
HSPA2,-0.049270388,0.023875523,0.1294923,-0.02723955,0.13557012,0.25842363,-0.043212112,0.022799822,0.009908405
HSPB6,-0.04694976,0.17752595,-0.004254446,-0.14824788,0.01762393,-0.104954325,0.056698814,0.006909637,0.01204002
HSPB8,-0.06598306,0.084052615,0.013150258,-0.090200685,-0.004837123,0.1260702,0.07006576,-0.15271457,-0.13444269
HYOU1,-0.027569976,-0.08379178,0.14623351,0.00907095,0.30007112,0.046099745,0.05906179,-0.22998822,-0.08255818
IBSP,-0.045595553,-0.14093114,0.43867353,0.17542805,-0.05171934,-0.17118779,-0.031149058,0.0037521464,0.012392868
IGF2BP2,-0.051123243,-0.040534407,0.02009425,0.0052062967,0.14994887,-0.0131859705,0.029839197,0.116778105,-0.10564515
IGFBP4,0.17088412,0.23401353,0.07550211,-0.10403372,-0.009936368,-0.033924717,0.013249181,0.16391437,0.15963458
IGFBP5,-0.047959045,0.20857216,0.12344463,-0.053786542,0.13760224,-0.05139589,0.018176336,0.13898672,0.10633381
IL11RA,-0.0007602105,0.18885225,-0.00027321975,-0.1674118,0.02612374,-0.21581742,-0.04913642,0.35650995,-0.10146254
IL1R1,0.0538583,0.23132145,0.111368746,0.0015552869,-0.027463019,0.26981792,0.11896639,-0.12447317,-0.12602505
IL21R,0.21962593,-0.027374491,0.09226021,0.10856793,0.01678192,-0.04382173,0.041646376,0.024885733,0.0018500224
INSIG1,0.030606003,0.14220701,0.012648073,0.40831473,0.12136505,0.06467349,-0.008932792,-0.025605837,-0.02584878
IRX2,-0.07802227,-0.014540793,0.07132492,-0.064563766,0.11048512,0.0058472008,-0.10283896,0.18114327,0.05098565
IRX5,-0.10090329,-0.02020766,0.29152828,0.0729774,-0.010374234,0.17152123,-0.08244342,0.0051276153,-0.1246422
ISG20,0.23384267,-0.009441922,-0.062303625,-0.13115862,0.09368436,0.09708986,-0.13610211,-0.1828714,0.10017502
ITGA10,-0.0945486,-0.0071097272,0.3074683,0.07624887,0.10047347,0.11820306,0.00650591,-0.0043885903,-0.025439445
ITGA11,-0.0062859706,0.40381205,-0.0020445988,0.08035795,0.0048695956,0.09887688,-0.24051784,-0.035356477,0.02082425
ITGA2,0.101582296,0.063794434,0.19397008,0.36596057,0.100021,0.004608925,0.25601932,-0.10545758,-0.042817235
ITGAL,0.33492035,-0.11811648,0.004732506,-0.097158834,0.10736531,0.00086318137,-0.072838776,0.029034097,-0.09807579
ITGB2,0.35982165,-0.037367307,-0.0025132045,-0.038348433,0.04813124,-0.00969457,-0.14170647,-0.03300645,0.00019496892
JDP2,0.083846726,0.2536373,0.10548654,0.4270985,-0.017601619,0.06960564,-0.018175509,0.021435691,0.058614608
JPH1,-0.05727897,0.0014266635,3.5915804e-05,-0.16592333,0.007642345,-0.101331875,0.1565991,0.19671431,-0.24908625
KCNG1,-0.110378064,-0.04906443,0.1293412,-0.0044406466,0.14161015,-0.06545031,0.013045566,0.010341648,0.015191395
KCNH3,-0.15032679,-0.0662765,0.16072658,-0.048900545,0.16842592,-0.012720248,-0.012004062,0.15152128,-0.050422233
KCNMA1,-0.06078365,0.045925207,0.3062947,-0.1535689,-0.009590759,-0.09510114,0.003978808,-0.1141732,-0.23821354
KIT,-0.022176828,0.07233263,0.17469361,-0.117477186,0.11333855,0.14636433,0.09579194,0.1678577,0.024295922
KNTC1,-0.07464404,-0.047383312,0.0029426492,0.015510443,0.39879334,0.07322086,-0.021190925,-0.0071459864,-0.0442192
LAMC3,-0.060936544,0.15104201,0.14408757,-0.091586925,-0.029376207,0.23047008,0.0062405886,0.266137,-0.026135728
LCP2,0.33296666,-0.07601852,0.026974255,0.019846492,0.07137163,0.080202654,-0.07966952,0.07778107,0.0888032
LDLR,-0.07438651,0.13008222,0.025957258,-0.020213252,0.24002957,0.045943256,0.0013643764,-0.22325884,0.012262946
LEF1,-0.08970307,0.12423892,0.2061793,-0.015761394,0.15063733,0.16210489,0.006346204,0.123533614,0.097904585
LOX,-0.008755752,0.09146678,0.21610528,-0.039977342,-0.000508016,-0.24227902,-0.0026442448,-0.34278962,-0.3375957
LRP4,-0.08141212,-0.089285664,0.31691903,0.056093525,0.123400226,0.18356131,-0.038386367,0.07775481,-0.03467184
LRRC15,0.0022051563,0.27761573,0.12903732,0.09470528,-0.037275113,0.07873841,-0.16478756,-0.14247334,-0.027987363
LRRC17,-0.006991447,0.24163836,0.11574305,-0.06281261,0.004852657,-0.22043478,-0.0912255,-0.022772804,-0.013492514
LRRC25,0.3184038,-0.009975251,-0.00037119913,0.20738393,0.036364954,-0.07008171,-0.16029862,0.019616084,0.11711671
LRRC32,0.1296602,0.24057041,0.035358977,-0.1516291,0.02814933,-0.06973516,0.2018773,-0.14522056,0.17294657
LRRN3,-0.08740923,0.1161157,0.12431267,0.0009192823,0.09141383,-0.174259,-0.09019608,0.2533934,-0.030723784
LSP1,0.17594694,0.19848768,0.010371881,-0.16272582,-0.08635003,-0.17928044,0.02873661,-0.07267439,0.041544914
LTBP2,0.0856231,0.17872553,0.05408447,-0.023704514,-0.020919314,0.2865491,0.0177163,0.16754663,-0.008641943
LTBP4,-0.00069836987,0.22798055,0.005875318,-0.17157093,-0.09127633,-0.008126427,0.12242271,0.25632793,0.000389483
LUM,0.008076283,0.3942018,0.033227056,-0.0430025,-0.15109569,0.067808315,-0.23659074,-0.21360743,-0.12560588
LXN,0.020297289,-0.024034062,0.1690736,0.07709673,-0.043614782,0.20971814,0.103255115,-0.135038,0.07791978
MAB21L2,0.016586905,0.0062027024,0.13439055,0.025676014,-0.12014438,0.10781526,0.0064550927,-0.015806934,-0.20278962
MAF,0.13873073,0.17451985,-0.017386256,-0.19225083,0.04418594,-0.12071442,0.0030464774,0.19914216,-0.02510517
MAMDC2,-0.020087691,0.0019279395,0.39834076,0.12066456,0.009012566,0.10254538,0.0038018648,-0.21229278,-0.033089112
MAPK13,0.14298433,0.0137271825,0.0455477,0.20476778,0.019116106,-0.2561733,-0.05147343,0.047453396,0.037347384
MET,0.0865563,0.11524851,-0.09976874,0.24640147,0.12422174,-0.028285852,0.29572722,0.05274919,-0.26903778
MFAP2,-0.06827934,0.2742587,0.018482806,0.036627218,0.04879105,-0.06925729,-0.09482137,0.21891713,0.09912739
MFAP4,0.033976875,0.3137207,-0.11337179,-0.19419836,-0.0008182457,-0.19314064,0.026836293,0.23616333,-0.01152856
MMP11,0.06643818,0.15017472,-0.004132651,-0.0003973812,0.014581518,0.11696576,-0.07710023,0.018093253,0.14042838
MMP13,0.031220224,0.0052718413,0.18441294,0.27976328,0.011681897,-0.024340894,0.035544965,0.10444876,0.13579103
MMP2,0.0056998054,0.36764866,0.041750606,-0.15235773,-0.06284288,-0.09972658,-0.16259517,0.019936206,-0.04250361
MMP9,0.08349967,0.08411116,0.16561104,0.48899746,0.0072664306,0.038113344,0.037456766,0.0016996979,0.09415126
MRC2,-0.06533054,0.056791324,0.33121124,0.16017605,0.018548047,0.1345053,-0.17781727,0.014769952,0.051144596
MTAP,0.040913567,0.040392425,-0.020464504,-0.005170472,0.11845849,0.17497279,0.058089226,-0.0620587,-0.18606493
MTMR11,-0.03412683,0.22095543,-0.0027156856,-0.12870824,0.0013712109,0.12358507,0.0020981056,0.14953823,-0.070703335
MTSS1,0.072366446,-0.23571758,0.3279408,0.094458334,0.068603866,0.055334184,0.2079531,0.010171532,0.046717837
MYH10,-0.021345448,0.11732184,0.0156922,-0.07376605,0.17154483,0.029879885,-0.060432684,0.2743078,0.08029215
MYOM1,0.0216299,-0.06107206,0.12289235,-0.033108346,-0.0062968745,-0.00404706,0.21535824,0.22121684,-0.11499771
NCALD,0.030398037,0.04909555,0.11571612,-0.07550531,0.000566992,0.19630606,0.056232885,0.04804536,-0.0035052404
NCAM1,-0.13423271,-0.036174826,0.25950035,0.10099288,0.053837877,0.10619294,-0.009511686,0.1828273,-0.16414458
NDN,-0.0058495295,-0.026428811,0.042196166,-0.07064222,0.008225788,0.0002791242,-0.00814448,0.1496571,-0.1477333
NDRG2,0.011596139,-0.021610785,0.031269766,-0.11802207,-0.12639272,0.06373847,0.103309736,0.31726426,-0.16549502
NETO2,-0.05641584,-0.12787557,0.0072767893,-0.006379062,0.24885133,-0.066399895,0.021972403,0.044170458,-0.07638432
NFIX,-0.1065813,0.32837692,0.013342985,-0.24424322,0.03967641,0.084894516,-0.1177271,0.07564716,-0.10355514
NFKBIZ,0.121682234,0.14581612,-0.024986016,-0.14114144,0.048148263,-0.020386994,0.14813027,-0.09186301,-0.076154925
NGEF,-0.09639189,0.106748745,0.25246868,-0.136236,-0.10446689,0.009725704,-0.05649908,-0.13655894,-0.1637937
NID2,0.03042507,0.23638974,-0.023610072,-0.07464944,0.24204673,-0.21093844,0.18520446,-0.08029808,0.07466258
NINJ2,0.0016056009,0.1243212,0.21739401,0.017984508,-0.09424737,0.14157996,-0.12720248,-0.009522996,0.04704972
NKD2,-0.06489783,0.1605536,0.14863652,-0.0030355935,-0.010214874,0.32018802,-0.020114396,0.122792125,0.13262796
NOTCH3,-0.0047494853,0.21382901,0.20014499,0.0036990887,0.09138335,0.28754565,0.16786353,0.07420965,0.31530848
NQO1,0.066129506,-0.064189985,0.0036658037,-0.04010039,0.020600706,0.1578727,0.045576524,-0.25178117,-0.015076328
NR4A2,-0.024417233,0.064036794,0.011734275,-0.13378307,0.0481552,-0.107518196,0.2322352,-0.18795618,-0.15849358
NRIP3,0.08127211,0.14353934,0.104949355,0.21262535,0.08217105,-0.24752851,0.06026298,0.0037304333,-0.030555593
NRXN2,-0.010065334,0.1520805,0.059401914,-0.111364834,-0.0023259195,0.12533645,0.0717319,0.2810311,0.08956492
NT5E,0.050738633,0.2854786,0.0015938265,0.13978975,-0.012463278,0.19098015,0.12551656,-0.086098485,-0.05584923
OMD,-0.11741695,0.112945214,0.35418984,0.021655457,-0.032789234,0.030587913,-0.231968,-0.009880386,0.010697978
OSMR,0.15210101,0.28962195,0.008218557,0.07751997,-0.0029884765,-0.06213469,0.035426714,-0.16804393,-0.098188475
PALM,0.020646688,0.059297416,0.10602858,-0.22797742,-0.12982705,-0.103624426,0.11517889,0.26817054,-0.040609702
PAQR8,0.019476004,0.03935849,0.02836344,0.07186889,0.14503504,0.17216377,-0.013008453,0.27683035,-0.10843693
PCDH12,0.12355706,0.017919332,0.26645252,-0.010544536,0.0072622686,0.08220232,0.31843162,0.049395017,0.3242906
PCDH17,0.10656677,0.0018600274,0.22197227,-0.014800639,0.02833143,-0.037909005,0.38218865,0.05166617,0.09443319
PCSK5,-0.0016967198,0.19298027,0.15947819,-0.05843623,-0.036040615,0.0021034111,0.091228716,0.00010343898,-0.20469384
PDGFRL,-0.0030819478,0.31958544,0.10304954,-0.092536926,-0.12005601,0.06973828,-0.1784385,-0.013998778,-0.014829921
PDZRN3,-0.03766812,0.23125066,-0.0026590754,-0.14622952,0.0027142682,-0.26510882,-0.0020804002,0.018726274,-0.111841016
PFKFB3,0.0821891,0.095069826,-0.02866393,0.01073971,0.14072384,0.09626555,0.0698658,-0.23361512,-0.1712002
PFKM,-0.045658365,0.012934958,0.093645684,0.0058784913,0.10733343,-0.11261555,0.014732718,0.19226994,-0.06066348
PHOSPHO1,-0.10722165,-0.18724957,0.46532634,0.053561043,-0.0773811,-0.12666953,-0.06467255,-0.02960342,-0.06974684
PI15,0.044079863,0.26989043,0.002126343,-0.104474194,0.010578394,-0.19241644,0.064859055,0.0045950175,-0.0931733
PITX2,-0.09730663,0.038248215,-0.013080714,-0.10058367,0.09735977,0.087508366,-0.032472625,0.2053236,0.006871416
PLAG1,-0.0017784964,-0.012347226,0.029617809,-0.02488631,0.1251938,-0.14564793,0.12029172,0.28684944,-0.040853526
PLCB1,-0.0060509867,0.13514696,0.06958693,-0.22408193,0.10114327,-0.1915587,0.21553963,0.041532557,-0.10651568
PLEK,0.34598613,-0.055934884,-0.0076395804,0.13324614,0.06414439,-0.017730186,-0.08032704,-0.04604708,-0.0057452396
PLEKHA4,0.043817285,0.11601309,0.011514858,-0.10802178,-0.0027514803,0.016618934,0.0013831898,0.13357082,0.018529125
PMP22,0.00093099417,0.25632888,-0.009508469,-0.113490894,0.02995031,-0.10959367,-0.08125011,-0.08856541,-0.0038526217
PODN,0.06837757,0.3433214,-0.022770157,-0.16043681,-0.058265742,-0.24844076,-0.0027749857,0.048778,0.025835522
POSTN,-0.012688509,0.32027513,-0.006226232,-0.09452881,-0.0013319281,-0.2426971,-0.061361544,0.009478133,0.110430524
PPARG,0.1417296,-0.09553475,0.0678238,-0.030188428,0.10350394,0.092542194,-0.014398358,0.01827219,0.19962409
PPFIA2,-0.054287184,-0.03462808,0.24096802,0.04541344,-0.0053710034,0.33126923,-0.03370416,0.109357886,-0.0120178675
PPFIA4,-0.08785293,0.11589954,0.05233544,-0.0551264,-0.011091802,0.050367303,0.054847475,0.13610129,-0.19238661
PPFIBP2,-0.083703965,-0.112032525,0.37609926,0.022471081,0.064942904,0.22218306,-0.10548728,0.11446366,-0.03139144
PRICKLE1,0.02006621,0.16503042,0.008670225,-0.14563257,0.090354115,-0.29049557,0.07571331,0.13459855,-0.11258547
PRND,0.12271706,0.05335163,0.24136245,-0.029844962,0.0062496737,-0.007943077,0.32348794,0.0963381,0.19346641
PROS1,0.081736796,0.14132799,0.15332073,0.011107447,-0.0063835564,-0.047813907,0.122637376,0.18817656,-0.028572869
PRPH,-0.09960044,-0.11310906,0.05122137,-0.11808625,0.11237095,0.12279685,0.009002453,0.15570273,0.027635407
PRSS23,0.10897728,0.33004713,-0.0011615332,-0.10114971,-0.023024946,-0.0022344333,0.07321874,-0.18092582,0.09919282
PTGER4,0.19926298,0.11653296,-0.010053202,-0.14713256,-0.0009718842,0.10312885,0.23135635,-0.14662637,-0.0058236336
PTGFRN,-0.06864021,0.27191377,0.0019810486,-0.08909276,0.16479445,0.3312834,-0.11701356,0.13773434,-0.0033371812
PTGS2,-0.029516028,0.095504,0.00875387,0.023626698,0.18113342,-0.12934583,0.06283213,-0.22271208,-0.053987347
PTK7,-0.03728469,0.19074796,-0.0024385906,-0.029279439,0.24559315,-0.05478359,-0.1418717,0.08669875,0.22642896
PTPRE,0.29146355,0.039889824,0.056413162,0.2554987,0.004314454,-0.042341724,0.104673274,-0.0152918305,-0.02468809
RARB,-0.021373719,-0.16245125,0.25352365,0.07636749,0.09554171,0.17615752,0.0501002,0.12907903,-0.08643242
RGS2,0.13951771,0.09675468,-0.068634845,0.0013698593,0.07834613,0.0250147,0.1759373,-0.10721049,-0.053326786
RGS5,0.105083995,0.15762429,0.17862406,-0.15773208,-0.058793824,-0.059566915,0.21690327,0.10188662,-0.03270422
RHBDL2,-0.12612547,-0.16011071,0.44426802,0.027514964,-0.0012144651,0.09249387,-0.16547348,-0.071254484,-0.048016917
RHPN2,-0.14312215,-0.15987137,0.19561623,-0.10095976,0.1065961,-0.025547666,-0.024814282,0.2857976,-0.031447932
RNF150,-0.0018603221,0.14161256,0.052513782,-0.092504345,0.13916448,-0.12038225,0.022175338,0.3678841,0.01631424
ROR2,-0.048849903,0.23770024,-0.09327246,-0.15539707,0.158241,-0.2784579,-0.16390799,0.16387276,-0.05678861
SCARA3,-0.034304027,0.052089445,0.18849254,0.0023474505,0.06607296,-0.09616605,-0.0072211013,-0.037661277,0.010131002
SCD,-0.10053515,-0.036328908,0.030506695,-0.0032793172,0.21605259,0.16297708,-0.11243999,-0.026781047,-0.14497967
SDK2,-0.14136416,-0.06983559,0.38028756,0.00021389883,0.05771608,0.092424855,-0.013838682,0.086003006,-0.14536694
SELENBP1,-0.0016285306,-0.0048706965,0.19204944,-0.21186045,0.0018136362,-0.13049461,-0.024047108,0.12278738,-0.008041165
SEMA3B,-0.08582668,0.040731113,0.31026292,-0.05879921,-0.07311023,-0.31489402,-0.03389998,0.0073052025,-0.12302426
SEMA6A,0.0432337,0.08495643,0.153008,-0.1376267,0.09977776,-0.16448301,0.24593645,0.22158572,0.010208426
SEMA6B,0.07585,0.090509325,0.11131818,0.17567244,0.0045247017,0.24469596,0.21751323,-0.012448816,0.19883062
SERPINA1,0.26414618,-0.079960875,-0.070123345,-0.09005895,0.038462553,-0.118229315,-0.14281203,-0.14862858,0.0013562398
SETBP1,-0.078287795,0.24406946,0.09729156,-0.121911444,0.08771008,0.33359912,-0.00282802,0.2885097,-0.18161055
SKP2,-0.14663222,-0.028276334,0.07761097,-0.026051454,0.3691334,0.10819236,-0.048537467,0.09679495,-0.0568061
SLC16A3,-0.06628168,0.113313854,-0.0025869391,0.11182595,0.055395376,-0.086914055,-0.05324413,-0.2421265,-0.042853884
SLC16A9,0.07907941,0.15711865,-0.002336792,-0.12939276,0.004147998,-0.12321698,0.14672716,0.1463662,-0.14203797
SLC1A3,0.03064312,0.06771294,0.027029544,0.044792276,0.17610542,0.1533769,-0.21224488,0.066751346,0.19175105
SLC20A2,0.015652534,0.0136769805,0.19880214,0.023134952,-0.0105315475,0.18697292,0.030022385,0.069817744,0.022479668
SLC29A1,0.0012416387,0.0024489602,0.19190842,0.12146369,0.016674899,0.33837712,0.121634595,-0.043435555,0.07659458
SLC29A4,-0.1121528,0.017829247,0.17525233,0.07642197,0.050577357,0.16902818,-0.18123055,0.26550478,0.10752985
SLC36A2,-0.090762936,-0.2092907,0.5160418,0.013302911,-0.001293996,-0.06804272,-0.08983713,-0.05041653,-0.0014724914
SLC38A5,-0.00803104,0.08286664,-0.0891269,-0.046396077,0.0014170071,-0.1917499,-0.0021286095,-0.19447188,-0.13217813
SLC7A5,-0.09944447,-0.0700876,0.056466363,-0.05157395,0.25171784,0.02839641,-0.037687905,-0.20317341,-0.019865822
SLC7A8,0.19743428,0.13121289,-0.07619995,-0.0985646,0.10550582,-0.010854172,-0.14694673,0.030839052,-0.025761103
SLC8A3,-0.15559028,-0.16613093,0.457334,0.007322116,0.057647668,-0.011850245,-0.10446528,0.020749312,-0.0770792
SLIT2,-0.0033738436,0.11552576,0.25712347,0.0032393446,0.058403432,0.031115292,0.017440679,0.32481682,0.10544314
SNCAIP,-0.059620526,-0.04816033,0.28476998,-0.020811867,0.09165987,0.1369288,-0.083804615,0.00791569,-0.061832428
SNTB1,0.016126791,0.15680172,0.025239553,-0.11265579,0.1337329,0.103137955,0.04237169,0.15491518,0.035890527
SOCS3,0.16424534,0.09697138,-0.018763294,0.060368292,-0.0040833196,-0.10817578,0.17994574,-0.13718224,0.06273548
SOX18,0.11629655,-0.028794922,0.20322107,-0.044823613,-0.13211541,-0.14073859,0.2554326,-0.017388584,0.25327763
SPI1,0.28408268,-0.0022248062,0.04656064,0.3448777,0.0008994256,0.00019165338,-0.06159137,0.0070355614,0.09229776
SPOCK2,0.18575394,-0.051542107,0.09720203,-0.034184773,0.0012097349,0.09272831,0.06985286,0.3562979,0.018778242
SPON1,-0.08507068,0.24579571,0.10356864,-0.15729994,-0.0012082288,-0.0807948,-0.14326075,0.11201494,0.02973442
SPP1,0.14355285,-0.053581085,0.23771217,0.36069998,-0.051063146,-0.12611939,-0.060958635,-0.010643628,-0.037357118
SRPX2,0.089329,0.25953338,0.005938603,0.09589988,-0.025152292,0.075732924,0.000150935,-0.31659332,-0.03107718
ST3GAL6,0.14274548,-0.1125874,0.14686008,0.23223819,0.010945268,-0.0082672965,0.21225281,0.15169708,0.001954771
STC2,-0.029931966,0.026007378,0.026346872,-0.037716772,0.017350463,0.08182356,0.030876849,-0.20173343,-0.098840386
STEAP2,0.0660002,0.07422134,-0.034389183,-0.055635568,0.09840275,-0.2173999,0.03745681,-0.006252636,-0.062101223
STEAP3,-0.025447117,-0.0961456,0.26339015,0.1177361,-0.010693233,0.052498464,-0.062393084,0.06520517,-0.035584714
STK32B,0.04780928,0.24927716,0.026879435,-0.05933374,0.0010168098,-0.15666984,0.014102358,0.10473076,0.0051812786
SULF2,0.06308172,0.14579059,-0.06982883,-0.09398403,0.13964324,0.04448446,0.116948545,0.017697295,0.045905605
SV2A,-0.10020364,0.0710574,0.08207798,0.012590322,0.17740399,0.10778603,0.010379035,0.22914371,-0.015125673
SYTL2,-0.07397314,0.031776324,0.25197792,-0.032981645,-0.0015706744,0.020076003,-0.028434573,-0.27557576,-0.0880672
TBX2,-0.07267394,-0.041413,0.36438552,0.010409824,-0.009716464,0.2239583,-0.007279488,0.0064567113,-0.008795151
TBX3,-0.12146902,0.14917329,0.0965427,-0.080967985,0.042989813,0.26088786,-0.03209711,0.2588806,0.100849085
TCIRG1,0.16115537,0.07475122,0.11836957,0.49482965,-0.00091521593,-0.023675457,-0.003860579,-0.00086795934,0.082585216
TFAP2A,-0.07255412,-0.018933833,0.03343269,-0.06911654,0.14130625,-0.003678848,-0.020569632,0.11445651,-0.016780442
TGFB3,0.0017478196,0.31511402,0.0047025485,-0.07206605,0.13160247,-0.1997435,0.07133975,-0.056167796,0.13878623
TGFBI,0.036167767,0.2920308,0.0005068836,-0.0010859219,0.1392656,-0.23638666,-0.19619799,-0.013692836,0.06323645
TGM2,0.26687005,-0.050384652,0.07876067,-0.028775288,0.047762915,-0.03006093,0.15956904,-0.060375366,0.060649257
THBS2,0.039840627,0.3763413,-0.013265043,-0.09995196,-0.0027798153,-0.29488498,-0.071872436,-0.0137390345,-0.06380594
THBS3,-0.02041913,0.25517443,0.03095474,-0.16490178,-0.00024032174,-0.25445467,0.033447713,0.04094808,-0.07531518
THY1,0.060898528,0.30786687,0.0074970587,-0.17340319,-0.016085342,-0.18413636,0.023531172,-0.05897962,0.14445958
TIAM1,0.05181968,0.18639688,0.072649434,0.28415075,0.20585765,-0.034484208,0.0018755043,0.2570426,-0.011626822
TM4SF1,0.21044154,0.14659198,-0.0073434627,-0.122555815,-0.065674834,-0.120336495,0.23091267,-0.028917842,0.0937248
TNC,-0.044376798,0.25103825,0.13588513,-0.0027878848,0.13743268,0.13170058,-0.16324253,-0.03924083,0.05125212
TNFAIP6,0.073765405,0.2568101,0.036827225,-0.11750723,0.0016942852,-0.25697285,-0.0016413153,-0.088568896,-0.013177595
TNFAIP8L3,-0.11773476,0.16411377,0.04957661,-0.115056865,0.095813416,0.043679338,-0.16625245,0.13285108,0.013245989
TNFRSF11A,0.15310328,0.08996132,0.12519206,0.4722763,0.0015464474,-0.0009385218,-0.024486586,0.081899725,-0.015392079
TNFRSF12A,0.081305474,0.17755997,-0.16226137,0.053802688,0.055707913,-0.12728575,-0.010664812,-0.3027065,0.060118
TNFRSF19,-0.0625691,0.1655169,0.048939098,0.010008703,0.18815798,-0.04779044,-0.17604505,0.25688833,0.020365048
TNFSF11,0.011342656,0.068169005,0.14478277,0.3496281,0.02916149,0.003135977,0.11780514,-0.029687338,0.03716381
TNN,-0.112903826,0.24380957,0.13575377,-0.10771146,-0.004465439,-0.18736915,-0.21440206,-0.059095927,0.02344977
