,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
ABCC3,0.08692080920704318,-0.03252267392118435,0.016463047602207584,0.03356205985752625,0.0007642945678346114,0.021347970512177517,-0.06510793833445094,-0.018566146401728295
ADAMTS1,0.01065279770835137,0.08374224327415855,0.03633433200344176,0.06524347597639316,0.0008243009719788585,0.025806121075996932,0.07796293492309403,0.027940481394503076
ADAMTS4,0.03208956678639452,0.06370785619006297,0.016419120651590374,0.05087853784370622,0.06607724173233492,-0.017154979657528435,0.06027094395339366,0.00484167974014095
ANGPT2,0.001280320802566015,0.0031477293006531015,0.011939232731509652,0.02144278592893767,-0.046674189840952875,-0.011597293941707554,0.09067906331072742,0.06694868269366674
ARHGAP30,0.10688338757957602,-0.028873684895019514,-0.011920504661023151,0.06706718341799522,-0.026685175664161523,0.014989015890735383,-0.0790190648428025,0.016694738004611992
ARHGDIB,0.10385531672941223,-0.04502145417733705,-0.0007902538176628449,0.004174382255589609,-0.02702430091236452,-0.015698893699633176,-0.020718447477404422,-0.02124151841500585
B2M,0.08379219145554236,-0.04467024334610723,-0.01721599674627161,0.015563764539343827,-0.016634081444999095,0.028048211902165443,-0.020785964050922298,0.07555973006240341
C1S,0.08080758410297045,0.04300093845113546,0.045628043100211735,-0.04796603831939639,-0.015454320483216377,0.053236255283633294,-0.007028955029871435,-0.011547228569044693
CARD9,0.07944538590916571,-0.04458437042486967,0.016304178679211464,0.03977744986605536,-0.012155627854157136,0.005719229885140578,-0.0722003396984185,-0.028431536106406696
CCNA2,-0.053407997686466396,0.0031090380877674987,-0.012998868275593982,0.14273181073519667,0.04681951915420257,0.03678387844402081,0.0019463159727968124,0.0500841738623225
CD74,0.10183426532411424,-0.020655071294048942,-0.018047993053817418,0.038451986366882365,-0.07178424311741682,0.03479626691838267,-0.08407158422106505,0.020404790532549733
CD86,0.09285059389276862,-0.009443449998437348,-0.016760279684398832,0.05144601089125161,-0.029343577860242658,0.04965588334775026,-0.10848650516198002,0.040410950186969774
CDC20,-0.05891336068341753,-0.0035562368581395203,-0.012899573470584126,0.12076272043680973,0.05120740977057775,0.047140949371290104,-0.05110028281419576,0.03270028807364787
CSF1R,0.08470487101586123,-0.08022230914043701,0.03809109686598402,0.03302363432468982,0.05758384932143188,-0.0451624236170247,-0.043652828348596406,-0.04488001622509126
CTSH,0.06942684983012841,-0.03194045481796411,0.010034372033090898,0.0023427561299655354,-0.015546042089004583,0.09490731493232407,-0.08623678042490679,0.011927788505162268
CXCL14,0.058651275353123006,0.0584600639742074,0.062142459705974776,-0.048268486083721876,-0.02458622810371529,0.00808712025634947,-0.023152304574762805,0.011940602685765897
CYP4V2,0.08465471256461665,-0.03004168769584417,0.021118748415565183,-0.009666593212110984,-0.006080302445163931,0.06399595300019655,-0.032028244646471304,0.030920377040336997
